"RK","Name","POS","Team","Bye","POS","ADP","FPTS","G","FPTS/G","TIER","ATT","CMP","YDS","TD","INT","ATT","YDS","TD","TGT","REC","YDS","TD","UP","DOWN","MOVE","TARGET","WIN"
"318","Marcus Mariota","QB","WAS","12","QB128","698.8","34.9","2","17.47","12","65","43","476","2.8","1","9.9","54.3","0.2","-","-","-","-","-","-","-","-","-"
"319","Isaiah Bond","WR","CLV","9","-","1790.0","34.2","14","2.44","17","0","0","0","0","0","-","-","-","20.7","12.9","171.3","0.7","-","-","-","-","-"
"320","John Bates","TE","WAS","12","TE126","679.0","34.1","15","2.28","10","0","0","0","0","0","-","-","-","20.4","14.9","132.2","1.0","-","-","-","-","-"
"321","Jake Browning","QB","CIN","10","QB102","690.2","33.5","2","16.76","12","69","44","495","2.7","2","6.3","33.7","0.4","-","-","-","-","-","-","-","-","-"
"322","Jalen Milroe","QB","SEA","8","QB33","270.0","32.5","2","16.24","12","59","35","388","2.1","2","12.8","88.5","0.3","-","-","-","-","-","-","-","-","-"
"323","Khalil Herbert","RB","IND","11","RB81","303.5","32.3","14","2.31","16","0","0","0","0","0","31.8","139.3","0.8","10.2","7.7","51.9","0.1","-","-","-","-","-"
"324","Joe Milton III","QB","DAL","10","-","1815.0","32.2","2","16.09","12","66","42","447","2.2","2","9.1","37.5","0.7","-","-","-","-","-","-","-","-","-"
"325","Jarquez Hunter","RB","LA","8","RB70","250.6","30.4","15","2.03","16","0","0","0","0","0","30.1","131.4","0.9","7.9","6.5","46.0","0.2","-","-","-","-","-"
"326","Tyler Johnson","WR","NYJ","9","WR359","699.2","30.2","10","3.02","17","0","0","0","0","0","-","-","-","18.7","13.1","128.3","0.7","-","-","-","-","-"
"327","Kimani Vidal","RB","LAC","12","RB199","699.3","30.2","14","2.15","16","0","0","0","0","0","34.3","133.5","0.7","8.8","6.9","52.3","0.2","-","-","-","-","-"
"328","Kyle Trask","QB","TB","9","QB68","668.5","30.1","2","15.07","12","68","43","482","2.5","2","5.6","25.5","0.1","-","-","-","-","-","-","-","-","-"
"329","AJ Dillon","RB","PHI","9","RB189","695.8","30.1","15","2.01","16","0","0","0","0","0","47.8","204.7","1.3","1.7","1.3","9.0","0.0","-","-","-","-","-"
"330","Mac Jones","QB","SF","14","QB98","688.2","30.1","2","15.04","12","66","43","468","2.4","2","6.6","26.4","0.2","-","-","-","-","-","-","-","-","-"
"331","Hunter Renfrow","WR","CAR","14","WR281","688.4","30.0","15","2.00","17","0","0","0","0","0","-","-","-","18.8","12.0","139.1","0.7","-","-","-","-","-"
"332","Darnell Washington","TE","PIT","5","TE122","678.0","29.8","15","1.99","11","0","0","0","0","0","-","-","-","16.9","12.6","123.5","0.8","-","-","-","-","-"
"333","Jarrett Stidham","QB","DEN","12","QB44","565.5","29.8","2","14.89","12","65","41","427","2.6","2","7.3","38.3","0.1","-","-","-","-","-","-","-","-","-"
"334","Scott Miller","WR","PIT","5","WR212","667.5","29.6","14","2.11","17","0","0","0","0","0","-","-","-","19.3","11.5","129.0","0.9","-","-","-","-","-"
"335","Tyson Bagent","QB","CHI","5","QB103","691.0","29.0","2","14.49","12","63","41","433","2.3","2","6.0","36.6","0.1","-","-","-","-","-","-","-","-","-"
"336","Emanuel Wilson","RB","GB","5","RB193","697.4","28.9","14","2.06","16","0","0","0","0","0","30.4","136.3","0.8","7.0","5.9","34.9","0.2","-","-","-","-","-"
"337","Hendon Hooker","QB","DET","8","QB116","695.0","28.9","2","14.43","12","61","39","418","2.6","1","7.3","28.8","0.1","-","-","-","-","-","-","-","-","-"
"338","Andy Dalton","QB","CAR","14","QB92","683.6","28.8","2","14.40","12","70","46","450","2.7","2","4.3","16.5","0.1","-","-","-","-","-","-","-","-","-"
"339","Sterling Shepard","WR","TB","9","WR149","607.7","28.7","13","2.21","17","0","0","0","0","0","-","-","-","19.3","12.1","120.8","0.8","-","-","-","-","-"
"340","Charlie Woerner","TE","ATL","5","TE92","657.5","28.6","15","1.91","11","0","0","0","0","0","-","-","-","19.4","12.9","109.9","0.8","-","-","-","-","-"
"341","Grant Calcaterra","TE","PHI","9","TE151","688.0","28.4","15","1.89","11","0","0","0","0","0","-","-","-","16.6","12.7","119.3","0.6","-","-","-","-","-"
"342","Dare Ogunbowale","RB","HST","6","RB205","700.9","28.4","14","2.03","16","0","0","0","0","0","14.6","57.1","0.3","13.9","10.4","90.8","0.3","-","-","-","-","-"
"343","Tip Reiman","TE","ARZ","8","TE64","567.0","28.3","15","1.89","11","0","0","0","0","0","-","-","-","17.5","14.1","103.8","0.6","-","-","-","-","-"
"344","Sam Howell","QB","MIN","6","QB81","681.0","28.3","2","14.14","12","67","41","434","2.5","2","4.4","28.5","0.1","-","-","-","-","-","-","-","-","-"
"345","Nick Mullens","QB","JAX","8","QB108","692.0","27.7","2","13.87","12","66","44","460","2.5","2","3.5","12.5","0.1","-","-","-","-","-","-","-","-","-"
"346","Tanner McKee","QB","PHI","9","QB59","658.6","27.7","2","13.85","12","57","38","422","2.5","1","4.8","12.3","0.1","-","-","-","-","-","-","-","-","-"
"347","Taylor Heinicke","QB","LAC","12","QB101","690.2","27.4","2","13.70","12","58","36","398","2.2","1","6.3","35.0","0.2","-","-","-","-","-","-","-","-","-"
"348","Adam Trautman","TE","DEN","12","TE159","689.5","26.8","15","1.79","11","0","0","0","0","0","-","-","-","15.0","11.0","108.8","0.8","-","-","-","-","-"
"349","Kirk Cousins","QB","ATL","5","QB125","697.8","26.7","2","13.37","12","63","43","474","2.4","2","1.6","3.8","0.0","-","-","-","-","-","-","-","-","-"
"350","Ben Sinnott","TE","WAS","12","TE38","279.8","26.6","15","1.78","11","0","0","0","0","0","-","-","-","15.3","12.0","99.5","0.8","-","-","-","-","-"
"351","Aidan O'Connell","QB","LV","8","QB127","698.6","26.5","2","13.26","12","66","42","437","2.3","1","3.2","8.2","0.1","-","-","-","-","-","-","-","-","-"
"352","Davis Mills","QB","HST","6","QB93","684.0","26.4","2","13.22","12","65","41","416","2.6","2","3.3","13.3","0.1","-","-","-","-","-","-","-","-","-"
"353","Joshua Dobbs","QB","NE","14","QB96","686.4","26.2","2","13.10","12","56","37","385","2.1","2","6.7","37.0","0.1","-","-","-","-","-","-","-","-","-"
"354","Malik Willis","QB","GB","5","QB124","697.5","25.5","2","12.73","13","44","29","324","1.7","1","9.2","62.9","0.2","-","-","-","-","-","-","-","-","-"
"355","Trent Sherfield","WR","DEN","12","WR185","656.0","25.4","15","1.69","17","0","0","0","0","0","-","-","-","16.4","10.4","111.7","0.6","-","-","-","-","-"
"356","Jalin Hyatt","WR","NYG","14","WR249","680.5","25.2","15","1.68","17","0","0","0","0","0","-","-","-","17.1","9.7","119.9","0.6","-","-","-","-","-"
"357","Gardner Minshew","QB","KC","10","QB110","694.0","25.2","2","12.61","13","65","42","425","2.1","2","4.3","13.3","0.1","-","-","-","-","-","-","-","-","-"
"358","Mason Rudolph","QB","PIT","5","QB120","696.6","24.7","2","12.33","14","58","37","390","2.0","2","5.5","25.3","0.1","-","-","-","-","-","-","-","-","-"
"359","Mitchell Trubisky","QB","BUF","7","QB104","691.1","24.3","2","12.17","14","57","40","386","2.2","2","3.6","16.9","0.1","-","-","-","-","-","-","-","-","-"
"360","Brandon Allen","QB","TEN","10","QB52","641.0","24.2","2","12.08","14","65","39","422","2.2","2","1.7","10.7","0.0","-","-","-","-","-","-","-","-","-"
"361","Cam Akers","RB","NO","11","RB186","694.3","24.1","12","2.01","16","0","0","0","0","0","28.1","116.3","0.5","6.2","5.1","36.9","0.1","-","-","-","-","-"
"362","Charlie Kolar","TE","BLT","7","TE156","689.0","23.9","15","1.59","11","0","0","0","0","0","-","-","-","11.8","8.6","108.2","0.7","-","-","-","-","-"
"363","Elijah Mitchell","RB","KC","10","RB76","274.4","23.6","12","1.97","17","0","0","0","0","0","20.9","88.4","0.5","7.6","6.4","42.8","0.2","-","-","-","-","-"
"364","Stone Smartt","TE","NYJ","9","TE170","692.6","23.5","15","1.57","11","0","0","0","0","0","-","-","-","13.9","10.3","99.9","0.5","-","-","-","-","-"
"365","Craig Reynolds","RB","DET","8","RB116","654.0","23.5","14","1.68","17","0","0","0","0","0","30.1","131.9","0.6","4.4","3.6","30.0","0.0","-","-","-","-","-"
"366","Devin Leary","QB","BLT","7","QB39","451.0","23.2","2","11.61","14","51","32","341","1.9","1","4.2","29.9","0.1","-","-","-","-","-","-","-","-","-"
"367","Tylan Wallace","WR","BLT","7","WR326","695.2","22.8","15","1.52","18","0","0","0","0","0","-","-","-","11.6","8.2","117.2","0.5","-","-","-","-","-"
"368","Jacoby Brissett","QB","ARZ","8","QB90","683.5","22.6","2","11.28","14","63","38","350","1.8","1","4.1","24.5","0.1","-","-","-","-","-","-","-","-","-"
"369","Colby Parkinson","TE","LA","8","TE121","677.9","22.4","15","1.49","11","0","0","0","0","0","-","-","-","13.5","9.8","89.5","0.6","-","-","-","-","-"
"370","KeAndre Lambert-Smith","WR","LAC","12","WR180","652.3","22.3","15","1.49","18","0","0","0","0","0","-","-","-","13.3","8.6","103.4","0.6","-","-","-","-","-"
"371","Jacob Cowing","WR","SF","14","WR358","699.2","22.1","14","1.58","18","0","0","0","0","0","10.3","59.2","0.2","8.6","5.6","73.0","0.4","-","-","-","-","-"
"372","Jake Bobo","WR","SEA","8","WR332","695.9","22.1","15","1.47","18","0","0","0","0","0","-","-","-","13.1","8.4","99.4","0.6","-","-","-","-","-"
"373","Casey Washington","WR","ATL","5","WR186","656.0","21.6","14","1.55","18","0","0","0","0","0","-","-","-","13.2","7.7","105.5","0.6","-","-","-","-","-"
"374","Tai Felton","WR","MIN","6","WR373","700.7","21.6","15","1.44","18","0","0","0","0","0","-","-","-","13.2","8.6","96.1","0.6","-","-","-","-","-"
"375","Damien Martinez","RB","SEA","8","RB83","310.5","21.2","15","1.41","17","0","0","0","0","0","19.8","82.2","0.5","6.6","5.4","38.6","0.1","-","-","-","-","-"
"376","Drew Sample","TE","CIN","10","TE105","664.5","20.7","15","1.38","11","0","0","0","0","0","-","-","-","12.9","10.4","71.0","0.5","-","-","-","-","-"
"377","Josh Whyle","TE","TEN","10","TE142","686.4","20.6","15","1.38","11","0","0","0","0","0","-","-","-","12.0","9.2","83.1","0.5","-","-","-","-","-"
"378","Brock Wright","TE","DET","8","TE137","682.4","20.6","15","1.37","11","0","0","0","0","0","-","-","-","11.6","9.1","80.4","0.6","-","-","-","-","-"
"379","Payne Durham","TE","TB","9","TE115","671.5","20.2","15","1.34","11","0","0","0","0","0","-","-","-","10.9","7.7","86.4","0.6","-","-","-","-","-"
"380","Johnny Mundt","TE","JAX","8","TE70","617.5","20.0","15","1.34","11","0","0","0","0","0","-","-","-","11.8","9.3","79.7","0.5","-","-","-","-","-"
"381","Hassan Haskins","RB","LAC","12","RB190","696.0","19.9","14","1.42","17","0","0","0","0","0","27.0","95.6","0.8","3.9","3.1","21.9","0.1","-","-","-","-","-"
"382","John Metchie III","WR","PHI","9","WR367","699.8","19.8","15","1.32","18","0","0","0","0","0","-","-","-","12.3","8.4","85.0","0.5","-","-","-","-","-"
"383","Alec Ingold","RB","MIA","12","-","2110.0","19.6","15","1.31","17","0","0","0","0","0","5.9","16.9","0.3","9.7","8.2","66.9","0.2","-","-","-","-","-"
"384","Andrew Ogletree","TE","IND","11","TE198","999.0","19.5","15","1.30","11","0","0","0","0","0","-","-","-","11.9","8.4","87.9","0.4","-","-","-","-","-"
"385","Tanner Hudson","TE","CIN","10","TE192","699.8","19.5","15","1.30","11","0","0","0","0","0","-","-","-","10.9","8.6","79.8","0.5","-","-","-","-","-"
"386","Luke Farrell","TE","SF","14","TE103","663.6","19.1","15","1.27","11","0","0","0","0","0","-","-","-","11.5","8.8","77.7","0.4","-","-","-","-","-"
"387","Hunter Luepke","RB","DAL","10","-","2130.0","19.0","15","1.27","17","0","0","0","0","0","8.9","28.0","0.3","9.3","7.9","51.8","0.2","-","-","-","-","-"
"388","Tyquan Thornton","WR","KC","10","WR337","696.0","18.5","12","1.54","18","0","0","0","0","0","-","-","-","12.2","6.7","88.4","0.5","-","-","-","-","-"
"389","LeQuint Allen Jr.","RB","JAX","8","-","2140.0","18.4","14","1.32","17","0","0","0","0","0","10.3","43.8","0.2","8.2","6.8","47.8","0.2","-","-","-","-","-"
"390","Malik Heath","WR","GB","5","WR160","633.0","18.3","12","1.53","18","0","0","0","0","0","-","-","-","11.1","7.4","69.8","0.7","-","-","-","-","-"
"391","Tyler Badie","RB","DEN","12","RB105","644.0","18.0","14","1.28","17","0","0","0","0","0","19.8","86.4","0.4","5.0","4.3","23.1","0.1","-","-","-","-","-"
"392","Durham Smythe","TE","CHI","5","TE86","652.5","17.8","15","1.19","11","0","0","0","0","0","-","-","-","10.9","8.0","62.8","0.6","-","-","-","-","-"
"393","Harrison Bryant","TE","HST","6","TE83","647.3","17.8","15","1.19","11","0","0","0","0","0","-","-","-","10.5","7.7","72.7","0.5","-","-","-","-","-"
"394","Tyler Goodson","RB","IND","11","RB150","678.5","17.8","13","1.37","17","0","0","0","0","0","14.2","65.5","0.4","6.8","5.1","34.0","0.1","-","-","-","-","-"
"395","Carlos Washington","RB","ATL","5","RB176","692.3","17.7","14","1.26","17","0","0","0","0","0","27.9","115.9","0.7","1.3","1.1","7.4","0.0","-","-","-","-","-"
"396","Beaux Collins","WR","NYG","14","WR217","670.0","17.5","10","1.75","18","0","0","0","0","0","-","-","-","10.6","6.6","81.8","0.5","-","-","-","-","-"
"397","Ty Chandler","RB","MIN","6","RB160","683.1","17.3","12","1.44","17","0","0","0","0","0","25.3","98.4","0.5","2.7","2.3","16.9","0.1","-","-","-","-","-"
"398","Eric Saubert","TE","SEA","8","TE49","428.3","17.1","14","1.22","11","0","0","0","0","0","-","-","-","10.2","7.3","70.1","0.5","-","-","-","-","-"
"399","Jordan James","RB","SF","14","RB75","266.8","16.9","14","1.20","17","0","0","0","0","0","16.4","76.5","0.5","4.2","3.4","24.4","0.1","-","-","-","-","-"
"400","Justin Watson","WR","HST","6","WR220","671.0","16.6","15","1.11","18","0","0","0","0","0","-","-","-","9.9","6.3","79.5","0.4","-","-","-","-","-"
"401","Will Mallory","TE","IND","11","TE68","604.2","16.0","14","1.14","11","0","0","0","0","0","-","-","-","10.1","7.2","70.2","0.3","-","-","-","-","-"
"402","Audric Estimé","RB","DEN","12","RB79","297.9","15.6","15","1.04","17","0","0","0","0","0","19.3","81.4","0.5","3.2","2.8","16.2","0.1","-","-","-","-","-"
"403","Chris Blair","WR","ATL","5","WR123","490.0","15.3","14","1.10","18","0","0","0","0","0","-","-","-","9.2","5.2","78.3","0.4","-","-","-","-","-"
"404","Devontez Walker","WR","BLT","7","WR274","687.1","15.1","14","1.08","18","0","0","0","0","0","-","-","-","8.4","5.1","71.9","0.5","-","-","-","-","-"
"405","Malachi Corley","WR","NYJ","9","WR252","681.4","15.0","13","1.15","18","0","0","0","0","0","-","-","-","10.7","6.8","62.9","0.3","-","-","-","-","-"
"406","C.J. Ham","RB","MIN","6","-","2225.0","14.8","15","0.99","17","0","0","0","0","0","0.6","2.5","0.0","9.4","8.0","52.3","0.2","-","-","-","-","-"
"407","Pierre Strong","RB","CLV","9","RB93","591.8","14.8","14","1.06","17","0","0","0","0","0","20.9","85.4","0.5","2.6","2.0","14.0","0.0","-","-","-","-","-"
"408","Austin Trammell","WR","JAX","8","WR245","679.0","14.8","10","1.48","18","0","0","0","0","0","-","-","-","8.8","5.9","68.8","0.3","-","-","-","-","-"
"409","Jashaun Corbin","RB","ATL","5","-","2240.0","14.6","14","1.04","17","0","0","0","0","0","19.9","98.6","0.5","1.3","1.1","7.4","0.0","-","-","-","-","-"
"410","Zavier Scott","RB","MIN","6","RB132","668.5","14.4","12","1.20","17","0","0","0","0","0","19.5","80.9","0.5","2.4","2.0","12.6","0.0","-","-","-","-","-"
"411","Efton Chism III","WR","NE","14","WR230","674.4","14.3","15","0.95","18","0","0","0","0","0","-","-","-","8.5","5.4","64.8","0.4","-","-","-","-","-"
"412","Xavier Hutchinson","WR","HST","6","WR347","697.8","14.3","15","0.95","18","0","0","0","0","0","-","-","-","9.6","5.8","62.6","0.4","-","-","-","-","-"
"413","Skyy Moore","WR","SF","14","WR339","696.2","13.7","14","0.98","18","0","0","0","0","0","-","-","-","8.4","5.8","58.7","0.3","-","-","-","-","-"
"414","Derius Davis","WR","LAC","12","WR287","689.5","13.5","15","0.90","18","0","0","0","0","0","5.6","28.9","0.1","5.8","4.7","39.5","0.2","-","-","-","-","-"
"415","Trey Palmer","WR","TB","9","WR182","653.0","13.4","15","0.89","18","0","0","0","0","0","-","-","-","8.8","5.2","62.3","0.3","-","-","-","-","-"
"416","Blake Whiteheart","TE","CLV","9","TE124","678.3","13.3","14","0.95","11","0","0","0","0","0","-","-","-","8.2","6.2","51.8","0.3","-","-","-","-","-"
"417","Hunter Long","TE","JAX","8","TE90","654.5","13.3","12","1.11","11","0","0","0","0","0","-","-","-","7.9","6.1","53.0","0.3","-","-","-","-","-"
"418","Julius Chestnut","RB","TEN","10","RB100","628.1","13.2","10","1.32","17","0","0","0","0","0","17.4","72.5","0.4","2.1","1.8","14.3","0.0","-","-","-","-","-"
"419","Gavin Bartholomew","TE","MIN","6","TE148","687.5","12.8","15","0.85","11","0","0","0","0","0","-","-","-","7.4","5.4","53.8","0.3","-","-","-","-","-"
"420","Ian Thomas","TE","LV","8","-","2295.0","12.8","13","0.98","11","0","0","0","0","0","-","-","-","8.2","6.2","48.5","0.3","-","-","-","-","-"
"421","DeeJay Dallas","RB","ARZ","8","RB201","700.0","12.5","14","0.89","17","0","0","0","0","0","11.3","50.5","0.2","4.5","3.7","23.2","0.1","-","-","-","-","-"
"422","Pharaoh Brown","TE","MIA","12","TE180","696.0","12.1","15","0.81","11","0","0","0","0","0","-","-","-","7.6","5.6","50.5","0.3","-","-","-","-","-"
"423","Daniel Bellinger","TE","NYG","14","TE74","627.6","11.9","15","0.79","11","0","0","0","0","0","-","-","-","6.4","5.1","53.4","0.3","-","-","-","-","-"
"424","Phil Mafah","RB","DAL","10","RB203","700.3","11.7","15","0.78","17","0","0","0","0","0","7.2","30.0","0.2","5.1","4.3","27.4","0.1","-","-","-","-","-"
"425","Ben Skowronek","WR","PIT","5","WR173","646.5","11.7","14","0.83","18","0","0","0","0","0","-","-","-","7.6","4.7","51.6","0.3","-","-","-","-","-"
"426","Lucas Krull","TE","DEN","12","TE140","686.0","11.6","14","0.83","11","0","0","0","0","0","-","-","-","7.0","5.2","47.4","0.3","-","-","-","-","-"
"427","Xavier Gipson","WR","NYJ","9","WR311","692.2","11.4","15","0.76","18","0","0","0","0","0","-","-","-","8.0","5.3","47.7","0.2","-","-","-","-","-"
"428","Lil'Jordan Humphrey","WR","NYG","14","WR259","683.7","11.3","10","1.13","18","0","0","0","0","0","-","-","-","7.2","4.8","47.7","0.3","-","-","-","-","-"
"429","Brevyn Spann-Ford","TE","DAL","10","TE91","655.8","11.3","15","0.75","11","0","0","0","0","0","-","-","-","6.9","4.9","43.6","0.3","-","-","-","-","-"
"430","Rasheen Ali","RB","BLT","7","RB183","693.2","11.2","10","1.12","17","0","0","0","0","0","16.7","64.0","0.3","2.2","1.9","12.9","0.0","-","-","-","-","-"
"431","Cedrick Wilson Jr.","WR","NO","11","WR158","625.5","11.1","15","0.74","18","0","0","0","0","0","-","-","-","7.4","4.5","50.5","0.3","-","-","-","-","-"
"432","Mecole Hardman","WR","GB","5","WR239","677.8","11.1","12","0.93","18","0","0","0","0","0","-","-","-","6.5","4.3","48.2","0.3","-","-","-","-","-"
"433","Dameon Pierce","RB","HST","6","RB167","688.6","10.9","13","0.84","17","0","0","0","0","0","14.5","62.7","0.4","1.9","1.4","9.7","0.0","-","-","-","-","-"
"434","Ashton Dulin","WR","IND","11","WR144","591.5","10.6","15","0.71","18","0","0","0","0","0","3.5","26.0","0.0","4.9","3.0","38.0","0.2","-","-","-","-","-"
"435","Travis Homer","RB","CHI","5","RB108","647.0","10.5","14","0.75","17","0","0","0","0","0","14.4","65.0","0.3","1.4","1.2","8.4","0.0","-","-","-","-","-"
"436","Ihmir Smith-Marsette","WR","NYG","14","WR235","676.0","10.2","10","1.02","18","0","0","0","0","0","-","-","-","6.0","3.8","49.1","0.3","-","-","-","-","-"
"437","DeAndre Carter","WR","CLV","9","WR320","694.0","9.9","14","0.71","18","0","0","0","0","0","-","-","-","6.5","4.4","42.1","0.2","-","-","-","-","-"
"438","Jordan Watkins","WR","SF","14","WR330","695.6","9.7","13","0.75","18","0","0","0","0","0","-","-","-","5.8","3.6","45.1","0.3","-","-","-","-","-"
"439","Darius Cooper","WR","PHI","9","WR289","689.6","9.6","15","0.64","18","0","0","0","0","0","-","-","-","5.9","3.9","45.3","0.2","-","-","-","-","-"
"440","Jaheim Bell","TE","NE","14","TE181","696.5","9.3","15","0.62","11","0","0","0","0","0","-","-","-","5.6","4.1","39.1","0.2","-","-","-","-","-"
"441","Rakim Jarrett","WR","TB","9","WR295","690.0","8.1","12","0.67","18","0","0","0","0","0","-","-","-","5.1","3.2","36.8","0.2","-","-","-","-","-"
"442","Sione Vaki","RB","DET","8","RB151","678.7","8.0","10","0.80","18","0","0","0","0","0","8.0","34.1","0.1","2.5","2.1","17.6","0.0","-","-","-","-","-"
"443","Mitchell Evans","TE","CAR","14","TE186","698.6","7.8","15","0.52","11","0","0","0","0","0","-","-","-","4.6","3.3","32.0","0.2","-","-","-","-","-"
"444","Ben Sims","TE","GB","5","TE112","669.6","7.6","15","0.51","11","0","0","0","0","0","-","-","-","4.3","3.5","26.8","0.2","-","-","-","-","-"
"445","Xavier Weaver","WR","ARZ","8","WR194","659.3","7.4","14","0.53","18","0","0","0","0","0","-","-","-","4.9","2.8","36.3","0.2","-","-","-","-","-"
"446","Kalel Mullings","RB","TEN","10","RB140","673.0","7.3","10","0.73","18","0","0","0","0","0","11.8","48.9","0.3","0.3","0.2","1.8","0.0","-","-","-","-","-"
"447","Zamir White","RB","LV","8","RB194","697.7","7.2","13","0.55","18","0","0","0","0","0","12.4","43.8","0.2","1.1","0.9","5.4","0.0","-","-","-","-","-"
"448","David Bell","WR","CLV","9","-","2435.0","6.9","14","0.49","18","0","0","0","0","0","-","-","-","4.5","3.0","30.1","0.2","-","-","-","-","-"
"449","Kylen Granson","TE","PHI","9","TE99","663.0","6.8","15","0.45","11","0","0","0","0","0","-","-","-","4.2","3.2","27.6","0.1","-","-","-","-","-"
"450","K.J. Osborn","WR","WAS","12","WR154","614.5","6.7","10","0.67","18","0","0","0","0","0","-","-","-","4.0","2.7","29.4","0.2","-","-","-","-","-"
"451","Connor Heyward","TE","PIT","5","TE93","658.0","6.6","15","0.44","11","0","0","0","0","0","-","-","-","4.1","2.9","25.4","0.2","-","-","-","-","-"
"452","Tyler Scott","WR","CHI","5","-","2455.0","6.4","14","0.46","18","0","0","0","0","0","-","-","-","3.7","2.5","29.1","0.2","-","-","-","-","-"
"453","Eric Gray","RB","NYG","14","RB130","666.3","6.1","14","0.44","18","0","0","0","0","0","7.8","25.6","0.2","1.7","1.4","9.5","0.0","-","-","-","-","-"
"454","Tanner Conner","TE","MIA","12","TE201","999.0","5.9","15","0.40","11","0","0","0","0","0","-","-","-","4.0","2.8","21.2","0.2","-","-","-","-","-"
"455","Carson Steele","RB","KC","10","RB158","681.8","5.9","15","0.39","18","0","0","0","0","0","7.0","26.0","0.2","2.0","1.5","6.3","0.0","-","-","-","-","-"
"456","Ronnie Rivers","RB","LA","8","RB84","389.0","5.8","10","0.58","18","0","0","0","0","0","10.2","41.1","0.2","0.5","0.5","2.9","0.0","-","-","-","-","-"
"457","Laviska Shenault Jr.","WR","BUF","7","WR258","683.3","5.6","12","0.47","18","0","0","0","0","0","2.3","10.8","0.1","2.5","1.9","17.4","0.1","-","-","-","-","-"
"458","Darrynton Evans","RB","BUF","7","-","2485.0","5.5","10","0.55","18","0","0","0","0","0","4.3","13.9","0.1","2.4","1.8","15.0","0.1","-","-","-","-","-"
"459","Ryan Flournoy","WR","DAL","10","WR143","586.1","5.4","14","0.39","18","0","0","0","0","0","-","-","-","3.4","2.2","24.2","0.1","-","-","-","-","-"
"460","Frank Gore Jr.","RB","BUF","7","RB204","700.8","5.2","10","0.52","18","0","0","0","0","0","5.7","23.6","0.1","1.4","1.1","8.2","0.0","-","-","-","-","-"
"461","Scott Matlock","RB","LAC","12","-","2500.0","5.1","15","0.34","18","0","0","0","0","0","-","-","-","3.5","2.8","19.7","0.1","-","-","-","-","-"
"462","Chris Manhertz","TE","NYG","14","TE67","598.5","5.1","15","0.34","11","0","0","0","0","0","-","-","-","3.0","2.2","20.4","0.1","-","-","-","-","-"
"463","Ainias Smith","WR","PHI","9","WR208","666.6","5.0","10","0.50","18","0","0","0","0","0","1.9","8.9","0.1","2.6","1.8","13.3","0.1","-","-","-","-","-"
"464","Evan Hull","RB","PIT","5","RB136","671.5","4.9","14","0.35","18","0","0","0","0","0","10.1","25.9","0.2","1.0","0.8","5.7","0.0","-","-","-","-","-"
"465","Jalen Brooks","WR","DAL","10","WR213","667.9","4.8","14","0.34","18","0","0","0","0","0","-","-","-","2.9","1.9","20.1","0.2","-","-","-","-","-"
"466","Robert Woods","WR","PIT","5","WR313","692.6","4.8","10","0.48","18","0","0","0","0","0","-","-","-","2.9","2.0","20.1","0.1","-","-","-","-","-"
"467","Devin Duvernay","WR","CHI","5","WR232","675.0","4.8","11","0.44","18","0","0","0","0","0","-","-","-","2.9","2.1","19.4","0.1","-","-","-","-","-"
"468","Jalen Reagor","WR","LAC","12","WR159","629.5","4.5","11","0.41","18","0","0","0","0","0","-","-","-","2.7","1.8","20.6","0.1","-","-","-","-","-"
"469","Shane Zylstra","TE","DET","8","TE161","690.0","4.3","14","0.31","11","0","0","0","0","0","-","-","-","2.6","1.9","17.1","0.1","-","-","-","-","-"
"470","James Proche","WR","TEN","10","WR218","670.3","4.2","10","0.42","18","0","0","0","0","0","-","-","-","2.6","1.8","18.9","0.1","-","-","-","-","-"
"471","Andrew Beck","RB","NYJ","9","RB131","667.0","4.1","14","0.30","18","0","0","0","0","0","1.8","4.2","0.1","2.5","1.7","13.7","0.0","-","-","-","-","-"
"472","Nate Adkins","TE","DEN","12","TE118","674.0","4.1","14","0.29","11","0","0","0","0","0","-","-","-","2.4","1.9","16.4","0.1","-","-","-","-","-"
"473","Michael Carter","RB","ARZ","8","RB184","693.3","4.0","14","0.28","18","0","0","0","0","0","2.1","8.8","0.1","2.0","1.6","10.3","0.0","-","-","-","-","-"
"474","Jared Wiley","TE","KC","10","TE191","699.6","4.0","10","0.40","11","0","0","0","0","0","-","-","-","2.2","1.8","16.0","0.1","-","-","-","-","-"
"475","Feleipe Franks","TE","ATL","5","TE172","692.8","3.9","14","0.28","11","0","0","0","0","0","-","-","-","2.8","1.6","16.6","0.1","-","-","-","-","-"
"476","David Moore","WR","CAR","14","WR145","593.7","3.9","14","0.28","18","0","0","0","0","0","-","-","-","2.6","1.7","15.3","0.1","-","-","-","-","-"
"477","Tommy Mellott","WR","LV","8","-","2580.0","3.7","10","0.37","18","0","0","0","0","0","-","-","-","2.5","1.6","16.5","0.1","-","-","-","-","-"
"478","Brenden Bates","TE","CLV","9","TE117","673.8","3.7","14","0.26","11","0","0","0","0","0","-","-","-","2.2","1.8","13.8","0.1","-","-","-","-","-"
"479","Tucker Fisk","TE","LAC","12","TE120","676.5","3.5","14","0.25","11","0","0","0","0","0","-","-","-","2.0","1.6","13.6","0.1","-","-","-","-","-"
"480","John FitzPatrick","TE","GB","5","TE199","999.0","3.4","13","0.26","11","0","0","0","0","0","-","-","-","2.1","1.7","12.5","0.1","-","-","-","-","-"
