scenario,block,context,season_score
buy_bijan_105,2,58,1817.958984375
buy_bijan_105,2,59,1646.3936767578125
buy_bijan_105,2,60,1607.017578125
buy_bijan_105,2,61,1424.30419921875
buy_bijan_105,2,62,1406.9970703125
buy_bijan_105,2,63,1549.989990234375
pass_bijan,2,0,1868.3079833984375
pass_bijan,2,1,1751.157958984375
pass_bijan,2,2,1730.156494140625
pass_bijan,2,3,1708.7315673828125
pass_bijan,2,4,1542.25439453125
pass_bijan,2,5,1536.1082763671875
pass_bijan,2,6,1471.966796875
pass_bijan,2,7,1701.05126953125
pass_bijan,2,8,1901.68115234375
pass_bijan,2,9,1525.740966796875
pass_bijan,2,10,1744.1944580078125
pass_bijan,2,11,1761.893310546875
pass_bijan,2,12,1614.1927490234375
pass_bijan,2,13,1458.2730712890625
pass_bijan,2,14,1479.578857421875
pass_bijan,2,15,1876.796142578125
pass_bijan,2,16,1708.56201171875
pass_bijan,2,17,1275.1746826171875
pass_bijan,2,18,1499.5260009765625
pass_bijan,2,19,1589.7218017578125
pass_bijan,2,20,1763.261962890625
pass_bijan,2,21,1734.58984375
pass_bijan,2,22,1688.65771484375
pass_bijan,2,23,1580.1162109375
pass_bijan,2,24,1727.8685302734375
pass_bijan,2,25,1818.046142578125
pass_bijan,2,26,1611.3262939453125
pass_bijan,2,27,1602.0390625
pass_bijan,2,28,1753.2626953125
pass_bijan,2,29,1724.5589599609375
pass_bijan,2,30,1552.2423095703125
pass_bijan,2,31,1378.77294921875
pass_bijan,2,32,1662.589599609375
pass_bijan,2,33,1831.99755859375
pass_bijan,2,34,1522.5355224609375
pass_bijan,2,35,1704.3873291015625
pass_bijan,2,36,1591.19482421875
pass_bijan,2,37,1555.5709228515625
pass_bijan,2,38,1738.0638427734375
pass_bijan,2,39,1716.6302490234375
pass_bijan,2,40,1580.8331298828125
pass_bijan,2,41,1973.971923828125
pass_bijan,2,42,1681.427001953125
pass_bijan,2,43,1384.50439453125
pass_bijan,2,44,1447.337646484375
pass_bijan,2,45,1639.9456787109375
pass_bijan,2,46,1598.645263671875
pass_bijan,2,47,1377.719970703125
pass_bijan,2,48,1777.13232421875
pass_bijan,2,49,1634.728515625
pass_bijan,2,50,1706.8123779296875
pass_bijan,2,51,1868.8948974609375
pass_bijan,2,52,1581.53955078125
pass_bijan,2,53,1879.47802734375
pass_bijan,2,54,1669.287109375
pass_bijan,2,55,1634.6728515625
pass_bijan,2,56,1369.0372314453125
pass_bijan,2,57,1744.065673828125
pass_bijan,2,58,1733.260498046875
pass_bijan,2,59,1710.513916015625
pass_bijan,2,60,1537.808837890625
pass_bijan,2,61,1609.060546875
pass_bijan,2,62,1515.0732421875
pass_bijan,2,63,1529.29736328125
pass_bijan_force_two_mid_wrs,2,0,1881.184326171875
pass_bijan_force_two_mid_wrs,2,1,1868.6533203125
pass_bijan_force_two_mid_wrs,2,2,1838.442626953125
pass_bijan_force_two_mid_wrs,2,3,1668.476318359375
pass_bijan_force_two_mid_wrs,2,4,1556.6875
pass_bijan_force_two_mid_wrs,2,5,1536.697021484375
pass_bijan_force_two_mid_wrs,2,6,1467.82080078125
pass_bijan_force_two_mid_wrs,2,7,1617.6685791015625
pass_bijan_force_two_mid_wrs,2,8,1822.927490234375
pass_bijan_force_two_mid_wrs,2,9,1563.6239013671875
pass_bijan_force_two_mid_wrs,2,10,1872.2891845703125
pass_bijan_force_two_mid_wrs,2,11,1704.669189453125
pass_bijan_force_two_mid_wrs,2,12,1731.0999755859375
pass_bijan_force_two_mid_wrs,2,13,1356.3035888671875
pass_bijan_force_two_mid_wrs,2,14,1584.877685546875
pass_bijan_force_two_mid_wrs,2,15,1767.5628662109375
pass_bijan_force_two_mid_wrs,2,16,1651.39013671875
pass_bijan_force_two_mid_wrs,2,17,1644.291015625
pass_bijan_force_two_mid_wrs,2,18,1276.640625
pass_bijan_force_two_mid_wrs,2,19,1571.121337890625
pass_bijan_force_two_mid_wrs,2,20,1746.867919921875
pass_bijan_force_two_mid_wrs,2,21,1675.2950439453125
pass_bijan_force_two_mid_wrs,2,22,1624.157958984375
pass_bijan_force_two_mid_wrs,2,23,1584.110107421875
pass_bijan_force_two_mid_wrs,2,24,1779.420166015625
pass_bijan_force_two_mid_wrs,2,25,1699.35693359375
pass_bijan_force_two_mid_wrs,2,26,1722.582275390625
pass_bijan_force_two_mid_wrs,2,27,1654.4583740234375
pass_bijan_force_two_mid_wrs,2,28,1674.7130126953125
pass_bijan_force_two_mid_wrs,2,29,1576.4981689453125
pass_bijan_force_two_mid_wrs,2,30,1540.608154296875
pass_bijan_force_two_mid_wrs,2,31,1388.664794921875
pass_bijan_force_two_mid_wrs,2,32,1671.276611328125
pass_bijan_force_two_mid_wrs,2,33,1762.816162109375
pass_bijan_force_two_mid_wrs,2,34,1535.6279296875
pass_bijan_force_two_mid_wrs,2,35,1655.088134765625
pass_bijan_force_two_mid_wrs,2,36,1607.61328125
pass_bijan_force_two_mid_wrs,2,37,1516.611083984375
pass_bijan_force_two_mid_wrs,2,38,1724.837158203125
pass_bijan_force_two_mid_wrs,2,39,1641.64013671875
pass_bijan_force_two_mid_wrs,2,40,1574.234130859375
pass_bijan_force_two_mid_wrs,2,41,1703.222412109375
pass_bijan_force_two_mid_wrs,2,42,1700.59521484375
pass_bijan_force_two_mid_wrs,2,43,1427.5582275390625
pass_bijan_force_two_mid_wrs,2,44,1489.943115234375
pass_bijan_force_two_mid_wrs,2,45,1551.884521484375
pass_bijan_force_two_mid_wrs,2,46,1643.637451171875
pass_bijan_force_two_mid_wrs,2,47,1554.732666015625
pass_bijan_force_two_mid_wrs,2,48,1828.874755859375
pass_bijan_force_two_mid_wrs,2,49,1594.994873046875
pass_bijan_force_two_mid_wrs,2,50,1706.560791015625
pass_bijan_force_two_mid_wrs,2,51,1929.822509765625
pass_bijan_force_two_mid_wrs,2,52,1527.722900390625
pass_bijan_force_two_mid_wrs,2,53,1948.891357421875
pass_bijan_force_two_mid_wrs,2,54,1635.1650390625
pass_bijan_force_two_mid_wrs,2,55,1550.866943359375
pass_bijan_force_two_mid_wrs,2,56,1363.7156982421875
pass_bijan_force_two_mid_wrs,2,57,1784.7733154296875
pass_bijan_force_two_mid_wrs,2,58,1669.273193359375
pass_bijan_force_two_mid_wrs,2,59,1784.6778564453125
pass_bijan_force_two_mid_wrs,2,60,1570.386474609375
pass_bijan_force_two_mid_wrs,2,61,1409.088134765625
pass_bijan_force_two_mid_wrs,2,62,1451.8111572265625
pass_bijan_force_two_mid_wrs,2,63,1612.7384033203125
open_central_choice,3,0,1647.091552734375
open_central_choice,3,1,1784.575439453125
open_central_choice,3,2,1742.455078125
open_central_choice,3,3,1560.132568359375
open_central_choice,3,4,1953.90625
open_central_choice,3,5,1745.575927734375
open_central_choice,3,6,1554.3048095703125
open_central_choice,3,7,1699.18017578125
open_central_choice,3,8,1634.09423828125
open_central_choice,3,9,1487.427001953125
open_central_choice,3,10,2042.29833984375
open_central_choice,3,11,1902.8148193359375
open_central_choice,3,12,1474.800048828125
open_central_choice,3,13,1782.054443359375
open_central_choice,3,14,1602.689697265625
open_central_choice,3,15,1659.06689453125
open_central_choice,3,16,1678.598876953125
open_central_choice,3,17,1494.9195556640625
open_central_choice,3,18,1597.950927734375
open_central_choice,3,19,1607.638916015625
open_central_choice,3,20,1733.653076171875
open_central_choice,3,21,1750.0443115234375
open_central_choice,3,22,1575.34521484375
open_central_choice,3,23,1637.743408203125
open_central_choice,3,24,1550.128662109375
open_central_choice,3,25,1440.64990234375
open_central_choice,3,26,1886.8984375
open_central_choice,3,27,1582.0738525390625
open_central_choice,3,28,1608.464599609375
open_central_choice,3,29,1719.2860107421875
open_central_choice,3,30,1684.141357421875
open_central_choice,3,31,1520.7666015625
open_central_choice,3,32,1654.85986328125
open_central_choice,3,33,1550.011962890625
open_central_choice,3,34,1943.6710205078125
open_central_choice,3,35,1778.57177734375
open_central_choice,3,36,1635.23486328125
open_central_choice,3,37,1516.4534912109375
open_central_choice,3,38,1725.1790771484375
open_central_choice,3,39,1459.639404296875
open_central_choice,3,40,1539.6270751953125
open_central_choice,3,41,1874.753662109375
open_central_choice,3,42,1737.0308837890625
open_central_choice,3,43,1536.548095703125
open_central_choice,3,44,1486.04541015625
open_central_choice,3,45,1447.52978515625
open_central_choice,3,46,1688.96044921875
open_central_choice,3,47,1730.691650390625
open_central_choice,3,48,1580.656494140625
open_central_choice,3,49,1541.81103515625
open_central_choice,3,50,1580.2864990234375
open_central_choice,3,51,1677.97998046875
open_central_choice,3,52,1726.5615234375
open_central_choice,3,53,1784.9609375
open_central_choice,3,54,1819.95947265625
open_central_choice,3,55,1561.771484375
open_central_choice,3,56,1563.6326904296875
open_central_choice,3,57,1963.113037109375
open_central_choice,3,58,1775.374267578125
open_central_choice,3,59,1700.38623046875
open_central_choice,3,60,1590.515625
open_central_choice,3,61,1372.46484375
open_central_choice,3,62,1556.8223876953125
open_central_choice,3,63,1654.1768798828125
buy_bijan_105,3,0,1743.5478515625
buy_bijan_105,3,1,1447.2877197265625
buy_bijan_105,3,2,1579.012451171875
buy_bijan_105,3,3,1538.067138671875
buy_bijan_105,3,4,1887.1788330078125
buy_bijan_105,3,5,1820.147705078125
buy_bijan_105,3,6,1432.799560546875
buy_bijan_105,3,7,1822.826904296875
buy_bijan_105,3,8,1757.76953125
buy_bijan_105,3,9,1415.17578125
buy_bijan_105,3,10,2111.435791015625
buy_bijan_105,3,11,1721.2200927734375
buy_bijan_105,3,12,1683.58544921875
buy_bijan_105,3,13,1997.682861328125
buy_bijan_105,3,14,1608.875
buy_bijan_105,3,15,1600.525634765625
buy_bijan_105,3,16,1474.685546875
buy_bijan_105,3,17,1574.53466796875
buy_bijan_105,3,18,1657.555908203125
buy_bijan_105,3,19,1684.8974609375
buy_bijan_105,3,20,1551.24072265625
buy_bijan_105,3,21,1948.674560546875
buy_bijan_105,3,22,1590.761962890625
buy_bijan_105,3,23,1778.573974609375
buy_bijan_105,3,24,1503.2513427734375
buy_bijan_105,3,25,1630.960693359375
buy_bijan_105,3,26,1841.8896484375
buy_bijan_105,3,27,1503.890380859375
buy_bijan_105,3,28,1656.435791015625
buy_bijan_105,3,29,1747.374267578125
buy_bijan_105,3,30,1638.319091796875
buy_bijan_105,3,31,1340.308349609375
buy_bijan_105,3,32,1637.6868896484375
buy_bijan_105,3,33,1657.219970703125
buy_bijan_105,3,34,1940.255126953125
buy_bijan_105,3,35,1778.084716796875
buy_bijan_105,3,36,1487.48046875
buy_bijan_105,3,37,1549.31494140625
buy_bijan_105,3,38,1632.906005859375
buy_bijan_105,3,39,1526.553466796875
buy_bijan_105,3,40,1745.92529296875
buy_bijan_105,3,41,1822.5621337890625
buy_bijan_105,3,42,1790.587646484375
buy_bijan_105,3,43,1561.93359375
buy_bijan_105,3,44,1641.7431640625
buy_bijan_105,3,45,1615.39501953125
buy_bijan_105,3,46,1464.302001953125
buy_bijan_105,3,47,1705.2783203125
buy_bijan_105,3,48,1788.25146484375
buy_bijan_105,3,49,1668.0599365234375
buy_bijan_105,3,50,1499.2110595703125
buy_bijan_105,3,51,1714.4383544921875
buy_bijan_105,3,52,1628.196044921875
buy_bijan_105,3,53,1900.671142578125
buy_bijan_105,3,54,1581.4163818359375
buy_bijan_105,3,55,1776.9989013671875
buy_bijan_105,3,56,1727.350341796875
buy_bijan_105,3,57,1917.50146484375
buy_bijan_105,3,58,1605.966796875
buy_bijan_105,3,59,1703.52490234375
buy_bijan_105,3,60,1500.509033203125
buy_bijan_105,3,61,1454.37353515625
buy_bijan_105,3,62,1487.5848388671875
buy_bijan_105,3,63,1633.998291015625
pass_bijan,3,0,1647.091552734375
pass_bijan,3,1,1784.575439453125
pass_bijan,3,2,1742.455078125
pass_bijan,3,3,1560.132568359375
pass_bijan,3,4,1953.90625
pass_bijan,3,5,1745.575927734375
pass_bijan,3,6,1554.3048095703125
pass_bijan,3,7,1699.18017578125
pass_bijan,3,8,1634.09423828125
pass_bijan,3,9,1487.427001953125
pass_bijan,3,10,2042.29833984375
pass_bijan,3,11,1902.8148193359375
pass_bijan,3,12,1474.800048828125
pass_bijan,3,13,1782.054443359375
pass_bijan,3,14,1602.689697265625
pass_bijan,3,15,1659.06689453125
pass_bijan,3,16,1678.598876953125
pass_bijan,3,17,1494.9195556640625
pass_bijan,3,18,1597.950927734375
pass_bijan,3,19,1607.638916015625
pass_bijan,3,20,1733.653076171875
pass_bijan,3,21,1750.0443115234375
pass_bijan,3,22,1575.34521484375
pass_bijan,3,23,1637.743408203125
pass_bijan,3,24,1550.128662109375
pass_bijan,3,25,1440.64990234375
pass_bijan,3,26,1886.8984375
pass_bijan,3,27,1582.0738525390625
pass_bijan,3,28,1608.464599609375
pass_bijan,3,29,1719.2860107421875
pass_bijan,3,30,1684.141357421875
pass_bijan,3,31,1520.7666015625
pass_bijan,3,32,1654.85986328125
pass_bijan,3,33,1550.011962890625
pass_bijan,3,34,1943.6710205078125
pass_bijan,3,35,1778.57177734375
pass_bijan,3,36,1635.23486328125
pass_bijan,3,37,1516.4534912109375
pass_bijan,3,38,1725.1790771484375
pass_bijan,3,39,1459.639404296875
pass_bijan,3,40,1539.6270751953125
pass_bijan,3,41,1874.753662109375
pass_bijan,3,42,1737.0308837890625
pass_bijan,3,43,1536.548095703125
pass_bijan,3,44,1486.04541015625
pass_bijan,3,45,1447.52978515625
pass_bijan,3,46,1688.96044921875
pass_bijan,3,47,1730.691650390625
pass_bijan,3,48,1580.656494140625
pass_bijan,3,49,1541.81103515625
pass_bijan,3,50,1580.2864990234375
pass_bijan,3,51,1677.97998046875
pass_bijan,3,52,1726.5615234375
pass_bijan,3,53,1784.9609375
pass_bijan,3,54,1819.95947265625
pass_bijan,3,55,1561.771484375
pass_bijan,3,56,1563.6326904296875
pass_bijan,3,57,1963.113037109375
pass_bijan,3,58,1775.374267578125
pass_bijan,3,59,1700.38623046875
pass_bijan,3,60,1590.515625
pass_bijan,3,61,1372.46484375
pass_bijan,3,62,1556.8223876953125
pass_bijan,3,63,1654.1768798828125
pass_bijan_force_two_mid_wrs,3,0,1631.454345703125
pass_bijan_force_two_mid_wrs,3,1,1812.10400390625
pass_bijan_force_two_mid_wrs,3,2,1628.751708984375
pass_bijan_force_two_mid_wrs,3,3,1496.5546875
pass_bijan_force_two_mid_wrs,3,4,1968.261474609375
pass_bijan_force_two_mid_wrs,3,5,1832.810546875
pass_bijan_force_two_mid_wrs,3,6,1666.9833984375
pass_bijan_force_two_mid_wrs,3,7,1752.7607421875
pass_bijan_force_two_mid_wrs,3,8,1633.81787109375
pass_bijan_force_two_mid_wrs,3,9,1409.970947265625
pass_bijan_force_two_mid_wrs,3,10,1995.089111328125
pass_bijan_force_two_mid_wrs,3,11,1841.88818359375
pass_bijan_force_two_mid_wrs,3,12,1472.87060546875
pass_bijan_force_two_mid_wrs,3,13,1841.654052734375
pass_bijan_force_two_mid_wrs,3,14,1599.263427734375
pass_bijan_force_two_mid_wrs,3,15,1686.300537109375
pass_bijan_force_two_mid_wrs,3,16,1668.0081787109375
pass_bijan_force_two_mid_wrs,3,17,1588.06787109375
pass_bijan_force_two_mid_wrs,3,18,1504.533447265625
pass_bijan_force_two_mid_wrs,3,19,1522.2493896484375
pass_bijan_force_two_mid_wrs,3,20,1771.919677734375
pass_bijan_force_two_mid_wrs,3,21,1688.4041748046875
pass_bijan_force_two_mid_wrs,3,22,1594.5859375
pass_bijan_force_two_mid_wrs,3,23,1683.54833984375
pass_bijan_force_two_mid_wrs,3,24,1521.4925537109375
pass_bijan_force_two_mid_wrs,3,25,1468.35693359375
pass_bijan_force_two_mid_wrs,3,26,1931.08447265625
pass_bijan_force_two_mid_wrs,3,27,1658.07080078125
pass_bijan_force_two_mid_wrs,3,28,1511.935302734375
pass_bijan_force_two_mid_wrs,3,29,1764.7802734375
pass_bijan_force_two_mid_wrs,3,30,1901.4371337890625
pass_bijan_force_two_mid_wrs,3,31,1617.068115234375
pass_bijan_force_two_mid_wrs,3,32,1609.980224609375
pass_bijan_force_two_mid_wrs,3,33,1607.68310546875
pass_bijan_force_two_mid_wrs,3,34,1777.05517578125
pass_bijan_force_two_mid_wrs,3,35,1805.800537109375
pass_bijan_force_two_mid_wrs,3,36,1630.05859375
pass_bijan_force_two_mid_wrs,3,37,1522.398681640625
pass_bijan_force_two_mid_wrs,3,38,1717.56884765625
pass_bijan_force_two_mid_wrs,3,39,1572.7470703125
pass_bijan_force_two_mid_wrs,3,40,1591.5787353515625
pass_bijan_force_two_mid_wrs,3,41,1807.9278564453125
pass_bijan_force_two_mid_wrs,3,42,1766.572509765625
pass_bijan_force_two_mid_wrs,3,43,1511.989501953125
pass_bijan_force_two_mid_wrs,3,44,1473.77099609375
pass_bijan_force_two_mid_wrs,3,45,1722.8070068359375
pass_bijan_force_two_mid_wrs,3,46,1781.046142578125
pass_bijan_force_two_mid_wrs,3,47,1786.594970703125
pass_bijan_force_two_mid_wrs,3,48,1627.1463623046875
pass_bijan_force_two_mid_wrs,3,49,1532.57470703125
pass_bijan_force_two_mid_wrs,3,50,1565.821533203125
pass_bijan_force_two_mid_wrs,3,51,1482.05712890625
pass_bijan_force_two_mid_wrs,3,52,1790.61083984375
pass_bijan_force_two_mid_wrs,3,53,1775.58056640625
pass_bijan_force_two_mid_wrs,3,54,1846.343994140625
pass_bijan_force_two_mid_wrs,3,55,1557.6336669921875
pass_bijan_force_two_mid_wrs,3,56,1526.158203125
pass_bijan_force_two_mid_wrs,3,57,1969.14501953125
pass_bijan_force_two_mid_wrs,3,58,1870.510498046875
pass_bijan_force_two_mid_wrs,3,59,1704.301025390625
pass_bijan_force_two_mid_wrs,3,60,1613.775146484375
pass_bijan_force_two_mid_wrs,3,61,1433.6103515625
pass_bijan_force_two_mid_wrs,3,62,1621.1669921875
pass_bijan_force_two_mid_wrs,3,63,1776.785888671875
