branch,player,pos,paths,path_rate,mean_acquisition_salary,pred_ppg
buy,Matthew Golden,WR,12,0.2553191489361702,4.5,8.461055560199538
buy,Matthew Stafford,QB,2,0.0425531914893617,3.0,16.57750749150704
buy,Michael Wilson,WR,3,0.06382978723404255,8.0,9.128805571101111
buy,Mike Washington Jr.,RB,2,0.0425531914893617,2.0,5.387937668303408
buy,Nicholas Singleton,RB,4,0.0851063829787234,2.25,4.695696050134463
buy,Omar Cooper Jr.,WR,4,0.0851063829787234,2.0,6.140772030589571
buy,Pat Bryant,WR,4,0.0851063829787234,2.75,5.40274961290184
buy,Pat Freiermuth,TE,3,0.06382978723404255,3.3333333333333335,6.261812267125457
buy,Patrick Mahomes,QB,10,0.2127659574468085,3.4,17.48572393073594
buy,Quentin Johnston,WR,7,0.14893617021276595,5.571428571428571,9.435090016900428
buy,Rachaad White,RB,2,0.0425531914893617,5.0,8.652958077417829
buy,Rashid Shaheed,WR,6,0.1276595744680851,2.3333333333333335,7.754007581353711
buy,Romeo Doubs,WR,9,0.19148936170212766,2.3333333333333335,8.0338305923022
buy,Ryan Flournoy,WR,1,0.02127659574468085,4.0,6.309718599125984
buy,Sam LaPorta,TE,1,0.02127659574468085,13.0,9.096944953514582
buy,Samaje Perine,RB,1,0.02127659574468085,2.0,5.382161537369067
buy,Sean Tucker,RB,2,0.0425531914893617,2.0,5.375484998518698
buy,Seth McGowan,RB,1,0.02127659574468085,2.0,3.871038178145604
buy,Stefon Diggs,WR,7,0.14893617021276595,4.142857142857143,8.324563778186379
buy,T.J. Hockenson,TE,2,0.0425531914893617,2.0,6.777868152312841
buy,Tank Bigsby,RB,1,0.02127659574468085,4.0,6.2230222897801815
buy,Terrance Ferguson,TE,2,0.0425531914893617,3.0,6.2696148451366485
buy,Travis Kelce,TE,4,0.0851063829787234,5.25,8.21455414589452
buy,Tre Harris,WR,5,0.10638297872340426,2.4,6.419923469699257
buy,Tre Tucker,WR,6,0.1276595744680851,2.0,6.994322765140654
buy,Trevor Lawrence,QB,3,0.06382978723404255,4.666666666666667,17.260981043143108
buy,Ty Johnson,RB,3,0.06382978723404255,2.0,5.807704665888683
buy,Tyjae Spears,RB,1,0.02127659574468085,5.0,7.055949249914508
buy,Tyrone Tracy Jr.,RB,1,0.02127659574468085,3.0,6.954759475601695
buy,Wan'Dale Robinson,WR,5,0.10638297872340426,5.2,8.613895832899377
buy,Woody Marks,RB,1,0.02127659574468085,3.0,7.150360810156706
buy,Xavier Worthy,WR,11,0.23404255319148937,4.0,8.520260090439566
buy,Zach Charbonnet,RB,7,0.14893617021276595,3.0,7.70093857128289
buy,Zachariah Branch,WR,2,0.0425531914893617,2.0,5.610617604633046
pass,Aaron Jones,RB,1,0.020833333333333332,4.0,8.435749467037397
pass,Adonai Mitchell,WR,4,0.08333333333333333,2.25,6.230238133515505
pass,Alec Pierce,WR,12,0.25,9.083333333333334,9.469769148033334
pass,Alvin Kamara,RB,4,0.08333333333333333,2.25,6.937950633900101
pass,Bhayshul Tuten,RB,48,1.0,11.0,11.212882774417402
pass,Blake Corum,RB,3,0.0625,7.0,8.684947326336067
pass,Brenton Strange,TE,1,0.020833333333333332,2.0,7.11822391710393
pass,Brian Thomas Jr.,WR,5,0.10416666666666667,10.8,9.6083335806005
pass,Brock Purdy,QB,3,0.0625,4.0,17.925773007347512
pass,Bucky Irving,RB,1,0.020833333333333332,31.0,12.134422078718066
pass,Cade Otton,TE,1,0.020833333333333332,4.0,6.103326042804461
pass,Caleb Douglas,WR,1,0.020833333333333332,2.0,6.222677661404975
pass,Carnell Tate,WR,3,0.0625,15.0,10.014156472558595
pass,Chase Brown,RB,48,1.0,34.0,15.216170500896881
pass,Chig Okonkwo,TE,2,0.041666666666666664,3.0,6.647157319823752
pass,Chris Godwin Jr.,WR,4,0.08333333333333333,3.5,9.026425985009654
pass,Chris Rodriguez Jr.,RB,1,0.020833333333333332,2.0,6.906269042035476
pass,Christian Watson,WR,17,0.3541666666666667,14.352941176470589,10.577729498452104
pass,Chuba Hubbard,RB,2,0.041666666666666664,7.5,9.406277697424185
pass,D'Andre Swift,RB,7,0.14583333333333334,31.0,11.86559790219774
pass,DJ Moore,WR,2,0.041666666666666664,23.5,10.60129284919787
pass,DK Metcalf,WR,15,0.3125,11.533333333333333,9.577577467262685
pass,Dak Prescott,QB,11,0.22916666666666666,5.818181818181818,18.062895084123543
pass,Dallas Goedert,TE,1,0.020833333333333332,5.0,8.060883299670547
pass,Dalton Kincaid,TE,5,0.10416666666666667,2.0,8.32526439910349
pass,Dalton Schultz,TE,2,0.041666666666666664,3.0,6.616077693705445
pass,Davante Adams,WR,1,0.020833333333333332,23.0,10.843007574526444
pass,De'Zhaun Stribling,WR,1,0.020833333333333332,3.0,7.177427977391633
pass,DeVonta Smith,WR,1,0.020833333333333332,44.0,11.808741829803951
pass,Deebo Samuel Sr.,WR,3,0.0625,2.0,8.116224691381703
pass,Denzel Boston,WR,1,0.020833333333333332,3.0,7.1465135393298995
pass,Devaughn Vele,WR,1,0.020833333333333332,2.0,5.815817957645557
pass,Dylan Sampson,RB,1,0.020833333333333332,2.0,6.437556560778469
pass,Emeka Egbuka,WR,5,0.10416666666666667,30.6,11.841804010291746
pass,Emmett Johnson,RB,1,0.020833333333333332,2.0,5.297610837529561
pass,George Kittle,TE,17,0.3541666666666667,4.176470588235294,8.890982691253805
pass,Germie Bernard,WR,1,0.020833333333333332,3.0,5.731604033996201
pass,Harold Fannin Jr.,TE,5,0.10416666666666667,8.8,9.378671238910599
pass,Hunter Henry,TE,2,0.041666666666666664,2.0,7.498951156674188
pass,Isaiah Likely,TE,1,0.020833333333333332,11.0,8.014793755629738
pass,Isiah Pacheco,RB,1,0.020833333333333332,2.0,6.834477246016003
pass,J.K. Dobbins,RB,2,0.041666666666666664,7.5,9.626983048147245
pass,Ja'Kobi Lane,WR,1,0.020833333333333332,2.0,6.446555434682832
pass,Jacory Croskey-Merritt,RB,8,0.16666666666666666,7.5,9.11049915672093
pass,Jadarian Price,RB,4,0.08333333333333333,21.0,11.039766474112382
pass,Jahmyr Gibbs,RB,48,1.0,110.0,18.945767615858642
pass,Jakobi Meyers,WR,10,0.20833333333333334,5.4,8.686701015279505
pass,Jalen Hurts,QB,6,0.125,12.166666666666666,18.786898304606627
pass,Jalen McMillan,WR,1,0.020833333333333332,2.0,7.079114583682536
pass,Jalen Nailor,WR,2,0.041666666666666664,2.0,6.594407439913808
pass,Jameson Williams,WR,12,0.25,17.916666666666668,11.415745930161563
pass,Jared Goff,QB,2,0.041666666666666664,2.0,16.79123371719864
pass,Jaxson Dart,QB,6,0.125,3.1666666666666665,17.803470232248014
pass,Jayden Daniels,QB,9,0.1875,13.444444444444445,18.18619060298512
pass,Jayden Reed,WR,9,0.1875,5.0,9.076482258848609
pass,Jaylen Waddle,WR,4,0.08333333333333333,23.0,10.87675087005365
pass,Jaylen Warren,RB,7,0.14583333333333334,16.142857142857142,10.477908484473565
pass,Jaylin Noel,WR,1,0.020833333333333332,1.0,6.287410182853303
pass,Jordan Addison,WR,18,0.375,4.611111111111111,8.91555149101938
pass,Jordan Love,QB,1,0.020833333333333332,2.0,15.826065582306887
pass,Jordyn Tyson,WR,4,0.08333333333333333,7.5,8.806841547692656
pass,Josh Downs,WR,5,0.10416666666666667,4.6,8.700180940083406
pass,Justin Herbert,QB,1,0.020833333333333332,3.0,16.651435028503723
pass,Juwan Johnson,TE,1,0.020833333333333332,3.0,7.213061531260245
pass,KC Concepcion,WR,6,0.125,2.3333333333333335,8.429900619176456
pass,Kaelon Black,RB,2,0.041666666666666664,2.0,4.88610540763797
pass,Keaton Mitchell,RB,4,0.08333333333333333,2.0,6.398073269948648
pass,Kenny Gainwell,RB,2,0.041666666666666664,19.5,8.929969519443752
pass,Kenyon Sadiq,TE,2,0.041666666666666664,5.0,6.9779205827533
pass,Khalil Shakir,WR,2,0.041666666666666664,2.5,7.96685743325348
pass,Kimani Vidal,RB,1,0.020833333333333332,2.0,5.112901569423034
pass,Kyle Monangai,RB,1,0.020833333333333332,4.0,8.895917000857205
pass,Kyle Pitts,TE,4,0.08333333333333333,4.25,9.139308350844432
pass,Kyren Williams,RB,3,0.0625,45.333333333333336,14.245746933198356
pass,Ladd McConkey,WR,1,0.020833333333333332,33.0,11.317840025421896
pass,Lamar Jackson,QB,1,0.020833333333333332,10.0,18.822973402370305
pass,Luther Burden III,WR,3,0.0625,22.666666666666668,10.842516879812583
pass,Makai Lemon,WR,13,0.2708333333333333,5.6923076923076925,8.881125751134372
pass,Malik Nabers,WR,2,0.041666666666666664,37.0,12.612885607844897
pass,Mark Andrews,TE,6,0.125,2.3333333333333335,8.047885416901709
pass,Marvin Harrison Jr.,WR,7,0.14583333333333334,14.285714285714286,9.79568675297928
pass,Matthew Golden,WR,5,0.10416666666666667,2.4,8.461055560199538
pass,Matthew Stafford,QB,2,0.041666666666666664,3.0,16.57750749150704
pass,Michael Pittman,WR,2,0.041666666666666664,7.5,8.891896606165725
pass,Michael Wilson,WR,10,0.20833333333333334,9.8,9.128805571101111
pass,Mike Washington Jr.,RB,1,0.020833333333333332,3.0,5.387937668303408
pass,Omar Cooper Jr.,WR,2,0.041666666666666664,2.0,6.140772030589571
pass,Parker Washington,WR,1,0.020833333333333332,9.0,9.456942136472128
pass,Pat Bryant,WR,1,0.020833333333333332,2.0,5.40274961290184
pass,Pat Freiermuth,TE,3,0.0625,4.0,6.261812267125457
pass,Patrick Mahomes,QB,4,0.08333333333333333,2.75,17.48572393073594
pass,Quentin Johnston,WR,5,0.10416666666666667,6.2,9.435090016900428
pass,RJ Harvey,RB,7,0.14583333333333334,8.142857142857142,9.642059915046538
pass,Rachaad White,RB,6,0.125,5.333333333333333,8.652958077417829
pass,Rashid Shaheed,WR,5,0.10416666666666667,2.4,7.754007581353711
pass,Rhamondre Stevenson,RB,4,0.08333333333333333,15.25,10.45234679991021
pass,Rico Dowdle,RB,11,0.22916666666666666,15.090909090909092,10.115091341786911
pass,Rome Odunze,WR,2,0.041666666666666664,17.5,10.665712531154858
pass,Romeo Doubs,WR,7,0.14583333333333334,2.4285714285714284,8.0338305923022
pass,Ryan Flournoy,WR,1,0.020833333333333332,2.0,6.309718599125984
pass,Sam LaPorta,TE,8,0.16666666666666666,8.875,9.096944953514582
pass,Seth McGowan,RB,1,0.020833333333333332,2.0,3.871038178145604
pass,Stefon Diggs,WR,4,0.08333333333333333,2.5,8.324563778186379
pass,T.J. Hockenson,TE,2,0.041666666666666664,4.0,6.777868152312841
pass,Tee Higgins,WR,2,0.041666666666666664,22.0,11.830199245914976
pass,Terrance Ferguson,TE,2,0.041666666666666664,3.0,6.2696148451366485
pass,Tetairoa McMillan,WR,2,0.041666666666666664,36.0,11.747839489839619
pass,Tony Pollard,RB,19,0.3958333333333333,16.63157894736842,10.275951603536102
pass,Travis Kelce,TE,1,0.020833333333333332,2.0,8.21455414589452
pass,Tre Harris,WR,2,0.041666666666666664,2.5,6.419923469699257
pass,Tre Tucker,WR,2,0.041666666666666664,2.0,6.994322765140654
pass,TreVeyon Henderson,RB,12,0.25,24.666666666666668,11.033386549723451
pass,Trevor Lawrence,QB,2,0.041666666666666664,2.5,17.260981043143108
pass,Tyler Warren,TE,1,0.020833333333333332,24.0,9.644112386135296
pass,Tyrone Tracy Jr.,RB,1,0.020833333333333332,3.0,6.954759475601695
pass,Wan'Dale Robinson,WR,4,0.08333333333333333,4.25,8.613895832899377
pass,Woody Marks,RB,1,0.020833333333333332,3.0,7.150360810156706
pass,Xavier Worthy,WR,4,0.08333333333333333,3.0,8.520260090439566
pass,Zach Charbonnet,RB,3,0.0625,2.0,7.70093857128289
pass,Zachariah Branch,WR,1,0.020833333333333332,2.0,5.610617604633046
pass,Zay Flowers,WR,3,0.0625,30.0,11.947463324455173
