lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.246,0.246,0.26,0.2,0.15,0.143,0.378,0.215,0.464
0.247,0.25,0.244,0.259,0.2,0.15,0.142,0.376,0.215,0.464
0.248,0.25,0.244,0.258,0.2,0.15,0.141,0.375,0.215,0.464
0.246,0.25,0.245,0.259,0.2,0.15,0.14,0.374,0.215,0.464
0.246,0.249,0.245,0.259,0.2,0.15,0.139,0.373,0.215,0.464
0.246,0.251,0.245,0.258,0.2,0.15,0.139,0.372,0.215,0.464
0.248,0.246,0.246,0.26,0.2,0.15,0.139,0.373,0.215,0.464
0.25,0.247,0.245,0.259,0.2,0.15,0.137,0.37,0.215,0.464
0.245,0.249,0.246,0.26,0.2,0.15,0.134,0.366,0.215,0.464
0.247,0.245,0.247,0.261,0.2,0.15,0.124,0.352,0.215,0.464
