method,slice_type,slice_value,metric,n_rows,value,position
pooled_full_reference,season,2020,bias,42,-1.3414308858172266,QB
separate_full_base,season,2020,rmse,42,3.9736290033954855,QB
separate_full_base,season,2020,mae,42,2.9753970857581233,QB
separate_full_base,season,2020,bias,42,-0.9966601807765508,QB
experience_context,season,2020,rmse,42,3.9434616805985248,QB
experience_context,season,2020,mae,42,2.984918108564075,QB
experience_context,season,2020,bias,42,-1.0340035755713435,QB
market_room,season,2020,rmse,42,4.030837008058033,QB
market_room,season,2020,mae,42,3.0663051178052276,QB
market_room,season,2020,bias,42,-1.0454235621623424,QB
opportunity_role,season,2020,rmse,42,4.0512341633826985,QB
opportunity_role,season,2020,mae,42,3.120300196110887,QB
opportunity_role,season,2020,bias,42,-0.8821463932101571,QB
room_clarity,season,2020,rmse,42,3.967227312967481,QB
room_clarity,season,2020,mae,42,3.0508676390716225,QB
room_clarity,season,2020,bias,42,-0.9075599883086023,QB
all_targeted,season,2020,rmse,42,3.963520080356219,QB
all_targeted,season,2020,mae,42,2.988422614274358,QB
all_targeted,season,2020,bias,42,-0.9995880062523154,QB
pooled_full_reference,season,2021,rmse,41,3.100534304122945,QB
pooled_full_reference,season,2021,mae,41,2.5382768950285683,QB
pooled_full_reference,season,2021,bias,41,0.6373281787981676,QB
separate_full_base,season,2021,rmse,41,3.1833429654672307,QB
separate_full_base,season,2021,mae,41,2.6948004559195207,QB
separate_full_base,season,2021,bias,41,1.1202749251849253,QB
experience_context,season,2021,rmse,41,3.095392238929424,QB
experience_context,season,2021,mae,41,2.588733409041206,QB
experience_context,season,2021,bias,41,1.054460455447964,QB
market_room,season,2021,rmse,41,3.135604306752281,QB
market_room,season,2021,mae,41,2.663538773555,QB
market_room,season,2021,bias,41,1.0714148483590409,QB
opportunity_role,season,2021,rmse,41,3.144698442133705,QB
opportunity_role,season,2021,mae,41,2.6189559538424567,QB
opportunity_role,season,2021,bias,41,1.1296542356402537,QB
room_clarity,season,2021,rmse,41,3.1933409427955497,QB
room_clarity,season,2021,mae,41,2.78100508698792,QB
room_clarity,season,2021,bias,41,1.165730486052391,QB
all_targeted,season,2021,rmse,41,3.246318654048022,QB
all_targeted,season,2021,mae,41,2.8171057521840908,QB
all_targeted,season,2021,bias,41,1.196008699812234,QB
pooled_full_reference,season,2022,rmse,43,3.6967919796288506,QB
pooled_full_reference,season,2022,mae,43,3.144015799168462,QB
pooled_full_reference,season,2022,bias,43,0.3324891544411169,QB
separate_full_base,season,2022,rmse,43,3.747036626757674,QB
separate_full_base,season,2022,mae,43,3.1830537626098345,QB
separate_full_base,season,2022,bias,43,1.055828504309722,QB
experience_context,season,2022,rmse,43,3.7323571312243797,QB
experience_context,season,2022,mae,43,3.1564820702408882,QB
experience_context,season,2022,bias,43,0.9679330478786091,QB
market_room,season,2022,rmse,43,3.799305236889349,QB
market_room,season,2022,mae,43,3.2064545888495393,QB
market_room,season,2022,bias,43,1.0635040121980894,QB
opportunity_role,season,2022,rmse,43,3.8601980460250944,QB
opportunity_role,season,2022,mae,43,3.2509094222057997,QB
opportunity_role,season,2022,bias,43,1.1498916429088641,QB
room_clarity,season,2022,rmse,43,3.73220137582695,QB
room_clarity,season,2022,mae,43,3.169503957175492,QB
room_clarity,season,2022,bias,43,1.0846977981262607,QB
all_targeted,season,2022,rmse,43,3.83995507950411,QB
all_targeted,season,2022,mae,43,3.2790695569310158,QB
all_targeted,season,2022,bias,43,1.1049904839572051,QB
pooled_full_reference,season,2023,rmse,45,3.292473782680279,QB
pooled_full_reference,season,2023,mae,45,2.6263680614554397,QB
pooled_full_reference,season,2023,bias,45,0.35172673408837307,QB
separate_full_base,season,2023,rmse,45,3.076657628258917,QB
separate_full_base,season,2023,mae,45,2.442820808315754,QB
separate_full_base,season,2023,bias,45,0.6647930927270458,QB
experience_context,season,2023,rmse,45,3.060715802574275,QB
experience_context,season,2023,mae,45,2.4241755976982557,QB
experience_context,season,2023,bias,45,0.6353700708258401,QB
market_room,season,2023,rmse,45,3.1177660170642145,QB
market_room,season,2023,mae,45,2.469546311950271,QB
market_room,season,2023,bias,45,0.7026910358603609,QB
opportunity_role,season,2023,rmse,45,3.115256663840474,QB
opportunity_role,season,2023,mae,45,2.4342549500727237,QB
opportunity_role,season,2023,bias,45,0.7546831900949195,QB
room_clarity,season,2023,rmse,45,3.095304123094334,QB
room_clarity,season,2023,mae,45,2.4444343045823307,QB
room_clarity,season,2023,bias,45,0.7238466272806681,QB
all_targeted,season,2023,rmse,45,3.089880476818602,QB
all_targeted,season,2023,mae,45,2.457796224998086,QB
all_targeted,season,2023,bias,45,0.7158042496754081,QB
pooled_full_reference,season,2024,rmse,44,3.3375495366738357,QB
pooled_full_reference,season,2024,mae,44,2.7044743423876585,QB
pooled_full_reference,season,2024,bias,44,-0.021341869058087225,QB
separate_full_base,season,2024,rmse,44,3.672602773855577,QB
separate_full_base,season,2024,mae,44,2.93774189453883,QB
separate_full_base,season,2024,bias,44,0.09723051794437675,QB
experience_context,season,2024,rmse,44,3.745841294130077,QB
experience_context,season,2024,mae,44,2.955526919478601,QB
experience_context,season,2024,bias,44,0.15515250481492637,QB
market_room,season,2024,rmse,44,3.6832546623774034,QB
market_room,season,2024,mae,44,2.9483312678852625,QB
market_room,season,2024,bias,44,0.1670066348389317,QB
opportunity_role,season,2024,rmse,44,3.633870849348187,QB
opportunity_role,season,2024,mae,44,2.949422873757659,QB
opportunity_role,season,2024,bias,44,0.15573638221763642,QB
room_clarity,season,2024,rmse,44,3.6559435688181146,QB
room_clarity,season,2024,mae,44,2.9522139492494204,QB
room_clarity,season,2024,bias,44,0.1643346129814881,QB
all_targeted,season,2024,rmse,44,3.7024660816942143,QB
all_targeted,season,2024,mae,44,2.985248118204405,QB
all_targeted,season,2024,bias,44,0.20513702023126407,QB
pooled_full_reference,season,2025,rmse,43,3.227231879081063,QB
pooled_full_reference,season,2025,mae,43,2.643327138776833,QB
pooled_full_reference,season,2025,bias,43,0.07426585473455606,QB
separate_full_base,season,2025,rmse,43,3.1991723181374767,QB
separate_full_base,season,2025,mae,43,2.478220416221261,QB
separate_full_base,season,2025,bias,43,0.5341924578837458,QB
experience_context,season,2025,rmse,43,3.2102908561546055,QB
experience_context,season,2025,mae,43,2.558058858713848,QB
experience_context,season,2025,bias,43,0.5124800378352081,QB
market_room,season,2025,rmse,43,3.23037329580709,QB
market_room,season,2025,mae,43,2.60474605471698,QB
market_room,season,2025,bias,43,0.5524240634961699,QB
opportunity_role,season,2025,rmse,43,3.3862615592465586,QB
opportunity_role,season,2025,mae,43,2.648522737346223,QB
opportunity_role,season,2025,bias,43,0.4974887152265849,QB
room_clarity,season,2025,rmse,43,3.1070313253792223,QB
room_clarity,season,2025,mae,43,2.41904172201711,QB
room_clarity,season,2025,bias,43,0.4148122243184267,QB
all_targeted,season,2025,rmse,43,3.301842704018168,QB
all_targeted,season,2025,mae,43,2.663929006590729,QB
all_targeted,season,2025,bias,43,0.344135535751727,QB
pooled_full_reference,history_depth,other_no_history,rmse,4,4.00329903764409,QB
pooled_full_reference,history_depth,other_no_history,mae,4,3.0203002673424995,QB
pooled_full_reference,history_depth,other_no_history,bias,4,-3.0203002673424995,QB
separate_full_base,history_depth,other_no_history,rmse,4,3.4914918749356767,QB
separate_full_base,history_depth,other_no_history,mae,4,2.284914365147501,QB
separate_full_base,history_depth,other_no_history,bias,4,-1.087910714864821,QB
experience_context,history_depth,other_no_history,rmse,4,3.0723887814370694,QB
experience_context,history_depth,other_no_history,mae,4,1.8480957945973504,QB
experience_context,history_depth,other_no_history,bias,4,-1.178134508847382,QB
market_room,history_depth,other_no_history,rmse,4,3.2525087894436844,QB
market_room,history_depth,other_no_history,mae,4,2.2071367255576226,QB
market_room,history_depth,other_no_history,bias,4,-0.9878305844197866,QB
opportunity_role,history_depth,other_no_history,rmse,4,3.18848857005599,QB
opportunity_role,history_depth,other_no_history,mae,4,2.295317350860668,QB
opportunity_role,history_depth,other_no_history,bias,4,-0.7077915990218089,QB
room_clarity,history_depth,other_no_history,rmse,4,3.2770221587061203,QB
room_clarity,history_depth,other_no_history,mae,4,2.401505703424017,QB
room_clarity,history_depth,other_no_history,bias,4,-0.600439516609856,QB
all_targeted,history_depth,other_no_history,rmse,4,2.97271091774362,QB
all_targeted,history_depth,other_no_history,mae,4,2.252098039411531,QB
all_targeted,history_depth,other_no_history,bias,4,-0.4655034558587383,QB
pooled_full_reference,history_depth,rookie,rmse,44,4.279498808674911,QB
pooled_full_reference,history_depth,rookie,mae,44,3.2765589990642,QB
pooled_full_reference,history_depth,rookie,bias,44,-0.7980460240121922,QB
separate_full_base,history_depth,rookie,rmse,44,4.109454068772883,QB
separate_full_base,history_depth,rookie,mae,44,3.3030699105614634,QB
separate_full_base,history_depth,rookie,bias,44,0.21444676563418,QB
experience_context,history_depth,rookie,rmse,44,4.107336216227272,QB
experience_context,history_depth,rookie,mae,44,3.2933066409826774,QB
experience_context,history_depth,rookie,bias,44,0.16061294572660872,QB
market_room,history_depth,rookie,rmse,44,4.1164887049498935,QB
market_room,history_depth,rookie,mae,44,3.31076313741294,QB
market_room,history_depth,rookie,bias,44,0.15882389540922282,QB
opportunity_role,history_depth,rookie,rmse,44,4.131417787579537,QB
opportunity_role,history_depth,rookie,mae,44,3.2685131693178304,QB
opportunity_role,history_depth,rookie,bias,44,0.058740999927749726,QB
room_clarity,history_depth,rookie,rmse,44,4.012139595233742,QB
room_clarity,history_depth,rookie,mae,44,3.297185477168476,QB
room_clarity,history_depth,rookie,bias,44,0.5105060040499286,QB
all_targeted,history_depth,rookie,rmse,44,4.154657198292337,QB
all_targeted,history_depth,rookie,mae,44,3.4008638940851665,QB
all_targeted,history_depth,rookie,bias,44,0.4806179323628422,QB
pooled_full_reference,history_depth,second_year,rmse,49,4.3251732461860595,QB
pooled_full_reference,history_depth,second_year,mae,49,3.4276652886821877,QB
pooled_full_reference,history_depth,second_year,bias,49,-0.23145936335795245,QB
separate_full_base,history_depth,second_year,rmse,49,4.209439097167737,QB
separate_full_base,history_depth,second_year,mae,49,3.2003773351874973,QB
separate_full_base,history_depth,second_year,bias,49,-0.21693570521147879,QB
experience_context,history_depth,second_year,rmse,49,4.214633908215735,QB
experience_context,history_depth,second_year,mae,49,3.2150677835086814,QB
experience_context,history_depth,second_year,bias,49,-0.27762218740183986,QB
market_room,history_depth,second_year,rmse,49,4.245561641748035,QB
market_room,history_depth,second_year,mae,49,3.2871819951436168,QB
market_room,history_depth,second_year,bias,49,-0.2537736936408415,QB
opportunity_role,history_depth,second_year,rmse,49,4.388980486519327,QB
opportunity_role,history_depth,second_year,mae,49,3.3475526856706246,QB
opportunity_role,history_depth,second_year,bias,49,-0.20549529239511086,QB
room_clarity,history_depth,second_year,rmse,49,4.271139316211797,QB
room_clarity,history_depth,second_year,mae,49,3.1890487345435474,QB
room_clarity,history_depth,second_year,bias,49,-0.09920487350490223,QB
all_targeted,history_depth,second_year,rmse,49,4.355336130929897,QB
all_targeted,history_depth,second_year,mae,49,3.3032280471351005,QB
all_targeted,history_depth,second_year,bias,49,-0.06635730521625335,QB
pooled_full_reference,history_depth,veteran_with_history,rmse,283,3.225406942557799,QB
pooled_full_reference,history_depth,veteran_with_history,mae,283,2.6246355337470386,QB
pooled_full_reference,history_depth,veteran_with_history,bias,283,-0.029208222819866354,QB
separate_full_base,history_depth,veteran_with_history,rmse,283,3.289753860606272,QB
separate_full_base,history_depth,veteran_with_history,mae,283,2.6028251239424365,QB
separate_full_base,history_depth,veteran_with_history,bias,283,0.3013369915123922,QB
experience_context,history_depth,veteran_with_history,rmse,283,3.3014944516892926,QB
experience_context,history_depth,veteran_with_history,mae,283,2.6377568247805394,QB
experience_context,history_depth,veteran_with_history,bias,283,0.2837417856383871,QB
market_room,history_depth,veteran_with_history,rmse,283,3.3134689070571235,QB
market_room,history_depth,veteran_with_history,mae,283,2.638795459988847,QB
market_room,history_depth,veteran_with_history,bias,283,0.3462217851713755,QB
opportunity_role,history_depth,veteran_with_history,rmse,283,3.3256468908050847,QB
opportunity_role,history_depth,veteran_with_history,mae,283,2.6395124057349806,QB
opportunity_role,history_depth,veteran_with_history,bias,283,0.3677970998792142,QB
room_clarity,history_depth,veteran_with_history,rmse,283,3.2797138083737747,QB
room_clarity,history_depth,veteran_with_history,mae,283,2.6197824852943046,QB
room_clarity,history_depth,veteran_with_history,bias,283,0.3443695898260577,QB
all_targeted,history_depth,veteran_with_history,rmse,283,3.315704003955958,QB
all_targeted,history_depth,veteran_with_history,mae,283,2.6753175627762764,QB
all_targeted,history_depth,veteran_with_history,bias,283,0.3090601487303087,QB
pooled_full_reference,history_group,limited,rmse,97,4.291655187335797,QB
pooled_full_reference,history_group,limited,mae,97,3.3423236718930096,QB
pooled_full_reference,history_group,limited,bias,97,-0.6034714941283106,QB
separate_full_base,history_group,limited,rmse,97,4.1369176743277,QB
separate_full_base,history_group,limited,mae,97,3.209208484015276,QB
separate_full_base,history_group,limited,bias,97,-0.0571735538857507,QB
experience_context,history_group,limited,rmse,97,4.124907216986921,QB
experience_context,history_group,limited,mae,97,3.194187595603635,QB
experience_context,history_group,limited,bias,97,-0.1159696454238031,QB
market_room,history_group,limited,rmse,97,4.150681511663826,QB
market_room,history_group,limited,mae,97,3.2533406464993515,QB
market_room,history_group,limited,bias,97,-0.09688641162963472,QB
opportunity_role,history_group,limited,rmse,97,4.229960812923323,QB
opportunity_role,history_group,limited,mae,97,3.268308561353482,QB
opportunity_role,history_group,limited,bias,97,-0.10634878068687294,QB
room_clarity,history_group,limited,rmse,97,4.118257113803191,QB
room_clarity,history_group,limited,mae,97,3.2056244515643595,QB
room_clarity,history_group,limited,bias,97,0.15669553927852808,QB
all_targeted,history_group,limited,rmse,97,4.216216229871217,QB
all_targeted,history_group,limited,mae,97,3.3041709052269415,QB
all_targeted,history_group,limited,bias,97,0.16529553860756377,QB
pooled_full_reference,history_group,veteran,rmse,283,3.225406942557799,QB
pooled_full_reference,history_group,veteran,mae,283,2.6246355337470386,QB
pooled_full_reference,history_group,veteran,bias,283,-0.029208222819866354,QB
separate_full_base,history_group,veteran,rmse,283,3.289753860606272,QB
separate_full_base,history_group,veteran,mae,283,2.6028251239424365,QB
separate_full_base,history_group,veteran,bias,283,0.3013369915123922,QB
experience_context,history_group,veteran,rmse,283,3.3014944516892926,QB
experience_context,history_group,veteran,mae,283,2.6377568247805394,QB
experience_context,history_group,veteran,bias,283,0.2837417856383871,QB
market_room,history_group,veteran,rmse,283,3.3134689070571235,QB
market_room,history_group,veteran,mae,283,2.638795459988847,QB
market_room,history_group,veteran,bias,283,0.3462217851713755,QB
opportunity_role,history_group,veteran,rmse,283,3.3256468908050847,QB
opportunity_role,history_group,veteran,mae,283,2.6395124057349806,QB
opportunity_role,history_group,veteran,bias,283,0.3677970998792142,QB
room_clarity,history_group,veteran,rmse,283,3.2797138083737747,QB
room_clarity,history_group,veteran,mae,283,2.6197824852943046,QB
room_clarity,history_group,veteran,bias,283,0.3443695898260577,QB
all_targeted,history_group,veteran,rmse,283,3.315704003955958,QB
all_targeted,history_group,veteran,mae,283,2.6753175627762764,QB
all_targeted,history_group,veteran,bias,283,0.3090601487303087,QB
pooled_full_reference,pooled,all,rmse,1011,3.4986526405664624,RB
pooled_full_reference,pooled,all,mae,1011,2.7616927844947594,RB
pooled_full_reference,pooled,all,bias,1011,0.09393737648696297,RB
separate_full_base,pooled,all,rmse,1011,3.495232953833546,RB
separate_full_base,pooled,all,mae,1011,2.7570323030608113,RB
separate_full_base,pooled,all,bias,1011,0.19404527629625162,RB
experience_context,pooled,all,rmse,1011,3.5060788364393174,RB
experience_context,pooled,all,mae,1011,2.7684507962247342,RB
experience_context,pooled,all,bias,1011,0.19668900476082732,RB
market_room,pooled,all,rmse,1011,3.5179448652519434,RB
market_room,pooled,all,mae,1011,2.7798160760542974,RB
market_room,pooled,all,bias,1011,0.21598554747037302,RB
opportunity_role,pooled,all,rmse,1011,3.505096080182288,RB
opportunity_role,pooled,all,mae,1011,2.7609508998361636,RB
opportunity_role,pooled,all,bias,1011,0.1551703206453906,RB
room_clarity,pooled,all,rmse,1011,3.4942395806679176,RB
room_clarity,pooled,all,mae,1011,2.765714562864622,RB
room_clarity,pooled,all,bias,1011,0.2273040763789575,RB
all_targeted,pooled,all,rmse,1011,3.5237482581914326,RB
all_targeted,pooled,all,mae,1011,2.791013969914106,RB
all_targeted,pooled,all,bias,1011,0.2102197326259433,RB
pooled_full_reference,season,2017,rmse,110,3.6206387700571447,RB
pooled_full_reference,season,2017,mae,110,2.791490368650518,RB
pooled_full_reference,season,2017,bias,110,-0.1712583436634406,RB
separate_full_base,season,2017,rmse,110,3.6351764594221705,RB
separate_full_base,season,2017,mae,110,2.8223770086014106,RB
separate_full_base,season,2017,bias,110,0.10150860304939603,RB
experience_context,season,2017,rmse,110,3.71259784618849,RB
experience_context,season,2017,mae,110,2.901353609949833,RB
experience_context,season,2017,bias,110,0.20101170395973156,RB
market_room,season,2017,rmse,110,3.6528714253295846,RB
market_room,season,2017,mae,110,2.8599115221688853,RB
market_room,season,2017,bias,110,0.16473958954068757,RB
opportunity_role,season,2017,rmse,110,3.6955184775627368,RB
opportunity_role,season,2017,mae,110,2.858266413977558,RB
opportunity_role,season,2017,bias,110,0.1347341097386917,RB
room_clarity,season,2017,rmse,110,3.580950751565686,RB
room_clarity,season,2017,mae,110,2.7823043584446396,RB
room_clarity,season,2017,bias,110,0.02185902809776947,RB
all_targeted,season,2017,rmse,110,3.7468306694911977,RB
all_targeted,season,2017,mae,110,2.9090026960860724,RB
all_targeted,season,2017,bias,110,0.04777449054489728,RB
pooled_full_reference,season,2018,rmse,109,4.021258596720449,RB
pooled_full_reference,season,2018,mae,109,3.2248693165146296,RB
pooled_full_reference,season,2018,bias,109,-0.6259070733432078,RB
separate_full_base,season,2018,rmse,109,4.086307737596227,RB
separate_full_base,season,2018,mae,109,3.2145713095966264,RB
separate_full_base,season,2018,bias,109,-0.42675554636004154,RB
experience_context,season,2018,rmse,109,4.064835512640886,RB
experience_context,season,2018,mae,109,3.2610465345836066,RB
experience_context,season,2018,bias,109,-0.35233939935763936,RB
market_room,season,2018,rmse,109,4.046183119831243,RB
market_room,season,2018,mae,109,3.2130090908560454,RB
market_room,season,2018,bias,109,-0.380638809491767,RB
opportunity_role,season,2018,rmse,109,4.096739589281117,RB
opportunity_role,season,2018,mae,109,3.2337128145316782,RB
opportunity_role,season,2018,bias,109,-0.4889303108450267,RB
room_clarity,season,2018,rmse,109,4.087007976732853,RB
room_clarity,season,2018,mae,109,3.2421211275386956,RB
room_clarity,season,2018,bias,109,-0.38343038897964915,RB
all_targeted,season,2018,rmse,109,4.044205896627276,RB
all_targeted,season,2018,mae,109,3.2389099750752486,RB
all_targeted,season,2018,bias,109,-0.3572388374383571,RB
pooled_full_reference,season,2019,rmse,105,3.184537493606332,RB
pooled_full_reference,season,2019,mae,105,2.5860031825812957,RB
pooled_full_reference,season,2019,bias,105,0.05847243201588947,RB
separate_full_base,season,2019,rmse,105,3.240820227031054,RB
separate_full_base,season,2019,mae,105,2.618414879280551,RB
separate_full_base,season,2019,bias,105,0.3043830385353138,RB
experience_context,season,2019,rmse,105,3.2010822278111037,RB
experience_context,season,2019,mae,105,2.571892838043299,RB
experience_context,season,2019,bias,105,0.20485756080310982,RB
market_room,season,2019,rmse,105,3.3482458045129273,RB
market_room,season,2019,mae,105,2.695467174367728,RB
market_room,season,2019,bias,105,0.29128588615388556,RB
opportunity_role,season,2019,rmse,105,3.2078930362307214,RB
opportunity_role,season,2019,mae,105,2.623867877188724,RB
opportunity_role,season,2019,bias,105,0.2339394031501923,RB
room_clarity,season,2019,rmse,105,3.2229654505437795,RB
room_clarity,season,2019,mae,105,2.6161547436676043,RB
room_clarity,season,2019,bias,105,0.37447745147155637,RB
all_targeted,season,2019,rmse,105,3.2925479523358834,RB
all_targeted,season,2019,mae,105,2.664825487738088,RB
all_targeted,season,2019,bias,105,0.36567065785859404,RB
pooled_full_reference,season,2020,rmse,122,3.572593766432262,RB
pooled_full_reference,season,2020,mae,122,2.7767989938134927,RB
pooled_full_reference,season,2020,bias,122,0.12335628140977685,RB
separate_full_base,season,2020,rmse,122,3.611095592962204,RB
separate_full_base,season,2020,mae,122,2.8306408280805178,RB
separate_full_base,season,2020,bias,122,0.1936069300263969,RB
experience_context,season,2020,rmse,122,3.651821190292823,RB
experience_context,season,2020,mae,122,2.8771513019576336,RB
experience_context,season,2020,bias,122,0.21918767947601595,RB
market_room,season,2020,rmse,122,3.6082093794407295,RB
market_room,season,2020,mae,122,2.8364908199210612,RB
market_room,season,2020,bias,122,0.17490430867200793,RB
opportunity_role,season,2020,rmse,122,3.548875415143622,RB
opportunity_role,season,2020,mae,122,2.7845608598895133,RB
opportunity_role,season,2020,bias,122,0.220417143846054,RB
room_clarity,season,2020,rmse,122,3.5932856529897594,RB
room_clarity,season,2020,mae,122,2.85794466535452,RB
room_clarity,season,2020,bias,122,0.21492609407666827,RB
all_targeted,season,2020,rmse,122,3.6026728017008867,RB
all_targeted,season,2020,mae,122,2.850554447899308,RB
all_targeted,season,2020,bias,122,0.23765813346413642,RB
pooled_full_reference,season,2021,rmse,116,3.427245804066444,RB
pooled_full_reference,season,2021,mae,116,2.6969821012002497,RB
pooled_full_reference,season,2021,bias,116,-0.27161235289164637,RB
separate_full_base,season,2021,rmse,116,3.407321702188403,RB
separate_full_base,season,2021,mae,116,2.688173801034674,RB
separate_full_base,season,2021,bias,116,-0.10611669936647733,RB
experience_context,season,2021,rmse,116,3.411360948176669,RB
experience_context,season,2021,mae,116,2.6747445494818796,RB
experience_context,season,2021,bias,116,-0.12675008743011656,RB
market_room,season,2021,rmse,116,3.394516203955424,RB
market_room,season,2021,mae,116,2.6604591809602094,RB
market_room,season,2021,bias,116,-0.14062469585218607,RB
opportunity_role,season,2021,rmse,116,3.4290791901520805,RB
opportunity_role,season,2021,mae,116,2.675279640676611,RB
opportunity_role,season,2021,bias,116,-0.1690980845217357,RB
room_clarity,season,2021,rmse,116,3.4014081304943615,RB
room_clarity,season,2021,mae,116,2.6573544801214752,RB
room_clarity,season,2021,bias,116,-0.1435429704348108,RB
all_targeted,season,2021,rmse,116,3.4234002283311566,RB
all_targeted,season,2021,mae,116,2.6591657488126637,RB
all_targeted,season,2021,bias,116,-0.17821575570305512,RB
pooled_full_reference,season,2022,rmse,122,2.9805717484390977,RB
pooled_full_reference,season,2022,mae,122,2.484580997486345,RB
pooled_full_reference,season,2022,bias,122,0.8630079292532286,RB
separate_full_base,season,2022,rmse,122,3.00170877678789,RB
separate_full_base,season,2022,mae,122,2.483191336220804,RB
separate_full_base,season,2022,bias,122,0.8161345545268994,RB
