run_id,feature_run_id,model_name,position,variant,base_feature_count,added_feature_count,feature_count,added_features_json,feature_names_json
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,WR_experience_context,WR,experience_context,31,3,34,"[""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,WR_market_room,WR,market_room,31,5,36,"[""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,WR_opportunity_role,WR,opportunity_role,31,2,33,"[""team_reception_share"", ""team_receiving_yard_share""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""team_reception_share"", ""team_receiving_yard_share""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,WR_room_clarity,WR,room_clarity,31,7,38,"[""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,WR_all_targeted,WR,all_targeted,31,17,48,"[""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile"", ""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share"", ""team_reception_share"", ""team_receiving_yard_share"", ""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile"", ""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share"", ""team_reception_share"", ""team_receiving_yard_share"", ""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,TE_experience_context,TE,experience_context,31,3,34,"[""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,TE_market_room,TE,market_room,31,5,36,"[""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,TE_opportunity_role,TE,opportunity_role,31,2,33,"[""team_reception_share"", ""team_receiving_yard_share""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""team_reception_share"", ""team_receiving_yard_share""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,TE_room_clarity,TE,room_clarity,31,7,38,"[""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]"
m4a_position_feature_families_20260728T210218Z_be5f5f55,milestone_3_20260728T143652Z_86d0c2de,TE_all_targeted,TE,all_targeted,31,17,48,"[""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile"", ""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share"", ""team_reception_share"", ""team_receiving_yard_share"", ""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]","[""adp_median"", ""age"", ""career_observed_seasons"", ""career_weighted_ppg"", ""consensus_room_share"", ""draft_pick_log"", ""expert_points_iqr"", ""expert_ppg_active_median"", ""expert_ppg_team_game_median"", ""expert_ppg_team_game_std"", ""is_rookie"", ""prior_3year_ppg_std"", ""prior_3year_weighted_ppg"", ""prior_year_ppg"", ""prior_year_ppg_residual"", ""proj_games"", ""proj_pass_attempts"", ""proj_rush_attempts"", ""proj_targets"", ""projected_pass_point_share"", ""projected_receiving_point_share"", ""projected_rush_point_share"", ""projection_adp_percentile_diff"", ""projection_provider_count"", ""room_gap_to_leader_median"", ""room_hhi_median"", ""room_share_median"", ""seasons_since_observed"", ""team_changed_from_prior_candidate"", ""team_qb1_ppg"", ""year_exp"", ""expert_ppg_exp_peer_mean"", ""expert_ppg_exp_diff"", ""expert_ppg_exp_percentile"", ""adp_best_teammate_gap"", ""adp_worst_teammate_gap"", ""adp_mean_teammate_gap"", ""adp_teammates_better_count"", ""adp_room_strength_share"", ""team_reception_share"", ""team_receiving_yard_share"", ""consensus_room_gap_to_next"", ""consensus_room_player_count"", ""room_points_median"", ""room_share_std"", ""pass_catcher_room_points"", ""pass_catcher_room_share"", ""team_qb1_passing_yards""]"
