player,player_id,position,player_game_count,team_name,dropbacks,pressure_dropbacks,pressure_sacks,pressure_attempts,pressure_completions,pressure_thrown_aways,pressure_hit_as_threw,pressure_drops,pressure_yards,pressure_touchdowns,pressure_interceptions,pressure_dropback_percent,pressure_sack_percent,pressure_completion_percent,pressure_accuracy_percent,pressure_qb_rating
Alex Smith,2218,QB,11,SF,405,134,22,104,51,15,11,0,507,3,3,33.1,16.4,49.0,67.1,60.9
Matt Ryan,4317,QB,14,ATL,482,125,19,103,39,19,6,0,499,3,5,25.9,15.2,37.9,52.0,43.3
Carson Palmer,1317,QB,16,CIN,509,132,26,102,50,7,3,0,589,4,2,25.9,19.7,49.0,56.2,71.9
Matt Hasselbeck,408,QB,14,SEA,537,139,32,99,50,11,6,0,476,3,5,25.9,23.0,50.5,62.5,53.3
Donovan McNabb,438,QB,14,PHI,494,140,36,98,43,7,6,0,571,4,2,28.3,25.7,43.9,53.1,68.0
Matthew Stafford,4924,QB,10,DET,415,123,23,94,30,7,6,0,408,3,7,29.6,18.7,31.9,37.0,26.4
Josh Freeman,4940,QB,10,TB,331,121,19,89,37,4,4,0,452,3,6,36.6,15.7,41.6,47.4,41.0
JaMarcus Russell,3617,QB,12,OAK,286,121,32,87,36,3,9,0,379,0,5,42.3,26.4,41.4,50.0,30.8
Chad Henne,4371,QB,14,MIA,484,109,26,81,32,7,7,0,427,4,7,22.5,23.9,39.5,48.5,37.4
Jake Delhomme,303,QB,11,CAR,350,104,23,76,27,1,6,0,343,0,8,29.7,22.1,35.5,39.7,10.9
Mark Sanchez,4928,QB,15,NYJ,406,97,23,70,28,11,3,0,389,0,6,23.9,23.7,40.0,50.0,22.9
Vince Young,2948,QB,12,TEN,297,89,9,68,31,5,6,0,479,1,1,30.0,10.1,45.6,54.4,68.2
Brady Quinn,3638,QB,10,CLV,280,90,19,68,29,4,3,0,241,2,1,32.1,21.1,42.6,50.0,56.1
Ryan Fitzpatrick,2467,QB,10,BUF,266,89,21,59,24,1,9,0,322,1,4,33.5,23.6,40.7,49.0,36.1
Kerry Collins,115,QB,7,TEN,224,65,5,58,19,11,7,0,214,2,5,29.0,7.7,32.8,50.0,20.3
Trent Edwards,3708,QB,8,BUF,216,82,22,55,23,10,4,0,198,1,2,38.0,26.8,41.8,56.1,42.8
Kyle Boller,1335,QB,7,STR,201,74,17,52,17,3,7,0,170,1,4,36.8,23.0,32.7,41.5,17.3
Marc Bulger,684,QB,9,STR,266,65,13,48,18,4,4,0,158,0,3,24.4,20.0,37.5,47.4,21.0
Josh Johnson,4474,QB,5,TB,154,61,11,44,16,0,3,0,215,0,5,39.6,18.0,36.4,39.0,13.2
Bruce Gradkowski,3139,QB,7,OAK,172,61,10,44,23,4,1,0,274,2,1,35.5,16.4,52.3,59.0,77.3
Daunte Culpepper,446,QB,8,DET,182,58,14,40,18,3,3,0,212,1,4,31.9,24.1,45.0,54.5,30.4
Matt Moore,4018,QB,7,CAR,149,51,9,40,16,3,3,0,174,1,0,34.2,17.6,40.0,50.0,61.9
Derek Anderson,2430,QB,8,CLV,194,50,11,39,8,3,5,0,129,0,4,25.8,22.0,20.5,26.7,1.3
Byron Leftwich,1323,QB,3,TB,111,41,2,38,15,5,4,0,144,1,2,36.9,4.9,39.5,51.7,37.6
Shaun Hill,1255,QB,6,SF,179,54,18,35,13,6,6,0,151,1,1,30.2,33.3,37.1,56.5,48.6
Charlie Frye,2284,QB,3,OAK,95,37,5,31,16,3,2,0,213,0,2,38.9,13.5,51.6,61.5,46.8
Matt Leinart,2955,QB,7,ARZ,79,28,2,26,14,0,1,0,135,0,0,35.4,7.1,53.8,56.0,68.6
Chris Redman,635,QB,3,ATL,128,34,8,26,12,0,5,0,126,0,2,26.6,23.5,46.2,60.0,28.7
Seneca Wallace,1422,QB,7,SEA,132,37,9,25,12,1,0,0,103,0,2,28.0,24.3,48.0,52.2,25.9
Keith Null,5120,QB,4,STR,135,35,13,22,11,0,1,0,64,0,3,25.9,37.1,50.0,52.4,16.7
Kevin Kolb,3652,QB,3,PHI,101,24,4,20,9,3,2,0,58,1,1,23.8,16.7,45.0,60.0,47.9
Chad Pennington,596,QB,3,MIA,81,22,6,15,7,3,2,0,42,0,1,27.2,27.3,46.7,70.0,25.7
Drew Stanton,3659,QB,3,DET,62,21,5,14,6,0,0,0,77,0,2,33.9,23.8,42.9,42.9,21.1
Brodie Croyle,3030,QB,3,KC,42,16,3,13,6,1,0,0,87,1,0,38.1,18.8,46.2,50.0,94.1
Todd Collins,131,QB,3,WAS,25,13,2,11,6,1,1,0,75,0,0,52.0,15.4,54.5,66.7,75.9
Brian Brohm,4370,QB,1,BUF,31,12,2,10,5,1,1,0,43,0,0,38.7,16.7,50.0,62.5,61.7
Billy Volek,768,QB,2,SD,32,9,1,8,3,0,0,0,24,0,0,28.1,11.1,37.5,37.5,45.8
Dennis Dixon,4470,QB,1,PIT,26,8,0,8,2,0,0,0,35,1,0,30.8,0.0,25.0,28.6,84.9
Mark Brunell,51,QB,2,NO,30,9,1,8,0,0,3,0,0,0,1,30.0,11.1,0.0,0.0,0.0
Chris Simms,1411,QB,2,DEN,22,12,5,7,0,1,3,0,0,0,0,54.5,41.7,0.0,0.0,39.6
Curtis Painter,5125,QB,2,IND,33,12,3,7,2,2,0,0,16,0,0,36.4,25.0,28.6,40.0,39.6
Tarvaris Jackson,3009,QB,6,MIN,22,6,0,6,4,0,1,0,51,0,0,27.3,0.0,66.7,80.0,93.1
Kellen Clemens,2994,QB,3,NYJ,32,9,4,5,2,0,0,0,30,0,0,28.1,44.4,40.0,40.0,60.4
Rex Grossman,1338,QB,1,HST,10,4,0,4,1,1,1,0,5,0,1,40.0,0.0,25.0,50.0,0.0
Ronnie Brown,2219,HB,4,MIA,7,5,1,4,1,1,0,0,1,1,0,71.4,20.0,25.0,50.0,79.2
Brian St. Pierre,1470,QB,1,ARZ,4,3,0,3,1,0,0,0,9,0,1,75.0,0.0,33.3,33.3,2.8
Michael Vick,773,QB,7,PHI,13,4,0,3,2,0,1,0,5,1,0,30.8,0.0,66.7,100.0,109.7
David Carr,1009,QB,6,NYG,39,7,2,3,1,0,0,0,37,1,0,17.9,28.6,33.3,33.3,120.8
Tyler Thigpen,3833,QB,1,MIA,9,4,0,3,1,1,0,0,34,1,1,44.4,0.0,33.3,50.0,77.1
Matt Flynn,4523,QB,4,GB,13,3,1,2,2,0,0,0,20,0,0,23.1,33.3,100.0,100.0,108.3
Caleb Hanie,4674,QB,2,CHI,7,2,0,2,0,0,1,0,0,0,1,28.6,0.0,0.0,0.0,0.0
J.T. O'Sullivan,1169,QB,3,CIN,15,5,3,2,1,1,0,0,16,0,0,33.3,60.0,50.0,100.0,77.1
Brian Hoyer,5277,QB,4,NE,32,3,2,1,0,0,0,0,0,0,0,9.4,66.7,0.0,0.0,39.6
Michael Clayton,1736,WR,1,TB,1,1,0,1,0,0,1,0,0,0,0,100.0,0.0,0.0,,39.6
J.P. Losman,1743,QB,1,OAK,1,1,0,1,0,0,1,0,0,0,0,100.0,0.0,0.0,,39.6
Pat White,4967,QB,4,MIA,8,3,1,1,0,0,0,0,0,0,0,37.5,33.3,0.0,0.0,39.6
Joshua Cribbs,2544,WR,3,CLV,4,1,0,1,0,0,0,0,0,0,1,25.0,0.0,0.0,0.0,0.0
Chris Brown,1407,HB,1,HST,1,1,0,1,0,0,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Sidney Rice,3660,WR,1,MIN,1,1,0,1,0,1,0,0,0,0,0,100.0,0.0,0.0,,39.6
Josh McCown,1085,QB,1,CAR,7,2,1,1,0,0,0,0,0,0,0,28.6,50.0,0.0,0.0,39.6
Legedu Naanee,3788,WR,1,SD,1,1,0,1,1,0,0,0,21,0,0,100.0,0.0,100.0,100.0,118.8
Tim Castille,3906,FB,1,KC,1,1,0,1,0,0,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Chris Johnson,4338,HB,1,TEN,1,1,0,1,0,0,1,0,0,0,0,100.0,0.0,0.0,,39.6
Ricky Williams,440,HB,1,MIA,1,1,0,1,0,0,0,0,0,0,1,100.0,0.0,0.0,0.0,0.0
Charlie Batch,367,QB,1,PIT,2,1,0,1,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0,39.6
