player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Kevin Walter,1549,WR,16,HST,85,60,70.6,899,8,74.3,72.3,77.3,80.9,74.6,15.0,321,5.4,61,39,3,1,0,5,131.4,6,2
Zach Miller,3654,TE,16,OAK,83,56,67.5,778,1,81.0,76.5,50.2,80.2,62.4,13.9,280,5.0,63,32,7,2,0,2,91.3,4,0
Brandon Stokley,498,WR,15,DEN,80,49,61.3,525,3,70.6,68.9,57.4,79.2,,10.7,170,3.5,36,35,5,3,0,1,77.3,1,0
Steve Smith,3667,WR,16,NYG,80,57,71.3,574,1,71.0,68.8,50.6,42.7,,10.1,147,2.6,30,35,7,1,1,2,90.3,2,0
Antwaan Randle El,1069,WR,16,WAS,79,53,67.1,593,4,63.3,60.7,54.2,80.3,,11.2,204,3.8,31,34,6,2,0,3,95.6,3,0
Anthony Gonzalez,3648,WR,16,IND,78,57,73.1,681,4,69.7,68.1,61.6,80.0,,11.9,176,3.1,75,36,5,1,0,3,111.1,1,0
Bobby Engram,177,WR,13,SEA,77,47,61.0,489,0,63.0,61.1,34.9,34.9,,10.4,207,4.4,37,25,8,2,1,2,68.6,1,0
John Carlson,4352,TE,16,SEA,77,55,71.4,627,5,80.9,80.6,60.9,80.0,27.4,11.4,242,4.4,33,36,5,3,0,1,100.9,2,0
Greg Camarillo,2523,WR,11,MIA,77,55,71.4,613,2,77.2,73.8,80.8,80.1,,11.1,186,3.4,33,31,2,0,0,1,103.4,1,0
Bo Scaife,2396,TE,16,TEN,76,58,76.3,562,2,74.0,68.9,70.4,43.8,64.7,9.7,381,6.6,44,29,5,1,1,6,99.8,5,1
Michael Jenkins,1750,WR,16,ATL,76,50,65.8,777,3,78.4,76.0,64.8,79.3,77.0,15.5,186,3.7,62,37,4,1,0,3,107.2,1,0
Greg Olsen,3647,TE,16,CHI,76,54,71.1,574,5,70.5,66.5,80.4,25.1,67.4,10.6,294,5.4,52,31,2,1,2,3,109.2,1,0
Nate Washington,2832,WR,16,PIT,75,40,53.3,631,3,68.5,65.9,44.0,79.3,,15.8,148,3.7,65,26,6,4,0,3,72.7,2,0
Davone Bess,4694,WR,16,MIA,75,54,72.0,554,1,81.6,76.4,60.1,79.8,,10.3,277,5.1,37,29,5,0,0,3,97.3,0,0
Kellen Winslow,1727,TE,10,CLV,75,43,57.3,428,3,66.3,69.7,54.6,47.3,73.5,10.0,123,2.9,30,26,4,1,1,1,81.4,6,1
Mark Clayton,2239,WR,16,BLT,75,41,54.7,695,3,69.5,68.1,90.1,79.4,68.4,17.0,188,4.6,70,23,0,2,0,2,88.5,2,1
Matt Forte,4358,HB,16,CHI,74,63,85.1,477,4,59.9,87.5,84.4,89.7,74.9,7.6,449,7.1,19,23,2,1,0,9,105.9,0,0
Dustin Keller,4344,TE,16,NYJ,74,48,64.9,535,3,73.1,70.7,51.5,79.3,76.2,11.1,185,3.9,54,32,5,0,0,3,99.8,1,0
Maurice Jones-Drew,3005,HB,16,JAX,73,62,84.9,569,2,59.7,72.7,66.4,39.6,65.6,9.2,595,9.6,26,27,5,0,2,13,108.3,1,0
Josh Reed,1043,WR,13,BUF,72,56,77.8,597,1,74.8,71.2,81.4,79.9,,10.7,174,3.1,24,36,2,2,0,5,94.3,0,0
Kevin Faulk,470,HB,15,NE,71,58,81.7,486,3,67.4,78.5,75.4,88.5,27.4,8.4,490,8.4,22,23,3,2,0,4,97.5,0,0
Justin Gage,1452,WR,12,TEN,70,34,48.6,651,6,72.2,69.6,29.0,77.1,,19.1,197,5.8,56,28,7,4,0,2,86.1,1,0
Jeremy Shockey,1021,TE,12,NO,70,50,71.4,483,0,73.0,66.5,51.5,26.3,71.2,9.7,222,4.4,26,30,6,2,2,3,78.5,1,0
Reggie Bush,2947,HB,10,NO,70,52,74.3,443,4,54.6,64.9,48.0,61.5,25.7,8.5,406,7.8,42,22,6,0,1,9,109.4,1,0
Domenik Hixon,3075,WR,16,NYG,70,43,61.4,596,2,76.9,76.5,72.2,78.9,,13.9,160,3.7,41,29,2,2,0,7,86.4,2,0
LaDainian Tomlinson,777,HB,16,SD,69,52,75.4,415,1,50.9,50.8,46.2,90.2,28.1,8.0,481,9.3,32,18,6,0,1,5,94.8,2,0
Patrick Crayton,1932,WR,16,DAL,68,39,57.4,550,4,60.3,56.1,49.2,44.1,,14.1,210,5.4,55,24,5,0,1,2,103.2,1,0
Desmond Clark,529,TE,16,CHI,68,41,60.3,368,2,71.0,53.4,59.3,30.3,72.5,9.0,173,4.2,36,18,4,3,1,2,66.3,0,0
Brian Westbrook,1094,HB,14,PHI,68,54,79.4,400,5,59.7,56.7,81.3,77.2,75.6,7.4,403,7.5,47,19,2,0,1,1,115.7,0,0
Bryant Johnson,1333,WR,16,SF,68,45,66.2,546,3,64.6,63.4,62.5,78.9,,12.1,161,3.6,42,28,4,2,0,1,93.1,1,0
Dennis Northcutt,605,WR,14,JAX,66,44,66.7,549,2,72.9,71.9,62.0,48.0,,12.5,121,2.8,41,27,5,2,1,3,89.8,0,0
Heath Miller,2247,TE,14,PIT,65,48,73.8,514,3,78.7,71.2,64.0,36.4,67.0,10.7,260,5.4,22,29,4,3,1,2,92.7,5,1
Plaxico Burress,586,WR,10,NYG,65,35,53.8,454,4,65.0,63.6,29.4,77.6,,13.0,66,1.9,33,25,6,3,0,1,77.3,3,0
Marshawn Lynch,3628,HB,15,BUF,64,47,73.4,300,1,69.3,50.3,29.3,75.0,45.5,6.4,383,8.1,42,14,10,0,0,9,88.0,3,1
Marcedes Lewis,2973,TE,16,JAX,64,41,64.1,489,2,63.4,48.0,27.6,78.4,63.6,11.9,157,3.8,30,21,12,0,0,5,97.7,8,0
Justin McCareins,872,WR,14,TEN,63,30,47.6,412,0,59.4,58.4,32.8,21.2,,13.7,82,2.7,37,23,5,2,1,1,55.8,1,0
L.J. Smith,1376,TE,13,PHI,63,37,58.7,298,3,60.7,56.4,48.0,77.8,57.5,8.1,131,3.5,25,16,5,4,0,3,60.2,2,1
Rashied Davis,2554,WR,15,CHI,62,35,56.5,445,2,60.7,59.4,28.8,78.1,,12.7,156,4.5,36,21,8,1,0,1,83.1,3,0
Warrick Dunn,236,HB,15,TB,61,47,77.0,330,0,58.1,54.8,49.1,90.7,53.6,7.0,303,6.4,36,11,6,1,0,3,82.0,0,0
Kevin Curtis,1389,WR,9,PHI,61,33,54.1,390,2,64.6,64.1,52.8,77.1,,11.8,94,2.8,32,19,4,2,0,5,71.1,1,0
Marion Barber III,2326,HB,15,DAL,60,52,86.7,434,2,52.7,48.6,79.6,31.2,67.4,8.3,447,8.6,70,18,3,0,4,8,107.9,1,0
Shaun McDonald,1418,WR,12,DET,60,35,58.3,339,1,57.3,57.2,38.9,28.6,,9.7,74,2.1,26,19,6,2,1,4,65.9,1,0
Brandon Jones,2313,WR,16,TEN,60,41,68.3,449,1,67.7,66.0,66.8,78.7,25.7,11.0,130,3.2,40,25,2,1,0,2,88.8,4,1
Billy Miller,534,TE,15,NO,60,45,75.0,579,1,84.4,82.1,85.0,78.9,48.2,12.9,198,4.4,41,30,1,0,0,0,110.3,6,1
Tony Scheffler,3006,TE,13,DEN,59,40,67.8,645,3,74.4,71.0,42.7,30.2,53.0,16.1,210,5.3,72,28,6,2,1,2,107.0,2,0
Mark Bradley,2256,WR,10,KC,59,30,50.8,380,3,59.2,57.0,48.9,76.7,,12.7,98,3.3,56,14,4,1,0,2,81.2,2,1
Leon Washington,3062,HB,16,NYJ,59,47,79.7,371,2,61.7,59.7,49.2,67.3,61.2,7.9,380,8.1,40,18,6,1,1,8,97.1,2,0
Chris Johnson,4338,HB,15,TEN,59,43,72.9,260,1,66.2,48.2,45.0,88.6,45.7,6.0,299,7.0,25,11,6,0,0,3,86.8,2,0
Jabar Gaffney,1040,WR,16,NE,59,38,64.4,468,2,57.9,54.7,29.6,77.9,,12.3,109,2.9,37,26,8,0,0,1,100.1,2,0
Todd Heap,801,TE,16,BLT,59,35,59.3,403,3,70.3,59.6,39.1,29.0,69.6,11.5,191,5.5,30,23,6,1,1,3,89.9,5,0
Michael Clayton,1736,WR,15,TB,59,38,64.4,484,1,63.4,56.8,34.0,30.1,68.2,12.7,200,5.3,58,21,7,2,1,1,81.5,4,0
Reggie Williams,1730,WR,15,JAX,58,37,63.8,364,3,60.6,58.1,50.0,78.2,,9.8,69,1.9,32,22,5,3,0,0,77.1,3,0
Chris Chambers,821,WR,14,SD,58,33,56.9,462,5,64.9,64.8,80.1,77.5,,14.0,89,2.7,48,21,1,3,0,1,89.9,3,0
Visanthe Shiancoe,1406,TE,16,MIN,58,42,72.4,596,7,84.9,77.5,59.7,78.4,67.6,14.2,188,4.5,40,30,4,2,0,3,130.5,1,0
Frank Gore,2282,HB,14,SF,58,43,74.1,373,2,53.6,57.6,54.6,40.7,64.9,8.7,355,8.3,26,15,4,1,0,7,95.0,2,0
Jerramy Stevens,1035,TE,14,TB,56,35,62.5,385,2,56.0,53.9,45.4,77.3,42.4,11.0,162,4.6,31,16,5,2,0,2,79.8,3,0
Deion Branch,1072,WR,8,SEA,56,30,53.6,412,4,74.2,72.3,67.5,76.5,,13.7,160,5.3,63,18,1,2,0,1,86.3,0,0
Steve Slaton,4403,HB,16,HST,56,50,89.3,418,1,70.3,72.2,90.5,66.5,64.0,8.4,497,9.9,58,15,0,0,1,10,103.7,0,0
Koren Robinson,2864,WR,12,SEA,56,31,55.4,400,2,63.7,61.5,29.9,76.9,,12.9,132,4.3,90,22,6,5,0,1,52.7,1,0
Steven Jackson,1745,HB,12,STR,56,40,71.4,379,1,53.2,60.9,38.3,46.8,57.4,9.5,414,10.4,53,15,7,1,0,8,88.3,3,0
Devery Henderson,1771,WR,16,NO,56,32,57.1,793,3,60.3,58.7,59.5,40.8,,24.8,269,8.4,84,27,3,5,1,0,82.4,2,0
Ike Hilliard,233,WR,16,TB,55,47,85.5,424,4,72.7,72.9,86.2,50.2,,9.0,121,2.6,36,31,1,2,1,2,107.9,2,0
Jason Avant,3054,WR,15,PHI,54,32,59.3,377,2,70.0,66.0,78.5,76.8,,11.8,75,2.3,31,22,1,0,0,1,92.9,1,0
Kevin Boss,3769,TE,15,NYG,54,33,61.1,384,6,82.0,62.8,61.2,77.1,59.0,11.6,169,5.1,28,22,3,2,0,5,104.2,5,0
Dominic Rhodes,979,HB,15,IND,53,45,84.9,302,3,64.1,69.8,70.3,90.4,65.7,6.7,264,5.9,29,14,4,0,0,0,109.3,1,0
Jordy Nelson,4350,WR,16,GB,53,33,62.3,366,2,63.3,62.0,63.0,77.4,66.1,11.1,94,2.8,29,18,3,2,0,4,79.6,1,0
Kevin Smith,4378,HB,16,DET,52,39,75.0,286,0,63.6,57.7,74.7,77.0,65.0,7.3,272,7.0,27,9,3,1,0,5,79.5,3,1
Anthony Fasano,2998,TE,16,MIA,51,34,66.7,454,7,84.9,62.9,45.2,77.3,73.6,13.4,158,4.6,24,25,5,2,0,4,118.0,2,0
Robert Royal,1151,TE,15,BUF,51,33,64.7,351,1,61.0,48.2,29.8,21.4,83.3,10.6,140,4.2,30,14,7,3,2,0,66.7,1,0
Derrick Ward,1949,HB,16,NYG,51,41,80.4,384,0,75.8,65.9,50.7,71.9,77.1,9.4,427,10.4,48,14,5,0,0,6,98.0,0,0
Chester Taylor,1182,HB,16,MIN,51,45,88.2,399,2,67.9,72.1,85.0,52.8,62.5,8.9,393,8.7,47,18,1,0,3,5,112.3,0,0
Hank Baskett,3220,WR,14,PHI,51,33,64.7,437,3,65.4,63.4,51.7,37.3,69.3,13.2,153,4.6,90,22,4,2,1,4,95.0,2,1
Donald Lee,1465,TE,16,GB,49,39,79.6,303,5,60.3,50.4,58.4,78.1,72.5,7.8,118,3.0,26,12,4,1,0,3,117.9,1,0
Mewelde Moore,1840,HB,16,PIT,49,40,81.6,320,1,59.1,60.9,57.7,76.0,48.6,8.0,249,6.2,25,17,3,0,1,6,100.7,0,0
Jerious Norwood,3024,HB,16,ATL,49,36,73.5,338,2,55.2,54.0,56.7,75.4,67.5,9.4,348,9.7,67,12,3,0,0,7,105.7,0,0
Vernon Davis,2951,TE,16,SF,48,31,64.6,358,2,65.1,46.5,29.6,24.8,64.1,11.5,261,8.4,57,15,6,1,2,3,92.2,7,0
Daniel Graham,1028,TE,16,DEN,48,32,66.7,393,4,68.2,50.4,44.2,77.2,60.7,12.3,210,6.6,28,20,5,0,0,5,119.5,3,0
Jerheme Urban,1709,WR,16,ARZ,48,34,70.8,448,4,61.9,59.8,70.8,77.5,67.5,13.2,179,5.3,56,19,3,4,0,2,93.1,2,0
Ronald Curry,1199,WR,12,OAK,47,19,40.4,197,2,60.1,55.9,33.8,74.4,,10.4,50,2.6,16,14,4,0,0,2,67.4,0,0
Brandon Lloyd,1436,WR,11,CHI,46,26,56.5,364,2,72.3,72.0,75.7,75.9,,14.0,82,3.2,32,18,1,3,0,3,69.5,2,1
Dane Looker,755,WR,13,STR,45,23,51.1,271,2,50.5,49.9,52.0,19.9,,11.8,63,2.7,30,12,3,0,2,0,84.6,1,0
Marty Booker,487,WR,13,CHI,43,14,32.6,211,2,53.9,54.0,29.9,73.2,,15.1,101,7.2,51,9,3,1,0,0,55.5,1,0
Chansi Stuckey,3851,WR,15,NYJ,43,32,74.4,359,3,60.3,61.2,88.3,77.1,,11.2,200,6.3,31,22,0,2,0,7,102.8,2,0
Tim Hightower,4463,HB,16,ARZ,43,33,76.7,230,0,49.0,44.4,43.2,60.4,65.3,7.0,242,7.3,26,11,7,0,1,1,88.3,0,0
Fred Jackson,3368,HB,16,BUF,43,37,86.0,317,0,66.8,78.2,73.2,74.9,69.5,8.6,303,8.2,65,11,2,0,0,9,97.4,0,0
Chris Henry,2300,WR,12,CIN,43,19,44.2,220,2,53.5,52.8,33.8,74.1,,11.6,23,1.2,22,12,4,2,0,1,56.3,1,0
Roscoe Parrish,2272,WR,13,BUF,42,24,57.1,232,1,60.2,58.9,62.3,76.0,,9.7,79,3.3,22,16,2,1,0,2,70.7,0,0
David Martin,916,TE,16,MIA,42,31,73.8,440,3,87.9,74.9,88.3,28.0,65.5,14.2,135,4.4,61,20,1,1,1,0,121.1,0,0
Jason Hill,3692,WR,12,SF,42,30,71.4,317,3,65.8,64.3,77.5,27.8,,10.6,120,4.0,33,20,1,2,1,6,97.0,0,0
Thomas Jones,585,HB,16,NYJ,42,36,85.7,207,2,54.3,63.1,72.0,77.7,76.6,5.8,248,6.9,19,12,0,1,0,3,93.2,1,1
Benjamin Watson,1753,TE,14,NE,42,22,52.4,209,2,64.7,44.8,29.0,25.3,64.8,9.5,53,2.4,29,12,6,3,1,1,52.6,3,0
Roy Williams,1728,WR,10,DAL,42,19,45.2,198,1,55.0,55.2,29.6,78.1,,10.4,52,2.7,38,12,5,2,0,2,47.5,4,0
Alge Crumpler,805,TE,15,TEN,41,24,58.5,257,1,74.1,45.1,29.2,29.2,67.7,10.7,148,6.2,28,11,6,1,1,2,74.9,1,0
Johnnie Lee Higgins,3715,WR,16,OAK,41,22,53.7,366,4,59.0,57.7,49.1,75.9,,16.6,213,9.7,84,13,3,1,0,0,106.4,1,0
Ray Rice,4369,HB,11,BLT,41,33,80.5,273,0,54.1,73.9,71.6,70.7,52.9,8.3,292,8.8,40,12,2,1,0,3,84.2,2,0
Ashley Lelie,1026,WR,13,OAK,41,11,26.8,197,2,54.9,50.8,29.9,71.5,,17.9,24,2.2,51,9,2,2,0,1,43.0,1,0
Steve Heiden,481,TE,14,CLV,40,23,57.5,249,0,80.6,54.3,61.3,75.1,73.7,10.8,114,5.0,51,14,2,0,0,1,75.9,0,0
Arnaz Battle,1499,WR,8,SF,39,24,61.5,318,0,69.2,69.9,52.7,75.8,,13.3,143,6.0,36,18,3,6,0,1,47.8,2,0
Reggie Kelly,468,TE,16,CIN,39,31,79.5,207,0,60.9,37.2,68.1,76.6,63.3,6.7,89,2.9,31,5,2,4,0,1,49.2,2,1
Roy Williams,1728,WR,5,DET,39,17,43.6,232,1,55.0,55.2,29.6,78.1,,13.6,86,5.1,25,14,3,2,0,2,50.4,4,0
Josh Morgan,4488,WR,12,SF,39,20,51.3,319,3,61.8,60.9,48.0,74.6,,16.0,102,5.1,48,12,3,2,0,1,83.2,2,0
Donte' Stallworth,1020,WR,11,CLV,39,17,43.6,170,1,47.1,46.1,27.9,74.0,,10.0,89,5.2,19,8,6,1,0,1,54.4,1,0
Harry Douglas,4398,WR,16,ATL,39,23,59.0,320,1,61.1,55.8,41.6,78.5,,13.9,119,5.2,69,13,4,2,0,1,72.6,0,0
Ronnie Brown,2219,HB,16,MIA,39,33,84.6,254,0,62.1,49.7,53.6,74.4,68.0,7.7,201,6.1,39,12,4,0,0,3,93.8,1,1
Jamaal Charles,4387,HB,16,KC,38,27,71.1,272,1,62.6,50.4,36.4,36.4,78.8,10.1,315,11.7,75,9,5,0,1,4,99.9,0,0
Ricky Williams,440,HB,16,MIA,37,29,78.4,216,1,52.1,64.1,56.8,33.2,80.0,7.4,171,5.9,47,9,3,0,1,3,100.0,1,1
Darren McFadden,4318,HB,13,OAK,37,29,78.4,269,0,54.3,87.1,88.0,46.3,45.6,9.3,303,10.4,27,13,0,1,0,3,85.7,3,0
Pierre Thomas,4080,HB,13,NO,37,31,83.8,284,3,64.6,79.3,88.3,73.8,65.2,9.2,323,10.4,24,15,1,1,0,4,114.4,0,0
Alex Smith,2288,TE,14,TB,37,21,56.8,250,3,68.5,59.8,28.9,75.0,51.8,11.9,146,7.0,34,15,6,0,0,5,104.6,1,0
Brandon Jackson,3679,HB,13,GB,36,30,83.3,185,0,62.1,50.4,51.7,55.5,74.5,6.2,222,7.4,18,6,4,1,0,3,76.5,0,0
Malcom Floyd,2044,WR,9,SD,36,27,75.0,465,4,82.8,82.3,66.0,76.1,,17.2,65,2.4,49,21,1,0,0,1,153.7,1,0
Syndric Steptoe,3850,WR,16,CLV,36,19,52.8,182,0,46.7,43.6,29.3,23.9,70.3,9.6,57,3.0,53,8,5,2,1,3,44.0,2,0
J.J. Arrington,2261,HB,11,ARZ,36,29,80.6,255,1,64.3,58.5,49.1,82.3,80.5,8.8,300,10.3,35,13,4,2,0,2,82.3,0,0
Brent Celek,3778,TE,16,PHI,35,27,77.1,318,1,63.4,58.1,36.4,75.9,65.7,11.8,187,6.9,44,16,5,0,0,3,113.8,0,0
Clinton Portis,1058,HB,16,WAS,35,28,80.0,218,0,68.5,46.2,30.1,72.5,79.7,7.8,248,8.9,29,11,6,1,0,2,80.7,2,1
Jason Wright,2212,HB,15,CLV,35,22,62.9,156,1,57.5,41.1,40.6,80.7,73.2,7.1,130,5.9,17,7,4,2,0,4,58.7,0,0
Brian Finneran,423,WR,16,ATL,35,21,60.0,169,1,64.1,60.4,37.1,24.9,28.8,8.0,49,2.3,14,14,4,0,1,1,81.7,0,0
Joseph Addai,2975,HB,12,IND,35,25,71.4,206,2,55.5,57.2,36.2,76.6,53.2,8.2,165,6.6,55,9,5,0,0,3,105.2,0,0
Reggie Brown,2252,WR,10,PHI,34,18,52.9,252,1,63.2,60.6,31.9,74.3,,14.0,70,3.9,40,13,4,1,0,1,74.6,1,0
Devard Darling,1803,WR,15,KC,33,17,51.5,247,1,53.5,52.0,82.2,73.6,68.2,14.5,113,6.6,68,8,0,3,0,1,48.4,2,2
Greg Lewis,1650,WR,13,PHI,33,19,57.6,247,1,62.9,61.5,56.9,74.1,,13.0,49,2.6,52,13,2,1,0,1,78.7,1,0
