player,player_id,position,player_game_count,team_name,targets,receptions,caught_percent,yards,touchdowns,grades_offense,grades_pass_route,grades_hands_drop,grades_hands_fumble,grades_pass_block,yards_per_reception,yards_after_catch,yards_after_catch_per_reception,longest,first_downs,drops,interceptions,fumbles,avoided_tackles,targeted_qb_rating,penalties,declined_penalties
Vernon Davis,2951,TE,16,SF,116,78,67.2,965,13,69.9,70.3,29.5,81.9,56.1,12.4,334,4.3,73,40,13,4,0,6,115.8,12,0
Santana Moss,786,WR,16,WAS,113,70,61.9,909,3,61.1,60.7,46.9,27.6,,13.0,401,5.7,59,42,9,5,2,8,77.6,4,0
DeSean Jackson,4363,WR,15,PHI,112,63,56.3,1168,9,71.6,70.3,66.1,27.9,,18.5,406,6.4,71,41,5,5,2,3,100.6,3,0
Antonio Gates,1609,TE,16,SD,110,79,71.8,1157,8,85.7,87.0,62.3,52.0,79.7,14.6,516,6.5,56,61,7,2,1,8,122.4,2,0
Donald Driver,533,WR,16,GB,109,70,64.2,1061,6,68.3,68.2,52.2,49.0,,15.2,415,5.9,71,50,8,3,1,10,103.0,2,0
Greg Jennings,2997,WR,16,GB,107,68,63.6,1113,4,77.5,76.3,74.8,81.3,,16.4,484,7.1,83,48,4,3,0,8,99.2,1,0
Brent Celek,3778,TE,16,PHI,106,76,71.7,968,8,80.5,79.8,56.1,81.8,67.8,12.7,440,5.8,47,42,8,2,0,6,117.2,1,0
Davone Bess,4694,WR,16,MIA,106,76,71.7,760,2,83.3,84.4,66.4,28.3,,10.0,331,4.4,34,49,7,5,1,11,78.3,1,0
Vincent Jackson,2278,WR,15,SD,105,68,64.8,1167,9,89.2,87.1,85.7,81.4,,17.2,226,3.3,55,59,2,2,0,2,123.0,1,0
Terrell Owens,188,WR,16,BUF,105,55,52.4,829,5,66.1,64.0,42.3,81.2,,15.1,257,4.7,98,33,9,8,0,6,62.8,3,0
Greg Olsen,3647,TE,16,CHI,105,59,56.2,612,8,71.3,69.9,82.9,80.3,46.5,10.4,187,3.2,41,33,2,4,0,4,82.7,2,0
Marques Colston,3197,WR,16,NO,102,70,68.6,1074,9,76.2,75.8,41.3,27.5,,15.3,376,5.4,68,55,10,2,2,7,124.4,2,0
Mike Sims-Walker,3695,WR,15,JAX,100,63,63.0,869,7,75.2,74.0,84.6,26.6,68.8,13.8,256,4.1,61,43,2,4,2,6,97.5,3,0
Nate Burleson,1386,WR,13,SEA,100,63,63.0,812,3,70.8,70.3,59.0,46.0,,12.9,280,4.4,44,44,7,2,1,5,90.1,2,1
Mario Manningham,4409,WR,14,NYG,96,57,59.4,825,5,75.9,75.4,43.2,52.9,,14.5,262,4.6,49,41,10,2,1,13,96.1,1,0
Ray Rice,4369,HB,16,BLT,95,78,82.1,702,1,72.5,87.7,80.2,67.8,85.5,9.0,760,9.7,63,28,4,1,1,16,96.6,2,0
Jerricho Cotchery,1829,WR,14,NYJ,93,57,61.3,821,3,82.4,80.3,81.9,80.3,,14.4,314,5.5,53,44,2,7,0,4,69.3,0,0
Donnie Avery,4347,WR,16,STR,92,47,51.1,589,5,61.2,60.0,43.3,39.7,,12.5,261,5.6,50,28,6,4,1,3,71.3,3,0
Heath Miller,2247,TE,16,PIT,92,76,82.6,789,6,79.5,72.6,73.1,28.2,64.6,10.4,390,5.1,41,37,4,1,2,10,119.6,6,0
Zach Miller,3654,TE,15,OAK,92,66,71.7,805,3,77.2,81.6,74.1,81.1,56.6,12.2,379,5.7,86,31,4,4,0,5,91.1,5,0
Louis Murphy,5048,WR,16,OAK,91,34,37.4,521,4,62.7,62.8,31.7,78.9,,15.3,136,4.0,75,26,7,3,0,4,58.0,6,0
Torry Holt,441,WR,15,JAX,90,51,56.7,722,0,70.8,69.9,80.0,39.2,,14.2,115,2.3,63,35,2,2,1,1,73.5,3,1
Bernard Berrian,1799,WR,16,MIN,90,55,61.1,618,4,66.3,66.5,75.0,80.1,,11.2,207,3.8,40,35,3,4,0,5,77.9,3,0
Nate Washington,2832,WR,16,TEN,89,47,52.8,576,6,70.7,67.7,48.4,79.3,,12.3,103,2.2,35,34,7,4,1,1,76.8,1,0
Devin Hester,3002,WR,13,CHI,89,57,64.0,757,3,71.8,73.1,68.4,31.8,,13.3,303,5.3,48,35,4,3,1,5,88.1,3,0
Pierre Garcon,4519,WR,14,IND,88,47,53.4,765,4,62.9,62.2,65.7,51.8,,16.3,290,6.2,66,33,4,2,1,4,88.5,9,1
Mohamed Massaquoi,4973,WR,16,CLV,87,34,39.1,624,3,66.9,64.4,44.3,28.7,,18.4,170,5.0,59,25,5,6,1,3,47.3,1,0
Michael Jenkins,1750,WR,15,ATL,87,50,57.5,635,1,64.0,62.5,64.8,79.3,67.4,12.7,133,2.7,50,29,5,4,0,0,65.1,3,0
Jeremy Maclin,4942,WR,15,PHI,86,55,64.0,762,4,68.8,67.7,62.6,80.4,,13.9,248,4.5,56,34,5,2,0,2,98.1,2,0
Muhsin Muhammad,173,WR,14,CAR,86,53,61.6,581,1,73.2,67.6,80.8,79.8,66.4,11.0,135,2.5,27,32,2,5,0,3,61.2,4,0
Percy Harvin,4945,WR,15,MIN,86,60,69.8,790,6,86.3,86.5,64.7,82.6,,13.2,366,6.1,51,42,4,1,0,13,116.9,4,0
Austin Collie,5051,WR,16,IND,85,60,70.6,676,7,70.3,68.3,77.3,80.8,,11.3,251,4.2,39,37,3,2,0,5,111.7,3,1
Jabar Gaffney,1040,WR,16,DEN,85,54,63.5,732,2,70.2,68.6,67.4,79.8,67.4,13.6,266,4.9,49,36,4,1,0,4,93.8,0,0
Earl Bennett,4384,WR,16,CHI,85,54,63.5,717,2,69.2,68.2,75.0,41.6,,13.3,329,6.1,71,32,3,5,1,4,73.5,2,0
Roy Williams,1728,WR,15,DAL,84,38,45.2,597,7,59.5,57.8,29.6,29.6,,15.7,222,5.8,66,30,8,1,1,6,92.2,1,0
Dwayne Bowe,3639,WR,11,KC,83,47,56.6,589,4,67.6,67.1,29.3,36.4,66.4,12.5,168,3.6,41,31,9,1,1,5,89.9,2,0
Bryant Johnson,1333,WR,16,DET,83,36,43.4,426,3,53.0,50.5,31.0,77.4,,11.8,127,3.5,36,23,7,5,0,2,46.6,0,0
Lee Evans,1734,WR,16,BUF,83,44,53.0,612,7,69.3,66.4,69.5,78.8,,13.9,99,2.3,50,27,3,5,0,1,80.0,1,0
Antonio Bryant,1070,WR,13,TB,83,39,47.0,600,4,65.1,64.8,42.4,78.0,,15.4,135,3.5,42,26,6,10,0,0,47.8,1,0
Michael Crabtree,4933,WR,11,SF,82,48,58.5,625,2,71.7,70.6,56.9,36.4,,13.0,202,4.2,50,27,5,3,1,7,75.5,1,0
Devery Henderson,1771,WR,16,NO,82,51,62.2,804,2,64.2,64.5,58.8,80.2,65.7,15.8,295,5.8,75,33,5,4,0,8,82.6,3,0
Andre Caldwell,4411,WR,16,CIN,80,51,63.8,452,3,68.0,67.4,65.0,39.2,,8.9,132,2.6,24,29,4,4,1,3,70.4,1,0
John Carlson,4352,TE,16,SEA,79,50,63.3,532,7,60.3,53.1,65.6,79.5,44.9,10.6,240,4.8,38,26,4,2,0,1,101.9,5,1
Steve Breaston,3758,WR,15,ARZ,79,55,69.6,712,3,69.8,67.9,82.3,80.4,,12.9,180,3.3,45,33,2,4,0,2,89.2,2,0
Dustin Keller,4344,TE,16,NYJ,78,45,57.7,522,2,62.8,62.9,55.3,35.8,67.9,11.6,201,4.5,40,29,5,4,1,4,65.2,4,0
Visanthe Shiancoe,1406,TE,16,MIN,76,56,73.7,566,11,77.5,82.9,43.3,80.0,72.0,10.1,215,3.8,27,38,7,0,0,3,134.1,4,0
Deion Branch,1072,WR,14,SEA,75,45,60.0,437,2,55.4,54.8,53.9,48.0,,9.7,193,4.3,35,17,5,6,1,1,51.9,1,0
Laveranues Coles,638,WR,16,CIN,75,43,57.3,514,5,68.0,66.5,53.1,78.9,,12.0,198,4.6,40,29,5,3,0,3,84.0,1,1
Tim Hightower,4463,HB,16,ARZ,75,63,84.0,428,0,53.1,56.1,48.8,50.7,67.7,6.8,460,7.3,23,22,8,0,0,5,90.4,0,0
Johnny Knox,5064,WR,15,CHI,75,45,60.0,527,5,66.7,65.8,61.9,78.8,,11.7,173,3.8,68,22,4,6,0,3,70.3,1,0
Malcom Floyd,2044,WR,16,SD,74,45,60.8,776,1,87.5,85.0,69.3,78.8,,17.2,135,3.0,53,36,3,3,0,5,84.1,1,0
Josh Morgan,4488,WR,16,SF,73,52,71.2,527,3,59.4,58.1,66.8,80.5,,10.1,247,4.8,61,20,4,2,0,9,93.8,6,0
Ted Ginn Jr.,3625,WR,16,MIA,73,38,52.1,454,1,61.2,60.9,28.5,79.3,,11.9,54,1.4,53,25,10,2,0,1,64.5,2,0
Todd Heap,801,TE,16,BLT,72,53,73.6,593,6,83.0,76.6,81.2,79.8,80.7,11.2,195,3.7,31,33,2,4,0,4,102.4,3,0
Mike Wallace,5007,WR,16,PIT,71,39,54.9,756,6,68.7,67.9,57.0,33.3,68.2,19.4,137,3.5,60,29,4,3,1,2,102.8,2,0
Jermichael Finley,4405,TE,13,GB,71,55,77.5,676,5,78.8,81.4,68.5,80.0,60.5,12.3,300,5.5,62,30,4,0,0,5,129.8,1,0
Hakeem Nicks,4952,WR,14,NYG,70,47,67.1,790,6,75.8,74.4,63.8,50.3,,16.8,434,9.2,68,32,2,2,2,7,121.7,0,0
Mark Clayton,2239,WR,14,BLT,70,34,48.6,485,2,63.7,62.2,65.6,29.9,,14.3,51,1.5,54,25,2,4,1,4,57.1,3,0
Bobby Wade,1448,WR,12,KC,70,37,52.9,367,2,56.6,54.9,29.9,78.6,,9.9,124,3.4,25,17,8,2,0,3,65.6,1,0
Kenny Britt,4953,WR,16,TEN,70,42,60.0,701,3,76.1,75.1,59.1,30.7,,16.7,179,4.3,57,35,4,3,1,7,90.2,2,0
Braylon Edwards,2220,WR,12,NYJ,70,35,50.0,541,4,70.3,69.9,55.3,33.8,,15.5,167,4.8,65,28,4,7,1,4,55.4,6,0
Greg Camarillo,2523,WR,16,MIA,69,50,72.5,552,0,70.3,68.9,90.4,79.2,,11.0,122,2.4,29,29,0,3,0,2,77.7,2,0
Eddie Royal,4356,WR,14,DEN,69,37,53.6,345,0,64.7,65.4,81.5,78.0,,9.3,128,3.5,20,23,1,1,0,4,61.6,1,0
Steven Jackson,1745,HB,15,STR,68,51,75.0,325,0,62.1,62.6,66.5,80.9,67.4,6.4,392,7.7,38,16,3,3,0,8,66.1,3,1
Kevin Walter,1549,WR,14,HST,68,53,77.9,611,2,68.3,67.6,87.2,80.3,19.0,11.5,136,2.6,41,33,1,3,0,1,95.5,3,0
Matt Forte,4358,HB,16,CHI,66,57,86.4,481,0,46.6,57.9,70.3,35.4,50.8,8.4,472,8.3,37,17,3,1,1,8,90.7,1,0
Antwaan Randle El,1069,WR,16,WAS,66,50,75.8,532,0,70.1,69.1,59.1,39.1,37.2,10.6,209,4.2,44,33,6,0,1,2,98.8,0,0
Maurice Jones-Drew,3005,HB,16,JAX,66,53,80.3,374,1,74.5,81.9,88.4,80.5,87.0,7.1,384,7.2,19,16,1,1,0,6,89.0,1,0
Kevin Boss,3769,TE,15,NYG,65,42,64.6,567,5,82.3,70.9,84.0,78.7,59.1,13.5,234,5.6,35,26,1,1,0,6,111.5,2,0
Fred Davis,4362,TE,16,WAS,65,48,73.8,509,6,69.2,71.0,35.7,79.0,64.3,10.6,284,5.9,29,31,9,5,0,7,95.0,3,0
Jeremy Shockey,1021,TE,13,NO,65,48,73.8,569,3,81.7,85.7,71.5,79.2,70.3,11.9,155,3.2,66,28,2,3,0,3,96.3,4,0
Brandon Gibson,5118,WR,9,STR,64,34,53.1,353,1,63.4,62.8,53.9,21.7,66.0,10.4,100,2.9,23,23,4,2,2,4,61.5,2,1
Patrick Crayton,1932,WR,16,DAL,64,37,57.8,622,5,66.6,64.1,56.9,32.3,,16.8,276,7.5,80,27,4,2,0,5,103.8,0,0
Bo Scaife,2396,TE,14,TEN,63,45,71.4,440,1,69.8,65.4,76.5,33.3,58.6,9.8,205,4.6,27,24,2,1,1,4,89.4,3,1
Reggie Bush,2947,HB,14,NO,63,47,74.6,335,3,66.7,80.8,90.4,44.7,64.1,7.1,307,6.5,29,16,0,0,0,5,102.3,0,0
Chris Johnson,4338,HB,16,TEN,63,50,79.4,503,2,73.7,60.1,52.6,74.9,57.7,10.1,568,11.4,69,18,6,1,0,8,103.9,2,0
Joseph Addai,2975,HB,15,IND,62,51,82.3,351,3,60.2,61.3,65.0,75.9,80.0,6.9,327,6.4,25,17,4,1,0,10,99.7,0,0
Robert Meachem,3643,WR,16,NO,61,45,73.8,725,9,80.2,77.8,90.3,24.8,67.3,16.1,175,3.9,54,31,0,0,2,5,152.7,1,0
Frank Gore,2282,HB,14,SF,61,52,85.2,406,3,61.5,71.1,87.2,62.5,65.9,7.8,429,8.3,48,13,1,1,0,2,104.0,0,0
Danny Amendola,4717,WR,14,STR,61,43,70.5,326,1,58.6,58.0,69.3,49.4,,7.6,201,4.7,25,21,3,3,1,3,68.1,1,0
Justin Gage,1452,WR,12,TEN,60,28,46.7,383,3,63.8,62.4,30.4,76.3,66.4,13.7,70,2.5,49,22,6,1,0,0,77.3,2,0
Mike Thomas,5030,WR,14,JAX,59,48,81.4,453,1,70.2,71.5,85.4,81.1,,9.4,226,4.7,28,28,1,1,0,5,97.2,3,0
James Jones,3694,WR,16,GB,59,32,54.2,440,5,55.9,54.8,28.3,77.1,,13.8,191,6.0,74,16,9,2,0,3,92.5,2,1
Chris Chambers,821,WR,9,KC,59,36,61.0,608,4,72.3,71.4,54.7,78.8,,16.9,178,4.9,61,25,1,5,0,0,83.2,5,1
Fred Jackson,3368,HB,16,BUF,58,46,79.3,368,2,69.5,81.0,70.8,74.4,31.4,8.0,422,9.2,21,20,3,1,0,9,97.4,1,0
Sammie Stroughter,5157,WR,13,TB,58,31,53.4,319,1,68.4,68.0,58.7,76.6,,10.3,135,4.4,35,20,4,6,0,4,35.7,1,0
Chester Taylor,1182,HB,16,MIN,58,44,75.9,389,1,48.8,68.1,61.1,55.8,69.4,8.8,392,8.9,33,17,4,1,0,3,91.8,0,0
Randy McMichael,1114,TE,16,STR,58,34,58.6,332,1,57.8,42.3,29.9,77.3,73.4,9.8,106,3.1,35,15,7,2,0,2,66.2,3,0
Dennis Northcutt,605,WR,15,DET,56,34,60.7,348,1,56.7,55.8,46.4,77.4,,10.2,114,3.4,47,18,5,3,0,1,62.2,1,0
Adrian Peterson,3623,HB,16,MIN,55,43,78.2,436,0,64.6,45.2,39.7,33.3,76.0,10.1,449,10.4,63,17,6,0,1,7,99.7,1,0
Jason Avant,3054,WR,16,PHI,55,41,74.5,587,3,72.1,69.9,76.0,32.4,68.4,14.3,205,5.0,58,26,1,1,1,3,119.3,1,0
Kevin Smith,4378,HB,13,DET,55,40,72.7,409,1,56.2,64.3,58.7,59.9,77.0,10.2,393,9.8,63,16,4,1,0,2,92.2,1,0
Brian Hartline,5031,WR,16,MIA,54,31,57.4,506,3,74.0,74.7,59.9,77.8,,16.3,185,6.0,67,26,3,4,0,1,76.6,3,0
Owen Daniels,3043,TE,8,HST,53,40,75.5,519,5,80.8,88.5,82.6,44.0,49.7,13.0,235,5.9,44,28,1,1,1,3,129.4,2,0
Steve Slaton,4403,HB,11,HST,53,44,83.0,417,4,60.7,78.2,84.7,22.9,44.0,9.5,463,10.5,38,22,1,0,2,5,124.6,0,0
Brandon Pettigrew,4943,TE,11,DET,52,31,59.6,354,2,68.9,64.5,32.7,76.6,45.0,11.4,203,6.5,30,21,6,3,0,2,68.9,5,0
Jamaal Charles,4387,HB,15,KC,52,40,76.9,297,1,80.0,59.5,68.0,68.7,66.9,7.4,225,5.6,49,11,2,0,0,2,96.4,0,0
Donald Lee,1465,TE,16,GB,52,37,71.2,260,1,53.4,44.1,37.9,78.0,57.4,7.0,143,3.9,19,10,6,0,0,1,88.6,4,1
David Anderson,3196,WR,16,HST,52,38,73.1,370,0,69.2,67.2,81.5,77.7,70.1,9.7,145,3.8,27,22,1,2,0,2,76.6,0,0
Darren Sproles,2347,HB,16,SD,52,45,86.5,497,4,60.3,77.9,77.4,89.0,76.9,11.0,559,12.4,81,20,2,0,0,7,132.1,2,2
Justin Forsett,4547,HB,16,SEA,51,41,80.4,350,1,69.3,71.7,66.5,73.2,66.6,8.5,417,10.2,47,12,3,2,1,8,85.5,0,0
Anthony Fasano,2998,TE,14,MIA,51,31,60.8,339,2,75.3,52.4,60.5,21.3,66.8,10.9,129,4.2,27,22,3,2,2,0,77.2,2,1
Julian Edelman,5156,WR,11,NE,50,37,74.0,359,1,68.7,68.2,64.1,78.0,,9.7,272,7.4,29,19,3,0,0,10,100.3,0,0
LeSean McCoy,4976,HB,16,PHI,49,40,81.6,308,0,53.3,52.6,59.0,63.4,66.2,7.7,401,10.0,45,13,5,0,0,3,92.9,1,0
Chaz Schilens,4540,WR,8,OAK,49,29,59.2,365,2,66.3,63.0,58.0,76.5,,12.6,61,2.1,25,17,3,2,0,2,79.0,3,2
Ricky Williams,440,HB,16,MIA,49,35,71.4,264,2,55.4,42.7,37.9,51.2,74.4,7.5,277,7.9,59,9,6,2,1,2,80.7,0,0
Mark Bradley,2256,WR,13,KC,49,24,49.0,320,2,52.9,52.2,27.6,76.0,,13.3,117,4.9,50,11,8,2,0,2,66.7,2,0
Marcedes Lewis,2973,TE,15,JAX,49,32,65.3,518,2,85.7,71.5,43.4,37.3,70.8,16.2,162,5.1,47,20,4,1,1,4,105.7,3,0
Kevin Faulk,470,HB,15,NE,48,37,77.1,301,1,63.1,59.2,64.3,86.4,72.8,8.1,279,7.5,38,13,3,0,0,4,99.4,1,0
Will Heller,1623,TE,16,DET,47,29,61.7,296,3,58.3,49.0,38.8,76.3,63.3,10.2,138,4.8,24,17,4,2,0,0,83.3,4,1
Dave Thomas,3031,TE,15,NO,46,35,76.1,356,1,77.1,73.2,89.7,77.4,66.2,10.2,203,5.8,37,18,0,1,0,3,95.9,4,0
Tony Scheffler,3006,TE,15,DEN,46,31,67.4,416,2,75.1,72.3,68.1,76.6,73.0,13.4,190,6.1,52,19,2,2,0,1,92.3,2,0
Dante Rosario,3771,TE,14,CAR,45,26,57.8,313,2,69.1,62.8,65.2,75.9,57.3,12.0,132,5.1,26,19,2,1,0,0,84.8,1,0
Kelley Washington,1380,WR,15,BLT,45,34,75.6,431,2,74.0,71.5,79.6,77.4,,12.7,118,3.5,28,27,2,0,0,5,119.8,1,0
Jerome Harrison,3090,HB,14,CLV,45,34,75.6,220,2,47.8,47.3,37.7,67.7,61.1,6.5,260,7.6,18,11,6,0,0,2,100.2,0,0
Josh Reed,1043,WR,14,BUF,44,27,61.4,291,1,67.8,67.1,53.4,76.5,,10.8,106,3.9,29,18,3,4,0,3,50.5,1,0
Isaac Bruce,80,WR,9,SF,44,21,47.7,264,0,63.8,63.1,39.1,75.2,,12.6,63,3.0,50,13,4,2,0,0,47.9,1,1
Michael Clayton,1736,WR,12,TB,44,16,36.4,230,1,53.3,51.5,28.6,73.6,,14.4,39,2.4,47,11,5,5,0,0,22.2,2,0
Maurice Stovall,3035,WR,11,TB,43,24,55.8,363,1,63.4,61.9,51.8,75.3,,15.1,95,4.0,38,16,3,5,0,1,51.9,1,0
Pierre Thomas,4080,HB,14,NO,42,39,92.9,302,2,77.5,79.4,90.1,62.3,28.5,7.7,390,10.0,36,12,0,0,1,9,112.5,1,0
Sam Aiken,1439,WR,12,NE,42,20,47.6,326,2,63.6,59.9,70.7,74.4,,16.3,207,10.4,81,12,1,2,0,4,70.1,2,0
Chris Cooley,1802,TE,7,WAS,41,29,70.7,332,2,74.6,74.9,77.4,27.3,61.4,11.4,178,6.1,25,17,1,0,1,3,111.0,0,0
Devin Thomas,4348,WR,14,WAS,41,25,61.0,325,3,65.3,64.7,45.7,76.8,,13.0,162,6.5,40,16,4,1,0,7,100.2,0,0
Devin Aromashodu,3178,WR,9,CHI,40,24,60.0,298,4,83.7,83.3,62.3,75.3,,12.4,76,3.2,39,16,2,4,0,0,76.9,0,0
Julius Jones,1764,HB,14,SEA,40,35,87.5,232,2,59.5,58.5,72.2,90.6,55.9,6.6,353,10.1,49,10,2,0,0,2,107.5,0,0
Deon Butler,5014,WR,16,SEA,40,15,37.5,175,0,56.6,54.2,38.1,73.0,,11.7,52,3.5,32,9,3,1,0,2,41.1,0,0
Keenan Burton,4442,WR,9,STR,40,25,62.5,253,0,67.7,66.1,86.1,75.7,66.1,10.1,92,3.7,25,17,0,5,0,1,40.9,0,0
Benjamin Watson,1753,TE,16,NE,40,29,72.5,404,5,66.9,63.3,58.0,76.5,56.5,13.9,87,3.0,36,20,3,0,0,0,144.2,4,1
Johnnie Lee Higgins,3715,WR,14,OAK,40,19,47.5,263,0,57.4,55.8,27.6,75.1,,13.8,42,2.2,33,14,6,3,0,0,37.8,0,0
DeAngelo Williams,2972,HB,13,CAR,40,29,72.5,252,0,65.7,52.9,48.9,58.1,58.0,8.7,211,7.3,30,14,4,1,0,8,78.3,2,0
Cadillac Williams,2222,HB,16,TB,39,29,74.4,221,3,59.8,57.0,58.3,81.8,55.8,7.6,222,7.7,22,11,3,1,0,3,102.6,2,2
Chansi Stuckey,3851,WR,11,CLV,39,19,48.7,198,1,57.0,54.4,28.5,77.0,,10.4,65,3.4,40,14,6,1,0,3,61.7,0,0
Malcolm Kelly,4365,WR,16,WAS,38,25,65.8,347,0,61.0,59.1,85.7,75.5,,13.9,189,7.6,84,15,0,3,0,4,62.1,2,0
Mike Furrey,726,WR,16,CLV,38,22,57.9,160,0,52.1,51.7,60.7,74.9,,7.3,56,2.5,22,12,2,2,0,1,45.9,0,0
Knowshon Moreno,4935,HB,16,DEN,38,28,73.7,217,2,58.0,38.9,56.1,51.9,74.6,7.8,201,7.2,27,10,3,2,2,4,82.9,1,1
Darrius Heyward-Bey,4930,WR,11,OAK,38,9,23.7,124,1,47.6,44.3,26.1,72.0,,13.8,14,1.6,24,8,5,3,0,0,16.6,0,0
Alge Crumpler,805,TE,16,TEN,37,27,73.0,222,1,73.5,53.7,75.5,26.7,71.4,8.2,65,2.4,27,9,1,3,1,3,63.1,1,0
Lance Long,4648,WR,7,KC,37,20,54.1,178,0,47.9,48.4,29.4,74.8,,8.9,79,4.0,30,6,4,2,0,1,44.7,0,0
Maurice Morris,1061,HB,14,DET,36,26,72.2,210,0,52.8,57.1,55.9,73.6,50.3,8.1,207,8.0,19,7,3,2,0,0,63.4,1,0
Daniel Graham,1028,TE,16,DEN,36,28,77.8,289,1,65.8,51.1,50.0,76.6,63.9,10.3,209,7.5,24,14,5,1,0,7,97.8,9,0
John Paul Foschi,2046,TE,15,CIN,36,27,75.0,260,2,60.9,52.9,66.0,27.0,53.1,9.6,135,5.0,27,10,2,0,1,2,113.2,6,0
Correll Buckhalter,869,HB,14,DEN,36,31,86.1,240,0,60.4,61.9,68.2,37.8,35.5,7.7,266,8.6,30,8,2,0,0,7,94.4,1,1
Joel Dreessen,2415,TE,16,HST,35,26,74.3,320,1,67.1,57.5,65.7,76.0,72.4,12.3,145,5.6,25,16,1,2,0,1,87.8,0,0
Jacoby Jones,3689,WR,14,HST,35,27,77.1,437,6,76.3,75.2,36.4,76.8,68.7,16.2,148,5.5,45,19,5,2,0,2,134.2,1,0
Jason Snelling,3860,HB,14,ATL,34,30,88.2,260,1,61.7,59.4,78.0,59.7,80.2,8.7,223,7.4,38,13,1,0,1,4,108.3,1,1
Marshawn Lynch,3628,HB,13,BUF,34,28,82.4,195,0,58.6,48.9,39.9,54.7,76.4,7.0,229,8.2,35,7,4,0,0,2,90.6,2,0
Brian Leonard,3668,HB,14,CIN,34,30,88.2,219,0,63.1,69.2,87.6,44.4,76.8,7.3,223,7.4,18,13,0,0,1,3,93.5,0,0
