lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.247,0.251,0.252,0.25,18.28,14.64,0.486,0.697,0.421,0.649
0.247,0.249,0.253,0.251,18.29,14.69,0.484,0.696,0.421,0.649
0.248,0.248,0.253,0.251,18.32,14.69,0.486,0.697,0.421,0.649
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.248,0.255,0.248,0.249,9.0,6.97,0.432,0.657,0.082,0.287
0.25,0.254,0.247,0.249,9.02,6.88,0.431,0.657,0.082,0.287
0.251,0.251,0.248,0.25,9.06,6.92,0.424,0.651,0.082,0.287
0.251,0.254,0.247,0.249,9.07,6.94,0.435,0.659,0.082,0.287
0.25,0.252,0.249,0.249,9.08,6.92,0.421,0.649,0.082,0.287
0.25,0.251,0.249,0.251,9.08,6.93,0.42,0.648,0.082,0.287
0.252,0.251,0.248,0.25,9.09,6.93,0.422,0.65,0.082,0.287
0.248,0.252,0.249,0.251,9.09,6.96,0.418,0.647,0.082,0.287
0.25,0.252,0.247,0.251,9.09,6.94,0.416,0.645,0.082,0.287
0.25,0.25,0.25,0.251,9.09,6.95,0.416,0.645,0.082,0.287
0.248,0.251,0.249,0.251,9.09,6.93,0.413,0.642,0.082,0.287
0.249,0.253,0.247,0.25,9.1,7.0,0.423,0.65,0.082,0.287
0.247,0.253,0.248,0.251,9.1,6.93,0.419,0.647,0.082,0.287
0.249,0.251,0.249,0.251,9.1,6.93,0.418,0.646,0.082,0.287
0.245,0.255,0.249,0.252,9.1,6.98,0.409,0.64,0.082,0.287
0.249,0.253,0.248,0.25,9.11,6.97,0.419,0.647,0.082,0.287
0.246,0.252,0.25,0.252,9.11,6.96,0.415,0.644,0.082,0.287
0.251,0.25,0.248,0.25,9.11,6.94,0.411,0.641,0.082,0.287
0.25,0.25,0.249,0.251,9.12,6.92,0.43,0.656,0.082,0.287
0.249,0.25,0.249,0.251,9.12,6.96,0.412,0.642,0.082,0.287
0.246,0.253,0.249,0.252,9.13,6.98,0.411,0.641,0.082,0.287
0.247,0.251,0.25,0.252,9.13,6.96,0.41,0.64,0.082,0.287
0.251,0.251,0.246,0.252,9.14,6.98,0.423,0.65,0.082,0.287
0.249,0.251,0.249,0.251,9.14,6.94,0.418,0.646,0.082,0.287
0.252,0.249,0.251,0.249,9.15,6.98,0.425,0.652,0.082,0.287
0.247,0.253,0.247,0.252,9.15,6.98,0.408,0.639,0.082,0.287
0.25,0.25,0.251,0.249,9.16,6.98,0.426,0.653,0.082,0.287
0.253,0.249,0.247,0.251,9.16,7.0,0.419,0.647,0.082,0.287
0.253,0.247,0.247,0.253,9.17,6.99,0.413,0.643,0.082,0.287
0.251,0.249,0.251,0.249,9.18,7.01,0.423,0.65,0.082,0.287
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.258,0.258,0.227,0.257,0.96,0.75,0.498,0.706,0.116,0.341
0.261,0.264,0.21,0.265,0.97,0.76,0.503,0.71,0.116,0.341
0.265,0.262,0.209,0.264,0.97,0.76,0.492,0.701,0.116,0.341
0.255,0.256,0.229,0.26,0.97,0.75,0.49,0.7,0.116,0.341
0.262,0.264,0.21,0.264,0.97,0.76,0.488,0.698,0.116,0.341
0.263,0.263,0.211,0.263,0.98,0.77,0.501,0.708,0.116,0.341
0.261,0.264,0.211,0.264,0.98,0.77,0.499,0.706,0.116,0.341
0.255,0.254,0.23,0.262,0.98,0.76,0.496,0.704,0.116,0.341
0.263,0.263,0.21,0.264,0.98,0.77,0.495,0.704,0.116,0.341
0.261,0.264,0.21,0.265,0.98,0.76,0.495,0.703,0.116,0.341
0.261,0.264,0.211,0.264,0.98,0.76,0.495,0.703,0.116,0.341
0.26,0.26,0.213,0.267,0.98,0.77,0.492,0.702,0.116,0.341
0.262,0.261,0.211,0.265,0.98,0.76,0.492,0.701,0.116,0.341
0.262,0.261,0.21,0.266,0.98,0.77,0.491,0.701,0.116,0.341
0.262,0.263,0.211,0.265,0.98,0.76,0.489,0.699,0.116,0.341
0.263,0.262,0.211,0.265,0.98,0.76,0.488,0.699,0.116,0.341
0.262,0.262,0.211,0.266,0.98,0.76,0.488,0.698,0.116,0.341
0.262,0.262,0.211,0.266,0.98,0.76,0.488,0.699,0.116,0.341
0.26,0.263,0.211,0.266,0.98,0.76,0.487,0.698,0.116,0.341
0.261,0.261,0.212,0.266,0.98,0.76,0.487,0.698,0.116,0.341
0.258,0.263,0.213,0.266,0.98,0.77,0.486,0.697,0.116,0.341
0.261,0.262,0.212,0.265,0.98,0.77,0.486,0.697,0.116,0.341
0.258,0.265,0.212,0.265,0.98,0.77,0.484,0.696,0.116,0.341
0.26,0.263,0.212,0.266,0.98,0.76,0.484,0.696,0.116,0.341
0.259,0.263,0.212,0.265,0.98,0.76,0.484,0.696,0.116,0.341
0.258,0.254,0.231,0.257,0.99,0.77,0.498,0.705,0.116,0.341
0.256,0.254,0.232,0.258,0.99,0.78,0.488,0.699,0.116,0.341
0.262,0.261,0.213,0.264,0.99,0.78,0.48,0.693,0.116,0.341
0.256,0.254,0.233,0.258,0.99,0.78,0.479,0.692,0.116,0.341
0.259,0.261,0.214,0.266,0.99,0.77,0.474,0.689,0.116,0.341
lgbm,xgb,lasso,ridge,rmse,mae,r2_pred,c_pred,r2_adp,c_adp
0.251,0.254,0.236,0.259,0.25,0.2,0.257,0.507,0.279,0.528
0.252,0.254,0.236,0.258,0.25,0.2,0.255,0.505,0.279,0.528
0.249,0.255,0.237,0.259,0.25,0.2,0.253,0.503,0.279,0.528
0.255,0.252,0.235,0.259,0.25,0.2,0.251,0.501,0.279,0.528
0.25,0.253,0.237,0.26,0.25,0.2,0.248,0.498,0.279,0.528
0.247,0.255,0.238,0.26,0.25,0.2,0.247,0.497,0.279,0.528
0.252,0.252,0.236,0.26,0.25,0.2,0.245,0.495,0.279,0.528
0.251,0.255,0.236,0.258,0.25,0.2,0.245,0.495,0.279,0.528
0.25,0.254,0.237,0.259,0.25,0.2,0.245,0.495,0.279,0.528
0.252,0.251,0.237,0.26,0.25,0.2,0.245,0.495,0.279,0.528
0.25,0.252,0.238,0.26,0.25,0.2,0.245,0.495,0.279,0.528
0.247,0.254,0.239,0.26,0.25,0.2,0.245,0.495,0.279,0.528
0.252,0.253,0.236,0.259,0.25,0.2,0.244,0.494,0.279,0.528
0.249,0.253,0.238,0.26,0.25,0.2,0.241,0.491,0.279,0.528
0.249,0.252,0.238,0.261,0.25,0.2,0.237,0.486,0.279,0.528
0.249,0.253,0.238,0.261,0.25,0.2,0.235,0.485,0.279,0.528
0.246,0.253,0.24,0.261,0.25,0.2,0.234,0.484,0.279,0.528
0.251,0.251,0.238,0.26,0.25,0.2,0.234,0.484,0.279,0.528
0.252,0.253,0.237,0.258,0.25,0.2,0.234,0.484,0.279,0.528
0.253,0.251,0.237,0.26,0.25,0.2,0.233,0.482,0.279,0.528
0.25,0.251,0.238,0.26,0.25,0.2,0.233,0.482,0.279,0.528
0.249,0.25,0.24,0.262,0.25,0.2,0.232,0.482,0.279,0.528
0.252,0.253,0.237,0.258,0.25,0.2,0.23,0.479,0.279,0.528
0.251,0.25,0.238,0.261,0.25,0.2,0.23,0.48,0.279,0.528
0.252,0.249,0.239,0.261,0.25,0.2,0.227,0.477,0.279,0.528
0.25,0.248,0.241,0.262,0.25,0.2,0.227,0.476,0.279,0.528
0.248,0.251,0.239,0.262,0.25,0.2,0.227,0.476,0.279,0.528
0.249,0.25,0.24,0.262,0.25,0.2,0.225,0.474,0.279,0.528
0.25,0.251,0.239,0.26,0.25,0.2,0.223,0.472,0.279,0.528
0.247,0.249,0.241,0.263,0.25,0.2,0.219,0.468,0.279,0.528
