league,domain,position,candidate,season,rows,production_rmse,opportunity_control_rmse,candidate_rmse,ppg_delta_vs_control,q90_events,opportunity_control_brier,candidate_brier,q90_brier_delta_vs_control,control_average_precision,candidate_average_precision,q90_ap_delta_vs_control
beta,receiving,RB,rec_route_grade,2019,105,2.946084398667262,3.044068331033721,3.114186047030214,0.07011771599649297,11,0.072305474515463,0.07319216889592511,0.0008866943804621136,0.517261949520014,0.5417535747081201,0.024491625188106103
beta,receiving,RB,rec_route_grade,2020,122,3.3388610322635595,3.361398783955551,3.37296594377784,0.011567159822289064,13,0.07048011307627179,0.07367391856855834,0.0031938054922865527,0.4603197916546333,0.4996493534955073,0.039329561840873994
beta,receiving,RB,rec_route_grade,2021,116,3.255196364929645,3.251596332614446,3.246277114341584,-0.005319218272862081,12,0.05415327922024835,0.05310789211742896,-0.0010453871028193937,0.7246397630410913,0.7648884680134681,0.04024870497237676
beta,receiving,RB,rec_route_grade,2022,122,2.7449802286629525,2.827463462314609,2.8082540223000807,-0.0192094400145284,13,0.06032393283367125,0.060207338299489196,-0.0001165945341820504,0.5773769912882816,0.5832646520146519,0.0058876607263703695
beta,receiving,RB,rec_route_grade,2023,109,3.576739281884182,3.5794253379584475,3.5578218500023335,-0.021603487956113998,11,0.08845712597518096,0.08868975517388422,0.00023262919870326026,0.323972693972694,0.32595476685150593,0.0019820728788119135
beta,receiving,RB,rec_route_grade,2024,109,3.351970868230575,3.3618394495886945,3.4010405421998904,0.039201092611195865,11,0.057727215234371895,0.061084412379960394,0.003357197145588499,0.6108798064680417,0.5969777993842164,-0.013902007083825385
beta,receiving,RB,rec_route_grade,2025,109,3.1237937675615783,3.115336788408428,3.1029350662881514,-0.01240172212027657,11,0.04878606965769186,0.048373514149453054,-0.00041255550823880716,0.7279552965769975,0.718171979535616,-0.009783317041381578
beta,receiving,RB,rec_route_rate,2018,109,3.874838135051197,3.852476116529683,3.7657383475890014,-0.08673776894068164,11,0.051043545708538196,0.046137451990359075,-0.004906093718179121,0.7969626333262698,0.8433215072312816,0.04635887390501181
beta,receiving,RB,rec_route_rate,2019,105,2.946084398667262,3.044068331033721,3.202946387753049,0.15887805671932798,11,0.072305474515463,0.07795638960080413,0.005650915085341129,0.517261949520014,0.4853800142025646,-0.03188193531744943
beta,receiving,RB,rec_route_rate,2020,122,3.3388610322635595,3.361398783955551,3.363739026528941,0.00234024257339005,13,0.07048011307627179,0.07206104601161603,0.0015809329353442397,0.4603197916546333,0.43648358512611907,-0.02383620652851426
beta,receiving,RB,rec_route_rate,2021,116,3.255196364929645,3.251596332614446,3.2393094714336423,-0.012286861180803577,12,0.05415327922024835,0.054304899417280623,0.0001516201970322706,0.7246397630410913,0.724815730864118,0.00017596782302664593
beta,receiving,RB,rec_route_rate,2022,122,2.7449802286629525,2.827463462314609,2.8651863798523403,0.03772291753773116,13,0.06032393283367125,0.06049262438332283,0.00016869154965157979,0.5773769912882816,0.5874918764031667,0.01011488511488512
beta,receiving,RB,rec_route_rate,2023,109,3.576739281884182,3.5794253379584475,3.5663769536481182,-0.013048384310329286,11,0.08845712597518096,0.0884073001940562,-4.9825781124765434e-05,0.323972693972694,0.323972693972694,0.0
beta,receiving,RB,rec_route_rate,2024,109,3.351970868230575,3.3618394495886945,3.386088450570344,0.024249000981649615,11,0.057727215234371895,0.057462632222779766,-0.0002645830115921288,0.6108798064680417,0.6261395467277819,0.015259740259740195
beta,receiving,RB,rec_route_rate,2025,109,3.1237937675615783,3.115336788408428,3.1243284022178166,0.008991613809388621,11,0.04878606965769186,0.048990048560960564,0.00020397890326870338,0.7279552965769975,0.6896658082875092,-0.038289488289488305
beta,receiving,RB,rec_slot_rate,2018,109,3.874838135051197,3.852476116529683,3.835211369624799,-0.01726474690488411,11,0.051043545708538196,0.05134755803834867,0.0003040123298104769,0.7969626333262698,0.7965034965034965,-0.0004591368227733206
beta,receiving,RB,rec_slot_rate,2019,105,2.946084398667262,3.044068331033721,3.1197406715185907,0.0756723404848696,11,0.072305474515463,0.07655072957659205,0.00424525506112905,0.517261949520014,0.45539141698029173,-0.0618705325397223
beta,receiving,RB,rec_slot_rate,2020,122,3.3388610322635595,3.361398783955551,3.3634384286357313,0.0020396446801802526,13,0.07048011307627179,0.06946040343650281,-0.0010197096397689814,0.4603197916546333,0.48276983964802134,0.02245004799338801
beta,receiving,RB,rec_slot_rate,2021,116,3.255196364929645,3.251596332614446,3.257924842063485,0.006328509449039288,12,0.05415327922024835,0.05506201335180401,0.0009087341315556566,0.7246397630410913,0.7184471985311538,-0.006192564509937548
beta,receiving,RB,rec_slot_rate,2022,122,2.7449802286629525,2.827463462314609,2.828784283286812,0.001320820972202874,13,0.06032393283367125,0.06135596961802233,0.0010320367843510841,0.5773769912882816,0.58832272553992,0.010945734251638473
beta,receiving,RB,rec_slot_rate,2023,109,3.576739281884182,3.5794253379584475,3.579167082364023,-0.0002582555944243836,11,0.08845712597518096,0.08910260455354085,0.0006454785783598926,0.323972693972694,0.3246596264296062,0.0006869324569122037
beta,receiving,RB,rec_slot_rate,2024,109,3.351970868230575,3.3618394495886945,3.352677775065464,-0.009161674523230356,11,0.057727215234371895,0.058883716872129226,0.0011565016377573303,0.6108798064680417,0.6216031740095911,0.010723367541549345
beta,receiving,RB,rec_slot_rate,2025,109,3.1237937675615783,3.115336788408428,3.0975048890112955,-0.017831899397132478,11,0.04878606965769186,0.0487780333685427,-8.036289149158937e-06,0.7279552965769975,0.7279552965769975,0.0
beta,receiving,RB,rec_targeted_qb_rating,2018,109,3.874838135051197,3.830343559828724,3.827402313000054,-0.002941246828669808,11,0.050617427640070926,0.04876588894764038,-0.0018515386924305433,0.8059186644860186,0.8200000000000001,0.014081335513981497
beta,receiving,RB,rec_targeted_qb_rating,2019,105,2.946084398667262,3.091559222127448,3.0743040070870347,-0.017255215040413496,11,0.07251472212687891,0.07155429375686215,-0.0009604283700167665,0.5333721833721834,0.580543266628663,0.04717108325647956
beta,receiving,RB,rec_targeted_qb_rating,2020,122,3.3388610322635595,3.3581955877042784,3.36374081072337,0.005545223019091772,13,0.07089039227140329,0.07182418669040432,0.00093379441900103,0.4579484048714818,0.4524405761577226,-0.005507828713759211
beta,receiving,RB,rec_targeted_qb_rating,2021,116,3.255196364929645,3.264321696724089,3.2472594359012423,-0.017062260822846564,12,0.05436494184256744,0.052543276111334615,-0.0018216657312328244,0.7246397630410913,0.7864959114959116,0.06185614845482024
beta,receiving,RB,rec_targeted_qb_rating,2022,122,2.7449802286629525,2.826862795597544,2.8399647403867023,0.01310194478915827,13,0.06038081418793403,0.05919091435057772,-0.0011898998373563105,0.5773769912882816,0.604028704959226,0.026651713670944432
beta,receiving,RB,rec_targeted_qb_rating,2023,109,3.576739281884182,3.58154638543318,3.582654863093961,0.0011084776607810376,11,0.08853967621143984,0.08834355572089862,-0.00019612049054121283,0.32348429348429353,0.33302965310402377,0.009545359619730243
beta,receiving,RB,rec_targeted_qb_rating,2024,109,3.351970868230575,3.361658892117861,3.3805759075844795,0.01891701546661828,11,0.05772929106720081,0.061627821660071816,0.0038985305928710065,0.6192714148596501,0.6050045913682277,-0.014266823491422387
beta,receiving,RB,rec_targeted_qb_rating,2025,109,3.1237937675615783,3.1149204855923327,3.1154531757257007,0.0005326901333679857,11,0.04885246616981851,0.04840893130586993,-0.0004435348639485817,0.7279552965769975,0.7269472320608684,-0.0010080645161291146
beta,receiving,RB,rec_targets_per_route,2018,109,3.874838135051197,3.852476116529683,3.8249952791456696,-0.027480837384013412,11,0.051043545708538196,0.049368314435679045,-0.0016752312728591512,0.7969626333262698,0.807867132867133,0.010904499540863144
beta,receiving,RB,rec_targets_per_route,2019,105,2.946084398667262,3.044068331033721,3.115708793868179,0.0716404628344578,11,0.072305474515463,0.0737054913051259,0.0014000167896628946,0.517261949520014,0.5220829815960691,0.0048210320760551095
beta,receiving,RB,rec_targets_per_route,2020,122,3.3388610322635595,3.361398783955551,3.3598753122986484,-0.0015234716569025863,13,0.07048011307627179,0.07153282925217651,0.0010527161759047166,0.4603197916546333,0.4370509382515133,-0.023268853403120016
beta,receiving,RB,rec_targets_per_route,2021,116,3.255196364929645,3.251596332614446,3.257719160481283,0.006122827866837266,12,0.05415327922024835,0.05417002264116275,1.6743420914400176e-05,0.7246397630410913,0.7246397630410913,0.0
beta,receiving,RB,rec_targets_per_route,2022,122,2.7449802286629525,2.827463462314609,2.827784667898719,0.00032120558410975164,13,0.06032393283367125,0.060244434052055935,-7.949878161531143e-05,0.5773769912882816,0.5847029986142889,0.0073260073260073
beta,receiving,RB,rec_targets_per_route,2023,109,3.576739281884182,3.5794253379584475,3.5789131633572446,-0.0005121746012028972,11,0.08845712597518096,0.08839243438653077,-6.469158865018976e-05,0.323972693972694,0.3228904428904429,-0.0010822510822511289
beta,receiving,RB,rec_targets_per_route,2024,109,3.351970868230575,3.3618394495886945,3.3594515972660925,-0.0023878523226019688,11,0.057727215234371895,0.057632070130675485,-9.514510369641044e-05,0.6108798064680417,0.6173733129615482,0.00649350649350644
beta,receiving,RB,rec_targets_per_route,2025,109,3.1237937675615783,3.115336788408428,3.1137214439482754,-0.0016153444601525457,11,0.04878606965769186,0.04827655895706326,-0.0005095107006286015,0.7279552965769975,0.6966442017578381,-0.03131109481915939
beta,receiving,RB,rec_touchdowns_per_route,2018,109,3.874838135051197,3.852476116529683,3.841817755572719,-0.010658360956964152,11,0.051043545708538196,0.049800234655380006,-0.00124331105315819,0.7969626333262698,0.818022219458608,0.02105958613233816
beta,receiving,RB,rec_touchdowns_per_route,2019,105,2.946084398667262,3.044068331033721,3.0428020915238205,-0.0012662395099005685,11,0.072305474515463,0.07430504108038187,0.00199956656491887,0.517261949520014,0.5453933453601534,0.02813139584013935
beta,receiving,RB,rec_touchdowns_per_route,2020,122,3.3388610322635595,3.361398783955551,3.3796155100220306,0.018216726066479616,13,0.07048011307627179,0.07226190665807201,0.0017817935818002228,0.4603197916546333,0.45890462813539734,-0.0014151635192359846
beta,receiving,RB,rec_touchdowns_per_route,2021,116,3.255196364929645,3.251596332614446,3.251965349279452,0.0003690166650058835,12,0.05415327922024835,0.05418970983462532,3.643061437696993e-05,0.7246397630410913,0.7246397630410913,0.0
beta,receiving,RB,rec_touchdowns_per_route,2022,122,2.7449802286629525,2.827463462314609,2.8378720019333583,0.010408539618749213,13,0.06032393283367125,0.060288224421452215,-3.570841221903209e-05,0.5773769912882816,0.5987408424908425,0.021363851202560902
beta,receiving,RB,rec_touchdowns_per_route,2023,109,3.576739281884182,3.5794253379584475,3.5792953799717715,-0.00012995798667603253,11,0.08845712597518096,0.08868386487472675,0.00022673889954578919,0.323972693972694,0.32670481034117393,0.00273211636847992
beta,receiving,RB,rec_touchdowns_per_route,2024,109,3.351970868230575,3.3618394495886945,3.3602505401055685,-0.0015889094831260664,11,0.057727215234371895,0.05763323074615869,-9.398448821320432e-05,0.6108798064680417,0.6111545317427669,0.0002747252747251627
beta,receiving,RB,rec_touchdowns_per_route,2025,109,3.1237937675615783,3.115336788408428,3.1166875293250396,0.0013507409166115814,11,0.04878606965769186,0.04946644265842302,0.0006803730007311562,0.7279552965769975,0.6896949010585375,-0.038260395518460055
beta,receiving,RB,rec_wide_rate,2018,109,3.874838135051197,3.852476116529683,3.821700098608182,-0.030776017921501087,11,0.051043545708538196,0.05096562167095275,-7.792403758544869e-05,0.7969626333262698,0.7973397072327555,0.00037707390648566985
beta,receiving,RB,rec_wide_rate,2019,105,2.946084398667262,3.044068331033721,3.1526498831715006,0.10858155213777954,11,0.072305474515463,0.07590296928210981,0.0035974947666468082,0.517261949520014,0.43236625150500746,-0.08489569801500657
beta,receiving,RB,rec_wide_rate,2020,122,3.3388610322635595,3.361398783955551,3.3659233133413653,0.004524529385814269,13,0.07048011307627179,0.07058958364910682,0.00010947057283502981,0.4603197916546333,0.46022821656305823,-9.157509157509125e-05
beta,receiving,RB,rec_wide_rate,2021,116,3.255196364929645,3.251596332614446,3.252884744481794,0.0012884118673479605,12,0.05415327922024835,0.05413332348353858,-1.9955736709771632e-05,0.7246397630410913,0.7246397630410913,0.0
beta,receiving,RB,rec_wide_rate,2022,122,2.7449802286629525,2.827463462314609,2.8323447560659423,0.004881293751333171,13,0.06032393283367125,0.06037634679114732,5.2413957476071804e-05,0.5773769912882816,0.5772176541407311,-0.00015933714755045347
beta,receiving,RB,rec_wide_rate,2023,109,3.576739281884182,3.5794253379584475,3.5791781312210937,-0.00024720673735378895,11,0.08845712597518096,0.08879283977366112,0.00033571379848015837,0.323972693972694,0.3279749641039964,0.004002270131302388
beta,receiving,RB,rec_wide_rate,2024,109,3.351970868230575,3.3618394495886945,3.3612531514463506,-0.0005862981423438995,11,0.057727215234371895,0.05754898354355612,-0.00017823169081577356,0.6108798064680417,0.6273882979765332,0.01650849150849143
beta,receiving,RB,rec_wide_rate,2025,109,3.1237937675615783,3.115336788408428,3.1122920102042104,-0.0030447782042175575,11,0.04878606965769186,0.048422338465169815,-0.000363731192522046,0.7279552965769975,0.6924075110292119,-0.03554778554778559
beta,receiving,RB,rec_yac_per_route,2018,109,3.874838135051197,3.852476116529683,3.8128340693127654,-0.039642047216917664,11,0.051043545708538196,0.04770975124801554,-0.0033337944605226558,0.7969626333262698,0.8127176214838554,0.01575498815758558
beta,receiving,RB,rec_yac_per_route,2019,105,2.946084398667262,3.044068331033721,3.096894728088662,0.052826397054940966,11,0.072305474515463,0.07252263717824448,0.00021716266278147545,0.517261949520014,0.5225312725273271,0.005269323007313087
beta,receiving,RB,rec_yac_per_route,2020,122,3.3388610322635595,3.361398783955551,3.359126768005557,-0.002272015949993822,13,0.07048011307627179,0.07157745308965849,0.0010973400133866967,0.4603197916546333,0.5098893727082235,0.04956958105359022
beta,receiving,RB,rec_yac_per_route,2021,116,3.255196364929645,3.251596332614446,3.261353617671082,0.00975728505663609,12,0.05415327922024835,0.05334135169001783,-0.0008119275302305232,0.7246397630410913,0.734118580791968,0.009478817750876667
beta,receiving,RB,rec_yac_per_route,2022,122,2.7449802286629525,2.827463462314609,2.8117302129499335,-0.015733249364675572,13,0.06032393283367125,0.0601705306889273,-0.00015340214474394986,0.5773769912882816,0.5868853368853368,0.009508345597055268
beta,receiving,RB,rec_yac_per_route,2023,109,3.576739281884182,3.5794253379584475,3.564893915704895,-0.014531422253552417,11,0.08845712597518096,0.08946648145546303,0.0010093554802820676,0.323972693972694,0.33026062581209636,0.00628793183940235
beta,receiving,RB,rec_yac_per_route,2024,109,3.351970868230575,3.3618394495886945,3.363639395468742,0.0017999458800472823,11,0.057727215234371895,0.05926428708467211,0.0015370718503002131,0.6108798064680417,0.6027629233511586,-0.008116883116883189
beta,receiving,RB,rec_yac_per_route,2025,109,3.1237937675615783,3.115336788408428,3.1189050733843113,0.0035682849758833513,11,0.04878606965769186,0.050119322578283165,0.0013332529205913046,0.7279552965769975,0.6954243100353158,-0.03253098654168174
beta,receiving,RB,rec_yards_per_target,2018,109,3.874838135051197,3.830343559828724,3.8365636153372473,0.006220055508523448,11,0.050617427640070926,0.04824924703535586,-0.002368180604715067,0.8059186644860186,0.8129832288923198,0.00706456440630121
beta,receiving,RB,rec_yards_per_target,2019,105,2.946084398667262,3.091559222127448,3.0906543849560624,-0.0009048371713857861,11,0.07251472212687891,0.07278670303294817,0.0002719809060692524,0.5333721833721834,0.5241850321395776,-0.009187151232605828
beta,receiving,RB,rec_yards_per_target,2020,122,3.3388610322635595,3.3581955877042784,3.3541272943231686,-0.004068293381109811,13,0.07089039227140329,0.07187731427105101,0.0009869219996477274,0.4579484048714818,0.48757965203814574,0.029631247166663932
beta,receiving,RB,rec_yards_per_target,2021,116,3.255196364929645,3.264321696724089,3.2647874202721736,0.0004657235480847177,12,0.05436494184256744,0.0525929537582242,-0.0017719880843432428,0.7246397630410913,0.7790885040885042,0.05444874104741282
beta,receiving,RB,rec_yards_per_target,2022,122,2.7449802286629525,2.826862795597544,2.8132304203095475,-0.013632375287996545,13,0.06038081418793403,0.05977460580928381,-0.0006062083786502193,0.5773769912882816,0.5968209326904979,0.01944394140221628
beta,receiving,RB,rec_yards_per_target,2023,109,3.576739281884182,3.58154638543318,3.546527154456145,-0.035019230977034965,11,0.08853967621143984,0.08602825773606938,-0.0025114184753704527,0.32348429348429353,0.35511932824596815,0.03163503476167462
beta,receiving,RB,rec_yards_per_target,2024,109,3.351970868230575,3.361658892117861,3.373830210630034,0.012171318512173013,11,0.05772929106720081,0.06380222494306384,0.0060729338758630305,0.6192714148596501,0.5697459403341756,-0.04952547452547451
beta,receiving,RB,rec_yards_per_target,2025,109,3.1237937675615783,3.1149204855923327,3.1196119888281415,0.004691503235808803,11,0.04885246616981851,0.04917927291329745,0.00032680674347893707,0.7279552965769975,0.6915084915084916,-0.03644680506850595
beta,receiving,RB,rec_yprr,2018,109,3.874838135051197,3.852476116529683,3.8300760835092196,-0.02240003302046345,11,0.051043545708538196,0.047805075784285396,-0.0032384699242528,0.7969626333262698,0.7988514992101794,0.001888865883909574
beta,receiving,RB,rec_yprr,2019,105,2.946084398667262,3.044068331033721,3.095381067788837,0.05131273675511583,11,0.072305474515463,0.07376848130301498,0.0014630067875519848,0.517261949520014,0.4638967234098109,-0.05336522611020311
beta,receiving,RB,rec_yprr,2020,122,3.3388610322635595,3.361398783955551,3.3567264081053807,-0.004672375850170329,13,0.07048011307627179,0.07294062705873607,0.002460513982464274,0.4603197916546333,0.5061509918652776,0.04583120021064424
beta,receiving,RB,rec_yprr,2021,116,3.255196364929645,3.251596332614446,3.2591443582396677,0.0075480256252218325,12,0.05415327922024835,0.05389770909125068,-0.0002555701289976703,0.7246397630410913,0.7257763443247315,0.0011365812836401368
beta,receiving,RB,rec_yprr,2022,122,2.7449802286629525,2.827463462314609,2.8171482296645314,-0.010315232650077721,13,0.06032393283367125,0.06043372741349971,0.00010979457982846635,0.5773769912882816,0.5727605727605728,-0.004616418527708777
beta,receiving,RB,rec_yprr,2023,109,3.576739281884182,3.5794253379584475,3.5626968663905765,-0.01672847156787105,11,0.08845712597518096,0.08807837609027623,-0.0003787498849047305,0.323972693972694,0.3301715274442547,0.006198833471560694
beta,receiving,RB,rec_yprr,2024,109,3.351970868230575,3.3618394495886945,3.3562683739057846,-0.005571075682909932,11,0.057727215234371895,0.059216299602426394,0.0014890843680544982,0.6108798064680417,0.6192714148596501,0.008391608391608352
beta,receiving,RB,rec_yprr,2025,109,3.1237937675615783,3.115336788408428,3.114154840908757,-0.0011819474996710433,11,0.04878606965769186,0.04932672689538318,0.000540657237691318,0.7279552965769975,0.7279552965769975,0.0
beta,receiving,TE,rec_adot,2018,95,2.2286605613626733,2.1983656576659314,2.2007441359360236,0.002378478270092188,10,0.06254265095779932,0.06265913966836324,0.00011648871056392507,0.6852840623428859,0.6788840326340326,-0.006400029708853228
beta,receiving,TE,rec_adot,2019,86,2.1128107619207386,2.1645135344026816,2.1687857095044953,0.004272175101813769,9,0.05191632367991701,0.05300145557851566,0.00108513189859865,0.7442750486228749,0.7266824560302823,-0.017592592592592604
beta,receiving,TE,rec_adot,2020,87,2.121869052300686,2.1327912199111547,2.1257426109367206,-0.007048608974434156,9,0.06475490627821667,0.06470322859573127,-5.16776824854015e-05,0.5668982284771757,0.5674144241153227,0.0005161956381469768
beta,receiving,TE,rec_adot,2021,84,1.9281554706484851,1.8716642098248009,1.8440263538600774,-0.027637855964723457,9,0.0513760411850085,0.050709675865744215,-0.0006663653192642838,0.7634920634920637,0.7463610463610464,-0.01713101713101728
beta,receiving,TE,rec_adot,2022,94,1.8259239245230303,1.7703661180359527,1.7650475296102375,-0.005318588425715198,10,0.055780021919351296,0.057453222738176574,0.001673200818825278,0.7201322751322751,0.6935281385281384,-0.02660413660413663
beta,receiving,TE,rec_adot,2023,88,1.7629995096919295,1.708979001925022,1.7238420478639567,0.014863045938934727,9,0.05177744720098576,0.052554612374628086,0.000777165173642326,0.7566757316757318,0.7521034095746739,-0.004572322101057846
beta,receiving,TE,rec_adot,2024,89,2.082029536835693,2.040070137731613,2.055558795289393,0.015488657557780172,9,0.05054900451027466,0.05051618409688044,-3.282041339421754e-05,0.7473934018051664,0.7473934018051664,0.0
beta,receiving,TE,rec_adot,2025,92,2.0887874378234925,2.148343517940461,2.17401838602326,0.02567486808279895,10,0.06277647296918377,0.06281036049196267,3.388752277889984e-05,0.6652819577443381,0.6619486244110048,-0.0033333333333332993
beta,receiving,TE,rec_first_downs_per_route,2018,95,2.2286605613626733,2.19947433809572,2.1985160356021782,-0.0009583024935415629,10,0.06304286509426973,0.06255656601095404,-0.00048629908331569716,0.6794017094017094,0.664276890193884,-0.01512481920782538
beta,receiving,TE,rec_first_downs_per_route,2019,86,2.1128107619207386,2.1641704245666573,2.1651956340037297,0.0010252094370724052,9,0.05222893137817476,0.05122437367506993,-0.0010045577031048344,0.7409980759980761,0.7523456790123457,0.011347603014269625
beta,receiving,TE,rec_first_downs_per_route,2020,87,2.121869052300686,2.135474437824907,2.1297227136273684,-0.005751724197538444,9,0.06486129768957442,0.06827610733125589,0.0034148096416814627,0.5702306335639669,0.5738460509137201,0.003615417349753236
beta,receiving,TE,rec_first_downs_per_route,2021,84,1.9281554706484851,1.8763106995947811,1.8837581895872884,0.007447489992507217,9,0.05188600053172573,0.052804225315541777,0.000918224783816049,0.747072879330944,0.7210230340949295,-0.0260498452360145
beta,receiving,TE,rec_first_downs_per_route,2022,94,1.8259239245230303,1.7681360442317464,1.758707929898972,-0.009428114332774351,10,0.05597152424604406,0.05357421238268263,-0.00239731186336143,0.7230952380952381,0.7505050505050505,0.02740981240981233
