domain,position,candidate,existing_feature,rows,spearman
receiving,WR,rec_route_grade,expert_ppg_team_game_median,1015,0.7820751140394084
receiving,WR,rec_route_grade,adp_log,938,-0.7717170180101247
receiving,WR,rec_route_grade,prior_year_ppg,1015,0.8317164472058403
receiving,WR,rec_route_grade,prior_3year_weighted_ppg,1015,0.7564972003806113
receiving,WR,rec_route_grade,career_weighted_ppg,1015,0.7293638757316251
receiving,WR,rec_route_grade,proj_targets,224,0.7888495911599042
receiving,WR,rec_route_grade,projected_receiving_point_share,1005,-0.07264291377236311
receiving,WR,rec_route_grade,proj_rush_attempts,978,0.20310674814812874
receiving,WR,rec_route_grade,projected_rush_point_share,1005,0.07264291377236311
receiving,WR,rec_targeted_qb_rating,base_prediction,1015,0.3460222275937651
receiving,WR,rec_targeted_qb_rating,expert_ppg_team_game_median,1015,0.34800403124907386
receiving,WR,rec_targeted_qb_rating,adp_log,938,-0.30946082888580656
receiving,WR,rec_targeted_qb_rating,prior_year_ppg,1015,0.4413016838032228
receiving,WR,rec_targeted_qb_rating,prior_3year_weighted_ppg,1015,0.32716889372190794
receiving,WR,rec_targeted_qb_rating,career_weighted_ppg,1015,0.3052805906407252
receiving,WR,rec_targeted_qb_rating,proj_targets,224,0.31148803411926285
receiving,WR,rec_targeted_qb_rating,projected_receiving_point_share,1005,-0.04105207592106823
receiving,WR,rec_targeted_qb_rating,proj_rush_attempts,978,0.10869774552226912
receiving,WR,rec_targeted_qb_rating,projected_rush_point_share,1005,0.04105207592106823
rushing,QB,rush_ypa,base_prediction,98,0.2153472448023258
rushing,QB,rush_ypa,expert_ppg_team_game_median,98,0.1913496420123813
rushing,QB,rush_ypa,adp_log,97,-0.15145697454239426
rushing,QB,rush_ypa,prior_year_ppg,98,0.18983225905169937
rushing,QB,rush_ypa,prior_3year_weighted_ppg,98,0.10267837219236335
rushing,QB,rush_ypa,career_weighted_ppg,98,0.1195863537542477
rushing,QB,rush_ypa,proj_targets,27,
rushing,QB,rush_ypa,projected_receiving_point_share,98,
rushing,QB,rush_ypa,proj_rush_attempts,98,0.33383275528578105
rushing,QB,rush_ypa,projected_rush_point_share,98,0.397037915447341
rushing,QB,rush_first_downs_per_attempt,base_prediction,98,0.17104525034968115
rushing,QB,rush_first_downs_per_attempt,expert_ppg_team_game_median,98,0.14627863268049826
rushing,QB,rush_first_downs_per_attempt,adp_log,97,-0.18104465905628
rushing,QB,rush_first_downs_per_attempt,prior_year_ppg,98,0.21120492029832014
rushing,QB,rush_first_downs_per_attempt,prior_3year_weighted_ppg,98,0.13587206212537303
rushing,QB,rush_first_downs_per_attempt,career_weighted_ppg,98,0.19749528384395781
rushing,QB,rush_first_downs_per_attempt,proj_targets,27,
rushing,QB,rush_first_downs_per_attempt,projected_receiving_point_share,98,
rushing,QB,rush_first_downs_per_attempt,proj_rush_attempts,98,0.19971560527965151
rushing,QB,rush_first_downs_per_attempt,projected_rush_point_share,98,0.2882849600473115
rushing,QB,rush_mtf_per_attempt,base_prediction,98,0.13528609171365605
rushing,QB,rush_mtf_per_attempt,expert_ppg_team_game_median,98,0.06194289664427224
rushing,QB,rush_mtf_per_attempt,adp_log,97,-0.07411498616323527
rushing,QB,rush_mtf_per_attempt,prior_year_ppg,98,0.078750048013732
rushing,QB,rush_mtf_per_attempt,prior_3year_weighted_ppg,98,-0.01519402189431814
rushing,QB,rush_mtf_per_attempt,career_weighted_ppg,98,0.04955431731541779
rushing,QB,rush_mtf_per_attempt,proj_targets,27,
rushing,QB,rush_mtf_per_attempt,projected_receiving_point_share,98,
rushing,QB,rush_mtf_per_attempt,proj_rush_attempts,98,0.4378877442159671
rushing,QB,rush_mtf_per_attempt,projected_rush_point_share,98,0.5129624210833752
rushing,QB,rush_yco_per_attempt,base_prediction,98,0.03366305702653725
rushing,QB,rush_yco_per_attempt,expert_ppg_team_game_median,98,-0.030386009429635704
rushing,QB,rush_yco_per_attempt,adp_log,97,0.05759520302966547
rushing,QB,rush_yco_per_attempt,prior_year_ppg,98,0.05308944618560145
rushing,QB,rush_yco_per_attempt,prior_3year_weighted_ppg,98,-0.09993720054753245
rushing,QB,rush_yco_per_attempt,career_weighted_ppg,98,-0.08176042486899879
rushing,QB,rush_yco_per_attempt,proj_targets,27,
rushing,QB,rush_yco_per_attempt,projected_receiving_point_share,98,
rushing,QB,rush_yco_per_attempt,proj_rush_attempts,98,0.32523948421402443
rushing,QB,rush_yco_per_attempt,projected_rush_point_share,98,0.4260544410710943
rushing,QB,rush_explosive_per_attempt,base_prediction,98,0.14720753999569056
rushing,QB,rush_explosive_per_attempt,expert_ppg_team_game_median,98,0.1504211493930929
rushing,QB,rush_explosive_per_attempt,adp_log,97,-0.14603018087313915
rushing,QB,rush_explosive_per_attempt,prior_year_ppg,98,0.20401318706207452
rushing,QB,rush_explosive_per_attempt,prior_3year_weighted_ppg,98,0.11458685412840797
rushing,QB,rush_explosive_per_attempt,career_weighted_ppg,98,0.12142852651613162
rushing,QB,rush_explosive_per_attempt,proj_targets,27,
rushing,QB,rush_explosive_per_attempt,projected_receiving_point_share,98,
rushing,QB,rush_explosive_per_attempt,proj_rush_attempts,98,0.14618190232133996
rushing,QB,rush_explosive_per_attempt,projected_rush_point_share,98,0.187524310273022
rushing,QB,rush_breakaway_percent,base_prediction,98,0.313571042980051
rushing,QB,rush_breakaway_percent,expert_ppg_team_game_median,98,0.3063118484837664
rushing,QB,rush_breakaway_percent,adp_log,97,-0.20079073355747654
rushing,QB,rush_breakaway_percent,prior_year_ppg,98,0.2821210733110124
rushing,QB,rush_breakaway_percent,prior_3year_weighted_ppg,98,0.28898787891560596
rushing,QB,rush_breakaway_percent,career_weighted_ppg,98,0.323321906938574
rushing,QB,rush_breakaway_percent,proj_targets,27,
rushing,QB,rush_breakaway_percent,projected_receiving_point_share,98,
rushing,QB,rush_breakaway_percent,proj_rush_attempts,98,0.5008091354135009
rushing,QB,rush_breakaway_percent,projected_rush_point_share,98,0.5367814640185119
rushing,QB,rush_breakaway_yards_per_attempt,base_prediction,98,0.298023446462941
rushing,QB,rush_breakaway_yards_per_attempt,expert_ppg_team_game_median,98,0.2888091254749158
rushing,QB,rush_breakaway_yards_per_attempt,adp_log,97,-0.1836377071728747
rushing,QB,rush_breakaway_yards_per_attempt,prior_year_ppg,98,0.2704066419686682
rushing,QB,rush_breakaway_yards_per_attempt,prior_3year_weighted_ppg,98,0.2746116159894632
rushing,QB,rush_breakaway_yards_per_attempt,career_weighted_ppg,98,0.3119659108678166
rushing,QB,rush_breakaway_yards_per_attempt,proj_targets,27,
rushing,QB,rush_breakaway_yards_per_attempt,projected_receiving_point_share,98,
rushing,QB,rush_breakaway_yards_per_attempt,proj_rush_attempts,98,0.5053161922895494
rushing,QB,rush_breakaway_yards_per_attempt,projected_rush_point_share,98,0.560916067980764
rushing,QB,rush_gap_share,base_prediction,98,0.2911201150405625
rushing,QB,rush_gap_share,expert_ppg_team_game_median,98,0.24333142505759908
rushing,QB,rush_gap_share,adp_log,97,-0.19165196467162948
rushing,QB,rush_gap_share,prior_year_ppg,98,0.20955615205173025
rushing,QB,rush_gap_share,prior_3year_weighted_ppg,98,0.21497884622381472
rushing,QB,rush_gap_share,career_weighted_ppg,98,0.2358520671359137
rushing,QB,rush_gap_share,proj_targets,27,
rushing,QB,rush_gap_share,projected_receiving_point_share,98,
rushing,QB,rush_gap_share,proj_rush_attempts,98,0.5955548570700439
rushing,QB,rush_gap_share,projected_rush_point_share,98,0.6892889395324036
rushing,QB,rush_zone_share,base_prediction,98,-0.012210362604784196
rushing,QB,rush_zone_share,expert_ppg_team_game_median,98,-0.015290051971943865
rushing,QB,rush_zone_share,adp_log,97,0.11048059969178681
rushing,QB,rush_zone_share,prior_year_ppg,98,-0.04967672848766248
rushing,QB,rush_zone_share,prior_3year_weighted_ppg,98,-0.09543211337117757
rushing,QB,rush_zone_share,career_weighted_ppg,98,-0.08925998229993416
rushing,QB,rush_zone_share,proj_targets,27,
rushing,QB,rush_zone_share,projected_receiving_point_share,98,
rushing,QB,rush_zone_share,proj_rush_attempts,98,0.23892293171268428
rushing,QB,rush_zone_share,projected_rush_point_share,98,0.3439687838525786
rushing,QB,rush_run_grade,base_prediction,98,0.3777611301202184
rushing,QB,rush_run_grade,expert_ppg_team_game_median,98,0.3307266846967202
rushing,QB,rush_run_grade,adp_log,97,-0.35763152650034663
rushing,QB,rush_run_grade,prior_year_ppg,98,0.34099175954175637
rushing,QB,rush_run_grade,prior_3year_weighted_ppg,98,0.24641917868683558
rushing,QB,rush_run_grade,career_weighted_ppg,98,0.29574892034897554
rushing,QB,rush_run_grade,proj_targets,27,
rushing,QB,rush_run_grade,projected_receiving_point_share,98,
rushing,QB,rush_run_grade,proj_rush_attempts,98,0.4072391557035101
rushing,QB,rush_run_grade,projected_rush_point_share,98,0.41854089329341826
rushing,QB,rush_designed_yards_per_attempt,base_prediction,98,0.2285701534596969
rushing,QB,rush_designed_yards_per_attempt,expert_ppg_team_game_median,98,0.18140377050539053
rushing,QB,rush_designed_yards_per_attempt,adp_log,97,-0.08681359141594781
rushing,QB,rush_designed_yards_per_attempt,prior_year_ppg,98,0.14818710989550457
rushing,QB,rush_designed_yards_per_attempt,prior_3year_weighted_ppg,98,0.17590803894191226
rushing,QB,rush_designed_yards_per_attempt,career_weighted_ppg,98,0.21849677077953952
rushing,QB,rush_designed_yards_per_attempt,proj_targets,27,
rushing,QB,rush_designed_yards_per_attempt,projected_receiving_point_share,98,
rushing,QB,rush_designed_yards_per_attempt,proj_rush_attempts,98,0.6230363154263115
rushing,QB,rush_designed_yards_per_attempt,projected_rush_point_share,98,0.7681336827139477
rushing,QB,rush_scramble_share,base_prediction,98,-0.15484664849196783
rushing,QB,rush_scramble_share,expert_ppg_team_game_median,98,-0.11747866534001726
rushing,QB,rush_scramble_share,adp_log,97,0.04342737667930077
rushing,QB,rush_scramble_share,prior_year_ppg,98,-0.10755807469261323
rushing,QB,rush_scramble_share,prior_3year_weighted_ppg,98,-0.1604636410114813
rushing,QB,rush_scramble_share,career_weighted_ppg,98,-0.16812723352959164
rushing,QB,rush_scramble_share,proj_targets,27,
rushing,QB,rush_scramble_share,projected_receiving_point_share,98,
rushing,QB,rush_scramble_share,proj_rush_attempts,98,-0.4259346040727371
rushing,QB,rush_scramble_share,projected_rush_point_share,98,-0.5337800575779652
rushing,RB,rush_ypa,base_prediction,511,0.324584588736018
rushing,RB,rush_ypa,expert_ppg_team_game_median,511,0.32613140310182426
rushing,RB,rush_ypa,adp_log,505,-0.3570438914202865
rushing,RB,rush_ypa,prior_year_ppg,511,0.3154451072827737
rushing,RB,rush_ypa,prior_3year_weighted_ppg,511,0.15884405813313224
rushing,RB,rush_ypa,career_weighted_ppg,511,0.12378561997784895
rushing,RB,rush_ypa,proj_targets,111,0.18854066576283673
rushing,RB,rush_ypa,projected_receiving_point_share,510,-0.12852218066614374
rushing,RB,rush_ypa,proj_rush_attempts,496,0.22967295762967282
rushing,RB,rush_ypa,projected_rush_point_share,510,0.12852218066614374
rushing,RB,rush_first_downs_per_attempt,base_prediction,511,0.2386898931996086
rushing,RB,rush_first_downs_per_attempt,expert_ppg_team_game_median,511,0.22538686469074062
rushing,RB,rush_first_downs_per_attempt,adp_log,505,-0.25099189885072043
rushing,RB,rush_first_downs_per_attempt,prior_year_ppg,511,0.2594080397752724
rushing,RB,rush_first_downs_per_attempt,prior_3year_weighted_ppg,511,0.10997996017592847
rushing,RB,rush_first_downs_per_attempt,career_weighted_ppg,511,0.08175945719096121
rushing,RB,rush_first_downs_per_attempt,proj_targets,111,0.17462727173222123
rushing,RB,rush_first_downs_per_attempt,projected_receiving_point_share,510,-0.15965822027771706
rushing,RB,rush_first_downs_per_attempt,proj_rush_attempts,496,0.18777779280655935
rushing,RB,rush_first_downs_per_attempt,projected_rush_point_share,510,0.15965822027771706
rushing,RB,rush_mtf_per_attempt,base_prediction,511,0.210110945674922
rushing,RB,rush_mtf_per_attempt,expert_ppg_team_game_median,511,0.21331807220407062
rushing,RB,rush_mtf_per_attempt,adp_log,505,-0.22145758222734765
rushing,RB,rush_mtf_per_attempt,prior_year_ppg,511,0.18932968130994726
rushing,RB,rush_mtf_per_attempt,prior_3year_weighted_ppg,511,0.1334470408732763
rushing,RB,rush_mtf_per_attempt,career_weighted_ppg,511,0.10639849848756723
rushing,RB,rush_mtf_per_attempt,proj_targets,111,0.03608331103128171
rushing,RB,rush_mtf_per_attempt,projected_receiving_point_share,510,-0.08750494779705971
rushing,RB,rush_mtf_per_attempt,proj_rush_attempts,496,0.18821266516683088
rushing,RB,rush_mtf_per_attempt,projected_rush_point_share,510,0.08750494779705971
rushing,RB,rush_yco_per_attempt,base_prediction,511,0.2795619295081947
rushing,RB,rush_yco_per_attempt,expert_ppg_team_game_median,511,0.2794903488866385
rushing,RB,rush_yco_per_attempt,adp_log,505,-0.3060099047769237
rushing,RB,rush_yco_per_attempt,prior_year_ppg,511,0.24682493179513657
rushing,RB,rush_yco_per_attempt,prior_3year_weighted_ppg,511,0.1639932418721015
rushing,RB,rush_yco_per_attempt,career_weighted_ppg,511,0.14297290307417299
rushing,RB,rush_yco_per_attempt,proj_targets,111,0.06677357575826824
rushing,RB,rush_yco_per_attempt,projected_receiving_point_share,510,-0.2410881945816789
rushing,RB,rush_yco_per_attempt,proj_rush_attempts,496,0.2788539139148784
rushing,RB,rush_yco_per_attempt,projected_rush_point_share,510,0.2410881945816789
rushing,RB,rush_explosive_per_attempt,base_prediction,511,0.26647292182159404
rushing,RB,rush_explosive_per_attempt,expert_ppg_team_game_median,511,0.2714488872128017
rushing,RB,rush_explosive_per_attempt,adp_log,505,-0.29483140168768274
rushing,RB,rush_explosive_per_attempt,prior_year_ppg,511,0.24453496057860818
rushing,RB,rush_explosive_per_attempt,prior_3year_weighted_ppg,511,0.1091293824609049
rushing,RB,rush_explosive_per_attempt,career_weighted_ppg,511,0.07765060682936775
rushing,RB,rush_explosive_per_attempt,proj_targets,111,0.18522776139315206
rushing,RB,rush_explosive_per_attempt,projected_receiving_point_share,510,-0.03551163162473483
rushing,RB,rush_explosive_per_attempt,proj_rush_attempts,496,0.15701024448678072
rushing,RB,rush_explosive_per_attempt,projected_rush_point_share,510,0.03551163162473483
rushing,RB,rush_breakaway_percent,base_prediction,511,0.26688370012185175
rushing,RB,rush_breakaway_percent,expert_ppg_team_game_median,511,0.26353298638676864
rushing,RB,rush_breakaway_percent,adp_log,505,-0.2959268404611281
rushing,RB,rush_breakaway_percent,prior_year_ppg,511,0.2760449815227949
rushing,RB,rush_breakaway_percent,prior_3year_weighted_ppg,511,0.1659765452306378
rushing,RB,rush_breakaway_percent,career_weighted_ppg,511,0.15382107937942555
rushing,RB,rush_breakaway_percent,proj_targets,111,0.24815880083464634
rushing,RB,rush_breakaway_percent,projected_receiving_point_share,510,-0.11492968379505866
rushing,RB,rush_breakaway_percent,proj_rush_attempts,496,0.1819303965855133
rushing,RB,rush_breakaway_percent,projected_rush_point_share,510,0.11492968379505866
rushing,RB,rush_breakaway_yards_per_attempt,base_prediction,511,0.30398554515314824
rushing,RB,rush_breakaway_yards_per_attempt,expert_ppg_team_game_median,511,0.3012132134448672
rushing,RB,rush_breakaway_yards_per_attempt,adp_log,505,-0.3365785184478673
rushing,RB,rush_breakaway_yards_per_attempt,prior_year_ppg,511,0.30733292419744446
rushing,RB,rush_breakaway_yards_per_attempt,prior_3year_weighted_ppg,511,0.17788212675438148
rushing,RB,rush_breakaway_yards_per_attempt,career_weighted_ppg,511,0.15959902379000554
rushing,RB,rush_breakaway_yards_per_attempt,proj_targets,111,0.23444564614161892
rushing,RB,rush_breakaway_yards_per_attempt,projected_receiving_point_share,510,-0.13172537770567722
rushing,RB,rush_breakaway_yards_per_attempt,proj_rush_attempts,496,0.21077805077505107
rushing,RB,rush_breakaway_yards_per_attempt,projected_rush_point_share,510,0.13172537770567722
rushing,RB,rush_gap_share,base_prediction,511,-0.030867043063644496
rushing,RB,rush_gap_share,expert_ppg_team_game_median,511,-0.039319302818114694
rushing,RB,rush_gap_share,adp_log,505,0.008299952959459664
rushing,RB,rush_gap_share,prior_year_ppg,511,-0.016067895631518087
rushing,RB,rush_gap_share,prior_3year_weighted_ppg,511,0.024390487929203227
rushing,RB,rush_gap_share,career_weighted_ppg,511,0.013436370070724794
rushing,RB,rush_gap_share,proj_targets,111,-0.17546919390071455
rushing,RB,rush_gap_share,projected_receiving_point_share,510,-0.13485422900373317
rushing,RB,rush_gap_share,proj_rush_attempts,496,-0.0034551655174653558
rushing,RB,rush_gap_share,projected_rush_point_share,510,0.13485422900373317
rushing,RB,rush_zone_share,base_prediction,511,0.029632564128138732
rushing,RB,rush_zone_share,expert_ppg_team_game_median,511,0.034879737710812084
rushing,RB,rush_zone_share,adp_log,505,-0.014386102962036068
rushing,RB,rush_zone_share,prior_year_ppg,511,0.027369217012291752
rushing,RB,rush_zone_share,prior_3year_weighted_ppg,511,0.0019038707917590429
rushing,RB,rush_zone_share,career_weighted_ppg,511,0.014836944630071288
rushing,RB,rush_zone_share,proj_targets,111,0.13367424841888798
rushing,RB,rush_zone_share,projected_receiving_point_share,510,0.0366285169748422
rushing,RB,rush_zone_share,proj_rush_attempts,496,0.046872555648003134
rushing,RB,rush_zone_share,projected_rush_point_share,510,-0.0366285169748422
rushing,RB,rush_run_grade,base_prediction,511,0.41978995733953994
rushing,RB,rush_run_grade,expert_ppg_team_game_median,511,0.4160917516539063
rushing,RB,rush_run_grade,adp_log,505,-0.44362279581144276
rushing,RB,rush_run_grade,prior_year_ppg,511,0.40527427252166537
rushing,RB,rush_run_grade,prior_3year_weighted_ppg,511,0.3136685009051877
rushing,RB,rush_run_grade,career_weighted_ppg,511,0.29486087161374946
rushing,RB,rush_run_grade,proj_targets,111,0.2657531365160188
rushing,RB,rush_run_grade,projected_receiving_point_share,510,-0.28284662658015947
rushing,RB,rush_run_grade,proj_rush_attempts,496,0.4236873504822808
rushing,RB,rush_run_grade,projected_rush_point_share,510,0.28284662658015947
rushing,RB,rush_elusive_rating,base_prediction,511,0.2890604798332227
rushing,RB,rush_elusive_rating,expert_ppg_team_game_median,511,0.2900825824954665
rushing,RB,rush_elusive_rating,adp_log,505,-0.3039122798810996
rushing,RB,rush_elusive_rating,prior_year_ppg,511,0.24409558262082406
rushing,RB,rush_elusive_rating,prior_3year_weighted_ppg,511,0.1786877971246347
rushing,RB,rush_elusive_rating,career_weighted_ppg,511,0.1545849624086158
rushing,RB,rush_elusive_rating,proj_targets,111,0.06271828217956753
rushing,RB,rush_elusive_rating,projected_receiving_point_share,510,-0.12396294922315507
rushing,RB,rush_elusive_rating,proj_rush_attempts,496,0.25253947472827315
rushing,RB,rush_elusive_rating,projected_rush_point_share,510,0.12396294922315507
