league,domain,position,candidate,rows,seasons,production_rmse,opportunity_control_rmse,candidate_rmse,candidate_delta_vs_production,candidate_delta_vs_opportunity_control,mean_season_delta_vs_control,season_wins_vs_control,season_bootstrap_low,season_bootstrap_high,development_2018_2022_delta_vs_control,temporal_2023_2025_delta_vs_control,q90_rows,q90_rmse_delta_vs_control
dk,receiving,TE,rec_mtf_per_reception,715,8,2.3115101563752023,2.3034679433422856,2.2838510149348283,-0.027659141440373958,-0.019616928407457213,-0.01879345240282493,6,-0.03811692385258664,-0.001453528894201027,-0.01531626500799721,-0.026910446561999812,75,-0.14235775421657593
dk,receiving,TE,rec_yac_per_route,715,8,2.3115101563752023,2.3042170954289163,2.2923817060045253,-0.019128450370677008,-0.011835389424390996,-0.011047358483700087,6,-0.025069917461066682,0.0038744470386767316,-0.008854196795621494,-0.016884734888474195,75,-0.12990768615959913
dk,receiving,TE,rec_yards_per_target,715,8,2.3115101563752023,2.302970332462135,2.295698587053557,-0.01581156932164518,-0.007271745408577779,-0.006720685004854843,5,-0.018742590979334894,0.00509820363052893,-0.015563779919544274,0.006686400107936308,75,-0.07155793393441723
dk,receiving,TE,rec_yprr,715,8,2.3115101563752023,2.3042170954289163,2.29909258531047,-0.012417571064732513,-0.005124510118446501,-0.004939548438911312,6,-0.012396507772410192,0.00188775113136741,-0.00978887026642461,0.002737037143769161,75,-0.07185743553017687
dk,receiving,TE,rec_route_grade,715,8,2.3115101563752023,2.3042170954289163,2.301453927744138,-0.010056228631064368,-0.002763167684778356,-0.0029384590985813697,4,-0.00885900074282233,0.0019310811613337591,-0.006112770201344819,0.00288677736207843,75,-0.037853330087011194
dk,receiving,TE,rec_targets_per_route,715,8,2.3115101563752023,2.3042170954289163,2.3040696022746836,-0.007440554100518693,-0.00014749315423268072,-0.00021200907500162902,3,-0.0020467652288345337,0.001740051784859657,-0.000615707939648491,0.0006436146078772076,75,-0.008874471463001576
dk,receiving,TE,rec_slot_rate,715,8,2.3115101563752023,2.3042170954289163,2.3049595938937704,-0.006550562481431932,0.00074249846485408,0.0007070380505613261,4,-0.0007124042809714681,0.002342720122316788,0.0016457049615867803,-0.0007847464193284637,75,-0.01704743936037545
dk,receiving,TE,rec_targeted_qb_rating,715,8,2.3115101563752023,2.302970332462135,2.3041485999179048,-0.0073615564572975245,0.001178267455769877,0.0012149460131708478,3,0.00014862924699265422,0.0025943875570649255,0.0013896688825307812,0.0008207817176857368,75,-0.0013099957451396804
dk,receiving,TE,rec_first_downs_per_route,715,8,2.3115101563752023,2.3042170954289163,2.305475394651182,-0.006034761724020399,0.001258299222265613,0.0013787671097043042,3,-0.002572572522753855,0.0051869786680973085,-0.0007102290654588117,0.004581632568635197,75,-0.009454642244485889
dk,receiving,TE,rec_touchdowns_per_route,715,8,2.3115101563752023,2.3042170954289163,2.306236120211981,-0.005274036163221307,0.0020190247830647046,0.0024891425362925657,5,-0.005169980381751038,0.012636641390049568,0.0031724868334408463,6.847802669263103e-05,75,0.01466198895840165
dk,receiving,TE,rec_route_rate,715,8,2.3115101563752023,2.3042170954289163,2.306355069978508,-0.005155086396694486,0.002137974549591526,0.002002548418328365,2,-0.0003678061979833225,0.004862467571197426,0.0035143614510646515,-0.00018987980832152473,75,-0.011294839622002506
dk,receiving,TE,rec_adot,715,8,2.3115101563752023,2.302970332462135,2.307436057961547,-0.004074098413655136,0.004465725499412265,0.004198979465698693,3,-0.006851958766298588,0.014564677103285462,-0.005169829688011607,0.020673142620623253,75,0.030669214090838892
dk,receiving,TE,rec_wide_rate,715,8,2.3115101563752023,2.3042170954289163,2.317314990068531,0.005804833693328515,0.013097894639614527,0.012904322510005894,2,-0.0022169980605041273,0.03078841318090297,0.020540925379270547,0.00046622305310073386,75,0.032465362717458035
dk,receiving,WR,rec_route_rate,1335,8,3.1248184828023295,3.1564499406115565,3.153928070123987,0.029109587321657582,-0.0025218704875693554,-0.0026003811445297065,5,-0.01065801385242815,0.005190957241112293,-0.005693359909840101,0.0027950692214187,138,0.014627469052335584
dk,receiving,WR,rec_first_downs_per_route,1335,8,3.1248184828023295,3.1564499406115565,3.1566482874092,0.03182980460687057,0.00019834679764363372,0.00045005610538423335,1,-0.006866737197576689,0.006283521116200452,0.001840051672851839,-0.002559937763818354,138,-0.0031619733233911873
dk,receiving,WR,rec_targets_per_route,1335,8,3.1248184828023295,3.1564499406115565,3.1572279906119514,0.03240950780962182,0.0007780500003948809,0.001079960231190169,4,-0.007529998947935817,0.011078479349660442,-0.000745263479896785,0.003334289232831189,138,-0.01632404209736027
dk,receiving,WR,rec_yac_per_route,1335,8,3.1248184828023295,3.1564499406115565,3.157631583047824,0.03281310024549455,0.001181642436267616,0.0015131174763018396,4,-0.009239004974542164,0.012064202464226403,-0.0038993936428441955,0.009694526203298803,138,-0.12319677573144361
dk,receiving,WR,rec_slot_rate,1335,8,3.1248184828023295,3.1564499406115565,3.1582203439756023,0.03340186117327271,0.0017704033640457695,0.001659978275424967,4,-0.00102277430956388,0.004962282527544604,0.0021018626329531997,0.0012144577875838891,138,-0.004778339307327073
dk,receiving,WR,rec_wide_rate,1335,8,3.1248184828023295,3.1564499406115565,3.158459318615808,0.03364083581347854,0.002009378004251605,0.0018912782596832711,4,-0.0009267083109171237,0.005611911625480284,0.0024382521804731105,0.0012899112927149403,138,-0.0047147076580698055
dk,receiving,WR,rec_route_grade,1335,8,3.1248184828023295,3.1564499406115565,3.158525580728936,0.03370709792660653,0.0020756401173795958,0.0023889522494919824,3,-0.0034695481643807202,0.007147730708114253,0.0027593212959211577,0.0009281828258886904,138,0.037069285148904285
dk,receiving,WR,rec_adot,1335,8,3.1248184828023295,3.155151947176109,3.1579101052677157,0.033091622465386106,0.0027581580916065107,0.003070438792173835,4,-0.005533770146564848,0.012821726970606684,0.0035669434198903893,0.0014018430085922517,138,-0.016706210783334896
dk,receiving,WR,rec_targeted_qb_rating,1335,8,3.1248184828023295,3.155151947176109,3.157953285425657,0.03313480262332735,0.002801338249547758,0.0027865773666488347,4,-0.0034918704915965493,0.00905248961099192,0.003979013672022802,0.0008256716663486152,138,-0.02446418004717632
dk,receiving,WR,rec_yprr,1335,8,3.1248184828023295,3.1564499406115565,3.159483992457638,0.03466550965530857,0.0030340518460816313,0.0032801586961244134,2,-0.0035731588918758717,0.009627293151158123,0.003414935681099074,0.0023955660336962836,138,0.02359779260717154
dk,receiving,WR,rec_touchdowns_per_route,1335,8,3.1248184828023295,3.1564499406115565,3.1609298145985822,0.0361113317962527,0.004479873987025762,0.004819756216905224,2,0.00046981705856724565,0.009816469053979093,0.0040813117143079225,0.005150539066062887,138,0.04100849882240176
dk,receiving,WR,rec_yards_per_target,1335,8,3.1248184828023295,3.155151947176109,3.1606224885166303,0.03580400571430076,0.005470541340521162,0.0055776776887568325,2,0.0002727776644652862,0.011796772172216363,0.008605328269130297,0.00020668416591540506,138,0.037400755900820926
dk,receiving,WR,rec_mtf_per_reception,1335,8,3.1248184828023295,3.155249155067469,3.162656076582878,0.037837593780548406,0.007406921515408893,0.007205183019160677,4,-0.0024267965611645555,0.019308337822270483,0.013026143984774308,-0.002040028511105074,138,-0.013033608189060963
