league,domain,position,candidate,rows,events,base_brier,opportunity_control_brier,candidate_brier,candidate_brier_delta_vs_base,candidate_brier_delta_vs_opportunity_control,candidate_brier_bootstrap_low,candidate_brier_bootstrap_high,base_average_precision,control_average_precision,candidate_average_precision,candidate_ap_delta_vs_control,development_2018_2022_brier_delta_vs_control,development_2018_2022_ap_delta_vs_control,temporal_2023_2025_brier_delta_vs_control,temporal_2023_2025_ap_delta_vs_control
beta,receiving,RB,rec_targets_per_route,901,93,0.06191591421868349,0.0628717758950564,0.06288522478214632,0.000969310563462833,1.344888708992853e-05,-0.000590123086018415,0.0006041702114289475,0.5422351365305883,0.5277908530845701,0.5316221721667321,0.0038313190821620546,0.00014821657334901372,0.0031402052853479745,-0.0002231157976584075,0.0003574456071024912
beta,receiving,RB,rec_yards_per_target,901,93,0.06191591421868349,0.06295338748473811,0.06299239954566387,0.0010764853269803754,3.901206092575549e-05,-0.0014989452029165956,0.0020327666470616665,0.5422351365305883,0.5285205680484525,0.5304601411080607,0.001939573059608235,-0.0006771380606250613,0.010223091854667188,0.0012961073813238383,-0.004587948826058674
beta,receiving,RB,rec_yac_per_route,901,93,0.06191591421868349,0.0628717758950564,0.06298640459343673,0.0010704903747532357,0.0001146286983803313,-0.0010501025401178426,0.0010167482047285911,0.5422351365305883,0.5277908530845701,0.5377020151563667,0.009911162071796653,-0.0005568025960579065,0.016126046854129994,0.0012932267503911882,-0.00269986722837684
beta,rushing,RB,rush_yco_per_attempt,901,93,0.06191591421868349,0.06267167726677686,0.06282754864574047,0.0009116344270569815,0.00015587137896361236,-0.0010438378500970112,0.00138918515862134,0.5422351365305883,0.5308045431605386,0.5207205906035313,-0.010083952557007336,-0.0004296043492323168,-0.0006328842495287867,0.0011835871831974293,-0.015952346439755627
beta,rushing,RB,rush_run_grade,901,93,0.06191591421868349,0.06267167726677686,0.06284954174706911,0.0009336275283856194,0.00017786448029225022,-0.0012027561929168153,0.0020180979089054747,0.5422351365305883,0.5308045431605386,0.5258879610008313,-0.00491658215970725,-0.0006753760929593122,0.007023603147975788,0.0016756017556634611,-0.02433140810579948
beta,rushing,RB,rush_first_downs_per_attempt,901,93,0.06191591421868349,0.06267167726677686,0.06286654146586547,0.0009506272471819788,0.00019486419908860964,5.1656041776186834e-05,0.00036784846193755363,0.5422351365305883,0.5308045431605386,0.5265150022837297,-0.004289540876808884,0.0001589279144094749,-0.007846568814685817,0.00025794501684343885,-0.004558370334821815
beta,rushing,RB,rush_breakaway_yards_per_attempt,901,93,0.06191591421868349,0.06267167726677686,0.06289369097916674,0.0009777767604832455,0.00022201371238987633,-5.837164996348893e-05,0.0005223573037315232,0.5422351365305883,0.5308045431605386,0.5168465225714861,-0.013958020589052489,0.0001950869791072507,-0.01338286552446133,0.00026927959894708364,-0.003917810716835446
beta,receiving,RB,rec_first_downs_per_route,901,93,0.06191591421868349,0.0628717758950564,0.06315445444031006,0.0012385402216265745,0.0002826785452536701,-0.000837975131805824,0.0012904601389905417,0.5422351365305883,0.5277908530845701,0.5284241701881147,0.0006333171035446394,0.0003109766154862012,0.0004196091615331632,0.0002330054800748771,0.006854244358514394
beta,receiving,RB,rec_mtf_per_reception,901,93,0.06191591421868349,0.06299555068143375,0.06328425037064389,0.0013683361519604004,0.0002886996892101368,-0.0006063477592972786,0.0012310878475230217,0.5422351365305883,0.5310112154132172,0.5300771495539075,-0.0009340658593096629,0.00019782015593469704,-0.007638598165319976,0.0004482252308006668,0.007727708503102448
beta,receiving,RB,rec_yprr,901,93,0.06191591421868349,0.0628717758950564,0.06316535203063582,0.0012494378119523308,0.0002935761355794264,-0.0009202429678229766,0.0013126446728494402,0.5422351365305883,0.5277908530845701,0.5262322999146704,-0.0015585531698997235,0.00014730662122889454,-0.00256045074646305,0.0005503305736136999,0.0045003065465551995
beta,receiving,RB,rec_route_rate,901,93,0.06191591421868349,0.0628717758950564,0.06317986373163206,0.0012639495129485728,0.0003080878365756684,-0.0016097050726040906,0.002177053974706565,0.5422351365305883,0.5277908530845701,0.5254987522723633,-0.0022921008122067654,0.0005045714263145068,-0.0036375206342701416,-3.680996314939233e-05,-0.002219873718549259
beta,receiving,RB,rec_route_grade,901,93,0.06191591421868349,0.0628717758950564,0.06319169728646111,0.0012757830677776194,0.000319921391404715,-0.0011978816361638046,0.0017690115563137817,0.5422351365305883,0.5277908530845701,0.5381521381333374,0.010361285048767321,-0.00010117307922319352,0.018181109487553693,0.0010590902786842965,0.005861355372599353
beta,receiving,RB,rec_wide_rate,901,93,0.06191591421868349,0.0628717758950564,0.06327599024288241,0.0013600760241989224,0.00040421434782601795,-0.00012772892806305004,0.001379354823230905,0.5422351365305883,0.5277908530845701,0.5136771532070951,-0.014113699877475017,0.0006736555359594526,-0.020585330976418903,-6.874969495254679e-05,-0.0011841607066498394
beta,receiving,RB,rec_touchdowns_per_route,901,93,0.06191591421868349,0.0628717758950564,0.06329387668794632,0.0013779624692628334,0.00042210079288992897,-0.00024647584004128665,0.0011098294580200695,0.5422351365305883,0.5277908530845701,0.5290058172471466,0.0012149641625764929,0.0005081566663394863,0.006450623262158284,0.0002710424706879183,-0.007295696765422688
beta,rushing,RB,rush_breakaway_percent,901,93,0.06191591421868349,0.06267167726677686,0.06313704615292709,0.0012211319342435994,0.0004653688861502303,0.00016059812215201452,0.0008274634148281694,0.5422351365305883,0.5308045431605386,0.5191321337275457,-0.011672409432992858,0.0005544207655614267,-0.014731553286209453,0.000309051519844325,-0.00273747409520958
beta,receiving,RB,rec_adot,901,93,0.06191591421868349,0.06295338748473811,0.06351718189061735,0.0016012676719338592,0.0005637944058792393,-0.0005470416599029347,0.0019581659121272895,0.5422351365305883,0.5285205680484525,0.5220448691365709,-0.0064756989118816,2.5801419302473594e-07,-0.005114716741798753,0.0015529989588697196,-0.02099614772062175
beta,rushing,RB,rush_elusive_rating,901,93,0.06191591421868349,0.06267167726677686,0.06325078155253039,0.001334867333846898,0.0005791042857535289,-0.0012231313871713073,0.0020439175968802493,0.5422351365305883,0.5308045431605386,0.5308719652063989,6.74220458602992e-05,-0.00047931165333985754,0.007387307244078656,0.002436996484651413,-0.031208476994509238
beta,rushing,RB,rush_mtf_per_attempt,901,93,0.06191591421868349,0.06267167726677686,0.06331717535123388,0.0014012611325503882,0.0006454980844570191,-0.0006103732148102311,0.0018673448817945536,0.5422351365305883,0.5308045431605386,0.5300954371218713,-0.000709106038667251,-8.348269836687405e-05,0.008729234088579285,0.0019251157277013903,-0.023485779791630745
beta,receiving,RB,rec_slot_rate,901,93,0.06191591421868349,0.0628717758950564,0.06373897465677325,0.0018230604380897603,0.0008671987617168558,5.716820949469931e-05,0.002016126722214064,0.5422351365305883,0.5277908530845701,0.5088845634724318,-0.01890628961213825,0.0010205682861800722,-0.028849364278805356,0.0005979813089893454,-0.0013744914700484223
beta,rushing,RB,rush_gap_share,901,93,0.06191591421868349,0.06267167726677686,0.06431303444377895,0.0023971202250954587,0.0016413571770020896,-0.00023550262399858008,0.003942344248638248,0.5422351365305883,0.5308045431605386,0.5127913301383968,-0.01801321302214176,0.0025475185806309794,-0.021429748278876115,5.072523301739851e-05,-0.011642264200542096
beta,rushing,RB,rush_zone_share,901,93,0.06191591421868349,0.06267167726677686,0.06454814585568852,0.002632231637005031,0.0018764685889116617,-0.0003243611721934278,0.004405429617105369,0.5422351365305883,0.5308045431605386,0.5061065176399066,-0.02469802552063205,0.0027617898286345713,-0.03460285354677073,0.0003224184616916065,-0.01588201345312057
beta,receiving,TE,rec_yac_per_route,715,75,0.05714583309174471,0.056713866002778446,0.05412015871804246,-0.0030256743737022487,-0.0025937072847359854,-0.00506896937753889,-0.00013543056281985525,0.6703179935630824,0.6739128388753747,0.6950216845409293,0.0211088456655546,-0.0011564673951444462,0.005682947398239047,-0.004976640335880307,0.043561955175990597
beta,receiving,TE,rec_mtf_per_reception,715,75,0.05714583309174471,0.05648366509256082,0.054924538194132295,-0.0022212948976124136,-0.001559126898428527,-0.00305999938527785,-4.647751056510827e-05,0.6703179935630824,0.6748796482897115,0.6846497932879727,0.009770144998261232,-0.0006745415110814487,-0.0005365729081712178,-0.003025762893806974,0.026488531678056093
beta,receiving,TE,rec_yprr,715,75,0.05714583309174471,0.056713866002778446,0.055795244139921325,-0.0013505889518233838,-0.0009186218628571205,-0.002801889410781946,0.0012082093872682145,0.6703179935630824,0.6739128388753747,0.6804025977022621,0.006489758826887404,-0.0005995614951226289,0.0024251632236890197,-0.0014476215803648496,0.010054137305754995
beta,receiving,TE,rec_wide_rate,715,75,0.05714583309174471,0.056713866002778446,0.05603161657964802,-0.0011142165120966857,-0.0006822494231304224,-0.0018779622980760094,0.00038063414303989604,0.6703179935630824,0.6739128388753747,0.6821248461581014,0.008212007282726752,-0.0008845017858894119,0.010392758354276,-0.00034691650941108543,0.005818718820649216
beta,receiving,TE,rec_yards_per_target,715,75,0.05714583309174471,0.05654497106558669,0.05588936691943383,-0.0012564661723108786,-0.0006556041461528578,-0.0024553822935281283,0.0010689067666578055,0.6703179935630824,0.6734909869999859,0.6812885606613012,0.007797573661315282,0.00012473740877182865,-0.0038231040602866306,-0.0019494046424220618,0.02223895105924334
beta,receiving,TE,rec_targets_per_route,715,75,0.05714583309174471,0.056713866002778446,0.056652341608959635,-0.0004934914827850745,-6.15243938188112e-05,-0.0009629682355450872,0.0008949900405406021,0.6703179935630824,0.6739128388753747,0.6701073901848522,-0.0038054486905224616,-0.0007440832087154403,0.005863009084960957,0.0010701530464930914,-0.024269192332933454
beta,receiving,TE,rec_route_grade,715,75,0.05714583309174471,0.056713866002778446,0.056708290970190534,-0.00043754212155417554,-5.575032587912254e-06,-0.000872002194534233,0.0008422963527973707,0.6703179935630824,0.6739128388753747,0.6728835254055812,-0.0010293134697935136,-0.00010705495319558722,-0.006737319463670954,0.00016267792128207836,0.004690381229684681
beta,receiving,TE,rec_route_rate,715,75,0.05714583309174471,0.056713866002778446,0.05675306556012307,-0.0003927675316216378,3.919955734462549e-05,-0.0006542885284664434,0.000882481519710789,0.6703179935630824,0.6739128388753747,0.6699419854525955,-0.0039708534227791414,-4.9552874061893626e-05,-0.004337256939660139,0.0001863504287472617,-0.0030226708693144033
beta,receiving,TE,rec_targeted_qb_rating,715,75,0.05714583309174471,0.05654497106558669,0.056901790556961714,-0.00024404253478299553,0.0003568194913750253,-0.0005924640301366825,0.001353581910764429,0.6703179935630824,0.6734909869999859,0.6708504315323139,-0.0026405554676719456,0.0010085704548930888,-0.010365826798041211,-0.0007237787604058507,0.011033801471660554
beta,receiving,TE,rec_adot,715,75,0.05714583309174471,0.05654497106558669,0.05692229298606543,-0.00022354010567927907,0.00037732192047874175,-0.00010241330042067295,0.0008749319185831781,0.6703179935630824,0.6734909869999859,0.6679665473177834,-0.005524439682202509,0.00045111659766412793,-0.00700606908268564,0.0002549708943646728,-0.0023196359142351186
beta,receiving,TE,rec_slot_rate,715,75,0.05714583309174471,0.056713866002778446,0.05711041948948637,-3.541360225833845e-05,0.00039655348670792484,-0.00029153311583178537,0.0011119346468051816,0.6703179935630824,0.6739128388753747,0.6661672933038347,-0.007745545571539947,-0.00014838616252264847,0.0006033784640807616,0.0013000593735363261,-0.02063825395860719
beta,receiving,TE,rec_touchdowns_per_route,715,75,0.05714583309174471,0.056713866002778446,0.05711182682395915,-3.4006267785560707e-05,0.0003979608211807026,-0.0002395349197083371,0.001139981394359063,0.6703179935630824,0.6739128388753747,0.6656153112987439,-0.008297527576630825,0.0008666274610054994,-0.017608049995474384,-0.0003790849831384474,0.0013284535708237843
beta,receiving,TE,rec_first_downs_per_route,715,75,0.05714583309174471,0.056713866002778446,0.05713655755157228,-9.275540172430652e-06,0.00042269154879383264,-0.0007433685244150553,0.0016952568900230316,0.6703179935630824,0.6739128388753747,0.6643634168602711,-0.00954942201510356,3.650589714989522e-05,-0.007659195993807155,0.0010629844879507175,-0.013512640742184612
beta,receiving,WR,rec_first_downs_per_route,1335,138,0.05554415844537307,0.05561419092897746,0.054936715110666855,-0.0006074433347062133,-0.0006774758183106036,-0.003084235514300621,0.0015837922769249065,0.6338542390624072,0.6330612658182779,0.6314626427802164,-0.0015986230380615751,-0.000796483301668198,-0.0025477090634408173,-0.0004843516901114203,0.0005498765028053576
beta,receiving,WR,rec_touchdowns_per_route,1335,138,0.05554415844537307,0.05561419092897746,0.0551724807866026,-0.00037167765877046954,-0.00044171014237485984,-0.0008971435301090236,5.633113644707446e-06,0.6338542390624072,0.6330612658182779,0.6341118477845117,0.0010505819662337545,-0.00061489987810813,0.007706757447575097,-0.0001606596085523132,-0.010329211597385646
beta,receiving,WR,rec_targets_per_route,1335,138,0.05554415844537307,0.05561419092897746,0.05566815984481745,0.00012400139944437893,5.396891583998864e-05,-0.0014242169408029224,0.001651930173603426,0.6338542390624072,0.6330612658182779,0.6303673529298235,-0.0026939128884544417,0.000252367564269787,-0.006870270170077242,-0.0002679903839694839,-0.0016299199728354585
beta,receiving,WR,rec_route_rate,1335,138,0.05554415844537307,0.05561419092897746,0.05573306440919245,0.00018890596381938157,0.00011887348021499128,-2.745773029326281e-05,0.00026765477824357254,0.6338542390624072,0.6330612658182779,0.6315017513193506,-0.001559514498927328,0.00018193848679545765,-0.0034839707231067996,1.6532231815233334e-05,-0.00013678608487754929
beta,receiving,WR,rec_route_grade,1335,138,0.05554415844537307,0.05561419092897746,0.05575084499346184,0.00020668654808877335,0.00013665406448438305,-0.0023382517600336627,0.003207106657292957,0.6338542390624072,0.6330612658182779,0.6302536594120789,-0.002807606406199037,0.00036230542023558965,-0.01679121048828569,-0.00022953065034961306,0.007675594012500286
beta,receiving,WR,rec_yac_per_route,1335,138,0.05554415844537307,0.05561419092897746,0.05576968551914352,0.00022552707377045123,0.00015549459016606093,-0.0015777187322787056,0.001928240678568028,0.6338542390624072,0.6330612658182779,0.6215826387478813,-0.011478627070396596,0.0001288712175338269,-0.022078089381326826,0.00019869872728633942,-0.005110632548801397
beta,receiving,WR,rec_yprr,1335,138,0.05554415844537307,0.05561419092897746,0.05582531627991038,0.0002811578345373114,0.00021112535093292112,-0.002988557303420649,0.003167660956059898,0.6338542390624072,0.6330612658182779,0.6287412550515405,-0.004320010766737381,0.0001444906133413401,-0.006432336639202507,0.0003192595223487221,-0.014946422372448032
beta,receiving,WR,rec_wide_rate,1335,138,0.05554415844537307,0.05561419092897746,0.05582634323690934,0.00028218479153627185,0.00021215230793188156,-0.000271640531165038,0.0008385412378920262,0.6338542390624072,0.6330612658182779,0.630157122990853,-0.002904142827424905,0.00034661276191692153,-0.001675777174432791,-6.048743132230916e-06,-0.0022833534864976635
beta,receiving,WR,rec_slot_rate,1335,138,0.05554415844537307,0.05561419092897746,0.05583536969668086,0.00029121125130779357,0.00022117876770340328,-0.00028697734628328395,0.0008726049293012395,0.6338542390624072,0.6330612658182779,0.6299914715176442,-0.003069794300633699,0.00036110774413258134,-0.0016437638685562472,-5.896545716040091e-06,-0.00308807877410866
beta,receiving,WR,rec_targeted_qb_rating,1335,138,0.05554415844537307,0.0555904656715809,0.055814567495426765,0.00027040905005369653,0.0002241018238458639,-0.0012487087100904832,0.0020258460325000387,0.6338542390624072,0.6335425720038573,0.6320397272254428,-0.0015028447784145582,0.0001599383659095649,-0.005668499540856908,0.0003282256278839407,-0.004892365161030088
beta,receiving,WR,rec_yards_per_target,1335,138,0.05554415844537307,0.0555904656715809,0.0561319876023896,0.0005878291570165298,0.0005415219308086971,-0.0004364062533543189,0.0018988132687089805,0.6338542390624072,0.6335425720038573,0.6290420579966267,-0.004500514007230616,0.0007715807631204011,-0.005412634104193681,0.00016818480803960922,-0.008794637117062742
beta,receiving,WR,rec_mtf_per_reception,1335,138,0.05554415844537307,0.055577638177945456,0.056361303246542385,0.0008171448011693172,0.0007836650685969296,0.00010245008661708615,0.0016015668263550794,0.6338542390624072,0.6344213141021136,0.6172625104926391,-0.017158803609474416,0.0011196109544408042,-0.02373872295331214,0.00023849551710960343,-0.00997020896576939
beta,receiving,WR,rec_adot,1335,138,0.05554415844537307,0.0555904656715809,0.05651654656018816,0.0009723881148150926,0.00092608088860726,2.0704278164011865e-05,0.00220329200854439,0.6338542390624072,0.6335425720038573,0.6198719575303523,-0.013670614473505038,0.0014758506759271622,-0.02336911501293737,3.392009425314674e-05,-0.0008578456542693846
dk,rushing,QB,rush_mtf_per_attempt,338,38,0.08413847731710791,0.0829129764210675,0.0816248888170369,-0.0025135885000710095,-0.0012880876040305966,-0.0051283925541792084,0.003876713246678927,0.39915150316135545,0.4096511727548972,0.42294320022666027,0.013292027471763057,-0.0020304941512164776,0.0009550694244682134,-0.00012948344705868142,0.028443869310252445
dk,rushing,QB,rush_explosive_per_attempt,338,38,0.08413847731710791,0.0829129764210675,0.08302218328812751,-0.0011162940289804052,0.0001092068670600077,-7.75076898579167e-05,0.0003183060745182597,0.39915150316135545,0.4096511727548972,0.40761791240130274,-0.0020332603535944682,0.0002704540147242668,-0.008180378145751455,-0.00014243640884034625,0.00400945053612678
dk,rushing,QB,rush_breakaway_percent,338,38,0.08413847731710791,0.0829129764210675,0.08321272288141607,-0.0009257544356918446,0.00029974646034856833,-0.001899283963875571,0.0023747455200373033,0.39915150316135545,0.4096511727548972,0.41545410497964985,0.005802932224752644,-0.00020951097270151264,-0.02862921393804785,0.0010944966967752073,0.01783298572514258
dk,rushing,QB,rush_zone_share,338,38,0.08413847731710791,0.0829129764210675,0.08322552246788052,-0.0009129548492273903,0.00031254604681302256,-0.0005529787205224606,0.0011432752531273685,0.39915150316135545,0.4096511727548972,0.4139295970935448,0.004278424338647613,0.0009419832819624885,-0.04505357957473832,-0.0006697575171323578,0.03214036459304931
dk,rushing,QB,rush_breakaway_yards_per_attempt,338,38,0.08413847731710791,0.0829129764210675,0.0833029264109335,-0.0008355509061744176,0.00038994998986599527,-0.0013567823161458451,0.002086911120467337,0.39915150316135545,0.4096511727548972,0.39877609867640385,-0.010875074078493363,3.510993256251871e-05,-0.028810847122158867,0.0009437155338395814,-0.0018623184734308795
dk,rushing,QB,rush_designed_yards_per_attempt,338,38,0.08413847731710791,0.0829129764210675,0.08340422605119349,-0.0007342512659144207,0.0004912496301259922,-0.0014402517195038697,0.0025524996793144473,0.39915150316135545,0.4096511727548972,0.4032352136110029,-0.006415959143894312,0.0003896659147080983,-0.011546141102132035,0.0006497817920659982,-0.0029984554323387314
dk,rushing,QB,rush_gap_share,338,38,0.08413847731710791,0.0829129764210675,0.08344555434347965,-0.0006929229736282599,0.000532577922412153,-0.0009292304278035074,0.002142997911473255,0.39915150316135545,0.4096511727548972,0.4040930127950301,-0.005558159959867082,0.0011183639917033555,-0.038464329255747276,-0.00038160336754225477,0.0037685336080588994
dk,rushing,QB,rush_ypa,338,38,0.08413847731710791,0.0829129764210675,0.08351220034563553,-0.0006262769714723837,0.0005992239245680292,-1.460807880312601e-05,0.00131329099136835,0.39915150316135545,0.4096511727548972,0.3957489916130017,-0.013902181141895509,0.0010144076752772874,-0.01952755858713484,-4.8714353053994075e-05,-0.011829317163010111
dk,rushing,QB,rush_yco_per_attempt,338,38,0.08413847731710791,0.0829129764210675,0.08357866968683927,-0.0005598076302686383,0.0006656932657717746,-0.0004111285042143751,0.0016754660063358713,0.39915150316135545,0.4096511727548972,0.3992060121783172,-0.010445160576580015,0.0006006875841693959,-0.023821134755833584,0.0007671415264542542,-0.009392674400641454
dk,rushing,QB,rush_scramble_share,338,38,0.08413847731710791,0.0829129764210675,0.08420288255065168,6.440523354377115e-05,0.001289906129584184,-0.0004895264724238882,0.0031542210313258994,0.39915150316135545,0.4096511727548972,0.3836993330195478,-0.025951839735349425,0.001381614681033358,-0.07719771351868637,0.0011467852083831692,-0.02017404937991213
dk,rushing,QB,rush_run_grade,338,38,0.08413847731710791,0.0829129764210675,0.08434678547807918,0.00020830816097126836,0.0014338090570116813,-0.0005906614778493734,0.004814584257228684,0.39915150316135545,0.4096511727548972,0.3767188640006771,-0.032932308754220097,0.0029288078644778975,-0.11542161890462038,-0.0008992951425189216,0.0026699720459905096
dk,rushing,QB,rush_first_downs_per_attempt,338,38,0.08413847731710791,0.0829129764210675,0.08455068533342373,0.00041220801631582094,0.0016377089123562338,-6.0174891021475e-05,0.0036089124765262587,0.39915150316135545,0.4096511727548972,0.38117054543435347,-0.02848062732054374,0.0015374118595524178,-0.07386261962227525,0.0017942331008227314,-0.03592983443826059
dk,receiving,RB,rec_targeted_qb_rating,901,93,0.05917828467141311,0.060236378606765166,0.05990158290923484,0.0007232982378217317,-0.000334795697530324,-0.0014935442572895287,0.0013755277516723599,0.5835455290103713,0.5739048354206222,0.57507752235723,0.0011726869366077697,-0.0014286272453969476,0.01814325587164478,0.0015852633497951824,-0.006407416293455037
dk,rushing,RB,rush_ypa,901,93,0.05917828467141311,0.059896662891233736,0.05979453278941915,0.0006162481180060422,-0.00010213010181458343,-0.0004893180841332898,0.0003935371082478246,0.5835455290103713,0.5751063426249764,0.5662466242118426,-0.008859718413133821,-6.150979450402633e-05,0.0014941978147375856,-0.00017343302657377158,-0.0011811292643248428
dk,rushing,RB,rush_yco_per_attempt,901,93,0.05917828467141311,0.059896662891233736,0.05981976778098497,0.0006414831095718568,-7.689511024876888e-05,-0.0013530219183729825,0.0011616539805784742,0.5835455290103713,0.5751063426249764,0.561467534148407,-0.013638808476569397,-0.0007663665791296445,-0.0006279143277555521,0.0011333697923128078,-0.009679376008670804
dk,receiving,RB,rec_yards_per_target,901,93,0.05917828467141311,0.060236378606765166,0.06016018720603757,0.0009819025346244625,-7.619140072759323e-05,-0.0018213764231670457,0.002435357762316777,0.5835455290103713,0.5739048354206222,0.5798115644371004,0.005906729016478152,-0.0011633616271749594,0.025373998991387925,0.0018321746848405512,-0.016191045304852325
dk,receiving,RB,rec_first_downs_per_route,901,93,0.05917828467141311,0.06017984357988222,0.06013818021001626,0.0009598955386031505,-4.1663369865961586e-05,-0.000809192403231962,0.0009861346660413471,0.5835455290103713,0.5742915117491306,0.5892433584278427,0.014951846678712077,-0.0005376994411189079,0.029149235146184838,0.0008290543821193874,-0.003606832634165613
