league,method,match_rank,player,season_template,template_distance,template_sample_prob,historical_pred_fp_per_game,played_games,match_actual_target_share_profile,match_actual_air_yards_share_profile,match_actual_adot_profile,match_actual_red_zone_target_share_profile,match_actual_target_share_iqr_profile,match_actual_high_use_week_rate_profile
dk,usage_depth_w100,4,Ty Hilton,2014,0.515367422472878,0.018277529030952946,13.54375,14.0,0.7575597617072619,0.8147952643088756,0.6378855289947968,0.5683019976498237,0.5329537742251715,0.6855817811628082
dk,usage_depth_w100,5,Zay Flowers,2025,0.5168101586835959,0.0343726825090284,12.626147990477588,15.0,0.7922880353941798,0.7253518440825355,0.49330638086883555,0.5014970059880239,0.7382035928143712,0.6699286776764941
dk,usage_depth_w100,6,Chris Godwin,2019,0.5387369781956024,0.022946487705339122,13.148164196942776,14.0,0.5716458116093153,0.4620698644421272,0.5716458116093153,0.7052049746660525,0.5449542347352566,0.5590024330900243
dk,usage_depth_w100,7,Kenny Golladay,2019,0.5409071938075407,0.022816584357228976,13.226447591974608,15.0,0.7958553791887126,0.8630952380952381,0.6299970605526162,0.7839705204974665,0.7368012422360248,0.6695613833294992
dk,usage_depth_w100,8,Juju Smith Schuster,2020,0.5727500919269741,0.022249074529821413,13.802713100630097,15.0,0.6236113414027524,0.596142154424363,0.3999336760072957,0.6487730061349692,0.6471563588128005,0.5835848118056707
dk,usage_depth_w100,9,Brandin Cooks,2016,0.5755890781622244,0.017529562141052057,14.416875,14.0,0.6896282237356257,0.7712403706598192,0.6032153622864799,0.47379454926624737,0.4119869003758699,0.6120166722488929
dk,usage_depth_w100,10,Greg Jennings,2008,0.5794026887206813,0.010934348656071097,13.7375,15.0,0.5203139427516159,0.5914127423822715,0.5964912280701754,0.5654970760233918,0.43712351053071274,0.5031438244734644
dk,usage_depth_w100,11,Xavier Worthy,2025,0.593040914241996,0.02817999625347819,13.065127724816552,13.0,0.6172834187739629,0.6215482703657433,0.4211002455520614,0.6453759148369926,0.5895618834273898,0.572502477060268
dk,usage_depth_w100,12,Diontae Johnson,2021,0.5990923041333482,0.022020252832031843,14.375124660572371,14.0,0.7672322375397667,0.700424178154825,0.2757158006362672,0.4894094993581515,0.7489741343538199,0.686730600765365
dk,usage_air_value_w100,1,Keenan Allen,2015,0.1874457929525643,0.04308047023509252,13.1525,8.0,0.8108273905375354,0.6716509470132659,0.2634000460087417,0.6941733215025141,0.7125603864734299,0.6800858829844337
dk,usage_air_value_w100,2,Terrelle Pryor,2017,0.45099811688448543,0.02525487779807128,13.376996722832896,8.0,0.8293135435992578,0.8698444412730126,0.7482517482517483,0.7710333145115754,0.4729794015508301,0.7127872127872128
dk,usage_air_value_w100,3,Stefon Diggs,2017,0.48090766290416487,0.023303101243698828,13.40803402562628,13.0,0.7583732057416268,0.715311004784689,0.3038277511961722,0.6227272727272728,0.7280701754385964,0.6332877648667122
dk,usage_air_value_w100,4,Ty Hilton,2014,0.4971660903174512,0.018760459345723454,13.54375,14.0,0.7575597617072619,0.8147952643088756,0.6378855289947968,0.5683019976498237,0.5329537742251715,0.6855817811628082
dk,usage_air_value_w100,5,Greg Jennings,2008,0.5170138895683161,0.012581040646865481,13.7375,15.0,0.5203139427516159,0.5914127423822715,0.5964912280701754,0.5654970760233918,0.43712351053071274,0.5031438244734644
dk,usage_air_value_w100,6,Chris Godwin,2019,0.5224233589550181,0.023410135539639325,13.148164196942776,14.0,0.5716458116093153,0.4620698644421272,0.5716458116093153,0.7052049746660525,0.5449542347352566,0.5590024330900243
dk,usage_air_value_w100,7,Zay Flowers,2025,0.5293773090874387,0.03250015538377315,12.626147990477588,15.0,0.7922880353941798,0.7253518440825355,0.49330638086883555,0.5014970059880239,0.7382035928143712,0.6699286776764941
dk,usage_air_value_w100,8,Kenny Golladay,2019,0.545900350716477,0.021995165775934033,13.226447591974608,15.0,0.7958553791887126,0.8630952380952381,0.6299970605526162,0.7839705204974665,0.7368012422360248,0.6695613833294992
dk,usage_air_value_w100,9,Juju Smith Schuster,2020,0.5675572137176633,0.022006568000940967,13.802713100630097,15.0,0.6236113414027524,0.596142154424363,0.3999336760072957,0.6487730061349692,0.6471563588128005,0.5835848118056707
dk,usage_air_value_w100,10,Xavier Worthy,2025,0.5761916198133487,0.028714571154730206,13.065127724816552,13.0,0.6172834187739629,0.6215482703657433,0.4211002455520614,0.6453759148369926,0.5895618834273898,0.572502477060268
dk,usage_air_value_w100,11,Brandin Cooks,2016,0.5858008462492262,0.01664784086034856,14.416875,14.0,0.6896282237356257,0.7712403706598192,0.6032153622864799,0.47379454926624737,0.4119869003758699,0.6120166722488929
dk,usage_air_value_w100,12,Diontae Johnson,2021,0.6010470821510774,0.02135152449661544,14.375124660572371,14.0,0.7672322375397667,0.700424178154825,0.2757158006362672,0.4894094993581515,0.7489741343538199,0.686730600765365
dk,usage_air_value_disp_w100,1,Keenan Allen,2015,0.1957606610252202,0.04334621832424413,13.1525,8.0,0.8108273905375354,0.6716509470132659,0.2634000460087417,0.6941733215025141,0.7125603864734299,0.6800858829844337
dk,usage_air_value_disp_w100,2,Terrelle Pryor,2017,0.4266333476466495,0.026778527446904104,13.376996722832896,8.0,0.8293135435992578,0.8698444412730126,0.7482517482517483,0.7710333145115754,0.4729794015508301,0.7127872127872128
dk,usage_air_value_disp_w100,3,Ty Hilton,2014,0.4814281718873934,0.019436412665477316,13.54375,14.0,0.7575597617072619,0.8147952643088756,0.6378855289947968,0.5683019976498237,0.5329537742251715,0.6855817811628082
dk,usage_air_value_disp_w100,4,Stefon Diggs,2017,0.49299944761059467,0.022410733640165197,13.40803402562628,13.0,0.7583732057416268,0.715311004784689,0.3038277511961722,0.6227272727272728,0.7280701754385964,0.6332877648667122
dk,usage_air_value_disp_w100,5,Chris Godwin,2019,0.5074321496912395,0.024206591177479874,13.148164196942776,14.0,0.5716458116093153,0.4620698644421272,0.5716458116093153,0.7052049746660525,0.5449542347352566,0.5590024330900243
dk,usage_air_value_disp_w100,6,Greg Jennings,2008,0.5133754043000432,0.012622015595978402,13.7375,15.0,0.5203139427516159,0.5914127423822715,0.5964912280701754,0.5654970760233918,0.43712351053071274,0.5031438244734644
dk,usage_air_value_disp_w100,7,Zay Flowers,2025,0.5347408417725267,0.03184142460432184,12.626147990477588,15.0,0.7922880353941798,0.7253518440825355,0.49330638086883555,0.5014970059880239,0.7382035928143712,0.6699286776764941
dk,usage_air_value_disp_w100,8,Kenny Golladay,2019,0.5405727652985195,0.022170884743203716,13.226447591974608,15.0,0.7958553791887126,0.8630952380952381,0.6299970605526162,0.7839705204974665,0.7368012422360248,0.6695613833294992
dk,usage_air_value_disp_w100,9,Juju Smith Schuster,2020,0.5777800816253245,0.021299125315454432,13.802713100630097,15.0,0.6236113414027524,0.596142154424363,0.3999336760072957,0.6487730061349692,0.6471563588128005,0.5835848118056707
dk,usage_air_value_disp_w100,10,Brandin Cooks,2016,0.5781682146757967,0.01688795004987632,14.416875,14.0,0.6896282237356257,0.7712403706598192,0.6032153622864799,0.47379454926624737,0.4119869003758699,0.6120166722488929
dk,usage_air_value_disp_w100,11,Xavier Worthy,2025,0.5824630039981725,0.028084509541506597,13.065127724816552,13.0,0.6172834187739629,0.6215482703657433,0.4211002455520614,0.6453759148369926,0.5895618834273898,0.572502477060268
dk,usage_air_value_disp_w100,12,Diontae Johnson,2021,0.6106545964252585,0.020711006401692898,14.375124660572371,14.0,0.7672322375397667,0.700424178154825,0.2757158006362672,0.4894094993581515,0.7489741343538199,0.686730600765365
dk,usage_air_value_disp_w150,1,Keenan Allen,2015,0.23876637255866046,0.04352263940480683,13.1525,8.0,0.8108273905375354,0.6716509470132659,0.2634000460087417,0.6941733215025141,0.7125603864734299,0.6800858829844337
dk,usage_air_value_disp_w150,2,Terrelle Pryor,2017,0.5105789799573964,0.024211523669041963,13.376996722832896,8.0,0.8293135435992578,0.8698444412730126,0.7482517482517483,0.7710333145115754,0.4729794015508301,0.7127872127872128
dk,usage_air_value_disp_w150,3,Stefon Diggs,2017,0.527655677643204,0.023144313944193858,13.40803402562628,13.0,0.7583732057416268,0.715311004784689,0.3038277511961722,0.6227272727272728,0.7280701754385964,0.6332877648667122
dk,usage_air_value_disp_w150,4,Ty Hilton,2014,0.5344175047295496,0.019118550134154706,13.54375,14.0,0.7575597617072619,0.8147952643088756,0.6378855289947968,0.5683019976498237,0.5329537742251715,0.6855817811628082
dk,usage_air_value_disp_w150,5,Chris Godwin,2019,0.5680819778262843,0.0233652265369851,13.148164196942776,14.0,0.5716458116093153,0.4620698644421272,0.5716458116093153,0.7052049746660525,0.5449542347352566,0.5590024330900243
dk,usage_air_value_disp_w150,6,Greg Jennings,2008,0.5757083258065904,0.012133591383546567,13.7375,15.0,0.5203139427516159,0.5914127423822715,0.5964912280701754,0.5654970760233918,0.43712351053071274,0.5031438244734644
dk,usage_air_value_disp_w150,7,Zay Flowers,2025,0.5862024228421298,0.03152039476614268,12.626147990477588,15.0,0.7922880353941798,0.7253518440825355,0.49330638086883555,0.5014970059880239,0.7382035928143712,0.6699286776764941
dk,usage_air_value_disp_w150,8,Juju Smith Schuster,2020,0.6033111866626034,0.022589224672464967,13.802713100630097,15.0,0.6236113414027524,0.596142154424363,0.3999336760072957,0.6487730061349692,0.6471563588128005,0.5835848118056707
dk,usage_air_value_disp_w150,9,Xavier Worthy,2025,0.6044304979580116,0.030065845865503735,13.065127724816552,13.0,0.6172834187739629,0.6215482703657433,0.4211002455520614,0.6453759148369926,0.5895618834273898,0.572502477060268
dk,usage_air_value_disp_w150,10,Kenny Golladay,2019,0.617966296438725,0.02052992390228037,13.226447591974608,15.0,0.7958553791887126,0.8630952380952381,0.6299970605526162,0.7839705204974665,0.7368012422360248,0.6695613833294992
dk,usage_air_value_disp_w150,11,Brandin Cooks,2016,0.6341568099575227,0.016559956149484432,14.416875,14.0,0.6896282237356257,0.7712403706598192,0.6032153622864799,0.47379454926624737,0.4119869003758699,0.6120166722488929
dk,usage_air_value_disp_w150,12,Dez Bryant,2012,0.6542869283438474,0.012484403798198557,15.225,15.0,0.6931876070948919,0.7551984439401658,0.607326448386051,0.6695652173913044,0.5326645712479285,0.6244364618968707
