Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameHalfPointPPR,FantasyPointsHalfPointPpr
59,James Cook,BUF,RB,17,0,0,0,964.7,4.8,44,361,2.4,0,0,0,0,11.4,194.57
60,DJ Moore,CHI,WR,17,0,0,0,25.3,0.3,78.6,1090.4,7.1,0,0,0,0,11.4,194.27
61,Drake London,ATL,WR,17,0,0,0,3,0,84.7,1115.4,6.8,0,0,0,0,11.4,193.99
62,Nico Collins,HOU,WR,17,0,0,0,4.4,0,76.8,1105.3,7.5,0,0,0,0,11.4,193.97
63,Cooper Kupp,LAR,WR,17,0,0,0,15.1,0.1,85.6,1051.3,7.2,0,0,0,0,11.3,192.84
64,DK Metcalf,SEA,WR,17,0,0,0,1.6,0,71.7,1058.6,8.4,0,0,0,0,11.3,191.87
65,Kenneth Walker III,SEA,RB,17,0,0,0,986.7,8.3,29.4,224.2,0.9,0,0,0,0,11.1,188.59
66,Jaylen Waddle,MIA,WR,17,0,0,0,21.4,0.1,79.7,1105.6,5.7,0,0,0,0,11,186.95
67,Stefon Diggs,HOU,WR,17,0,0,0,4.6,0,84.8,1024.1,6.8,0,0,0,0,10.9,184.87
68,Brandon Aiyuk,SF,WR,17,0,0,0,7.5,0,71.8,1075.2,6.9,0,0,0,0,10.9,184.57
69,Roquan Smith,BAL,ILB,17,0,0,0,0,0,0,0,0,3.1,1.4,1.1,0.6,10.8,184.12
70,Alvin Kamara,NO,RB,17,0,0,0,700.2,4.6,62.7,446.3,2.1,0,0,0,0,10.8,183.8
71,Tee Higgins,CIN,WR,17,0,0,0,1.4,0,72.1,1037,7.3,0,0,0,0,10.8,183.29
72,Travis Kelce,KC,TE,17,0,0,0,0.9,0,88.3,954.6,7.2,0,0,0,0,10.7,182.5
73,DeVonta Smith,PHI,WR,17,0,0,0,1.6,0,80.1,1034.7,6.5,0,0,0,0,10.7,181.68
74,Michael Pittman Jr.,IND,WR,17,0,0,0,3.4,0,92.9,1044.8,4.9,0,0,0,0,10.6,179.47
75,James Conner,ARI,RB,17,0,0,0,886.1,6.9,34.5,244.5,1.4,0,0,0,0,10.5,177.91
76,Tank Dell,HOU,WR,17,0,0,0,66.5,0.3,69.4,951.3,6.7,0,0,0,0,10.5,177.88
77,Foyesade Oluokun,JAX,LB,17,0,0,0,0,0,0,0,0,1.9,0.5,1.1,0.5,10.4,176.23
78,Malik Nabers,NYG,WR,17,0,0,0,20.6,0.1,76.1,1016.1,5.8,0,0,0,0,10.3,175.72
79,Amari Cooper,CLE,WR,17,0,0,0,1.4,0,69.4,1043.6,6.2,0,0,0,0,10.3,175.4
80,Rhamondre Stevenson,NE,RB,17,0,0,0,912.7,6,37.4,263.7,0.9,0,0,0,0,10.3,175.14
81,Aaron Jones,MIN,RB,17,0,0,0,824.3,5.5,40.5,303.9,1.9,0,0,0,0,10.3,174.87
82,Zaire Franklin,IND,LB,17,0,0,0,0,0,0,0,0,1.8,0.2,1.2,0.6,10.3,174.76
83,Calvin Ridley,TEN,WR,17,0,0,0,23.6,0.1,69.6,969.8,6.6,0,0,0,0,10.2,173.94
84,David Montgomery,DET,RB,17,0,0,0,888.2,9.4,20.9,156.7,0.7,0,0,0,0,10.2,173.34
85,Bobby Wagner,WAS,ILB,17,0,0,0,0,0,0,0,0,4.2,0.9,1,0.5,10.2,173.14
86,Najee Harris,PIT,RB,17,0,0,0,945.6,7.1,26.6,176.7,1,0,0,0,0,10.1,171.53
87,Zay Flowers,BAL,WR,17,0,0,0,49.7,0.3,77.2,918.1,5.8,0,0,0,0,10.1,170.98
88,Chris Godwin,TB,WR,17,0,0,0,24.8,0.3,80.6,955.9,5.1,0,0,0,0,10,170.37
89,D'Andre Swift,CHI,RB,17,0,0,0,824.9,5.5,40,287.1,1.4,0,0,0,0,10,170.2
90,George Pickens,PIT,WR,17,0,0,0,18.9,0.1,64.5,1009.6,5.7,0,0,0,0,9.9,168.9
91,Alex Singleton,DEN,ILB,17,0,0,0,0,0,0,0,0,1.1,0.2,1.1,0.6,9.9,167.62
92,Zamir White,LV,RB,17,0,0,0,955.2,5.7,29.7,210.7,0.8,0,0,0,0,9.8,167.44
93,Mark Andrews,BAL,TE,17,0,0,0,0,0,70.7,855.3,7.7,0,0,0,0,9.8,166.88
94,Robert Spillane,LV,LB,17,0,0,0,0,0,0,0,0,3.1,2,1.1,0.6,9.8,166.57
95,Demario Davis,NO,LB,17,0,0,0,0,0,0,0,0,6.6,0.6,0.9,0.5,9.8,166.22
96,Christian Kirk,JAX,WR,17,0,0,0,13.3,0,76.4,966.7,5.3,0,0,0,0,9.8,166.2
96,Sam LaPorta,DET,TE,17,0,0,0,0,0,80,836,7.1,0,0,0,0,9.8,166.2
98,Terry McLaurin,WAS,WR,17,0,0,0,10.7,0.1,73.5,995.2,4.7,0,0,0,0,9.8,165.94
99,Jayden Reed,GB,WR,17,0,0,0,84,1.2,64.9,812.5,5.9,0,0,0,0,9.7,164.3
100,Ernest Jones IV,LAR,LB,17,0,0,0,0,0,0,0,0,3.2,0.7,0.8,0.4,9.7,164.29
101,Jonathon Brooks,CAR,RB,17,0,0,0,844,5.7,32.4,245.2,1.1,0,0,0,0,9.6,163.92
102,DeAndre Hopkins,TEN,WR,17,0,0,0,3.7,0,70.5,914.8,6.2,0,0,0,0,9.6,163.9
103,Terrel Bernard,BUF,LB,17,0,0,0,0,0,0,0,0,4.5,1.5,0.9,0.5,9.6,163.4
104,Raheem Mostert,MIA,RB,17,0,0,0,777.8,8.3,23.9,171.1,1.5,0,0,0,0,9.6,163.04
105,Javonte Williams,DEN,RB,17,0,0,0,832.5,5.1,36.9,245,1.4,0,0,0,0,9.6,162.8
106,Tony Pollard,TEN,RB,17,0,0,0,844.6,5.4,34.6,248.1,1,0,0,0,0,9.6,162.37
107,Bobby Okereke,NYG,ILB,17,0,0,0,0,0,0,0,0,0.8,0.8,1.3,0.6,9.5,161.76
108,Maxx Crosby,LV,DE,17,0,0,0,0,0,0,0,0,11.3,0.3,1.1,0.5,9.4,160.51
109,Rashee Rice,KC,WR,17,0,0,0,4.9,0,73.8,855.3,6.4,0,0,0,0,9.4,160.32
110,T.J. Edwards,CHI,LB,17,0,0,0,0,0,0,0,0,2.7,1,1,0.5,9.4,159.59
111,Keenan Allen,CHI,WR,17,0,0,0,7,0,78.7,879.5,5.4,0,0,0,0,9.4,159.4
112,Kaden Elliss,ATL,ILB,17,0,0,0,0,0,0,0,0,7.4,0.3,1,0.5,9.3,158.83
113,Frankie Luvu,WAS,LB,17,0,0,0,0,0,0,0,0,6,0.7,1,0.5,9.3,158.65
114,Jordan Addison,MIN,WR,17,0,0,0,5.6,0,66.7,877.5,6.1,0,0,0,0,9.3,157.86
115,Azeez Al-Shaair,HOU,LB,17,0,0,0,0,0,0,0,0,1.4,0.2,1.1,0.6,9.3,157.83
116,Blake Cashman,MIN,LB,17,0,0,0,0,0,0,0,0,5.8,0.9,0.9,0.5,9.2,157.11
117,Devin Singletary,NYG,RB,17,0,0,0,864.9,4.8,33.6,224.1,0.8,0,0,0,0,9.2,156.9
118,Lavonte David,TB,LB,17,0,0,0,0,0,0,0,0,3.4,0.2,1.2,0.6,9.2,156.73
119,Jaylen Warren,PIT,RB,17,0,0,0,690.1,3.9,47,334.4,1.7,0,0,0,0,9.2,156.35
120,Fred Warner,SF,LB,17,0,0,0,0,0,0,0,0,2.4,1.5,0.9,0.5,9.2,156.08
121,Christian Watson,GB,WR,17,0,0,0,39.4,0.4,53.9,791.8,7.2,0,0,0,0,9.1,155.27
122,Cody Barton,DEN,LB,17,0,0,0,0,0,0,0,0,1.2,1.2,1.1,0.5,9.1,154.49
123,Brian Robinson Jr.,WAS,RB,17,0,0,0,793.2,5.8,25.9,208.5,1.5,0,0,0,0,9,153.72
124,Alex Anzalone,DET,LB,17,0,0,0,0,0,0,0,0,2.5,0.5,1,0.5,9,152.6
125,Trey McBride,ARI,TE,17,0,0,0,0,0,78.7,821.6,5.2,0,0,0,0,9,152.51
126,Nick Chubb,CLE,RB,17,0,0,0,850.6,6.5,19.1,148.1,0.8,0,0,0,0,9,152.42
127,Patrick Queen,PIT,ILB,17,0,0,0,0,0,0,0,0,3.8,1,1.1,0.5,8.9,152.01
128,Diontae Johnson,CAR,WR,17,0,0,0,15.8,0.1,69.6,823.7,5.5,0,0,0,0,8.9,151.95
129,Marquise Brown,KC,WR,17,0,0,0,10.5,0,61.7,826.7,6.2,0,0,0,0,8.9,151.57
130,C.J. Mosley,NYJ,LB,17,0,0,0,0,0,0,0,0,0.7,1,1.2,0.6,8.9,150.49
131,Micah Parsons,DAL,LB,17,0,0,0,0,0,0,0,0,14.3,0.3,1,0.5,8.8,150.41
132,T.J. Watt,PIT,LB,17,0,0,0,0,0,0,0,0,12.5,1.3,0.9,0.5,8.8,150.1
133,Xavier Worthy,KC,WR,17,0,0,0,31.9,0.1,59.4,837.9,5.7,0,0,0,0,8.8,150.08
134,Zack Moss,CIN,RB,17,0,0,0,730.2,5.9,29.1,206.3,1.2,0,0,0,0,8.7,148.6
135,Danielle Hunter,HOU,DE,17,0,0,0,0,0,0,0,0,11.5,0.3,1.1,0.5,8.7,148.15
136,Tyler Lockett,SEA,WR,17,0,0,0,1.6,0,69.4,812.8,5.4,0,0,0,0,8.7,148.14
137,Austin Ekeler,WAS,RB,17,0,0,0,510.1,4.2,47.6,373.9,2.1,0,0,0,0,8.7,148
138,Dalton Kincaid,BUF,TE,17,0,0,0,0,0,75.9,782.4,5.3,0,0,0,0,8.7,147.59
139,George Kittle,SF,TE,17,0,0,0,1.1,0,61.6,832.6,5.6,0,0,0,0,8.7,147.57
140,Antoine Winfield Jr.,TB,S,17,0,0,0,0,0,0,0,0,4.6,2.2,1.2,0.6,8.7,147.12
141,Rome Odunze,CHI,WR,17,0,0,0,6.6,0,62.2,853.1,5.2,0,0,0,0,8.6,146.87
142,Ezekiel Elliott,DAL,RB,17,0,0,0,666.9,6.3,30.2,205.8,1.2,0,0,0,0,8.6,146.37
143,Courtland Sutton,DEN,WR,17,0,0,0,1.6,0,60.7,802.1,6.2,0,0,0,0,8.6,146.32
144,Ja'Whaun Bentley,NE,LB,17,0,0,0,0,0,0,0,0,3.1,0.5,1,0.5,8.5,144.72
145,Jaxon Smith-Njigba,SEA,WR,17,0,0,0,2.7,0,71.3,779.2,5.2,0,0,0,0,8.5,144.64
146,Quincy Williams,NYJ,LB,17,0,0,0,0,0,0,0,0,2.3,0.7,1.1,0.6,8.5,144.61
147,Tyjae Spears,TEN,RB,17,0,0,0,604,3.7,42.7,321.3,1.7,0,0,0,0,8.5,143.88
148,Kyzir White,ARI,ILB,17,0,0,0,0,0,0,0,0,2.2,0.6,0.9,0.4,8.5,143.79
149,Logan Wilson,CIN,LB,17,0,0,0,0,0,0,0,0,2.4,1.3,1.1,0.6,8.5,143.78
150,Ladd McConkey,LAC,WR,17,0,0,0,7.4,0,64,811.3,5.1,0,0,0,0,8.4,143.07
151,David Njoku,CLE,TE,17,0,0,0,0,0,68.4,763.7,5.4,0,0,0,0,8.4,142.57
152,Evan Engram,JAX,TE,17,0,0,0,0,0,83.1,769,4,0,0,0,0,8.3,141.85
153,Myles Garrett,CLE,DE,17,0,0,0,0,0,0,0,0,13.7,0.3,0.8,0.4,8.3,141.59
154,Jordan Hicks,CLE,LB,17,0,0,0,0,0,0,0,0,2,0.7,0.9,0.5,8.3,141.55
155,Jake Ferguson,DAL,TE,17,0,0,0,0,0,67.8,712.9,6,0,0,0,0,8.3,141.19
156,Kyle Pitts,ATL,TE,17,0,0,0,0,0,62.9,816.1,4.6,0,0,0,0,8.3,140.66
157,Eric Kendricks,DAL,LB,17,0,0,0,0,0,0,0,0,2.5,0.2,1,0.5,8.3,140.4
158,Nick Bolton,KC,LB,17,0,0,0,0,0,0,0,0,1.2,1.7,1,0.5,8.2,140.04
159,Quay Walker,GB,LB,17,0,0,0,0,0,0,0,0,1.8,0.7,1,0.5,8.2,139.76
160,Devin Lloyd,JAX,LB,17,0,0,0,0,0,0,0,0,0.1,1.2,1,0.5,8.2,139.42
161,Nick Bosa,SF,DL,17,0,0,0,0,0,0,0,0,12.3,0.3,0.8,0.4,8.2,139.11
162,Khalil Mack,LAC,OLB,17,0,0,0,0,0,0,0,0,11.1,0.3,1,0.5,8.2,139.02
163,Brian Thomas Jr.,JAX,WR,17,0,0,0,5.7,0,59.1,811.7,4.8,0,0,0,0,8.2,138.69
164,Keon Coleman,BUF,WR,17,0,0,0,4,0,59.1,795,5.1,0,0,0,0,8.2,138.65
165,Mike Williams,NYJ,WR,17,0,0,0,2.4,0,57,787.3,5.2,0,0,0,0,8.1,138.47
166,Jerry Jeudy,CLE,WR,17,0,0,0,8.5,0.1,58.9,819.5,4.3,0,0,0,0,8.1,138.25
167,Germaine Pratt,CIN,LB,17,0,0,0,0,0,0,0,0,1.9,1.4,1,0.5,8.1,137.83
168,Jakobi Meyers,LV,WR,17,0,0,0,17.4,0.3,64.7,733.5,4.8,0,0,0,0,8.1,137.64
169,Troy Andersen,ATL,ILB,17,0,0,0,0,0,0,0,0,1.3,0.5,1,0.5,8.1,137.51
170,Kenneth Murray,TEN,LB,17,0,0,0,0,0,0,0,0,2.3,1.2,1.1,0.6,8.1,137.01
171,Matthew Judon,NE,LB,17,0,0,0,0,0,0,0,0,11.6,0.2,0.8,0.4,8,135.62
172,Gus Edwards,LAC,RB,17,0,0,0,749.8,6.9,13.9,116.8,0.6,0,0,0,0,8,135.41
173,Josh Allen,JAX,OLB,17,0,0,0,0,0,0,0,0,11.8,0.6,0.9,0.4,7.8,133.36
174,Dane Belton,NYG,S,17,0,0,0,0,0,0,0,0,0.2,3,1.3,0.6,7.8,133.24
175,Tremaine Edmunds,CHI,LB,17,0,0,0,0,0,0,0,0,0.8,1.4,1,0.5,7.8,133.06
175,Chase Brown,CIN,RB,17,0,0,0,582.8,3.5,35,290.8,1.4,0,0,0,0,7.8,133.06
177,Gabe Davis,JAX,WR,17,0,0,0,1.4,0,49,744.8,5.7,0,0,0,0,7.8,132.32
178,Jessie Bates III,ATL,S,17,0,0,0,0,0,0,0,0,0.1,3.9,1,0.5,7.8,131.97
179,Jameson Williams,DET,WR,17,0,0,0,47.5,0.7,48.2,710.4,4.7,0,0,0,0,7.8,131.89
180,Brandin Cooks,DAL,WR,17,0,0,0,24.4,0.1,57,698.1,5.1,0,0,0,0,7.8,131.75
181,Rashid Shaheed,NO,WR,17,0,0,0,42.3,0.1,51.1,746.4,4.5,0,0,0,0,7.7,131.02
182,Derwin James Jr.,LAC,S,17,0,0,0,0,0,0,0,0,3.1,1.6,1.1,0.5,7.7,130.87
183,D.J. Wonnum,CAR,OLB,17,0,0,0,0,0,0,0,0,9.8,0.2,0.8,0.4,7.7,130.56
184,Gardner Minshew II,LV,QB,17,2148.7,12.1,6.7,75.5,1,0,0,0,0,0,0,0,7.7,130.3
185,Trey Hendrickson,CIN,DE,17,0,0,0,0,0,0,0,0,13.1,0.3,0.8,0.4,7.6,129.72
186,Alex Highsmith,PIT,LB,17,0,0,0,0,0,0,0,0,9.2,0.8,0.9,0.5,7.6,129.34
187,Jaquan Brisker,CHI,S,17,0,0,0,0,0,0,0,0,2.8,0.9,1,0.5,7.6,129.31
188,New York Jets,NYJ,DST,17,0,0,0,0,0,0,0,0,46.6,14.4,14,10.2,7.6,129
189,Devin White,PHI,LB,17,0,0,0,0,0,0,0,0,3.7,0.7,1.1,0.6,7.6,128.89
190,Montez Sweat,CHI,DE,17,0,0,0,0,0,0,0,0,11,0.2,0.7,0.4,7.6,128.6
191,Kayvon Thibodeaux,NYG,OLB,17,0,0,0,0,0,0,0,0,9.9,0.2,1.1,0.6,7.6,128.48
192,Chris Jones,KC,DT,17,0,0,0,0,0,0,0,0,10.9,0.4,0.9,0.4,7.6,128.38
193,Jerome Baker,SEA,LB,17,0,0,0,0,0,0,0,0,2.7,0.9,0.9,0.5,7.5,127.29
194,Harold Landry III,TEN,OLB,17,0,0,0,0,0,0,0,0,9.3,0.4,0.9,0.4,7.5,127.26
195,Josey Jewell,CAR,ILB,17,0,0,0,0,0,0,0,0,3,0.9,0.8,0.4,7.5,126.75
196,Curtis Samuel,BUF,WR,17,0,0,0,84.4,0.9,56.7,604.6,4,0,0,0,0,7.4,126.45
197,Dallas Cowboys,DAL,DST,17,0,0,0,0,0,0,0,0,47.2,14,14,11.1,7.4,126
198,Brian Burns,NYG,OLB,17,0,0,0,0,0,0,0,0,10.2,0.2,1.1,0.5,7.4,125.34
199,Brock Bowers,LV,TE,17,0,0,0,0,0,59.3,680.7,4.6,0,0,0,0,7.3,124.72
200,Jonathan Greenard,MIN,OLB,17,0,0,0,0,0,0,0,0,10.2,0.3,0.8,0.4,7.3,123.99
201,Dallas Goedert,PHI,TE,17,0,0,0,0,0,63.1,697.5,3.8,0,0,0,0,7.3,123.9
202,Baltimore Ravens,BAL,DST,17,0,0,0,0,0,0,0,0,47,13.9,16,10.5,7.2,123
203,Aidan Hutchinson,DET,DL,17,0,0,0,0,0,0,0,0,9.2,1.4,0.9,0.5,7.2,122.34
204,Jamin Davis,WAS,LB,17,0,0,0,0,0,0,0,0,3.4,0.6,0.9,0.5,7.2,122.33
205,Josh Metellus,MIN,S,17,0,0,0,0,0,0,0,0,2,1.5,1.2,0.6,7.2,121.8
206,Khalil Shakir,BUF,WR,17,0,0,0,3.8,0,54.9,708.7,3.9,0,0,0,0,7.2,121.7
207,Romeo Doubs,GB,WR,17,0,0,0,1.6,0,51.7,639.3,5.3,0,0,0,0,7.1,121.34
208,Jahlani Tavai,NE,LB,17,0,0,0,0,0,0,0,0,1.2,0.8,0.8,0.4,7.1,121.04
209,Houston Texans,HOU,DST,17,0,0,0,0,0,0,0,0,45.9,12.7,15,10.4,7.1,120
210,Justin Madubuike,BAL,DT,17,0,0,0,0,0,0,0,0,10.1,0.2,0.8,0.4,7,119.77
211,Kyle Hamilton,BAL,S,17,0,0,0,0,0,0,0,0,3.5,2,1.1,0.5,7,119.65
212,Wan'Dale Robinson,NYG,WR,17,0,0,0,56.6,0.4,63.5,613.5,3,0,0,0,0,7,118.76
213,Demario Douglas,NE,WR,17,0,0,0,48.1,0.2,56.8,659.1,3.3,0,0,0,0,7,118.52
214,Haason Reddick,NYJ,LB,17,0,0,0,0,0,0,0,0,11.6,0.3,0.9,0.4,6.9,117.92
215,Joshua Palmer,LAC,WR,17,0,0,0,3.1,0,53.5,671.8,4.1,0,0,0,0,6.9,117.84
216,Zach Charbonnet,SEA,RB,17,0,0,0,540.2,3.4,33.4,237,0.9,0,0,0,0,6.9,117.82
217,Jerome Ford,CLE,RB,17,0,0,0,492.6,3.3,33.2,242.4,1.5,0,0,0,0,6.9,117.7
218,Brandon Aubrey,DAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,117.5
219,Demarcus Robinson,LAR,WR,17,0,0,0,7.1,0,50.8,641.5,4.7,0,0,0,0,6.9,117.46
220,Divine Deablo,LV,LB,17,0,0,0,0,0,0,0,0,0.8,0.3,0.9,0.5,6.9,117.41
221,Justin Tucker,BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,117
222,Jonathon Cooper,DEN,OLB,17,0,0,0,0,0,0,0,0,6.3,0.6,0.9,0.4,6.9,116.86
223,Ka'imi Fairbairn,HOU,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,116.7
224,Kyle Dugger,NE,S,17,0,0,0,0,0,0,0,0,1.2,2,1.1,0.5,6.9,116.49
225,Jahan Dotson,WAS,WR,17,0,0,0,6,0.1,50.9,635.1,4.4,0,0,0,0,6.8,116.36
226,Xavier McKinney,GB,S,17,0,0,0,0,0,0,0,0,1,0.9,1.1,0.6,6.8,116
227,Adam Thielen,CAR,WR,17,0,0,0,2.4,0,62.3,615.4,3.9,0,0,0,0,6.8,115.93
228,Rayshawn Jenkins,SEA,SS,17,0,0,0,0,0,0,0,0,0.5,2.1,1.1,0.5,6.8,115.75
229,Denico Autry,HOU,DE,17,0,0,0,0,0,0,0,0,9.6,0.2,0.8,0.4,6.8,115.67
230,Jeffery Simmons,TEN,DT,17,0,0,0,0,0,0,0,0,7.5,0.3,1,0.5,6.8,115.4
