rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
15,20889,Kyler Murray,ARI,QB,17,3684.8,21.9,11.4,517.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,289.3
16,23189,Bijan Robinson,ATL,RB,17,0.0,0.0,0.0,1083.5,7.4,61.9,511.3,4.1,0.0,0.0,0.0,0.0,16.8,286.0
17,23235,Jayden Daniels,WAS,QB,17,3634.5,20.9,13.7,619.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,284.4
18,23241,Brock Purdy,SF,QB,17,4117.8,29.7,11.3,141.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,282.7
19,22564,Ja'Marr Chase,CIN,WR,17,0.0,0.0,0.0,13.1,0.1,102.7,1325.2,7.7,0.0,0.0,0.0,0.0,16.6,282.5
20,21685,Justin Jefferson,MIN,WR,17,0.0,0.0,0.0,6.6,0.1,102.9,1437.1,6.0,0.0,0.0,0.0,0.0,16.6,282.5
21,17922,Jared Goff,DET,QB,17,4319.0,28.8,10.0,53.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,273.9
22,24927,Caleb Williams,CHI,QB,17,3872.4,24.2,12.7,317.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,270.6
23,22490,Trevor Lawrence,JAX,QB,17,3911.2,23.7,12.6,304.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,269.5
24,21042,A.J. Brown,PHI,WR,17,0.0,0.0,0.0,1.6,0.0,90.6,1306.9,8.0,0.0,0.0,0.0,0.0,15.7,267.4
25,21681,Justin Herbert,LAC,QB,17,3673.8,23.7,9.1,258.5,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,262.4
26,21677,Tua Tagovailoa,MIA,QB,17,4292.8,27.5,12.5,80.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,260.2
27,19766,Saquon Barkley,PHI,RB,17,0.0,0.0,0.0,1159.8,8.9,44.1,317.0,2.7,0.0,0.0,0.0,0.0,15.1,257.4
28,24172,Puka Nacua,LAR,WR,17,0.0,0.0,0.0,52.9,0.3,90.7,1267.1,5.6,0.0,0.0,0.0,0.0,15.1,257.3
29,23122,Garrett Wilson,NYJ,WR,17,0.0,0.0,0.0,16.8,0.1,93.8,1205.3,6.6,0.0,0.0,0.0,0.0,15.0,254.2
30,21682,Jonathan Taylor,IND,RB,17,0.0,0.0,0.0,1250.8,10.1,34.7,265.8,1.7,0.0,0.0,0.0,0.0,14.9,254.0
31,18857,Deshaun Watson,CLE,QB,17,3558.4,22.7,13.5,380.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,254.0
32,14252,Kirk Cousins,ATL,QB,17,4007.8,27.0,10.9,78.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,251.4
33,14895,Geno Smith,SEA,QB,17,3774.2,24.1,11.3,192.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,247.2
34,19790,Baker Mayfield,TB,QB,17,3777.5,25.6,11.5,155.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,247.0
35,2593,Aaron Rodgers,NYJ,QB,17,3795.6,25.6,9.7,83.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,244.8
36,23200,Jahmyr Gibbs,DET,RB,17,0.0,0.0,0.0,927.1,8.4,54.0,388.7,1.9,0.0,0.0,0.0,0.0,14.4,244.2
37,22565,Chris Olave,NO,WR,17,0.0,0.0,0.0,1.1,0.0,88.0,1193.9,6.2,0.0,0.0,0.0,0.0,14.3,243.9
38,24974,Marvin Harrison Jr.,ARI,WR,17,0.0,0.0,0.0,4.5,0.0,85.9,1167.3,7.0,0.0,0.0,0.0,0.0,14.3,242.7
39,16470,Davante Adams,LV,WR,17,0.0,0.0,0.0,1.1,0.0,91.0,1110.3,6.8,0.0,0.0,0.0,0.0,14.3,242.3
40,23212,Kyren Williams,LAR,RB,17,0.0,0.0,0.0,1089.3,10.2,35.1,250.0,2.2,0.0,0.0,0.0,0.0,14.0,238.6
41,9038,Matthew Stafford,LAR,QB,17,3953.1,25.5,12.3,55.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,238.0
42,23151,Drake London,ATL,WR,17,0.0,0.0,0.0,2.6,0.0,85.3,1116.4,6.9,0.0,0.0,0.0,0.0,14.0,237.4
43,21696,Travis Etienne Jr.,JAX,RB,17,0.0,0.0,0.0,973.3,8.2,47.5,372.3,1.3,0.0,0.0,0.0,0.0,13.9,236.1
44,17959,Derrick Henry,BAL,RB,17,0.0,0.0,0.0,1178.5,11.9,23.3,186.4,1.0,0.0,0.0,0.0,0.0,13.8,234.2
45,16597,Mike Evans,TB,WR,17,0.0,0.0,0.0,1.3,0.0,71.0,1077.8,9.2,0.0,0.0,0.0,0.0,13.7,233.5
46,21756,Nico Collins,HOU,WR,17,0.0,0.0,0.0,7.0,0.0,76.2,1130.1,7.3,0.0,0.0,0.0,0.0,13.7,233.1
47,23371,Isiah Pacheco,KC,RB,17,0.0,0.0,0.0,1005.0,8.3,43.2,282.6,2.1,0.0,0.0,0.0,0.0,13.6,231.2
48,23270,Will Levis,TEN,QB,17,3760.2,20.7,11.3,158.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,231.0
49,18882,Cooper Kupp,LAR,WR,17,0.0,0.0,0.0,13.8,0.1,86.2,1054.3,6.3,0.0,0.0,0.0,0.0,13.6,230.8
50,19812,Sam Darnold,MIN,QB,17,3727.6,21.6,14.9,196.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,229.5
51,16311,Derek Carr,NO,QB,17,3817.4,24.1,10.9,63.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,228.8
52,20875,DK Metcalf,SEA,WR,17,0.0,0.0,0.0,1.3,0.0,71.7,1064.0,8.4,0.0,0.0,0.0,0.0,13.4,228.0
53,21687,DeVonta Smith,PHI,WR,17,0.0,0.0,0.0,1.3,0.0,81.3,1056.6,7.0,0.0,0.0,0.0,0.0,13.4,227.9
54,20841,Daniel Jones,NYG,QB,17,3258.4,16.8,10.7,422.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,227.4
55,21744,Michael Pittman Jr.,IND,WR,17,0.0,0.0,0.0,3.4,0.0,92.7,1026.8,5.3,0.0,0.0,0.0,0.0,13.3,226.1
56,23217,Rachaad White,TB,RB,17,0.0,0.0,0.0,853.8,6.5,50.9,398.1,2.3,0.0,0.0,0.0,0.0,13.3,225.3
57,24179,De'Von Achane,MIA,RB,17,0.0,0.0,0.0,881.4,7.2,43.8,343.8,2.9,0.0,0.0,0.0,0.0,13.2,224.7
58,23247,James Cook,BUF,RB,17,0.0,0.0,0.0,1032.7,4.5,43.2,372.4,2.7,0.0,0.0,0.0,0.0,13.1,223.5
59,25069,Bo Nix,DEN,QB,17,3282.3,19.8,11.9,266.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,223.5
60,21747,Brandon Aiyuk,SF,WR,17,0.0,0.0,0.0,6.3,0.0,71.6,1108.2,6.9,0.0,0.0,0.0,0.0,13.1,223.2
61,20932,Deebo Samuel Sr.,SF,WR,17,0.0,0.0,0.0,206.4,3.1,63.5,913.5,5.0,0.0,0.0,0.0,0.0,13.1,222.7
62,22598,Jaylen Waddle,MIA,WR,17,0.0,0.0,0.0,19.8,0.1,80.6,1112.5,4.8,0.0,0.0,0.0,0.0,13.1,222.6
63,18878,Alvin Kamara,NO,RB,17,0.0,0.0,0.0,718.8,5.1,65.8,459.1,1.8,0.0,0.0,0.0,0.0,13.1,222.4
64,15048,Travis Kelce,KC,TE,17,0.0,0.0,0.0,1.9,0.0,88.5,956.7,6.3,0.0,0.0,0.0,0.0,13.0,221.4
65,24953,Malik Nabers,NYG,WR,17,0.0,0.0,0.0,15.2,0.1,80.3,1047.9,6.0,0.0,0.0,0.0,0.0,13.0,221.2
66,19844,DJ Moore,CHI,WR,17,0.0,0.0,0.0,19.3,0.3,75.8,1062.6,5.9,0.0,0.0,0.0,0.0,12.9,220.0
67,16906,Stefon Diggs,HOU,WR,17,0.0,0.0,0.0,5.2,0.0,84.6,1018.0,5.7,0.0,0.0,0.0,0.0,12.9,219.7
68,20824,Josh Jacobs,GB,RB,17,0.0,0.0,0.0,1014.4,7.9,37.3,284.0,1.1,0.0,0.0,0.0,0.0,12.8,218.3
69,23132,Bryce Young,CAR,QB,17,3399.5,19.1,11.2,251.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,216.3
70,18858,Joe Mixon,HOU,RB,17,0.0,0.0,0.0,953.3,7.3,39.3,295.9,1.8,0.0,0.0,0.0,0.0,12.7,216.0
71,16765,Amari Cooper,CLE,WR,17,0.0,0.0,0.0,1.1,0.0,70.6,1081.7,6.2,0.0,0.0,0.0,0.0,12.6,214.9
72,21690,Tee Higgins,CIN,WR,17,0.0,0.0,0.0,1.2,0.0,70.2,1000.6,7.2,0.0,0.0,0.0,0.0,12.5,213.0
73,23141,Sam LaPorta,DET,TE,17,0.0,0.0,0.0,0.0,0.0,82.1,853.5,7.6,0.0,0.0,0.0,0.0,12.5,212.7
74,23214,Kenneth Walker III,SEA,RB,17,0.0,0.0,0.0,976.1,8.8,30.6,235.5,1.3,0.0,0.0,0.0,0.0,12.3,209.8
75,20873,Terry McLaurin,WAS,WR,17,0.0,0.0,0.0,7.6,0.0,76.1,1011.5,5.1,0.0,0.0,0.0,0.0,12.2,208.0
76,23153,George Pickens,PIT,WR,17,0.0,0.0,0.0,16.3,0.1,65.7,1057.6,5.6,0.0,0.0,0.0,0.0,12.1,206.1
77,18880,Chris Godwin,TB,WR,17,0.0,0.0,0.0,24.7,0.5,79.7,960.3,4.2,0.0,0.0,0.0,0.0,12.1,205.8
78,23120,Zay Flowers,BAL,WR,17,0.0,0.0,0.0,49.7,0.4,76.9,926.9,5.0,0.0,0.0,0.0,0.0,12.1,205.6
79,24176,Tank Dell,HOU,WR,17,0.0,0.0,0.0,69.7,0.2,68.4,941.3,5.9,0.0,0.0,0.0,0.0,12.1,205.5
80,19815,Christian Kirk,JAX,WR,17,0.0,0.0,0.0,9.8,0.0,77.7,975.2,4.9,0.0,0.0,0.0,0.0,12.0,203.6
81,19802,Calvin Ridley,TEN,WR,17,0.0,0.0,0.0,17.9,0.0,69.7,979.8,5.5,0.0,0.0,0.0,0.0,11.9,201.9
82,24120,Rashee Rice,KC,WR,17,0.0,0.0,0.0,5.0,0.0,77.3,903.5,5.8,0.0,0.0,0.0,0.0,11.9,201.8
83,19803,Mark Andrews,BAL,TE,17,0.0,0.0,0.0,0.0,0.0,70.1,836.9,8.0,0.0,0.0,0.0,0.0,11.8,201.4
84,18983,James Conner,ARI,RB,17,0.0,0.0,0.0,898.2,6.8,33.8,233.1,1.8,0.0,0.0,0.0,0.0,11.5,196.1
85,23251,Trey McBride,ARI,TE,17,0.0,0.0,0.0,0.0,0.0,80.2,846.5,5.1,0.0,0.0,0.0,0.0,11.5,195.1
86,22546,Rhamondre Stevenson,NE,RB,17,0.0,0.0,0.0,885.4,6.1,39.4,277.2,0.9,0.0,0.0,0.0,0.0,11.5,194.7
87,19045,Aaron Jones,MIN,RB,17,0.0,0.0,0.0,818.4,5.4,41.4,314.9,1.7,0.0,0.0,0.0,0.0,11.4,194.5
88,15076,Keenan Allen,CHI,WR,17,0.0,0.0,0.0,6.1,0.0,77.3,883.9,4.7,0.0,0.0,0.0,0.0,11.4,193.1
89,21077,Diontae Johnson,CAR,WR,17,0.0,0.0,0.0,11.5,0.0,72.8,894.3,4.7,0.0,0.0,0.0,0.0,11.2,191.0
90,21684,D'Andre Swift,CHI,RB,17,0.0,0.0,0.0,824.7,5.4,39.3,280.7,1.6,0.0,0.0,0.0,0.0,11.1,189.2
91,20882,David Montgomery,DET,RB,17,0.0,0.0,0.0,917.8,9.6,21.4,157.0,0.8,0.0,0.0,0.0,0.0,11.1,188.9
92,23233,Jayden Reed,GB,WR,17,0.0,0.0,0.0,86.0,1.0,63.0,785.7,5.4,0.0,0.0,0.0,0.0,11.1,188.0
93,24102,Dalton Kincaid,BUF,TE,17,0.0,0.0,0.0,0.0,0.0,77.6,787.5,5.4,0.0,0.0,0.0,0.0,11.1,187.9
94,14986,DeAndre Hopkins,TEN,WR,17,0.0,0.0,0.0,3.2,0.0,65.4,853.3,6.2,0.0,0.0,0.0,0.0,11.0,187.7
95,14536,Russell Wilson,PIT,QB,17,2549.7,15.9,8.0,257.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,187.4
96,21768,Najee Harris,PIT,RB,17,0.0,0.0,0.0,967.6,7.2,25.7,168.5,1.1,0.0,0.0,0.0,0.0,10.9,186.1
97,18912,Evan Engram,JAX,TE,17,0.0,0.0,0.0,0.0,0.0,84.9,769.1,4.1,0.0,0.0,0.0,0.0,10.9,185.4
98,22539,Zamir White,LV,RB,17,0.0,0.0,0.0,963.2,6.2,29.5,205.8,0.8,0.0,0.0,0.0,0.0,10.9,185.0
99,23157,Jaxon Smith-Njigba,SEA,WR,17,0.0,0.0,0.0,2.5,0.0,73.4,796.1,5.2,0.0,0.0,0.0,0.0,10.8,183.9
100,19827,Roquan Smith,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,1.1,0.6,10.8,183.8
101,22558,Javonte Williams,DEN,RB,17,0.0,0.0,0.0,803.5,5.3,39.5,241.1,1.4,0.0,0.0,0.0,0.0,10.7,181.4
102,20912,Tony Pollard,TEN,RB,17,0.0,0.0,0.0,834.9,5.9,34.8,242.6,0.9,0.0,0.0,0.0,0.0,10.6,180.6
103,19063,George Kittle,SF,TE,17,0.0,0.0,0.0,1.3,0.0,61.2,846.1,5.8,0.0,0.0,0.0,0.0,10.6,180.3
104,19800,Courtland Sutton,DEN,WR,17,0.0,0.0,0.0,1.3,0.0,61.8,810.7,6.5,0.0,0.0,0.0,0.0,10.6,180.0
105,17217,Raheem Mostert,MIA,RB,17,0.0,0.0,0.0,791.6,8.9,22.9,160.9,1.6,0.0,0.0,0.0,0.0,10.5,178.8
106,16830,Tyler Lockett,SEA,WR,17,0.0,0.0,0.0,1.3,0.0,69.0,789.7,5.2,0.0,0.0,0.0,0.0,10.5,178.7
107,24958,Drake Maye,NE,QB,17,2717.3,15.4,11.3,233.3,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,178.2
108,20024,Zaire Franklin,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,1.1,0.6,10.5,178.1
109,24924,Xavier Worthy,KC,WR,17,0.0,0.0,0.0,30.0,0.1,61.0,859.0,4.8,0.0,0.0,0.0,0.0,10.5,177.7
110,23479,Jaylen Warren,PIT,RB,17,0.0,0.0,0.0,678.2,3.7,47.7,331.5,1.4,0.0,0.0,0.0,0.0,10.4,176.1
111,22508,Kyle Pitts,ATL,TE,17,0.0,0.0,0.0,0.0,0.0,65.1,825.3,4.8,0.0,0.0,0.0,0.0,10.4,176.0
112,23162,Jordan Addison,MIN,WR,17,0.0,0.0,0.0,4.6,0.0,60.9,797.1,5.8,0.0,0.0,0.0,0.0,10.3,175.3
113,24933,Brian Thomas Jr.,JAX,WR,17,0.0,0.0,0.0,5.7,0.0,61.4,826.1,5.3,0.0,0.0,0.0,0.0,10.3,174.6
114,23138,Jake Ferguson,DAL,TE,17,0.0,0.0,0.0,0.0,0.0,67.6,710.6,6.0,0.0,0.0,0.0,0.0,10.3,174.3
115,23395,Christian Watson,GB,WR,17,0.0,0.0,0.0,31.9,0.3,52.5,784.3,6.4,0.0,0.0,0.0,0.0,10.2,173.9
116,24977,Rome Odunze,CHI,WR,17,0.0,0.0,0.0,6.3,0.0,63.3,851.3,4.4,0.0,0.0,0.0,0.0,10.2,173.7
117,18876,David Njoku,CLE,TE,17,0.0,0.0,0.0,0.0,0.0,67.9,747.2,5.4,0.0,0.0,0.0,0.0,10.2,173.6
118,25097,Ladd McConkey,LAC,WR,17,0.0,0.0,0.0,6.4,0.0,66.9,813.0,4.3,0.0,0.0,0.0,0.0,10.1,172.4
119,22865,Ernest Jones IV,LAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.8,0.9,0.4,10.1,172.0
120,20941,Devin Singletary,NYG,RB,17,0.0,0.0,0.0,851.6,5.1,33.4,208.2,0.8,0.0,0.0,0.0,0.0,10.1,172.0
121,23190,Brian Robinson Jr.,WAS,RB,17,0.0,0.0,0.0,776.7,5.7,28.8,234.1,1.8,0.0,0.0,0.0,0.0,10.1,171.7
122,20646,Robert Spillane,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.0,1.1,0.6,10.0,169.7
123,19562,Austin Ekeler,WAS,RB,17,0.0,0.0,0.0,510.1,4.2,47.5,378.3,1.7,0.0,0.0,0.0,0.0,9.9,168.5
124,14534,Bobby Wagner,WAS,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.9,1.0,0.5,9.9,167.6
125,24123,Tyjae Spears,TEN,RB,17,0.0,0.0,0.0,626.5,4.1,42.5,324.5,1.3,0.0,0.0,0.0,0.0,9.8,167.4
126,20876,Jakobi Meyers,LV,WR,17,0.0,0.0,0.0,18.6,0.5,63.8,726.3,4.4,0.0,0.0,0.0,0.0,9.8,167.1
127,21784,Zack Moss,CIN,RB,17,0.0,0.0,0.0,714.7,5.9,31.1,215.6,1.4,0.0,0.0,0.0,0.0,9.8,165.9
128,13810,Demario Davis,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.6,0.9,0.5,9.8,165.9
129,21692,Jerry Jeudy,CLE,WR,17,0.0,0.0,0.0,7.5,0.0,58.8,810.7,4.3,0.0,0.0,0.0,0.0,9.8,165.8
130,24964,Keon Coleman,BUF,WR,17,0.0,0.0,0.0,8.9,0.0,58.3,768.3,5.2,0.0,0.0,0.0,0.0,9.7,165.4
131,23447,Terrel Bernard,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.6,0.9,0.5,9.7,164.3
132,20897,Bobby Okereke,NYG,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.3,0.6,9.7,164.1
133,20007,Foyesade Oluokun,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.5,0.9,0.5,9.6,164.0
134,22613,Joshua Palmer,LAC,WR,17,0.0,0.0,0.0,3.8,0.0,60.1,774.2,4.4,0.0,0.0,0.0,0.0,9.6,163.1
135,21015,Maxx Crosby,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.3,1.1,0.6,9.6,162.9
136,20749,T.J. Edwards,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,1.1,0.6,9.6,162.6
137,23234,Jameson Williams,DET,WR,17,0.0,0.0,0.0,50.1,0.6,52.8,765.1,4.2,0.0,0.0,0.0,0.0,9.6,162.5
138,18928,Curtis Samuel,BUF,WR,17,0.0,0.0,0.0,95.5,1.1,59.0,645.5,3.9,0.0,0.0,0.0,0.0,9.6,162.5
139,21045,Marquise Brown,KC,WR,17,0.0,0.0,0.0,9.3,0.0,55.1,744.5,5.2,0.0,0.0,0.0,0.0,9.5,161.3
140,18914,Mike Williams,NYJ,WR,17,0.0,0.0,0.0,4.1,0.0,55.5,767.2,4.8,0.0,0.0,0.0,0.0,9.5,160.8
141,24374,Chase Brown,CIN,RB,17,0.0,0.0,0.0,614.3,3.9,37.2,307.9,1.6,0.0,0.0,0.0,0.0,9.4,160.4
142,17085,Alex Singleton,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,1.1,0.6,9.4,159.6
143,16568,Brandin Cooks,DAL,WR,17,0.0,0.0,0.0,25.6,0.1,56.7,694.2,5.1,0.0,0.0,0.0,0.0,9.4,159.3
144,23227,Khalil Shakir,BUF,WR,17,0.0,0.0,0.0,6.2,0.0,57.3,751.9,4.4,0.0,0.0,0.0,0.0,9.4,159.1
145,15534,Adam Thielen,CAR,WR,17,0.0,0.0,0.0,2.8,0.0,66.4,675.8,4.2,0.0,0.0,0.0,0.0,9.3,158.9
146,18964,Alex Anzalone,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.5,1.1,0.5,9.3,158.0
147,24943,Brock Bowers,LV,TE,17,0.0,0.0,0.0,10.0,0.1,60.6,690.1,4.6,0.0,0.0,0.0,0.0,9.3,157.6
148,19863,Dallas Goedert,PHI,TE,17,0.0,0.0,0.0,0.0,0.0,63.7,698.3,4.0,0.0,0.0,0.0,0.0,9.2,157.1
149,14375,Lavonte David,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.2,1.1,0.6,9.2,156.6
150,24944,Jonathon Brooks,CAR,RB,17,0.0,0.0,0.0,708.2,5.0,30.3,221.6,1.1,0.0,0.0,0.0,0.0,9.2,156.5
151,21490,Azeez Al-Shaair,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,1.1,0.6,9.2,156.2
152,23167,Romeo Doubs,GB,WR,17,0.0,0.0,0.0,1.4,0.0,53.8,658.1,6.0,0.0,0.0,0.0,0.0,9.1,155.2
153,23729,Rashid Shaheed,NO,WR,17,0.0,0.0,0.0,37.8,0.1,52.0,757.7,4.0,0.0,0.0,0.0,0.0,9.1,154.9
154,21735,Gabe Davis,JAX,WR,17,0.0,0.0,0.0,1.2,0.0,49.7,732.7,5.5,0.0,0.0,0.0,0.0,9.1,154.9
155,17923,Ezekiel Elliott,DAL,RB,17,0.0,0.0,0.0,644.9,5.4,30.2,208.3,1.4,0.0,0.0,0.0,0.0,9.1,154.5
156,21134,Kaden Elliss,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.2,1.1,0.5,9.1,154.2
157,20411,Frankie Luvu,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.6,1.0,0.5,8.9,151.9
158,21118,Blake Cashman,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.9,0.9,0.4,8.9,151.1
159,22695,Micah Parsons,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.3,1.0,0.5,8.9,151.1
160,16093,C.J. Mosley,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.1,0.6,8.9,150.6
161,23444,Quay Walker,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.7,1.0,0.5,8.8,150.4
162,20880,Gardner Minshew II,LV,QB,17,2447.5,13.9,8.3,84.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,149.5
163,21982,Patrick Queen,PIT,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.1,1.0,0.5,8.7,148.3
164,19798,Nick Chubb,CLE,RB,17,0.0,0.0,0.0,782.6,5.5,18.1,140.5,1.0,0.0,0.0,0.0,0.0,8.7,147.8
165,18916,T.J. Watt,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,1.4,0.9,0.4,8.6,146.8
166,16849,Danielle Hunter,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.3,1.1,0.5,8.6,146.7
167,23205,Jerome Ford,CLE,RB,17,0.0,0.0,0.0,552.2,3.7,33.4,238.5,2.3,0.0,0.0,0.0,0.0,8.6,146.5
168,21940,Antoine Winfield Jr.,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.2,1.1,0.6,8.6,146.4
169,21025,Cody Barton,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.1,0.5,8.6,145.9
170,19891,Fred Warner,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.6,0.9,0.4,8.5,145.3
171,21109,Quincy Williams,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.7,1.1,0.6,8.5,145.1
172,19940,Kyzir White,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.6,0.9,0.4,8.5,144.9
173,22003,Logan Wilson,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.3,1.2,0.6,8.5,143.9
174,20239,Gus Edwards,LAC,RB,17,0.0,0.0,0.0,750.1,7.0,13.8,119.8,0.6,0.0,0.0,0.0,0.0,8.4,143.2
175,18807,Myles Garrett,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.3,0.9,0.4,8.4,143.1
