Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameHalfPointPPR,FantasyPointsHalfPointPpr
20,Alvin Kamara,NO,RB,16,0,0,0,878,8,79,721,3,0,0,0,0,16.3,261.4
21,Ben Roethlisberger,PIT,QB,16,4326,28,14,44,1,0,0,0,0,0,0,0,16.2,259.44
22,Matthew Stafford,DET,QB,16,4269,26,11,90,1,0,0,0,0,0,0,0,16.1,257.76
23,Jared Goff,LAR,QB,16,4629,26,14,44,1,0,0,0,0,0,0,0,16.1,257.56
24,Joe Burrow,CIN,QB,16,3869,25,14,255,3,0,0,0,0,0,0,0,16,256.26
25,Daniel Jones,NYG,QB,16,3829,26,14,303,2,0,0,0,0,0,0,0,15.8,253.46
26,Philip Rivers,IND,QB,16,4386,28,14,18,0,0,0,0,0,0,0,0,15.7,251.24
27,Joe Mixon,CIN,RB,16,0,0,0,1273,8,50,377,2,0,0,0,0,15.5,248
28,Davante Adams,GB,WR,16,0,0,0,0,0,99,1270,12,0,0,0,0,15.4,246.5
29,Kirk Cousins,MIN,QB,16,4061,26,12,97,1,0,0,0,0,0,0,0,15.4,246.14
30,Clyde Edwards-Helaire,KC,RB,16,0,0,0,1111,8,47,442,3,0,0,0,0,15.2,242.8
31,Derrick Henry,TEN,RB,16,0,0,0,1428,13,19,176,0,0,0,0,0,15.1,241.9
32,Baker Mayfield,CLE,QB,16,3828,25,16,142,2,0,0,0,0,0,0,0,15,239.32
33,Julio Jones,ATL,WR,16,0,0,0,13,0,104,1443,7,0,0,0,0,14.8,237.6
34,Ryan Tannehill,TEN,QB,16,3497,24,10,184,2,0,0,0,0,0,0,0,14.6,234.28
35,Josh Jacobs,LV,RB,16,0,0,0,1177,10,30,356,1,0,0,0,0,14.5,232.3
36,Derek Carr,LV,QB,16,4057,21,9,77,1,0,0,0,0,0,0,0,14.5,231.98
37,Jimmy Garoppolo,SF,QB,16,3992,24,13,75,1,0,0,0,0,0,0,0,14.4,231.18
38,Miles Sanders,PHI,RB,16,0,0,0,1128,7,50,430,2,0,0,0,0,14.4,230.8
39,Mike Evans,TB,WR,16,0,0,0,0,0,89,1372,8,0,0,0,0,14.4,229.7
40,Tyreek Hill,KC,WR,16,0,0,0,109,1,85,1237,8,0,0,0,0,14.3,229.1
41,DeAndre Hopkins,ARI,WR,16,0,0,0,9,0,97,1273,9,0,0,0,0,14.3,228.7
42,Austin Ekeler,LAC,RB,16,0,0,0,617,4,78,722,5,0,0,0,0,14.1,224.9
43,Aaron Jones,GB,RB,16,0,0,0,1071,9,42,395,1,0,0,0,0,14,223.6
44,Nick Chubb,CLE,RB,16,0,0,0,1307,9,28,222,1,0,0,0,0,13.9,222.9
45,Chris Godwin,TB,WR,16,0,0,0,20,0,90,1286,8,0,0,0,0,13.8,221.6
46,Drew Lock,DEN,QB,16,3587,21,11,189,1,0,0,0,0,0,0,0,13.8,220.38
47,Sam Darnold,NYJ,QB,16,3524,23,14,110,2,0,0,0,0,0,0,0,13.5,215.96
48,Kenyan Drake,ARI,RB,16,0,0,0,1002,9,41,304,2,0,0,0,0,13.3,213.1
49,Chris Carson,SEA,RB,16,0,0,0,1134,7,42,322,2,0,0,0,0,13.3,212.6
50,Le'Veon Bell,NYJ,RB,15,0,0,0,918,6,62,437,2,0,0,0,0,14.2,212.5
51,Teddy Bridgewater,CAR,QB,16,3595,21,11,77,1,0,0,0,0,0,0,0,13.2,211.5
52,Travis Kelce,KC,TE,16,0,0,0,6,0,90,1116,9,0,0,0,0,13.2,211.2
53,Kenny Golladay,DET,WR,16,0,0,0,0,0,77,1236,8,0,0,0,0,13,208.1
54,George Kittle,SF,TE,16,0,0,0,17,0,94,1196,6,0,0,0,0,12.8,204.3
55,Adam Thielen,MIN,WR,16,0,0,0,31,0,90,1195,6,0,0,0,0,12.7,203.6
56,David Johnson,HOU,RB,16,0,0,0,983,6,37,340,3,0,0,0,0,12.7,202.8
57,Todd Gurley II,ATL,RB,15,0,0,0,916,8,42,332,2,0,0,0,0,13.5,201.8
58,Amari Cooper,DAL,WR,16,0,0,0,13,0,75,1072,9,0,0,0,0,12.5,200
59,James Conner,PIT,RB,14,0,0,0,912,8,37,336,2,0,0,0,0,14.2,199.3
60,A.J. Brown,TEN,WR,16,0,0,0,58,1,63,1074,8,0,0,0,0,12.4,198.7
61,Allen Robinson II,CHI,WR,16,0,0,0,11,0,90,1103,7,0,0,0,0,12.4,198.4
62,Robert Woods,LAR,WR,16,0,0,0,122,0,81,1144,5,0,0,0,0,12.3,197.1
63,Cooper Kupp,LAR,WR,16,0,0,0,38,0,83,1056,8,0,0,0,0,12.3,196.9
64,Tyler Lockett,SEA,WR,16,0,0,0,51,0,79,1059,8,0,0,0,0,12.3,196.5
65,Melvin Gordon III,DEN,RB,16,0,0,0,869,8,40,311,2,0,0,0,0,12.1,194
66,DJ Moore,CAR,WR,16,0,0,0,52,0,84,1114,6,0,0,0,0,12,192.6
67,Odell Beckham Jr.,CLE,WR,16,0,0,0,22,0,77,1093,7,0,0,0,0,12,192
68,T.Y. Hilton,IND,WR,16,0,0,0,0,0,75,1182,6,0,0,0,0,12,191.7
69,Raheem Mostert,SF,RB,16,0,0,0,1016,8,24,210,2,0,0,0,0,11.9,190.6
70,Tua Tagovailoa,MIA,QB,12,3365,18,11,119,1,0,0,0,0,0,0,0,15.9,190.5
70,Keenan Allen,LAC,WR,16,0,0,0,26,0,88,1079,6,0,0,0,0,11.9,190.5
72,Courtland Sutton,DEN,WR,16,0,0,0,20,0,75,1088,7,0,0,0,0,11.9,190.3
73,Tyrod Taylor,LAC,QB,13,2779,15,8,316,2,0,0,0,0,0,0,0,14.5,188.76
74,JuJu Smith-Schuster,PIT,WR,16,0,0,0,5,0,80,1055,7,0,0,0,0,11.8,188
75,A.J. Green,CIN,WR,16,0,0,0,0,0,76,1107,6,0,0,0,0,11.5,184.7
76,David Montgomery,CHI,RB,15,0,0,0,1012,7,28,221,1,0,0,0,0,12.2,183.3
77,Calvin Ridley,ATL,WR,16,0,0,0,33,0,72,957,8,0,0,0,0,11.4,183
78,Jonathan Taylor,IND,RB,16,0,0,0,979,7,27,234,1,0,0,0,0,11.3,180.8
79,Shaquille Leonard,IND,LB,16,0,0,0,0,0,0,0,0,5.5,2.8,1.5,0.8,11.3,180.55
80,Blake Martinez,NYG,LB,16,0,0,0,0,0,0,0,0,3.4,0.7,1.3,0.6,11.1,177.83
81,Terry McLaurin,WAS,WR,16,0,0,0,0,0,69,1073,6,0,0,0,0,11.1,177.8
82,Zach Ertz,PHI,TE,16,0,0,0,0,0,90,906,7,0,0,0,0,11.1,177.6
83,DK Metcalf,SEA,WR,16,0,0,0,11,0,65,977,8,0,0,0,0,11.1,177.3
84,Leonard Fournette,TB,RB,16,0,0,0,908,9,20,190,1,0,0,0,0,11,175.8
85,Devin Singletary,BUF,RB,16,0,0,0,876,4,44,339,2,0,0,0,0,11,175.5
86,Mark Andrews,BAL,TE,16,0,0,0,0,0,69,914,8,0,0,0,0,10.9,173.9
87,Bobby Wagner,SEA,ILB,16,0,0,0,0,0,0,0,0,1.9,0.9,1.5,0.7,10.8,173.43
88,Tyler Boyd,CIN,WR,16,0,0,0,24,0,84,990,5,0,0,0,0,10.8,173.4
89,DJ Chark,JAX,WR,16,0,0,0,9,0,72,991,6,0,0,0,0,10.8,172
90,Marquise Brown,BAL,WR,16,0,0,0,15,0,66,889,8,0,0,0,0,10.7,171.4
91,Joe Schobert,JAX,ILB,16,0,0,0,0,0,0,0,0,2.4,2.2,1.3,0.7,10.5,168.58
92,Michael Gallup,DAL,WR,16,0,0,0,0,0,67,933,7,0,0,0,0,10.4,166.8
93,Shaq Thompson,CAR,LB,16,0,0,0,0,0,0,0,0,3.7,0.2,1.2,0.6,10.4,166.24
94,DeVante Parker,MIA,WR,16,0,0,0,13,0,66,946,6,0,0,0,0,10.3,164.9
95,Brandin Cooks,HOU,WR,16,0,0,0,26,0,70,972,5,0,0,0,0,10.3,164.8
96,Kareem Hunt,CLE,RB,16,0,0,0,467,4,59,465,3,0,0,0,0,10.3,164.7
97,Dwayne Haskins,WAS,QB,16,2820,16,14,218,1,0,0,0,0,0,0,0,10.3,164.6
98,Jaylon Smith,DAL,LB,16,0,0,0,0,0,0,0,0,3,0.6,1.4,0.7,10.2,163.2
98,Mark Ingram II,BAL,RB,16,0,0,0,848,6,25,219,2,0,0,0,0,10.2,163.2
100,Cam Akers,LAR,RB,16,0,0,0,843,6,19,287,1,0,0,0,0,10.2,162.5
101,Stefon Diggs,BUF,WR,16,0,0,0,53,0,61,924,6,0,0,0,0,10.1,162.2
102,James White,NE,RB,16,0,0,0,272,2,78,701,2,0,0,0,0,10,160.3
103,Jarvis Landry,CLE,WR,16,0,0,0,6,0,83,961,4,0,0,0,0,10,160.2
104,Jerome Baker,MIA,LB,16,0,0,0,0,0,0,0,0,2.4,1,1.2,0.6,10,159.28
105,Matt Breida,MIA,RB,15,0,0,0,797,4,35,275,2,0,0,0,0,10.6,158.7
106,Jordan Hicks,ARI,LB,16,0,0,0,0,0,0,0,0,2.3,1.7,1.5,0.8,9.9,158.61
107,Hayden Hurst,ATL,TE,16,0,0,0,0,0,69,815,7,0,0,0,0,9.9,158
108,Darren Waller,LV,TE,16,0,0,0,0,0,72,917,5,0,0,0,0,9.9,157.7
109,Roquan Smith,CHI,ILB,16,0,0,0,0,0,0,0,0,3.1,0.8,1.4,0.7,9.8,157.57
110,DeSean Jackson,PHI,WR,15,0,0,0,46,0,45,880,7,0,0,0,0,10.5,157.1
111,Marvin Jones Jr.,DET,WR,16,0,0,0,10,0,69,885,5,0,0,0,0,9.6,154
112,Chandler Jones,ARI,DE,16,0,0,0,0,0,0,0,0,13.5,0.4,1.4,0.7,9.6,152.85
113,Julian Edelman,NE,WR,16,0,0,0,7,0,78,839,5,0,0,0,0,9.5,151.6
114,Jamison Crowder,NYJ,WR,16,0,0,0,21,0,76,828,5,0,0,0,0,9.4,150.9
115,J.K. Dobbins,BAL,RB,16,0,0,0,838,5,23,211,1,0,0,0,0,9.4,150.4
116,D'Andre Swift,DET,RB,16,0,0,0,836,4,26,251,1,0,0,0,0,9.4,149.7
117,Bradley Chubb,DEN,LB,16,0,0,0,0,0,0,0,0,9.3,0.4,1.3,0.7,9.3,149.36
118,Sterling Shepard,NYG,WR,16,0,0,0,74,0,68,832,4,0,0,0,0,9.3,148.6
119,Aaron Donald,LAR,DT,16,0,0,0,0,0,0,0,0,13.7,0.2,1.2,0.6,9.3,148.14
120,Nick Foles,CHI,QB,14,2587,14,7,22,1,0,0,0,0,0,0,0,10.5,147.68
121,Joey Bosa,LAC,OLB,16,0,0,0,0,0,0,0,0,10.9,0.5,1,0.5,9.2,147.03
122,Demario Davis,NO,LB,16,0,0,0,0,0,0,0,0,3.5,0.6,1.4,0.7,9.1,145.55
123,Cory Littleton,LV,LB,16,0,0,0,0,0,0,0,0,3,2.3,1,0.5,9,143.8
123,Rob Gronkowski,TB,TE,16,0,0,0,0,0,60,778,6,0,0,0,0,9,143.8
125,CeeDee Lamb,DAL,WR,16,0,0,0,20,0,58,844,5,0,0,0,0,9,143.4
126,Zach Cunningham,HOU,LB,16,0,0,0,0,0,0,0,0,1,0.6,1.5,0.7,8.8,141.5
127,Brandon Aiyuk,SF,WR,16,0,0,0,0,0,65,789,5,0,0,0,0,8.8,141.4
128,Fred Warner,SF,LB,16,0,0,0,0,0,0,0,0,1.4,0.7,1.3,0.7,8.8,141.08
129,Mecole Hardman Jr.,KC,WR,16,0,0,0,38,1,42,738,6,0,0,0,0,8.8,140.6
130,Lavonte David,TB,LB,16,0,0,0,0,0,0,0,0,1.6,0.5,1.3,0.7,8.7,139.72
131,Danny Trevathan,CHI,ILB,16,0,0,0,0,0,0,0,0,1.5,0.9,1.4,0.7,8.7,139.6
132,John Brown,BUF,WR,15,0,0,0,13,0,56,802,5,0,0,0,0,9.3,139.5
133,Breshad Perriman,NYJ,WR,16,0,0,0,11,0,50,833,5,0,0,0,0,8.7,139.4
134,Diontae Johnson,PIT,WR,16,0,0,0,22,0,66,779,5,0,0,0,0,8.7,139.1
135,Preston Williams,MIA,WR,16,0,0,0,10,0,58,789,5,0,0,0,0,8.7,138.9
136,Carlos Dunlap,CIN,DE,16,0,0,0,0,0,0,0,0,7.8,0.3,1.1,0.5,8.7,138.66
137,K.J. Wright,SEA,OLB,16,0,0,0,0,0,0,0,0,0.7,1.6,1.4,0.7,8.6,138.29
138,Tevin Coleman,SF,RB,15,0,0,0,752,5,21,182,1,0,0,0,0,9.2,137.9
139,Tremaine Edmunds,BUF,LB,16,0,0,0,0,0,0,0,0,1.6,1.1,1.5,0.7,8.6,137.67
140,Tarik Cohen,CHI,RB,16,0,0,0,208,2,73,521,3,0,0,0,0,8.6,137.4
141,Shaquil Barrett,TB,OLB,16,0,0,0,0,0,0,0,0,11.4,0.8,1,0.5,8.6,137.38
142,Za'Darius Smith,GB,DE,16,0,0,0,0,0,0,0,0,10.6,0.3,1,0.5,8.6,137.37
143,Evan Engram,NYG,TE,14,0,0,0,6,0,65,742,5,0,0,0,0,9.8,137.3
144,William Fuller V,HOU,WR,13,0,0,0,0,0,56,792,5,0,0,0,0,10.6,137.2
145,Budda Baker,ARI,S,16,0,0,0,0,0,0,0,0,1.1,0.4,1.5,0.7,8.6,137.12
146,Christian Kirk,ARI,WR,16,0,0,0,99,0,68,711,4,0,0,0,0,8.6,137
147,Nick Kwiatkoski,LV,ILB,16,0,0,0,0,0,0,0,0,2.9,1.3,0.9,0.4,8.5,136.48
148,Jayon Brown,TEN,LB,16,0,0,0,0,0,0,0,0,2.8,0.8,0.9,0.5,8.5,136.36
149,J.J. Watt,HOU,DE,16,0,0,0,0,0,0,0,0,10.6,0.4,1.4,0.7,8.5,136.22
150,Tyler Higbee,LAR,TE,16,0,0,0,0,0,67,727,5,0,0,0,0,8.5,136.2
151,Darius Slayton,NYG,WR,16,0,0,0,0,0,50,749,6,0,0,0,0,8.5,135.9
152,Devin White,TB,LB,16,0,0,0,0,0,0,0,0,2,0.9,1.2,0.6,8.5,135.5
152,Jordan Howard,MIA,RB,16,0,0,0,849,6,14,96,0,0,0,0,0,8.5,135.5
154,Deion Jones,ATL,LB,16,0,0,0,0,0,0,0,0,0.7,1.8,1.2,0.6,8.4,134.99
155,T.J. Watt,PIT,LB,16,0,0,0,0,0,0,0,0,10.8,0.8,1.4,0.7,8.4,134.86
156,Henry Ruggs III,LV,WR,16,0,0,0,24,0,46,811,5,0,0,0,0,8.4,134.5
157,Emmanuel Sanders,NO,WR,16,0,0,0,12,0,58,759,5,0,0,0,0,8.4,134.1
158,Dallas Goedert,PHI,TE,16,0,0,0,0,0,70,750,4,0,0,0,0,8.4,134
159,Alexander Johnson,DEN,ILB,16,0,0,0,0,0,0,0,0,1.6,1.2,1.3,0.7,8.4,133.92
160,Chris Jones,KC,DT,16,0,0,0,0,0,0,0,0,10.3,1.6,1,0.5,8.4,133.76
161,Sam Hubbard,CIN,DE,16,0,0,0,0,0,0,0,0,7.6,0.3,1.1,0.6,8.3,133.42
162,Golden Tate,NYG,WR,14,0,0,0,18,0,61,728,5,0,0,0,0,9.5,133.1
163,Hunter Henry,LAC,TE,15,0,0,0,0,0,59,734,5,0,0,0,0,8.9,132.9
164,Benardrick McKinney,HOU,ILB,16,0,0,0,0,0,0,0,0,1.2,0.6,1.6,0.8,8.3,132.74
165,Latavius Murray,NO,RB,16,0,0,0,686,6,24,181,0,0,0,0,0,8.3,132.7
166,N'Keal Harry,NE,WR,16,0,0,0,19,0,58,716,5,0,0,0,0,8.3,132.5
167,Mike Williams,LAC,WR,16,0,0,0,0,0,49,823,4,0,0,0,0,8.2,130.8
168,Leighton Vander Esch,DAL,LB,16,0,0,0,0,0,0,0,0,0.9,1.4,1.3,0.6,8.2,130.78
168,Todd Davis,DEN,ILB,16,0,0,0,0,0,0,0,0,0.4,0.6,1.2,0.6,8.2,130.78
170,Khalil Mack,CHI,OLB,16,0,0,0,0,0,0,0,0,9.5,0.6,1.4,0.7,8.1,130.05
171,Myles Garrett,CLE,DE,16,0,0,0,0,0,0,0,0,10.6,0.3,1.2,0.6,8.1,130.02
172,Eric Kendricks,MIN,LB,16,0,0,0,0,0,0,0,0,0.8,0.9,1.4,0.7,8.1,129.06
173,Tahir Whitehead,CAR,OLB,16,0,0,0,0,0,0,0,0,0.1,0.4,1.1,0.5,8,128.52
174,Cameron Heyward,PIT,DT,16,0,0,0,0,0,0,0,0,6.6,0.2,1.3,0.6,8,128.42
175,Curtis Samuel,CAR,WR,16,0,0,0,61,1,57,658,4,0,0,0,0,8,128.4
176,Anthony Miller,CHI,WR,16,0,0,0,20,0,55,685,5,0,0,0,0,8,128
177,Jon Bostic,WAS,LB,16,0,0,0,0,0,0,0,0,1.9,0.8,1.5,0.8,8,127.78
178,Danielle Hunter,MIN,DE,13,0,0,0,0,0,0,0,0,9.3,0.2,1.1,0.5,9.8,127.41
179,Mike Gesicki,MIA,TE,16,0,0,0,0,0,60,673,5,0,0,0,0,8,127.3
180,Deebo Samuel Sr.,SF,WR,10,0,0,0,98,1,48,654,4,0,0,0,0,12.7,127.2
181,Matt Milano,BUF,LB,16,0,0,0,0,0,0,0,0,1.5,1.2,1.4,0.7,7.9,126.5
182,Landon Collins,WAS,SS,16,0,0,0,0,0,0,0,0,0.5,0.5,1.7,0.8,7.9,126.15
183,Ryquell Armstead,JAX,RB,16,0,0,0,610,6,27,189,0,0,0,0,0,7.8,125.4
184,Jerry Jeudy,DEN,WR,16,0,0,0,15,0,59,720,4,0,0,0,0,7.8,125
185,Jared Cook,NO,TE,16,0,0,0,0,0,50,639,6,0,0,0,0,7.8,124.9
186,Michael Pittman Jr.,IND,WR,16,0,0,0,0,0,49,702,5,0,0,0,0,7.8,124.7
187,Christian Kirksey,GB,LB,16,0,0,0,0,0,0,0,0,0.2,1.6,1.1,0.6,7.8,124.09
188,Antonio Gibson,WAS,RB,16,0,0,0,316,3,46,392,2,0,0,0,0,7.7,123.8
189,Tracy Walker III,DET,S,16,0,0,0,0,0,0,0,0,0.1,1.5,1.2,0.6,7.7,123.77
190,John Johnson III,LAR,DB,16,0,0,0,0,0,0,0,0,0.1,2.6,1.3,0.7,7.7,123.72
191,Jarrad Davis,DET,ILB,16,0,0,0,0,0,0,0,0,3.8,0.2,1.2,0.6,7.7,122.96
192,Parris Campbell,IND,WR,16,0,0,0,32,0,52,634,5,0,0,0,0,7.7,122.6
193,Grady Jarrett,ATL,DL,16,0,0,0,0,0,0,0,0,5.9,0.3,1,0.5,7.6,122.33
194,Vonn Bell,CIN,S,16,0,0,0,0,0,0,0,0,1.3,0.9,1.4,0.7,7.6,122.16
195,Sammy Watkins,KC,WR,14,0,0,0,22,0,50,709,4,0,0,0,0,8.7,122.1
196,Phillip Lindsay,DEN,RB,16,0,0,0,631,4,23,173,1,0,0,0,0,7.6,121.9
197,Allen Lazard,GB,WR,16,0,0,0,10,0,57,682,4,0,0,0,0,7.6,121.7
198,Robbie Chosen,CAR,WR,16,0,0,0,15,0,46,667,5,0,0,0,0,7.6,121.2
199,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,9.7,0.3,1.3,0.6,7.6,120.84
200,Robbie Gould,SF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
201,Andrew Sendejo,CLE,FS,16,0,0,0,0,0,0,0,0,1.1,2.7,1.3,0.6,7.5,119.97
202,Jalen Reagor,PHI,WR,14,0,0,0,14,0,41,680,5,0,0,0,0,8.6,119.9
203,Dede Westbrook,JAX,WR,16,0,0,0,24,0,61,626,4,0,0,0,0,7.5,119.5
204,Jamie Collins Sr.,DET,LB,16,0,0,0,0,0,0,0,0,4.5,1.3,1.1,0.5,7.5,119.4
205,Jamal Adams,SEA,SS,16,0,0,0,0,0,0,0,0,4.2,1,1.5,0.7,7.5,119.34
206,Matthew Judon,BAL,LB,16,0,0,0,0,0,0,0,0,8.3,0.3,1.2,0.6,7.5,119.31
207,Noah Fant,DEN,TE,16,0,0,0,0,0,54,681,4,0,0,0,0,7.4,119.1
208,DeForest Buckner,IND,DT,16,0,0,0,0,0,0,0,0,7.8,0.2,1.2,0.6,7.4,119.06
209,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,119
210,Sony Michel,NE,RB,15,0,0,0,768,6,6,50,0,0,0,0,0,7.9,118.8
211,Nick Bosa,SF,DL,16,0,0,0,0,0,0,0,0,8.7,1.4,1,0.5,7.4,118.59
212,Anthony Walker Jr.,IND,LB,16,0,0,0,0,0,0,0,0,1.5,0.8,1.2,0.6,7.4,118.55
213,Jordan Poyer,BUF,S,16,0,0,0,0,0,0,0,0,1.2,2.1,1.5,0.7,7.4,118.49
214,Harold Landry III,TEN,OLB,16,0,0,0,0,0,0,0,0,6.9,0.6,1,0.5,7.4,118.23
215,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
216,Jabrill Peppers,NYG,S,16,0,0,0,0,0,0,0,0,0.6,1.7,1.3,0.6,7.3,116.77
217,Austin Hooper,CLE,TE,16,0,0,0,0,0,53,598,5,0,0,0,0,7.3,116.3
218,Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,60,622,4,0,0,0,0,7.3,116.2
219,Wil Lutz,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.2,116
220,Melvin Ingram,LAC,LB,16,0,0,0,0,0,0,0,0,6.6,1.1,1,0.5,7.2,115.62
221,Myles Jack,JAX,LB,16,0,0,0,0,0,0,0,0,1.7,1,1.2,0.6,7.2,115.09
222,Frank Clark,KC,OLB,16,0,0,0,0,0,0,0,0,8.9,0.8,1,0.5,7.2,115.03
223,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,47,15,22,14,7.2,115
224,Jonathan Allen,WAS,DT,16,0,0,0,0,0,0,0,0,5.7,0.2,1.2,0.6,7.2,114.49
225,Bud Dupree,PIT,OLB,16,0,0,0,0,0,0,0,0,7.1,0.6,1.4,0.7,7.1,113.77
226,Robert Quinn,CHI,DE,16,0,0,0,0,0,0,0,0,8.5,0.2,1.1,0.5,7.1,113.7
227,Nyheim Hines,IND,RB,16,0,0,0,153,2,60,443,2,0,0,0,0,7.1,113.6
228,Jessie Bates III,CIN,S,16,0,0,0,0,0,0,0,0,0,2.2,1.3,0.7,7.1,113.3
229,Eric Ebron,PIT,TE,16,0,0,0,0,0,44,551,6,0,0,0,0,7.1,113.1
230,Devin Bush,PIT,ILB,16,0,0,0,0,0,0,0,0,0.8,1.2,1.3,0.6,7,112.76
231,T.J. Hockenson,DET,TE,16,0,0,0,0,0,52,624,4,0,0,0,0,7,112.4
232,Jack Doyle,IND,TE,16,0,0,0,0,0,53,557,5,0,0,0,0,7,112.2
232,Hunter Renfrow,LV,WR,16,0,0,0,0,0,56,602,4,0,0,0,0,7,112.2
234,Greg Zuerlein,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7,112
235,Yannick Ngakoue,MIN,DE,16,0,0,0,0,0,0,0,0,8.1,0.6,1.2,0.6,7,111.87
236,Duke Johnson,HOU,RB,16,0,0,0,363,1,41,385,2,0,0,0,0,7,111.3
237,Daniel Carlson,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
238,Dante Fowler Jr.,ATL,DE,16,0,0,0,0,0,0,0,0,7.4,0.3,1.1,0.5,6.9,110.98
239,Harrison Smith,MIN,S,16,0,0,0,0,0,0,0,0,1.6,2.2,1.4,0.7,6.9,110.92
240,Justin Simmons,DEN,S,16,0,0,0,0,0,0,0,0,0,2.9,1.4,0.7,6.9,110.9
241,Darrell Henderson Jr.,LAR,RB,16,0,0,0,442,3,32,226,2,0,0,0,0,6.9,110.8
242,Justin Jackson,LAC,RB,16,0,0,0,664,5,11,84,0,0,0,0,0,6.9,110.3
243,Tyrell Williams,LV,WR,16,0,0,0,0,0,40,662,4,0,0,0,0,6.9,110.2
244,Justin Jefferson,MIN,WR,16,0,0,0,12,0,52,609,4,0,0,0,0,6.9,110.1
245,Younghoe Koo,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,110
246,Rashaan Evans,TEN,ILB,16,0,0,0,0,0,0,0,0,1.2,0.2,1,0.5,6.9,109.79
247,Calais Campbell,BAL,DT,16,0,0,0,0,0,0,0,0,7.3,0.3,1.1,0.5,6.9,109.66
248,Ronald Jones,TB,RB,16,0,0,0,490,3,25,220,2,0,0,0,0,6.8,109.5
249,Jason Pierre-Paul,TB,LB,16,0,0,0,0,0,0,0,0,8.8,0.2,1.1,0.5,6.8,109.46
250,Von Miller,DEN,LB,15,0,0,0,0,0,0,0,0,8,0.6,1.2,0.6,7.3,109.2
250,Patrick Queen,BAL,ILB,16,0,0,0,0,0,0,0,0,1,0.7,1.2,0.6,6.8,109.2
252,Deatrich Wise Jr.,NE,DE,16,0,0,0,0,0,0,0,0,5.9,0.3,0.8,0.4,6.8,108.83
253,Preston Smith,GB,DL,16,0,0,0,0,0,0,0,0,7.1,0.8,1,0.5,6.8,108.57
254,Jason Myers,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
254,Jake Elliott,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
