rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
1056,22509,Hunter Long,JAX,TE,17,0.0,0.0,0.0,0.0,0.0,13.1,118.9,0.6,0.0,0.0,0.0,0.0,1.3,22.0
1057,21046,Jake Browning,CIN,QB,17,302.0,2.5,0.7,11.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,22.0
1058,25138,Dadrion Taylor-Demerson,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.3,21.9
1059,21769,Clyde Edwards-Helaire,NO,RB,17,0.0,0.0,0.0,138.7,0.6,3.4,25.7,0.1,0.0,0.0,0.0,0.0,1.3,21.9
1060,18952,Larry Ogunjobi,BUF,DT,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.2,0.1,2.0,21.9
1061,22199,Kristian Welch,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,1.3,21.8
1062,23485,Daniel Bellinger,NYG,TE,17,0.0,0.0,0.0,0.0,0.0,12.1,115.1,0.7,0.0,0.0,0.0,0.0,1.3,21.8
1063,23650,Lucas Krull,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,11.7,104.2,0.9,0.0,0.0,0.0,0.0,1.3,21.7
1064,26036,Jordan Phillips,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.3,21.6
1065,23512,Thomas Booker IV,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.1,1.3,21.6
1066,26274,Ben Yurosek,MIN,TE,17,0.0,0.0,0.0,0.0,0.0,11.0,101.0,1.0,0.0,0.0,0.0,0.0,1.3,21.6
1067,21564,Craig Reynolds,DET,RB,17,0.0,0.0,0.0,119.0,0.7,4.2,30.9,0.1,0.0,0.0,0.0,0.0,1.3,21.5
1068,22494,Kyle Trask,TB,QB,17,327.1,2.7,1.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,21.5
1069,21728,Lawrence Cager,WAS,TE,17,0.0,0.0,0.0,0.0,0.0,8.1,84.0,1.5,0.0,0.0,0.0,0.0,1.3,21.4
1070,26146,Kyle Kennard,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.3,21.4
1071,24224,Drake Thomas,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,1.2,21.2
1072,26225,Tyler Baron,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.2,21.2
1073,22920,Isaiahh Loudermilk,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,1.2,21.2
1074,26203,Josaiah Stewart,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.2,21.1
1075,26190,Robert Longerbeam,BAL,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.2,21.1
1076,25249,Ty'Ron Hopper,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,1.2,21.0
1077,25678,Jude McAtamney,NYG,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.8
1078,23520,Jordan Jackson,DEN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,1.2,20.7
1079,24245,Darrell Luter Jr.,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.2,20.6
1080,23135,Charlie Kolar,BAL,TE,17,0.0,0.0,0.0,0.2,0.0,8.9,106.9,0.9,0.0,0.0,0.0,0.0,1.2,20.6
1081,16928,Michael Burton,DEN,FB,17,0.0,0.0,0.0,12.7,0.8,8.6,53.9,0.8,0.0,0.0,0.0,0.0,1.2,20.6
1082,26651,Aaron Smith,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.2,20.6
1083,26015,Jack Sawyer,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.2,20.6
1084,22496,Mac Jones,SF,QB,17,364.2,2.1,1.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,20.5
1085,23542,Malcolm Rodriguez,DET,LB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,1.9,20.5
1086,26017,James Pearce Jr.,ATL,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.2,20.4
1087,24401,Brenton Cox Jr.,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.1,0.1,1.2,20.4
1088,24373,Kenny McIntosh,SEA,RB,17,0.0,0.0,0.0,120.4,0.5,4.0,29.1,0.1,0.0,0.0,0.0,0.0,1.2,20.4
1089,26018,Mike Green,BAL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.2,20.3
1090,24236,Isaiah Foskey,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,1.2,20.2
1091,26178,Elijah Roberts,TB,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,1.2,20.1
1092,21876,Khalid Kareem,ATL,OLB,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.1,2.2,20.1
1093,23608,Drew Ogletree,IND,TE,17,0.0,0.0,0.0,0.0,0.0,8.2,100.3,1.0,0.0,0.0,0.0,0.0,1.2,20.1
1094,26123,Barryn Sorrell,GB,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.2,20.1
1095,24151,Payne Durham,TB,TE,17,0.0,0.0,0.0,0.0,0.0,9.1,89.0,1.1,0.0,0.0,0.0,0.0,1.2,20.1
1096,21714,K.J. Osborn,WAS,WR,17,0.0,0.0,0.0,0.0,0.0,11.5,104.4,0.7,0.0,0.0,0.0,0.0,1.2,20.0
1097,25017,Denzel Burke,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.2,19.9
1098,25211,Justin Eboigbe,LAC,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.1,1.2,19.9
1099,21795,Luke Farrell,SF,TE,17,0.0,0.0,0.0,0.0,0.0,9.7,95.6,0.9,0.0,0.0,0.0,0.0,1.2,19.8
1100,25274,Javon Solomon,BUF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.1,0.1,0.1,1.2,19.8
1101,20819,Alec Ingold,MIA,FB,17,0.0,0.0,0.0,21.1,0.9,8.7,67.0,0.4,0.0,0.0,0.0,0.0,1.2,19.8
1102,25144,Devin Culp,TB,TE,17,0.0,0.0,0.0,0.0,0.0,9.8,105.9,0.7,0.0,0.0,0.0,0.0,1.2,19.7
1103,25513,Cam Grandy,CIN,TE,17,0.0,0.0,0.0,0.0,0.0,10.8,94.4,0.8,0.0,0.0,0.0,0.0,1.2,19.6
1104,23490,Jelani Woods,IND,TE,17,0.0,0.0,0.0,0.0,0.0,7.5,110.3,0.8,0.0,0.0,0.0,0.0,1.2,19.6
1105,25334,Qwan'tez Stiggers,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.2,19.6
1106,25161,Kitan Oladapo,GB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.2,19.6
1107,25359,Winston Reid,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,1.2,19.6
1108,21732,Giovanni Ricci,MIN,TE,17,0.0,0.0,0.0,0.0,0.0,11.5,137.8,0.0,0.0,0.0,0.0,0.0,1.1,19.5
1109,19120,David Moore,CAR,WR,17,0.0,0.0,0.0,0.0,0.0,9.4,102.2,0.8,0.0,0.0,0.0,0.0,1.1,19.5
1110,22047,Myles Bryant,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,1.1,19.4
1111,20219,Jonathan Owens,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.1,19.4
1112,23131,DJ Uiagalelei,LAC,QB,17,304.0,2.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,19.4
1113,26156,Kain Medrano,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,19.4
1114,26621,Ale Kaho,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,19.4
1115,22553,Michael Carter,ARI,RB,17,0.0,0.0,0.0,91.8,0.7,4.5,31.2,0.1,0.0,0.0,0.0,0.0,1.1,19.4
1116,17179,Taylor Heinicke,LAC,QB,17,318.2,1.8,1.4,25.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,19.3
1117,22787,Benjamin St-Juste,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.1,19.3
1118,20085,Dennis Gardeck,JAX,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.1,0.1,1.1,19.3
1119,26193,Rylie Mills,SEA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,19.2
1120,26147,Hunter Wohler,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.1,19.2
1121,22861,Buddy Johnson,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.1,19.1
1122,23656,Josh Blackwell,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.1,19.1
1123,25910,Elijhah Badger,KC,WR,17,0.0,0.0,0.0,0.0,0.0,8.5,105.4,0.7,0.0,0.0,0.0,0.0,1.1,19.0
1124,16763,Marcus Mariota,WAS,QB,17,267.4,1.9,0.8,20.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,19.0
1125,25433,Bo Richter,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.1,1.1,18.9
1126,22918,Carlos Basham,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.2,0.1,1.1,18.8
1127,22872,Amen Ogbongbemiga,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.1,1.1,18.8
1128,24965,Kalen King,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.1,18.7
1129,25470,Isaiah Stalbird,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.1,1.1,18.7
1130,24413,Jordan Howden,NO,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,1.1,18.6
1131,24229,Daniel Scott,IND,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,1.1,18.5
1132,24444,Travis Vokolek,ARI,TE,17,0.0,0.0,0.0,0.0,0.0,9.1,91.2,0.8,0.0,0.0,0.0,0.0,1.1,18.5
1133,24429,Anfernee Orji,TEN,LB,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,2.3,18.4
1134,14252,Kirk Cousins,ATL,QB,17,319.5,1.9,1.2,6.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.4
1135,23021,Zayne Anderson,GB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.1,1.1,18.4
1136,26200,Jay Toia,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.1,18.4
1137,23118,Malik Willis,GB,QB,17,252.9,1.8,0.8,18.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.4
1138,20013,Cedrick Wilson Jr.,NO,WR,17,0.0,0.0,0.0,0.0,0.0,9.3,100.9,0.6,0.0,0.0,0.0,0.0,1.1,18.3
1139,20361,Ross Dwelley,SF,TE,17,0.0,0.0,0.0,0.0,0.0,6.6,101.3,0.8,0.0,0.0,0.0,0.0,1.1,18.2
1140,25177,Cedric Johnson,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.1,1.1,18.2
1141,22224,Myles Adams,DET,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.1,0.0,1.1,18.2
1142,26258,Jailin Walker,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.1,18.1
1143,26333,Caleb Lohner,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,7.9,93.2,0.8,0.0,0.0,0.0,0.0,1.1,18.1
1144,23625,Daniel Hardy,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,1.1,18.0
1145,18900,Mo Alie-Cox,IND,TE,17,0.0,0.0,0.0,0.0,0.0,8.0,91.9,0.8,0.0,0.0,0.0,0.0,1.1,18.0
1146,22119,Charlie Woerner,ATL,TE,17,0.0,0.0,0.0,0.0,0.0,9.0,86.9,0.8,0.0,0.0,0.0,0.0,1.1,18.0
1147,20066,Tony Brown II,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.1,1.1,17.9
1148,21913,Joe Bachie,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.1,1.1,17.9
1149,20880,Gardner Minshew,KC,QB,17,288.7,2.1,0.9,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,17.9
1150,25673,Charles Woods,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.1,1.1,17.9
1151,24361,Mike Morris,SEA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.1,1.1,17.9
1152,23661,Mike Brown,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.1,17.9
1153,21675,Tyler Johnson,NYJ,WR,17,0.0,0.0,0.0,0.0,0.0,9.8,101.5,0.5,0.0,0.0,0.0,0.0,1.1,17.9
1154,23355,Teagan Quitoriano,ATL,TE,17,0.0,0.0,0.0,0.0,0.0,7.0,107.3,0.6,0.0,0.0,0.0,0.0,1.0,17.8
1155,25025,Joe Milton III,DAL,QB,17,277.5,1.8,0.7,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.8
1156,24939,Carson Steele,KC,FB,17,0.0,0.0,0.0,105.1,0.7,5.1,27.7,0.0,0.0,0.0,0.0,0.0,1.0,17.6
1157,23487,Connor Heyward,PIT,TE,17,0.0,0.0,0.0,0.0,0.0,8.9,77.0,0.9,0.0,0.0,0.0,0.0,1.0,17.6
1158,23310,Greg Dulcich,NYG,TE,17,0.0,0.0,0.0,0.0,0.0,8.4,96.5,0.6,0.0,0.0,0.0,0.0,1.0,17.4
1159,24354,Blake Whiteheart,CLE,TE,17,0.0,0.0,0.0,0.0,0.0,9.2,86.4,0.7,0.0,0.0,0.0,0.0,1.0,17.4
1160,24264,Isaiah Land,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.1,0.1,1.0,17.3
1161,25436,Taki Taimani,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,0.1,1.0,17.3
1162,18811,Mitchell Trubisky,BUF,QB,17,261.6,1.8,0.8,10.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3
1163,25995,Nic Scourton,CAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,17.3
1164,24412,Shaka Heyward,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,1.0,17.3
1165,26179,Nohl Williams,KC,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,17.2
1166,23270,Will Levis,TEN,QB,17,298.5,1.8,1.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.2
1167,19461,Cooper Rush,BAL,QB,17,268.6,1.9,0.6,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.2
1168,24227,DeMarcco Hellams,ATL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.0,17.2
1169,24325,Johnny Wilson,PHI,WR,17,0.0,0.0,0.0,0.0,0.0,8.1,90.4,0.7,0.0,0.0,0.0,0.0,1.0,17.1
1170,22823,Kylen Granson,PHI,TE,17,0.0,0.0,0.0,0.0,0.0,8.6,91.4,0.6,0.0,0.0,0.0,0.0,1.0,17.0
1171,26329,Ruben Hyppolite II,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,17.0
1172,24386,Yasir Abdullah,JAX,LB,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,1.9,16.9
1173,16041,Jimmy Garoppolo,LAR,QB,17,277.3,1.7,0.7,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8
1174,26088,Montrell Johnson Jr.,PHI,RB,17,0.0,0.0,0.0,92.7,0.7,2.5,20.8,0.0,0.0,0.0,0.0,0.0,1.0,16.8
1175,25134,Brevyn Spann-Ford,DAL,TE,17,0.0,0.0,0.0,0.0,0.0,8.4,83.6,0.7,0.0,0.0,0.0,0.0,1.0,16.8
1176,25148,Chris Roland-Wallace,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,1.0,16.7
1177,26019,Princely Umanmielen,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,16.6
1178,25235,Edefuan Ulofoshio,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,16.6
1179,23468,Michael Woods II,CLE,WR,17,0.0,0.0,0.0,0.0,0.0,8.8,99.4,0.4,0.0,0.0,0.0,0.0,1.0,16.5
1180,26222,Ty Robinson,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,1.0,16.5
1181,18652,C.J. Ham,MIN,FB,17,0.0,0.0,0.0,16.6,1.5,5.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5
1182,23633,Elijah Hicks,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,16.4
1183,26130,CJ West,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,16.4
1184,16762,Jameis Winston,NYG,QB,17,272.2,1.7,0.9,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.4
1185,22505,Davis Mills,HOU,QB,17,272.2,1.7,0.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.3
1186,24686,Nate Adkins,DEN,TE,17,0.0,0.0,0.0,0.0,0.0,7.7,64.8,1.0,0.0,0.0,0.0,0.0,1.0,16.3
1187,24350,Aidan O'Connell,LV,QB,17,285.3,1.6,0.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.3
1188,21887,Julian Okwara,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,1.0,16.3
1189,26069,Jeffrey Bassa,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,1.0,16.2
1190,23394,Esezi Otomewo,PIT,DT,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,1.8,16.2
1191,22657,John Bates,WAS,TE,17,0.0,0.0,0.0,0.0,0.0,7.8,80.5,0.7,0.0,0.0,0.0,0.0,0.9,16.1
1192,20954,Jarrett Stidham,DEN,QB,17,246.1,1.8,0.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,16.1
1193,24487,Tre Hawkins III,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.9,16.1
1194,24935,Leonard Taylor III,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.0,0.9,16.1
1195,24514,Art Green,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.9,16.1
1196,23367,Ja'Quan McMillian,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.1,0.9,16.1
1197,24124,Tanner McKee,PHI,QB,17,247.6,1.6,0.7,9.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,16.0
1198,26071,Danny Stutsman,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.9,16.0
1199,24189,Kei'Trel Clark,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.1,0.9,15.9
1200,19330,Nick Mullens,JAX,QB,17,274.9,1.7,1.2,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.9
1201,25937,Nick Nash,ATL,WR,17,0.0,0.0,0.0,0.0,0.0,7.4,90.8,0.5,0.0,0.0,0.0,0.0,0.9,15.8
1202,23687,Jack Cochrane,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.9,15.8
1203,23600,Joey Blount,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.1,0.9,15.8
1204,25164,Brennan Jackson,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.9,15.7
1205,18018,Jacoby Brissett,ARI,QB,17,258.5,1.5,0.7,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.7
1206,25045,Rasheen Ali,BAL,RB,17,0.0,0.0,0.0,101.3,0.6,1.7,13.2,0.0,0.0,0.0,0.0,0.0,0.9,15.7
1207,25469,Rico Payton,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.9,15.7
1208,18959,Dawuane Smoot,JAX,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.1,0.9,15.7
1209,23531,Eyioma Uwazurike,DEN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.1,0.9,15.6
1210,20380,Matt Dickerson,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.1,0.9,15.6
1211,24400,Keondre Coburn,TEN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.9,15.4
1212,25141,Tip Reiman,ARI,TE,17,0.0,0.0,0.0,0.0,0.0,8.2,71.1,0.7,0.0,0.0,0.0,0.0,0.9,15.4
1213,23327,Juanyeh Thomas,DAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.9,15.4
1214,21801,Trey Sermon,PIT,RB,17,0.0,0.0,0.0,80.6,0.6,3.1,21.4,0.0,0.0,0.0,0.0,0.0,0.9,15.3
1215,22772,Payton Turner,DAL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.9,15.3
1216,19025,Joshua Dobbs,NE,QB,17,243.0,1.6,1.2,15.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.3
1217,26113,Gavin Bartholomew,MIN,TE,17,0.0,0.0,0.0,0.0,0.0,7.3,79.4,0.6,0.0,0.0,0.0,0.0,0.9,15.2
1218,19911,Jalyn Holmes,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.9,15.2
1219,22539,Zamir White,LV,RB,17,0.0,0.0,0.0,69.2,0.5,4.4,24.5,0.1,0.0,0.0,0.0,0.0,0.9,15.2
1220,24232,Jay Ward,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.9,15.2
1221,25040,Javon Baker,NE,WR,17,0.0,0.0,0.0,0.0,0.0,6.0,85.6,0.6,0.0,0.0,0.0,0.0,0.9,15.2
1222,19878,Tyquan Lewis,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.1,0.9,15.2
1223,19910,Ian Thomas,LV,TE,17,0.0,0.0,0.0,0.0,0.0,8.8,70.8,0.6,0.0,0.0,0.0,0.0,0.9,15.1
1224,22495,Zach Wilson,MIA,QB,17,241.5,1.5,0.6,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.1
1225,26042,Kevin Winston Jr.,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.9,15.1
1226,24210,Kyu Blu Kelly,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.9,15.0
1227,26067,Xavier Watts,ATL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.9,14.9
1228,23739,Ben Stille,MIA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.1,0.9,14.9
1229,26159,Jonas Sanker,NO,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.9,14.8
