rank,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
1037,Jonah Williams,MIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.2,0.8,0.4,4.5,76.9
1038,Jaycee Horn,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.8,0.4,4.5,76.9
1039,Mike Edwards,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9,0.7,0.4,4.5,76.8
1040,Ja'Quan McMillian,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,0.8,0.4,4.5,76.5
1041,Nate Wiggins,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.5,4.5,76.5
1042,Jordan Howden,NO,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.6,0.7,0.3,4.5,76.5
1043,Darious Williams,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.9,0.4,4.5,76.4
1044,Kader Kohou,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,1.0,0.5,4.5,76.3
1045,Christian Benford,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.5,4.5,76.3
1046,Sean Murphy-Bunting,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.9,0.8,0.4,4.5,76.1
1047,Pat Surtain II,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.6,4.5,76.0
1048,Ji'Ayir Brown,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.7,0.4,4.5,75.9
1049,Marcus Jones,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.1,0.8,0.4,4.5,75.8
1050,Clark Phillips III,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.9,0.5,4.5,75.7
1051,Nephi Sewell,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.5,0.3,4.5,75.7
1052,Bryan Cook,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.9,0.5,4.5,75.7
1053,Markquese Bell,DAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.7,0.3,4.4,75.3
1054,Luke Masterson,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.6,0.3,4.4,75.1
1055,Eric Stokes,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,1.0,0.5,4.4,74.3
1056,Asante Samuel Jr.,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.1,0.6,4.4,74.3
1057,Geno Stone,CIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,0.9,0.5,4.3,73.7
1058,A'Shawn Robinson,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.3,4.3,73.6
1059,Devin Bush,CLE,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,0.8,0.4,4.3,73.6
1060,Lorenzo Carter,ATL,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.5,0.6,0.3,4.3,73.4
1061,Keisean Nixon,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.8,0.4,4.3,73.3
1062,Cobie Durant,LAR,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.9,0.6,0.3,4.3,73.2
1063,Damontae Kazee,PIT,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.9,0.4,4.3,73.1
1064,Greg Newsome II,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.9,0.4,4.3,72.9
1065,Jourdan Lewis,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.9,0.4,4.3,72.9
1066,Tyler Nubin,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.5,4.3,72.6
1067,Jack Jones,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.8,0.4,4.3,72.4
1068,Donte Jackson,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.5,4.2,72.2
1069,Malik Hooker,DAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,1.0,0.5,4.2,72.0
1070,Cooper DeJean,PHI,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.5,4.2,71.5
1071,Kristian Fulton,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.5,4.2,71.3
1072,Segun Olubi,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.7,0.3,4.2,71.3
1073,Shy Tuttle,CAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.2,0.6,0.3,4.2,70.8
1074,Denzel Ward,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.8,0.4,4.2,70.8
1075,John Johnson III,LAR,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.6,0.3,4.2,70.6
1076,Grover Stewart,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.7,0.4,4.1,70.4
1077,Devonte Wyatt,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.4,0.6,0.3,4.1,70.0
1078,Chuck Clark,NYJ,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.9,0.4,4.1,69.7
1079,D.J. Davidson,NYG,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.4,0.7,0.4,4.1,69.7
1080,Nathan Shepherd,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.3,0.5,0.3,4.1,69.4
1081,Maurice Hurst II,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.8,0.5,0.3,4.1,69.1
1082,James Houston,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.1,0.2,0.1,4.1,68.9
1083,Javon Bullard,GB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,4.0,68.8
1084,Gervon Dexter Sr.,CHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,0.6,0.3,4.0,68.7
1085,Cole Bishop,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.4,4.0,68.6
1086,Jonathan Bullard,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.8,0.4,4.0,68.5
1087,Joshua Williams,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.8,0.4,4.0,68.5
1088,Clelin Ferrell,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.2,0.6,0.3,4.0,68.5
1089,Chidobe Awuzie,TEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,0.4,4.0,68.5
1090,Mazi Smith,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.4,0.6,0.3,4.0,68.4
1091,Maliek Collins,SF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.2,0.6,0.3,4.0,68.4
1092,A.J. Terrell,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.5,4.0,68.3
1093,Jaylon Johnson,CHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,4.0,68.0
1094,Marcus Epps,LV,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.5,4.0,67.8
1095,Jonathan Jones,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.4,4.0,67.5
1096,Sebastian Joseph-Day,TEN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.2,0.7,0.3,3.9,67.1
1097,DJ Turner II,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.9,0.4,3.9,67.0
1098,Broderick Washington,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.2,0.7,0.3,3.9,66.6
1099,Eric Wilson,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.4,0.2,3.9,66.5
1100,Brandon Joseph,DET,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,0.4,3.9,66.1
1101,Troy Hill,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.3,3.9,66.1
1102,Quentin Lake,LAR,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.5,0.2,3.9,66.1
1103,Zaven Collins,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.6,0.5,0.3,3.9,66.1
1104,Otito Ogbonnia,LAC,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.7,0.4,3.9,66.0
1105,DaQuan Jones,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.2,0.5,0.3,3.9,65.7
1106,C.J. Moore,DET,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.4,3.9,65.5
1107,Larry Ogunjobi,PIT,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.2,0.8,0.4,3.9,65.5
1108,L.J. Collier,ARI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.4,0.5,0.3,3.8,64.7
1109,Dru Phillips,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.5,3.8,64.5
1110,Logan Hall,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.3,0.7,0.3,3.8,64.3
1111,Roy Robertson-Harris,JAX,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.2,0.7,0.3,3.8,64.0
1112,Ronnie Hickman,CLE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.7,0.4,3.8,64.0
1113,Jared Verse,LAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.3,3.8,63.9
1114,Marcus Davenport,DET,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.3,0.6,0.3,3.8,63.8
1115,Joey Porter Jr.,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.8,0.4,3.8,63.8
1116,Cor'Dale Flott,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.9,0.4,3.7,63.5
1117,Dalvin Tomlinson,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.6,0.3,3.7,63.5
1118,Bobby Brown III,LAR,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,0.5,0.3,3.7,63.4
1119,Davon Godchaux,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.7,0.3,3.7,63.2
1120,Darrell Baker Jr.,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.8,0.4,3.7,63.1
1121,Michael Jackson,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.4,3.7,63.0
1122,Kamari Lassiter,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.4,3.7,63.0
1123,Quinyon Mitchell,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.5,3.7,62.8
1124,Javon Kinlaw,NYJ,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.4,0.6,0.3,3.7,62.6
1125,Garrett Williams,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.6,0.3,3.7,62.1
1126,Terrion Arnold,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.4,3.7,62.1
1127,Michael Carter II,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.4,3.6,61.9
1128,Dane Jackson,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,0.3,3.6,61.5
1129,Mike Sainristil,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.4,3.6,60.8
1130,Jeff Okudah,HOU,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.4,3.6,60.8
1131,Max Melton,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.3,3.6,60.7
1132,Keeanu Benton,PIT,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.6,0.3,3.6,60.6
1133,Renardo Green,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.4,3.5,60.3
1134,Russ Yeast,LAR,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.3,3.5,59.9
1135,D.J. Jones,DEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.6,0.3,3.5,59.8
1136,Carl Granderson,NO,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.1,0.3,0.2,3.5,59.7
1137,Jordan Phillips,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.7,0.3,3.5,59.4
1138,Ronald Darby,JAX,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.7,0.4,3.5,58.8
1139,Levi Wallace,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.8,0.4,3.5,58.7
1140,Ja'Sir Taylor,LAC,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.8,0.4,3.4,58.6
1141,Mike Hughes,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.7,0.4,3.4,58.0
1142,John Jenkins,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.6,0.3,3.4,57.8
1143,Michael Pierce,BAL,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.6,0.3,3.4,57.7
1144,Julian Okwara,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.2,0.4,0.2,3.4,57.6
1145,Deane Leonard,LAC,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.6,0.3,3.4,57.0
1146,Brandon Facyson,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.8,0.4,3.3,56.8
1147,Byron Murphy II,SEA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.3,3.3,56.0
1148,Tavierre Thomas,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.3,3.2,55.2
1149,Jaylen Watson,KC,CB,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.6,0.3,4.2,55.1
1150,Dee Delaney,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,0.4,3.2,54.1
1151,Kamren Curl,LAR,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.4,0.2,3.2,53.8
1152,Jordyn Brooks,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.4,0.2,3.2,53.7
1153,Kwity Paye,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.1,0.4,0.2,3.1,53.5
1154,Dayo Odeyingbo,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,0.4,0.2,3.1,52.2
1155,DJ Reader,DET,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.3,3.0,51.7
1156,Nick Thurman,CAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.3,0.4,0.2,3.0,51.5
1157,Jerry Tillery,MIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,0.5,0.3,3.0,51.1
1158,Braden Fiske,LAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,2.9,50.1
1159,Foley Fatukasi,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.6,0.3,2.9,50.0
1160,Dre Greenlaw,SF,LB,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.2,7.1,49.7
1161,Andrew Billings,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.6,0.3,2.9,49.6
1162,Adam Butler,LV,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.3,0.4,0.2,2.9,49.5
1163,T'Vondre Sweat,TEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.3,2.8,48.3
1164,J.J. Russell,TB,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.2,0.3,0.2,2.8,48.0
1165,Isaiah Simmons,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.5,0.4,0.2,2.8,47.9
1166,Laiatu Latu,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.3,2.8,47.8
1167,Darrell Taylor,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.3,0.2,2.8,47.5
1168,Joshua Uche,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.1,0.2,0.1,2.8,47.5
1169,A.J. Epenesa,BUF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.3,0.1,2.8,47.4
1170,Isaiah Oliver,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,0.5,0.3,2.8,47.0
1171,Darius Robinson,ARI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,2.8,47.0
1172,Christian Young,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.3,2.7,46.7
1173,DeShon Elliott,PIT,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,2.7,46.1
1174,Sam Williams,DAL,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.1,0.3,0.1,2.7,45.8
1175,Shaquil Barrett,MIA,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.3,0.4,0.2,2.7,45.7
1176,Mack Wilson Sr.,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.2,0.1,2.7,45.4
1177,Johnathan Hankins,SEA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,0.4,0.2,2.7,45.3
1178,Elijah Molden,TEN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,2.7,45.2
1179,Travis Jones,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.4,0.2,2.7,45.1
1180,Arron Mosby,GB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.4,0.2,2.7,45.1
1181,Randy Gregory,TB,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.3,0.2,2.6,44.6
1182,Darius Muasau,NYG,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,2.6,44.1
1183,Cam Sample,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.1,0.4,0.2,2.6,44.0
1184,Bryce Hall,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.6,0.3,2.6,43.9
1185,Myles Murphy,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.2,0.3,0.2,2.6,43.8
1186,Demetrius Flannigan-Fowles,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.1,0.3,0.1,2.6,43.8
1187,Kamu Grugier-Hill,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.2,2.6,43.7
1188,BJ Ojulari,ARI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.1,0.2,0.1,2.6,43.7
1189,Uchenna Nwosu,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.3,0.2,2.6,43.5
1190,Tyree Wilson,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.2,0.4,0.2,2.5,43.3
1191,Ty Summers,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,2.5,43.0
1192,Khalen Saunders,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.3,0.2,2.5,43.0
1193,Malik Mustapha,SF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,2.5,43.0
1194,Tyquan Lewis,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.2,0.4,0.2,2.5,42.7
1195,Mike Morris,SEA,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,0.3,0.2,2.5,42.5
1196,Jaylon Carlies,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.3,2.5,42.5
1197,Keion White,NE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.4,0.2,2.5,42.1
1198,Quinton Jefferson,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.3,0.2,2.5,42.0
1199,Arthur Maulet,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.7,0.4,0.2,2.5,41.9
1200,Cameron Sutton,PIT,CB,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.3,4.6,41.8
1201,LaBryan Ray,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.4,0.2,2.5,41.7
1202,Ogbo Okoronkwo,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.1,0.3,0.2,2.5,41.7
1203,Nick Niemann,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.2,2.4,41.2
1204,Malcolm Roach,DEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.3,0.2,2.4,40.7
1205,Calen Bullock,HOU,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.3,2.4,40.7
1206,Ashtyn Davis,NYJ,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.7,0.3,0.2,2.4,40.5
1207,Khalid Kareem,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.3,0.2,2.4,40.4
1208,Tershawn Wharton,KC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.4,0.2,2.4,40.2
1209,KJ Henry,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.2,0.3,0.2,2.4,40.1
1210,Derrick Nnadi,KC,DT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.5,0.2,3.0,39.6
1211,K'Von Wallace,SEA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,2.3,39.5
1212,Josh Newton,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.3,2.3,39.5
1213,Larrell Murchison,LAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.2,0.1,2.3,39.5
1214,Pat Jones II,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,0.3,0.2,2.3,39.3
1215,Josh Paschal,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.3,0.2,2.3,39.0
1216,Dee Alford,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.4,0.2,2.3,38.9
1217,Brandon Graham,PHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.1,0.2,0.1,2.3,38.9
