rank,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
670,Ellis Merriweather,GB,RB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,829.2
671,Ke'Shawn Vaughn,NE,RB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,829.2
672,Owen Wright,BAL,RB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,829.2
673,Jaret Patterson,LAC,RB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,829.2
674,Deon Jackson,NYG,RB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,829.2
675,Gary Brightwell,NYG,RB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,829.2
676,Lew Nichols,PHI,RB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.2
677,Michael Wiley,WAS,RB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.2
678,Gardner Minshew II,LV,QB,17,2164.1,12.2,7.3,74.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,771.8
679,Aidan O'Connell,LV,QB,17,1618.1,9.1,5.7,24.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,717.2
680,Sam Darnold,MIN,QB,17,1377.2,7.4,4.5,65.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,702.7
681,Justin Fields,PIT,QB,17,692.0,4.0,2.6,169.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,663.9
682,Taysom Hill,NO,QB,17,0.0,0.0,0.0,177.2,1.9,20.7,193.6,1.2,0.0,0.0,0.0,0.0,1.9,649.2
683,Jacoby Brissett,NE,QB,17,717.5,3.9,3.0,38.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,643.8
684,Jimmy Garoppolo,LAR,QB,17,475.5,3.1,1.8,10.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,625.4
685,Drew Lock,NYG,QB,17,494.6,2.7,1.8,19.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,624.8
686,Sam Howell,SEA,QB,17,451.5,2.6,1.9,25.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,623.7
687,Tyrod Taylor,NYJ,QB,17,428.0,2.4,1.3,30.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,621.9
688,Jarrett Stidham,DEN,QB,17,402.7,2.4,1.7,23.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,620.1
689,Jake Browning,CIN,QB,17,404.3,2.6,1.5,18.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,619.9
690,Jameis Winston,CLE,QB,17,356.9,2.3,1.7,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,615.0
691,Ian Book,KC,QB,17,284.0,1.8,1.0,37.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,614.5
692,Mason Rudolph,TEN,QB,17,373.5,2.0,1.3,6.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,613.8
693,Mike White,MIA,QB,17,368.5,2.1,1.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,613.1
694,Joe Flacco,IND,QB,17,359.1,2.1,1.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,613.0
695,Desmond Ridder,ARI,QB,17,339.0,1.9,1.3,18.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,612.6
696,Nathan Peterman,NO,QB,17,308.2,2.0,1.4,16.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,611.4
697,Mac Jones,JAX,QB,17,338.8,1.9,1.4,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,611.3
698,Easton Stick,LAC,QB,17,301.2,1.7,1.0,21.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,610.7
699,Josh Johnson,BAL,QB,17,293.6,1.8,1.0,24.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,610.7
700,Michael Penix Jr.,ATL,QB,17,289.4,1.9,1.1,12.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,610.4
701,Carson Wentz,KC,QB,17,275.3,1.7,1.0,11.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,607.9
702,Zach Wilson,DEN,QB,17,263.1,1.5,1.1,24.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,607.9
703,Hendon Hooker,DET,QB,17,272.9,1.8,0.9,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,607.8
704,Sean Clifford,GB,QB,17,272.9,1.8,1.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,607.3
705,Joshua Dobbs,SF,QB,17,249.8,1.6,0.9,18.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,606.7
706,Mitchell Trubisky,BUF,QB,17,241.7,1.7,1.1,14.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,606.3
707,Cooper Rush,DAL,QB,17,273.9,1.7,1.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,606.3
708,Kenny Pickett,PHI,QB,17,271.3,1.4,0.9,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,606.3
709,Marcus Mariota,WAS,QB,17,257.5,1.3,1.1,21.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,605.4
710,Tyson Bagent,CHI,QB,17,250.4,1.3,1.0,15.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,604.6
711,Davis Mills,HOU,QB,17,245.4,1.4,0.6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,603.8
712,Jake Haener,NO,QB,17,244.0,1.4,0.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,603.4
713,Kyle Trask,TB,QB,17,225.2,1.5,0.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,603.2
714,Andy Dalton,CAR,QB,17,238.7,1.3,0.8,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,602.9
715,Trey Lance,DAL,QB,17,194.5,1.1,0.8,22.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,601.5
716,Case Keenum,HOU,QB,17,210.2,1.3,1.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,601.3
717,Stetson Bennett,LAR,QB,17,191.7,1.4,0.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,601.2
718,Spencer Rattler,NO,QB,17,198.4,1.3,0.5,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,601.2
719,Michael Pratt,GB,QB,17,208.3,1.2,0.7,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,600.9
720,Taylor Heinicke,ATL,QB,17,208.0,1.0,0.9,15.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,600.8
721,Jordan Travis,NYJ,QB,17,187.8,1.0,0.9,13.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,599.6
722,Joe Milton III,NE,QB,17,190.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,599.3
723,Nick Mullens,MIN,QB,17,183.1,0.9,0.9,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,597.7
724,Tyler Huntley,CLE,QB,17,156.9,0.8,0.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,596.9
725,Bailey Zappe,NE,QB,17,156.7,0.8,0.8,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,596.1
726,Jaren Hall,MIN,QB,17,135.4,0.8,0.8,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,595.9
727,Malik Willis,TEN,QB,17,131.6,0.8,0.8,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,595.8
728,Tommy Devito,NYG,QB,17,146.2,0.8,0.8,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,595.7
729,Jacob Eason,GB,QB,17,138.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,595.7
730,C.J. Beathard,JAX,QB,17,143.2,0.8,0.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,595.4
731,Kyle Allen,PIT,QB,17,141.4,0.8,0.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,595.2
732,Clayton Tune,ARI,QB,17,145.4,0.8,0.8,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,595.1
733,Sam Hartman,WAS,QB,17,100.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,594.8
734,Skylar Thompson,MIA,QB,17,121.8,0.8,0.8,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,594.7
735,Nathan Rourke,NYG,QB,17,96.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,594.7
736,Shane Buechele,BUF,QB,17,101.3,0.6,0.4,13.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,594.6
737,Tanner McKee,PHI,QB,17,62.0,0.8,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,591.7
738,Sam Ehlinger,IND,QB,17,59.6,0.8,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,591.5
739,Brett Rypien,CHI,QB,17,62.1,0.4,0.2,8.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,590.5
740,Dorian Thompson-Robinson,CLE,QB,17,69.9,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,587.7
741,Nate Sudfeld,DET,QB,17,43.8,0.3,0.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,587.0
742,Devin Leary,BAL,QB,17,45.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,585.5
743,John Wolford,TB,QB,17,40.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.8
744,Austin Reed,CHI,QB,17,9.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,584.3
745,Jeff Driskel,WAS,QB,17,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,584.1
746,Max Duggan,LAC,QB,17,3.7,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.5
747,Anthony Brown Jr.,LV,QB,17,3.7,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.4
748,Brandon Allen,SF,QB,17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.3
749,Ben DiNucci,DEN,QB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,583.1
750,Jake Fromm,WAS,QB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,583.1
751,Tim Boyle,HOU,QB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,583.1
752,Chris Oladokun,KC,QB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,583.1
753,Dresser Winn,LAR,QB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.1
754,Logan Woodside,CIN,QB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.1
755,Jack Plummer,CAR,QB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.1
756,Will Grier,PHI,QB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,583.1
757,PJ Walker,SEA,QB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.1
758,Roquan Smith,BAL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.4,1.1,0.6,10.8,184.1
759,Foyesade Oluokun,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.5,1.1,0.5,10.4,176.5
760,Ernest Jones IV,LAR,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.8,0.9,0.4,10.3,175.0
761,Zaire Franklin,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,1.2,0.6,10.3,174.7
762,Bobby Wagner,WAS,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.9,1.0,0.5,10.2,173.5
763,Robert Spillane,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.0,1.1,0.6,9.8,166.5
764,Demario Davis,NO,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.6,0.9,0.5,9.8,166.1
765,Alex Singleton,DEN,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,1.1,0.6,9.7,164.5
766,Terrel Bernard,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.5,0.9,0.5,9.6,163.6
767,Bobby Okereke,NYG,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.3,0.6,9.5,161.7
768,Maxx Crosby,LV,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.3,1.1,0.5,9.4,160.4
769,T.J. Edwards,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.0,1.0,0.5,9.4,159.6
770,Frankie Luvu,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.7,1.0,0.5,9.4,159.0
771,Kaden Elliss,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.3,1.0,0.5,9.3,158.8
772,Blake Cashman,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.9,0.9,0.5,9.3,157.8
773,Azeez Al-Shaair,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,1.2,0.6,9.2,156.8
774,Lavonte David,TB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.2,1.2,0.6,9.2,156.7
775,Alex Anzalone,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.5,1.0,0.5,9.0,152.8
776,Fred Warner,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.5,0.9,0.5,8.9,152.1
777,Cody Barton,DEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.1,0.5,8.9,151.7
778,Patrick Queen,PIT,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1.0,1.1,0.5,8.9,151.5
779,C.J. Mosley,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.2,0.6,8.9,150.5
780,Micah Parsons,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.3,1.0,0.5,8.8,150.3
781,T.J. Watt,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.3,0.9,0.5,8.8,149.3
782,Antoine Winfield Jr.,TB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.2,1.2,0.6,8.6,147.0
783,Danielle Hunter,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.3,1.1,0.5,8.6,145.5
784,Quincy Williams,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.7,1.1,0.6,8.5,144.7
785,Ja'Whaun Bentley,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.5,1.0,0.5,8.5,144.6
786,Kyzir White,ARI,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.6,0.9,0.4,8.5,143.8
787,Logan Wilson,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.3,1.1,0.6,8.5,143.8
788,Myles Garrett,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.3,0.8,0.4,8.3,141.6
789,Jordan Hicks,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7,0.9,0.5,8.3,141.4
790,Nick Bolton,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.7,1.1,0.5,8.3,141.0
791,Eric Kendricks,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,1.0,0.5,8.2,140.2
792,Quay Walker,GB,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.7,1.0,0.5,8.2,139.8
793,Devin Lloyd,JAX,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,1.0,0.5,8.2,139.7
794,Khalil Mack,LAC,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.3,1.0,0.5,8.2,139.2
795,Germaine Pratt,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.4,1.0,0.5,8.1,137.8
796,Troy Andersen,ATL,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.5,1.0,0.5,8.1,137.5
797,Kenneth Murray,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.2,1.1,0.5,8.1,137.1
798,Nick Bosa,SF,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.3,0.8,0.4,8.0,136.7
799,Matthew Judon,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.2,0.8,0.4,8.0,135.5
800,Joshua Hines-Allen,JAX,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.6,0.9,0.4,7.9,133.5
801,Tremaine Edmunds,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,1.0,0.5,7.8,133.2
802,Dane Belton,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,1.3,0.6,7.8,133.1
803,Jessie Bates III,ATL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.9,1.1,0.5,7.8,132.3
804,Derwin James Jr.,LAC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.6,1.1,0.6,7.7,131.6
805,D.J. Wonnum,CAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.2,0.8,0.4,7.7,130.4
806,Trey Hendrickson,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.3,0.8,0.4,7.6,129.7
807,Jaquan Brisker,CHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.9,1.0,0.5,7.6,129.3
808,Chris Jones,KC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.4,0.9,0.4,7.6,129.3
809,Devin White,PHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.7,1.1,0.6,7.6,128.9
810,Alex Highsmith,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.8,0.9,0.5,7.6,128.8
811,Montez Sweat,CHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2,0.7,0.4,7.6,128.6
812,Kayvon Thibodeaux,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.2,1.1,0.6,7.6,128.5
813,Jerome Baker,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.9,0.9,0.5,7.5,127.4
814,Harold Landry III,TEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.4,0.8,0.4,7.5,127.4
815,Josey Jewell,CAR,ILB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9,0.8,0.4,7.5,126.8
816,Brian Burns,NYG,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.2,1.1,0.5,7.3,124.8
817,Jonathan Greenard,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.3,0.8,0.4,7.3,124.4
818,Jamin Davis,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.6,0.9,0.5,7.2,122.6
819,Josh Metellus,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.2,0.6,7.2,122.4
820,Aidan Hutchinson,DET,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,1.4,0.9,0.5,7.2,122.3
821,Jahlani Tavai,NE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.8,0.4,7.1,120.8
822,Justin Madubuike,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.2,0.8,0.4,7.0,119.8
823,Kyle Hamilton,BAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.0,1.1,0.5,7.0,119.0
824,Haason Reddick,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.3,0.9,0.4,6.9,118.1
825,Byron Young,LAR,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.4,0.8,0.4,6.9,117.6
826,Divine Deablo,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.9,0.5,6.9,117.4
827,Kyle Dugger,NE,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,1.1,0.5,6.8,116.1
828,Xavier McKinney,GB,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,1.1,0.6,6.8,116.0
829,Rayshawn Jenkins,SEA,SS,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.1,1.1,0.5,6.8,115.8
830,Jeffery Simmons,TEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.3,0.9,0.5,6.8,115.7
831,Jack Gibbens,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.8,0.4,6.8,115.3
832,Reed Blankenship,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,1.1,0.6,6.8,115.2
833,Derrick Brown,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.9,0.5,6.8,115.2
834,Jonathon Cooper,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.6,0.9,0.4,6.8,114.9
835,Andrew Van Ginkel,MIN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,1.2,0.9,0.4,6.8,114.9
836,Matt Milano,BUF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.5,0.8,0.4,6.8,114.8
837,Devon Witherspoon,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.6,1.0,0.5,6.7,114.7
838,Elandon Roberts,PIT,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.1,0.6,0.3,6.7,114.4
839,Kobie Turner,LAR,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.4,0.6,0.3,6.7,113.9
840,Denico Autry,HOU,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.2,0.8,0.4,6.7,113.7
841,DeForest Buckner,IND,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.3,0.8,0.4,6.6,112.9
842,Boye Mafe,SEA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.3,0.8,0.4,6.6,112.6
843,Harrison Smith,MIN,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.1,1.3,0.6,6.6,112.4
844,Damone Clark,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.9,0.5,6.6,112.3
845,David Long Jr.,MIA,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.9,0.4,6.6,111.8
846,Justin Reid,KC,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.8,1.1,0.6,6.6,111.5
847,Bryce Huff,PHI,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.3,0.7,0.3,6.6,111.4
848,Ivan Pace Jr.,MIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.8,0.8,0.4,6.6,111.4
849,Julian Love,SEA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.3,0.9,0.4,6.5,110.7
850,Jeremiah Owusu-Koramoah,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.8,0.4,6.5,110.7
851,Denzel Perryman,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.4,6.5,110.3
852,Drue Tranquill,KC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.6,0.7,0.4,6.5,110.1
853,Budda Baker,ARI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.9,0.5,6.4,108.5
