league,method,match_rank,player,season,year_exp,avg_pick,template_distance,template_sample_prob,managed_residual,centered_managed_residual,distance_overall_log_adp
dk,replace_adp_rank_with_log_adp,2,George Kittle,2020,3.0,22.38,0.6261972827715512,0.05000000000000001,1.6953378141983801,1.5794915649791423,0.023545327783244585
dk,replace_adp_rank_with_log_adp,3,Kyle Pitts,2022,1.0,33.08,0.6751930274556405,0.05000000000000001,-6.104555718845057,-6.220401968064294,0.08953509435772822
dk,replace_adp_rank_with_log_adp,4,Jordan Reed,2016,3.0,38.26,0.7233389724330699,0.03428038558406401,-0.727954545454546,-0.8438007946737838,0.11431353675033351
dk,replace_adp_rank_with_log_adp,5,George Kittle,2019,2.0,29.36,0.7516193936814153,0.03829891878156234,1.9672958369072067,1.8514495876879689,0.06929409502755535
dk,replace_adp_rank_with_log_adp,6,George Kittle,2021,4.0,29.2,0.7706000504850475,0.041236984584703006,1.851123942080184,1.7352776928609461,0.06836876525264923
dk,replace_adp_rank_with_log_adp,7,Mark Andrews,2022,4.0,24.1,0.859181261960496,0.03610103248196137,-2.321107790505099,-2.4369540397243368,0.035976427923011256
dk,replace_adp_rank_with_log_adp,8,Jordan Cameron,2014,3.0,55.7,0.9039150935983793,0.020701880195025935,-4.416319444444444,-4.532165693663681,0.1786814063977361
dk,replace_adp_rank_with_log_adp,9,Rob Gronkowski,2012,2.0,18.62,0.9416173099017522,0.01706147812662573,2.6050000000000004,2.489153750780763,0.007158418429294655
dk,replace_adp_rank_with_log_adp,10,Travis Kelce,2017,4.0,32.89,0.9615051372399479,0.021869202297789877,2.6120165021875277,2.49617025296829,0.08855605788197174
dk,replace_adp_rank_with_log_adp,11,Mark Andrews,2020,2.0,43.68,0.9847890236710342,0.024812965715588685,0.39459239320744466,0.27874614398820685,0.13695979156791704
dk,replace_adp_rank_with_log_adp,12,Trey Mcbride,2025,3.0,25.75,1.0334542580938755,0.030075117953441016,4.680056232171523,4.564209982952286,0.04712561641812041
dk,replace_adp_rank_with_log_adp,13,Travis Kelce,2015,2.0,50.59,1.042358369583304,0.016588176370999744,0.5308333333333337,0.4149870841140959,0.1621421256767357
dk,replace_adp_rank_with_log_adp,14,Antonio Gates,2008,2.0,45.09,1.0515750976517653,0.01087480246401636,-0.5491071428571423,-0.6649533920763802,0.14240072136824222
dk,replace_adp_rank_with_log_adp,15,Jermichael Finley,2010,2.0,50.56,1.0689698867106086,0.011803925167419871,2.075000000000001,1.9591537507807633,0.16204026338451094
dk,replace_adp_rank_with_log_adp,16,Jimmy Graham,2013,3.0,20.32,1.0899636736122342,0.013486493121478434,4.26416666666667,4.148320417447432,0.007393233296153046
dk,replace_adp_rank_with_log_adp,17,Darren Waller,2021,5.0,23.44,1.1253923490496909,0.020033096871685505,-2.471624187833708,-2.5874704370529455,0.031310102313163335
dk,replace_adp_rank_with_log_adp,18,Julius Thomas,2014,3.0,28.62,1.143702419734164,0.012927003203498948,-0.7729166666666671,-0.888762915885905,0.06497285186785895
dk,replace_adp_rank_with_log_adp,19,Antonio Gates,2010,4.0,42.48,1.1713474777208641,0.009758330850848106,6.001249999999999,5.885403750780761,0.13219221256460345
dk,replace_adp_rank_with_log_adp,20,Tj Hockenson,2021,2.0,59.32,1.183368224153348,0.018029336553230912,0.5080478786265736,0.39220162940733583,0.18951938975304128
dk,replace_adp_rank_with_log_adp,21,Greg Olsen,2009,2.0,72.53,1.2021187386710608,0.008720504611188416,-1.73625,-1.8520962492192379,0.2241980156957062
dk,replace_adp_rank_with_log_adp,22,Jimmy Graham,2015,5.0,30.72,1.233213612258601,0.011684335403620967,-1.8671022727272728,-1.9829485219465106,0.07696802976236317
dk,replace_adp_rank_with_log_adp,23,Sam Laporta,2024,1.0,34.48,1.2409143489209666,0.01939344855728575,-3.3589401455590746,-3.474786394778312,0.09658508472758509
dk,replace_adp_rank_with_log_adp,24,Rob Gronkowski,2015,5.0,9.48,1.2579629351164061,0.011203154742167595,3.1465178571428574,3.03067160792362,0.11697170793222145
dk,replace_adp_rank_with_log_adp,25,Vernon Davis,2010,4.0,51.68,1.2649792037751306,0.008294682526305707,-1.4124999999999996,-1.5283462492192375,0.16580350188466308
dk,replace_adp_rank_with_log_adp,26,Mark Andrews,2021,3.0,53.92,1.267100746822644,0.015602859205344398,6.896806260737888,6.78096001151865,0.17309572432231757
dk,replace_adp_rank_with_log_adp,27,Kyle Pitts,2023,2.0,71.62,1.2960190086677614,0.01669783679818514,-2.589518806834521,-2.7053650560537585,0.22201724704494663
dk,replace_adp_rank_with_log_adp,28,Antonio Gates,2009,3.0,48.47,1.316779832656982,0.007192892312414834,3.4520833333333343,3.3362370841140967,0.1547939133820566
dk,replace_adp_rank_with_log_adp,29,Evan Engram,2019,2.0,61.69,1.3218696835270203,0.012712603400529165,3.2898267965922265,3.173980547372989,0.19626813576956814
dk,replace_adp_rank_with_log_adp,30,Mark Andrews,2023,5.0,37.22,1.3374229442745578,0.01562787968068139,1.174174025231702,1.058327776012464,0.10961209324103005
dk,replace_adp_rank_with_log_adp,31,Vernon Davis,2011,5.0,62.3,1.3506353574977963,0.0076545526903441805,-1.4920833333333317,-1.6079295825525695,0.1979638730296348
dk,replace_adp_rank_with_log_adp,32,Rob Gronkowski,2016,6.0,12.43,1.3599202367980525,0.010072239113548568,-2.7056249999999995,-2.821471249219237,0.07353847064758345
dk,replace_adp_rank_with_log_adp,33,Aaron Hernandez,2012,2.0,50.17,1.3791150029974342,0.007764150668194261,0.1590277777777782,0.04318152855854042,0.1607106333531868
dk,replace_adp_rank_with_log_adp,34,Jimmy Graham,2012,2.0,16.88,1.3857567530352521,0.0076870380961736266,-4.779464285714283,-4.895310534933521,0.02342106991039894
dk,replace_adp_rank_with_log_adp,35,Rob Gronkowski,2013,3.0,44.84,1.388698514611221,0.008108378777833042,6.05535714285714,5.939510893637903,0.14144826469391936
dk,replace_adp_rank_with_log_adp,36,Trey Mcbride,2024,2.0,47.3,1.400142583626119,0.0150486812390248,2.2770643326114257,2.161218083392188,0.15060248172409751
dk,replace_adp_rank_with_log_adp,37,Kellen Winslow,2008,4.0,51.73,1.4085868384606042,0.005898409190319569,-4.151249999999999,-4.267096249219237,0.16596963248477603
dk,replace_adp_rank_with_log_adp,38,Jimmy Graham,2014,4.0,9.97,1.419906424074699,0.008205366622630104,-1.1013392857142872,-1.217185534933525,0.10896957512232697
dk,replace_adp_rank_with_log_adp,39,Travis Kelce,2016,3.0,62.81,1.4309778412759004,0.009064765670348727,3.9541666666666657,3.838320417447428,0.19936912498464787
dk,replace_adp_rank_with_log_adp,40,Travis Kelce,2018,5.0,27.18,1.4336334098851267,0.010136363873674344,5.551989507754611,5.436143258535373,0.056245430570383226
dk,replace_adp_rank_with_log_adp,41,Antonio Gates,2011,5.0,38.29,1.5064600649838007,0.006123234053298413,-0.46458333333333357,-0.5804295825525714,0.11444729990319913
dk,replace_adp_rank_with_log_adp,42,Jordan Reed,2017,4.0,47.86,1.5350442356580722,0.008346008443592989,-3.702001824852836,-3.8178480740720735,0.1526211582847108
dk,replace_adp_rank_with_log_adp,43,Dalton Kincaid,2024,1.0,52.5,1.5406064712743934,0.012417302782861055,-3.5415743600039136,-3.657420609223151,0.16850833936527243
dk,replace_adp_rank_with_log_adp,44,Zach Ertz,2018,5.0,38.28,1.5487725577368736,0.0086909853426958,6.080094373157925,5.964248123938687,0.11440272353731118
dk,replace_adp_rank_with_log_adp,45,Darren Waller,2020,4.0,64.11,1.5657758100592507,0.009552877791098261,6.053178671083161,5.937332421863924,0.20290095006658126
dk,replace_adp_rank_with_log_adp,46,John Carlson,2010,2.0,142.44,1.6091776415713823,0.0050923623833883025,-5.488942307692308,-5.604788556911545,0.34121611978066724
dk,replace_adp_rank_with_log_adp,47,Rob Gronkowski,2014,4.0,28.88,1.6466111637903653,0.006151779135231442,5.994375,5.878528750780762,0.06650330684055583
dk,replace_adp_rank_with_log_adp,48,Jermichael Finley,2011,3.0,48.4,1.657051298282179,0.005114667471017154,-1.5945833333333326,-1.7104295825525704,0.1545459457534657
dk,replace_adp_rank_with_log_adp,49,Jason Witten,2008,5.0,41.37,1.6853736597338942,0.0041740880060308246,0.20892857142857046,0.09308232220933267,0.1276635674149752
dk,replace_adp_rank_with_log_adp,50,George Kittle,2022,5.0,50.5,1.6878338107683097,0.009346719762278336,1.613369370386632,1.4975231211673943,0.1618363608746367
dk,replace_adp_rank_with_log_adp,51,Zach Miller,2009,2.0,119.84,1.7101677818245402,0.004312232582772365,2.161666666666667,2.0458204174474295,0.3111921877250182
dk,replace_adp_rank_with_log_adp,52,Travis Kelce,2019,6.0,14.32,1.7164925146453411,0.007635416515260832,0.6316265724779946,0.5157803232587568,0.0504809736553834
dk,replace_adp_rank_with_log_adp,53,Evan Engram,2018,1.0,66.39,1.7213558680371792,0.0071724421987702305,-0.7640955182653837,-0.8799417674846215,0.20892825618653188
dk,replace_adp_rank_with_log_adp,54,Jared Cook,2012,3.0,127.47,1.7338909023791802,0.00501027827116984,-2.790384615384614,-2.9062308646038515,0.32191433815943415
dk,replace_adp_rank_with_log_adp,55,Kyle Pitts,2021,0.0,50.38,1.73552232681517,0.008413046111010299,-0.6218254357994848,-0.7376716850187226,0.16142784221554962
dk,replace_adp_rank_with_log_adp,56,Zach Ertz,2019,6.0,28.77,1.7450109599636765,0.00742769705310975,0.37263114562701105,0.25678489640777324,0.06585743828716917
dk,replace_adp_rank_with_log_adp,57,Brent Celek,2010,3.0,68.23,1.750824949883277,0.004392417886469265,-4.248214285714287,-4.364060534933524,0.21364553138326348
dk,replace_adp_rank_with_log_adp,58,Zach Miller,2010,3.0,105.69,1.7541333091960856,0.00437885005125002,2.553750000000001,2.4379037507807633,0.2893829739943865
dk,replace_adp_rank_with_log_adp,59,Oj Howard,2019,2.0,57.33,1.7549987588198421,0.007358380553621464,-3.9873636037478493,-4.103209852967087,0.1836446657031442
dk,replace_adp_rank_with_log_adp,60,Sam Laporta,2025,2.0,65.06,1.771000413659746,0.01025428238077701,0.6503198462948312,0.5344735970755934,0.20543758571043047
dk,replace_adp_rank_with_log_adp,61,Kyle Rudolph,2013,2.0,89.98,1.8454757469826089,0.004810728264123386,-0.05624999999999858,-0.17209624921923639,0.2614887848948929
dk,replace_adp_rank_with_log_adp,62,Evan Engram,2020,3.0,77.91,1.8526600260637447,0.007166712433619685,-1.547201464745429,-1.6630477139646669,0.23656389938705835
dk,replace_adp_rank_with_log_adp,63,Noah Fant,2021,2.0,93.62,1.8631387083466742,0.007530536727157069,-1.1979888132369325,-1.3138350624561703,0.26835852825064954
dk,replace_adp_rank_with_log_adp,64,Mark Andrews,2024,6.0,51.05,1.8647739597728212,0.008943974587675676,-1.6599301211303548,-1.7757763703495926,0.16369663986234906
dk,replace_adp_rank_with_log_adp,65,Kyle Pitts,2024,3.0,64.8,1.8657812013223012,0.008936979990661328,-4.114732484584337,-4.230578733803575,0.20474699258676865
dk,replace_adp_rank_with_log_adp,66,Antonio Gates,2012,6.0,51.37,1.8996836749708086,0.004355767925307519,-3.1794642857142854,-3.295310534933523,0.16476995946030026
dk,replace_adp_rank_with_log_adp,67,Greg Olsen,2015,8.0,56.39,1.902461593667365,0.005169421720408101,2.572916666666668,2.4570704174474303,0.18079961250557364
dk,replace_adp_rank_with_log_adp,68,Dustin Keller,2012,4.0,151.01,1.9098104135230607,0.0043239093224972614,-3.081249999999999,-3.1970962492192365,0.3513781407087846
dk,replace_adp_rank_with_log_adp,69,Zach Ertz,2016,3.0,96.43,1.9099866230582292,0.0054470948877647155,0.9790384615384617,0.8631922123192239,0.2734834166600809
dk,replace_adp_rank_with_log_adp,70,Dustin Keller,2009,1.0,124.12,1.9119904838281265,0.003630280767769836,-3.422083333333333,-3.5379295825525707,0.31728733965895006
dk,replace_adp_rank_with_log_adp,71,Chris Cooley,2008,4.0,72.02,1.915286102838861,0.003418480784779752,0.161249999999999,0.04540375078076121,0.22297917339906814
dk,replace_adp_rank_with_log_adp,72,Travis Kelce,2020,7.0,17.96,1.9245550958255042,0.006792395946211971,5.842560696017959,5.726714446798721,0.013150607315734808
dk,replace_adp_rank_with_log_adp,73,Rob Gronkowski,2018,8.0,21.57,1.939506699849202,0.005989199806140785,-4.739122439754979,-4.854968688974217,0.017370769364549066
dk,replace_adp_rank_with_log_adp,74,Rob Gronkowski,2017,7.0,19.63,1.9421916733355087,0.005642749932071217,3.2176366914723875,3.10179044225315,0.0016319702392254554
dk,replace_adp_rank_with_log_adp,75,Tj Hockenson,2023,4.0,48.18,1.9597632169828942,0.007887083980459635,2.7337185053498327,2.617872256130595,0.1537643251509696
dk,replace_adp_rank_with_log_adp,76,Kyle Rudolph,2014,3.0,86.62,1.9605774276711134,0.004687185088425883,-2.2477678571428577,-2.3636141063620952,0.25489901154841477
dk,replace_adp_rank_with_log_adp,77,Pat Freiermuth,2023,2.0,96.18,1.978911326446029,0.0077903165716657384,-1.9477745298004585,-2.063620779019696,0.27303349541046584
dk,replace_adp_rank_with_log_adp,78,Marcedes Lewis,2011,5.0,97.85,1.9817481521855653,0.0038881851135205065,-5.334821428571429,-5.450667677790666,0.27601726888082556
dk,replace_adp_rank_with_log_adp,79,Jason Witten,2009,6.0,40.29,1.9924917223214966,0.0034408470646967483,0.8141666666666669,0.6983204174474291,0.12314197478067535
dk,replace_adp_rank_with_log_adp,80,Vernon Davis,2012,6.0,58.22,1.9997105286149561,0.004073806805585117,-3.0633928571428566,-3.179239106362094,0.1862964432080182
dk,add_log_adp,1,Brock Bowers,2025,1.0,18.36,0.608413612802783,0.05,-0.26348904987000843,-0.42438065822724186,0.009494561111478617
dk,add_log_adp,2,George Kittle,2020,3.0,22.38,0.6370668479889423,0.05,1.6953378141983801,1.5344462058411468,0.023545327783244585
dk,add_log_adp,3,Kyle Pitts,2022,1.0,33.08,0.6960263607889737,0.05,-6.104555718845057,-6.26544732720229,0.08953509435772822
dk,add_log_adp,4,Jordan Reed,2016,3.0,38.26,0.7339772703054104,0.035037479142554145,-0.727954545454546,-0.8888461538117793,0.11431353675033351
dk,add_log_adp,5,George Kittle,2019,2.0,29.36,0.7738416159036375,0.03815213088593499,1.9672958369072067,1.8064042285499733,0.06929409502755535
dk,add_log_adp,6,George Kittle,2021,4.0,29.2,0.7914333838183809,0.04120457058346947,1.851123942080184,1.6902323337229506,0.06836876525264923
dk,add_log_adp,7,Mark Andrews,2022,4.0,24.1,0.8695979286271628,0.036879766576674994,-2.321107790505099,-2.4819993988623326,0.035976427923011256
dk,add_log_adp,8,Jordan Cameron,2014,3.0,55.7,0.9380060026892885,0.0201240450413194,-4.416319444444444,-4.577211052801677,0.1786814063977361
dk,add_log_adp,9,Rob Gronkowski,2012,2.0,18.62,0.9532452168784964,0.0173734037043874,2.6050000000000004,2.444108391642767,0.007158418429294655
dk,add_log_adp,10,Travis Kelce,2017,4.0,32.89,0.9723747024573393,0.02229969740629735,2.6120165021875277,2.4511248938302943,0.08855605788197174
dk,add_log_adp,11,Mark Andrews,2020,2.0,43.68,1.0065281541058169,0.024748693395324595,0.39459239320744466,0.23370078485021123,0.13695979156791704
dk,add_log_adp,12,Trey Mcbride,2025,3.0,25.75,1.0436583397265284,0.030685441685117464,4.680056232171523,4.51916462381429,0.04712561641812041
dk,add_log_adp,13,Antonio Gates,2008,2.0,45.09,1.0634798595565271,0.011056523058368867,-0.5491071428571423,-0.7099987512143757,0.14240072136824222
dk,add_log_adp,14,Travis Kelce,2015,2.0,50.59,1.0636349653279846,0.016561063967334873,0.5308333333333337,0.3699417249761003,0.1621421256767357
dk,add_log_adp,15,Jimmy Graham,2013,3.0,20.32,1.0899636736122342,0.014022178172730252,4.26416666666667,4.103275058309436,0.007393233296153046
dk,add_log_adp,16,Jermichael Finley,2010,2.0,50.56,1.090709017145391,0.011774355729852077,2.075000000000001,1.9141083916427677,0.16204026338451094
dk,add_log_adp,17,Darren Waller,2021,5.0,23.44,1.1358090157163578,0.020409241556824796,-2.471624187833708,-2.6325157961909413,0.031310102313163335
dk,add_log_adp,18,Julius Thomas,2014,3.0,28.62,1.1550660560978003,0.013143753827367415,-0.7729166666666671,-0.9338082750239005,0.06497285186785895
