source,block,path,arm,complete,failure_reason,salary_spend,cap_legal,position_legal,top_n_legal,roster
predicted,1,0,baseline,True,,254.0,True,True,True,Breece Hall | Colston Loveland | Courtland Sutton | De'Von Achane | Drake Maye | Jameson Williams | Jordan Love | Josh Jacobs | Kenny Gainwell | Kyren Williams | Ladd McConkey | Mike Evans | TreVeyon Henderson
predicted,1,11,baseline,True,,268.0,True,True,True,Carnell Tate | Chuba Hubbard | DK Metcalf | Davante Adams | De'Von Achane | Drake Maye | Jeremiyah Love | Jordan Love | Jordyn Tyson | Josh Jacobs | Kyren Williams | TreVeyon Henderson | Tyler Warren
predicted,1,12,baseline,True,,272.0,True,True,True,Carnell Tate | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Josh Allen | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Michael Wilson | Rhamondre Stevenson
predicted,1,13,baseline,True,,278.0,True,True,True,A.J. Brown | Baker Mayfield | D'Andre Swift | De'Von Achane | Drake Maye | Jadarian Price | Jameson Williams | Jaylen Warren | Kenneth Walker III | Kyle Pitts | Luther Burden III | Makai Lemon | Rhamondre Stevenson
predicted,1,14,baseline,True,,244.0,True,True,True,Bhayshul Tuten | Blake Corum | Breece Hall | Christian Watson | DK Metcalf | De'Von Achane | Drake Maye | Emeka Egbuka | Jameson Williams | Josh Jacobs | Kyle Pitts | Tony Pollard | Trevor Lawrence
predicted,1,15,baseline,True,,275.0,True,True,True,Chuba Hubbard | Dallas Goedert | De'Von Achane | Drake Maye | Jameson Williams | Jayden Reed | Jaylen Warren | Josh Allen | Josh Jacobs | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | TreVeyon Henderson
predicted,1,16,baseline,True,,256.0,True,True,True,Cam Skattebo | Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Jordan Love | Josh Jacobs | Kyren Williams | Matthew Golden | Tee Higgins | TreVeyon Henderson
predicted,1,17,baseline,True,,265.0,True,True,True,Bhayshul Tuten | Blake Corum | Carnell Tate | Colston Loveland | De'Von Achane | Drake Maye | Jared Goff | Jayden Reed | Josh Jacobs | Kenneth Walker III | Kyren Williams | Michael Pittman | Mike Evans
predicted,1,18,baseline,True,,260.0,True,True,True,Bucky Irving | Carnell Tate | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Jayden Reed | Josh Allen | Josh Jacobs | Kenny Gainwell | Tee Higgins | Tony Pollard | TreVeyon Henderson
predicted,1,19,baseline,True,,292.0,True,True,True,Alec Pierce | Cam Ward | Christian McCaffrey | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jordan Mason | Kenny Gainwell | Kyren Williams | Luther Burden III | Nico Collins | Tyler Warren
predicted,1,20,baseline,True,,275.0,True,True,True,Bucky Irving | Cam Skattebo | Chuba Hubbard | Dalton Kincaid | De'Von Achane | Drake Maye | Emeka Egbuka | Jameson Williams | Jordan Love | Justin Herbert | Luther Burden III | Tetairoa McMillan | TreVeyon Henderson
predicted,1,21,baseline,True,,267.0,True,True,True,Brenton Strange | Christian Watson | Chuba Hubbard | De'Von Achane | Drake Maye | Jacory Croskey-Merritt | Jahmyr Gibbs | Jeremiyah Love | Malik Willis | Michael Wilson | Parker Washington | Rome Odunze | TreVeyon Henderson
predicted,1,22,baseline,True,,283.0,True,True,True,Bryce Young | Carnell Tate | Chuba Hubbard | D'Andre Swift | De'Von Achane | Drake London | Drake Maye | Jakobi Meyers | Jameson Williams | Jonathan Taylor | Kyle Pitts | Rachaad White | TreVeyon Henderson
predicted,1,23,baseline,True,,257.0,True,True,True,Aaron Rodgers | Carnell Tate | Colston Loveland | D'Andre Swift | De'Von Achane | Drake Maye | George Pickens | Jaylen Waddle | Kenneth Walker III | Luther Burden III | Rhamondre Stevenson | Rome Odunze | TreVeyon Henderson
predicted,1,24,baseline,True,,290.0,True,True,True,Bijan Robinson | Carnell Tate | De'Von Achane | Drake Maye | Jalen McMillan | Josh Jacobs | Kenny Gainwell | Nico Collins | Rachaad White | Rhamondre Stevenson | Rome Odunze | Sam Darnold | Travis Kelce
predicted,1,25,baseline,True,,252.0,True,True,True,Baker Mayfield | Bhayshul Tuten | Bucky Irving | Carnell Tate | DK Metcalf | De'Von Achane | Drake Maye | Jameson Williams | Jaylen Warren | Josh Jacobs | Kyle Pitts | Kyren Williams | Tetairoa McMillan
predicted,1,26,baseline,True,,223.0,True,True,True,Chris Olave | D'Andre Swift | De'Von Achane | Drake Maye | Isaiah Likely | Jordan Addison | Josh Jacobs | Malik Willis | Michael Wilson | Rachaad White | Rashee Rice | Rhamondre Stevenson | TreVeyon Henderson
predicted,1,27,baseline,True,,255.0,True,True,True,Bhayshul Tuten | Bryce Young | Chris Olave | D'Andre Swift | De'Von Achane | Drake Maye | Jadarian Price | Kenneth Walker III | Kyle Pitts | Malik Nabers | Quentin Johnston | Rhamondre Stevenson | Rome Odunze
predicted,1,28,baseline,True,,275.0,True,True,True,Bhayshul Tuten | Christian Watson | Chuba Hubbard | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Love | Kyren Williams | Michael Wilson | Quentin Johnston | Tee Higgins | Tony Pollard
predicted,1,29,baseline,True,,271.0,True,True,True,Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Josh Allen | Josh Jacobs | Kenny Gainwell | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | Rhamondre Stevenson
predicted,1,30,baseline,True,,262.0,True,True,True,Chuba Hubbard | D'Andre Swift | De'Von Achane | Drake Maye | Emeka Egbuka | George Kittle | Jalen Hurts | Josh Jacobs | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | Michael Wilson | Tony Pollard
predicted,1,31,baseline,True,,275.0,True,True,True,Colston Loveland | DK Metcalf | De'Von Achane | Drake Maye | Jadarian Price | Jameson Williams | Jordan Love | Josh Jacobs | Luther Burden III | Saquon Barkley | Tetairoa McMillan | Tony Pollard | TreVeyon Henderson
predicted,1,0,shortlist,True,,265.0,True,True,True,Breece Hall | Courtland Sutton | De'Von Achane | Drake Maye | George Pickens | Jameson Williams | Jordan Love | Josh Jacobs | Kenny Gainwell | Kyle Pitts | Kyren Williams | Tetairoa McMillan | Travis Kelce
predicted,1,1,shortlist,True,,274.0,True,True,True,Breece Hall | Bryce Young | Carnell Tate | Colston Loveland | De'Von Achane | Drake Maye | Emeka Egbuka | Jameson Williams | Jonathon Brooks | Josh Jacobs | Kyle Pitts | Kyren Williams | Rome Odunze
predicted,1,2,shortlist,True,,266.0,True,True,True,Breece Hall | Bryce Young | Colston Loveland | De'Von Achane | Drake Maye | Garrett Wilson | Josh Jacobs | Keaton Mitchell | Malik Nabers | Marvin Harrison Jr. | Rashee Rice | Tony Pollard | TreVeyon Henderson
predicted,1,3,shortlist,True,,273.0,True,True,True,Breece Hall | Colston Loveland | D'Andre Swift | DJ Moore | DK Metcalf | De'Von Achane | Drake Maye | George Pickens | Jordan Love | Michael Wilson | Rico Dowdle | TreVeyon Henderson | Trey McBride
predicted,1,4,shortlist,True,,255.0,True,True,True,Aaron Rodgers | Chuba Hubbard | Colston Loveland | DK Metcalf | De'Von Achane | Drake Maye | Jameson Williams | Josh Jacobs | Kyren Williams | Luther Burden III | Makai Lemon | Saquon Barkley | Tony Pollard
predicted,1,5,shortlist,True,,244.0,True,True,True,Carnell Tate | D'Andre Swift | De'Von Achane | Derrick Henry | Drake Maye | George Kittle | George Pickens | Jordan Love | Luther Burden III | Marvin Harrison Jr. | Tony Pollard | TreVeyon Henderson | Tyler Warren
predicted,1,6,shortlist,True,,234.0,True,True,True,A.J. Brown | Christian Watson | David Montgomery | De'Von Achane | Drake Maye | Jadarian Price | Jordan Love | Kyle Pitts | Malik Nabers | Rico Dowdle | Tee Higgins | Tony Pollard | TreVeyon Henderson
predicted,1,7,shortlist,True,,277.0,True,True,True,Brian Thomas Jr. | Christian Watson | Colston Loveland | De'Von Achane | Drake Maye | George Pickens | Jonathon Brooks | Josh Jacobs | Kyler Murray | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
predicted,1,8,shortlist,True,,268.0,True,True,True,Blake Corum | Carnell Tate | David Montgomery | De'Von Achane | Drake Maye | Jadarian Price | Jaylen Waddle | Josh Allen | Josh Jacobs | KC Concepcion | Kyle Pitts | Ladd McConkey | TreVeyon Henderson
predicted,1,9,shortlist,True,,264.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Christian Watson | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyler Murray | Kyren Williams | Mike Evans | Sam LaPorta | Tee Higgins
predicted,1,10,shortlist,True,,274.0,True,True,True,Aaron Rodgers | Breece Hall | Bucky Irving | De'Von Achane | Derrick Henry | Drake Maye | Jameson Williams | Jonathon Brooks | Jordan Mason | Kyle Pitts | Luther Burden III | Rome Odunze | Tee Higgins
predicted,1,11,shortlist,True,,262.0,True,True,True,Bhayshul Tuten | Chris Olave | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Garrett Wilson | Jordan Mason | Kyle Pitts | Matthew Stafford | Nico Collins | Rico Dowdle | TreVeyon Henderson
predicted,1,12,shortlist,True,,284.0,True,True,True,Carnell Tate | Chuba Hubbard | De'Von Achane | Drake Maye | Emeka Egbuka | Harold Fannin Jr. | Jadarian Price | Josh Allen | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Michael Wilson
predicted,1,13,shortlist,True,,292.0,True,True,True,Brian Thomas Jr. | De'Von Achane | Drake Maye | Emeka Egbuka | Jadarian Price | Jameson Williams | Jaylen Warren | Josh Allen | Kyle Pitts | Kyren Williams | Luther Burden III | Rhamondre Stevenson | Tyler Warren
predicted,1,14,shortlist,True,,256.0,True,True,True,Bhayshul Tuten | Breece Hall | Christian Watson | Colston Loveland | DK Metcalf | De'Von Achane | Drake Maye | Jameson Williams | Josh Jacobs | Kyle Pitts | Luther Burden III | Tony Pollard | Trevor Lawrence
predicted,1,15,shortlist,True,,277.0,True,True,True,Dallas Goedert | De'Von Achane | Drake Maye | Jameson Williams | Jayden Reed | Jaylen Warren | Josh Allen | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | TreVeyon Henderson
predicted,1,16,shortlist,True,,257.0,True,True,True,Brock Purdy | Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Josh Jacobs | Kyren Williams | Matthew Golden | Tee Higgins | TreVeyon Henderson | Tyler Warren
predicted,1,17,shortlist,True,,249.0,True,True,True,Blake Corum | Carnell Tate | Colston Loveland | De'Von Achane | Drake Maye | Jayden Reed | Jordan Love | Josh Jacobs | Kenneth Walker III | Kyle Pitts | Kyren Williams | Michael Pittman | Mike Evans
predicted,1,18,shortlist,True,,277.0,True,True,True,Bucky Irving | Carnell Tate | Colston Loveland | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Jayden Reed | Josh Allen | Josh Jacobs | Luther Burden III | Tony Pollard | TreVeyon Henderson
predicted,1,19,shortlist,True,,292.0,True,True,True,Alec Pierce | Cam Ward | Christian McCaffrey | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jordan Mason | Kenny Gainwell | Kyren Williams | Luther Burden III | Nico Collins | Tyler Warren
predicted,1,20,shortlist,True,,267.0,True,True,True,Breece Hall | Carnell Tate | Chuba Hubbard | Dalton Kincaid | De'Von Achane | Drake Maye | Emeka Egbuka | Jameson Williams | Jordan Love | Josh Jacobs | Kyren Williams | Luther Burden III | Tyler Warren
predicted,1,21,shortlist,True,,267.0,True,True,True,Brenton Strange | Christian Watson | Chuba Hubbard | De'Von Achane | Drake Maye | Jacory Croskey-Merritt | Jahmyr Gibbs | Jeremiyah Love | Malik Willis | Michael Wilson | Parker Washington | Rome Odunze | TreVeyon Henderson
predicted,1,22,shortlist,True,,283.0,True,True,True,Bryce Young | Carnell Tate | Chuba Hubbard | D'Andre Swift | De'Von Achane | Drake London | Drake Maye | Jakobi Meyers | Jameson Williams | Jonathan Taylor | Kyle Pitts | Rachaad White | TreVeyon Henderson
predicted,1,23,shortlist,True,,262.0,True,True,True,Aaron Rodgers | Colston Loveland | D'Andre Swift | De'Von Achane | Drake Maye | Jadarian Price | Jaylen Waddle | Kenneth Walker III | Luther Burden III | Rhamondre Stevenson | Rome Odunze | Tee Higgins | TreVeyon Henderson
predicted,1,24,shortlist,True,,290.0,True,True,True,Bijan Robinson | Carnell Tate | De'Von Achane | Drake Maye | Jalen McMillan | Josh Jacobs | Kenny Gainwell | Nico Collins | Rachaad White | Rhamondre Stevenson | Rome Odunze | Sam Darnold | Travis Kelce
predicted,1,25,shortlist,True,,269.0,True,True,True,Baker Mayfield | Bucky Irving | Carnell Tate | DK Metcalf | De'Von Achane | Drake Maye | Jameson Williams | Jaylen Warren | Josh Jacobs | Kyle Monangai | Kyren Williams | Rome Odunze | Trey McBride
predicted,1,26,shortlist,True,,240.0,True,True,True,D'Andre Swift | De'Von Achane | Drake Maye | Isaiah Likely | Jordan Addison | Josh Jacobs | Malik Willis | Michael Wilson | Rhamondre Stevenson | Rome Odunze | Tee Higgins | TreVeyon Henderson | Trey McBride
predicted,1,27,shortlist,True,,251.0,True,True,True,Bhayshul Tuten | Bryce Young | Chris Olave | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Kenneth Walker III | Kyle Pitts | Malik Nabers | Quentin Johnston | Rhamondre Stevenson | Rome Odunze
predicted,1,28,shortlist,True,,275.0,True,True,True,Bhayshul Tuten | Christian Watson | Chuba Hubbard | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Love | Kyren Williams | Michael Wilson | Quentin Johnston | Tee Higgins | Tony Pollard
predicted,1,29,shortlist,True,,277.0,True,True,True,Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Josh Allen | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | Rhamondre Stevenson
predicted,1,30,shortlist,True,,242.0,True,True,True,Chuba Hubbard | De'Von Achane | Drake Maye | Emeka Egbuka | George Kittle | Jalen Hurts | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | Michael Wilson | Tony Pollard
predicted,1,31,shortlist,True,,290.0,True,True,True,Chris Olave | Colston Loveland | DK Metcalf | David Montgomery | De'Von Achane | Drake Maye | Jonathan Taylor | Kyle Monangai | Kyler Murray | Luther Burden III | Rhamondre Stevenson | Tetairoa McMillan | Tony Pollard
predicted,1,0,full_exact,True,,265.0,True,True,True,Breece Hall | Courtland Sutton | De'Von Achane | Drake Maye | George Pickens | Jameson Williams | Jordan Love | Josh Jacobs | Kenny Gainwell | Kyle Pitts | Kyren Williams | Tetairoa McMillan | Travis Kelce
predicted,1,1,full_exact,True,,274.0,True,True,True,Breece Hall | Bryce Young | Carnell Tate | Colston Loveland | De'Von Achane | Drake Maye | Emeka Egbuka | Jameson Williams | Jonathon Brooks | Josh Jacobs | Kyle Pitts | Kyren Williams | Rome Odunze
predicted,1,2,full_exact,True,,266.0,True,True,True,Breece Hall | Bryce Young | Colston Loveland | De'Von Achane | Drake Maye | Garrett Wilson | Josh Jacobs | Keaton Mitchell | Malik Nabers | Marvin Harrison Jr. | Rashee Rice | Tony Pollard | TreVeyon Henderson
predicted,1,3,full_exact,True,,273.0,True,True,True,Breece Hall | Colston Loveland | D'Andre Swift | DJ Moore | DK Metcalf | De'Von Achane | Drake Maye | George Pickens | Jordan Love | Michael Wilson | Rico Dowdle | TreVeyon Henderson | Trey McBride
predicted,1,4,full_exact,True,,255.0,True,True,True,Aaron Rodgers | Chuba Hubbard | Colston Loveland | DK Metcalf | De'Von Achane | Drake Maye | Jameson Williams | Josh Jacobs | Kyren Williams | Luther Burden III | Makai Lemon | Saquon Barkley | Tony Pollard
predicted,1,5,full_exact,True,,244.0,True,True,True,Carnell Tate | D'Andre Swift | De'Von Achane | Derrick Henry | Drake Maye | George Kittle | George Pickens | Jordan Love | Luther Burden III | Marvin Harrison Jr. | Tony Pollard | TreVeyon Henderson | Tyler Warren
predicted,1,6,full_exact,True,,234.0,True,True,True,A.J. Brown | Christian Watson | David Montgomery | De'Von Achane | Drake Maye | Jadarian Price | Jordan Love | Kyle Pitts | Malik Nabers | Rico Dowdle | Tee Higgins | Tony Pollard | TreVeyon Henderson
predicted,1,7,full_exact,True,,277.0,True,True,True,Brian Thomas Jr. | Christian Watson | Colston Loveland | De'Von Achane | Drake Maye | George Pickens | Jonathon Brooks | Josh Jacobs | Kyler Murray | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
predicted,1,8,full_exact,True,,268.0,True,True,True,Blake Corum | Carnell Tate | David Montgomery | De'Von Achane | Drake Maye | Jadarian Price | Jaylen Waddle | Josh Allen | Josh Jacobs | KC Concepcion | Kyle Pitts | Ladd McConkey | TreVeyon Henderson
predicted,1,9,full_exact,True,,264.0,True,True,True,Aaron Rodgers | Bucky Irving | Cam Skattebo | Christian Watson | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyler Murray | Kyren Williams | Mike Evans | Sam LaPorta | Tee Higgins
predicted,1,10,full_exact,True,,274.0,True,True,True,Aaron Rodgers | Breece Hall | Bucky Irving | De'Von Achane | Derrick Henry | Drake Maye | Jameson Williams | Jonathon Brooks | Jordan Mason | Kyle Pitts | Luther Burden III | Rome Odunze | Tee Higgins
predicted,1,11,full_exact,True,,262.0,True,True,True,Bhayshul Tuten | Chris Olave | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Garrett Wilson | Jordan Mason | Kyle Pitts | Matthew Stafford | Nico Collins | Rico Dowdle | TreVeyon Henderson
predicted,1,12,full_exact,True,,284.0,True,True,True,Carnell Tate | Chuba Hubbard | De'Von Achane | Drake Maye | Emeka Egbuka | Harold Fannin Jr. | Jadarian Price | Josh Allen | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Michael Wilson
predicted,1,13,full_exact,True,,292.0,True,True,True,Brian Thomas Jr. | De'Von Achane | Drake Maye | Emeka Egbuka | Jadarian Price | Jameson Williams | Jaylen Warren | Josh Allen | Kyle Pitts | Kyren Williams | Luther Burden III | Rhamondre Stevenson | Tyler Warren
predicted,1,14,full_exact,True,,256.0,True,True,True,Bhayshul Tuten | Breece Hall | Christian Watson | Colston Loveland | DK Metcalf | De'Von Achane | Drake Maye | Jameson Williams | Josh Jacobs | Kyle Pitts | Luther Burden III | Tony Pollard | Trevor Lawrence
predicted,1,15,full_exact,True,,277.0,True,True,True,Dallas Goedert | De'Von Achane | Drake Maye | Jameson Williams | Jayden Reed | Jaylen Warren | Josh Allen | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | TreVeyon Henderson
predicted,1,16,full_exact,True,,257.0,True,True,True,Brock Purdy | Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Josh Jacobs | Kyren Williams | Matthew Golden | Tee Higgins | TreVeyon Henderson | Tyler Warren
predicted,1,17,full_exact,True,,249.0,True,True,True,Blake Corum | Carnell Tate | Colston Loveland | De'Von Achane | Drake Maye | Jayden Reed | Jordan Love | Josh Jacobs | Kenneth Walker III | Kyle Pitts | Kyren Williams | Michael Pittman | Mike Evans
predicted,1,18,full_exact,True,,277.0,True,True,True,Bucky Irving | Carnell Tate | Colston Loveland | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Jayden Reed | Josh Allen | Josh Jacobs | Luther Burden III | Tony Pollard | TreVeyon Henderson
predicted,1,19,full_exact,True,,292.0,True,True,True,Alec Pierce | Cam Ward | Christian McCaffrey | Chuba Hubbard | DK Metcalf | De'Von Achane | Drake Maye | Jordan Mason | Kenny Gainwell | Kyren Williams | Luther Burden III | Nico Collins | Tyler Warren
predicted,1,20,full_exact,True,,267.0,True,True,True,Breece Hall | Carnell Tate | Chuba Hubbard | Dalton Kincaid | De'Von Achane | Drake Maye | Emeka Egbuka | Jameson Williams | Jordan Love | Josh Jacobs | Kyren Williams | Luther Burden III | Tyler Warren
predicted,1,21,full_exact,True,,267.0,True,True,True,Brenton Strange | Christian Watson | Chuba Hubbard | De'Von Achane | Drake Maye | Jacory Croskey-Merritt | Jahmyr Gibbs | Jeremiyah Love | Malik Willis | Michael Wilson | Parker Washington | Rome Odunze | TreVeyon Henderson
predicted,1,22,full_exact,True,,283.0,True,True,True,Bryce Young | Carnell Tate | Chuba Hubbard | D'Andre Swift | De'Von Achane | Drake London | Drake Maye | Jakobi Meyers | Jameson Williams | Jonathan Taylor | Kyle Pitts | Rachaad White | TreVeyon Henderson
predicted,1,23,full_exact,True,,262.0,True,True,True,Aaron Rodgers | Colston Loveland | D'Andre Swift | De'Von Achane | Drake Maye | Jadarian Price | Jaylen Waddle | Kenneth Walker III | Luther Burden III | Rhamondre Stevenson | Rome Odunze | Tee Higgins | TreVeyon Henderson
predicted,1,24,full_exact,True,,290.0,True,True,True,Bijan Robinson | Carnell Tate | De'Von Achane | Drake Maye | Jalen McMillan | Josh Jacobs | Kenny Gainwell | Nico Collins | Rachaad White | Rhamondre Stevenson | Rome Odunze | Sam Darnold | Travis Kelce
predicted,1,25,full_exact,True,,269.0,True,True,True,Baker Mayfield | Bucky Irving | Carnell Tate | DK Metcalf | De'Von Achane | Drake Maye | Jameson Williams | Jaylen Warren | Josh Jacobs | Kyle Monangai | Kyren Williams | Rome Odunze | Trey McBride
predicted,1,26,full_exact,True,,240.0,True,True,True,D'Andre Swift | De'Von Achane | Drake Maye | Isaiah Likely | Jordan Addison | Josh Jacobs | Malik Willis | Michael Wilson | Rhamondre Stevenson | Rome Odunze | Tee Higgins | TreVeyon Henderson | Trey McBride
predicted,1,27,full_exact,True,,251.0,True,True,True,Bhayshul Tuten | Bryce Young | Chris Olave | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Kenneth Walker III | Kyle Pitts | Malik Nabers | Quentin Johnston | Rhamondre Stevenson | Rome Odunze
predicted,1,28,full_exact,True,,275.0,True,True,True,Bhayshul Tuten | Christian Watson | Chuba Hubbard | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jahmyr Gibbs | Jordan Love | Kyren Williams | Michael Wilson | Quentin Johnston | Tee Higgins | Tony Pollard
predicted,1,29,full_exact,True,,277.0,True,True,True,Christian Watson | D'Andre Swift | De'Von Achane | Drake Maye | Harold Fannin Jr. | Jameson Williams | Josh Allen | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | Rhamondre Stevenson
predicted,1,30,full_exact,True,,242.0,True,True,True,Chuba Hubbard | De'Von Achane | Drake Maye | Emeka Egbuka | George Kittle | Jalen Hurts | Josh Jacobs | Kyle Pitts | Kyren Williams | Luther Burden III | Marvin Harrison Jr. | Michael Wilson | Tony Pollard
predicted,1,31,full_exact,True,,290.0,True,True,True,Chris Olave | Colston Loveland | DK Metcalf | David Montgomery | De'Von Achane | Drake Maye | Jonathan Taylor | Kyle Monangai | Kyler Murray | Luther Burden III | Rhamondre Stevenson | Tetairoa McMillan | Tony Pollard
