player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Jeremy Ross,6476,WR,7,DET,10,5,2,7,28.6
Chris Gragg,8004,TE,5,BUF,7,5,2,7,28.6
Brandon Bostick,7605,TE,8,GB,14,7,3,10,30.0
Tony Scheffler,3006,TE,5,DET,12,7,3,10,30.0
Fred Davis,4362,TE,10,WAS,16,7,3,10,30.0
Josh Boyce,7884,WR,9,NE,19,9,4,13,30.8
Craig Stevens,4399,TE,14,TEN,5,2,1,3,33.3
Antone Smith,5440,HB,6,ATL,3,2,1,3,33.3
Weslye Saunders,6496,TE,6,IND,8,4,2,6,33.3
Derek Moye,7397,WR,6,PIT,6,2,1,3,33.3
LaRod Stephens-Howling,5164,HB,1,PIT,3,2,1,3,33.3
Marcus Easley,5631,WR,7,BUF,5,2,1,3,33.3
Tashard Choice,4436,HB,10,BUF,8,4,2,6,33.3
Danny Noble,7445,TE,7,JAX,3,2,1,3,33.3
LaMichael James,7063,HB,6,SF,3,2,1,3,33.3
Jeff Maehl,6706,WR,14,PHI,8,4,2,6,33.3
Kenjon Barner,7963,HB,4,CAR,3,2,1,3,33.3
Michael Bush,3716,HB,12,CHI,7,4,2,6,33.3
Kendall Hunter,6267,HB,15,SF,3,2,1,3,33.3
Kenny Britt,4953,WR,12,TEN,33,11,7,18,38.9
Nick Toon,7122,WR,8,NO,10,4,3,7,42.9
Darrel Young,5438,FB,13,WAS,9,4,3,7,42.9
Darius Reynaud,4661,HB,1,TEN,2,1,1,2,50.0
Brandon Jacobs,2327,HB,7,NYG,6,2,2,4,50.0
Marlon Moore,5887,WR,5,SF,3,1,1,2,50.0
Dorin Dickerson,5750,TE,4,DET,5,2,2,4,50.0
Henry Hynoski,6666,FB,3,NYG,2,1,1,2,50.0
Chris Ivory,6007,HB,12,NYJ,8,2,4,6,66.7
Quinn Johnson,5069,FB,4,TEN,1,0,1,1,100.0
Stephen Williams,5880,WR,3,SEA,2,0,1,1,100.0
Julian Talley,7501,WR,2,NYG,2,0,1,1,100.0
C.J. Anderson,8101,HB,2,DEN,1,0,1,1,100.0
Denard Robinson,7917,HB,8,JAX,1,0,1,1,100.0
Zach Sudfeld,8313,TE,3,NE,2,0,0,0,
Marvin McNutt,7182,WR,1,CAR,1,0,0,0,
Evan Rodriguez,7111,FB,4,BUF,1,0,0,0,
Chase Coffman,5021,TE,9,ATL,2,0,0,0,
Jared Allen,1847,ED,1,MIN,1,0,0,0,
Kyle Juszczyk,7912,FB,2,BLT,1,0,0,0,
D.J. Williams Jr.,6293,TE,1,JAX,1,0,0,0,
D.J. Williams Jr.,6293,TE,2,NE,1,0,0,0,
Tyler Clutts,6124,FB,1,MIA,1,0,0,0,
Brian Robiskie,4959,WR,1,ATL,2,0,0,0,
Nate Solder,6169,T,1,NE,1,0,0,0,
Steve Maneri,6028,TE,4,CHI,1,0,0,0,
Greg Jenkins,8049,WR,1,OAK,1,0,0,0,
Armanti Edwards,5613,WR,3,CAR,4,0,0,0,
Stephen Williams,5880,WR,2,JAX,2,0,0,0,
Ryan Spadola,8236,WR,3,NYJ,1,0,0,0,
Saalim Hakim,7334,WR,1,NYJ,1,0,0,0,
Michael Campbell,6516,WR,3,NYJ,2,0,0,0,
