player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Matt Willis,4283,WR,15,DEN,19,10,0,10,0.0
Mohamed Sanu,7084,WR,8,CIN,24,16,0,16,0.0
Rashard Mendenhall,4337,HB,6,PIT,9,9,0,9,0.0
Chris Cooley,1802,TE,6,WAS,3,1,0,1,0.0
Corey McIntyre,1278,FB,7,BUF,1,1,0,1,0.0
Isaiah Pead,7053,HB,13,STR,4,3,0,3,0.0
Leonard Pope,3017,TE,6,PIT,3,3,0,3,0.0
Donte' Stallworth,1020,WR,1,NE,2,1,0,1,0.0
Todd Heap,801,TE,2,ARZ,12,8,0,8,0.0
Guy Whimper,3074,T,2,JAX,2,2,0,2,0.0
Brad Smelley,7662,TE,2,CLV,1,1,0,1,0.0
Deonte Thompson,7513,WR,2,BLT,6,5,0,5,0.0
Ben Obomanu,3194,WR,8,SEA,8,4,0,4,0.0
Brandon Bolden,7469,HB,6,NE,2,2,0,2,0.0
Jacob Hester,4383,FB,3,DEN,1,1,0,1,0.0
Brandon Banks,6053,WR,8,WAS,8,8,0,8,0.0
Chris Ivory,6007,HB,6,NO,3,2,0,2,0.0
Trindon Holliday,5720,WR,2,DEN,2,2,0,2,0.0
Jim Dray,5756,TE,2,ARZ,2,2,0,2,0.0
Dedrick Epps,5758,TE,2,NYJ,1,1,0,1,0.0
Keith Toston,5821,HB,1,JAX,4,3,0,3,0.0
Cory Harkey,7306,TE,3,STR,2,1,0,1,0.0
Nathan Palmer,7277,WR,3,IND,4,1,0,1,0.0
Jordan White,7226,WR,2,NYJ,3,1,0,1,0.0
Lavelle Hawkins,4440,WR,6,TEN,11,5,0,5,0.0
Rishard Matthews,7211,WR,7,MIA,18,11,0,11,0.0
Hayden Smith,7005,TE,4,NYJ,1,1,0,1,0.0
Gary Barnidge,4455,TE,16,CAR,6,6,0,6,0.0
Brandon Jackson,3679,HB,2,CLV,3,2,0,2,0.0
Jorvorskie Lane,7002,FB,16,MIA,12,11,0,11,0.0
Plaxico Burress,586,WR,3,PIT,7,3,0,3,0.0
James Hanna,7175,TE,14,DAL,11,8,0,8,0.0
Justin Forsett,4547,HB,9,HST,4,3,0,3,0.0
Rhett Ellison,7128,FB,16,MIN,9,7,0,7,0.0
Ahmad Bradshaw,3866,HB,14,NYG,26,23,0,23,0.0
Jackie Battle,3885,HB,9,SD,15,15,0,15,0.0
DuJuan Harris,6595,HB,3,GB,2,2,0,2,0.0
Matthew Mulligan,4701,TE,16,STR,12,8,0,8,0.0
Orson Charles,7116,TE,16,CIN,9,8,0,8,0.0
Robert Hughes,6564,FB,5,IND,1,1,0,1,0.0
Devon Wylie,7107,WR,5,KC,12,6,0,6,0.0
Stefan Logan,4909,HB,8,DET,7,6,0,6,0.0
Weslye Saunders,6496,TE,9,IND,4,2,0,2,0.0
Beanie Wells,4954,HB,8,ARZ,1,1,0,1,0.0
Andre Holmes,6489,WR,2,DAL,2,2,0,2,0.0
Matt Asiata,6432,FB,2,MIN,1,1,0,1,0.0
Mike Preston,6413,WR,4,TEN,7,5,0,5,0.0
Jerome Felton,4460,FB,16,MIN,4,3,0,3,0.0
David Ausberry,6393,TE,15,OAK,11,7,0,7,0.0
Shaun Chapas,6372,FB,2,DET,2,1,0,1,0.0
LaMichael James,7063,HB,4,SF,5,3,0,3,0.0
Dominique Jones,6988,TE,4,IND,1,1,0,1,0.0
Darius Reynaud,4661,HB,12,TEN,8,5,0,5,0.0
Ryan Taylor,6370,TE,10,GB,1,1,0,1,0.0
Mike Cox,4716,FB,8,ATL,3,3,0,3,0.0
Terrelle Pryor,6944,QB,1,OAK,1,1,0,1,0.0
Jed Collins,4743,FB,14,NO,15,14,0,14,0.0
Virgil Green,6356,TE,7,DEN,6,5,0,5,0.0
Jordan Todman,6335,HB,1,JAX,1,1,0,1,0.0
Ryan Whalen,6319,WR,7,CIN,12,7,0,7,0.0
Dion Lewis,6301,HB,7,PHI,2,2,0,2,0.0
Mike McNeill,6787,TE,13,STR,7,4,0,4,0.0
Kealoha Pilares,6284,WR,6,CAR,3,2,0,2,0.0
Kendall Hunter,6267,HB,11,SF,12,9,0,9,0.0
Armando Allen,6723,HB,5,CHI,2,2,0,2,0.0
Chase Coffman,5021,TE,5,ATL,1,1,0,1,0.0
Roy Helu,6257,HB,3,WAS,7,7,0,7,0.0
Brandon Tate,5006,WR,15,CIN,24,13,0,13,0.0
Ramses Barden,5008,WR,11,NYG,19,14,0,14,0.0
Mike Higgins,6689,TE,1,NO,1,1,0,1,0.0
Austin Collie,5051,WR,1,IND,1,1,0,1,0.0
Jerrel Jernigan,6235,WR,8,NYG,5,3,0,3,0.0
Cedric Peerman,5109,HB,9,CIN,9,9,0,9,0.0
Mike Goodson,5034,HB,11,OAK,16,16,0,16,0.0
John Phillips,5132,TE,16,DAL,10,8,0,8,0.0
Tommy Gallarda,6594,TE,6,ATL,3,1,0,1,0.0
Sammie Stroughter,5157,WR,1,TB,2,1,0,1,0.0
Armon Binns,6590,WR,8,CIN,29,18,0,18,0.0
Kris Adams,6557,WR,3,IND,7,2,0,2,0.0
Will Ta'ufo'ou,5226,FB,4,JAX,1,1,0,1,0.0
Drew Davis,6525,WR,11,ATL,6,4,0,4,0.0
Kahlil Bell,5243,HB,3,CHI,1,1,0,1,0.0
Kahlil Bell,5243,HB,2,NYJ,1,1,0,1,0.0
Allen Reisner,6493,TE,1,MIN,1,1,0,1,0.0
Jake O'Connell,5161,TE,3,KC,3,3,0,3,0.0
Charly Martin,5366,WR,4,SEA,6,4,0,4,0.0
Marcus Thigpen,5488,HB,3,MIA,2,1,0,1,0.0
Lee Smith,6311,TE,9,BUF,4,4,0,4,0.0
Curtis Brinkley,5514,HB,6,SD,12,12,0,12,0.0
Patrick Peterson,6157,CB,4,ARZ,3,3,0,3,0.0
Anthony Sherman,6288,FB,13,ARZ,7,5,0,5,0.0
Seyi Ajirotutu,6035,WR,3,SD,3,3,0,3,0.0
Mitch Unrein,6031,DI,3,DEN,1,1,0,1,0.0
Jamie Harper,6282,HB,8,TEN,1,1,0,1,0.0
Steve Maneri,6028,TE,13,KC,10,5,0,5,0.0
Taiwan Jones,6277,HB,3,OAK,1,1,0,1,0.0
Ben Tate,5583,HB,10,HST,11,11,0,11,0.0
Mike Johnson,5622,G,2,ATL,1,1,0,1,0.0
Chris Gronkowski,5926,FB,3,DEN,1,1,0,1,0.0
Shane Vereen,6208,HB,13,NE,10,8,0,8,0.0
LeGarrette Blount,5863,HB,9,TB,1,1,0,1,0.0
Michael Hoomanawanui,5655,TE,13,NE,5,5,0,5,0.0
David Nelson,5862,WR,1,BUF,5,2,0,2,0.0
Keiland Williams,5794,HB,3,DET,2,2,0,2,0.0
David Reed,5679,WR,2,BLT,6,5,0,5,0.0
Michael Palmer,5784,TE,12,ATL,6,6,0,6,0.0
Mark Ingram II,6180,HB,16,NO,10,6,0,6,0.0
Nate Byham,5705,TE,10,TB,4,3,0,3,0.0
Percy Harvin,4945,WR,9,MIN,81,62,1,63,1.6
Jacob Tamme,4441,TE,16,DEN,80,52,1,53,1.9
DeSean Jackson,4363,WR,11,PHI,75,46,1,47,2.1
Mario Manningham,4409,WR,12,SF,55,42,1,43,2.3
C.J. Spiller,5534,HB,16,BUF,55,43,1,44,2.3
Danny Woodhead,4914,HB,16,NE,50,40,1,41,2.4
Zach Miller,3654,TE,16,SEA,46,38,1,39,2.6
James Casey,5076,FB,16,HST,41,34,1,35,2.9
Anquan Boldin,1369,WR,15,BLT,108,65,2,67,3.0
Jason Snelling,3860,HB,16,ATL,35,31,1,32,3.1
Danny Amendola,4717,WR,11,STR,94,62,2,64,3.1
Austin Pettis,6230,WR,14,STR,46,30,1,31,3.2
Earl Bennett,4384,WR,12,CHI,47,29,1,30,3.3
Jeff Cumberland,5861,TE,15,NYJ,52,29,1,30,3.3
Malcom Floyd,2044,WR,14,SD,82,56,2,58,3.4
Mike Tolbert,4740,FB,16,CAR,35,27,1,28,3.6
Hakeem Nicks,4952,WR,13,NYG,96,53,2,55,3.6
Jacquizz Rodgers,6297,HB,16,ATL,58,52,2,54,3.7
Roddy White,2244,WR,16,ATL,138,92,4,96,4.2
Golden Tate,5585,WR,15,SEA,65,46,2,48,4.2
Tony Gonzalez,237,TE,16,ATL,120,92,4,96,4.2
Brandon Stokley,498,WR,15,DEN,57,45,2,47,4.3
James Jones,3694,WR,16,GB,93,64,3,67,4.5
Ed Dickson,5595,TE,13,BLT,31,21,1,22,4.5
Knowshon Moreno,4935,HB,8,DEN,24,21,1,22,4.5
Dennis Pitta,5638,TE,16,BLT,90,61,3,64,4.7
Derek Hagan,3027,WR,13,OAK,34,20,1,21,4.8
Michael Jenkins,1750,WR,16,MIN,66,40,2,42,4.8
Jonathan Baldwin,6178,WR,15,KC,46,20,1,21,4.8
Ryan Mathews,5537,HB,12,SD,52,39,2,41,4.9
William Powell,6939,HB,11,ARZ,23,19,1,20,5.0
Rueben Randle,7065,WR,14,NYG,32,19,1,20,5.0
Harry Douglas,4398,WR,15,ATL,56,38,2,40,5.0
Chris Johnson,4338,HB,16,TEN,44,37,2,39,5.1
LeSean McCoy,4976,HB,12,PHI,63,55,3,58,5.2
Greg Jennings,2997,WR,8,GB,58,36,2,38,5.3
Heath Miller,2247,TE,15,PIT,93,71,4,75,5.3
Anthony McCoy,5708,TE,16,SEA,23,18,1,19,5.3
Marcel Reece,4702,FB,16,OAK,71,52,3,55,5.5
Joique Bell,5797,HB,15,DET,65,52,3,55,5.5
Greg Olsen,3647,TE,16,CAR,96,69,4,73,5.5
Jonathan Stewart,4327,HB,9,CAR,22,17,1,18,5.6
Andrew Hawkins,6125,WR,14,CIN,74,51,3,54,5.6
Fred Jackson,3368,HB,10,BUF,39,34,2,36,5.6
Will Heller,1623,TE,16,DET,22,17,1,18,5.6
Dwayne Harris,6328,WR,13,DAL,27,17,1,18,5.6
Mohamed Massaquoi,4973,WR,9,CLV,32,17,1,18,5.6
Sidney Rice,3660,WR,16,SEA,75,50,3,53,5.7
Antonio Brown,5718,WR,13,PIT,98,66,4,70,5.7
Benjamin Watson,1753,TE,16,CLV,74,49,3,52,5.8
Juron Criner,7160,WR,12,OAK,29,16,1,17,5.9
Clyde Gates,6263,WR,11,NYJ,33,16,1,17,5.9
Deion Branch,1072,WR,10,NE,28,16,1,17,5.9
Dallas Clark,1340,TE,16,TB,69,47,3,50,6.0
Ray Rice,4369,HB,16,BLT,80,61,4,65,6.2
Brian Hartline,5031,WR,16,MIA,118,74,5,79,6.3
Jacoby Jones,3689,WR,16,BLT,50,30,2,32,6.3
Rob Housler,6221,TE,15,ARZ,65,45,3,48,6.3
Dwayne Allen,7066,TE,16,IND,64,45,3,48,6.3
Brandon LaFell,5602,WR,14,CAR,69,44,3,47,6.4
Emmanuel Sanders,5606,WR,16,PIT,69,44,3,47,6.4
Vincent Jackson,2278,WR,16,TB,137,72,5,77,6.5
Larry Fitzgerald,1724,WR,16,ARZ,148,71,5,76,6.6
Kyle Williams,5729,WR,11,SF,21,14,1,15,6.7
Jeremy Kerley,6305,WR,16,NYJ,88,56,4,60,6.7
Dustin Keller,4344,TE,8,NYJ,36,28,2,30,6.7
Garrett Graham,5642,TE,15,HST,35,28,2,30,6.7
Cedric Benson,2221,HB,5,GB,15,14,1,15,6.7
Chaz Schilens,4540,WR,14,NYJ,41,28,2,30,6.7
Jason Witten,1384,TE,16,DAL,146,110,8,118,6.8
Joel Dreessen,2415,TE,16,DEN,57,41,3,44,6.8
Kevin Walter,1549,WR,16,HST,64,41,3,44,6.8
Vernon Davis,2951,TE,16,SF,56,41,3,44,6.8
Nate Burleson,1386,WR,6,DET,41,27,2,29,6.9
Adrian Peterson,3623,HB,16,MIN,48,40,3,43,7.0
Lawrence Vickers,3125,FB,16,DAL,15,13,1,14,7.1
Domenik Hixon,3075,WR,13,NYG,58,39,3,42,7.1
Brandon Myers,5126,TE,16,OAK,101,79,6,85,7.1
Michael Robinson,3045,FB,16,SEA,15,13,1,14,7.1
Jordan Norwood,5358,WR,2,CLV,18,13,1,14,7.1
Josh Gordon,7618,WR,16,CLV,89,51,4,55,7.3
Leonard Hankerson,6231,WR,16,WAS,55,38,3,41,7.3
Andre Johnson,1319,WR,16,HST,159,112,9,121,7.4
Felix Jones,4336,HB,15,DAL,34,25,2,27,7.4
Louis Murphy,5048,WR,16,CAR,55,25,2,27,7.4
Danario Alexander,6106,WR,10,SD,54,37,3,40,7.5
Michael Crabtree,4933,WR,16,SF,118,85,7,92,7.6
Andre Brown,5053,HB,8,NYG,14,12,1,13,7.7
Daryl Richardson,7233,HB,15,STR,31,24,2,26,7.7
Shaun Draughn,6440,HB,14,KC,27,24,2,26,7.7
Alshon Jeffery,7048,WR,10,CHI,48,24,2,26,7.7
Fred Davis,4362,TE,7,WAS,32,24,2,26,7.7
Chris Ogbonnaya,5135,HB,12,CLV,29,24,2,26,7.7
Bruce Miller,6363,FB,16,SF,13,12,1,13,7.7
Erik Lorig,5775,FB,16,TB,16,12,1,13,7.7
Riley Cooper,5682,WR,11,PHI,44,23,2,25,8.0
Jordan Shipley,5608,WR,6,JAX,33,23,2,25,8.0
Eddie Royal,4356,WR,10,SD,42,23,2,25,8.0
Julio Jones,6158,WR,16,ATL,127,79,7,86,8.1
Miles Austin,3211,WR,16,DAL,115,66,6,72,8.3
Alfred Morris,7165,HB,16,WAS,15,11,1,12,8.3
Matt Forte,4358,HB,15,CHI,59,44,4,48,8.3
Titus Young,6196,WR,10,DET,53,33,3,36,8.3
Henry Hynoski,6666,FB,16,NYG,15,11,1,12,8.3
Dave Thomas,3031,TE,15,NO,16,11,1,12,8.3
Ryan Broyles,7057,WR,10,DET,30,22,2,24,8.3
Konrad Reuland,6469,TE,15,NYJ,16,11,1,12,8.3
BenJarvus Green-Ellis,4599,HB,15,CIN,26,22,2,24,8.3
Mike Wallace,5007,WR,15,PIT,116,64,6,70,8.6
Kevin Ogletree,5387,WR,15,DAL,55,32,3,35,8.6
Brandon Lloyd,1436,WR,16,NE,128,74,7,81,8.6
Reggie Wayne,800,WR,16,IND,179,106,10,116,8.6
Julian Edelman,5156,WR,9,NE,31,21,2,23,8.7
Vonta Leach,2100,FB,16,BLT,23,21,2,23,8.7
Marques Colston,3197,WR,16,NO,126,83,8,91,8.8
Owen Daniels,3043,TE,15,HST,98,62,6,68,8.8
Brandon Gibson,5118,WR,16,STR,75,51,5,56,8.9
Trent Richardson,7009,HB,15,CLV,61,51,5,56,8.9
Damian Williams,5601,WR,13,TEN,45,30,3,33,9.1
Braylon Edwards,2220,WR,3,NYJ,18,10,1,11,9.1
Dante Rosario,3771,TE,12,SD,17,10,1,11,9.1
Jordan Cameron,6254,TE,14,CLV,31,20,2,22,9.1
Toby Gerhart,5576,HB,16,MIN,25,20,2,22,9.1
Santonio Holmes,2970,WR,4,NYJ,39,20,2,22,9.1
Dwayne Bowe,3639,WR,13,KC,107,59,6,65,9.2
Antonio Gates,1609,TE,15,SD,76,49,5,54,9.3
A.J. Green,6156,WR,16,CIN,158,97,10,107,9.3
Isaac Redman,5233,HB,14,PIT,21,19,2,21,9.5
Robert Turbin,7106,HB,16,SEA,23,19,2,21,9.5
Rashad Jennings,5174,HB,10,JAX,23,19,2,21,9.5
Steven Jackson,1745,HB,16,STR,49,38,4,42,9.5
Lance Moore,2718,WR,15,NO,100,65,7,72,9.7
Randy Moss,342,WR,16,SF,47,28,3,31,9.7
Martellus Bennett,4375,TE,16,NYG,88,55,6,61,9.8
Steve Smith,837,WR,16,CAR,127,73,8,81,9.9
Brandon Marshall,3064,WR,16,CHI,181,118,13,131,9.9
Kendall Wright,7026,WR,15,TEN,95,64,7,71,9.9
Marvin Jones Jr.,7158,WR,10,CIN,31,18,2,20,10.0
Travis Benjamin,7100,WR,14,CLV,36,18,2,20,10.0
Jared Cook,5012,TE,13,TEN,68,45,5,50,10.0
Mike Williams,5625,WR,16,TB,120,63,7,70,10.0
Michael Floyd,7019,WR,16,ARZ,79,45,5,50,10.0
Josh Cooper,7672,WR,6,CLV,16,9,1,10,10.0
Micheal Spurlock,3517,WR,7,SD,10,9,1,10,10.0
Randy McMichael,1114,TE,15,SD,11,9,1,10,10.0
Kyle Rudolph,6195,TE,16,MIN,86,53,6,59,10.2
Pierre Garcon,4519,WR,10,WAS,63,44,5,49,10.2
Jamaal Charles,4387,HB,16,KC,43,35,4,39,10.3
DeMarco Murray,6223,HB,10,DAL,41,35,4,39,10.3
Marcedes Lewis,2973,TE,16,JAX,75,52,6,58,10.3
Calvin Johnson,3618,WR,16,DET,199,122,14,136,10.3
Coby Fleener,7038,TE,12,IND,45,26,3,29,10.3
Demaryius Thomas,5547,WR,16,DEN,138,95,11,106,10.4
Scott Chandler,3745,TE,15,BUF,70,43,5,48,10.4
Mikel Leshoure,6209,HB,14,DET,45,34,4,38,10.5
LaRod Stephens-Howling,5164,HB,14,ARZ,28,17,2,19,10.5
Jerricho Cotchery,1829,WR,14,PIT,26,17,2,19,10.5
Jonathan Dwyer,5711,HB,13,PIT,24,17,2,19,10.5
Alex Green,6248,HB,10,GB,27,17,2,19,10.5
Chris Givens,7096,WR,15,STR,77,42,5,47,10.6
Clay Harbor,5648,TE,14,PHI,38,25,3,28,10.7
Dez Bryant,5549,WR,16,DAL,137,92,11,103,10.7
Tony Moeaki,5617,TE,15,KC,49,33,4,37,10.8
Torrey Smith,6210,WR,16,BLT,104,49,6,55,10.9
Lance Kendricks,6199,TE,16,STR,57,41,5,46,10.9
Kris Durham,6259,WR,4,DET,20,8,1,9,11.1
Darrel Young,5438,FB,16,WAS,9,8,1,9,11.1
Montell Owens,3452,HB,10,JAX,10,8,1,9,11.1
Arian Foster,5398,HB,16,HST,53,40,5,45,11.1
Braylon Edwards,2220,WR,10,SEA,16,8,1,9,11.1
Logan Paulsen,5795,TE,16,WAS,34,24,3,27,11.1
Jermaine Gresham,5546,TE,16,CIN,92,64,8,72,11.1
Justin Blackmon,7011,WR,16,JAX,129,64,8,72,11.1
Luke Stocker,6256,TE,16,TB,21,16,2,18,11.1
Rob Gronkowski,5567,TE,11,NE,77,55,7,62,11.3
Wes Welker,2204,WR,16,NE,166,118,15,133,11.3
Jeremy Maclin,4942,WR,15,PHI,118,69,9,78,11.5
Craig Stevens,4399,TE,15,TEN,31,23,3,26,11.5
Marshawn Lynch,3628,HB,16,SEA,28,23,3,26,11.5
Davone Bess,4694,WR,13,MIA,96,61,8,69,11.6
Cole Beasley,7330,WR,9,DAL,24,15,2,17,11.8
Darren Sproles,2347,HB,13,NO,92,75,10,85,11.8
Will Johnson,7639,FB,16,PIT,22,15,2,17,11.8
Dexter McCluster,5561,WR,16,KC,70,52,7,59,11.9
Randall Cobb,6216,WR,15,GB,102,80,11,91,12.1
Victor Cruz,5827,WR,16,NYG,137,86,12,98,12.2
Steve Johnson,4538,WR,16,BUF,144,79,11,90,12.2
Brent Celek,3778,TE,15,PHI,83,57,8,65,12.3
Frank Gore,2282,HB,16,SF,34,28,4,32,12.5
Ryan Williams,6190,HB,5,ARZ,10,7,1,8,12.5
Stanley Havili,6392,FB,15,PHI,11,7,1,8,12.5
Joshua Cribbs,2544,WR,14,CLV,10,7,1,8,12.5
Jalen Parmele,4490,HB,8,JAX,9,7,1,8,12.5
Bernard Pierce,7085,HB,15,BLT,10,7,1,8,12.5
Tiquan Underwood,5177,WR,14,TB,53,28,4,32,12.5
Tom Crabtree,5458,TE,14,GB,9,7,1,8,12.5
Daniel Thomas,6214,HB,12,MIA,20,14,2,16,12.5
Doug Martin,7035,HB,16,TB,62,49,7,56,12.5
Micheal Spurlock,3517,WR,5,JAX,19,14,2,16,12.5
Tony Scheffler,3006,TE,15,DET,83,42,6,48,12.5
Maurice Jones-Drew,3005,HB,5,JAX,18,14,2,16,12.5
Josh Morgan,4488,WR,16,WAS,69,48,7,55,12.7
Santana Moss,786,WR,16,WAS,60,41,6,47,12.8
Donald Jones,6000,WR,12,BUF,62,41,6,47,12.8
Darrius Heyward-Bey,4930,WR,15,OAK,77,41,6,47,12.8
Jermichael Finley,4405,TE,16,GB,85,61,9,70,12.9
Nate Washington,2832,WR,16,TEN,86,46,7,53,13.2
Brandon Pettigrew,4943,TE,14,DET,95,59,9,68,13.2
Willis McGahee,1339,HB,10,DEN,31,26,4,30,13.3
DeAngelo Williams,2972,HB,16,CAR,19,13,2,15,13.3
Jerome Simpson,4360,WR,12,MIN,48,26,4,30,13.3
Andre Roberts,5612,WR,15,ARZ,107,64,10,74,13.5
Kenny Britt,4953,WR,14,TEN,85,45,7,52,13.5
Shonn Greene,4988,HB,16,NYJ,26,19,3,22,13.6
Jordy Nelson,4350,WR,12,GB,71,49,8,57,14.0
Cecil Shorts,6266,WR,14,JAX,101,55,9,64,14.1
Eric Decker,5611,WR,16,DEN,120,85,14,99,14.1
Greg Little,6211,WR,16,CLV,87,54,9,63,14.3
Lance Dunbar,7332,HB,7,DAL,11,6,1,7,14.3
Lamar Miller,7097,HB,9,MIA,7,6,1,7,14.3
Laurent Robinson,3691,WR,7,JAX,40,24,4,28,14.3
Lestar Jean,6705,WR,14,HST,11,6,1,7,14.3
Matt Spaeth,3693,TE,15,CHI,9,6,1,7,14.3
Reggie Bush,2947,HB,16,MIA,48,35,6,41,14.6
Doug Baldwin,6615,WR,14,SEA,46,29,5,34,14.7
Devin Hester,3002,WR,15,CHI,40,23,4,27,14.8
Denarius Moore,6300,WR,15,OAK,110,51,9,60,15.0
Jimmy Graham,5619,TE,15,NO,131,85,15,100,15.0
Bilal Powell,6278,HB,14,NYJ,29,17,3,20,15.0
Rod Streater,7416,WR,16,OAK,71,39,7,46,15.2
Brian Leonard,3668,HB,15,CIN,15,11,2,13,15.4
Jarius Wright,7118,WR,7,MIN,36,22,4,26,15.4
Brian Quick,7037,WR,15,STR,27,11,2,13,15.4
LaVon Brazill,7191,WR,14,IND,24,11,2,13,15.4
Greg Jones II,1776,FB,12,JAX,13,11,2,13,15.4
Darren McFadden,4318,HB,12,OAK,58,42,8,50,16.0
Aaron Hernandez,5637,TE,10,NE,80,51,10,61,16.4
T.Y. Hilton,7092,WR,15,IND,88,50,10,60,16.7
Kevin Smith,4378,HB,11,DET,15,10,2,12,16.7
Donnie Avery,4347,WR,16,IND,112,60,12,72,16.7
Joe Morgan,6696,WR,14,NO,19,10,2,12,16.7
Peyton Hillis,4541,HB,13,KC,12,10,2,12,16.7
Ronnie Hillman,7069,HB,14,DEN,12,10,2,12,16.7
Armanti Edwards,5613,WR,15,CAR,9,5,1,6,16.7
Michael Turner,1873,HB,16,ATL,29,19,4,23,17.4
Evan Royster,6329,HB,14,WAS,19,14,3,17,17.6
Steve Smith,3667,WR,9,STR,23,14,3,17,17.6
Danny Ware,4095,HB,16,TB,19,14,3,17,17.6
Dorin Dickerson,5750,FB,7,BUF,15,9,2,11,18.2
Donald Brown,4950,HB,10,IND,12,9,2,11,18.2
T.J. Graham,7071,WR,15,BUF,58,31,7,38,18.4
Devery Henderson,1771,WR,15,NO,44,22,5,27,18.5
Alex Smith,2288,TE,11,CLV,16,13,3,16,18.8
Mike Thomas,5030,WR,7,JAX,24,13,3,16,18.8
Bryce Brown,7213,HB,16,PHI,18,13,3,16,18.8
Vick Ballard,7162,HB,16,IND,24,17,4,21,19.0
Tashard Choice,4436,HB,8,BUF,9,4,1,5,20.0
Garrett Celek,7274,TE,7,SF,6,4,1,5,20.0
Phillip Tanner,6420,HB,6,DAL,5,4,1,5,20.0
Baron Batch,6384,HB,7,PIT,6,4,1,5,20.0
Arrelious Benn,5564,WR,7,TB,6,4,1,5,20.0
Daniel Fells,3309,TE,11,NE,9,4,1,5,20.0
John Carlson,4352,TE,14,MIN,14,8,2,10,20.0
Evan Rodriguez,7111,FB,12,CHI,6,4,1,5,20.0
Brian Robiskie,4959,WR,5,DET,6,4,1,5,20.0
Niles Paul,6307,TE,16,WAS,15,8,2,10,20.0
Lance Ball,4808,HB,11,DEN,11,8,2,10,20.0
Aldrick Robinson,6330,WR,13,WAS,18,11,3,14,21.4
Tandon Doss,6275,WR,14,BLT,14,7,2,9,22.2
Stephen Hill,7047,WR,11,NYJ,46,21,6,27,22.2
Chris Rainey,7152,HB,15,PIT,21,14,4,18,22.2
Robert Meachem,3643,WR,12,SD,32,14,4,18,22.2
Early Doucet,4395,WR,12,ARZ,51,28,8,36,22.2
Charles Clay,6326,TE,14,MIA,28,18,6,24,25.0
DeVier Posey,7070,WR,9,HST,13,6,2,8,25.0
Stevan Ridley,6225,HB,16,NE,11,6,2,8,25.0
Toney Clemons,7215,WR,4,JAX,9,3,1,4,25.0
Javon Ringer,5097,HB,2,TEN,4,3,1,4,25.0
Taylor Thompson,7140,TE,16,TEN,12,6,2,8,25.0
Marlon Moore,5887,WR,13,MIA,11,6,2,8,25.0
Mewelde Moore,1840,HB,9,IND,8,6,2,8,25.0
Armon Binns,6590,WR,3,MIA,11,6,2,8,25.0
Donald Driver,533,WR,13,GB,13,8,3,11,27.3
Mike Thomas,5030,WR,9,DET,13,5,2,7,28.6
Quinn Johnson,5069,FB,15,TEN,8,5,2,7,28.6
Stephen Burton,6388,WR,11,MIN,11,5,2,7,28.6
Steve Breaston,3758,WR,10,KC,14,7,3,10,30.0
Delanie Walker,3120,TE,16,SF,37,21,9,30,30.0
D.J. Williams Jr.,6293,TE,12,GB,14,7,3,10,30.0
Kellen Davis,4472,TE,16,CHI,43,18,8,26,30.8
David Wilson,7036,HB,11,NYG,9,4,2,6,33.3
Mardy Gilyard,5623,WR,2,NYJ,5,2,1,3,33.3
Kyle Adams,6556,TE,15,CHI,8,4,2,6,33.3
