player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Mike Williams,2227,WR,2,TEN,2,0,1,1,100.0
Billy Bajema,2466,TE,11,SF,1,0,0,0,
Stacy Tutt,3538,FB,5,NYJ,1,0,0,0,
Chad Owens,2402,WR,1,JAX,1,0,0,0,
Mark Bruener,125,TE,7,HST,1,0,0,0,
Brandon Williams,3029,WR,3,STR,1,0,0,0,
Paul Smith,669,HB,1,DEN,1,0,0,0,
Chris Barclay,3216,HB,1,NO,1,0,0,0,
Casey Cramer,1942,FB,5,TEN,1,0,0,0,
Micheal Spurlock,3517,WR,1,TB,2,0,0,0,
Tom Ashworth,938,T,2,SEA,1,0,0,0,
Brian Clark,3271,WR,1,TB,1,0,0,0,
Jason Taylor,264,ED,1,MIA,1,0,0,0,
Justin Jenkins,2081,WR,9,BUF,1,0,0,0,
Derek Stanley,3865,WR,1,STR,1,0,0,0,
Terry Glenn,156,WR,1,DAL,1,0,0,0,
