player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Clarence Moore,1915,WR,8,BLT,6,2,0,2,0.0
Patrick Crayton,1932,WR,16,DAL,47,36,0,36,0.0
Sean McHugh,1955,TE,6,DET,5,3,0,3,0.0
Cedric Benson,2221,HB,15,CHI,8,7,0,7,0.0
Adam Jones,2223,CB,4,TEN,2,2,0,2,0.0
Eric Shelton,2271,HB,2,CAR,1,1,0,1,0.0
Courtney Roby,2285,WR,10,TEN,6,2,0,2,0.0
Vernand Morency,2290,HB,1,HST,1,1,0,1,0.0
Kevin Everett,2303,TE,10,BUF,1,1,0,1,0.0
Tab Perry,2407,WR,2,CIN,6,5,0,5,0.0
Paris Warren,2442,WR,6,TB,7,5,0,5,0.0
John Bronson,2506,FB,1,ARZ,1,1,0,1,0.0
Brandon Childress,2532,WR,2,NE,2,2,0,2,0.0
Brad Cieslak,2533,TE,7,BUF,8,6,0,6,0.0
Sam Gado,2599,HB,1,GB,1,1,0,1,0.0
Kay-Jay Harris,2630,HB,1,STR,1,1,0,1,0.0
John Kuhn,2686,FB,1,PIT,1,1,0,1,0.0
Derrick Wimbush,2848,FB,10,JAX,4,4,0,4,0.0
Brian Calhoun,3019,HB,4,DET,2,2,0,2,0.0
Michael Robinson,3045,HB,11,SF,12,9,0,9,0.0
Delanie Walker,3120,TE,6,SF,4,2,0,2,0.0
Lawrence Vickers,3125,FB,10,CLV,6,6,0,6,0.0
Jeff Webb,3135,WR,5,KC,4,3,0,3,0.0
Taye Biddle,3231,WR,2,CAR,5,3,0,3,0.0
Jamaal Branch,3246,HB,1,NO,5,5,0,5,0.0
Will Buchanon,3259,WR,1,OAK,1,1,0,1,0.0
Glenn Holt,3355,WR,8,CIN,2,1,0,1,0.0
Sam Hurd,3362,WR,13,DAL,11,5,0,5,0.0
Micheal Spurlock,3517,WR,1,ARZ,4,4,0,4,0.0
Chris Taylor,3529,HB,3,HST,3,3,0,3,0.0
Cooper Wallace,3546,TE,2,TEN,1,1,0,1,0.0
Cory Schlesinger,141,FB,12,DET,9,7,0,7,0.0
Fred McCrary,142,FB,12,ATL,4,3,0,3,0.0
Chris Hetherington,214,FB,2,SF,2,2,0,2,0.0
Corey Dillon,249,HB,16,NE,16,15,0,15,0.0
Jerald Sowell,294,FB,6,TB,1,1,0,1,0.0
Stephen Alexander,362,TE,16,DEN,34,18,0,18,0.0
Az-Zahir Hakim,383,WR,6,DET,24,17,0,17,0.0
Shawn Bryson,491,FB,6,DET,10,9,0,9,0.0
Anthony Becht,602,TE,16,TB,23,18,0,18,0.0
Bryan Gilmore,727,WR,16,SF,23,8,0,8,0.0
Todd Yoder,772,TE,6,WAS,3,1,0,1,0.0
Michael Bennett,797,HB,11,KC,12,9,0,9,0.0
Robert Ferguson,811,WR,4,GB,13,5,0,5,0.0
Brandon Manumaleuna,876,TE,16,SD,15,12,0,12,0.0
Derrick Blaylock,889,HB,2,NYJ,7,5,0,5,0.0
Dee Brown,905,HB,4,KC,1,1,0,1,0.0
Josh Parry,974,FB,5,SEA,2,1,0,1,0.0
T.J. Duckett,1025,HB,10,WAS,2,2,0,2,0.0
Doug Jolley,1062,TE,10,TB,2,1,0,1,0.0
Cliff Russell,1090,WR,2,MIA,2,2,0,2,0.0
Adrian Peterson,1177,HB,7,CHI,5,5,0,5,0.0
Maurice Hicks,1253,HB,13,SF,13,13,0,13,0.0
Corey McIntyre,1278,FB,1,NO,2,1,0,1,0.0
Taylor Jacobs,1360,WR,7,SF,10,4,0,4,0.0
Ricky Proehl,11,WR,2,IND,4,3,0,3,0.0
Kelley Washington,1380,WR,5,CIN,12,9,0,9,0.0
B.J. Askew,1400,FB,12,NYJ,11,9,0,9,0.0
Artose Pinner,1412,HB,7,MIN,3,2,0,2,0.0
Ovie Mughelli,1445,FB,15,BLT,22,21,0,21,0.0
Justin Gage,1452,WR,4,CHI,8,4,0,4,0.0
Earnest Graham,1613,HB,7,TB,3,1,0,1,0.0
Reno Mahe,1654,HB,4,PHI,5,4,0,4,0.0
Aaron Moorehead,1665,WR,10,IND,14,8,0,8,0.0
Chad Mustard,1668,TE,6,DEN,2,2,0,2,0.0
DeAngelo Hall,1729,CB,1,ATL,1,1,0,1,0.0
Casey Cramer,1942,TE,7,TEN,2,2,0,2,0.0
Ronnie Cruz,2024,FB,5,KC,3,2,0,2,0.0
Vonta Leach,2100,FB,7,HST,6,6,0,6,0.0
Richard Owens,2141,TE,16,MIN,8,5,0,5,0.0
Mark Bradley,2256,WR,9,CHI,22,14,0,14,0.0
Ciatrick Fason,2329,HB,4,MIN,3,3,0,3,0.0
Alvin Pearman,2344,HB,4,JAX,2,2,0,2,0.0
Justin Green,2375,FB,8,BLT,4,4,0,4,0.0
Carlyle Holiday,2640,WR,4,GB,14,9,0,9,0.0
Joe Klopfenstein,2991,TE,16,STR,30,20,0,20,0.0
Anthony Fasano,2998,TE,15,DAL,21,14,0,14,0.0
Travis Wilson,3023,WR,4,CLV,6,2,0,2,0.0
Jerious Norwood,3024,HB,14,ATL,14,12,0,12,0.0
Dave Thomas,3031,TE,13,NE,15,11,0,11,0.0
Dominique Byrd,3038,TE,4,STR,3,2,0,2,0.0
Brad Smith,3048,WR,15,NYJ,11,8,0,8,0.0
Jason Avant,3054,WR,7,PHI,12,7,0,7,0.0
Jeff King,3100,TE,3,CAR,3,1,0,1,0.0
Quinn Sypniewski,3111,TE,15,BLT,2,2,0,2,0.0
David Anderson,3196,WR,3,HST,1,1,0,1,0.0
Devale Ellis,3303,WR,8,DET,9,4,0,4,0.0
Chris Francies,3313,WR,7,GB,6,2,0,2,0.0
Ahmard Hall,3336,FB,13,TEN,19,15,0,15,0.0
Oliver Hoyte,3357,FB,9,DAL,2,2,0,2,0.0
Martin Nance,3440,WR,1,MIN,7,4,0,4,0.0
Laveranues Coles,638,WR,16,NYJ,146,93,1,94,1.1
Todd Heap,801,TE,16,BLT,112,73,1,74,1.4
Ronald Curry,1199,WR,16,OAK,89,62,1,63,1.6
Eric Moulds,165,WR,16,HST,72,55,1,56,1.8
Peerless Price,473,WR,16,BUF,68,49,1,50,2.0
Kevin Curtis,1389,WR,16,STR,56,40,1,41,2.4
Antonio Gates,1609,TE,16,SD,105,71,2,73,2.7
Edgerrin James,439,HB,16,ARZ,52,36,1,37,2.7
Steve Heiden,481,TE,16,CLV,43,35,1,36,2.8
Terry Glenn,156,WR,15,DAL,108,70,2,72,2.8
Owen Daniels,3043,TE,14,HST,44,33,1,34,2.9
Antwaan Randle El,1069,WR,16,WAS,59,33,1,34,2.9
Derrick Mason,271,WR,16,BLT,107,68,2,70,2.9
Jason Witten,1384,TE,16,DAL,88,64,2,66,3.0
Josh Reed,1043,WR,13,BUF,42,31,1,32,3.1
T.J. Houshmandzadeh,921,WR,14,CIN,129,90,3,93,3.2
Arnaz Battle,1499,WR,16,SF,79,59,2,61,3.3
Reuben Droughns,640,HB,14,CLV,33,28,1,29,3.4
Noah Herron,2461,HB,15,GB,30,28,1,29,3.4
Anquan Boldin,1369,WR,16,ARZ,146,83,3,86,3.5
Lee Evans,1734,WR,16,BUF,127,78,3,81,3.7
Jason McKie,1279,FB,15,CHI,32,25,1,26,3.8
Ladell Betts,1063,HB,16,WAS,60,51,2,53,3.8
Hines Ward,380,WR,14,PIT,116,74,3,77,3.9
Tony Gonzalez,237,TE,15,KC,98,73,3,76,3.9
Correll Buckhalter,869,HB,16,PHI,28,24,1,25,4.0
Leon Washington,3062,HB,15,NYJ,28,24,1,25,4.0
Eric Parker,1292,WR,15,SD,70,48,2,50,4.0
Billy McMullen,1409,WR,16,MIN,37,24,1,25,4.0
Keyshawn Johnson,153,WR,16,CAR,116,70,3,73,4.1
Maurice Jones-Drew,3005,HB,16,JAX,57,46,2,48,4.2
Terrance Copper,2016,WR,12,NO,40,23,1,24,4.2
Justin Griffith,1433,FB,16,ATL,28,23,1,24,4.2
Kenny Watson,1001,HB,16,CIN,27,22,1,23,4.3
D.J. Hackett,1876,WR,14,SEA,62,45,2,47,4.3
Rudi Johnson,857,HB,16,CIN,29,22,1,23,4.3
Mewelde Moore,1840,HB,16,MIN,54,44,2,46,4.3
David Martin,916,TE,11,GB,32,21,1,22,4.5
Ruvell Martin,2111,WR,12,GB,41,21,1,22,4.5
Brad Hoover,740,FB,16,CAR,26,20,1,21,4.8
Chester Taylor,1182,HB,15,MIN,46,40,2,42,4.8
Antonio Bryant,1070,WR,14,SF,83,40,2,42,4.8
Muhsin Muhammad,173,WR,16,CHI,108,60,3,63,4.8
Joseph Addai,2975,HB,16,IND,47,40,2,42,4.8
Mike Furrey,726,WR,16,DET,134,98,5,103,4.9
Travis Taylor,588,WR,16,MIN,80,55,3,58,5.2
Isaac Bruce,80,WR,16,STR,119,73,4,77,5.2
Ernest Wilford,1841,WR,16,JAX,66,36,2,38,5.3
Travis Henry,825,HB,14,TEN,22,18,1,19,5.3
Arlen Harris,1621,HB,9,DET,26,18,1,19,5.3
Jameel Cook,904,FB,11,HST,24,18,1,19,5.3
Verron Haynes,1156,HB,7,PIT,22,18,1,19,5.3
Keenan McCardell,19,WR,14,SD,49,36,2,38,5.3
Alex Smith,2288,TE,14,TB,49,35,2,37,5.4
Kellen Winslow,1727,TE,16,CLV,116,88,5,93,5.4
Ben Utecht,2199,TE,15,IND,50,35,2,37,5.4
Vernand Morency,2290,HB,11,GB,17,17,1,18,5.6
Willis McGahee,1339,HB,14,BUF,22,17,1,18,5.6
Mark Clayton,2239,WR,16,BLT,104,68,4,72,5.6
Ike Hilliard,233,WR,16,TB,46,34,2,36,5.6
Santana Moss,786,WR,14,WAS,92,51,3,54,5.6
Roy Williams,1728,WR,16,DET,148,82,5,87,5.7
Jerricho Cotchery,1829,WR,16,NYJ,119,81,5,86,5.8
Obafemi Ayanbadejo,297,FB,13,ARZ,18,16,1,17,5.9
Leonard Pope,3017,TE,16,ARZ,22,16,1,17,5.9
Santonio Holmes,2970,WR,16,PIT,82,48,3,51,5.9
Tim Dwight,390,WR,9,NYJ,18,16,1,17,5.9
Ronnie Brown,2219,HB,13,MIA,36,32,2,34,5.9
Wali Lundy,3115,HB,12,HST,37,32,2,34,5.9
Marvin Harrison,162,WR,16,IND,142,95,6,101,5.9
DeAngelo Williams,2972,HB,12,CAR,35,32,2,34,5.9
Frank Gore,2282,HB,16,SF,79,61,4,65,6.2
Najeh Davenport,1131,HB,12,PIT,20,15,1,16,6.3
Malcom Floyd,2044,WR,12,SD,31,15,1,16,6.3
Adam Bergen,2494,TE,14,ARZ,24,15,1,16,6.3
Kevin Faulk,470,HB,15,NE,52,43,3,46,6.5
Billy Miller,534,TE,10,NO,21,14,1,15,6.7
LaDainian Tomlinson,777,HB,16,SD,72,56,4,60,6.7
Drew Carter,1881,WR,14,CAR,51,28,2,30,6.7
Tony Fisher,1241,HB,7,STR,17,14,1,15,6.7
Mike Karney,1875,FB,15,NO,18,14,1,15,6.7
Marty Booker,487,WR,14,MIA,87,55,4,59,6.8
Larry Fitzgerald,1724,WR,13,ARZ,109,69,5,74,6.8
Vincent Jackson,2278,WR,16,SD,54,27,2,29,6.9
Donald Driver,533,WR,16,GB,165,94,7,101,6.9
Torry Holt,441,WR,16,STR,177,94,7,101,6.9
Eddie Kennison,161,WR,16,KC,93,53,4,57,7.0
Joe Jurevicius,365,WR,13,CLV,60,40,3,43,7.0
Matt Jones,2238,WR,14,JAX,69,40,3,43,7.0
Samie Parker,1826,WR,16,KC,63,40,3,43,7.0
Shaun McDonald,1418,WR,16,STR,19,13,1,14,7.1
Marcedes Lewis,2973,TE,14,JAX,22,13,1,14,7.1
Steven Jackson,1745,HB,16,STR,107,90,7,97,7.2
Chad Johnson,806,WR,16,CIN,143,87,7,94,7.4
Reggie Bush,2947,HB,16,NO,109,88,7,95,7.4
Reggie Wayne,800,WR,16,IND,131,86,7,93,7.5
Bobby Engram,177,WR,7,SEA,36,24,2,26,7.7
Greg Lewis,1650,WR,16,PHI,37,24,2,26,7.7
Tatum Bell,1762,HB,13,DEN,31,24,2,26,7.7
Stephen Davis,192,HB,13,STR,15,12,1,13,7.7
Chris Henry,2300,WR,13,CIN,70,36,3,39,7.7
Dominic Rhodes,979,HB,16,IND,44,36,3,39,7.7
Marcus Pollard,151,TE,13,DET,16,12,1,13,7.7
Tiki Barber,245,HB,16,NYG,72,58,5,63,7.9
Troy Walters,682,WR,15,ARZ,35,23,2,25,8.0
Eric Johnson,929,TE,13,SF,45,34,3,37,8.1
Wes Welker,2204,WR,16,MIA,94,67,6,73,8.2
Desmond Clark,529,TE,16,CHI,75,45,4,49,8.2
Warrick Dunn,236,HB,16,ATL,24,22,2,24,8.3
Bobby Wade,1448,WR,16,TEN,54,33,3,36,8.3
Michael Clayton,1736,WR,12,TB,60,33,3,36,8.3
John Madsen,3408,TE,11,OAK,18,11,1,12,8.3
Brandon Jacobs,2327,HB,15,NYG,13,11,1,12,8.3
Andre Johnson,1319,WR,16,HST,152,98,9,107,8.4
Bernard Berrian,1799,WR,15,CHI,99,53,5,58,8.6
Reggie Kelly,468,TE,16,CIN,31,21,2,23,8.7
Sammy Morris,678,HB,12,MIA,31,21,2,23,8.7
Kris Mangum,292,TE,14,CAR,31,21,2,23,8.7
Rashied Davis,2554,WR,16,CHI,48,21,2,23,8.7
Roscoe Parrish,2272,WR,16,BUF,32,21,2,23,8.7
Plaxico Burress,586,WR,15,NYG,120,63,6,69,8.7
Willie Parker,2142,HB,16,PIT,40,31,3,34,8.8
Mike Bell,3225,HB,15,DEN,24,20,2,22,9.1
Deuce McAllister,793,HB,15,NO,34,30,3,33,9.1
Zack Crockett,136,FB,16,OAK,16,10,1,11,9.1
Brandon Marshall,3064,WR,13,DEN,35,20,2,22,9.1
Kevin Jones,1751,HB,12,DET,73,59,6,65,9.2
Javon Walker,1027,WR,16,DEN,117,69,7,76,9.2
Brian Westbrook,1094,HB,15,PHI,106,77,8,85,9.4
Marcus Robinson,272,WR,10,MIN,51,29,3,32,9.4
Chris Cooley,1802,TE,16,WAS,84,57,6,63,9.5
Daniel Wilcox,1002,TE,14,BLT,24,19,2,21,9.5
Jeremy Shockey,1021,TE,15,NYG,106,66,7,73,9.6
Bo Scaife,2396,TE,14,TEN,52,28,3,31,9.7
George Wrighster,1417,TE,16,JAX,57,37,4,41,9.8
Steve Smith,837,WR,14,CAR,133,83,9,92,9.8
Cedrick Wilson,901,WR,15,PIT,68,37,4,41,9.8
Mike Anderson,693,HB,12,BLT,12,9,1,10,10.0
Alvis Whitted,411,WR,14,OAK,56,27,3,30,10.0
Greg Jennings,2997,WR,14,GB,103,45,5,50,10.0
Jerome Harrison,3090,HB,9,CLV,12,9,1,10,10.0
Joe Horn,199,WR,10,NO,55,36,4,40,10.0
Jamal Lewis,583,HB,16,BLT,23,18,2,20,10.0
Rod Smith,111,WR,16,DEN,90,52,6,58,10.3
Dante' Hall,677,WR,15,KC,40,26,3,29,10.3
Nate Washington,2832,WR,16,PIT,66,35,4,39,10.3
Reche Caldwell,1055,WR,16,NE,95,61,7,68,10.3
Marques Colston,3197,WR,14,NO,109,70,8,78,10.3
Jermaine Wiggins,576,TE,16,MIN,61,43,5,48,10.4
Troy Brown,56,WR,16,NE,71,43,5,48,10.4
Mark Campbell,545,TE,14,NO,27,17,2,19,10.5
Heath Miller,2247,TE,16,PIT,51,34,4,38,10.5
Clinton Portis,1058,HB,8,WAS,23,17,2,19,10.5
Doug Gabriel,1473,WR,12,NE,43,25,3,28,10.7
L.J. Smith,1376,TE,16,PHI,73,48,6,54,11.1
Bryant Johnson,1333,WR,16,ARZ,66,40,5,45,11.1
J.J. Arrington,2261,HB,12,ARZ,10,8,1,9,11.1
Roydell Williams,2353,WR,14,TEN,20,8,1,9,11.1
Cecil Sapp,1695,FB,11,DEN,10,8,1,9,11.1
Jim Finn,541,FB,16,NYG,14,8,1,9,11.1
Jeff Dugan,1936,TE,7,MIN,12,8,1,9,11.1
Darrell Jackson,639,WR,13,SEA,106,63,8,71,11.3
Randy McMichael,1114,TE,16,MIA,91,62,8,70,11.4
Marion Barber III,2326,HB,16,DAL,29,23,3,26,11.5
Robert Royal,1151,TE,16,BUF,35,23,3,26,11.5
Drew Bennett,941,WR,16,TEN,92,46,6,52,11.5
Fred Taylor,333,HB,15,JAX,27,23,3,26,11.5
Dallas Clark,1340,TE,12,IND,55,30,4,34,11.8
Cadillac Williams,2222,HB,14,TB,37,30,4,34,11.8
Brandon Lloyd,1436,WR,15,WAS,46,22,3,25,12.0
Demetrius Williams,3056,WR,16,BLT,39,22,3,25,12.0
Hank Baskett,3220,WR,16,PHI,42,22,3,25,12.0
Jerramy Stevens,1035,TE,11,SEA,41,22,3,25,12.0
Maurice Stovall,3035,WR,7,TB,12,7,1,8,12.5
Koren Robinson,2864,WR,3,GB,15,7,1,8,12.5
Randal Williams,1003,TE,16,OAK,51,28,4,32,12.5
Benjamin Watson,1753,TE,13,NE,84,49,7,56,12.5
Johnnie Morant,1855,WR,9,OAK,13,7,1,8,12.5
Kyle Johnson,1138,FB,13,DEN,9,7,1,8,12.5
Madison Hedgecock,2468,FB,15,STR,10,7,1,8,12.5
Corey Bradford,400,WR,9,DET,24,14,2,16,12.5
Cedric Houston,2399,HB,7,NYJ,8,7,1,8,12.5
LenDale White,2990,HB,12,TEN,18,14,2,16,12.5
Joey Galloway,117,WR,16,TB,127,62,9,71,12.7
Jeb Putzier,1174,TE,14,HST,18,13,2,15,13.3
Reggie Williams,1730,WR,16,JAX,84,52,8,60,13.3
Justin Fargas,1410,HB,15,OAK,21,13,2,15,13.3
Matt Schobel,1074,TE,16,PHI,20,13,2,15,13.3
DeShaun Foster,1041,HB,14,CAR,42,32,5,37,13.5
Aaron Stecker,572,HB,12,NO,27,19,3,22,13.6
David Tyree,1511,WR,9,NYG,33,19,3,22,13.6
Alge Crumpler,805,TE,16,ATL,94,56,9,65,13.8
Roddy White,2244,WR,15,ATL,64,31,5,36,13.9
Jamal Jones,2088,WR,7,NO,10,6,1,7,14.3
Sean Ryan,1865,TE,16,NYJ,8,6,1,7,14.3
Jason Wright,2212,HB,7,CLV,10,6,1,7,14.3
Shaun Alexander,597,HB,10,SEA,15,12,2,14,14.3
William Henderson,134,FB,11,GB,18,12,2,14,14.3
Marcel Shipp,987,HB,11,ARZ,8,6,1,7,14.3
Bryan Fletcher,1184,TE,13,IND,25,18,3,21,14.3
Nate Burleson,1386,WR,16,SEA,37,18,3,21,14.3
Larry Johnson,1343,HB,16,KC,60,41,7,48,14.6
Lorenzo Neal,47,FB,16,SD,24,17,3,20,15.0
Michael Pittman,382,HB,16,TB,69,45,8,53,15.1
Ashley Lelie,1026,WR,15,ATL,66,28,5,33,15.2
Braylon Edwards,2220,WR,16,CLV,121,61,11,72,15.3
Jabar Gaffney,1040,WR,11,NE,19,11,2,13,15.4
Maurice Morris,1061,HB,16,SEA,17,11,2,13,15.4
Tim Carter,1053,WR,16,NYG,45,22,4,26,15.4
Laurence Maroney,2966,HB,13,NE,28,22,4,26,15.4
Brandon Jones,2313,WR,16,TEN,52,27,5,32,15.6
Donte' Stallworth,1020,WR,12,PHI,76,38,7,45,15.6
Chris Chambers,821,WR,16,MIA,141,59,11,70,15.7
Sam Gado,2599,HB,8,HST,21,16,3,19,15.8
Devery Henderson,1771,WR,13,NO,51,32,6,38,15.8
Thomas Tapeh,1880,FB,16,PHI,23,16,3,19,15.8
Deion Branch,1072,WR,14,SEA,97,53,10,63,15.9
Terrell Owens,188,WR,16,DAL,143,84,16,100,16.0
Ahman Green,374,HB,14,GB,58,46,9,55,16.4
Moran Norris,865,FB,14,SF,6,5,1,6,16.7
Kyle Brady,118,TE,15,JAX,7,5,1,6,16.7
Doug Gabriel,1473,WR,3,OAK,6,5,1,6,16.7
Daniel Graham,1028,TE,12,NE,29,20,4,24,16.7
Aaron Walker,1469,TE,14,STR,6,5,1,6,16.7
Aveion Cason,945,HB,6,DET,9,5,1,6,16.7
Courtney Anderson,1959,TE,16,OAK,42,25,5,30,16.7
Mack Strong,66,FB,16,SEA,43,29,6,35,17.1
Vernon Davis,2951,TE,10,SF,36,19,4,23,17.4
Brandon Miree,1961,FB,10,GB,12,9,2,11,18.2
Julius Jones,1764,HB,16,DAL,14,9,2,11,18.2
Tony Scheffler,3006,TE,12,DEN,34,18,4,22,18.2
Ben Troupe,1761,TE,10,TEN,25,13,3,16,18.8
Michael Jenkins,1750,WR,16,ATL,79,39,9,48,18.8
Mike Alstott,170,FB,16,TB,35,21,5,26,19.2
Reggie Brown,2252,WR,16,PHI,83,46,11,57,19.3
Gabe Reid,1688,TE,7,CHI,8,4,1,5,20.0
John Owens,1133,TE,4,NO,5,4,1,5,20.0
Damian Nash,2359,HB,3,DEN,5,4,1,5,20.0
Dan Kreider,749,FB,16,PIT,12,8,2,10,20.0
Ernie Conwell,180,TE,7,NO,11,8,2,10,20.0
Terrelle Smith,651,FB,16,CLV,11,8,2,10,20.0
Randy Moss,342,WR,13,OAK,90,42,11,53,20.8
Kris Wilson,1782,TE,15,KC,22,15,4,19,21.1
Michael Gaines,1946,TE,16,CAR,26,15,4,19,21.1
Troy Williamson,2224,WR,14,MIN,73,37,10,47,21.3
Dennis Northcutt,605,WR,13,CLV,42,22,6,28,21.4
Derek Hagan,3027,WR,16,MIA,36,21,6,27,22.2
Jeremi Johnson,1430,FB,16,CIN,9,7,2,9,22.2
Joshua Cribbs,2544,WR,14,CLV,15,10,3,13,23.1
Chad Jackson,2981,WR,12,NE,19,13,4,17,23.5
Bubba Franks,592,TE,16,GB,50,24,8,32,25.0
Brandon Stokley,498,WR,4,IND,11,8,3,11,27.3
Mike Williams,2227,WR,8,DET,18,8,3,11,27.3
Sinorice Moss,2989,WR,6,NYG,10,5,2,7,28.6
Jim Kleinsasser,469,TE,16,MIN,14,7,3,10,30.0
David Kircus,1480,WR,16,DEN,22,9,4,13,30.8
James Hodgins,554,FB,5,NYJ,4,2,1,3,33.3
Darnell Dinkins,1236,TE,11,CLV,3,2,1,3,33.3
Chris Brown,1407,HB,5,TEN,5,2,1,3,33.3
Ben Hartsock,1789,TE,6,TEN,13,6,3,9,33.3
Rod Gardner,785,WR,13,KC,9,2,1,3,33.3
Kevan Barlow,841,HB,12,NYJ,9,6,3,9,33.3
Lousaka Polite,2152,FB,6,DAL,7,2,1,3,33.3
Donald Lee,1465,TE,14,GB,21,10,5,15,33.3
Jason Dunn,178,TE,14,KC,10,4,3,7,42.9
Darian Barnes,1216,FB,13,MIA,6,3,3,6,50.0
Kelvin Kight,2095,WR,3,NE,3,1,1,2,50.0
Eddie Drummond,1237,WR,6,DET,10,2,2,4,50.0
Charlie Johnson,3144,T,2,IND,1,0,1,1,100.0
Chad Owens,2402,WR,1,JAX,1,0,1,1,100.0
Kassim Osgood,1676,WR,9,SD,2,0,1,1,100.0
Lance Moore,2718,WR,4,NO,1,0,1,1,100.0
Kevin Kasper,913,WR,1,DET,1,0,0,0,
Todd Devoe,1596,WR,1,DEN,1,0,0,0,
James Dearth,530,LS,2,NYJ,1,0,0,0,
Vonta Leach,2100,FB,1,GB,1,0,0,0,
Mike Vrabel,268,ED,3,NE,1,0,0,0,
Adam Jennings,3129,WR,5,ATL,1,0,0,0,
Darcy Johnson,3377,TE,1,NYG,1,0,0,0,
Cory Ross,3487,HB,1,BLT,1,0,0,0,
Marcus Vick,3541,QB,1,MIA,1,0,0,0,
Devin Hester,3002,CB,1,CHI,1,0,0,0,
Carlyle Holiday,2640,WR,3,ARZ,3,0,0,0,
Dane Looker,755,WR,8,STR,1,0,0,0,
Billy Bajema,2466,TE,14,SF,1,0,0,0,
Chad Slaughter,762,T,1,OAK,1,0,0,0,
Grey Ruegamer,483,G,1,NYG,1,0,0,0,
Stacy Tutt,3538,HB,2,NYJ,2,0,0,0,
Paul Smith,669,FB,8,STR,2,0,0,0,
Ryan Moats,2294,HB,4,PHI,1,0,0,0,
