player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Mike Bell,3225,HB,5,PHI,2,1,1,2,50.0
Manuel Johnson,5153,WR,2,DAL,5,1,1,2,50.0
Hank Baskett,3220,WR,5,MIN,4,1,1,2,50.0
Jerious Norwood,3024,HB,1,ATL,3,1,2,3,66.7
Rock Cartwright,1211,HB,4,OAK,3,1,2,3,66.7
Stefan Logan,4909,WR,8,DET,1,0,1,1,100.0
Marc Mariani,5745,WR,4,TEN,1,0,1,1,100.0
Demetrius Williams,3056,WR,2,CLV,2,0,1,1,100.0
Armanti Edwards,5613,WR,2,CAR,2,0,1,1,100.0
Darcy Johnson,3377,TE,4,STR,2,0,1,1,100.0
John Matthews,5306,WR,2,JAX,1,0,1,1,100.0
Jerome Johnson,5258,FB,1,ARZ,1,0,1,1,100.0
Matthew Mulligan,4701,TE,8,NYJ,1,0,1,1,100.0
Devin Thomas,4348,WR,1,CAR,1,0,1,1,100.0
Gary Barnidge,4455,TE,14,CAR,7,0,1,1,100.0
Quinton Ganther,3191,HB,3,SEA,1,0,0,0,
Jeremy Horne,5852,WR,1,KC,1,0,0,0,
Daniel Coats,3908,FB,5,CIN,1,0,0,0,
Zach Strief,3155,TE,12,NO,1,0,0,0,
Adam Snyder,2311,G,4,SF,1,0,0,0,
Daniel Coats,3908,FB,3,DEN,1,0,0,0,
Dorin Dickerson,5750,WR,4,HST,1,0,0,0,
Antone Smith,5440,HB,4,ATL,1,0,0,0,
David Reed,5679,WR,3,BLT,1,0,0,0,
Matthew Slater,4467,WR,5,NE,1,0,0,0,
Arnaz Battle,1499,WR,2,PIT,2,0,0,0,
Carlton Mitchell,5700,WR,2,CLV,1,0,0,0,
Brian Clark,3271,WR,2,DET,1,0,0,0,
