player,player_id,position,player_game_count,team_name,targets,receptions,drops,catchable,drop_rate
Craig Stevens,4399,TE,14,TEN,14,9,0,9,0.0
Leonard Hankerson,6231,WR,4,WAS,20,13,0,13,0.0
Jacob Tamme,4441,TE,15,IND,28,19,0,19,0.0
Jerome Felton,4460,FB,4,IND,2,2,0,2,0.0
Daniel Thomas,6214,HB,13,MIA,14,12,0,12,0.0
Josh Morgan,4488,WR,5,SF,19,15,0,15,0.0
Adrian Arrington,4551,WR,4,NO,3,2,0,2,0.0
Mike Cox,4716,FB,8,ATL,2,2,0,2,0.0
Danny Amendola,4717,WR,1,STR,6,5,0,5,0.0
Patrick Peterson,6157,CB,1,ARZ,1,1,0,1,0.0
Richard Brockel,6037,FB,8,CAR,3,3,0,3,0.0
Kenny Britt,4953,WR,3,TEN,25,17,0,17,0.0
Brian Robiskie,4959,WR,6,CLV,8,3,0,3,0.0
Deon Butler,5014,WR,5,SEA,7,6,0,6,0.0
Seyi Ajirotutu,6035,WR,7,CAR,2,1,0,1,0.0
Aaron Brown,5116,HB,1,DET,1,1,0,1,0.0
Steve Maneri,6028,T,4,KC,2,1,0,1,0.0
John Phillips,5132,TE,14,DAL,16,15,0,15,0.0
Eddie Williams,5145,FB,2,SEA,1,1,0,1,0.0
Julian Edelman,5156,WR,10,NE,8,4,0,4,0.0
Mike Caussin,5987,TE,5,BUF,6,5,0,5,0.0
Jeron Mastrud,5948,TE,13,MIA,2,1,0,1,0.0
Kahlil Bell,5243,HB,7,CHI,22,19,0,19,0.0
Brock Bolen,5264,FB,12,JAX,5,2,0,2,0.0
Kevin Brock,5328,TE,2,BUF,2,2,0,2,0.0
Kory Sperry,5369,TE,12,SD,2,1,0,1,0.0
Kevin Ogletree,5387,WR,13,DAL,26,15,0,15,0.0
Chad Hall,5523,WR,7,PHI,7,3,0,3,0.0
Golden Tate,5585,WR,16,SEA,54,35,0,35,0.0
Jordan Shipley,5608,WR,2,CIN,5,4,0,4,0.0
Taylor Price,5614,WR,2,JAX,4,2,0,2,0.0
Keiland Williams,5794,HB,10,DET,8,8,0,8,0.0
Dennis Pitta,5638,TE,16,BLT,54,40,0,40,0.0
Erik Lorig,5775,FB,14,TB,7,6,0,6,0.0
Ryan D'Imperio,5760,FB,12,MIN,3,2,0,2,0.0
Jim Dray,5756,TE,5,ARZ,4,2,0,2,0.0
Jonathan Dwyer,5711,HB,2,PIT,1,1,0,1,0.0
Anthony Dixon,5696,HB,3,SF,1,1,0,1,0.0
Logan Paulsen,5795,TE,16,WAS,18,11,0,11,0.0
Garrett Graham,5642,TE,3,HST,1,1,0,1,0.0
Joe McKnight,5636,HB,12,NYJ,16,13,0,13,0.0
Chastin West,5944,WR,12,JAX,24,13,0,13,0.0
Brandon Banks,6053,WR,2,WAS,1,1,0,1,0.0
Andrew Hawkins,6125,WR,13,CIN,33,23,0,23,0.0
Cam Newton,6153,QB,2,CAR,1,1,0,1,0.0
Mark Ingram II,6180,HB,10,NO,12,11,0,11,0.0
Stevan Ridley,6225,HB,11,NE,4,3,0,3,0.0
Alex Green,6248,HB,2,GB,1,1,0,1,0.0
Michael Sellers,432,FB,5,WAS,1,1,0,1,0.0
Owen Marecic,6276,FB,14,CLV,6,5,0,5,0.0
Bilal Powell,6278,HB,1,NYJ,1,1,0,1,0.0
Jamie Harper,6282,HB,7,TEN,6,4,0,4,0.0
Anthony Sherman,6288,FB,13,ARZ,9,8,0,8,0.0
Lee Smith,6311,TE,7,BUF,4,4,0,4,0.0
Bruce Miller,6363,FB,13,SF,13,11,0,11,0.0
Stephen Burton,6388,WR,2,MIN,4,2,0,2,0.0
Allen Reisner,6493,TE,4,MIN,1,1,0,1,0.0
Josh Baker,6514,FB,7,NYJ,4,3,0,3,0.0
Curtis Brinkley,5514,HB,4,SD,7,7,0,7,0.0
Mike Higgins,6689,TE,1,NO,1,1,0,1,0.0
Chris Pressley,5347,FB,15,CIN,4,3,0,3,0.0
Brit Miller,5340,FB,11,STR,3,3,0,3,0.0
Brandon Stokley,498,WR,2,NYG,3,1,0,1,0.0
Anthony Becht,602,TE,9,KC,3,3,0,3,0.0
Nick Miller,5206,WR,1,STR,1,1,0,1,0.0
Corey McIntyre,1278,FB,7,BUF,1,1,0,1,0.0
Bryant Johnson,1333,WR,14,HST,10,6,0,6,0.0
Brandon Lloyd,1436,WR,4,DEN,32,19,0,19,0.0
Donald Lee,1465,TE,9,CIN,13,11,0,11,0.0
Kassim Osgood,1676,WR,11,JAX,9,5,0,5,0.0
Jerheme Urban,1709,WR,6,KC,13,4,0,4,0.0
Jake O'Connell,5161,TE,8,KC,11,7,0,7,0.0
Chris Cooley,1802,TE,5,WAS,11,8,0,8,0.0
Bear Pascoe,5108,TE,16,NYG,15,12,0,12,0.0
Zach Miller,5104,TE,3,JAX,7,4,0,4,0.0
James Casey,5076,FB,14,HST,23,18,0,18,0.0
Quinn Johnson,5069,FB,4,TEN,3,3,0,3,0.0
Rashied Davis,2554,WR,9,DET,5,4,0,4,0.0
Dave Thomas,3031,TE,5,NO,9,5,0,5,0.0
Anthony Hill,5046,TE,3,IND,3,2,0,2,0.0
Domenik Hixon,3075,WR,2,NYG,5,4,0,4,0.0
Jerome Harrison,3090,HB,4,DET,2,1,0,1,0.0
Jeff King,3100,TE,16,ARZ,33,27,0,27,0.0
Daniel Fells,3309,TE,16,DEN,27,18,0,18,0.0
Ahmard Hall,3336,FB,12,TEN,12,9,0,9,0.0
Fred Jackson,3368,HB,10,BUF,48,39,0,39,0.0
Montell Owens,3452,HB,5,JAX,3,2,0,2,0.0
Matt Spaeth,3693,TE,15,CHI,10,7,0,7,0.0
Mike Sims-Walker,3695,WR,2,JAX,5,1,0,1,0.0
Reagan Mauia,3797,FB,3,ARZ,2,1,0,1,0.0
Chansi Stuckey,3851,WR,9,ARZ,8,4,0,4,0.0
Eric Weems,4097,WR,15,ATL,12,11,0,11,0.0
Brandon Saine,6756,HB,5,GB,11,10,0,10,0.0
Darren McFadden,4318,HB,7,OAK,22,19,0,19,0.0
Steve Slaton,4403,HB,3,HST,2,1,0,1,0.0
Steve Slaton,4403,HB,3,MIA,2,2,0,2,0.0
Stefan Logan,4909,HB,6,DET,1,1,0,1,0.0
Tashard Choice,4436,HB,6,DAL,12,11,0,11,0.0
Tashard Choice,4436,HB,1,WAS,1,1,0,1,0.0
Jim Kleinsasser,469,FB,16,MIN,6,1,0,1,0.0
Owen Schmitt,4477,FB,16,PHI,7,3,0,3,0.0
Spencer Larsen,4497,FB,12,DEN,9,9,0,9,0.0
Lex Hilliard,4518,FB,14,MIA,6,5,0,5,0.0
Chauncey Washington,4527,HB,1,DAL,3,2,0,2,0.0
Antonio Gates,1609,TE,13,SD,87,64,1,65,1.5
Dez Bryant,5549,WR,15,DAL,100,63,1,64,1.6
Matt Forte,4358,HB,12,CHI,70,52,1,53,1.9
Malcom Floyd,2044,WR,12,SD,68,43,1,44,2.3
Marques Colston,3197,WR,14,NO,105,80,2,82,2.4
Michael Bush,3716,HB,16,OAK,43,37,1,38,2.6
Reggie Wayne,800,WR,16,IND,121,75,2,77,2.6
Jeremy Shockey,1021,TE,15,CAR,59,37,1,38,2.6
Jordy Nelson,4350,WR,16,GB,93,68,2,70,2.9
Evan Moore,4771,TE,16,CLV,47,34,1,35,2.9
Jabar Gaffney,1040,WR,16,WAS,110,68,2,70,2.9
Anthony Fasano,2998,TE,15,MIA,45,32,1,33,3.0
Joel Dreessen,2415,TE,16,HST,36,28,1,29,3.4
Javon Ringer,5097,HB,12,TEN,31,28,1,29,3.4
Larry Fitzgerald,1724,WR,16,ARZ,151,80,3,83,3.6
Kevin Boss,3769,TE,13,OAK,36,27,1,28,3.6
Tony Gonzalez,237,TE,16,ATL,113,80,3,83,3.6
Danny Ware,4095,HB,16,NYG,34,27,1,28,3.6
Owen Daniels,3043,TE,15,HST,79,54,2,56,3.6
Kyle Rudolph,6195,TE,15,MIN,33,26,1,27,3.7
Deion Branch,1072,WR,15,NE,85,51,2,53,3.8
Earl Bennett,4384,WR,11,CHI,40,24,1,25,4.0
Toby Gerhart,5576,HB,16,MIN,26,23,1,24,4.2
Justin Forsett,4547,HB,16,SEA,30,23,1,24,4.2
Jordan Norwood,5358,WR,13,CLV,33,23,1,24,4.2
Peyton Hillis,4541,HB,10,CLV,30,22,1,23,4.3
Chris Ogbonnaya,5135,HB,11,CLV,29,22,1,23,4.3
Brian Leonard,3668,HB,13,CIN,29,22,1,23,4.3
Donte' Stallworth,1020,WR,11,WAS,32,22,1,23,4.3
Reggie Bush,2947,HB,15,MIA,52,43,2,45,4.4
Dustin Keller,4344,TE,16,NYJ,109,65,3,68,4.4
Steven Jackson,1745,HB,14,STR,56,42,2,44,4.5
Kregg Lumpkin,4714,HB,15,TB,48,41,2,43,4.7
Steve Breaston,3758,WR,16,KC,96,61,3,64,4.7
Jason Witten,1384,TE,16,DAL,114,79,4,83,4.8
Kyle Williams,5729,WR,13,SF,26,20,1,21,4.8
Fred Davis,4362,TE,12,WAS,83,58,3,61,4.9
Jacoby Ford,5632,WR,8,OAK,32,19,1,20,5.0
Rashard Mendenhall,4337,HB,15,PIT,24,18,1,19,5.3
Isaac Redman,5233,HB,16,PIT,20,18,1,19,5.3
Austin Collie,5051,WR,16,IND,92,54,3,57,5.3
Brandon LaFell,5602,WR,16,CAR,56,36,2,38,5.3
Mike Wallace,5007,WR,16,PIT,113,72,4,76,5.3
Adrian Peterson,3623,HB,12,MIN,21,18,1,19,5.3
Dezmon Briscoe,5714,WR,16,TB,49,35,2,37,5.4
Jason Avant,3054,WR,16,PHI,80,52,3,55,5.5
Lance Moore,2718,WR,14,NO,72,52,3,55,5.5
Danny Woodhead,4914,HB,15,NE,29,17,1,18,5.6
Greg Jennings,2997,WR,13,GB,96,67,4,71,5.6
Ryan Mathews,5537,HB,14,SD,58,50,3,53,5.7
Denarius Moore,6300,WR,13,OAK,73,33,2,35,5.7
Jimmy Graham,5619,TE,16,NO,145,98,6,104,5.8
Pierre Thomas,4080,HB,16,NO,54,49,3,52,5.8
Jared Cook,5012,TE,16,TEN,74,49,3,52,5.8
Donald Brown,4950,HB,13,IND,17,16,1,17,5.9
Jerricho Cotchery,1829,WR,12,PIT,27,16,1,17,5.9
Devery Henderson,1771,WR,16,NO,48,32,2,34,5.9
Brandon Myers,5126,TE,15,OAK,24,16,1,17,5.9
Lavelle Hawkins,4440,WR,16,TEN,74,47,3,50,6.0
Aaron Hernandez,5637,TE,14,NE,108,79,5,84,6.0
Hines Ward,380,WR,15,PIT,60,46,3,49,6.1
Steve Johnson,4538,WR,16,BUF,132,76,5,81,6.2
David Nelson,5862,WR,16,BUF,94,61,4,65,6.2
Ray Rice,4369,HB,16,BLT,99,76,5,81,6.2
Nate Washington,2832,WR,16,TEN,118,74,5,79,6.3
Kellen Winslow,1727,TE,16,TB,114,75,5,80,6.3
LeGarrette Blount,5863,HB,14,TB,23,15,1,16,6.3
Plaxico Burress,586,WR,16,NYJ,90,45,3,48,6.3
Chad Johnson,806,WR,15,NE,31,15,1,16,6.3
Vonta Leach,2100,FB,16,BLT,22,15,1,16,6.3
Darrel Young,5438,FB,13,WAS,19,15,1,16,6.3
Legedu Naanee,3788,WR,15,CAR,74,44,3,47,6.4
Maurice Jones-Drew,3005,HB,16,JAX,56,43,3,46,6.5
Jeremy Kerley,6305,WR,13,NYJ,44,29,2,31,6.5
Chris Johnson,4338,HB,16,TEN,75,57,4,61,6.6
Pierre Garcon,4519,WR,16,IND,123,70,5,75,6.7
Marshawn Lynch,3628,HB,15,SEA,36,28,2,30,6.7
Calvin Johnson,3618,WR,16,DET,151,96,7,103,6.8
Vernon Davis,2951,TE,16,SF,92,67,5,72,6.9
Arian Foster,5398,HB,13,HST,62,53,4,57,7.0
Derrick Mason,271,WR,5,NYJ,20,13,1,14,7.1
Ben Tate,5583,HB,15,HST,17,13,1,14,7.1
Earnest Graham,1613,HB,7,TB,30,26,2,28,7.1
LaRod Stephens-Howling,5164,HB,13,ARZ,16,13,1,14,7.1
Steve Smith,837,WR,16,CAR,127,79,6,85,7.1
Derek Hagan,3027,WR,4,BUF,22,13,1,14,7.1
Kevin Walter,1549,WR,15,HST,56,39,3,42,7.1
Clay Harbor,5648,TE,16,PHI,19,13,1,14,7.1
Jason Snelling,3860,HB,15,ATL,31,26,2,28,7.1
Maurice Morris,1061,HB,14,DET,33,26,2,28,7.1
A.J. Green,6156,WR,15,CIN,111,65,5,70,7.1
Michael Jenkins,1750,WR,11,MIN,54,38,3,41,7.3
Percy Harvin,4945,WR,16,MIN,118,87,7,94,7.4
Roy Helu,6257,HB,15,WAS,56,49,4,53,7.5
Johnny Knox,5064,WR,14,CHI,64,37,3,40,7.5
Todd Heap,801,TE,10,ARZ,32,24,2,26,7.7
Jacob Hester,4383,FB,15,SD,16,12,1,13,7.7
Willis McGahee,1339,HB,14,DEN,16,12,1,13,7.7
David Johnson,5165,TE,16,PIT,14,12,1,13,7.7
Dexter McCluster,5561,HB,16,KC,58,46,4,50,8.0
Donald Jones,6000,WR,8,BUF,45,23,2,25,8.0
Antonio Brown,5718,WR,16,PIT,120,69,6,75,8.0
Chaz Schilens,4540,WR,15,OAK,34,23,2,25,8.0
Ahmad Bradshaw,3866,HB,12,NYG,41,34,3,37,8.1
Rob Gronkowski,5567,TE,16,NE,121,90,8,98,8.2
Knowshon Moreno,4935,HB,6,DEN,14,11,1,12,8.3
T.J. Houshmandzadeh,921,WR,9,OAK,19,11,1,12,8.3
Emmanuel Sanders,5606,WR,11,PIT,41,22,2,24,8.3
Mewelde Moore,1840,HB,12,PIT,14,11,1,12,8.3
Ed Dickson,5595,TE,16,BLT,85,54,5,59,8.5
Darren Sproles,2347,HB,16,NO,107,86,8,94,8.5
Miles Austin,3211,WR,10,DAL,72,43,4,47,8.5
Sidney Rice,3660,WR,9,SEA,56,32,3,35,8.6
Darrius Heyward-Bey,4930,WR,15,OAK,106,64,6,70,8.6
Jacquizz Rodgers,6297,HB,16,ATL,25,21,2,23,8.7
Jeremy Maclin,4942,WR,13,PHI,94,63,6,69,8.7
Brent Celek,3778,TE,16,PHI,94,62,6,68,8.8
Jacoby Jones,3689,WR,16,HST,58,31,3,34,8.8
Brandon Pettigrew,4943,TE,16,DET,117,83,8,91,8.8
Davone Bess,4694,WR,16,MIA,79,51,5,56,8.9
Heath Miller,2247,TE,16,PIT,74,51,5,56,8.9
Santonio Holmes,2970,WR,16,NYJ,98,51,5,56,8.9
Preston Parker,5950,WR,16,TB,60,40,4,44,9.1
Randy McMichael,1114,TE,16,SD,37,30,3,33,9.1
Robert Meachem,3643,WR,16,NO,60,40,4,44,9.1
Tim Hightower,4463,HB,5,WAS,13,10,1,11,9.1
C.J. Spiller,5534,HB,16,BUF,52,39,4,43,9.3
James Starks,5716,HB,13,GB,35,29,3,32,9.4
LeSean McCoy,4976,HB,15,PHI,61,48,5,53,9.4
Ryan Grant,2609,HB,15,GB,23,19,2,21,9.5
Vincent Brown,6234,WR,14,SD,38,19,2,21,9.5
Hakeem Nicks,4952,WR,15,NYG,128,76,8,84,9.5
Delanie Walker,3120,TE,15,SF,29,19,2,21,9.5
Wes Welker,2204,WR,16,NE,169,122,13,135,9.6
Jonathan Stewart,4327,HB,16,CAR,57,47,5,52,9.6
Jermaine Gresham,5546,TE,14,CIN,86,56,6,62,9.7
Andre Caldwell,4411,WR,13,CIN,63,37,4,41,9.8
Ramses Barden,5008,WR,8,NYG,19,9,1,10,10.0
Greg Camarillo,2523,WR,11,MIN,23,9,1,10,10.0
Damian Williams,5601,WR,15,TEN,89,45,5,50,10.0
Austin Pettis,6230,WR,12,STR,46,27,3,30,10.0
Kellen Davis,4472,TE,16,CHI,31,18,2,20,10.0
Greg Olsen,3647,TE,16,CAR,85,45,5,50,10.0
Mike Tolbert,4740,HB,15,SD,70,54,6,60,10.0
Brody Eldridge,5685,TE,12,IND,10,9,1,10,10.0
Jackie Battle,3885,HB,13,KC,11,9,1,10,10.0
Mike Williams,2227,WR,12,SEA,35,18,2,20,10.0
Michael Crabtree,4933,WR,15,SF,106,71,8,79,10.1
Mike Thomas,5030,WR,15,JAX,86,44,5,49,10.2
Tony Scheffler,3006,TE,15,DET,41,26,3,29,10.3
Martellus Bennett,4375,TE,14,DAL,24,17,2,19,10.5
Andre Roberts,5612,WR,16,ARZ,91,51,6,57,10.5
LaDainian Tomlinson,777,HB,14,NYJ,57,42,5,47,10.6
Zach Miller,3654,TE,15,SEA,39,25,3,28,10.7
Andre Johnson,1319,WR,7,HST,49,33,4,37,10.8
Felix Jones,4336,HB,12,DAL,41,33,4,37,10.8
Anquan Boldin,1369,WR,14,BLT,102,57,7,64,10.9
Joshua Cribbs,2544,WR,16,CLV,63,41,5,46,10.9
Dwayne Bowe,3639,WR,16,KC,130,81,10,91,11.0
Nate Burleson,1386,WR,16,DET,110,73,9,82,11.0
Tyler Clutts,6124,FB,16,CHI,10,8,1,9,11.1
Naaman Roosevelt,5799,WR,10,BUF,26,16,2,18,11.1
Kendall Hunter,6267,HB,15,SF,22,16,2,18,11.1
Patrick Turner,5010,WR,13,NYJ,15,8,1,9,11.1
Sam Hurd,3362,WR,12,CHI,14,8,1,9,11.1
Harry Douglas,4398,WR,16,ATL,60,39,5,44,11.4
Mohamed Massaquoi,4973,WR,14,CLV,69,31,4,35,11.4
Brad Smith,3048,WR,14,BUF,41,23,3,26,11.5
Laurent Robinson,3691,WR,14,DAL,81,54,7,61,11.5
Jake Ballard,5822,TE,14,NYG,57,38,5,43,11.6
Louis Murphy,5048,WR,10,OAK,34,15,2,17,11.8
Braylon Edwards,2220,WR,9,SF,32,15,2,17,11.8
Victor Cruz,5827,WR,16,NYG,121,82,11,93,11.8
Vincent Jackson,2278,WR,16,SD,110,60,8,68,11.8
Joseph Addai,2975,HB,12,IND,21,15,2,17,11.8
Brandon Jacobs,2327,HB,14,NYG,21,15,2,17,11.8
DeSean Jackson,4363,WR,15,PHI,95,58,8,66,12.1
Doug Baldwin,6615,WR,16,SEA,85,51,7,58,12.1
Jarett Dillard,5068,WR,13,JAX,46,29,4,33,12.1
Brandon Lloyd,1436,WR,11,STR,112,51,7,58,12.1
Mike Williams,5625,WR,16,TB,119,65,9,74,12.2
Visanthe Shiancoe,1406,TE,16,MIN,65,36,5,41,12.2
Roddy White,2244,WR,16,ATL,175,100,14,114,12.3
Torrey Smith,6210,WR,16,BLT,90,50,7,57,12.3
Ruvell Martin,2111,WR,7,BUF,15,7,1,8,12.5
Kevin Faulk,470,HB,6,NE,9,7,1,8,12.5
Michael Hoomanawanui,5655,TE,8,STR,13,7,1,8,12.5
Deji Karim,5703,HB,12,JAX,18,14,2,16,12.5
Bernard Berrian,1799,WR,5,MIN,20,7,1,8,12.5
Jeremiah Johnson,5484,HB,6,DEN,9,7,1,8,12.5
Titus Young,6196,WR,16,DET,80,48,7,55,12.7
Early Doucet,4395,WR,16,ARZ,89,54,8,62,12.9
Greg Salas,6264,WR,6,STR,35,27,4,31,12.9
Jahvid Best,5555,HB,6,DET,36,27,4,31,12.9
Julio Jones,6158,WR,13,ATL,91,54,8,62,12.9
Santana Moss,786,WR,12,WAS,90,46,7,53,13.2
Le'Ron McClain,3753,FB,15,KC,18,13,2,15,13.3
Marcedes Lewis,2973,TE,15,JAX,75,39,6,45,13.3
Ricky Williams,440,HB,14,BLT,17,13,2,15,13.3
Mario Manningham,4409,WR,12,NYG,73,39,6,45,13.3
Devin Hester,3002,WR,14,CHI,53,26,4,30,13.3
Bernard Scott,5133,HB,13,CIN,16,13,2,15,13.3
DeMarco Murray,6223,HB,13,DAL,34,26,4,30,13.3
Demaryius Thomas,5547,WR,11,DEN,65,32,5,37,13.5
James Jones,3694,WR,16,GB,54,38,6,44,13.6
Ted Ginn Jr.,3625,WR,14,SF,30,19,3,22,13.6
Randall Cobb,6216,WR,15,GB,31,25,4,29,13.8
Jason Hill,3692,WR,10,JAX,53,25,4,29,13.8
Benjamin Watson,1753,TE,13,CLV,69,37,6,43,14.0
Leonard Pope,3017,TE,16,KC,31,24,4,28,14.3
Shonn Greene,4988,HB,16,NYJ,40,30,5,35,14.3
Tom Crabtree,5458,TE,16,GB,8,6,1,7,14.3
Jordan Cameron,6254,TE,6,CLV,13,6,1,7,14.3
David Anderson,3196,WR,4,WAS,12,6,1,7,14.3
Matt Willis,4283,WR,16,DEN,33,18,3,21,14.3
Ryan Torain,4453,HB,8,WAS,9,6,1,7,14.3
Terrence Austin,5742,WR,11,WAS,23,12,2,14,14.3
Luke Stocker,6256,TE,14,TB,17,12,2,14,14.3
Brandon Marshall,3064,WR,16,MIA,138,81,14,95,14.7
Patrick Crayton,1932,WR,14,SD,32,23,4,27,14.8
Jerome Simpson,4360,WR,16,CIN,96,50,9,59,15.3
Jed Collins,4743,FB,16,NO,13,11,2,13,15.4
Mike Sims-Walker,3695,WR,4,STR,21,11,2,13,15.4
Derek Hagan,3027,WR,6,OAK,18,11,2,13,15.4
Kevin Smith,4378,HB,7,DET,28,22,4,26,15.4
DeAngelo Williams,2972,HB,16,CAR,24,16,3,19,15.8
Charles Clay,6326,TE,14,MIA,24,16,3,19,15.8
Lance Ball,4808,HB,16,DEN,26,16,3,19,15.8
Roy Williams,1728,WR,15,CHI,60,37,7,44,15.9
Devin Aromashodu,3178,WR,16,MIN,78,26,5,31,16.1
Marion Barber III,2326,HB,11,CHI,8,5,1,6,16.7
Delone Carter,6271,HB,13,IND,7,5,1,6,16.7
Matthew Mulligan,4701,TE,15,NYJ,6,5,1,6,16.7
Brian Hartline,5031,WR,16,MIA,66,35,7,42,16.7
Sammy Morris,678,HB,3,DAL,7,5,1,6,16.7
Travis Beckum,5023,TE,12,NYG,10,5,1,6,16.7
Leon Washington,3062,HB,15,SEA,14,10,2,12,16.7
Zach Potter,5302,TE,14,JAX,7,5,1,6,16.7
Michael Palmer,5784,TE,15,ATL,13,10,2,12,16.7
John Kuhn,2686,FB,16,GB,18,15,3,18,16.7
Cedric Benson,2221,HB,15,CIN,21,15,3,18,16.7
Marc Mariani,5745,WR,15,TEN,12,5,1,6,16.7
Eric Decker,5611,WR,16,DEN,91,44,9,53,17.0
Dallas Clark,1340,TE,11,IND,62,34,7,41,17.1
Cadillac Williams,2222,HB,11,STR,19,14,3,17,17.6
Alex Smith,2288,TE,14,CLV,22,14,3,17,17.6
Ben Obomanu,3194,WR,16,SEA,56,37,8,45,17.8
Donald Driver,533,WR,16,GB,54,37,8,45,17.8
Jermichael Finley,4405,TE,16,GB,91,55,12,67,17.9
Billy Bajema,2466,TE,16,STR,13,9,2,11,18.2
Brandon Gibson,5118,WR,15,STR,65,36,8,44,18.2
BenJarvus Green-Ellis,4599,HB,16,NE,13,9,2,11,18.2
Greg Little,6211,WR,16,CLV,113,61,14,75,18.7
Danario Alexander,6106,WR,10,STR,54,26,6,32,18.8
Michael Turner,1873,HB,16,ATL,24,17,4,21,19.0
Riley Cooper,5682,WR,15,PHI,31,16,4,20,20.0
Zack Pianalto,6681,TE,10,TB,5,4,1,5,20.0
Rock Cartwright,1211,HB,7,OAK,5,4,1,5,20.0
Colin Cloherty,5308,TE,4,JAX,8,4,1,5,20.0
Lorenzo Booker,3687,HB,11,MIN,10,8,2,10,20.0
Sammie Stroughter,5157,WR,6,TB,6,4,1,5,20.0
Dane Sanzenbacher,6570,WR,14,CHI,53,27,7,34,20.6
Eddie Royal,4356,WR,12,DEN,45,19,5,24,20.8
Arrelious Benn,5564,WR,14,TB,50,30,8,38,21.1
Steve Smith,3667,WR,9,PHI,20,11,3,14,21.4
Chester Taylor,1182,HB,12,ARZ,23,14,4,18,22.2
Jonathan Baldwin,6178,WR,11,KC,51,21,6,27,22.2
Beanie Wells,4954,HB,14,ARZ,14,10,3,13,23.1
Lance Kendricks,6199,TE,15,STR,53,28,9,37,24.3
Mark Clayton,2239,WR,2,STR,4,3,1,4,25.0
Manase Tonga,5922,FB,7,OAK,4,3,1,4,25.0
Tiquan Underwood,5177,WR,6,NE,6,3,1,4,25.0
DeMarco Sampson,6401,WR,9,ARZ,8,3,1,4,25.0
Carlton Mitchell,5700,WR,6,CLV,4,3,1,4,25.0
Bryan Walters,6139,WR,2,SD,4,3,1,4,25.0
John Gilmore,1176,TE,13,NO,4,3,1,4,25.0
Andrew Quarless,5677,TE,10,GB,4,3,1,4,25.0
Alfonso Smith,5877,HB,5,ARZ,4,3,1,4,25.0
Montario Hardesty,5584,HB,9,CLV,20,14,5,19,26.3
Anthony McCoy,5708,TE,16,SEA,24,13,5,18,27.8
Frank Gore,2282,HB,16,SF,29,17,7,24,29.2
Anthony Armstrong,4855,WR,13,WAS,25,7,3,10,30.0
Tashard Choice,4436,HB,5,BUF,14,7,3,10,30.0
Jerome Felton,4460,FB,9,CAR,5,2,1,3,33.3
Lee Evans,1734,WR,9,BLT,24,4,2,6,33.3
Cameron Morrah,5172,TE,8,SEA,13,6,3,9,33.3
Jeff Cumberland,5861,TE,3,NYJ,5,2,1,3,33.3
Clyde Gates,6263,WR,14,MIA,10,2,1,3,33.3
Taiwan Jones,6277,HB,4,OAK,3,2,1,3,33.3
Rob Housler,6221,TE,12,ARZ,24,12,6,18,33.3
