comparison_type,comparison,draw_context,nominal_buffer,nominal_buffer_dollars,year,trial,all_four_actual_cap_feasible,actual_points_effect_interaction,drafted_only_points_effect_interaction,actual_cap_feasible_effect_interaction,actual_cap_overage_effect_interaction,actual_salary_spend_effect_interaction,forecast_ev_effect_interaction,forecast_error_effect_interaction,forecast_salary_spend_effect_interaction,normalized_nominal_salary_spend_effect_interaction,raw_nominal_salary_spend_effect_interaction,actual_waiver_starts_effect_interaction,actual_salary_missing_players_effect_interaction,salary_source_missing_players_effect_interaction,joint_feasible_actual_points_effect_interaction
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,10,False,-340.10009765625,-354.60009765625,0.0,-47.0,-47.0,-70.9124755859375,-269.1876220703125,-9.239013671875,-51.8623046875,-40.0,11.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,11,False,-118.4000244140625,16.7200927734375,0.0,-85.0,-85.0,-40.0389404296875,-78.361083984375,-23.575653076171875,-68.71755981445312,-53.0,15.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,12,False,-85.4000244140625,-132.099853515625,0.0,-32.0,-32.0,-55.1214599609375,-30.278564453125,-39.65167236328125,-60.938232421875,-47.0,0.0,-1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,13,False,-91.89990234375,-85.300048828125,0.0,-101.0,-101.0,-67.2987060546875,-24.6011962890625,11.5882568359375,-89.4625244140625,-69.0,8.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,14,False,-117.6400146484375,-33.3599853515625,0.0,-41.0,-41.0,-23.90380859375,-93.7362060546875,-10.3626708984375,-47.97259521484375,-37.0,28.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,15,False,-246.520263671875,-256.260009765625,0.0,-48.0,-48.0,-30.808349609375,-215.7119140625,-1.83734130859375,-66.12442016601562,-51.0,24.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,16,False,221.5799560546875,266.3798828125,0.0,-40.0,-40.0,-35.9395751953125,257.51953125,0.0,-55.75201416015625,-43.0,-22.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,17,False,61.699951171875,77.800048828125,0.0,2.0,2.0,-33.6566162109375,95.3565673828125,-18.734771728515625,-72.60726928710938,-56.0,-5.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,18,False,87.139892578125,173.559814453125,0.0,-51.0,-51.0,-28.506591796875,115.646484375,0.71600341796875,-71.31069946289062,-55.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,19,False,-131.699951171875,-129.300048828125,0.0,-50.0,-50.0,-34.1160888671875,-97.5838623046875,-29.268280029296875,-46.676116943359375,-36.0,8.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,20,False,-71.900146484375,-74.89990234375,0.0,-31.0,-31.0,-25.4459228515625,-46.4542236328125,-22.96453857421875,-41.489837646484375,-32.0,6.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,21,False,10.10009765625,-27.10009765625,0.0,-16.0,-16.0,-19.3857421875,29.48583984375,-10.930877685546875,5.186248779296875,4.0,-5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,22,False,-4.0,-14.800048828125,0.0,-47.0,-47.0,-8.8033447265625,4.8033447265625,-7.375030517578125,-20.744903564453125,-16.0,7.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,23,False,-244.800048828125,-233.699951171875,0.0,-81.0,-81.0,-61.4185791015625,-183.3814697265625,-37.88140869140625,-112.80056762695312,-87.0,22.0,1.0,2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,24,False,-222.4600830078125,-320.280029296875,0.0,-57.0,-57.0,-35.4105224609375,-187.049560546875,-65.850830078125,-102.42807006835938,-79.0,14.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,25,False,-5.0001220703125,91.4000244140625,0.0,-40.0,-40.0,-37.5057373046875,32.505615234375,-12.232208251953125,-18.15185546875,-14.0,2.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,26,False,-161.820068359375,-127.139892578125,1.0,-59.0,-77.0,-67.944091796875,-93.8759765625,6.81549072265625,-111.50399780273438,-86.0,20.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,27,False,60.900146484375,98.999755859375,-1.0,-22.0,9.0,-49.7232666015625,110.6234130859375,-19.193511962890625,-76.49703979492188,-59.0,-2.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,28,False,107.7998046875,129.400146484375,0.0,-105.0,-105.0,-47.9268798828125,155.7266845703125,-27.02557373046875,-63.5313720703125,-49.0,2.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,29,False,-147.260009765625,-108.860107421875,0.0,-49.0,-49.0,-38.9102783203125,-108.3497314453125,-6.07330322265625,-125.76614379882812,-97.0,8.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,30,False,-7.6800537109375,-84.4599609375,1.0,-69.0,-78.0,-2.5472412109375,-5.1328125,-1.45196533203125,-63.5313720703125,-49.0,24.0,2.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,31,False,40.119873046875,88.5400390625,-1.0,-18.0,-4.0,-17.6009521484375,57.7208251953125,-1.44476318359375,-60.938262939453125,-47.0,-8.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,32,False,-345.02001953125,-471.8199462890625,0.0,-125.0,-125.0,-112.0106201171875,-233.0093994140625,-22.5208740234375,-120.57992553710938,-93.0,40.0,2.0,2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,33,False,-68.89990234375,-135.2999267578125,0.0,-108.0,-108.0,-26.1209716796875,-42.7789306640625,-30.724609375,-106.31777954101562,-82.0,-4.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,34,False,-131.6998291015625,-135.89990234375,0.0,-41.0,-41.0,-51.7686767578125,-79.93115234375,2.0758056640625,-35.007110595703125,-27.0,4.0,3.0,3.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,35,False,-199.85986328125,-203.8800048828125,0.0,-130.0,-130.0,-82.4232177734375,-117.4366455078125,-2.34442138671875,-142.62142944335938,-110.0,16.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,36,False,-56.5999755859375,-97.4998779296875,0.0,-44.0,-44.0,-45.19482421875,-11.4051513671875,-23.01641845703125,-66.12442016601562,-51.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,37,False,-57.199951171875,-116.83984375,0.0,-70.0,-70.0,-21.3416748046875,-35.8582763671875,0.10205078125,-71.31069946289062,-55.0,-5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,38,False,-56.699951171875,21.6998291015625,0.0,-49.0,-49.0,-38.45166015625,-18.248291015625,-30.309661865234375,-90.75909423828125,-70.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,39,False,106.4400634765625,61.3599853515625,0.0,-71.0,-71.0,-46.2276611328125,152.667724609375,8.319122314453125,-77.79351806640625,-60.0,-11.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,40,False,89.2998046875,115.8997802734375,0.0,-82.0,-82.0,-73.1298828125,162.4296875,-9.40838623046875,-72.60723876953125,-56.0,-4.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,41,False,109.5999755859375,281.47998046875,0.0,-18.0,-18.0,32.5982666015625,77.001708984375,-38.080596923828125,-45.3795166015625,-35.0,-15.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,42,False,-74.39990234375,-7.2000732421875,0.0,-39.0,-39.0,-20.268798828125,-54.131103515625,0.0,-53.158905029296875,-41.0,-6.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,43,False,-251.9998779296875,-222.14013671875,0.0,-64.0,-64.0,-33.4168701171875,-218.5830078125,-16.6336669921875,-82.97976684570312,-64.0,26.0,2.0,-2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,44,False,-54.39990234375,-30.7999267578125,0.0,-16.0,-16.0,-46.514892578125,-7.885009765625,6.12982177734375,-59.641693115234375,-46.0,5.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,45,False,-145.1400146484375,-24.7601318359375,0.0,-64.0,-49.0,-60.4298095703125,-84.710205078125,0.01202392578125,-63.531341552734375,-49.0,13.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,46,False,-12.85986328125,-4.3798828125,0.0,-50.0,-50.0,-9.4090576171875,-3.4508056640625,-1.571807861328125,-60.938232421875,-47.0,3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,47,False,-304.7000732421875,-355.0401611328125,0.0,-78.0,-78.0,-40.5858154296875,-264.1142578125,-12.16326904296875,-101.13153076171875,-78.0,12.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,48,False,-27.099853515625,33.2000732421875,0.0,-28.0,-28.0,11.731689453125,-38.83154296875,-13.72027587890625,-19.4483642578125,-15.0,6.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,49,False,204.739990234375,351.39990234375,0.0,-72.0,-72.0,-25.222900390625,229.962890625,-17.825347900390625,-60.938262939453125,-47.0,-16.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,50,False,102.5,147.5,0.0,-67.0,-67.0,-26.4132080078125,128.9132080078125,-21.971450805664062,-44.082977294921875,-34.0,-1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,51,False,155.39990234375,221.900146484375,1.0,-17.0,-28.0,7.385498046875,148.014404296875,17.4791259765625,10.3724365234375,8.0,-14.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,52,False,88.5999755859375,40.300048828125,0.0,-45.0,-45.0,-29.5745849609375,118.174560546875,-16.48150634765625,-59.641693115234375,-46.0,0.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,53,False,107.9398193359375,128.440185546875,0.0,9.0,9.0,-39.0369873046875,146.976806640625,9.328643798828125,-47.972686767578125,-37.0,-3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,54,False,-196.60009765625,-208.4000244140625,0.0,-107.0,-107.0,-66.9976806640625,-129.6024169921875,5.265625,-114.09716796875,-88.0,5.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,55,False,-162.679931640625,-190.5,0.0,-93.0,-93.0,-40.3583984375,-122.321533203125,4.668304443359375,-68.71762084960938,-53.0,5.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,56,False,-173.9200439453125,-268.4400634765625,0.0,-18.0,-18.0,-34.724609375,-139.1954345703125,-38.24607849121094,-58.3450927734375,-45.0,2.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,57,False,-265.719970703125,-255.639892578125,0.0,-68.0,-68.0,-65.437744140625,-200.2822265625,2.3245849609375,-92.05563354492188,-71.0,28.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,58,False,-183.5999755859375,-188.7001953125,0.0,-10.0,-10.0,-32.4881591796875,-151.11181640625,-11.77239990234375,-79.09005737304688,-61.0,9.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,59,False,-118.780029296875,-219.0799560546875,0.0,-52.0,-52.0,-40.12841796875,-78.651611328125,2.4959716796875,-36.30364990234375,-28.0,11.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,60,False,-184.739990234375,-357.0999755859375,0.0,-30.0,10.0,-57.0208740234375,-127.7191162109375,-1.655731201171875,-60.938262939453125,-47.0,15.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,61,False,210.400146484375,144.30029296875,0.0,16.0,16.0,6.673828125,203.726318359375,-23.494964599609375,-5.186279296875,-4.0,-10.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,62,False,-151.280029296875,-190.0601806640625,0.0,-82.0,-82.0,-67.749755859375,-83.5302734375,23.322021484375,-32.413909912109375,-25.0,11.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,63,False,47.5400390625,-6.4000244140625,0.0,16.0,16.0,0.550537109375,46.989501953125,-10.5633544921875,-28.524261474609375,-22.0,-9.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,64,False,-30.2000732421875,25.60009765625,0.0,-61.0,-61.0,-42.3511962890625,12.151123046875,-22.6292724609375,-89.4625244140625,-69.0,8.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,65,False,-109.4000244140625,-110.4000244140625,0.0,-42.0,-42.0,-23.4932861328125,-85.90673828125,-14.6318359375,-63.531341552734375,-49.0,2.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,66,False,-58.760009765625,-122.0400390625,0.0,-85.0,-85.0,-57.2657470703125,-1.4942626953125,-56.90629577636719,-123.17300415039062,-95.0,-3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,67,False,-4.940185546875,-46.0,0.0,-143.0,-143.0,-71.8468017578125,66.9066162109375,-6.47216796875,-115.39370727539062,-89.0,5.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,68,False,18.199951171875,-99.080078125,0.0,-64.0,-64.0,-11.7037353515625,29.9036865234375,-3.95379638671875,-75.2003173828125,-58.0,14.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,69,False,-7.800048828125,44.60009765625,0.0,-18.0,-18.0,-20.7430419921875,12.9429931640625,-21.435333251953125,-7.77935791015625,-6.0,-3.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,70,False,1.900146484375,22.2000732421875,0.0,-72.0,-72.0,-74.7437744140625,76.6439208984375,-3.643218994140625,-77.79351806640625,-60.0,12.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,71,False,-182.10009765625,-140.8399658203125,0.0,-36.0,-36.0,-40.178466796875,-141.921630859375,-2.453155517578125,-66.12448120117188,-51.0,12.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,72,False,-32.400146484375,-88.5999755859375,0.0,-46.0,-46.0,-27.1270751953125,-5.2730712890625,14.385955810546875,-49.269195556640625,-38.0,9.0,2.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,73,False,-3.7998046875,16.4000244140625,0.0,22.0,22.0,-20.46533203125,16.66552734375,-2.7471923828125,-36.303619384765625,-28.0,-9.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,74,False,70.800048828125,43.10009765625,0.0,-82.0,-82.0,-52.2763671875,123.076416015625,1.181243896484375,-47.972625732421875,-37.0,7.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,75,False,-205.7000732421875,-268.6998291015625,0.0,-20.0,-20.0,-42.530517578125,-163.1695556640625,-0.6614990234375,-41.489898681640625,-32.0,9.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,76,False,-44.2200927734375,-187.3399658203125,0.0,-91.0,-91.0,-94.2978515625,50.0777587890625,-49.53565979003906,-116.690185546875,-90.0,18.0,2.0,2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,77,False,-288.4400634765625,-242.3797607421875,1.0,-71.0,-72.0,-48.37841796875,-240.0616455078125,7.756805419921875,-79.09011840820312,-61.0,19.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,78,False,123.7000732421875,135.1800537109375,0.0,-28.0,-28.0,29.5775146484375,94.12255859375,-16.878372192382812,-29.820831298828125,-23.0,-5.0,0.0,2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,79,False,-200.0001220703125,-118.699951171875,0.0,-67.0,-67.0,-60.6663818359375,-139.333740234375,3.2227783203125,-101.13153076171875,-78.0,10.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,80,False,-62.7998046875,-44.400146484375,0.0,-24.0,-24.0,-18.9951171875,-43.8046875,-20.389434814453125,-20.744873046875,-16.0,1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,81,False,-91.5,-55.0,0.0,-26.0,-26.0,-21.8721923828125,-69.6278076171875,-17.17791748046875,-38.896728515625,-30.0,7.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,82,False,58.199951171875,98.6798095703125,0.0,-54.0,-54.0,-33.3516845703125,91.5516357421875,-17.29547119140625,-47.97271728515625,-37.0,-2.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,83,False,-21.7999267578125,29.60009765625,0.0,-22.0,-22.0,-10.5128173828125,-11.287109375,-37.93269348144531,-33.71051025390625,-26.0,1.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,84,False,-42.52001953125,31.7601318359375,0.0,-23.0,-23.0,-9.1298828125,-33.39013671875,-21.88250732421875,-57.04852294921875,-44.0,7.0,-1.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,85,False,-170.360107421875,-144.7398681640625,0.0,-114.0,-114.0,-63.24853515625,-107.111572265625,2.29071044921875,-116.69021606445312,-90.0,4.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,86,False,-157.5999755859375,-207.30029296875,0.0,-69.0,-69.0,-73.5570068359375,-84.04296875,-3.627716064453125,-111.50399780273438,-86.0,5.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,87,False,28.8399658203125,-113.0399169921875,-1.0,-126.0,-112.0,-85.28125,114.1212158203125,-59.806884765625,-120.57986450195312,-93.0,2.0,0.0,2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,88,False,-46.0001220703125,-35.719970703125,-1.0,-40.0,-39.0,-58.6077880859375,12.607666015625,-4.621826171875,-59.641693115234375,-46.0,-8.0,1.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,89,False,36.1600341796875,19.10009765625,0.0,-7.0,-7.0,-10.877197265625,47.0372314453125,17.788055419921875,-19.4483642578125,-15.0,9.0,1.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,90,False,-212.8001708984375,-289.2999267578125,0.0,-104.0,-104.0,-79.6170654296875,-133.18310546875,-32.12800598144531,-112.80056762695312,-87.0,9.0,-1.0,-2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,91,False,-19.0999755859375,-53.9000244140625,0.0,-44.0,-44.0,-30.7374267578125,11.637451171875,-7.018157958984375,-76.4969482421875,-59.0,9.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,92,False,-1.2000732421875,-23.5999755859375,0.0,-65.0,-65.0,-33.8143310546875,32.6142578125,-44.398681640625,-95.94534301757812,-74.0,-2.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,93,False,-259.4000244140625,-221.239990234375,0.0,-107.0,-107.0,-57.748779296875,-201.6512451171875,-59.568267822265625,-92.05563354492188,-71.0,22.0,0.0,1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,94,False,-1.2000732421875,-61.6998291015625,0.0,3.0,3.0,11.6173095703125,-12.8173828125,4.29425048828125,-20.744903564453125,-16.0,1.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,95,False,-71.2999267578125,-11.1998291015625,0.0,-27.0,-27.0,-52.0169677734375,-19.282958984375,-15.76904296875,-102.42807006835938,-79.0,11.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,96,False,-183.699951171875,-146.7999267578125,0.0,-21.0,-21.0,-30.4541015625,-153.245849609375,-35.22816467285156,-77.79351806640625,-60.0,8.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,97,False,165.780029296875,129.260009765625,0.0,37.0,37.0,-6.986572265625,172.7666015625,-32.247283935546875,-19.448394775390625,-15.0,-20.0,0.0,0.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,98,False,129.800048828125,150.60009765625,0.0,-69.0,-69.0,-57.89404296875,187.694091796875,7.88677978515625,-64.82794189453125,-50.0,-8.0,1.0,2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,99,False,-136.239990234375,-86.7998046875,0.0,-110.0,-110.0,-79.8463134765625,-56.3936767578125,-0.885955810546875,-120.57992553710938,-93.0,7.0,0.0,-1.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,100,False,-185.5001220703125,-221.4000244140625,0.0,-46.0,-46.0,-27.457763671875,-158.0423583984375,-25.2568359375,-77.79348754882812,-60.0,20.0,1.0,2.0,
buffer_effect_d1_minus_d5,buffer_0_minus_none,d1_minus_d5,0,0.0,2022,101,False,-174.4000244140625,-213.89990234375,0.0,-37.0,-37.0,-16.519775390625,-157.8802490234375,2.77447509765625,-54.455413818359375,-42.0,7.0,1.0,0.0,
