comparison_type,comparison,draw_context,nominal_buffer,year,comparisons,mean_roster_changed,mean_roster_jaccard,mean_both_actual_cap_feasible,mean_candidate_near_nominal_cap_within_1,mean_baseline_nominal_violation,mean_actual_points_effect,mean_drafted_only_points_effect,mean_actual_cap_feasible_effect,mean_actual_cap_overage_effect,mean_actual_salary_spend_effect,mean_forecast_ev_effect,mean_forecast_error_effect,mean_forecast_salary_spend_effect,mean_normalized_nominal_salary_spend_effect,mean_raw_nominal_salary_spend_effect,mean_actual_waiver_starts_effect,mean_actual_salary_missing_players_effect,mean_salary_source_missing_players_effect,mean_joint_feasible_actual_points_effect,nominal_buffer_dollars
buffer_vs_none,buffer_15_minus_none,1,15,2022,250,0.984,0.5564054646419971,0.0,0.208,0.98,-91.5835263671875,-86.37871533203125,0.048,-51.42,-51.816,-38.56078759765625,-53.02273876953125,-10.213300354003906,-70.0193330078125,-54.004,6.492,0.208,0.244,,15.0
buffer_vs_none,buffer_15_minus_none,1,15,2023,250,0.812,0.6896978180745982,0.068,0.104,0.76,-13.8724765625,-34.19143603515625,0.16,-22.384,-23.98,-13.67291162109375,-0.19956494140625,-5.073423828125,-23.436198120117187,-20.436,2.208,0.136,0.068,-11.223517922794118,15.0
buffer_vs_none,buffer_15_minus_none,1,15,2024,250,0.524,0.8118691532753451,0.092,0.044,0.376,-7.60207958984375,-7.803202880859375,0.04,-5.064,-5.452,-4.8584189453125,-2.74366064453125,-1.7107718505859375,-5.914873779296875,-5.74,0.424,0.008,-0.004,1.0130509086277173,15.0
buffer_vs_none,buffer_15_minus_none,1,15,2025,250,0.66,0.7734401641358297,0.06,0.096,0.544,-4.0336787109375,-13.06471728515625,0.048,-8.74,-9.388,-11.52670947265625,7.49303076171875,-1.8878309326171876,-9.452367065429687,-9.212,1.24,0.032,0.028,-12.450675455729167,15.0
buffer_vs_none,buffer_15_minus_none,5,15,2022,250,0.508,0.8370463413435549,0.048,0.088,0.464,-20.8169609375,-19.93231787109375,0.04,-7.332,-7.676,-5.20425390625,-15.61270703125,-2.4102926025390623,-10.408769165039063,-8.028,1.624,0.008,-0.024,-2.2583211263020835,15.0
buffer_vs_none,buffer_15_minus_none,5,15,2023,250,0.128,0.9546745540321392,0.356,0.024,0.072,0.01088134765625,2.471279296875,0.016,-0.092,-0.156,-0.52444580078125,0.5353271484375,-0.128299560546875,-0.91285986328125,-0.796,-0.344,0.012,-0.004,-0.08651630530196629,15.0
buffer_vs_none,buffer_15_minus_none,5,15,2024,250,0.0,1.0,0.212,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
buffer_vs_none,buffer_15_minus_none,5,15,2025,250,0.02,0.9944081232492997,0.156,0.008,0.004,0.32599951171875,0.06239990234375,0.0,-0.14,-0.14,0.08138818359375,0.244611328125,0.08990234375,0.028730712890625,0.028,-0.068,0.0,0.0,0.0,15.0
buffer_vs_none,buffer_25_minus_none,1,25,2022,250,0.964,0.5872119367045063,0.0,0.176,0.964,-77.9388056640625,-70.15096142578125,0.024,-45.132,-45.464,-31.96251025390625,-45.97629541015625,-8.101597290039063,-60.82414270019531,-46.912,5.056,0.128,0.176,,25.0
buffer_vs_none,buffer_25_minus_none,1,25,2023,250,0.684,0.7563390092879257,0.068,0.064,0.6,-8.24999853515625,-19.460404541015624,0.052,-15.532,-15.864,-8.73163818359375,0.4816396484375,-2.4349501953125,-15.75716162109375,-13.74,1.356,0.048,0.044,0.0,25.0
buffer_vs_none,buffer_25_minus_none,1,25,2024,250,0.204,0.9281574229691877,0.104,0.024,0.124,-2.36144482421875,-4.668962646484375,0.004,-1.436,-1.424,-1.7875029296875,-0.57394189453125,-0.829770263671875,-2.386559326171875,-2.316,0.172,0.008,0.0,10.97307880108173,25.0
buffer_vs_none,buffer_25_minus_none,1,25,2025,250,0.32,0.8939764853309745,0.06,0.068,0.264,-1.949359375,-3.1843974609375,0.008,-3.74,-3.8,-4.131064453125,2.181705078125,-0.39125732421875,-3.640578125,-3.548,0.304,0.004,0.012,0.0,25.0
buffer_vs_none,buffer_25_minus_none,5,25,2022,250,0.312,0.9034443510737629,0.052,0.06,0.268,-7.57447998046875,-8.01983935546875,0.012,-3.416,-3.432,-1.98921923828125,-5.5852607421875,-1.1982271728515625,-5.134371826171875,-3.96,0.6,-0.012,-0.004,2.400005634014423,25.0
buffer_vs_none,buffer_25_minus_none,5,25,2023,250,0.008,0.9967111111111111,0.36,0.0,0.0,0.40343994140625,1.09280078125,0.0,0.0,0.0,-0.02030859375,0.42374853515625,0.0021781005859375,-0.0550467529296875,-0.048,-0.132,0.004,0.0,0.0,25.0
buffer_vs_none,buffer_25_minus_none,5,25,2024,250,0.0,1.0,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
buffer_vs_none,buffer_25_minus_none,5,25,2025,250,0.0,1.0,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
buffer_vs_none,buffer_5_minus_none,1,5,2022,250,0.992,0.533903228659885,0.0,0.176,0.988,-104.4612861328125,-95.64799755859374,0.048,-58.6,-59.0,-43.26039013671875,-61.20089599609375,-12.427086791992188,-80.01839074707031,-61.716,6.72,0.184,0.208,,5.0
buffer_vs_none,buffer_5_minus_none,1,5,2023,250,0.892,0.6384146542827657,0.056,0.0,0.86,-20.22895703125,-53.31919189453125,0.312,-28.548,-32.436,-20.08881787109375,-0.14013916015625,-8.330082275390625,-32.216170654296874,-28.092,3.492,0.124,0.044,-16.111432756696427,5.0
buffer_vs_none,buffer_5_minus_none,1,5,2024,250,0.812,0.6987971792225662,0.088,0.052,0.68,-21.431595703125,-22.162477783203126,0.12,-10.76,-12.028,-9.71009765625,-11.721498046875,-4.009865234375,-12.835485595703124,-12.456,1.064,0.032,0.012,2.9045576615767046,5.0
buffer_vs_none,buffer_5_minus_none,1,5,2025,250,0.876,0.6661553000147427,0.048,0.124,0.824,-3.79760205078125,-4.03152099609375,0.064,-14.412,-15.216,-17.63515625,13.83755419921875,-4.096659912109375,-17.62416943359375,-17.176,0.948,0.016,0.012,-26.454996744791668,5.0
buffer_vs_none,buffer_5_minus_none,5,5,2022,250,0.736,0.7568847805788983,0.048,0.116,0.7,-32.1345634765625,-32.62455908203125,0.056,-11.34,-12.088,-8.669619140625,-23.4649443359375,-4.344578979492187,-17.44648767089844,-13.456,1.996,-0.012,-0.012,-8.996663411458334,5.0
buffer_vs_none,buffer_5_minus_none,5,5,2023,250,0.472,0.8478444444444444,0.348,0.0,0.328,-3.377037109375,-6.6723193359375,0.084,-2.876,-4.044,-2.4452978515625,-0.9317392578125,-1.7262930908203125,-4.42209765625,-3.856,0.412,-0.016,-0.032,0.3793159572557471,5.0
buffer_vs_none,buffer_5_minus_none,5,5,2024,250,0.284,0.9096480072730847,0.18,0.032,0.144,-4.272478515625,-3.870884765625,-0.004,0.052,-0.116,-0.51581201171875,-3.75666650390625,-0.72079541015625,-1.5992830810546874,-1.552,-0.02,-0.008,-0.004,3.0288953993055556,5.0
buffer_vs_none,buffer_5_minus_none,5,5,2025,250,0.352,0.886517381689518,0.14,0.06,0.256,1.256720703125,-2.68471875,0.012,-1.592,-1.992,-3.95236279296875,5.20908349609375,-0.9684564208984375,-2.58164892578125,-2.516,0.252,0.032,0.032,-2.3702811104910713,5.0
