player,player_id,position,player_game_count,team_name,attempts,yards,deep_attempts,deep_yards,breakaway_percent
Lance Ball,4808,HB,1,IND,13,83,1,23,27.7
Harry Douglas,4398,WR,10,ATL,12,69,2,51,73.9
Patrick Cobbs,3272,HB,6,MIA,12,88,1,44,50.0
Carey Davis,2029,FB,5,PIT,12,35,0,0,0.0
Lorenzo Neal,47,FB,9,BLT,12,25,0,0,0.0
Travis Minor,846,HB,4,STR,12,25,0,0,0.0
Brad Smith,3048,WR,9,NYJ,12,113,3,70,61.9
Brett Favre,14,QB,10,NYJ,11,24,1,27,112.5
Eddie Royal,4356,WR,6,DEN,11,109,1,71,65.1
Heath Evans,843,FB,8,NE,11,23,0,0,0.0
Kevin Kolb,3652,QB,5,PHI,11,-10,0,0,0.0
Shaun Alexander,597,HB,4,WAS,11,24,0,0,0.0
Jason McKie,1279,FB,6,CHI,11,26,0,0,0.0
Tarvaris Jackson,3009,QB,6,MIN,10,0,0,0,
Tony Richardson,110,FB,4,NYJ,10,65,1,16,24.6
Donnie Avery,4347,WR,8,STR,10,69,1,37,53.6
Lawrence Vickers,3125,FB,9,CLV,10,31,0,0,0.0
James Johnson,4634,HB,3,CIN,9,29,0,0,0.0
Anquan Boldin,1369,WR,6,ARZ,9,67,1,30,44.8
Nick Goings,956,HB,3,CAR,9,10,0,0,0.0
Quinton Ganther,3191,HB,3,TEN,9,61,1,22,36.1
Brad Hoover,740,FB,8,CAR,9,18,0,0,0.0
Clifton Smith,4854,HB,3,TB,8,40,0,0,0.0
Ahmard Hall,3336,FB,6,TEN,8,21,0,0,0.0
Mike Karney,1875,FB,5,NO,8,10,0,0,0.0
Deshawn Wynn,3844,HB,2,GB,8,110,1,73,66.4
John Kuhn,2686,FB,6,GB,8,10,0,0,0.0
J.T. O'Sullivan,1169,QB,6,SF,8,-7,0,0,0.0
Aaron Stecker,572,HB,4,NO,8,43,0,0,0.0
Shaun Hill,1255,QB,6,SF,8,9,0,0,0.0
Troy Smith,3790,QB,4,BLT,8,22,0,0,0.0
Najeh Davenport,1131,HB,1,IND,8,26,0,0,0.0
B.J. Askew,1400,FB,5,TB,7,14,0,0,0.0
Seneca Wallace,1422,QB,4,SEA,7,0,0,0,
Michael Bennett,797,HB,2,TB,7,12,0,0,0.0
Jeff Garcia,550,QB,4,TB,7,-1,0,0,0.0
Terrell Owens,188,WR,6,DAL,7,33,0,0,0.0
Marc Bulger,684,QB,4,STR,7,-9,0,0,0.0
Mark Clayton,2239,WR,6,BLT,6,81,2,59,72.8
Michael Sellers,432,FB,4,WAS,6,24,0,0,0.0
Devin Hester,3002,WR,4,CHI,6,61,2,35,57.4
Daunte Culpepper,446,QB,3,DET,6,13,0,0,0.0
J.P. Losman,1743,QB,3,BUF,6,-7,0,0,0.0
JaMarcus Russell,3617,QB,4,OAK,6,1,0,0,0.0
Xavier Omon,4493,HB,2,BUF,6,5,0,0,0.0
Nate Washington,2832,WR,5,PIT,5,18,0,0,0.0
Steve Smith,837,WR,4,CAR,5,40,2,39,97.5
Owen Schmitt,4477,FB,3,SEA,5,21,0,0,0.0
Ovie Mughelli,1445,FB,3,ATL,5,16,0,0,0.0
Ted Ginn Jr.,3625,WR,4,MIA,5,73,2,71,97.3
Jesse Chatman,2861,HB,2,NYJ,5,8,0,0,0.0
DeDe Dorsey,3299,HB,2,CIN,5,8,0,0,0.0
Rock Cartwright,1211,HB,3,WAS,5,14,0,0,0.0
David Carr,1009,QB,2,NYG,5,-5,0,0,0.0
Andre Caldwell,4411,WR,2,CIN,5,53,2,43,81.1
Bernard Berrian,1799,WR,3,MIN,4,26,0,0,0.0
Jim Sorgi,1910,QB,1,IND,4,-4,0,0,0.0
Josh McCown,1085,QB,2,CAR,4,-3,0,0,0.0
Vincent Jackson,2278,WR,3,SD,4,69,2,48,69.6
Chauncey Washington,4527,HB,2,JAX,4,9,0,0,0.0
Brian Griese,379,QB,2,TB,4,-4,0,0,0.0
Sage Rosenfels,863,QB,3,HST,4,1,0,0,0.0
Tony Hunt,3706,FB,3,PHI,4,9,0,0,0.0
Aveion Cason,945,HB,3,DET,4,7,0,0,0.0
Devery Henderson,1771,WR,4,NO,4,33,1,30,90.9
Dante' Hall,677,WR,3,STR,4,9,0,0,0.0
Jeff Dugan,1936,FB,3,MIN,4,7,0,0,0.0
Devin Thomas,4348,WR,3,WAS,3,53,2,45,84.9
Keenan Burton,4442,WR,3,STR,3,8,0,0,0.0
Kevin Walter,1549,WR,3,HST,3,23,0,0,0.0
Calvin Johnson,3618,WR,3,DET,3,-1,0,0,0.0
Kevin O'Connell,4408,QB,1,NE,3,-6,0,0,0.0
Dan Orlovsky,2362,QB,2,DET,3,2,0,0,0.0
Johnnie Lee Higgins,3715,WR,3,OAK,3,34,1,18,52.9
Rex Grossman,1338,QB,2,CHI,3,4,0,0,0.0
Matt Leinart,2955,QB,2,ARZ,3,-3,0,0,0.0
Kellen Clemens,2994,QB,1,NYJ,3,-3,0,0,0.0
Rashied Davis,2554,WR,3,CHI,3,14,1,17,121.4
Wes Welker,2204,WR,2,NE,3,26,1,19,73.1
Damon Huard,215,QB,3,KC,3,-10,0,0,0.0
Byron Leftwich,1323,QB,2,PIT,3,-1,0,0,0.0
Greg Jones II,1776,FB,2,JAX,2,13,0,0,0.0
Marques Tuiasosopo,826,QB,2,OAK,2,-2,0,0,0.0
Matt Flynn,4523,QB,1,GB,2,-2,0,0,0.0
Mike Hart,4516,HB,2,IND,2,9,0,0,0.0
Dennis Dixon,4470,QB,1,PIT,2,-3,0,0,0.0
Jerome Felton,4460,FB,2,DET,2,4,0,0,0.0
Cleo Lemon,1271,QB,1,JAX,2,-3,0,0,0.0
Danny Ware,4095,HB,1,NYG,2,15,0,0,0.0
Steve Breaston,3758,WR,2,ARZ,2,8,0,0,0.0
Michael Clayton,1736,WR,2,TB,2,5,0,0,0.0
Jason Hill,3692,WR,2,SF,2,5,0,0,0.0
Jerricho Cotchery,1829,WR,2,NYJ,2,8,0,0,0.0
Delanie Walker,3120,TE,2,SF,2,-13,0,0,0.0
Roscoe Parrish,2272,WR,2,BUF,2,9,0,0,0.0
Brandon Marshall,3064,WR,2,DEN,2,-4,0,0,0.0
Santonio Holmes,2970,WR,2,PIT,2,9,0,0,0.0
Vince Young,2948,QB,1,TEN,2,-2,0,0,0.0
Sam Gado,2599,HB,1,STR,2,4,0,0,0.0
Greg Camarillo,2523,WR,2,MIA,2,1,0,0,0.0
Brandon Jones,2313,WR,2,TEN,2,35,1,28,80.0
Roddy White,2244,WR,2,ATL,2,4,0,0,0.0
Domenik Hixon,3075,WR,2,NYG,2,26,1,15,57.7
Randy Moss,342,WR,2,NE,2,0,0,0,
Brady Quinn,3638,QB,1,CLV,2,-2,0,0,0.0
Brian Leonard,3668,HB,1,STR,2,7,0,0,0.0
Cecil Sapp,1695,FB,2,HST,2,-3,0,0,0.0
Justin Griffith,1433,FB,2,OAK,2,2,0,0,0.0
Deon Anderson,3811,FB,2,DAL,2,3,0,0,0.0
Carson Palmer,1317,QB,2,CIN,2,2,0,0,0.0
Najeh Davenport,1131,HB,2,PIT,2,5,0,0,0.0
Antonio Bryant,1070,WR,2,TB,2,22,0,0,0.0
Antonio Chatman,946,WR,2,CIN,2,4,0,0,0.0
Justin McCareins,872,WR,2,TEN,2,8,0,0,0.0
Laveranues Coles,638,WR,2,NYJ,2,9,0,0,0.0
Donald Driver,533,WR,2,GB,2,4,0,0,0.0
Jalen Parmele,4490,HB,1,BLT,2,27,1,31,114.8
Jon Kitna,217,QB,2,DET,2,3,0,0,0.0
T.J. Houshmandzadeh,921,WR,1,CIN,1,9,0,0,0.0
Davone Bess,4694,WR,1,MIA,1,13,0,0,0.0
Montell Owens,3452,FB,1,JAX,1,2,0,0,0.0
Lee Evans,1734,WR,1,BUF,1,22,1,22,100.0
Reggie Williams,1730,WR,1,JAX,1,0,0,0,
Mario Manningham,4409,WR,1,NYG,1,-12,0,0,0.0
Hines Ward,380,WR,1,PIT,1,4,0,0,0.0
Jacoby Jones,3689,WR,1,HST,1,-5,0,0,0.0
Moran Norris,865,FB,1,DET,1,1,0,0,0.0
Roy Williams,1728,WR,1,DAL,1,13,0,0,0.0
Aundrae Allison,3762,WR,1,MIN,1,1,0,0,0.0
Arnaz Battle,1499,WR,1,SF,1,18,1,18,100.0
Allen Rossum,377,CB,1,SF,1,1,0,0,0.0
Isaac Bruce,80,WR,1,SF,1,-3,0,0,0.0
Chaz Schilens,4540,WR,1,OAK,1,-2,0,0,0.0
Chansi Stuckey,3851,WR,1,NYJ,1,1,0,0,0.0
Derek Stanley,3865,WR,1,STR,1,0,0,0,
Dennis Northcutt,605,WR,1,JAX,1,9,0,0,0.0
Trent Green,58,QB,1,STR,1,-1,0,0,0.0
Kregg Lumpkin,4714,HB,1,GB,1,19,1,19,100.0
Ike Hilliard,233,WR,1,TB,1,0,0,0,
Antwaan Randle El,1069,WR,1,WAS,1,5,0,0,0.0
Mike Cox,4716,FB,1,KC,1,-2,0,0,0.0
Steve Johnson,4538,WR,1,BUF,1,6,0,0,0.0
Tony Scheffler,3006,TE,1,DEN,1,-1,0,0,0.0
Reggie Brown,2252,WR,1,PHI,1,6,0,0,0.0
Derrick Mason,271,WR,1,BLT,1,3,0,0,0.0
Vernon Davis,2951,TE,1,SF,1,11,0,0,0.0
Chris Chambers,821,WR,1,SD,1,1,0,0,0.0
Madison Hedgecock,2468,FB,1,NYG,1,0,0,0,
Brad Johnson,31,QB,1,DAL,1,-1,0,0,0.0
Marques Hagans,3089,QB,1,KC,1,2,0,0,0.0
Vonta Leach,2100,FB,1,HST,1,1,0,0,0.0
Koren Robinson,2864,WR,1,SEA,1,-4,0,0,0.0
Luke McCown,1827,QB,1,TB,1,-1,0,0,0.0
Santana Moss,786,WR,1,WAS,1,27,1,27,100.0
Fred Davis,4362,TE,1,WAS,1,-3,0,0,0.0
Robert Meachem,3643,WR,1,NO,1,20,1,20,100.0
Donte' Stallworth,1020,WR,1,CLV,1,-4,0,0,0.0
Andrew Walter,2286,QB,1,OAK,1,0,0,0,
Dan Kreider,749,FB,1,STR,1,0,0,0,
Troy Williamson,2224,WR,1,JAX,1,1,0,0,0.0
Marty Booker,487,WR,1,CHI,1,3,0,0,0.0
Chris Henry,3666,HB,1,TEN,1,3,0,0,0.0
Patrick Crayton,1932,WR,1,DAL,1,11,0,0,0.0
Jason Davis,3285,FB,1,CHI,1,0,0,0,
