player,player_id,position,player_game_count,team_name,attempts,yards,deep_attempts,deep_yards,breakaway_percent
Cadillac Williams,2222,HB,4,TB,54,208,2,38,18.3
Pierre Thomas,4080,HB,9,NO,52,252,1,24,9.5
Deshawn Wynn,3844,HB,7,GB,50,203,2,82,40.4
Priest Holmes,309,HB,4,KC,46,137,0,0,0.0
Andre Hall,3333,HB,5,DEN,44,216,4,117,54.2
Tatum Bell,1762,HB,5,DET,44,182,1,24,13.2
Greg Jones II,1776,FB,13,JAX,42,119,0,0,0.0
Michael Bennett,797,HB,7,TB,40,170,2,46,27.1
Antonio Pittman,3723,HB,9,STR,38,139,1,43,30.9
Darren Sproles,2347,HB,6,SD,37,164,3,67,40.9
Anthony Thomas,808,HB,6,BUF,36,89,0,0,0.0
Vince Young,2948,QB,11,TEN,36,70,1,19,27.1
Sam Gado,2599,HB,5,MIA,35,104,1,20,19.2
Heath Evans,843,FB,11,NE,34,121,0,0,0.0
Kyle Eckel,2574,FB,6,NE,33,90,0,0,0.0
Leonard Weaver,2835,FB,14,SEA,32,145,1,37,25.5
Chris Henry,3666,HB,6,TEN,31,119,2,48,40.3
Garrett Wolfe,3709,HB,8,CHI,30,83,1,25,30.1
Clifton Dawson,3923,HB,5,IND,30,64,0,0,0.0
Vernand Morency,2290,HB,7,GB,29,108,1,15,13.9
Jay Cutler,2956,QB,13,DEN,29,32,0,0,0.0
Dwayne Wright,3727,HB,10,BUF,29,94,1,15,16.0
David Garrard,1109,QB,9,JAX,29,47,1,19,40.4
Lorenzo Booker,3687,HB,5,MIA,28,125,2,38,30.4
J.J. Arrington,2261,HB,12,ARZ,26,78,0,0,0.0
Michael Sellers,432,FB,10,WAS,26,78,1,15,19.2
Michael Robinson,3045,HB,7,SF,25,123,2,48,39.0
Deuce McAllister,793,HB,3,NO,24,92,1,15,16.3
Ahmad Bradshaw,3866,HB,4,NYG,23,190,2,103,54.2
Jerome Harrison,3090,HB,4,CLV,23,142,1,17,12.0
Matt Hasselbeck,408,QB,12,SEA,22,-14,0,0,0.0
Brett Favre,14,QB,11,GB,22,-32,0,0,0.0
Tom Brady,698,QB,11,NE,21,1,0,0,0.0
Maurice Hicks,1253,HB,10,SF,21,117,2,35,29.9
Tarvaris Jackson,3009,QB,8,MIN,21,20,1,32,160.0
Donovan McNabb,438,QB,9,PHI,21,8,0,0,0.0
DeDe Dorsey,3299,HB,7,CIN,21,183,4,100,54.6
Adimchinobe Echemandu,1924,HB,5,HST,20,85,1,20,23.5
Carson Palmer,1317,QB,11,CIN,20,-11,0,0,0.0
Mewelde Moore,1840,HB,6,MIN,20,113,1,17,15.0
Michael Bennett,797,HB,6,KC,20,52,0,0,0.0
Philip Rivers,1725,QB,10,SD,20,-13,0,0,0.0
Eli Manning,1722,QB,10,NYG,20,-11,0,0,0.0
Derek Anderson,2430,QB,13,CLV,19,-15,0,0,0.0
Peyton Manning,327,QB,9,IND,18,-13,0,0,0.0
Sam Gado,2599,HB,3,HST,18,46,0,0,0.0
Cecil Sapp,1695,FB,8,DEN,18,59,0,0,0.0
Cleo Lemon,1271,QB,8,MIA,17,28,0,0,0.0
Travis Minor,846,HB,6,STR,17,68,0,0,0.0
Carey Davis,2029,FB,6,PIT,17,68,0,0,0.0
Drew Brees,802,QB,8,NO,16,12,0,0,0.0
Marcel Shipp,987,HB,8,ARZ,15,41,0,0,0.0
Jeff Garcia,550,QB,9,TB,15,-8,0,0,0.0
Lawrence Vickers,3125,FB,11,CLV,15,43,0,0,0.0
Patrick Cobbs,3272,HB,5,MIA,15,47,0,0,0.0
Mike Anderson,693,HB,5,BLT,15,62,1,16,25.8
Kellen Clemens,2994,QB,6,NYJ,14,18,0,0,0.0
Jackie Battle,3885,HB,2,KC,14,47,0,0,0.0
Sage Rosenfels,863,QB,6,HST,14,-7,0,0,0.0
Kurt Warner,112,QB,8,ARZ,14,-24,0,0,0.0
Chad Pennington,596,QB,7,NYJ,14,14,0,0,0.0
Quinn Gray,1247,QB,7,JAX,14,27,1,15,55.6
Tyson Thompson,2810,HB,4,DAL,14,54,1,23,42.6
Tony Romo,1693,QB,8,DAL,14,-5,0,0,0.0
LaBrandon Toefield,1443,HB,2,JAX,13,27,0,0,0.0
Jason Snelling,3860,HB,6,ATL,13,43,1,17,39.5
Jason Campbell,2242,QB,9,WAS,13,-12,0,0,0.0
Lorenzo Neal,47,FB,7,SD,13,32,0,0,0.0
Josh McCown,1085,QB,6,OAK,12,44,1,24,54.5
Ben Roethlisberger,1732,QB,9,PIT,12,-11,0,0,0.0
Charlie Batch,367,QB,7,PIT,12,-7,0,0,0.0
Jon Kitna,217,QB,9,DET,12,-2,0,0,0.0
Brad Hoover,740,FB,8,CAR,12,39,0,0,0.0
Daunte Culpepper,446,QB,6,OAK,12,11,0,0,0.0
Cory Ross,3487,HB,1,BLT,12,72,1,32,44.4
Brad Smith,3048,WR,7,NYJ,12,45,0,0,0.0
Mike Karney,1875,FB,9,NO,11,17,0,0,0.0
Billy Volek,768,QB,5,SD,11,-7,0,0,0.0
Aveion Cason,945,HB,5,DET,11,38,0,0,0.0
Tony Hunt,3706,HB,5,PHI,10,16,0,0,0.0
Gilbert Harris,4201,HB,4,KC,9,9,0,0,0.0
Steve Smith,837,WR,6,CAR,9,66,2,38,57.6
J.P. Losman,1743,QB,6,BUF,9,16,0,0,0.0
Matt Schaub,1811,QB,6,HST,9,23,0,0,0.0
Brian Griese,379,QB,7,CHI,9,2,0,0,0.0
Joshua Cribbs,2544,WR,9,CLV,9,61,1,18,29.5
Rex Grossman,1338,QB,4,CHI,9,1,0,0,0.0
Le'Ron McClain,3753,FB,7,BLT,8,18,0,0,0.0
Jameel Cook,904,FB,3,HST,8,24,0,0,0.0
Shaun Hill,1255,QB,2,SF,8,-4,0,0,0.0
Trent Edwards,3708,QB,7,BUF,7,0,0,0,
Todd Collins,131,QB,4,WAS,7,-3,0,0,0.0
Tony Richardson,110,FB,7,MIN,7,13,0,0,0.0
Kyle Boller,1335,QB,5,BLT,7,7,0,0,0.0
John Beck,3656,QB,4,MIA,7,-6,0,0,0.0
Brian Calhoun,3019,HB,2,DET,7,35,1,17,48.6
Marc Bulger,684,QB,6,STR,7,-6,0,0,0.0
Justin Griffith,1433,FB,3,OAK,7,27,0,0,0.0
Jeremi Johnson,1430,FB,6,CIN,7,25,0,0,0.0
Gary Russell,4059,HB,2,PIT,7,21,0,0,0.0
Moran Norris,865,FB,6,SF,7,17,0,0,0.0
Joey Harrington,1011,QB,5,ATL,6,-20,0,0,0.0
David Carr,1009,QB,4,CAR,6,3,0,0,0.0
Dennis Northcutt,605,WR,5,JAX,6,27,0,0,0.0
Steve McNair,114,QB,3,BLT,6,4,0,0,0.0
Matt Leinart,2955,QB,4,ARZ,6,2,0,0,0.0
Damon Huard,215,QB,4,KC,6,-6,0,0,0.0
Trent Dilfer,72,QB,3,SF,6,-4,0,0,0.0
Chad Johnson,806,WR,6,CIN,6,47,2,31,66.0
Naufahu Tahi,3526,FB,2,MIN,6,15,0,0,0.0
Jim Sorgi,1910,QB,3,IND,6,-4,0,0,0.0
Mike Bell,3225,HB,3,DEN,6,3,0,0,0.0
Vinny Testaverde,2866,QB,4,CAR,6,-1,0,0,0.0
Ricky Williams,440,HB,1,MIA,6,15,0,0,0.0
Devin Hester,3002,WR,6,CHI,6,-10,0,0,0.0
Jason McKie,1279,FB,5,CHI,6,17,0,0,0.0
Brad Johnson,31,QB,3,DAL,5,-5,0,0,0.0
Trent Green,58,QB,2,MIA,5,2,0,0,0.0
Gus Frerotte,93,QB,3,STR,5,1,0,0,0.0
Kevin Walter,1549,WR,4,HST,5,30,0,0,0.0
Thomas Tapeh,1880,FB,3,PHI,5,18,0,0,0.0
Luke Lawton,2099,FB,2,IND,5,13,0,0,0.0
Santonio Holmes,2970,WR,5,PIT,5,17,0,0,0.0
Brandon Marshall,3064,WR,4,DEN,5,57,2,40,70.2
Bruce Gradkowski,3139,QB,2,TB,5,-4,0,0,0.0
Troy Smith,3790,QB,2,BLT,5,0,0,0,
T.J. Houshmandzadeh,921,WR,5,CIN,5,14,0,0,0.0
Byron Leftwich,1323,QB,2,ATL,5,0,0,0,
Ovie Mughelli,1445,FB,4,ATL,5,6,0,0,0.0
Michael Clayton,1736,WR,4,TB,5,22,1,20,90.9
Jerricho Cotchery,1829,WR,5,NYJ,5,38,1,16,42.1
Jon Bradley,1993,FB,4,DET,5,9,0,0,0.0
Reggie Brown,2252,WR,4,PHI,5,36,0,0,0.0
Kyle Orton,2323,QB,2,CHI,5,-1,0,0,0.0
Shaun McDonald,1418,WR,4,DET,4,7,0,0,0.0
Josh Reed,1043,WR,4,BUF,4,10,0,0,0.0
Craig Nall,1154,QB,1,GB,4,-2,0,0,0.0
Andrew Pinnock,1527,FB,1,SD,4,1,0,0,0.0
Antwaan Randle El,1069,WR,4,WAS,4,-3,0,0,0.0
Alex Smith,2218,QB,3,SF,4,-3,0,0,0.0
Ted Ginn Jr.,3625,WR,4,MIA,4,3,0,0,0.0
Arnaz Battle,1499,WR,4,SF,4,4,0,0,0.0
Wes Welker,2204,WR,4,NE,4,34,1,27,79.4
Mack Strong,66,FB,2,SEA,4,19,0,0,0.0
Reagan Mauia,3797,FB,3,MIA,4,5,0,0,0.0
Matt Gutierrez,3948,QB,3,NE,4,-4,0,0,0.0
Artose Pinner,1412,HB,3,ATL,4,-3,0,0,0.0
Calvin Johnson,3618,WR,4,DET,4,52,1,32,61.5
Kris Wilson,1782,FB,3,KC,3,7,0,0,0.0
Roscoe Parrish,2272,WR,3,BUF,3,19,1,24,126.3
Aaron Rodgers,2241,QB,2,GB,3,-2,0,0,0.0
Hines Ward,380,WR,3,PIT,3,11,0,0,0.0
Jamie Martin,63,QB,1,NO,3,-3,0,0,0.0
Dante' Hall,677,WR,3,STR,3,18,0,0,0.0
J.T. O'Sullivan,1169,QB,3,DET,3,-16,0,0,0.0
Santana Moss,786,WR,3,WAS,3,13,0,0,0.0
Alex Haynes,2636,HB,2,CAR,3,3,0,0,0.0
Kerry Collins,115,QB,1,TEN,3,-3,0,0,0.0
Brock Berlin,2495,QB,1,STR,3,-6,0,0,0.0
Kevin Kolb,3652,QB,1,PHI,3,-2,0,0,0.0
Craig Davis,3646,WR,3,SD,3,9,0,0,0.0
Jacoby Jones,3689,WR,3,HST,3,-1,0,0,0.0
Tim Dwight,390,WR,2,OAK,2,12,0,0,0.0
Cedrick Wilson,901,WR,2,PIT,2,37,1,37,100.0
Chris Redman,635,QB,1,ATL,2,-2,0,0,0.0
Isaac Bruce,80,WR,2,STR,2,-4,0,0,0.0
Matt Moore,4018,QB,2,CAR,2,0,0,0,
Kenneth Darby,3862,HB,1,TB,2,9,0,0,0.0
Aundrae Allison,3762,WR,2,MIN,2,3,0,0,0.0
Steve Breaston,3758,WR,2,ARZ,2,8,0,0,0.0
Rock Cartwright,1211,HB,1,WAS,2,0,0,0,
Dallas Clark,1340,TE,2,IND,2,29,1,15,51.7
Nate Burleson,1386,WR,2,SEA,2,4,0,0,0.0
Glenn Holt,3355,WR,2,CIN,2,2,0,0,0.0
Donald Driver,533,WR,2,GB,2,4,0,0,0.0
Roy Williams,1728,WR,2,DET,2,1,0,0,0.0
Marques Hagans,3089,WR,1,STR,2,-4,0,0,0.0
Zak Keasey,2674,FB,1,SF,2,4,0,0,0.0
Luke McCown,1827,QB,2,TB,2,-1,0,0,0.0
Brandon Jones,2313,WR,2,TEN,2,37,2,37,100.0
David Patten,221,WR,2,NO,2,-5,0,0,0.0
Vonta Leach,2100,FB,2,HST,2,2,0,0,0.0
Troy Williamson,2224,WR,2,MIN,2,29,1,26,89.7
Jeff Dugan,1936,FB,2,MIN,2,7,0,0,0.0
Devery Henderson,1771,WR,2,NO,2,20,1,15,75.0
Roydell Williams,2353,WR,2,TEN,2,-17,0,0,0.0
Brooks Bollinger,1502,QB,2,MIN,2,-1,0,0,0.0
Matt Cassel,2447,QB,1,NE,2,-3,0,0,0.0
Lance Moore,2718,WR,2,NO,2,7,0,0,0.0
Seneca Wallace,1422,QB,2,SEA,2,1,0,0,0.0
Patrick Ramsey,1039,QB,2,DEN,2,6,0,0,0.0
Javon Walker,1027,WR,2,DEN,2,-3,0,0,0.0
Brodie Croyle,3030,QB,2,KC,2,-2,0,0,0.0
A.J. Feeley,893,QB,2,PHI,2,5,0,0,0.0
JaMarcus Russell,3617,QB,1,OAK,2,-8,0,0,0.0
Chris Chambers,821,WR,2,SD,2,17,0,0,0.0
Johnnie Lee Higgins,3715,WR,2,OAK,2,3,0,0,0.0
Chris Davis,3744,WR,2,TEN,2,19,0,0,0.0
Marty Booker,487,WR,2,MIA,2,12,0,0,0.0
Jake Delhomme,303,QB,2,CAR,2,-1,0,0,0.0
Chris Chambers,821,WR,1,MIA,1,-5,0,0,0.0
Yamon Figurs,3690,WR,1,BLT,1,-1,0,0,0.0
Eddie Drummond,1237,WR,1,KC,1,-3,0,0,0.0
Ronald Curry,1199,WR,1,OAK,1,1,0,0,0.0
Bryan Gilmore,727,WR,1,SF,1,-8,0,0,0.0
Bobby Wade,1448,WR,1,MIN,1,-9,0,0,0.0
Reggie Wayne,800,WR,1,IND,1,4,0,0,0.0
Koren Robinson,2864,WR,1,GB,1,5,0,0,0.0
Anquan Boldin,1369,WR,1,ARZ,1,14,0,0,0.0
Chris Davis,4144,WR,1,NYJ,1,3,0,0,0.0
Donte' Stallworth,1020,WR,1,NE,1,12,0,0,0.0
Sinorice Moss,2989,WR,1,NYG,1,4,0,0,0.0
Joey Galloway,117,WR,1,TB,1,1,0,0,0.0
Ike Hilliard,233,WR,1,TB,1,10,0,0,0.0
Dan Kreider,749,FB,1,PIT,1,2,0,0,0.0
Terrelle Smith,651,FB,1,ARZ,1,3,0,0,0.0
Jeremy Shockey,1021,TE,1,NYG,1,6,0,0,0.0
Nate Washington,2832,WR,1,PIT,1,0,0,0,
Tim Hasselbeck,958,QB,1,ARZ,1,-1,0,0,0.0
Ben Troupe,1761,TE,1,TEN,1,-1,0,0,0.0
Samie Parker,1826,WR,1,KC,1,2,0,0,0.0
Domenik Hixon,3075,WR,1,NYG,1,-8,0,0,0.0
Skyler Green,3070,WR,1,CIN,1,1,0,0,0.0
Tab Perry,2407,WR,1,CIN,1,9,0,0,0.0
Antonio Chatman,946,WR,1,CIN,1,5,0,0,0.0
Roddy White,2244,WR,1,ATL,1,-2,0,0,0.0
Ahmard Hall,3336,FB,1,TEN,1,8,0,0,0.0
Anthony Wright,577,QB,1,NYG,1,-1,0,0,0.0
Derek Stanley,3865,WR,1,STR,1,5,0,0,0.0
Reggie Williams,1730,WR,1,JAX,1,8,0,0,0.0
Brandon Stokley,498,WR,1,DEN,1,-6,0,0,0.0
Jeff Webb,3135,WR,1,KC,1,5,0,0,0.0
Zack Crockett,136,HB,1,TB,1,0,0,0,
Terrell Owens,188,WR,1,DAL,1,5,0,0,0.0
Chris Barclay,3216,HB,1,TEN,1,3,0,0,0.0
Taylor Jacobs,1360,WR,1,SF,1,-8,0,0,0.0
Dwayne Jarrett,3661,WR,1,CAR,1,11,0,0,0.0
Benjamin Watson,1753,TE,1,NE,1,11,0,0,0.0
Tim Rattay,701,QB,1,ARZ,1,0,0,0,
Eddie Kennison,161,WR,1,KC,1,5,0,0,0.0
