player,player_id,position,player_game_count,team_name,attempts,yards,deep_attempts,deep_yards,breakaway_percent
Chris Jennings,5480,HB,9,CLV,63,220,2,31,14.1
Quinton Ganther,3191,HB,8,WAS,62,199,0,0,0.0
Kevin Faulk,470,HB,15,NE,62,335,4,81,24.2
Brian Westbrook,1094,HB,8,PHI,61,274,4,74,27.0
Ladell Betts,1063,HB,9,WAS,56,210,2,33,15.7
Joshua Cribbs,2544,WR,15,CLV,55,381,8,191,50.1
Arian Foster,5398,HB,4,HST,54,257,3,59,23.0
Le'Ron McClain,3753,FB,14,BLT,46,180,2,40,22.2
Edgerrin James,439,HB,7,SEA,46,125,0,0,0.0
Larry Johnson,1343,HB,7,CIN,46,204,2,49,24.0
David Garrard,1109,QB,14,JAX,41,74,1,30,40.5
Ahman Green,374,HB,7,GB,41,160,2,42,26.3
Kahlil Bell,5243,HB,6,CHI,40,220,2,92,41.8
Rashad Jennings,5174,HB,15,JAX,39,202,2,50,24.8
Lousaka Polite,2152,FB,15,MIA,37,123,0,0,0.0
Brandon Jackson,3679,HB,10,GB,37,112,0,0,0.0
Mewelde Moore,1840,HB,13,PIT,35,118,1,15,12.7
Lynell Hamilton,4770,HB,5,NO,35,125,2,35,28.0
Marcus Mason,4256,HB,9,WAS,32,127,2,37,29.1
Ben Roethlisberger,1732,QB,12,PIT,29,-4,0,0,0.0
Matt Schaub,1811,QB,13,HST,29,-17,0,0,0.0
BenJarvus Green-Ellis,4599,HB,6,NE,26,114,2,44,38.6
Brian Leonard,3668,HB,9,CIN,26,79,0,0,0.0
Mike Hart,4516,HB,4,IND,26,70,1,15,21.4
Aaron Brown,5116,HB,12,DET,26,143,2,35,24.5
Kenneth Darby,3862,HB,9,STR,26,101,0,0,0.0
Mike Tolbert,4740,FB,5,SD,25,148,2,52,35.1
Lamont Jordan,819,HB,6,DEN,25,86,0,0,0.0
Tom Brady,698,QB,10,NE,23,9,0,0,0.0
Lex Hilliard,4518,HB,7,MIA,23,89,1,18,20.2
Michael Bennett,797,HB,3,SD,23,65,0,0,0.0
Aaron Rodgers,2241,QB,11,GB,23,2,0,0,0.0
Michael Vick,773,QB,11,PHI,22,79,1,34,43.0
Mike Goodson,5034,HB,4,CAR,22,49,0,0,0.0
Vince Young,2948,QB,8,TEN,21,44,0,0,0.0
Tony Romo,1693,QB,12,DAL,21,-1,0,0,0.0
Garrett Wolfe,3709,HB,6,CHI,21,116,2,52,44.8
Jacob Hester,4383,FB,8,SD,21,74,1,15,20.3
Brad Hoover,740,FB,6,CAR,20,52,1,18,34.6
Donovan McNabb,438,QB,10,PHI,19,-8,0,0,0.0
Carson Palmer,1317,QB,12,CIN,19,0,0,0,
Pat White,4967,QB,10,MIA,19,64,1,33,51.6
Jay Cutler,2956,QB,15,CHI,19,1,0,0,0.0
Matt Ryan,4317,QB,9,ATL,18,1,0,0,0.0
Joe Flacco,4332,QB,10,BLT,18,6,0,0,0.0
Brad Smith,3048,WR,8,NYJ,17,195,6,159,81.5
Mark Sanchez,4928,QB,11,NYJ,17,6,0,0,0.0
Drew Brees,802,QB,9,NO,17,-3,0,0,0.0
Kurt Warner,112,QB,8,ARZ,16,-15,0,0,0.0
Peyton Manning,327,QB,9,IND,16,-18,0,0,0.0
Tarvaris Jackson,3009,QB,7,MIN,16,-16,0,0,0.0
Jason Campbell,2242,QB,9,WAS,16,-2,0,0,0.0
Danny Woodhead,4914,HB,5,NYJ,15,64,1,16,25.0
Percy Harvin,4945,WR,11,MIN,15,135,2,57,42.2
Philip Rivers,1725,QB,8,SD,15,-5,0,0,0.0
Eldra Buckley,3900,HB,6,PHI,15,44,0,0,0.0
Jerome Felton,4460,FB,7,DET,15,46,0,0,0.0
Brady Quinn,3638,QB,8,CLV,15,55,1,24,43.6
Kolby Smith,3764,HB,4,KC,15,33,0,0,0.0
Chad Simpson,4692,HB,6,IND,15,102,3,70,68.6
Tim Castille,3906,FB,5,KC,14,55,1,16,29.1
Earnest Graham,1613,FB,7,TB,14,66,1,17,25.8
Sam Gado,2599,HB,8,STR,14,26,0,0,0.0
Moran Norris,865,FB,8,SF,14,41,1,15,36.6
Danny Ware,4095,HB,4,NYG,13,73,0,0,0.0
Gartrell Johnson,5058,HB,3,NYG,13,43,0,0,0.0
Kyle Orton,2323,QB,8,DEN,13,4,0,0,0.0
Matt Cassel,2447,QB,9,KC,13,-2,0,0,0.0
Peyton Hillis,4541,FB,6,DEN,13,54,0,0,0.0
Alex Smith,2218,QB,6,SF,13,-10,0,0,0.0
Tyrell Sutton,5395,HB,4,CAR,12,68,1,20,29.4
Ryan Fitzpatrick,2467,QB,5,BUF,12,22,0,0,0.0
Albert Young,4665,HB,2,MIN,12,53,0,0,0.0
JaMarcus Russell,3617,QB,6,OAK,11,1,0,0,0.0
DeSean Jackson,4363,WR,8,PHI,11,137,2,92,67.2
Chris Ogbonnaya,5135,HB,2,STR,11,50,1,18,36.0
Mike Thomas,5030,WR,7,JAX,11,85,2,40,47.1
Dantrell Savage,4822,HB,3,KC,10,45,0,0,0.0
Jake Delhomme,303,QB,6,CAR,9,4,0,0,0.0
Matt Moore,4018,QB,5,CAR,9,-9,0,0,0.0
Kellen Clemens,2994,QB,4,NYJ,9,-6,0,0,0.0
James Davis,5119,HB,2,CLV,9,15,0,0,0.0
Billy Volek,768,QB,4,SD,9,-9,0,0,0.0
Matt Leinart,2955,QB,5,ARZ,9,-6,0,0,0.0
Eric Weems,4097,WR,6,ATL,8,53,2,49,92.5
Derek Anderson,2430,QB,7,CLV,8,7,0,0,0.0
Eli Manning,1722,QB,6,NYG,8,-2,0,0,0.0
Louis Rankin,4590,HB,2,SEA,8,36,0,0,0.0
Javon Ringer,5097,HB,2,TEN,8,48,1,32,66.7
Kerry Collins,115,QB,5,TEN,8,2,0,0,0.0
Seneca Wallace,1422,QB,6,SEA,8,-9,0,0,0.0
John Kuhn,2686,FB,6,GB,8,18,0,0,0.0
Adrian Peterson,1177,HB,3,CHI,7,51,2,30,58.8
Josh Freeman,4940,QB,6,TB,7,0,0,0,
Tony Richardson,110,FB,6,NYJ,7,48,2,36,75.0
Calvin Johnson,3618,WR,5,DET,7,73,1,19,26.0
Brian Hoyer,5277,QB,2,NE,7,-9,0,0,0.0
Chad Henne,4371,QB,3,MIA,7,-8,0,0,0.0
Troy Smith,3790,QB,2,BLT,7,24,1,15,62.5
Ted Ginn Jr.,3625,WR,6,MIA,7,48,2,38,79.2
Jackie Battle,3885,HB,3,KC,7,21,0,0,0.0
Brandon Marshall,3064,WR,6,DEN,7,39,0,0,0.0
Brett Favre,14,QB,5,MIN,6,0,0,0,
Devin Hester,3002,WR,4,CHI,6,-1,0,0,0.0
Terrell Owens,188,WR,6,BUF,6,54,1,29,53.7
Louis Murphy,5048,WR,4,OAK,6,31,0,0,0.0
Robert Meachem,3643,WR,6,NO,6,82,2,56,68.3
Deshawn Wynn,3844,HB,3,GB,6,19,0,0,0.0
Patrick Cobbs,3272,HB,4,MIA,6,36,1,19,52.8
Javarris Williams,5136,HB,3,KC,6,6,0,0,0.0
LaRod Stephens-Howling,5164,HB,6,ARZ,6,15,0,0,0.0
Bruce Gradkowski,3139,QB,2,OAK,6,6,0,0,0.0
Corey McIntyre,1278,FB,2,BUF,5,34,1,25,73.5
Chris Redman,635,QB,3,ATL,5,-1,0,0,0.0
Kyle Boller,1335,QB,3,STR,5,3,0,0,0.0
Daunte Culpepper,446,QB,2,DET,5,4,0,0,0.0
Mike Wallace,5007,WR,4,PIT,5,48,1,21,43.8
Xavier Omon,4493,HB,3,BUF,5,22,0,0,0.0
Aaron Stecker,572,HB,2,ATL,5,15,0,0,0.0
Wes Welker,2204,WR,4,NE,5,36,0,0,0.0
Jalen Parmele,4490,HB,1,BLT,5,17,0,0,0.0
Heath Evans,843,FB,3,NO,5,16,0,0,0.0
Matthew Stafford,4924,QB,3,DET,5,-5,0,0,0.0
Josh Morgan,4488,WR,5,SF,5,61,2,36,59.0
Matt Flynn,4523,QB,2,GB,5,-5,0,0,0.0
Steve Smith,837,WR,4,CAR,5,22,1,17,77.3
Patrick Crayton,1932,WR,4,DAL,4,41,2,36,87.8
Greg Jones II,1776,FB,2,JAX,4,23,0,0,0.0
Devery Henderson,1771,WR,4,NO,4,13,0,0,0.0
Justin Griffith,1433,FB,3,SEA,4,6,0,0,0.0
Matt Hasselbeck,408,QB,3,SEA,4,20,1,19,95.0
Brian Hartline,5031,WR,3,MIA,4,29,1,16,55.2
Donnie Avery,4347,WR,4,STR,4,30,1,15,50.0
Matt Lawrence,4887,HB,1,BLT,4,0,0,0,
Kevin Walter,1549,WR,4,HST,4,26,0,0,0.0
David Carr,1009,QB,2,NYG,4,-4,0,0,0.0
Jeremi Johnson,1430,FB,4,CIN,4,8,0,0,0.0
Ovie Mughelli,1445,FB,3,ATL,4,10,0,0,0.0
Mark Clayton,2239,WR,3,BLT,4,28,0,0,0.0
Dennis Dixon,4470,QB,1,PIT,3,27,1,24,88.9
Santonio Holmes,2970,WR,3,PIT,3,6,0,0,0.0
Michael Robinson,3045,HB,3,SF,3,2,0,0,0.0
Delanie Walker,3120,TE,3,SF,3,35,1,16,45.7
Naufahu Tahi,3526,FB,3,MIN,3,5,0,0,0.0
Jeff Dugan,1936,TE,3,MIN,3,7,0,0,0.0
Drew Stanton,3659,QB,2,DET,3,-2,0,0,0.0
David Clowney,3773,WR,3,NYJ,3,1,0,0,0.0
Gary Russell,4059,FB,2,OAK,3,0,0,0,
Devin Thomas,4348,WR,3,WAS,3,-2,0,0,0.0
Andre Caldwell,4411,WR,2,CIN,3,22,1,15,68.2
Josh Johnson,4474,QB,2,TB,3,1,0,0,0.0
Mike Cox,4716,FB,2,KC,3,5,0,0,0.0
Danny Amendola,4717,WR,3,STR,3,-2,0,0,0.0
Clifton Smith,4854,HB,2,TB,3,7,0,0,0.0
Mark Brunell,51,QB,1,NO,3,-3,0,0,0.0
Chris Simms,1411,QB,1,DEN,3,-4,0,0,0.0
Jason Wright,2212,HB,3,ARZ,3,17,0,0,0.0
Vincent Jackson,2278,WR,3,SD,3,11,0,0,0.0
Chad Johnson,806,WR,3,CIN,3,32,1,26,81.3
Jacoby Jones,3689,WR,3,HST,3,22,1,17,77.3
Trent Edwards,3708,QB,3,BUF,3,4,0,0,0.0
Legedu Naanee,3788,WR,3,SD,3,7,0,0,0.0
Brian Brohm,4370,QB,1,BUF,3,-3,0,0,0.0
Jeff Garcia,550,QB,1,PHI,3,-2,0,0,0.0
Mark Bradley,2256,WR,2,KC,2,20,1,22,110.0
Johnnie Lee Higgins,3715,WR,2,OAK,2,21,1,19,90.5
Jerricho Cotchery,1829,WR,2,NYJ,2,7,0,0,0.0
Shaun Hill,1255,QB,1,SF,2,-2,0,0,0.0
Chansi Stuckey,3851,WR,2,CLV,2,6,0,0,0.0
Rex Grossman,1338,QB,1,HST,2,-3,0,0,0.0
Nate Burleson,1386,WR,2,SEA,2,4,0,0,0.0
Anquan Boldin,1369,WR,2,ARZ,2,7,0,0,0.0
Dallas Clark,1340,TE,2,IND,2,11,0,0,0.0
Laveranues Coles,638,WR,2,CIN,2,10,0,0,0.0
Byron Leftwich,1323,QB,2,TB,2,1,0,0,0.0
Andre Johnson,1319,WR,2,HST,2,10,0,0,0.0
J.T. O'Sullivan,1169,QB,2,CIN,2,9,0,0,0.0
Nate Washington,2832,WR,2,TEN,2,15,0,0,0.0
Marc Bulger,684,QB,1,STR,2,-4,0,0,0.0
Austin Collie,5051,WR,2,IND,2,1,0,0,0.0
Davone Bess,4694,WR,2,MIA,2,9,0,0,0.0
Bobby Wade,1448,WR,2,KC,2,11,0,0,0.0
Jeremy Maclin,4942,WR,2,PHI,2,-7,0,0,0.0
Darrius Heyward-Bey,4930,WR,2,OAK,2,19,1,20,105.3
Pierre Garcon,4519,WR,2,IND,2,10,1,17,170.0
Kyle Eckel,2574,FB,1,NO,2,6,0,0,0.0
Mike Karney,1875,FB,1,STR,2,8,0,0,0.0
Hakeem Nicks,4952,WR,2,NYG,2,8,0,0,0.0
Steve Breaston,3758,WR,2,ARZ,2,44,2,44,100.0
Kevin Kolb,3652,QB,2,PHI,2,0,0,0,
Quinten Lawrence,5099,WR,2,KC,2,42,2,42,100.0
Carey Davis,2029,FB,1,PIT,2,15,0,0,0.0
Miles Austin,3211,WR,2,DAL,2,-2,0,0,0.0
Santana Moss,786,WR,2,WAS,2,8,0,0,0.0
Montell Owens,3452,FB,2,JAX,2,1,0,0,0.0
Roscoe Parrish,2272,WR,2,BUF,2,4,0,0,0.0
Julian Edelman,5156,WR,1,NE,1,5,0,0,0.0
Keith Null,5120,QB,1,STR,1,0,0,0,
Tyler Thigpen,3833,QB,1,KC,1,2,0,0,0.0
Reggie Brown,2252,WR,1,PHI,1,-3,0,0,0.0
Deion Branch,1072,WR,1,SEA,1,-8,0,0,0.0
Marques Colston,3197,WR,1,NO,1,6,0,0,0.0
Quan Cosby,5342,WR,1,CIN,1,-2,0,0,0.0
Brandon Tate,5006,WR,1,NE,1,11,0,0,0.0
Lance Long,4648,WR,1,KC,1,-1,0,0,0.0
Derrick Williams,5005,WR,1,DET,1,4,0,0,0.0
Kevin Boss,3769,TE,1,NYG,1,16,1,16,100.0
Chris Pressley,5347,FB,1,TB,1,0,0,0,
Kellen Winslow,1727,TE,1,TB,1,7,0,0,0.0
Oren O'Neal,3791,FB,1,OAK,1,0,0,0,
Mohamed Massaquoi,4973,WR,1,CLV,1,-3,0,0,0.0
B.J. Askew,1400,FB,1,TB,1,0,0,0,
Craig Davis,3646,WR,1,SD,1,4,0,0,0.0
Kelley Washington,1380,WR,1,BLT,1,1,0,0,0.0
Yamon Figurs,3690,WR,1,DET,1,-2,0,0,0.0
Charlie Frye,2284,QB,1,OAK,1,26,1,26,100.0
Ahmard Hall,3336,FB,1,TEN,1,5,0,0,0.0
Matthew Slater,4467,WR,1,NE,1,6,0,0,0.0
Dustin Keller,4344,TE,1,NYJ,1,7,0,0,0.0
Chad Pennington,596,QB,1,MIA,1,4,0,0,0.0
Zach Miller,5104,TE,1,JAX,1,3,0,0,0.0
Eddie Royal,4356,WR,1,DEN,1,1,0,0,0.0
Curtis Painter,5125,QB,1,IND,1,-2,0,0,0.0
Derrick Mason,271,WR,1,BLT,1,2,0,0,0.0
Roddy White,2244,WR,1,ATL,1,2,0,0,0.0
Marty Booker,487,WR,1,ATL,1,7,0,0,0.0
Donald Driver,533,WR,1,GB,1,13,0,0,0.0
Isaac Bruce,80,WR,1,SF,1,-8,0,0,0.0
Kevin Ogletree,5387,WR,1,DAL,1,6,0,0,0.0
Kory Sheets,5378,HB,1,MIA,1,5,0,0,0.0
