league,method,model_family,slice_type,slice_value,rows,rmse,mae,bias,spearman
beta,current_single,conditional_ppg_lasso,season,2023,404.0,2.981534722262749,2.2539403341431337,0.32227147425499675,0.7859910293191749
beta,current_single,conditional_ppg_lasso,season,2024,406.0,2.982280531028193,2.3672154681890123,0.09936298872838037,0.7959215601756239
beta,current_single,conditional_ppg_lasso,season,2025,416.0,2.832561187640942,2.1674235106104742,0.0282703529392336,0.8058649791632844
beta,current_single,conditional_ppg_lightgbm,season,2023,404.0,2.9807489259834847,2.306502359196244,0.4544950206967995,0.787915465172687
beta,current_single,conditional_ppg_lightgbm,season,2024,406.0,3.0116241085479554,2.4186409922255314,0.2862388465425336,0.7915169664123876
beta,current_single,conditional_ppg_lightgbm,season,2025,416.0,2.757242459763458,2.171563541178905,0.38962045742599744,0.8034675589249175
beta,current_single,conditional_ppg_random_forest,season,2023,404.0,2.9714281041293598,2.3114521321150323,0.542936870385253,0.787612441754214
beta,current_single,conditional_ppg_random_forest,season,2024,406.0,3.005857527695377,2.4132905907123923,0.3086855909621532,0.7982463234137755
beta,current_single,conditional_ppg_random_forest,season,2025,416.0,2.7682509522260816,2.174789964111714,0.39346632527406583,0.8026064814576591
beta,current_single,primary_blend,season,2023,404.0,2.957170733225492,2.268435063168328,0.43990112177901636,0.7897820897760487
beta,current_single,primary_blend,season,2024,406.0,2.977520692912475,2.3787086577385383,0.23142914207768908,0.7978166053188869
beta,current_single,primary_blend,season,2025,416.0,2.7411641969633553,2.123707053114137,0.27045237854643234,0.8080535074711345
beta,challenger_standalone,conditional_ppg_catboost,position,QB,121.0,3.8019477493080833,2.9966129030252704,0.20587921927595382,0.5320214063135076
beta,challenger_standalone,conditional_ppg_catboost,position,RB,327.0,3.366576362804224,2.6720931360992624,0.3130770753707296,0.7644800643837212
beta,challenger_standalone,conditional_ppg_catboost,position,TE,269.0,2.0198822839387764,1.6396837223754221,0.3556755789207431,0.7161676587644089
beta,challenger_standalone,conditional_ppg_catboost,position,WR,509.0,2.758105869038844,2.229690542975785,0.617255789372785,0.7310775437648156
beta,challenger_standalone,conditional_ppg_extra_trees,position,QB,121.0,3.693855787167261,2.904636229063885,0.1947041177661989,0.5270695027774013
beta,challenger_standalone,conditional_ppg_extra_trees,position,RB,327.0,3.3656176687101858,2.675359420037557,0.24823361527113172,0.7620722661171049
beta,challenger_standalone,conditional_ppg_extra_trees,position,TE,269.0,2.002088682599038,1.6009643046071709,0.27476995982251534,0.7002068654933411
beta,challenger_standalone,conditional_ppg_extra_trees,position,WR,509.0,2.7307139390561797,2.2141582899349124,0.5743456920519766,0.7354667675286677
beta,current_plus_both_equal5,primary_blend,position,QB,121.0,3.755105675064532,2.9297950080906485,0.11441777547954358,0.5260059612518627
beta,current_plus_both_equal5,primary_blend,position,RB,327.0,3.3528047246726436,2.6449852989471565,0.21593990111942818,0.765765676875029
beta,current_plus_both_equal5,primary_blend,position,TE,269.0,1.9921106323376032,1.5993879583721768,0.27298903153351833,0.7109262031785298
beta,current_plus_both_equal5,primary_blend,position,WR,509.0,2.728667684194612,2.2023203001451788,0.5387995547166597,0.7364348910009463
beta,current_plus_catboost_equal4,primary_blend,position,QB,121.0,3.7816759049309243,2.9560032809011854,0.09434618990787973,0.5288307817368918
beta,current_plus_catboost_equal4,primary_blend,position,RB,327.0,3.3547890101184814,2.6421296558219294,0.20786647258150226,0.7664807258941533
beta,current_plus_catboost_equal4,primary_blend,position,TE,269.0,1.9948057284495935,1.602287955311544,0.27254379946126905,0.7114076871602484
beta,current_plus_catboost_equal4,primary_blend,position,WR,509.0,2.7311231096360253,2.2016600259314716,0.5299130203828304,0.7358387657197265
beta,current_plus_extra_trees_equal4,primary_blend,position,QB,121.0,3.74886006176332,2.9257881544596835,0.09155241453044109,0.5212030890123288
beta,current_plus_extra_trees_equal4,primary_blend,position,RB,327.0,3.351903262852443,2.6395654595326756,0.19165560755660277,0.7650902670023932
beta,current_plus_extra_trees_equal4,primary_blend,position,TE,269.0,1.987989566380372,1.5943344470997596,0.25231739468671216,0.7081356305239213
beta,current_plus_extra_trees_equal4,primary_blend,position,WR,509.0,2.7237556655589796,2.196781214605679,0.5191854960526283,0.7370067199228185
beta,current_single,conditional_ppg_lasso,position,QB,121.0,3.948466187953989,3.1565007574273087,0.07406223185879901,0.5044777130470125
beta,current_single,conditional_ppg_lasso,position,RB,327.0,3.374454866639115,2.5976779669914456,0.06390490790881483,0.7647695502717132
beta,current_single,conditional_ppg_lasso,position,TE,269.0,2.014104939093647,1.5887942049615025,-0.16875574875220956,0.6974834909872694
beta,current_single,conditional_ppg_lasso,position,WR,509.0,2.746270231259191,2.1897183251531858,0.3886765762646553,0.7381577485722077
beta,current_single,conditional_ppg_lightgbm,position,QB,121.0,3.797257327280433,2.9815869168381086,-0.009522903661638158,0.5243810533489659
beta,current_single,conditional_ppg_lightgbm,position,RB,327.0,3.360598920164943,2.6755969830444832,0.21564700378309082,0.7613551042275377
beta,current_single,conditional_ppg_lightgbm,position,TE,269.0,2.0264847995420876,1.636825562200796,0.3212330588200378,0.7070607512062749
beta,current_single,conditional_ppg_lightgbm,position,WR,509.0,2.7652163010182433,2.2419790225231857,0.6014441623386797,0.7305986023080475
beta,current_single,conditional_ppg_random_forest,position,QB,121.0,3.773755748598414,2.9600259936045177,0.10696621215840504,0.5122070180192385
beta,current_single,conditional_ppg_random_forest,position,RB,327.0,3.3801768233329685,2.683407928716759,0.2388369032633737,0.7605386290776819
beta,current_single,conditional_ppg_random_forest,position,TE,269.0,2.077551951917582,1.7198447664222145,0.582022308856505,0.714088215140418
beta,current_single,conditional_ppg_random_forest,position,WR,509.0,2.7333452051230474,2.200509796051228,0.5122755535552017,0.7364821642544334
beta,current_single,primary_blend,position,QB,121.0,3.78148409679477,2.962249524113284,0.05716851345185512,0.5227611434764936
beta,current_single,primary_blend,position,RB,327.0,3.3547200032304314,2.6332699686115157,0.17279627165175981,0.7657823218845934
beta,current_single,primary_blend,position,TE,269.0,1.990252817119872,1.5958105571652887,0.24483320630811117,0.7084429541665418
beta,current_single,primary_blend,position,WR,509.0,2.725952897970882,2.194265427556378,0.5007987640528456,0.7366112898496174
