player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Jerious Norwood,3024,HB,14,ATL,99,12,111,2.71,8,2,24.4
Correll Buckhalter,869,HB,16,PHI,83,24,107,2.64,13,10,56.7
Brandon Jacobs,2327,HB,15,NYG,96,11,107,3.16,17,1,53.1
Vernand Morency,2290,HB,12,GB,88,17,105,3.22,9,4,39.8
Donald Driver,533,WR,16,GB,7,94,101,2.86,0,13,36.8
Andre Johnson,1319,WR,16,HST,3,98,101,4.67,1,14,69.3
Mike Furrey,726,WR,16,DET,0,98,98,,2,3,5.1
Michael Pittman,382,HB,16,TB,50,46,96,2.48,4,7,28.4
Marvin Harrison,162,WR,16,IND,0,95,95,,0,6,6.3
Laveranues Coles,638,WR,16,NYJ,2,93,95,7.50,1,11,94.7
Torry Holt,441,WR,16,STR,0,94,94,,1,4,5.3
Chad Johnson,806,WR,16,CIN,6,87,93,1.33,2,3,7.2
T.J. Houshmandzadeh,921,WR,14,CIN,3,90,93,3.00,0,11,35.5
Steve Smith,837,WR,14,CAR,8,83,91,2.13,0,13,30.4
Kellen Winslow,1727,TE,16,CLV,0,89,89,,0,14,15.7
Jerricho Cotchery,1829,WR,16,NYJ,6,81,87,1.83,1,10,23.2
Anquan Boldin,1369,WR,16,ARZ,4,83,87,5.50,0,26,164.4
Reggie Wayne,800,WR,16,IND,0,86,86,,1,4,5.8
Roy Williams,1728,WR,16,DET,2,82,84,1.00,0,9,10.7
Terrell Owens,188,WR,16,DAL,0,84,84,,0,19,22.6
Vince Young,2948,QB,15,TEN,83,0,83,2.89,13,7,69.7
Michael Turner,1873,HB,13,SD,79,3,82,4.81,16,2,105.6
Mike Alstott,170,FB,16,TB,60,21,81,2.40,5,5,29.6
Javon Walker,1027,WR,16,DEN,9,69,78,13.89,5,11,284.9
Lee Evans,1734,WR,16,BUF,0,78,78,,0,6,7.7
Hines Ward,380,WR,14,PIT,2,74,76,2.50,1,4,16.4
Mark Clayton,2239,WR,16,BLT,7,68,75,0.29,0,2,0.8
LenDale White,2990,HB,13,TEN,61,14,75,2.70,3,2,18.0
Najeh Davenport,1131,HB,13,PIT,60,15,75,3.40,11,1,54.4
Isaac Bruce,80,WR,16,STR,0,73,73,,0,4,5.5
Tony Gonzalez,237,TE,15,KC,0,73,73,,1,9,13.7
Todd Heap,801,TE,16,BLT,0,73,73,,0,4,5.5
Terry Glenn,156,WR,15,DAL,3,70,73,3.00,0,4,16.4
Keyshawn Johnson,153,WR,16,CAR,1,70,71,5.00,1,4,35.2
Antonio Gates,1609,TE,16,SD,0,71,71,,1,8,12.7
Marques Colston,3197,WR,14,NO,0,70,70,,1,5,8.6
Sam Gado,2599,HB,8,HST,54,16,70,2.24,5,1,19.2
Derrick Mason,271,WR,16,BLT,1,68,69,6.00,2,6,69.6
Mewelde Moore,1840,HB,16,MIN,25,44,69,3.36,6,12,87.7
Larry Fitzgerald,1724,WR,13,ARZ,0,69,69,,0,5,7.2
Jason Wright,2212,HB,9,CLV,62,6,68,2.35,3,0,10.4
Kevin Faulk,470,HB,15,NE,25,43,68,2.36,1,2,10.4
Chris Chambers,821,WR,16,MIA,8,59,67,5.13,2,8,76.5
Arlen Harris,1621,HB,9,DET,49,18,67,2.37,6,3,31.8
Wes Welker,2204,WR,16,MIA,0,67,67,,0,8,11.9
Jeremy Shockey,1021,TE,15,NYG,0,66,66,,0,4,6.1
Noah Herron,2461,HB,15,GB,37,28,65,2.08,0,3,9.6
Joey Galloway,117,WR,16,TB,2,62,64,5.50,1,4,43.0
Braylon Edwards,2220,WR,16,CLV,3,61,64,3.33,1,11,62.5
Arnaz Battle,1499,WR,16,SF,5,59,64,1.80,2,9,30.9
Jason Witten,1384,TE,16,DAL,0,64,64,,1,7,12.5
Plaxico Burress,586,WR,15,NYG,0,63,63,,0,5,7.9
Darrell Jackson,639,WR,13,SEA,0,63,63,,0,9,14.3
Ronald Curry,1199,WR,16,OAK,1,62,63,6.00,1,6,66.7
Reche Caldwell,1055,WR,16,NE,1,61,62,0.00,0,5,0.0
Randy McMichael,1114,TE,16,MIA,0,62,62,,0,11,17.7
Mack Strong,66,FB,16,SEA,33,29,62,2.18,5,1,21.1
Muhsin Muhammad,173,WR,16,CHI,0,60,60,,0,5,8.3
Reggie Williams,1730,WR,16,JAX,7,52,59,1.86,0,9,28.3
Santana Moss,786,WR,14,WAS,7,51,58,5.14,2,11,115.3
Musa Smith,1392,HB,12,BLT,36,22,58,1.89,3,3,19.5
Marty Booker,487,WR,14,MIA,3,55,58,3.00,0,3,15.5
Deion Branch,1072,WR,14,SEA,4,53,57,2.00,0,2,7.0
Chris Cooley,1802,TE,16,WAS,0,57,57,,0,13,22.8
Eddie Kennison,161,WR,16,KC,4,53,57,2.50,1,2,13.2
Travis Taylor,588,WR,16,MIN,1,55,56,2.00,1,3,14.3
Eric Moulds,165,WR,16,HST,1,55,56,1.00,0,8,14.3
Alge Crumpler,805,TE,16,ATL,0,56,56,,3,3,10.7
Bernard Berrian,1799,WR,15,CHI,2,53,55,1.00,0,5,9.1
Peerless Price,473,WR,16,BUF,5,49,54,2.00,0,3,11.1
Rod Smith,111,WR,16,DEN,1,52,53,0.00,0,4,0.0
David Carr,1009,QB,16,HST,53,0,53,1.23,2,1,6.9
Stephen Davis,192,HB,15,STR,40,12,52,2.18,2,1,12.5
Antwaan Randle El,1069,WR,16,WAS,19,33,52,4.79,3,1,36.8
Eric Parker,1292,WR,15,SD,2,48,50,12.50,0,4,100.0
Santonio Holmes,2970,WR,16,PIT,1,48,49,5.00,1,4,51.0
Reggie Brown,2252,WR,16,PHI,3,46,49,3.00,1,6,42.9
Benjamin Watson,1753,TE,13,NE,0,49,49,,0,6,12.2
Zack Crockett,136,FB,16,OAK,39,10,49,2.36,2,1,14.4
Tom Brady,698,QB,16,NE,48,0,48,0.38,2,1,2.3
L.J. Smith,1376,TE,16,PHI,0,48,48,,1,6,14.6
Mike Anderson,693,HB,14,BLT,39,9,48,2.95,3,2,30.7
Philip Rivers,1725,QB,16,SD,48,0,48,0.44,0,0,0.0
Kenny Watson,1001,HB,16,CIN,25,23,48,3.84,7,2,72.0
Charlie Frye,2284,QB,13,CLV,47,0,47,2.83,6,5,66.2
David Garrard,1109,QB,11,JAX,47,0,47,2.94,6,6,75.0
Michael Robinson,3045,HB,14,SF,37,9,46,1.65,6,1,25.1
Drew Bennett,941,WR,16,TEN,0,46,46,,0,6,13.0
Lorenzo Neal,47,FB,16,SD,29,17,46,2.24,0,3,14.6
Desmond Clark,529,TE,16,CHI,0,45,45,,2,4,13.3
Michael Bennett,797,HB,11,KC,36,9,45,3.14,2,3,34.9
Troy Brown,56,WR,16,NE,2,43,45,10.50,0,3,70.0
D.J. Hackett,1876,WR,14,SEA,0,45,45,,0,2,4.4
Steve McNair,114,QB,16,BLT,45,0,45,0.89,4,4,15.8
Artose Pinner,1412,HB,10,MIN,43,2,45,3.26,6,0,43.4
Greg Jennings,2997,WR,14,GB,0,45,45,,0,11,24.4
Jermaine Wiggins,576,TE,16,MIN,0,44,44,,1,2,6.8
Kevin Curtis,1389,WR,16,STR,4,40,44,2.25,2,1,15.3
Alex Smith,2218,QB,16,SF,44,0,44,1.55,0,1,3.5
Chris Brown,1407,HB,5,TEN,41,2,43,1.73,5,0,20.1
Samie Parker,1826,WR,16,KC,3,40,43,0.67,0,4,6.2
Brad Hoover,740,FB,16,CAR,22,20,42,2.18,4,3,36.4
Randy Moss,342,WR,13,OAK,0,42,42,,0,5,11.9
Justin Griffith,1433,FB,16,ATL,19,23,42,1.89,0,4,18.0
Maurice Hicks,1253,HB,13,SF,29,13,42,1.69,2,3,20.1
Matt Jones,2238,WR,14,JAX,2,40,42,0.00,0,5,0.0
Bryant Johnson,1333,WR,16,ARZ,1,40,41,1.00,1,6,17.1
Bruce Gradkowski,3139,QB,13,TB,41,0,41,1.93,2,2,18.8
Drew Brees,802,QB,16,NO,41,0,41,0.73,2,1,5.4
Reshard Lee,1647,FB,14,OAK,21,20,41,2.29,2,2,22.3
T.J. Duckett,1025,HB,10,WAS,38,2,40,2.26,1,0,5.7
Antonio Bryant,1070,WR,14,SF,0,40,40,,0,4,10.0
Joe Jurevicius,365,WR,13,CLV,0,40,40,,0,2,5.0
Michael Jenkins,1750,WR,16,ATL,1,39,40,2.00,0,1,5.0
Cedrick Wilson,901,WR,15,PIT,2,37,39,5.00,0,4,51.3
George Wrighster,1417,TE,16,JAX,0,39,39,,0,5,12.8
Michael Clayton,1736,WR,12,TB,5,33,38,2.60,1,5,41.1
J.P. Losman,1743,QB,16,BUF,38,0,38,3.29,1,1,17.3
Donte' Stallworth,1020,WR,12,PHI,0,38,38,,0,5,13.2
Nate Washington,2832,WR,16,PIT,3,35,38,2.00,0,2,10.5
Keenan McCardell,19,WR,14,SD,1,36,37,1.00,0,4,10.8
Troy Williamson,2224,WR,14,MIN,0,37,37,,0,3,8.1
Chris Henry,2300,WR,13,CIN,0,36,36,,0,2,5.6
Patrick Crayton,1932,WR,16,DAL,0,36,36,,0,6,16.7
Jake Plummer,248,QB,12,DEN,36,0,36,1.67,2,1,13.9
Joe Horn,199,WR,10,NO,0,36,36,,0,1,2.8
Steve Heiden,481,TE,16,CLV,0,36,36,,0,5,13.9
Ernest Wilford,1841,WR,16,JAX,0,36,36,,0,2,5.6
Ben Utecht,2199,TE,15,IND,0,36,36,,2,1,8.3
Josh Reed,1043,WR,13,BUF,4,31,35,4.00,1,6,80.0
Chad Pennington,596,QB,16,NYJ,34,1,35,1.21,1,1,6.9
Alex Smith,2288,TE,14,TB,0,35,35,,1,5,17.1
Jon Kitna,217,QB,16,DET,34,0,34,2.74,3,4,56.3
Ike Hilliard,233,WR,16,TB,0,34,34,,0,5,14.7
Owen Daniels,3043,TE,14,HST,0,34,34,,1,4,14.7
Heath Evans,843,FB,16,NE,27,7,34,2.22,3,1,26.1
Eric Johnson,929,TE,13,SF,0,34,34,,0,4,11.8
Verron Haynes,1156,HB,7,PIT,16,18,34,2.75,2,3,40.4
Tony Romo,1693,QB,13,DAL,34,0,34,1.12,0,0,0.0
Heath Miller,2247,TE,16,PIT,0,34,34,,0,3,8.8
Devery Henderson,1771,WR,13,NO,2,32,34,0.00,0,1,0.0
Ovie Mughelli,1445,FB,16,BLT,12,21,33,3.00,2,1,27.3
Bobby Wade,1448,WR,16,TEN,0,33,33,,0,8,24.2
Amani Toomer,169,WR,8,NYG,1,32,33,4.00,0,2,24.2
Jason McKie,1279,FB,15,CHI,8,25,33,1.75,1,3,21.2
Ben Roethlisberger,1732,QB,15,PIT,32,0,32,1.47,4,4,36.7
Donovan McNabb,438,QB,10,PHI,32,0,32,2.13,3,3,39.8
Roddy White,2244,WR,16,ATL,0,31,31,,0,0,0.0
Chris Taylor,3529,HB,3,HST,28,3,31,2.43,3,1,31.3
Chris Baker,1091,TE,16,NYJ,0,31,31,,0,1,3.2
Bo Scaife,2396,TE,14,TEN,1,29,30,0.00,3,5,0.0
Michael Sellers,432,FB,16,WAS,12,18,30,2.08,0,2,13.9
Vincent Jackson,2278,WR,16,SD,3,27,30,1.00,0,0,0.0
Drew Carter,1881,WR,14,CAR,2,28,30,2.50,0,0,0.0
Dallas Clark,1340,TE,12,IND,0,30,30,,0,4,13.3
Marcus Robinson,272,WR,10,MIN,0,29,29,,0,1,3.4
Brad Johnson,31,QB,15,MIN,29,0,29,1.10,0,1,3.8
Dante' Hall,677,WR,15,KC,3,26,29,3.00,0,2,20.7
Jerome Harrison,3090,HB,10,CLV,20,9,29,2.60,3,1,35.9
Aveion Cason,945,HB,6,DET,24,5,29,2.46,4,0,33.9
Ashley Lelie,1026,WR,15,ATL,0,28,28,,1,0,3.6
Derrick Blaylock,889,HB,2,NYJ,23,5,28,1.83,4,0,26.1
Brandon Jones,2313,WR,16,TEN,1,27,28,11.00,1,0,39.3
Alvis Whitted,411,WR,14,OAK,1,27,28,1.00,0,1,3.6
Randal Williams,1003,TE,16,OAK,0,28,28,,0,0,0.0
Carson Palmer,1317,QB,16,CIN,26,0,26,0.31,0,0,0.0
Brad Smith,3048,WR,16,NYJ,18,8,26,3.50,2,1,40.4
Obafemi Ayanbadejo,297,FB,13,ARZ,9,17,26,2.56,0,4,39.3
Dennis Northcutt,605,WR,13,CLV,3,22,25,1.67,0,3,20.0
Byron Leftwich,1323,QB,6,JAX,25,0,25,0.60,1,0,2.4
Rex Grossman,1338,QB,16,CHI,24,1,25,0.13,0,0,0.0
Bobby Engram,177,WR,7,SEA,1,24,25,2.00,0,2,16.0
Jeff Garcia,550,QB,8,PHI,25,0,25,1.04,1,1,8.3
Courtney Anderson,1959,TE,16,OAK,0,25,25,,2,0,8.0
Doug Gabriel,1473,WR,12,NE,0,25,25,,0,3,12.0
Mike Karney,1875,FB,15,NO,11,14,25,0.91,0,1,3.6
Bubba Franks,592,TE,16,GB,0,25,25,,1,2,12.0
Eli Manning,1722,QB,16,NYG,25,0,25,0.40,0,0,0.0
Justin McCareins,872,WR,16,NYJ,0,24,24,,0,0,0.0
Robert Royal,1151,TE,16,BUF,1,23,24,0.00,1,1,0.0
Billy McMullen,1409,WR,16,MIN,0,24,24,,0,2,8.3
Jason Campbell,2242,QB,7,WAS,24,0,24,3.04,1,1,25.3
Greg Lewis,1650,WR,16,PHI,0,24,24,,0,0,0.0
Terrance Copper,2016,WR,12,NO,1,23,24,9.00,1,0,37.5
Roscoe Parrish,2272,WR,16,BUF,2,21,23,3.50,2,2,60.9
Aaron Stecker,572,HB,12,NO,4,19,23,4.00,0,2,34.8
Brett Favre,14,QB,16,GB,23,0,23,0.09,0,0,0.0
Troy Walters,682,WR,15,ARZ,0,23,23,,0,0,0.0
Peyton Manning,327,QB,16,IND,23,0,23,0.04,1,1,0.4
Marcel Shipp,987,HB,12,ARZ,17,6,23,1.06,1,0,4.6
Vernon Davis,2951,TE,10,SF,2,20,22,2.50,1,6,79.5
Travis Minor,846,HB,6,MIA,19,3,22,2.21,1,0,10.0
Ahmard Hall,3336,FB,14,TEN,7,15,22,2.29,2,4,62.3
Jerramy Stevens,1035,TE,11,SEA,0,22,22,,1,2,13.6
Hank Baskett,3220,WR,16,PHI,0,22,22,,0,1,4.5
Tim Carter,1053,WR,16,NYG,0,22,22,,1,0,4.5
Brandon Marshall,3064,WR,15,DEN,2,20,22,1.00,0,8,36.4
Damian Nash,2359,HB,3,DEN,18,4,22,2.44,1,0,11.1
Kyle Boller,1335,QB,4,BLT,22,0,22,0.45,0,0,0.0
J.J. Arrington,2261,HB,12,ARZ,14,8,22,1.57,0,2,14.3
Demetrius Williams,3056,WR,16,BLT,0,22,22,,0,2,9.1
Brandon Lloyd,1436,WR,15,WAS,0,22,22,,0,1,4.5
Jeremi Johnson,1430,FB,16,CIN,15,7,22,2.07,0,0,0.0
Ryan Moats,2294,HB,5,PHI,22,0,22,2.18,2,0,19.8
Aaron Brooks,509,QB,8,OAK,22,0,22,3.55,3,4,112.8
Matt Leinart,2955,QB,12,ARZ,21,0,21,1.14,0,0,0.0
Rashied Davis,2554,WR,16,CHI,0,21,21,,0,0,0.0
Reggie Kelly,468,TE,16,CIN,0,21,21,,0,3,14.3
Kris Mangum,292,TE,14,CAR,0,21,21,,1,1,9.5
Thomas Tapeh,1880,FB,16,PHI,5,16,21,0.40,0,2,3.8
Nick Goings,956,HB,9,CAR,11,10,21,2.82,0,1,13.4
Dan Campbell,488,TE,16,DET,0,21,21,,0,1,4.8
Derek Hagan,3027,WR,16,MIA,0,21,21,,0,2,9.5
Ciatrick Fason,2329,HB,4,MIN,18,3,21,4.33,1,0,20.6
Ruvell Martin,2111,WR,13,GB,0,21,21,,0,0,0.0
Alvin Pearman,2344,HB,6,JAX,19,2,21,1.74,1,0,8.3
David Martin,916,TE,11,GB,0,21,21,,1,1,9.5
Jameel Cook,904,FB,11,HST,3,18,21,6.00,0,0,0.0
Joe Klopfenstein,2991,TE,16,STR,0,20,20,,2,2,20.0
Daniel Wilcox,1002,TE,14,BLT,0,20,20,,0,3,15.0
Daniel Graham,1028,TE,12,NE,0,20,20,,1,0,5.0
David Tyree,1511,WR,14,NYG,0,19,19,,0,2,10.5
Trent Green,58,QB,8,KC,19,0,19,2.63,1,1,27.7
Chris Perry,1747,HB,6,CIN,10,9,19,4.40,5,0,115.8
Tony Fisher,1241,HB,8,STR,5,14,19,1.40,0,2,14.7
Joey Harrington,1011,QB,11,MIA,19,0,19,0.47,0,0,0.0
Tony Scheffler,3006,TE,12,DEN,1,18,19,1.00,0,1,5.3
Stephen Alexander,362,TE,16,DEN,0,18,18,,1,1,11.1
Jake Delhomme,303,QB,13,CAR,18,0,18,0.17,0,0,0.0
Mark Campbell,545,TE,14,NO,0,18,18,,0,1,5.6
Nate Burleson,1386,WR,16,SEA,0,18,18,,1,0,5.6
Tony Richardson,110,FB,9,MIN,5,13,18,2.40,0,3,40.0
Bryan Fletcher,1184,TE,13,IND,0,18,18,,0,2,11.1
Kevin Walter,1549,WR,16,HST,1,17,18,3.00,0,0,0.0
Anthony Becht,602,TE,16,TB,0,18,18,,0,0,0.0
Tim Dwight,390,WR,9,NYJ,2,16,18,2.50,0,1,13.9
Cecil Sapp,1695,FB,11,DEN,10,8,18,3.70,2,0,41.1
Az-Zahir Hakim,383,WR,6,DET,1,17,18,0.00,0,2,0.0
Marc Bulger,684,QB,16,STR,17,0,17,0.18,0,0,0.0
Matt Hasselbeck,408,QB,12,SEA,17,0,17,3.35,1,2,59.2
Chad Jackson,2981,WR,12,NE,4,13,17,2.25,1,1,26.5
Justin Peelle,1104,TE,15,MIA,0,16,16,,0,1,6.3
Terrelle Smith,651,FB,16,CLV,8,8,16,1.25,0,2,15.6
Leonard Pope,3017,TE,16,ARZ,0,16,16,,0,1,6.3
Brandon Manumaleuna,876,TE,16,SD,1,14,15,1.00,0,1,6.7
Adam Bergen,2494,TE,14,ARZ,0,15,15,,1,2,20.0
Tarvaris Jackson,3009,QB,4,MIN,15,0,15,1.40,1,1,18.7
Malcom Floyd,2044,WR,12,SD,0,15,15,,1,3,26.7
B.J. Askew,1400,FB,13,NYJ,6,9,15,0.83,0,2,11.1
Michael Gaines,1946,TE,16,CAR,0,15,15,,2,5,46.7
Kris Wilson,1782,TE,16,KC,0,15,15,,0,5,33.3
Bryan Gilmore,727,WR,16,SF,7,8,15,4.14,1,0,27.6
Jamaal Branch,3246,HB,1,NO,10,5,15,2.00,0,0,0.0
Adrian Peterson,1177,HB,9,CHI,10,5,15,2.20,2,2,58.7
Mark Bradley,2256,WR,9,CHI,0,14,14,,0,1,7.1
Anthony Fasano,2998,TE,16,DAL,0,14,14,,0,0,0.0
Andrew Walter,2286,QB,12,OAK,14,0,14,0.43,0,0,0.0
Billy Miller,534,TE,10,NO,0,14,14,,0,0,0.0
Corey Bradford,400,WR,9,DET,0,14,14,,0,0,0.0
Tony Stewart,887,TE,16,CIN,0,14,14,,0,4,28.6
Shaun McDonald,1418,WR,16,STR,0,13,13,,0,1,7.7
Marcedes Lewis,2973,TE,15,JAX,0,13,13,,0,1,7.7
Bethel Johnson,1361,WR,11,MIN,4,9,13,3.25,1,2,75.0
Matt Schobel,1074,TE,16,PHI,0,13,13,,0,3,23.1
Charlie Batch,367,QB,8,PIT,13,0,13,1.31,0,0,0.0
Ben Troupe,1761,TE,10,TEN,0,13,13,,0,4,30.8
Tyson Thompson,2810,HB,3,DAL,13,0,13,1.46,2,0,22.5
Jeb Putzier,1174,TE,14,HST,0,13,13,,0,2,15.4
Mark Brunell,51,QB,10,WAS,13,0,13,0.23,0,1,1.8
Jay Cutler,2956,QB,5,DEN,12,0,12,1.17,0,0,0.0
Visanthe Shiancoe,1406,TE,16,NYG,0,12,12,,0,0,0.0
Kurt Warner,112,QB,6,ARZ,12,0,12,1.75,0,1,14.6
Marcus Pollard,151,TE,14,DET,0,12,12,,0,0,0.0
William Henderson,134,FB,13,GB,0,12,12,,1,1,16.7
Earnest Graham,1613,HB,10,TB,11,1,12,3.18,1,0,26.5
Kyle Johnson,1138,FB,14,DEN,5,7,12,2.20,0,0,0.0
Seneca Wallace,1422,QB,7,SEA,12,0,12,1.08,0,0,0.0
James Thrash,323,WR,16,WAS,0,12,12,,0,0,0.0
Joshua Cribbs,2544,WR,15,CLV,2,10,12,2.00,0,1,16.7
Dee Brown,905,HB,6,KC,10,1,11,1.60,0,0,0.0
Dave Thomas,3031,TE,14,NE,0,11,11,,1,3,36.4
Shawn Bryson,491,FB,6,DET,2,9,11,0.50,0,1,4.5
Damon Huard,215,QB,10,KC,9,2,11,0.44,0,0,0.0
Jabar Gaffney,1040,WR,11,NE,0,11,11,,0,0,0.0
John Madsen,3408,TE,11,OAK,0,11,11,,0,0,0.0
Daunte Culpepper,446,QB,4,MIA,10,0,10,1.10,0,0,0.0
Itula Mili,284,TE,10,SEA,0,10,10,,0,0,0.0
LaBrandon Toefield,1443,HB,3,JAX,10,0,10,1.90,2,0,38.0
Donald Lee,1465,TE,14,GB,0,10,10,,0,2,20.0
Jim Finn,541,FB,16,NYG,2,8,10,4.00,1,0,40.0
Brian Calhoun,3019,HB,5,DET,7,2,9,2.29,0,0,0.0
Carlyle Holiday,2640,WR,4,GB,0,9,9,,0,0,0.0
Lawrence Vickers,3125,FB,10,CLV,3,6,9,1.67,0,0,0.0
David Givens,1210,WR,5,TEN,1,8,9,0.00,0,2,0.0
Brandon Miree,1961,FB,10,GB,0,9,9,,0,0,0.0
Dan Kreider,749,FB,16,PIT,1,8,9,4.00,2,0,88.9
Mark Bruener,125,TE,15,HST,0,9,9,,0,0,0.0
Kelley Washington,1380,WR,5,CIN,0,9,9,,0,1,11.1
David Kircus,1480,WR,16,DEN,0,9,9,,0,1,11.1
Maurice Stovall,3035,WR,8,TB,2,7,9,6.50,1,1,144.4
Lousaka Polite,2152,FB,10,DAL,7,2,9,1.86,0,0,0.0
Eric Shelton,2271,HB,4,CAR,8,1,9,2.63,1,0,29.2
Mike Williams,2227,WR,8,DET,0,8,8,,0,1,12.5
Drew Bledsoe,36,QB,6,DAL,8,0,8,2.13,0,0,0.0
Cory Schlesinger,141,FB,12,DET,0,8,8,,0,0,0.0
Ernie Conwell,180,TE,7,NO,0,8,8,,1,0,12.5
Brandon Stokley,498,WR,4,IND,0,8,8,,0,1,12.5
Patrick Pass,709,HB,2,NE,6,2,8,1.17,0,0,0.0
Reno Mahe,1654,HB,5,PHI,4,4,8,2.00,0,1,25.0
Aaron Moorehead,1665,WR,10,IND,0,8,8,,0,0,0.0
Jeff Dugan,1936,TE,7,MIN,0,8,8,,2,2,50.0
Roydell Williams,2353,WR,14,TEN,0,8,8,,0,1,12.5
Madison Hedgecock,2468,FB,15,STR,1,7,8,1.00,0,0,0.0
Vinny Testaverde,2866,QB,3,NE,8,0,8,0.00,0,0,0.0
Jason Avant,3054,WR,7,PHI,0,7,7,,0,2,28.6
Ronnie Cruz,2024,FB,5,KC,5,2,7,3.00,0,1,42.9
Casey Fitzsimmons,1607,TE,10,DET,0,7,7,,0,0,0.0
Jim Kleinsasser,469,TE,16,MIN,0,7,7,,2,0,28.6
Tab Perry,2407,WR,2,CIN,2,5,7,1.00,0,0,0.0
Michael Jennings,1261,WR,5,NYG,2,5,7,1.50,1,0,21.4
Jerame Tuman,513,TE,15,PIT,0,7,7,,0,0,0.0
Moran Norris,865,FB,14,SF,2,5,7,1.50,0,1,21.4
Koren Robinson,2864,WR,3,GB,0,7,7,,0,0,0.0
Johnnie Morant,1855,WR,9,OAK,0,7,7,,0,1,14.3
Lee Suggs,1427,HB,3,MIA,6,1,7,1.67,0,0,0.0
Brad Cieslak,2533,TE,7,BUF,0,6,6,,0,0,0.0
Ben Hartsock,1789,TE,6,TEN,0,6,6,,0,2,33.3
Vernand Morency,2290,HB,1,HST,5,1,6,2.00,0,0,0.0
Devale Ellis,3303,WR,8,DET,2,4,6,2.50,1,1,83.3
