player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Vance McDonald,7836,TE,15,SF,0,8,8,,1,1,25.0
Patrick DiMarco,6997,FB,14,ATL,0,8,8,,0,0,0.0
Greg Salas,6264,WR,8,NYJ,0,8,8,,0,0,0.0
Will Johnson,7639,FB,15,PIT,0,8,8,,1,0,12.5
Kevin Ogletree,5387,WR,4,TB,0,8,8,,0,0,0.0
Ryan Broyles,7057,WR,6,DET,0,8,8,,0,1,12.5
James Develin,6142,FB,16,NE,4,4,8,1.25,3,0,46.9
MarQueis Gray,8286,TE,12,CLV,6,2,8,2.83,0,0,0.0
LaRod Stephens-Howling,5164,HB,1,PIT,6,2,8,1.83,0,0,0.0
Cedric Peerman,5109,HB,6,CIN,8,0,8,1.88,2,0,46.9
Brandon Bostick,7605,TE,10,GB,0,7,7,,0,2,28.6
Joel Dreessen,2415,TE,10,DEN,0,7,7,,0,0,0.0
Taiwan Jones,6277,CB,4,OAK,5,2,7,4.80,0,2,137.1
Josh Johnson,4474,QB,2,CIN,7,0,7,3.00,0,0,0.0
Josh Hill,8200,TE,11,NO,1,6,7,0.00,0,0,0.0
Tony Scheffler,3006,TE,5,DET,0,7,7,,0,0,0.0
Fred Davis,4362,TE,10,WAS,0,7,7,,0,0,0.0
Michael Egnew,7080,TE,16,MIA,0,7,7,,0,0,0.0
Domenik Hixon,3075,WR,14,CAR,0,7,7,,0,0,0.0
Jake Ballard,5822,TE,8,ARZ,0,7,7,,1,0,14.3
Greg Jones II,1776,FB,16,HST,2,5,7,1.00,1,0,14.3
C.J. Anderson,8101,HB,3,DEN,7,0,7,3.14,1,0,44.9
Antone Smith,5440,HB,6,ATL,5,2,7,2.40,2,0,68.6
Jeremy Ross,6476,WR,9,DET,2,5,7,10.00,1,0,142.9
Dan Herron,7179,HB,2,IND,5,1,6,3.00,0,1,50.0
Markus Wheaton,7860,WR,12,PIT,0,6,6,,0,0,0.0
Ryan Taylor,6370,TE,13,GB,0,6,6,,3,0,50.0
Jerome Felton,4460,FB,13,MIN,0,6,6,,2,0,33.3
Bernard Scott,5133,HB,2,BLT,4,2,6,2.25,1,0,37.5
John Conner,5662,FB,11,NYG,0,6,6,,1,0,16.7
Malcom Floyd,2044,WR,2,SD,0,6,6,,0,0,0.0
Louis Murphy,5048,WR,14,NYG,0,6,6,,0,0,0.0
Austin Collie,5051,WR,7,NE,0,6,6,,0,0,0.0
Charlie Whitehurst,3026,QB,2,SD,6,0,6,0.00,0,0,0.0
Jeron Mastrud,5948,TE,16,OAK,0,6,6,,1,0,16.7
Brian Hoyer,5277,QB,3,CLV,6,0,6,2.17,1,1,72.2
Marlon Moore,5887,WR,8,MIA,0,6,6,,0,0,0.0
Collin Mooney,7256,FB,12,TEN,0,6,6,,0,1,16.7
Colt McCoy,5609,QB,4,SF,6,0,6,0.00,0,0,0.0
Mike Gillislee,7946,HB,1,MIA,6,0,6,1.67,0,0,0.0
Ricardo Lockette,6622,WR,8,SEA,1,5,6,1.00,0,0,0.0
Travis Benjamin,7100,WR,8,CLV,1,5,6,20.00,1,2,1000.0
Dane Sanzenbacher,6570,WR,9,CIN,0,6,6,,0,0,0.0
Dion Sims,7888,TE,15,MIA,0,6,6,,0,0,0.0
Patrick Edwards,7463,WR,4,DET,0,5,5,,0,1,20.0
Joe Webb III,5722,WR,16,MIN,0,5,5,,0,1,20.0
Jack Doyle,8520,TE,13,IND,0,5,5,,1,1,40.0
Eric Page,8539,WR,11,TB,1,4,5,6.00,1,0,120.0
Derek Anderson,2430,QB,4,CAR,5,0,5,0.20,0,0,0.0
Lee Smith,6311,TE,16,BUF,0,5,5,,1,1,40.0
Mike Preston,6413,WR,7,TEN,0,5,5,,0,0,0.0
Allen Reisner,6493,TE,5,JAX,0,5,5,,0,0,0.0
Scott Tolzien,6749,QB,3,GB,5,0,5,6.40,3,3,768.0
Matt Schaub,1811,QB,10,HST,5,0,5,0.80,0,0,0.0
Rhett Ellison,7128,FB,11,MIN,0,5,5,,0,2,40.0
Matt Simms,7423,QB,3,NYJ,5,0,5,5.80,0,0,0.0
David Paulson,7660,TE,10,PIT,0,5,5,,0,0,0.0
Josh Freeman,4940,QB,3,TB,5,0,5,0.20,0,0,0.0
Chris Gragg,8004,TE,7,BUF,0,5,5,,0,0,0.0
Zach Sudfeld,8313,TE,11,NYJ,0,5,5,,0,0,0.0
Ray Graham,8380,HB,1,HST,4,1,5,1.75,0,1,35.0
Jeff Maehl,6706,WR,15,PHI,0,4,4,,0,0,0.0
Nick Toon,7122,WR,8,NO,0,4,4,,0,0,0.0
Lestar Jean,6705,WR,9,HST,0,4,4,,0,0,0.0
Jeremy Stewart,7534,HB,3,OAK,2,2,4,1.00,0,0,0.0
Armond Smith,6824,HB,2,CAR,4,0,4,1.25,0,0,0.0
Niles Paul,6307,TE,13,WAS,0,4,4,,0,0,0.0
Shaun Draughn,6440,HB,1,BLT,4,0,4,0.75,0,0,0.0
John Phillips,5132,TE,15,SD,0,4,4,,0,1,25.0
Weslye Saunders,6496,TE,6,IND,0,4,4,,1,0,25.0
Tom Crabtree,5458,TE,7,TB,0,4,4,,1,0,25.0
Quinton Patton,7910,WR,6,SF,1,3,4,2.00,0,1,50.0
Brittan Golden,7481,WR,5,ARZ,0,4,4,,0,1,25.0
Kirk Cousins,7102,QB,5,WAS,4,0,4,1.50,0,0,0.0
Skye Dawson,8453,WR,7,TB,2,2,4,6.50,1,2,487.5
Jeff Demps,7760,HB,2,TB,1,3,4,2.00,0,0,0.0
Tarvaris Jackson,3009,QB,3,SEA,4,0,4,0.75,0,0,0.0
Sheldon Richardson,7794,DI,4,NYJ,4,0,4,0.50,0,0,0.0
David Johnson,5165,TE,5,PIT,0,4,4,,0,1,25.0
Tony Fiammetta,5052,FB,16,CHI,0,4,4,,1,1,50.0
Brad Smith,3048,WR,6,PHI,2,2,4,1.00,0,1,25.0
Nate Byham,5705,TE,4,TB,0,3,3,,0,2,66.7
Nick Williams,8005,WR,5,WAS,0,3,3,,0,0,0.0
Brock Osweiler,7059,QB,3,DEN,3,0,3,3.67,0,0,0.0
Spencer Ware,7975,FB,1,SEA,3,0,3,1.33,0,0,0.0
Kerry Taylor,6760,WR,1,ARZ,0,3,3,,0,0,0.0
Seyi Ajirotutu,6035,WR,9,SD,0,3,3,,0,0,0.0
Evan Royster,6329,HB,3,WAS,2,1,3,0.00,0,0,0.0
Matt Flynn,4523,QB,2,OAK,3,0,3,1.00,0,0,0.0
James Casey,5076,TE,13,PHI,0,3,3,,0,1,33.3
Jeremy Ebert,7219,WR,5,JAX,0,3,3,,0,0,0.0
Curtis Painter,5125,QB,3,NYG,3,0,3,0.00,0,0,0.0
Luke McCown,1827,QB,3,NO,3,0,3,0.00,0,0,0.0
Cierre Wood,8343,HB,2,HST,3,0,3,3.00,1,0,100.0
Kellen Davis,4472,TE,14,SEA,0,3,3,,0,0,0.0
Taylor Thompson,7140,TE,16,TEN,0,3,3,,2,0,66.7
Kevin Brock,5328,TE,4,KC,0,3,3,,0,0,0.0
Jonathan Baldwin,6178,WR,7,SF,0,3,3,,0,0,0.0
Larry Donnell,7638,TE,15,NYG,0,3,3,,0,0,0.0
Juron Criner,7160,WR,1,OAK,0,3,3,,0,0,0.0
Michael Robinson,3045,FB,9,SEA,1,2,3,0.00,2,0,0.0
Alex Smith,2288,TE,16,CIN,0,3,3,,0,0,0.0
Jeff Tuel,8508,QB,2,BUF,3,0,3,0.00,0,0,0.0
Lamaar Thomas,8315,WR,2,JAX,0,2,2,,0,0,0.0
Bradie Ewing,7150,FB,2,ATL,0,2,2,,0,0,0.0
Saalim Hakim,7334,WR,3,NYJ,2,0,2,7.50,1,0,375.0
Derek Moye,7397,WR,7,PIT,0,2,2,,0,0,0.0
Visanthe Shiancoe,1406,TE,1,TEN,0,2,2,,0,1,50.0
Richard Brockel,6037,FB,15,CAR,1,1,2,2.00,1,1,200.0
Danny Noble,7445,TE,8,JAX,0,2,2,,0,1,50.0
Travaris Cadet,7457,HB,3,NO,0,2,2,,0,0,0.0
Marlon Moore,5887,WR,6,SF,1,1,2,2.00,0,0,0.0
Damaris Johnson,7530,WR,12,PHI,0,2,2,,0,0,0.0
Josh Vaughan,5289,HB,1,ATL,1,1,2,1.00,0,0,0.0
Chad Hall,5523,WR,8,KC,0,2,2,,0,0,0.0
Dominique Jones,6988,TE,6,IND,0,2,2,,0,0,0.0
Shaun Hill,1255,QB,1,DET,2,0,2,0.00,0,0,0.0
Matthew Mulligan,4701,TE,15,NE,0,2,2,,1,0,50.0
Darius Reynaud,4661,HB,2,TEN,1,1,2,1.00,0,0,0.0
Eric Weddle,3653,S,2,SD,2,0,2,1.00,0,0,0.0
Matt Barkley,7880,QB,3,PHI,2,0,2,0.00,0,0,0.0
Sam Martin,7947,P,2,DET,2,0,2,0.50,0,0,0.0
Matt Hasselbeck,408,QB,3,IND,2,0,2,0.00,0,0,0.0
Billy Bajema,2466,TE,5,BLT,0,2,2,,1,0,50.0
Armanti Edwards,5613,WR,2,CLV,1,1,2,0.00,0,1,0.0
Marquess Wilson,8019,WR,9,CHI,0,2,2,,0,1,50.0
Marcus Easley,5631,WR,9,BUF,0,2,2,,0,0,0.0
Ronnie Wingo,8067,HB,1,BUF,1,1,2,1.00,0,0,0.0
Mikel Leshoure,6209,HB,1,DET,2,0,2,1.50,0,0,0.0
Craig Stevens,4399,TE,15,TEN,0,2,2,,1,0,50.0
Brian Tyms,7321,WR,7,CLV,0,2,2,,0,0,0.0
Dorin Dickerson,5750,TE,4,DET,0,2,2,,0,0,0.0
Garrett Celek,7274,TE,11,SF,0,2,2,,0,1,50.0
Kyle Orton,2323,QB,3,DAL,1,0,1,0.00,0,0,0.0
Corey Lynch,4491,S,1,IND,1,0,1,0.00,0,0,0.0
Brad Meester,627,C,16,JAX,0,1,1,,3,0,300.0
Richard Gordon,6333,TE,1,KC,0,1,1,,0,0,0.0
Tori Gurley,6750,WR,2,CLV,0,1,1,,0,0,0.0
Percy Harvin,4945,WR,1,SEA,0,1,1,,0,0,0.0
Matt Spaeth,3693,TE,4,PIT,0,1,1,,0,0,0.0
Nick Kasa,7954,TE,14,OAK,0,1,1,,0,0,0.0
T.J. Yates,6304,QB,3,HST,1,0,1,0.00,0,0,0.0
Shiloh Keo,6296,S,1,HST,1,0,1,3.00,0,0,0.0
Tyler Clutts,6124,FB,4,DAL,0,1,1,,1,0,100.0
Zach Line,8420,FB,3,MIN,0,1,1,,0,0,0.0
Mike McNeill,6787,TE,10,STR,0,1,1,,0,0,0.0
Ben Obomanu,3194,WR,2,NYJ,0,1,1,,0,0,0.0
Chimdi Chekwa,6265,CB,2,OAK,0,1,1,,0,0,0.0
Josh Aubrey,8428,S,1,CLV,1,0,1,35.00,1,0,3500.0
Dante Rosario,3771,TE,15,CHI,0,1,1,,0,0,0.0
Kevin Cone,6889,WR,10,ATL,0,1,1,,0,1,100.0
Kyle Long,7801,G,16,CHI,0,1,1,,3,0,300.0
Teddy Williams,6073,WR,3,ARZ,0,1,1,,0,0,0.0
Gino Gradkowski,7098,C,16,BLT,1,0,1,0.00,1,0,0.0
Justice Cunningham,8037,TE,1,IND,0,1,1,,0,0,0.0
Kevin Huber,5066,P,1,CIN,1,0,1,0.00,0,0,0.0
David Reed,5679,WR,5,IND,0,1,1,,0,0,0.0
Marcus Gilbert,6215,T,16,PIT,0,1,1,,4,0,400.0
Brandon Tate,5006,WR,13,CIN,0,1,1,,0,0,0.0
Kassim Osgood,1676,WR,11,SF,0,1,1,,0,0,0.0
Leon Washington,3062,HB,1,NE,1,0,1,3.00,1,0,300.0
Trindon Holliday,5720,WR,2,DEN,1,0,1,2.00,0,0,0.0
Nick Mangold,2974,C,16,NYJ,1,0,1,0.00,1,0,0.0
Orson Charles,7116,FB,7,CIN,0,1,1,,0,0,0.0
Dashon Goldson,3742,S,1,TB,1,0,1,0.00,0,0,0.0
Kory Sperry,5369,TE,7,ARZ,0,1,1,,0,0,0.0
Michael Palmer,5784,TE,12,PIT,0,1,1,,0,0,0.0
Samson Satele,3676,C,13,IND,0,1,1,,2,0,200.0
Dwayne Allen,7066,TE,1,IND,0,1,1,,0,1,100.0
Eric Weems,4097,WR,5,CHI,0,1,1,,0,0,0.0
Robert Hughes,6564,FB,1,IND,0,1,1,,0,0,0.0
Ryan Wendell,4602,C,16,NE,1,0,1,0.00,3,0,0.0
Brett Kern,4580,P,1,TEN,1,0,1,0.00,0,0,0.0
Joe Banyard,7361,HB,3,MIN,0,1,1,,0,0,0.0
Jeremy Ross,6476,WR,2,GB,0,1,1,,0,1,100.0
Chris Maragos,5906,S,1,SEA,1,0,1,0.00,0,0,0.0
Konrad Reuland,6469,TE,5,NYJ,0,1,1,,0,0,0.0
Henry Hynoski,6666,FB,3,NYG,0,1,1,,0,0,0.0
Joe Staley,3644,T,16,SF,0,1,1,,2,0,200.0
Lyle Sendlein,4062,C,16,ARZ,1,0,1,0.00,3,0,0.0
Brandon Fields,3841,P,1,MIA,1,0,1,0.00,0,0,0.0
Steve Weatherford,3552,P,1,NYG,1,0,1,0.00,0,0,0.0
Donald Penn,3459,T,16,TB,0,1,1,,1,0,100.0
