player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Visanthe Shiancoe,1406,TE,16,MIN,0,42,42,,1,3,9.5
Desmond Clark,529,TE,16,CHI,0,41,41,,1,2,7.3
Tony Scheffler,3006,TE,13,DEN,1,40,41,1.00,0,3,7.3
Marcedes Lewis,2973,TE,16,JAX,0,41,41,,1,5,14.6
Patrick Crayton,1932,WR,16,DAL,1,39,40,16.00,1,3,160.0
Michael Clayton,1736,WR,15,TB,2,38,40,2.00,1,1,10.0
Donald Lee,1465,TE,16,GB,0,39,39,,1,3,10.3
Jabar Gaffney,1040,WR,16,NE,0,38,38,,0,1,2.6
Donovan McNabb,438,QB,16,PHI,38,0,38,2.13,2,2,22.4
Andre Hall,3333,HB,8,DEN,35,3,38,2.20,1,0,5.8
Rashied Davis,2554,WR,16,CHI,3,35,38,1.33,0,2,7.0
Reggie Williams,1730,WR,16,JAX,1,37,38,8.00,1,0,21.1
L.J. Smith,1376,TE,13,PHI,0,37,37,,1,3,10.8
Kevin Jones,1751,HB,8,CHI,34,2,36,2.56,3,0,21.3
Devery Henderson,1771,WR,16,NO,4,32,36,4.00,1,0,11.1
Michael Robinson,3045,FB,12,SF,19,17,36,1.89,2,4,31.6
Plaxico Burress,586,WR,10,NYG,0,35,35,,0,1,2.9
Shaun McDonald,1418,WR,12,DET,0,35,35,,0,6,17.1
Harry Douglas,4398,WR,16,ATL,12,23,35,3.58,0,1,10.2
Todd Heap,801,TE,16,BLT,0,35,35,,2,4,17.1
Jerramy Stevens,1035,TE,14,TB,0,35,35,,0,2,5.7
Chris Chambers,821,WR,14,SD,1,33,34,0.00,0,1,0.0
Jerheme Urban,1709,WR,16,ARZ,0,34,34,,0,3,8.8
Justin Gage,1452,WR,12,TEN,0,34,34,,0,2,5.9
Anthony Fasano,2998,TE,16,MIA,0,34,34,,1,4,14.7
Trent Edwards,3708,QB,14,BUF,34,0,34,1.26,0,0,0.0
Kevin Boss,3769,TE,15,NYG,0,33,33,,4,7,33.3
Jordy Nelson,4350,WR,16,GB,0,33,33,,1,4,15.2
Hank Baskett,3220,WR,15,PHI,0,33,33,,0,4,12.1
Kevin Curtis,1389,WR,9,PHI,0,33,33,,0,5,15.2
Chansi Stuckey,3851,WR,15,NYJ,1,32,33,1.00,0,7,21.2
Jeff Garcia,550,QB,12,TB,33,0,33,1.33,3,4,28.3
Robert Royal,1151,TE,15,BUF,0,33,33,,1,0,3.0
Jason Hill,3692,WR,12,SF,2,30,32,1.00,0,6,18.8
Daniel Graham,1028,TE,16,DEN,0,32,32,,4,7,34.4
Jason Avant,3054,WR,15,PHI,0,32,32,,0,1,3.1
Ben Roethlisberger,1732,QB,16,PIT,32,0,32,1.47,2,3,22.9
Koren Robinson,2864,WR,12,SEA,1,31,32,1.00,1,1,6.3
Vernon Davis,2951,TE,16,SF,1,31,32,3.00,0,3,28.1
Justin McCareins,872,WR,14,TEN,2,30,32,1.00,0,1,3.1
Felix Jones,4336,HB,6,DAL,30,2,32,3.93,1,0,12.3
Reggie Kelly,468,TE,16,CIN,0,31,31,,0,1,3.2
David Martin,916,TE,16,MIA,0,31,31,,5,0,16.1
Patrick Cobbs,3272,HB,16,MIA,12,19,31,1.92,0,0,0.0
Joshua Cribbs,2544,WR,15,CLV,29,2,31,3.21,3,0,31.0
Philip Rivers,1725,QB,16,SD,31,0,31,0.29,0,3,2.8
Mark Bradley,2256,WR,10,KC,0,30,30,,0,2,6.7
Chad Pennington,596,QB,16,MIA,30,0,30,0.43,0,1,1.4
Deion Branch,1072,WR,8,SEA,0,30,30,,0,1,3.3
J.T. O'Sullivan,1169,QB,9,SF,29,0,29,2.76,2,5,66.6
Gary Russell,4059,HB,11,PIT,28,1,29,1.86,0,0,0.0
Lousaka Polite,2152,FB,11,MIA,23,6,29,2.30,0,0,0.0
Jacob Hester,4383,FB,11,SD,17,12,29,2.29,0,1,7.9
Ryan Moats,2294,HB,5,HST,26,3,29,1.96,0,0,0.0
Matt Schaub,1811,QB,11,HST,28,0,28,0.89,0,1,3.2
Laurence Maroney,2966,HB,3,NE,28,0,28,1.50,1,0,5.4
Tony Romo,1693,QB,13,DAL,27,0,27,0.56,0,0,0.0
Malcom Floyd,2044,WR,9,SD,0,27,27,,0,1,3.7
Brent Celek,3778,TE,16,PHI,0,27,27,,1,3,14.8
Adrian Peterson,1177,HB,8,CHI,20,6,26,3.70,2,2,56.9
Roscoe Parrish,2272,WR,13,BUF,2,24,26,1.00,0,3,11.5
Brandon Lloyd,1436,WR,11,CHI,0,26,26,,0,3,11.5
Mike Tolbert,4740,FB,12,SD,13,13,26,1.85,0,2,14.2
Lorenzo Booker,3687,HB,10,PHI,20,6,26,1.55,1,0,6.0
Arnaz Battle,1499,WR,8,SF,1,24,25,2.00,0,1,8.0
Tarvaris Jackson,3009,QB,8,MIN,25,0,25,3.80,3,3,91.2
Johnnie Lee Higgins,3715,WR,16,OAK,3,22,25,3.00,0,0,0.0
Brad Smith,3048,WR,15,NYJ,12,12,24,5.92,3,3,147.9
Kerry Collins,115,QB,16,TEN,24,0,24,0.29,0,2,2.4
Alge Crumpler,805,TE,15,TEN,0,24,24,,2,2,16.7
Kyle Orton,2323,QB,15,CHI,24,0,24,1.33,1,1,11.1
Kyle Eckel,2574,FB,4,PHI,24,0,24,2.29,0,0,0.0
Steve Heiden,481,TE,14,CLV,0,23,23,,2,1,13.0
Michael Gaines,1946,TE,16,DET,0,23,23,,1,2,13.0
Dane Looker,755,WR,13,STR,0,23,23,,0,0,0.0
Antonio Chatman,946,WR,10,CIN,2,21,23,0.00,0,2,0.0
Jason Snelling,3860,FB,15,ATL,15,8,23,2.53,0,3,33.0
Benjamin Watson,1753,TE,14,NE,0,22,22,,1,1,9.1
Derek Anderson,2430,QB,10,CLV,22,0,22,0.86,1,3,15.7
Jason McKie,1279,FB,11,CHI,11,11,22,1.82,1,1,16.5
Shaun Hill,1255,QB,9,SF,22,0,22,0.77,3,2,17.6
Rashard Mendenhall,4337,HB,3,PIT,19,2,21,2.11,1,1,20.1
Ahmard Hall,3336,FB,16,TEN,8,13,21,2.00,1,5,57.1
Jeff King,3100,TE,16,CAR,0,21,21,,6,2,38.1
Chris Baker,1091,TE,15,NYJ,0,21,21,,0,0,0.0
Alex Smith,2288,TE,14,TB,0,21,21,,0,5,23.8
Brian Finneran,423,WR,16,ATL,0,21,21,,1,1,9.5
P.J. Pope,3467,HB,3,DEN,17,3,20,3.29,1,0,16.5
Ronald Curry,1199,WR,12,OAK,1,19,20,0.00,1,2,0.0
Josh Morgan,4488,WR,12,SF,0,20,20,,0,1,5.0
Jake Delhomme,303,QB,16,CAR,20,0,20,0.20,0,3,3.0
Peyton Manning,327,QB,16,IND,20,0,20,0.00,0,0,0.0
James Jones,3694,WR,10,GB,0,20,20,,0,1,5.0
Roy Williams,1728,WR,10,DAL,1,19,20,0.00,0,2,0.0
B.J. Askew,1400,FB,10,TB,7,13,20,1.43,0,1,7.1
Lawrence Vickers,3125,FB,12,CLV,10,10,20,1.50,0,2,15.0
Eli Manning,1722,QB,16,NYG,20,0,20,0.75,0,0,0.0
Martellus Bennett,4375,TE,16,DAL,0,20,20,,0,1,5.0
David Anderson,3196,WR,16,HST,0,19,19,,0,0,0.0
Greg Lewis,1650,WR,13,PHI,0,19,19,,0,2,10.5
Reggie Brown,2252,WR,10,PHI,1,18,19,2.00,0,1,10.5
Chris Henry,2300,WR,12,CIN,0,19,19,,1,1,10.5
Lorenzo Neal,47,FB,16,BLT,12,7,19,1.42,1,0,7.5
Syndric Steptoe,3850,WR,16,CLV,0,19,19,,0,4,21.1
Gijon Robinson,4056,TE,15,IND,0,19,19,,1,1,10.5
Donte' Stallworth,1020,WR,11,CLV,1,17,18,0.00,0,1,0.0
Brett Favre,14,QB,16,NYJ,18,0,18,0.11,0,1,0.6
Dante Rosario,3771,TE,16,CAR,0,18,18,,3,0,16.7
Devin Thomas,4348,WR,16,WAS,3,15,18,4.67,0,1,25.9
Michael Sellers,432,FB,16,WAS,6,12,18,3.33,4,4,148.1
Gus Frerotte,93,QB,11,MIN,18,0,18,0.22,0,1,1.2
Drew Brees,802,QB,16,NO,18,0,18,0.28,0,0,0.0
Chad Simpson,4692,HB,4,IND,15,3,18,2.40,0,0,0.0
Mike Furrey,726,WR,9,DET,0,18,18,,0,0,0.0
Travis Minor,846,HB,6,STR,12,5,17,2.83,0,1,16.7
Carey Davis,2029,FB,14,PIT,12,5,17,1.92,0,1,11.3
Aaron Stecker,572,HB,6,NO,8,9,17,2.63,0,0,0.0
Matt Spaeth,3693,TE,16,PIT,0,17,17,,1,0,5.9
Devard Darling,1803,WR,15,KC,0,17,17,,0,1,5.9
Mike Karney,1875,FB,12,NO,8,9,17,0.50,1,2,8.8
Kurt Warner,112,QB,16,ARZ,17,0,17,0.00,0,2,0.0
Roy Williams,1728,WR,5,DET,0,17,17,,0,2,11.8
Dantrell Savage,4822,HB,4,KC,15,2,17,1.67,2,0,19.6
Ben Utecht,2199,TE,10,CIN,0,16,16,,0,3,18.8
Chaz Schilens,4540,WR,16,OAK,1,15,16,1.00,0,1,6.3
Marc Bulger,684,QB,15,STR,14,2,16,1.43,1,2,26.8
Dante' Hall,677,WR,8,STR,4,12,16,1.25,0,0,0.0
JaMarcus Russell,3617,QB,15,OAK,16,0,16,1.13,1,2,21.1
Andre Caldwell,4411,WR,6,CIN,5,11,16,1.40,1,1,17.5
Mike Sims-Walker,3695,WR,9,JAX,0,16,16,,2,0,12.5
Keenan Burton,4442,WR,13,STR,3,13,16,1.00,0,0,0.0
Naufahu Tahi,3526,FB,16,MIN,0,16,16,,1,1,12.5
Seneca Wallace,1422,QB,10,SEA,16,0,16,2.00,3,0,37.5
Kenny Watson,1001,HB,9,CIN,13,3,16,2.31,0,0,0.0
Justin Peelle,1104,TE,16,ATL,0,15,15,,0,2,13.3
Marty Booker,487,WR,13,CHI,1,14,15,2.00,0,0,0.0
Brad Hoover,740,FB,16,CAR,9,6,15,1.67,5,0,55.6
Brandon Manumaleuna,876,TE,16,SD,0,15,15,,3,1,26.7
Javon Walker,1027,WR,8,OAK,0,15,15,,0,1,6.7
John Gilmore,1176,TE,16,TB,0,15,15,,1,2,20.0
Greg Jones II,1776,FB,12,JAX,2,13,15,1.50,0,4,40.0
Ruvell Martin,2111,WR,13,GB,0,15,15,,0,3,20.0
John Standeford,2183,WR,9,DET,0,15,15,,0,1,6.7
Quinton Ganther,3191,HB,5,TEN,9,6,15,2.33,1,1,31.1
Sidney Rice,3660,WR,13,MIN,0,15,15,,0,1,6.7
Derek Schouman,3838,TE,16,BUF,0,15,15,,1,1,13.3
Ryan Torain,4453,HB,2,DEN,15,0,15,1.80,0,0,0.0
James Johnson,4634,HB,4,CIN,9,6,15,1.78,0,0,0.0
Early Doucet,4395,WR,6,ARZ,0,14,14,,0,1,7.1
Chris Taylor,3529,HB,2,HST,14,0,14,2.14,0,0,0.0
Heath Evans,843,FB,16,NE,11,3,14,1.45,0,0,0.0
Mike Bell,3225,HB,3,NO,13,1,14,1.85,1,1,26.4
Lance Ball,4808,HB,1,IND,13,1,14,4.08,3,0,87.4
Garrett Wolfe,3709,HB,4,CHI,14,0,14,2.07,0,0,0.0
Vonta Leach,2100,FB,16,HST,1,12,13,1.00,3,0,23.1
D.J. Hackett,1876,WR,9,CAR,0,13,13,,0,1,7.7
Miles Austin,3211,WR,11,DAL,0,13,13,,0,0,0.0
Kevin Kolb,3652,QB,6,PHI,13,0,13,0.08,1,1,1.2
Ovie Mughelli,1445,FB,16,ATL,5,8,13,2.40,0,1,18.5
Andre' Davis,1054,WR,12,HST,0,13,13,,0,1,7.7
Joey Galloway,117,WR,9,TB,0,13,13,,0,1,7.7
Robert Meachem,3643,WR,14,NO,1,12,13,5.00,0,2,76.9
Demetrius Williams,3056,WR,7,BLT,0,13,13,,0,2,15.4
Sinorice Moss,2989,WR,10,NYG,0,12,12,,0,0,0.0
Nick Goings,956,HB,9,CAR,9,3,12,1.67,0,2,27.8
Casey Fitzsimmons,1607,TE,14,DET,0,12,12,,0,2,16.7
John Kuhn,2686,FB,16,GB,8,4,12,0.88,0,0,0.0
J.P. Losman,1743,QB,5,BUF,12,0,12,1.00,0,0,0.0
Delanie Walker,3120,TE,15,SF,2,10,12,0.00,0,1,0.0
Daunte Culpepper,446,QB,5,DET,12,0,12,1.00,0,0,0.0
Darrell Jackson,639,WR,11,DEN,0,12,12,,0,0,0.0
Najeh Davenport,1131,HB,1,IND,8,4,12,2.38,1,2,59.4
Mark Campbell,545,TE,9,NO,0,12,12,,0,0,0.0
Shaun Alexander,597,HB,4,WAS,11,1,12,2.00,0,0,0.0
Clifton Smith,4854,HB,8,TB,8,4,12,3.00,2,1,75.0
David Patten,221,WR,5,NO,0,11,11,,1,0,9.1
Nate Jackson,1259,TE,9,DEN,0,11,11,,0,0,0.0
Joel Dreessen,2415,TE,16,HST,0,11,11,,2,1,27.3
Aundrae Allison,3762,WR,15,MIN,1,10,11,1.00,0,1,9.1
Joe Klopfenstein,2991,TE,16,STR,0,11,11,,3,1,36.4
Tony Richardson,110,FB,16,NYJ,10,1,11,3.90,0,0,0.0
Steve Johnson,4538,WR,10,BUF,1,10,11,3.00,0,1,27.3
Owen Schmitt,4477,FB,11,SEA,5,6,11,2.00,0,0,0.0
Tory Humphrey,2644,TE,16,GB,0,11,11,,1,2,27.3
Jerome Felton,4460,FB,11,DET,2,9,11,1.00,1,0,9.1
Matt Hasselbeck,408,QB,7,SEA,11,0,11,1.73,0,0,0.0
Jerry Porter,617,WR,10,JAX,0,11,11,,2,1,27.3
Tony Stewart,887,TE,16,OAK,0,11,11,,1,0,9.1
Justin Griffith,1433,FB,7,OAK,2,9,11,1.00,0,3,27.3
Ashley Lelie,1026,WR,13,OAK,0,11,11,,0,1,9.1
Randy McMichael,1114,TE,4,STR,0,11,11,,0,1,9.1
Deshawn Wynn,3844,HB,4,GB,8,3,11,2.00,0,0,0.0
Ben Patrick,3831,TE,10,ARZ,0,11,11,,0,2,18.2
Greg Estandia,3597,TE,16,JAX,0,10,10,,0,0,0.0
Tom Santi,4510,TE,5,IND,0,10,10,,1,0,10.0
Dwayne Jarrett,3661,WR,9,CAR,0,10,10,,0,0,0.0
Sage Rosenfels,863,QB,6,HST,10,0,10,0.20,0,0,0.0
Tony Hunt,3706,FB,6,PHI,4,6,10,2.00,0,1,20.0
Troy Smith,3790,QB,6,BLT,9,1,10,1.67,0,0,0.0
Derek Fine,4446,TE,10,BUF,0,10,10,,1,1,20.0
Leonard Pope,3017,TE,13,ARZ,0,9,9,,0,0,0.0
Madison Hedgecock,2468,FB,16,NYG,1,8,9,0.00,2,1,0.0
Dave Thomas,3031,TE,15,NE,0,9,9,,1,0,11.1
Mike Cox,4716,FB,16,KC,1,8,9,0.00,1,0,0.0
James Thrash,323,WR,16,WAS,0,9,9,,0,0,0.0
James Hardy,4355,WR,14,BUF,0,9,9,,0,0,0.0
Courtney Taylor,3813,WR,10,SEA,0,9,9,,0,0,0.0
Richard Angulo,1548,TE,15,JAX,0,8,8,,0,1,12.5
Aveion Cason,945,HB,6,DET,4,4,8,1.25,0,0,0.0
Sam Aiken,1439,WR,14,NE,0,8,8,,0,0,0.0
Tony Curtis,2552,TE,16,DAL,0,8,8,,0,0,0.0
Legedu Naanee,3788,WR,15,SD,0,8,8,,0,2,25.0
John Owens,1133,TE,15,DET,0,8,8,,0,0,0.0
Todd Yoder,772,TE,14,WAS,0,8,8,,1,0,12.5
Michael Bennett,797,HB,4,TB,7,1,8,1.57,0,0,0.0
