player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Robert Griffin III,7008,QB,15,WAS,118,0,118,2.19,8,0,14.9
Donald Brown,4950,HB,10,IND,108,9,117,2.40,12,2,28.7
Danny Woodhead,4914,HB,16,NE,76,40,116,1.70,3,4,10.2
Bernard Pierce,7085,HB,16,BLT,108,7,115,3.48,17,4,63.6
Andre Johnson,1319,WR,16,HST,0,112,112,,0,11,9.8
Marcel Reece,4702,FB,16,OAK,59,52,111,3.39,8,7,45.8
Jonathan Stewart,4327,HB,9,CAR,93,17,110,2.53,12,2,32.2
Jason Witten,1384,TE,16,DAL,0,110,110,,1,7,7.3
Jackie Battle,3885,HB,14,SD,95,15,110,2.19,5,2,13.9
Reggie Wayne,800,WR,16,IND,1,106,107,0.00,0,5,0.0
Daniel Thomas,6214,HB,12,MIA,91,15,106,2.33,9,5,30.8
A.J. Green,6156,WR,16,CIN,4,97,101,1.25,0,14,17.3
Maurice Jones-Drew,3005,HB,6,JAX,86,14,100,2.28,11,2,29.6
Robert Turbin,7106,HB,16,SEA,80,19,99,2.24,8,5,29.4
Peyton Hillis,4541,HB,13,KC,85,10,95,2.42,5,2,17.9
Ronnie Brown,2219,HB,14,SD,46,49,95,2.50,3,6,23.7
Demaryius Thomas,5547,WR,16,DEN,0,95,95,,0,14,14.7
Ronnie Hillman,7069,HB,14,DEN,85,10,95,1.85,4,2,11.7
Dez Bryant,5549,WR,16,DAL,2,92,94,4.00,2,13,63.8
Tony Gonzalez,237,TE,16,ATL,0,93,93,,4,14,19.4
Russell Wilson,7077,QB,16,SEA,93,0,93,1.82,10,7,33.2
Roddy White,2244,WR,16,ATL,0,92,92,,1,7,8.7
Randall Cobb,6216,WR,15,GB,10,80,90,8.90,3,15,178.0
Beanie Wells,4954,HB,8,ARZ,88,1,89,1.36,2,0,3.1
Michael Crabtree,4933,WR,16,SF,1,85,86,10.00,1,13,162.8
Victor Cruz,5827,WR,16,NYG,0,86,86,,0,9,10.5
Cedric Benson,2221,HB,5,GB,71,14,85,2.20,4,1,12.9
Eric Decker,5611,WR,16,DEN,0,85,85,,0,2,2.4
Andre Brown,5053,HB,8,NYG,73,12,85,3.36,7,1,31.6
Jimmy Graham,5619,TE,15,NO,0,85,85,,0,7,8.2
Julio Jones,6158,WR,16,ATL,6,79,85,5.67,4,12,106.7
Percy Harvin,4945,WR,9,MIN,22,62,84,2.05,5,22,65.7
Shaun Draughn,6440,HB,14,KC,59,24,83,1.81,3,4,15.3
Marques Colston,3197,WR,16,NO,0,83,83,,0,5,6.0
Kendall Hunter,6267,HB,11,SF,72,9,81,2.82,10,0,34.8
Mike Tolbert,4740,FB,16,CAR,54,27,81,2.57,3,7,31.8
Steve Johnson,4538,WR,16,BUF,0,79,79,,0,9,11.4
William Powell,6939,HB,12,ARZ,60,19,79,2.25,7,2,25.6
Brandon Myers,5126,TE,16,OAK,0,79,79,,0,8,10.1
Ben Tate,5583,HB,11,HST,65,11,76,2.63,5,3,27.7
Steve Smith,837,WR,16,CAR,3,73,76,8.00,0,9,94.7
David Wilson,7036,HB,14,NYG,71,4,75,2.66,6,3,31.9
James Starks,5716,HB,6,GB,71,4,75,2.23,6,1,20.8
Brandon Lloyd,1436,WR,16,NE,0,74,74,,0,3,4.1
Brian Hartline,5031,WR,16,MIA,0,74,74,,1,2,4.1
Antonio Brown,5718,WR,13,PIT,7,66,73,2.29,0,7,21.9
Vincent Jackson,2278,WR,16,TB,0,72,72,,0,4,5.6
Larry Fitzgerald,1724,WR,16,ARZ,0,71,71,,0,8,11.3
Heath Miller,2247,TE,15,PIT,0,71,71,,4,3,9.9
Toby Gerhart,5576,HB,16,MIN,50,20,70,1.90,2,4,16.3
Shane Vereen,6208,HB,13,NE,62,8,70,2.15,3,3,18.4
Greg Olsen,3647,TE,16,CAR,0,69,69,,4,5,13.0
Jeremy Maclin,4942,WR,15,PHI,0,69,69,,0,3,4.3
Mike Wallace,5007,WR,15,PIT,5,64,69,2.40,0,2,7.0
Andre Roberts,5612,WR,15,ARZ,4,64,68,5.00,2,4,44.1
Montario Hardesty,5584,HB,11,CLV,65,2,67,2.09,3,1,12.5
Anquan Boldin,1369,WR,15,BLT,1,65,66,3.00,0,11,50.0
Miles Austin,3211,WR,16,DAL,0,66,66,,1,6,10.6
Justin Forsett,4547,HB,12,HST,63,3,66,4.11,6,1,43.6
Justin Blackmon,7011,WR,16,JAX,2,64,66,1.00,1,4,7.6
Lance Moore,2718,WR,15,NO,0,65,65,,0,0,0.0
Kendall Wright,7026,WR,15,TEN,1,64,65,4.00,1,12,80.0
Ryan Williams,6190,HB,5,ARZ,58,7,65,2.34,5,1,21.6
Dexter McCluster,5561,WR,16,KC,12,52,64,1.33,0,5,10.4
Danny Amendola,4717,WR,11,STR,2,62,64,10.00,1,5,93.8
Donnie Avery,4347,WR,16,IND,4,60,64,0.75,0,2,2.3
James Jones,3694,WR,16,GB,0,64,64,,0,9,14.1
Jermaine Gresham,5546,TE,16,CIN,0,64,64,,0,11,17.2
Mike Williams,5625,WR,16,TB,0,63,63,,0,5,7.9
Andrew Luck,7007,QB,16,IND,62,0,62,1.65,2,2,10.6
Owen Daniels,3043,TE,15,HST,0,62,62,,1,3,6.5
Jeremy Kerley,6305,WR,16,NYJ,5,56,61,1.40,0,6,13.8
Dennis Pitta,5638,TE,16,BLT,0,61,61,,1,7,13.1
Davone Bess,4694,WR,13,MIA,0,61,61,,0,14,23.0
Michael Vick,773,QB,10,PHI,61,0,61,1.28,1,2,6.3
Christian Ponder,6164,QB,16,MIN,60,1,61,1.10,2,2,7.2
Jermichael Finley,4405,TE,16,GB,0,61,61,,1,7,13.1
Rashard Mendenhall,4337,HB,6,PIT,51,9,60,2.39,5,2,27.9
Colin Kaepernick,6188,QB,13,SF,60,0,60,0.85,3,2,7.1
Brandon Pettigrew,4943,TE,14,DET,0,59,59,,0,2,3.4
Dwayne Bowe,3639,WR,13,KC,0,59,59,,0,6,10.2
Brandon Bolden,7469,HB,8,NE,56,2,58,2.89,10,0,49.9
Andrew Hawkins,6125,WR,14,CIN,6,51,57,1.00,1,6,12.3
Brent Celek,3778,TE,15,PHI,0,57,57,,0,4,7.0
Lamar Miller,7097,HB,10,MIA,51,6,57,2.75,4,1,24.1
Cecil Shorts,6266,WR,14,JAX,1,55,56,6.00,2,4,64.3
Malcom Floyd,2044,WR,14,SD,0,56,56,,0,1,1.8
Greg Little,6211,WR,16,CLV,2,54,56,3.50,0,9,56.3
Aaron Rodgers,2241,QB,16,GB,54,1,55,1.43,2,1,7.8
T.Y. Hilton,7092,WR,15,IND,5,50,55,3.00,2,4,32.7
Martellus Bennett,4375,TE,16,NYG,0,55,55,,3,5,14.5
Rob Gronkowski,5567,TE,11,NE,0,55,55,,0,6,10.9
Jason Avant,3054,WR,14,PHI,0,54,54,,0,3,5.6
Kyle Rudolph,6195,TE,16,MIN,0,53,53,,2,5,13.2
Hakeem Nicks,4952,WR,13,NYG,0,53,53,,0,2,3.8
Denarius Moore,6300,WR,15,OAK,1,51,52,3.00,1,6,40.4
Jacob Tamme,4441,TE,16,DEN,0,52,52,,0,1,1.9
Torrey Smith,6210,WR,16,BLT,3,49,52,2.67,0,4,20.5
Sidney Rice,3660,WR,16,SEA,2,50,52,5.00,1,0,9.6
Marcedes Lewis,2973,TE,16,JAX,0,52,52,,0,8,15.4
Aaron Hernandez,5637,TE,10,NE,1,51,52,2.00,0,9,34.6
Curtis Brinkley,5514,HB,6,SD,39,12,51,1.95,1,1,7.6
Tashard Choice,4436,HB,11,BUF,47,4,51,1.96,3,0,11.5
Josh Morgan,4488,WR,16,WAS,3,48,51,8.67,1,10,186.9
Brandon Gibson,5118,WR,16,STR,0,51,51,,0,2,3.9
Josh Gordon,7618,WR,16,CLV,0,51,51,,0,5,9.8
Mike Goodson,5034,HB,11,OAK,35,16,51,4.89,8,5,124.5
Lance Ball,4808,HB,13,DEN,42,8,50,2.12,4,0,17.0
Montell Owens,3452,HB,10,JAX,42,8,50,2.17,4,2,26.0
Jason Snelling,3860,HB,16,ATL,18,31,49,2.94,4,5,54.1
Antonio Gates,1609,TE,15,SD,0,49,49,,3,3,12.2
Benjamin Watson,1753,TE,16,CLV,0,49,49,,0,6,12.2
Jordy Nelson,4350,WR,12,GB,0,49,49,,0,4,8.2
Ryan Tannehill,7014,QB,16,MIA,49,0,49,1.31,2,1,8.0
DeSean Jackson,4363,WR,11,PHI,3,46,49,0.67,0,7,9.5
Golden Tate,5585,WR,15,SEA,3,46,49,2.00,1,16,69.4
Dwayne Allen,7066,TE,16,IND,3,45,48,0.67,1,3,5.6
Brandon LaFell,5602,WR,14,CAR,3,44,47,6.00,2,3,63.8
Kevin Smith,4378,HB,12,DET,37,10,47,1.95,1,2,12.4
Andy Dalton,6187,QB,16,CIN,47,0,47,1.40,0,3,9.0
Jalen Parmele,4490,HB,10,JAX,40,7,47,2.15,3,0,13.7
Dallas Clark,1340,TE,16,TB,0,47,47,,0,3,6.4
Ryan Fitzpatrick,2467,QB,16,BUF,46,0,46,1.09,2,4,14.2
Nate Washington,2832,WR,16,TEN,0,46,46,,0,3,6.5
Pierre Garcon,4519,WR,10,WAS,2,44,46,3.00,0,4,26.1
Jared Cook,5012,TE,13,TEN,0,45,45,,0,3,6.7
Brandon Stokley,498,WR,15,DEN,0,45,45,,0,2,4.4
Kenny Britt,4953,WR,14,TEN,0,45,45,,0,6,13.3
Rob Housler,6221,TE,15,ARZ,0,45,45,,3,12,33.3
Emmanuel Sanders,5606,WR,16,PIT,1,44,45,2.00,1,5,26.7
Michael Floyd,7019,WR,16,ARZ,0,45,45,,0,5,11.1
Chris Givens,7096,WR,15,STR,3,42,45,4.33,1,4,48.1
Mario Manningham,4409,WR,12,SF,3,42,45,8.67,1,9,192.6
Brian Leonard,3668,HB,15,CIN,33,11,44,1.94,0,5,22.0
Santana Moss,786,WR,16,WAS,3,41,44,4.00,3,4,63.6
Cedric Peerman,5109,HB,10,CIN,34,9,43,3.38,4,4,62.9
Darrius Heyward-Bey,4930,WR,15,OAK,2,41,43,8.00,3,9,223.3
Scott Chandler,3745,TE,15,BUF,0,43,43,,2,0,4.7
LeGarrette Blount,5863,HB,13,TB,41,1,42,1.83,0,1,4.4
Chris Ivory,6007,HB,6,NO,40,2,42,4.73,12,1,146.3
Tony Scheffler,3006,TE,15,DET,0,42,42,,1,3,9.5
Donald Jones,6000,WR,12,BUF,0,41,41,,0,2,4.9
Jake Locker,6160,QB,11,TEN,41,0,41,2.05,4,4,40.0
Lance Kendricks,6199,TE,16,STR,0,41,41,,1,2,7.3
Anthony Fasano,2998,TE,16,MIA,0,41,41,,0,2,4.9
Jay Cutler,2956,QB,15,CHI,41,0,41,0.39,2,3,4.8
Vernon Davis,2951,TE,16,SF,0,41,41,,1,5,14.6
Joel Dreessen,2415,TE,16,DEN,0,41,41,,1,3,9.8
Kevin Walter,1549,WR,16,HST,0,41,41,,0,1,2.4
Michael Jenkins,1750,WR,16,MIN,0,40,40,,0,0,0.0
Leonard Hankerson,6231,WR,16,WAS,2,38,40,5.00,4,8,150.0
Harry Douglas,4398,WR,15,ATL,2,38,40,1.50,2,3,18.8
Chris Rainey,7152,HB,16,PIT,26,14,40,2.50,4,4,50.0
Rod Streater,7416,WR,16,OAK,0,39,39,,0,2,5.1
Josh Freeman,4940,QB,16,TB,39,0,39,0.82,2,6,16.8
Domenik Hixon,3075,WR,13,NYG,0,39,39,,0,3,7.7
Zach Miller,3654,TE,16,SEA,0,38,38,,0,2,5.3
John Kuhn,2686,FB,14,GB,22,15,37,1.36,1,2,11.1
Danario Alexander,6106,WR,10,SD,0,37,37,,0,5,13.5
Evan Royster,6329,HB,16,WAS,23,14,37,2.70,4,2,43.7
Greg Jennings,2997,WR,8,GB,0,36,36,,0,9,25.0
DuJuan Harris,6595,HB,4,GB,34,2,36,2.82,4,0,31.4
James Casey,5076,FB,16,HST,1,34,35,3.00,0,6,51.4
Nate Burleson,1386,WR,6,DET,8,27,35,2.75,3,0,23.6
Titus Young,6196,WR,10,DET,2,33,35,1.50,0,0,0.0
Sam Bradford,5526,QB,16,STR,35,0,35,0.46,0,0,0.0
Matthew Stafford,4924,QB,16,DET,33,1,34,0.48,0,0,0.0
Kevin Ogletree,5387,WR,15,DAL,2,32,34,5.00,3,6,132.4
Matt Ryan,4317,QB,16,ATL,34,0,34,0.35,1,2,3.1
Tony Moeaki,5617,TE,15,KC,0,33,33,,3,3,18.2
Delone Carter,6271,HB,8,IND,32,1,33,2.59,3,1,31.4
Jeremy Stewart,7534,HB,4,OAK,25,8,33,2.92,0,3,26.5
Joe Flacco,4332,QB,16,BLT,32,0,32,0.53,0,1,1.7
Ryan Grant,2609,HB,4,GB,31,1,32,1.71,2,0,10.7
Chris Ogbonnaya,5135,HB,12,CLV,8,24,32,2.00,0,2,12.5
T.J. Graham,7071,WR,15,BUF,1,31,32,1.00,1,4,15.6
Joe McKnight,5636,HB,13,NYJ,30,1,31,4.67,5,0,75.3
Tony Romo,1693,QB,16,DAL,30,1,31,0.37,0,3,3.5
Jacoby Jones,3689,WR,16,BLT,1,30,31,0.00,0,1,0.0
Alex Smith,2218,QB,10,SF,30,0,30,0.77,0,0,0.0
Early Doucet,4395,WR,12,ARZ,2,28,30,4.00,2,2,53.3
Kahlil Bell,5243,HB,4,CHI,29,1,30,2.14,3,0,21.4
LaMichael James,7063,HB,4,SF,27,3,30,3.37,4,0,44.9
Austin Pettis,6230,WR,14,STR,0,30,30,,0,2,6.7
Vonta Leach,2100,FB,16,BLT,9,21,30,1.67,0,2,11.1
Damian Williams,5601,WR,13,TEN,0,30,30,,0,1,3.3
Baron Batch,6384,HB,8,PIT,25,4,29,1.80,0,1,6.2
Earl Bennett,4384,WR,12,CHI,0,29,29,,0,5,17.2
Phillip Tanner,6420,HB,7,DAL,25,4,29,1.44,4,1,24.8
Doug Baldwin,6615,WR,14,SEA,0,29,29,,0,1,3.4
Armando Allen,6723,HB,9,CHI,27,2,29,2.74,2,0,18.9
Tim Tebow,5550,QB,12,NYJ,29,0,29,2.45,1,0,8.4
Jeff Cumberland,5861,TE,15,NYJ,0,29,29,,1,2,10.3
Tiquan Underwood,5177,WR,14,TB,1,28,29,0.00,0,1,0.0
Brad Smith,3048,WR,15,BUF,14,14,28,3.29,1,1,23.5
Randy Moss,342,WR,16,SF,0,28,28,,0,3,10.7
Dustin Keller,4344,TE,8,NYJ,0,28,28,,0,4,14.3
Garrett Graham,5642,TE,15,HST,0,28,28,,0,1,3.6
Brandon Weeden,7028,QB,15,CLV,27,1,28,3.44,0,1,12.3
Chaz Schilens,4540,WR,15,NYJ,0,28,28,,0,0,0.0
Matt Cassel,2447,QB,9,KC,27,0,27,1.85,2,4,41.2
Lance Dunbar,7332,HB,8,DAL,21,6,27,1.95,5,1,43.4
Leon Washington,3062,HB,11,SEA,23,4,27,2.74,2,1,30.4
Devin Hester,3002,WR,15,CHI,3,23,26,1.67,1,1,12.8
Jerome Simpson,4360,WR,12,MIN,0,26,26,,0,4,15.4
Eddie Royal,4356,WR,10,SD,3,23,26,8.00,1,4,153.8
Coby Fleener,7038,TE,12,IND,0,26,26,,0,2,7.7
Philip Rivers,1725,QB,16,SD,26,0,26,0.15,0,1,0.6
Louis Murphy,5048,WR,16,CAR,1,25,26,2.00,0,0,0.0
Danny Ware,4095,HB,16,TB,11,14,25,1.82,0,3,21.8
Fred Davis,4362,TE,7,WAS,1,24,25,0.00,0,5,0.0
Logan Paulsen,5795,TE,16,WAS,0,25,25,,0,0,0.0
Julian Edelman,5156,WR,9,NE,4,21,25,4.75,2,5,133.0
Clay Harbor,5648,TE,14,PHI,0,25,25,,0,3,12.0
Alshon Jeffery,7048,WR,10,CHI,0,24,24,,0,0,0.0
Ben Roethlisberger,1732,QB,13,PIT,24,0,24,0.63,0,1,2.6
Michael Robinson,3045,FB,16,SEA,11,13,24,1.09,0,0,0.0
Laurent Robinson,3691,WR,7,JAX,0,24,24,,0,3,12.5
Jorvorskie Lane,7002,FB,16,MIA,13,11,24,0.77,0,2,6.4
Travis Benjamin,7100,WR,14,CLV,6,18,24,9.00,0,2,75.0
Jarius Wright,7118,WR,7,MIN,2,22,24,6.50,2,3,135.4
Jordan Shipley,5608,WR,6,JAX,0,23,23,,0,0,0.0
Riley Cooper,5682,WR,11,PHI,0,23,23,,0,3,13.0
Craig Stevens,4399,TE,15,TEN,0,23,23,,1,4,21.7
Tom Brady,698,QB,16,NE,23,0,23,0.39,0,0,0.0
Richard Murphy,6602,HB,5,JAX,23,0,23,2.43,1,0,10.6
Devery Henderson,1771,WR,15,NO,1,22,23,13.00,0,3,169.6
Peyton Manning,327,QB,16,DEN,23,0,23,0.17,0,1,0.8
Matt Schaub,1811,QB,16,HST,21,1,22,0.00,0,1,0.0
Le'Ron McClain,3753,FB,16,SD,14,8,22,1.93,1,1,17.5
Damaris Johnson,7530,WR,13,PHI,3,19,22,1.00,0,5,22.7
Mark Sanchez,4928,QB,15,NYJ,22,0,22,0.64,0,1,2.9
Ryan Broyles,7057,WR,10,DET,0,22,22,,0,1,4.5
Darrel Young,5438,FB,16,WAS,14,8,22,1.86,1,1,16.9
Mohamed Sanu,7084,WR,9,CIN,5,16,21,2.00,0,1,9.5
Stephen Hill,7047,WR,11,NYJ,0,21,21,,0,1,4.8
Ed Dickson,5595,TE,13,BLT,0,21,21,,2,3,23.8
Darius Reynaud,4661,HB,14,TEN,16,5,21,1.75,2,0,16.7
Anthony Dixon,5696,HB,8,SF,21,0,21,1.81,3,0,25.9
Marvin Jones Jr.,7158,WR,10,CIN,3,18,21,3.33,0,3,47.6
Delanie Walker,3120,TE,16,SF,0,21,21,,1,2,14.3
Jonathan Baldwin,6178,WR,15,KC,0,20,20,,0,1,5.0
Eli Manning,1722,QB,16,NYG,20,0,20,0.75,0,1,3.8
Jamie Harper,6282,HB,10,TEN,19,1,20,1.11,1,0,5.5
Chad Henne,4371,QB,10,JAX,19,1,20,1.32,0,3,19.7
Keith Toston,5821,HB,1,JAX,17,3,20,3.29,2,4,98.8
Derek Hagan,3027,WR,13,OAK,0,20,20,,0,1,5.0
Santonio Holmes,2970,WR,4,NYJ,0,20,20,,0,0,0.0
Jordan Cameron,6254,TE,14,CLV,0,20,20,,0,2,10.0
Kellen Davis,4472,TE,16,CHI,0,19,19,,1,3,21.1
Rueben Randle,7065,WR,14,NYG,0,19,19,,0,3,15.8
Mewelde Moore,1840,HB,9,IND,13,6,19,0.85,1,1,8.9
Charles Clay,6326,TE,14,MIA,0,18,18,,0,1,5.6
Armon Binns,6590,WR,8,CIN,0,18,18,,0,4,22.2
Jacob Hester,4383,FB,3,DEN,17,1,18,2.47,1,0,13.7
Carson Palmer,1317,QB,15,OAK,18,0,18,1.44,0,1,8.0
Brady Quinn,3638,QB,10,KC,18,0,18,1.00,0,0,0.0
Blaine Gabbert,6162,QB,10,JAX,18,0,18,1.28,0,0,0.0
Anthony McCoy,5708,TE,16,SEA,0,18,18,,1,2,16.7
Anthony Allen,6377,HB,7,BLT,16,2,18,2.00,0,0,0.0
Kyle Williams,5729,WR,11,SF,4,14,18,2.00,1,1,22.2
Jeff King,3100,TE,16,ARZ,0,17,17,,2,2,23.5
Clyde Gates,6263,WR,11,NYJ,1,16,17,2.00,0,0,0.0
Will Heller,1623,TE,16,DET,0,17,17,,1,0,5.9
Jerricho Cotchery,1829,WR,14,PIT,0,17,17,,1,1,11.8
Bruce Miller,6363,FB,16,SF,5,12,17,1.60,1,3,37.6
Mohamed Massaquoi,4973,WR,9,CLV,0,17,17,,0,0,0.0
Dwayne Harris,6328,WR,15,DAL,0,17,17,,0,5,29.4
Will Johnson,7639,FB,16,PIT,2,15,17,3.00,1,0,17.6
Greg Jones II,1776,FB,12,JAX,5,11,16,1.60,2,0,20.0
Juron Criner,7160,WR,12,OAK,0,16,16,,0,2,12.5
Deion Branch,1072,WR,10,NE,0,16,16,,0,0,0.0
Luke Stocker,6256,TE,16,TB,0,16,16,,1,2,18.8
Lawrence Vickers,3125,FB,16,DAL,3,13,16,1.67,0,2,20.8
Kevin Kolb,3652,QB,6,ARZ,16,0,16,1.19,0,1,7.4
Henry Hynoski,6666,FB,16,NYG,5,11,16,2.20,0,0,0.0
Brandon Banks,6053,WR,8,WAS,7,8,15,1.29,3,1,34.3
Cole Beasley,7330,WR,9,DAL,0,15,15,,0,2,13.3
Drew Brees,802,QB,16,NO,15,0,15,0.07,0,1,0.4
Dion Lewis,6301,HB,7,PHI,13,2,15,2.92,3,0,58.5
Robert Meachem,3643,WR,15,SD,1,14,15,0.00,0,1,0.0
Jed Collins,4743,FB,15,NO,0,14,14,,0,2,14.3
Brandon Tate,5006,WR,15,CIN,1,13,14,2.00,0,3,42.9
Keshawn Martin,7121,WR,15,HST,4,10,14,0.50,1,1,7.1
Mike Thomas,5030,WR,7,JAX,1,13,14,1.00,0,0,0.0
Jordan Norwood,5358,WR,2,CLV,1,13,14,3.00,0,1,21.4
Steve Smith,3667,WR,9,STR,0,14,14,,0,1,7.1
Ramses Barden,5008,WR,11,NYG,0,14,14,,0,0,0.0
Micheal Spurlock,3517,WR,5,JAX,0,14,14,,0,0,0.0
Alex Smith,2288,TE,12,CLV,0,13,13,,0,1,7.7
Isaiah Pead,7053,HB,14,STR,10,3,13,3.30,3,0,76.2
Stanley Havili,6392,FB,15,PHI,6,7,13,2.33,1,0,17.9
Tyrod Taylor,6332,QB,7,BLT,13,0,13,4.69,4,3,252.7
Joshua Cribbs,2544,WR,15,CLV,6,7,13,2.67,3,0,61.5
Matt Hasselbeck,408,QB,8,TEN,13,0,13,1.15,1,2,26.6
Erik Lorig,5775,FB,16,TB,0,12,12,,1,3,33.3
Nick Foles,7089,QB,7,PHI,11,1,12,0.91,0,0,0.0
Aldrick Robinson,6330,WR,15,WAS,1,11,12,7.00,0,1,58.3
LaVon Brazill,7191,WR,14,IND,0,11,11,,0,1,9.1
Dave Thomas,3031,TE,15,NO,0,11,11,,0,0,0.0
Rishard Matthews,7211,WR,7,MIA,0,11,11,,0,0,0.0
Devin Aromashodu,3178,WR,15,MIN,0,11,11,,0,2,18.2
Konrad Reuland,6469,TE,16,NYJ,0,11,11,,1,0,9.1
Brian Quick,7037,WR,15,STR,0,11,11,,0,0,0.0
Terrelle Pryor,6944,QB,3,OAK,10,1,11,1.50,2,1,40.9
Mike Thomas,5030,WR,9,DET,6,5,11,2.00,0,0,0.0
Joe Morgan,6696,WR,14,NO,1,10,11,1.00,0,3,27.3
Lex Hilliard,4518,FB,12,NYJ,8,3,11,1.88,1,0,17.0
Dorin Dickerson,5750,FB,9,BUF,1,9,10,-2.00,0,0,0.0
Brandon Jackson,3679,HB,2,CLV,8,2,10,4.13,4,0,165.0
Kevin Elliott,7367,WR,9,JAX,0,10,10,,0,1,10.0
Matt Willis,4283,WR,15,DEN,0,10,10,,0,0,0.0
Braylon Edwards,2220,WR,3,NYJ,0,10,10,,0,0,0.0
Dante Rosario,3771,TE,13,SD,0,10,10,,0,0,0.0
Cyrus Gray,7655,HB,4,KC,7,2,9,1.86,0,0,0.0
Terrance Copper,2016,WR,13,KC,1,8,9,2.00,0,0,0.0
Quinn Johnson,5069,FB,16,TEN,4,5,9,1.00,0,0,0.0
Stefan Logan,4909,HB,8,DET,3,6,9,3.33,0,2,74.1
Kregg Lumpkin,4714,HB,4,NYG,9,0,9,3.33,1,0,37.0
Micheal Spurlock,3517,WR,7,SD,0,9,9,,0,0,0.0
Roy Helu,6257,HB,3,WAS,2,7,9,1.00,0,1,11.1
Josh Cooper,7672,WR,6,CLV,0,9,9,,0,0,0.0
Niles Paul,6307,TE,16,WAS,1,8,9,1.00,0,0,0.0
Randy McMichael,1114,TE,16,SD,0,9,9,,1,1,22.2
Todd Heap,801,TE,2,ARZ,0,8,8,,1,1,25.0
