player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Aaron Stecker,572,HB,16,NO,115,36,151,1.87,7,3,12.4
Derrick Ward,1949,HB,8,NYG,125,26,151,2.42,9,5,22.4
Kenton Keith,4131,HB,16,IND,121,13,134,1.78,9,5,18.6
Kolby Smith,3764,HB,9,KC,112,22,134,1.98,12,6,26.6
Jerious Norwood,3024,HB,15,ATL,103,28,131,2.37,9,6,27.1
Najeh Davenport,1131,HB,15,PIT,107,17,124,3.09,21,6,67.4
Chris Brown,1407,HB,12,TEN,103,19,122,3.01,19,6,61.7
T.J. Houshmandzadeh,921,WR,16,CIN,5,112,117,1.80,3,16,29.2
Brian Leonard,3668,FB,16,STR,86,30,116,1.87,5,2,11.3
Wes Welker,2204,WR,16,NE,4,112,116,4.50,1,17,69.8
Ladell Betts,1063,HB,16,WAS,93,22,115,2.00,3,4,12.2
Kevin Faulk,470,HB,16,NE,62,47,109,2.16,2,5,13.9
Brandon Marshall,3064,WR,16,DEN,5,102,107,3.20,3,38,122.6
Leon Washington,3062,HB,16,NYJ,71,36,107,2.14,8,4,24.0
Reggie Wayne,800,WR,16,IND,1,104,105,0.00,0,5,0.0
Derrick Mason,271,WR,16,BLT,0,103,103,,0,14,13.6
Musa Smith,1392,HB,16,BLT,75,27,102,2.07,7,4,22.3
Larry Fitzgerald,1724,WR,15,ARZ,0,100,100,,0,5,5.0
Chad Johnson,806,WR,16,CIN,6,93,99,1.50,0,5,7.6
Randy Moss,342,WR,16,NE,0,99,99,,1,2,3.0
Tony Gonzalez,237,TE,16,KC,0,99,99,,0,13,13.1
Marques Colston,3197,WR,16,NO,0,98,98,,0,10,10.2
Jason Witten,1384,TE,16,DAL,0,96,96,,0,9,9.4
Steve Smith,837,WR,15,CAR,9,87,96,3.56,2,16,66.7
Bobby Engram,177,WR,16,SEA,0,94,94,,1,9,10.6
Michael Pittman,382,HB,10,TB,68,26,94,2.06,2,1,6.6
Torry Holt,441,WR,16,STR,0,93,93,,0,1,1.1
Reuben Droughns,640,HB,16,NYG,85,7,92,2.09,11,0,25.0
Sammy Morris,678,HB,6,NE,85,6,91,2.27,1,0,2.5
Brandon Jackson,3679,HB,11,GB,75,16,91,2.51,11,8,52.3
Vince Young,2948,QB,15,TEN,88,0,88,1.42,9,9,29.1
Jerricho Cotchery,1829,WR,15,NYJ,5,82,87,8.20,4,14,169.7
Dominic Rhodes,979,HB,6,OAK,75,11,86,2.25,7,5,31.4
Roddy White,2244,WR,16,ATL,1,83,84,7.00,0,7,58.3
Donald Driver,533,WR,15,GB,2,82,84,0.50,0,20,11.9
Ahman Green,374,HB,6,HST,70,14,84,1.84,3,1,8.8
Jason Wright,2212,HB,16,CLV,60,24,84,2.33,5,4,25.0
Shaun McDonald,1418,WR,16,DET,4,79,83,1.00,1,10,13.3
Kellen Winslow,1727,TE,16,CLV,0,82,82,,0,3,3.7
Terrell Owens,188,WR,15,DAL,1,81,82,1.00,0,13,15.9
Fred Jackson,3368,HB,8,BUF,58,22,80,3.05,11,6,64.8
Braylon Edwards,2220,WR,16,CLV,0,80,80,,0,5,6.3
Kevin Curtis,1389,WR,16,PHI,1,77,78,0.00,0,7,0.0
Antonio Gates,1609,TE,16,SD,0,75,75,,1,3,5.3
Michael Turner,1873,HB,16,SD,71,4,75,2.37,11,1,37.9
Correll Buckhalter,869,HB,14,PHI,62,12,74,3.18,4,1,21.5
Hines Ward,380,WR,13,PIT,3,71,74,1.00,1,0,1.4
Anquan Boldin,1369,WR,12,ARZ,1,72,73,2.00,0,11,30.1
Leonard Weaver,2835,FB,16,SEA,32,39,71,1.63,1,9,22.9
Bernard Berrian,1799,WR,16,CHI,0,71,71,,0,6,8.5
Darius Walker,4248,HB,4,HST,58,13,71,2.41,3,4,23.8
Dwayne Bowe,3639,WR,16,KC,0,70,70,,0,11,15.7
Plaxico Burress,586,WR,16,NYG,0,70,70,,0,6,8.6
Kevin Walter,1549,WR,16,HST,5,65,70,2.00,1,3,11.4
T.J. Duckett,1025,HB,12,DET,65,4,69,3.22,8,0,37.3
Pierre Thomas,4080,HB,10,NO,52,17,69,2.75,10,0,39.9
Reggie Brown,2252,WR,16,PHI,5,61,66,2.60,3,5,31.5
Roy Williams,1728,WR,12,DET,2,64,66,1.50,0,5,11.4
Chris Cooley,1802,TE,16,WAS,0,65,65,,1,10,16.9
Santana Moss,786,WR,14,WAS,3,61,64,1.00,0,4,6.3
Owen Daniels,3043,TE,16,HST,0,63,63,,1,5,9.5
Ike Hilliard,233,WR,15,TB,1,62,63,7.00,1,12,144.4
Mike Furrey,726,WR,16,DET,0,61,61,,0,0,0.0
Andre Johnson,1319,WR,9,HST,0,60,60,,0,6,10.0
Dallas Clark,1340,TE,15,IND,2,58,60,6.50,1,9,108.3
Vernand Morency,2290,HB,13,GB,29,30,59,1.48,2,4,15.1
Amani Toomer,169,WR,16,NYG,0,59,59,,1,1,3.4
Deshawn Wynn,3844,HB,7,GB,50,9,59,2.88,8,2,48.8
Joey Galloway,117,WR,15,TB,1,57,58,0.00,0,5,0.0
Jeremy Shockey,1021,TE,14,NYG,1,57,58,2.00,6,6,41.4
Tatum Bell,1762,HB,5,DET,44,14,58,1.57,0,1,2.7
Santonio Holmes,2970,WR,13,PIT,5,52,57,1.20,0,4,8.4
Isaac Bruce,80,WR,14,STR,2,55,57,0.00,0,1,0.0
Roydell Williams,2353,WR,16,TEN,2,55,57,0.50,0,5,4.4
Cadillac Williams,2222,HB,4,TB,54,3,57,1.94,4,0,13.6
Ronald Curry,1199,WR,16,OAK,1,55,56,1.00,0,5,8.9
David Patten,221,WR,16,NO,2,54,56,0.50,2,6,7.1
Josh Reed,1043,WR,15,BUF,4,52,56,2.50,1,9,44.6
Lorenzo Booker,3687,HB,7,MIA,28,28,56,2.21,2,5,27.7
Bobby Wade,1448,WR,16,MIN,1,55,56,0.00,0,3,0.0
Antwaan Randle El,1069,WR,15,WAS,4,51,55,1.25,0,6,13.6
Justin Gage,1452,WR,16,TEN,0,55,55,,0,5,9.1
J.J. Arrington,2261,HB,16,ARZ,26,29,55,1.69,1,4,15.4
Laveranues Coles,638,WR,12,NYJ,0,55,55,,0,7,12.7
Lee Evans,1734,WR,16,BUF,0,55,55,,0,2,3.6
Tarvaris Jackson,3009,QB,12,MIN,54,0,54,1.94,8,3,39.6
Arnaz Battle,1499,WR,16,SF,4,49,53,0.50,2,5,6.6
Greg Jennings,2997,WR,13,GB,0,53,53,,0,4,7.5
Michael Jenkins,1750,WR,15,ATL,0,53,53,,1,4,9.4
Marty Booker,487,WR,15,MIA,2,51,53,2.00,0,1,3.8
Greg Jones II,1776,FB,16,JAX,42,11,53,2.00,5,5,37.7
Calvin Johnson,3618,WR,15,DET,4,48,52,8.50,3,2,81.7
Vernon Davis,2951,TE,14,SF,0,52,52,,2,14,30.8
Nate Burleson,1386,WR,16,SEA,2,50,52,1.50,0,6,17.3
Anthony Thomas,808,HB,10,BUF,36,15,51,1.94,0,4,15.3
Priest Holmes,309,HB,4,KC,46,5,51,1.41,6,0,16.6
Patrick Crayton,1932,WR,15,DAL,0,50,50,,2,7,18.0
Donovan McNabb,438,QB,14,PHI,50,0,50,1.26,1,4,12.6
Dennis Northcutt,605,WR,15,JAX,6,44,50,0.67,1,2,4.0
Joe Jurevicius,365,WR,16,CLV,0,50,50,,0,1,2.0
Deion Branch,1072,WR,11,SEA,0,49,49,,0,3,6.1
Tony Scheffler,3006,TE,14,DEN,0,49,49,,1,8,18.4
Donald Lee,1465,TE,15,GB,0,48,48,,0,7,14.6
Eric Johnson,929,TE,14,NO,0,48,48,,0,7,14.6
Mark Clayton,2239,WR,16,BLT,0,48,48,,2,7,18.8
David Garrard,1109,QB,12,JAX,48,0,48,1.67,5,4,31.3
Darren Sproles,2347,HB,8,SD,37,10,47,2.84,10,3,78.5
Heath Miller,2247,TE,16,PIT,0,47,47,,0,4,8.5
Donte' Stallworth,1020,WR,16,NE,1,46,47,2.00,0,11,46.8
James Jones,3694,WR,16,GB,0,47,47,,0,2,4.3
Bo Scaife,2396,TE,16,TEN,0,46,46,,3,5,17.4
Bryant Johnson,1333,WR,16,ARZ,0,46,46,,0,2,4.3
Andre Hall,3333,HB,5,DEN,44,2,46,3.23,8,3,77.2
Jeff King,3100,TE,16,CAR,0,46,46,,2,3,10.9
Michael Bennett,797,HB,8,TB,40,6,46,2.38,2,2,20.7
Darrell Jackson,639,WR,15,SF,0,46,46,,0,4,8.7
Ernest Wilford,1841,WR,16,JAX,0,45,45,,1,5,13.3
Brad Smith,3048,WR,16,NYJ,12,32,44,2.67,4,3,42.4
Desmond Clark,529,TE,16,CHI,0,44,44,,1,5,13.6
Zach Miller,3654,TE,16,OAK,0,44,44,,0,5,11.4
Jerry Porter,617,WR,16,OAK,0,44,44,,0,5,11.4
Jay Cutler,2956,QB,16,DEN,43,0,43,0.98,1,1,4.5
Michael Sellers,432,FB,14,WAS,26,17,43,2.27,2,5,36.9
Alge Crumpler,805,TE,14,ATL,0,42,42,,0,7,16.7
Vincent Jackson,2278,WR,16,SD,0,41,41,,0,8,19.5
Antonio Pittman,3723,HB,10,STR,38,3,41,2.92,5,0,35.6
Brandon Stokley,498,WR,13,DEN,1,40,41,2.00,2,0,9.8
Chris Baker,1091,TE,15,NYJ,0,41,41,,0,5,12.2
Garrett Wolfe,3709,HB,10,CHI,30,10,40,1.27,1,6,22.2
Muhsin Muhammad,173,WR,16,CHI,0,40,40,,0,6,15.0
Reggie Williams,1730,WR,15,JAX,1,38,39,2.00,0,2,10.3
Matt Hasselbeck,408,QB,16,SEA,39,0,39,0.49,0,1,1.2
Randy McMichael,1114,TE,16,STR,0,39,39,,2,2,10.3
Greg Olsen,3647,TE,14,CHI,0,39,39,,2,1,7.7
Sam Gado,2599,HB,5,MIA,35,4,39,1.94,4,1,24.9
Ted Ginn Jr.,3625,WR,16,MIA,4,34,38,0.00,1,1,0.0
Roscoe Parrish,2272,WR,16,BUF,3,35,38,0.33,0,7,6.1
Drew Carter,1881,WR,16,CAR,0,38,38,,0,6,15.8
Heath Evans,843,FB,16,NE,34,4,38,1.79,1,0,4.7
Laurent Robinson,3691,WR,15,ATL,0,37,37,,0,1,2.7
Chris Chambers,821,WR,10,SD,2,35,37,2.50,1,3,27.0
Tom Brady,698,QB,16,NE,37,0,37,0.54,0,2,2.9
Marcedes Lewis,2973,TE,16,JAX,0,37,37,,2,8,27.0
Benjamin Watson,1753,TE,12,NE,1,36,37,2.00,0,2,10.8
Anthony Gonzalez,3648,WR,13,IND,0,37,37,,1,4,13.5
Chris Henry,3666,HB,6,TEN,31,6,37,2.32,3,1,25.1
Michael Robinson,3045,HB,13,SF,25,11,36,2.08,2,5,40.4
Jabar Gaffney,1040,WR,16,NE,0,36,36,,0,4,11.1
Jeff Garcia,550,QB,13,TB,35,0,35,0.80,2,3,11.4
David Martin,916,TE,15,MIA,0,35,35,,0,0,0.0
Maurice Hicks,1253,HB,16,SF,21,14,35,2.19,2,1,18.8
Jason Campbell,2242,QB,13,WAS,35,0,35,0.80,2,4,13.7
Ben Roethlisberger,1732,QB,15,PIT,35,0,35,2.94,4,4,67.3
Kyle Eckel,2574,FB,7,NE,33,1,34,1.64,0,0,0.0
Lance Moore,2718,WR,16,NO,2,32,34,0.00,0,0,0.0
Quinn Sypniewski,3111,TE,15,BLT,0,34,34,,2,1,8.8
Andre' Davis,1054,WR,14,HST,0,33,33,,0,0,0.0
Drew Bennett,941,WR,14,STR,0,33,33,,0,0,0.0
Justin Griffith,1433,FB,16,OAK,7,26,33,1.71,0,6,31.2
Keary Colbert,1783,WR,12,CAR,0,32,32,,0,5,15.6
Eric Moulds,165,WR,16,TEN,0,32,32,,1,2,9.4
Chris Chambers,821,WR,6,MIA,1,31,32,0.00,0,0,0.0
Robert Ferguson,811,WR,15,MIN,0,32,32,,0,6,18.8
Alex Smith,2288,TE,14,TB,0,32,32,,1,6,21.9
Derek Anderson,2430,QB,16,CLV,32,0,32,0.28,1,1,1.8
Cecil Sapp,1695,FB,16,DEN,18,14,32,2.33,2,0,14.6
Dwayne Wright,3727,HB,11,BUF,29,3,32,2.31,2,0,14.4
Clifton Dawson,3923,HB,6,IND,30,2,32,2.40,5,0,37.5
D.J. Hackett,1876,WR,6,SEA,0,32,32,,0,0,0.0
Ben Utecht,2199,TE,14,IND,0,31,31,,1,1,6.5
Sidney Rice,3660,WR,13,MIN,0,31,31,,0,1,3.2
Cleo Lemon,1271,QB,9,MIA,31,0,31,2.35,3,3,45.6
Tony Romo,1693,QB,16,DAL,31,0,31,1.23,2,2,15.8
Michael Bennett,797,HB,6,KC,20,10,30,1.60,1,4,26.7
Nate Washington,2832,WR,16,PIT,1,29,30,2.00,0,1,6.7
Derek Hagan,3027,WR,16,MIA,0,29,29,,0,0,0.0
Travis Minor,846,HB,7,STR,17,12,29,2.06,1,4,35.5
Carey Davis,2029,FB,16,PIT,17,12,29,2.06,1,2,21.3
Eli Manning,1722,QB,16,NYG,29,0,29,0.10,1,1,0.7
Justin Peelle,1104,TE,16,MIA,0,29,29,,0,7,24.1
Jeff Webb,3135,WR,16,KC,1,28,29,3.00,1,2,31.0
Philip Rivers,1725,QB,16,SD,29,0,29,0.86,2,0,5.9
Brett Favre,14,QB,16,GB,28,0,28,0.07,0,2,0.5
Marcus Pollard,151,TE,14,SEA,0,28,28,,3,2,17.9
Deuce McAllister,793,HB,3,NO,24,4,28,1.71,1,0,6.1
Javon Walker,1027,WR,8,DEN,2,26,28,0.50,0,4,7.1
Josh McCown,1085,QB,9,OAK,28,0,28,0.75,0,1,2.7
Lawrence Vickers,3125,FB,16,CLV,15,13,28,1.73,1,2,18.6
Visanthe Shiancoe,1406,TE,16,MIN,0,27,27,,0,2,7.4
Vonta Leach,2100,FB,16,HST,2,25,27,0.50,2,2,7.4
Billy Miller,534,TE,16,NO,0,27,27,,2,4,22.2
Kris Wilson,1782,FB,16,KC,3,24,27,1.33,2,3,24.7
Devin Hester,3002,WR,16,CHI,6,21,27,2.17,0,5,40.1
Joe Horn,199,WR,12,ATL,0,27,27,,0,0,0.0
Kellen Clemens,2994,QB,10,NYJ,27,0,27,1.30,3,2,24.0
Michael Clayton,1736,WR,14,TB,5,22,27,1.60,0,4,23.7
Sam Gado,2599,HB,3,HST,18,8,26,1.39,1,0,5.3
Mewelde Moore,1840,HB,8,MIN,20,6,26,1.80,4,0,27.7
Samie Parker,1826,WR,15,KC,1,25,26,3.00,0,3,34.6
Drew Brees,802,QB,16,NO,23,2,25,0.61,0,1,2.4
DeDe Dorsey,3299,HB,9,CIN,21,4,25,4.52,7,0,126.7
Robert Royal,1151,TE,16,BUF,0,25,25,,2,1,12.0
Jon Kitna,217,QB,16,DET,24,1,25,1.08,4,3,30.3
Jerome Harrison,3090,HB,5,CLV,23,2,25,3.48,3,2,69.6
Ahmad Bradshaw,3866,HB,6,NYG,23,2,25,6.52,6,2,208.7
Michael Gaines,1946,TE,15,BUF,0,25,25,,1,9,40.0
Aveion Cason,945,HB,10,DET,11,14,25,2.45,0,0,0.0
Mike Karney,1875,FB,16,NO,11,13,24,0.55,0,0,0.0
Matt Jones,2238,WR,12,JAX,0,24,24,,0,2,8.3
Carson Palmer,1317,QB,16,CIN,24,0,24,0.38,0,0,0.0
Daniel Graham,1028,TE,15,DEN,0,24,24,,2,0,8.3
Jason Avant,3054,WR,15,PHI,1,23,24,1.00,0,2,8.3
Craig Davis,3646,WR,13,SD,3,20,23,1.00,1,2,13.0
Leonard Pope,3017,TE,13,ARZ,0,23,23,,2,1,13.0
Todd Heap,801,TE,6,BLT,0,23,23,,0,1,4.3
Brandon Jones,2313,WR,8,TEN,2,21,23,7.00,1,3,121.7
Brad Hoover,740,FB,16,CAR,12,10,22,1.58,0,0,0.0
L.J. Smith,1376,TE,10,PHI,0,22,22,,3,1,18.2
Keenan McCardell,19,WR,10,WAS,0,22,22,,0,3,13.6
Jerheme Urban,1709,WR,10,ARZ,0,22,22,,0,1,4.5
Adimchinobe Echemandu,1924,HB,6,HST,20,2,22,2.55,0,0,0.0
Devery Henderson,1771,WR,16,NO,2,20,22,1.00,1,1,9.1
Sinorice Moss,2989,WR,13,NYG,1,21,22,0.00,0,3,0.0
Koren Robinson,2864,WR,9,GB,1,21,22,3.00,0,3,40.9
Chris Henry,2300,WR,8,CIN,0,21,21,,0,3,14.3
Delanie Walker,3120,TE,16,SF,0,21,21,,0,3,14.3
Lorenzo Neal,47,FB,13,SD,13,8,21,1.69,3,1,32.2
Sage Rosenfels,863,QB,9,HST,21,0,21,0.14,0,0,0.0
Troy Williamson,2224,WR,11,MIN,2,18,20,1.50,0,1,7.5
Reggie Kelly,468,TE,15,CIN,0,20,20,,1,1,10.0
Demetrius Williams,3056,WR,9,BLT,0,20,20,,1,1,10.0
J.P. Losman,1743,QB,8,BUF,20,0,20,1.20,0,0,0.0
Marvin Harrison,162,WR,5,IND,0,20,20,,0,0,0.0
Antonio Chatman,946,WR,12,CIN,1,19,20,1.00,0,0,0.0
Cedrick Wilson,901,WR,16,PIT,2,18,20,0.00,0,0,0.0
Peyton Manning,327,QB,16,IND,20,0,20,0.25,0,1,1.3
Marcel Shipp,987,HB,15,ARZ,15,4,19,1.53,2,0,16.1
Chad Pennington,596,QB,9,NYJ,19,0,19,1.00,0,1,5.3
Mike Anderson,693,HB,6,BLT,15,4,19,3.20,2,0,33.7
Daunte Culpepper,446,QB,7,OAK,19,0,19,1.11,1,0,5.8
Justin McCareins,872,WR,16,NYJ,0,19,19,,1,4,26.3
Quinn Gray,1247,QB,8,JAX,19,0,19,1.89,3,3,59.8
Kyle Boller,1335,QB,12,BLT,19,0,19,1.74,1,2,27.4
Sam Hurd,3362,WR,16,DAL,0,19,19,,0,2,10.5
Jacoby Jones,3689,WR,14,HST,3,15,18,2.00,2,1,33.3
Tony Richardson,110,FB,14,MIN,7,11,18,0.57,0,2,6.3
B.J. Askew,1400,FB,13,TB,0,18,18,,0,8,44.4
Bryan Fletcher,1184,TE,12,IND,0,18,18,,0,1,5.6
Glenn Holt,3355,WR,13,CIN,2,16,18,1.00,0,1,5.6
Devard Darling,1803,WR,13,BLT,0,18,18,,0,3,16.7
Patrick Cobbs,3272,HB,5,MIA,15,3,18,1.87,2,0,20.7
Jerramy Stevens,1035,TE,14,TB,0,18,18,,0,1,5.6
Bubba Franks,592,TE,8,GB,0,18,18,,0,2,11.1
Matt Schaub,1811,QB,11,HST,17,0,17,0.94,0,0,0.0
Rashied Davis,2554,WR,16,CHI,0,17,17,,0,3,17.6
George Wrighster,1417,TE,11,JAX,0,17,17,,1,0,5.9
Le'Ron McClain,3753,FB,16,BLT,8,9,17,1.38,1,1,16.2
Kurt Warner,112,QB,14,ARZ,17,0,17,1.12,0,3,19.7
David Carr,1009,QB,6,CAR,17,0,17,1.59,1,1,18.7
Sean McHugh,1955,TE,15,DET,0,17,17,,3,1,23.5
Jameel Cook,904,FB,5,HST,8,8,16,1.63,0,2,20.3
Brent Celek,3778,TE,16,PHI,0,16,16,,1,1,12.5
Hank Baskett,3220,WR,16,PHI,0,16,16,,0,0,0.0
Ruvell Martin,2111,WR,15,GB,0,16,16,,0,1,6.3
Terrance Copper,2016,WR,15,NO,0,15,15,,0,0,0.0
Glenn Martinez,2112,WR,12,DEN,0,15,15,,0,1,6.7
Reche Caldwell,1055,WR,8,WAS,0,15,15,,0,1,6.7
Jason McKie,1279,FB,16,CHI,6,9,15,1.33,0,0,0.0
Joey Harrington,1011,QB,12,ATL,14,1,15,1.79,2,0,23.8
Jackie Battle,3885,HB,2,KC,14,1,15,2.29,3,0,45.7
Anthony Fasano,2998,TE,16,DAL,0,14,14,,1,2,21.4
Trent Edwards,3708,QB,10,BUF,14,0,14,0.57,1,1,8.2
Rex Grossman,1338,QB,8,CHI,14,0,14,0.50,0,0,0.0
Eddie Kennison,161,WR,8,KC,1,13,14,0.00,1,1,0.0
Tyson Thompson,2810,HB,4,DAL,14,0,14,2.36,2,0,33.7
LaBrandon Toefield,1443,HB,2,JAX,13,1,14,1.77,0,0,0.0
Moran Norris,865,FB,16,SF,7,6,13,1.29,0,2,19.8
Alex Smith,2218,QB,7,SF,13,0,13,0.69,2,1,16.0
Brian Griese,379,QB,7,CHI,13,0,13,0.15,0,2,2.4
Mack Strong,66,FB,5,SEA,4,9,13,2.75,0,2,42.3
Greg Lewis,1650,WR,15,PHI,0,13,13,,0,1,7.7
Will Heller,1623,TE,16,SEA,0,13,13,,0,0,0.0
Jason Snelling,3860,HB,6,ATL,13,0,13,1.85,1,0,14.2
Jeremi Johnson,1430,FB,16,CIN,7,6,13,1.29,1,1,19.8
Thomas Tapeh,1880,FB,16,PHI,5,8,13,3.40,0,5,130.8
Ben Hartsock,1789,TE,16,TEN,0,12,12,,0,2,16.7
Shaun Hill,1255,QB,3,SF,12,0,12,0.83,0,0,0.0
Ben Obomanu,3194,WR,13,SEA,0,12,12,,0,2,16.7
Troy Smith,3790,QB,4,BLT,12,0,12,0.00,2,1,0.0
Charlie Batch,367,QB,7,PIT,12,0,12,0.00,0,1,0.0
Cory Ross,3487,HB,1,BLT,12,0,12,4.75,5,0,197.9
David Anderson,3196,WR,6,HST,0,12,12,,0,0,0.0
Joshua Cribbs,2544,WR,16,CLV,9,3,12,2.44,2,1,61.1
Brian Calhoun,3019,HB,3,DET,7,5,12,2.43,0,1,20.2
Luke McCown,1827,QB,5,TB,12,0,12,3.42,1,2,85.4
Steve Heiden,481,TE,16,CLV,0,12,12,,3,0,25.0
Craphonso Thorpe,2333,WR,4,IND,0,12,12,,0,0,0.0
Gilbert Harris,4201,HB,4,KC,9,3,12,0.78,0,0,0.0
Daniel Coats,3908,TE,15,CIN,0,12,12,,0,2,16.7
Ovie Mughelli,1445,FB,16,ATL,5,6,11,1.00,3,1,36.4
Matt Schobel,1074,TE,15,PHI,0,11,11,,0,0,0.0
Billy Volek,768,QB,5,SD,11,0,11,0.00,0,0,0.0
Matt Leinart,2955,QB,5,ARZ,11,0,11,0.82,0,0,0.0
Aundrae Allison,3762,WR,10,MIN,2,9,11,1.00,0,2,18.2
Tony Hunt,3706,HB,7,PHI,10,0,10,1.40,1,0,14.0
Maurice Stovall,3035,WR,14,TB,0,10,10,,0,1,10.0
Steve McNair,114,QB,6,BLT,10,0,10,0.30,0,0,0.0
Brandon Manumaleuna,876,TE,16,SD,0,10,10,,1,2,30.0
Marques Hagans,3089,WR,3,STR,2,8,10,0.00,0,0,0.0
Steve Breaston,3758,WR,7,ARZ,2,8,10,0.50,0,1,5.0
Ahmard Hall,3336,FB,11,TEN,1,9,10,5.00,0,1,50.0
Trent Dilfer,72,QB,7,SF,10,0,10,0.80,0,0,0.0
Ashley Lelie,1026,WR,15,SF,0,10,10,,0,0,0.0
Luke Lawton,2099,FB,11,IND,5,4,9,1.80,2,2,80.0
Martrez Milner,3749,TE,7,ATL,0,9,9,,0,0,0.0
Greg Estandia,3597,TE,10,JAX,0,9,9,,1,1,22.2
Kyle Brady,118,TE,14,NE,0,9,9,,1,0,11.1
Kevin Boss,3769,TE,12,NYG,0,9,9,,0,1,11.1
James Thrash,323,WR,12,WAS,0,9,9,,0,0,0.0
Damon Huard,215,QB,11,KC,9,0,9,0.11,0,0,0.0
Marc Bulger,684,QB,12,STR,9,0,9,0.00,0,0,0.0
John Beck,3656,QB,5,MIA,9,0,9,0.11,0,0,0.0
Vinny Testaverde,2866,QB,7,CAR,9,0,9,0.44,0,0,0.0
Troy Walters,682,WR,10,DET,0,9,9,,0,1,11.1
Chris Redman,635,QB,6,ATL,8,0,8,1.50,0,0,0.0
Aaron Moorehead,1665,WR,7,IND,0,8,8,,0,0,0.0
Richard Angulo,1548,TE,5,JAX,0,8,8,,0,0,0.0
Tim Carter,1053,WR,16,CLV,0,8,8,,0,0,0.0
Steve Smith,3667,WR,5,NYG,0,8,8,,0,1,12.5
Casey Fitzsimmons,1607,TE,16,DET,0,8,8,,0,1,12.5
Brandon Middleton,2123,WR,4,DET,0,8,8,,0,0,0.0
Sean Morey,538,WR,8,ARZ,0,8,8,,0,0,0.0
Legedu Naanee,3788,WR,12,SD,0,8,8,,0,1,12.5
Tim Dwight,390,WR,6,OAK,2,6,8,0.00,0,0,0.0
Jeff Dugan,1936,FB,15,MIN,2,6,8,2.00,1,0,25.0
