player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Lawrence Vickers,3125,FB,16,CLV,5,4,9,1.60,2,1,53.3
Spencer Larsen,4497,FB,11,DEN,3,5,8,5.33,1,0,66.7
Jake Delhomme,303,QB,5,CLV,8,0,8,0.13,0,1,1.6
James Casey,5076,TE,14,HST,0,8,8,,0,0,0.0
Ryan Grant,2609,HB,1,GB,8,0,8,2.63,0,0,0.0
Dan Gronkowski,5179,TE,12,DEN,0,8,8,,0,0,0.0
Tiquan Underwood,5177,WR,10,JAX,0,8,8,,0,1,12.5
Vonta Leach,2100,FB,16,HST,0,8,8,,1,1,25.0
John Skelton,5678,QB,5,ARZ,8,0,8,6.25,1,0,78.1
Roydell Williams,2353,WR,16,WAS,0,8,8,,0,2,25.0
Corey McIntyre,1278,FB,16,BUF,4,4,8,1.00,1,1,25.0
Stephen Spach,2789,TE,15,ARZ,0,7,7,,0,0,0.0
Marlon Moore,5887,WR,9,MIA,1,6,7,12.00,0,0,0.0
Donte' Stallworth,1020,WR,8,BLT,5,2,7,3.20,0,1,45.7
Tarvaris Jackson,3009,QB,3,MIN,7,0,7,0.29,0,0,0.0
Charlie Batch,367,QB,3,PIT,7,0,7,2.00,1,1,57.1
Seneca Wallace,1422,QB,8,CLV,6,1,7,3.17,2,0,90.5
Kyle Boller,1335,QB,5,OAK,7,0,7,0.43,0,0,0.0
Riley Cooper,5682,WR,13,PHI,0,7,7,,0,0,0.0
Ruvell Martin,2111,WR,5,SEA,0,7,7,,0,0,0.0
Moran Norris,865,FB,16,SF,3,4,7,0.67,0,0,0.0
Adrian Arrington,4551,TE,1,NO,0,7,7,,0,0,0.0
Maurice Stovall,3035,WR,9,TB,0,7,7,,0,2,28.6
David Martin,916,TE,15,BUF,0,7,7,,2,0,28.6
Naufahu Tahi,3526,FB,15,MIN,1,6,7,0.00,0,0,0.0
Kassim Osgood,1676,WR,16,JAX,0,6,6,,0,1,16.7
Eric Weems,4097,WR,15,ATL,0,6,6,,0,4,66.7
Thomas Clayton,3802,HB,1,NE,6,0,6,1.83,0,0,0.0
David Clowney,3773,WR,10,CAR,0,6,6,,0,1,16.7
Brett Swain,4531,WR,12,GB,0,6,6,,0,2,33.3
Jeff Dugan,1936,TE,16,MIN,2,4,6,0.50,1,1,16.7
Kris Wilson,1782,TE,13,SD,0,6,6,,2,0,33.3
Tony Romo,1693,QB,6,DAL,6,0,6,1.33,0,0,0.0
Eric Decker,5611,WR,10,DEN,0,6,6,,0,2,33.3
Alge Crumpler,805,TE,16,NE,0,6,6,,1,0,16.7
Mardy Gilyard,5623,WR,10,STR,0,6,6,,0,0,0.0
Billy Volek,768,QB,3,SD,6,0,6,0.00,0,0,0.0
Dezmon Briscoe,5714,WR,2,TB,0,6,6,,0,0,0.0
Randy Moss,342,WR,8,TEN,0,6,6,,0,0,0.0
Roberto Wallace,5888,WR,12,MIA,0,6,6,,0,0,0.0
Verran Tucker,5935,WR,10,KC,0,6,6,,0,0,0.0
Brandon James,5965,WR,2,IND,0,6,6,,0,0,0.0
Brody Eldridge,5685,TE,14,IND,0,5,5,,2,0,40.0
Trent Edwards,3708,QB,2,BUF,5,0,5,1.60,0,0,0.0
Lavelle Hawkins,4440,WR,3,TEN,0,5,5,,0,0,0.0
Anthony Gonzalez,3648,WR,2,IND,0,5,5,,0,0,0.0
Preston Parker,5950,WR,6,TB,1,4,5,2.00,0,1,40.0
Nate Byham,5705,TE,14,SF,0,5,5,,0,0,0.0
Brandon Manumaleuna,876,TE,16,CHI,0,5,5,,0,0,0.0
Dennis Dixon,4470,QB,2,PIT,5,0,5,1.00,0,0,0.0
Larry Johnson,1343,HB,2,WAS,5,0,5,2.00,1,0,40.0
Chaz Schilens,4540,WR,5,OAK,0,5,5,,0,0,0.0
Ryan Purvis,5403,TE,10,TB,0,5,5,,2,0,40.0
Kareem Huggins,5414,HB,3,TB,4,1,5,1.75,0,0,0.0
Darrel Young,5438,FB,2,WAS,4,1,5,0.75,0,0,0.0
Michael Palmer,5784,TE,13,ATL,0,5,5,,0,0,0.0
Lorenzo Booker,3687,HB,4,MIN,0,5,5,,0,0,0.0
Derek Anderson,2430,QB,12,ARZ,5,0,5,0.00,0,1,0.0
Robert Royal,1151,TE,15,CLV,0,5,5,,0,1,20.0
Ramses Barden,5008,WR,5,NYG,0,5,5,,0,0,0.0
David Johnson,5165,FB,16,PIT,0,4,4,,1,2,75.0
Will Heller,1623,TE,15,DET,0,4,4,,0,0,0.0
Garrett Wolfe,3709,HB,1,CHI,4,0,4,1.25,0,0,0.0
Mike Cox,4716,FB,7,KC,0,4,4,,0,0,0.0
Matt Moore,4018,QB,6,CAR,4,0,4,0.00,0,0,0.0
Kory Sperry,5369,TE,5,SD,0,4,4,,0,0,0.0
Josh Johnson,4474,QB,11,TB,4,0,4,5.00,0,0,0.0
Brandon Banks,6053,WR,10,WAS,2,2,4,1.00,0,0,0.0
Tom Crabtree,5458,TE,16,GB,0,4,4,,1,1,50.0
James Davis,5119,HB,1,CLV,4,0,4,2.50,1,0,62.5
Michael Bennett,797,HB,2,OAK,2,2,4,3.50,0,0,0.0
Gijon Robinson,4056,TE,9,IND,0,3,3,,1,0,33.3
Sage Rosenfels,863,QB,1,NYG,3,0,3,0.00,0,0,0.0
Taylor Price,5614,WR,1,NE,0,3,3,,0,0,0.0
Nick Miller,5206,WR,4,OAK,0,3,3,,0,0,0.0
Quinn Johnson,5069,FB,11,GB,0,3,3,,0,0,0.0
Derrick Williams,5005,WR,6,DET,0,3,3,,0,0,0.0
Josh Vaughan,5289,HB,2,CAR,3,0,3,1.33,0,0,0.0
Zach Potter,5302,TE,13,JAX,0,3,3,,0,0,0.0
Jake O'Connell,5161,TE,11,KC,0,3,3,,0,0,0.0
Kevin Ogletree,5387,WR,4,DAL,0,3,3,,0,1,33.3
Rex Grossman,1338,QB,4,WAS,3,0,3,1.33,1,2,133.3
Chase Coffman,5021,TE,6,CIN,0,3,3,,0,1,33.3
Cedric Peerman,5109,HB,3,CIN,2,1,3,2.50,1,0,83.3
Jim Dray,5756,TE,14,ARZ,0,3,3,,0,1,33.3
Matthew Stafford,4924,QB,3,DET,3,0,3,0.67,0,0,0.0
Terrence Austin,5742,WR,5,WAS,0,3,3,,0,0,0.0
Jerramy Stevens,1035,TE,5,TB,0,3,3,,0,0,0.0
Jerious Norwood,3024,HB,1,ATL,2,1,3,3.00,0,0,0.0
Shawn Nelson,5045,TE,5,BUF,0,3,3,,0,0,0.0
Kellen Clemens,2994,QB,1,NYJ,2,0,2,0.00,0,0,0.0
Kevin Curtis,1389,WR,2,MIA,1,1,2,3.00,0,0,0.0
Patrick Turner,5010,WR,4,NYJ,0,2,2,,0,0,0.0
Quan Cosby,5342,WR,9,CIN,0,2,2,,0,0,0.0
Chris Pressley,5347,FB,4,CIN,1,1,2,1.00,0,0,0.0
Curtis Brinkley,5514,HB,2,SD,2,0,2,2.50,0,0,0.0
Khalif Barnes,2269,TE,16,OAK,0,2,2,,1,0,50.0
Madison Hedgecock,2468,FB,4,NYG,0,2,2,,0,0,0.0
Devin Moore,5043,HB,1,IND,2,0,2,1.00,0,0,0.0
Kregg Lumpkin,4714,HB,3,TB,1,1,2,0.00,0,2,0.0
Garrett Mills,3051,TE,7,PHI,0,2,2,,0,0,0.0
Fendi Onobun,5693,TE,3,STR,0,2,2,,0,0,0.0
Dwayne Jarrett,3661,WR,3,CAR,0,2,2,,0,0,0.0
Mickey Shuler,5737,TE,6,MIA,0,2,2,,0,0,0.0
Logan Paulsen,5795,TE,9,WAS,0,2,2,,0,0,0.0
Yamon Figurs,3690,WR,1,OAK,0,2,2,,0,0,0.0
Todd Bouman,299,QB,1,JAX,2,0,2,0.50,0,1,25.0
Reagan Mauia,3797,FB,15,ARZ,0,2,2,,0,1,50.0
Tyler Palko,4031,QB,2,KC,2,0,2,0.00,0,0,0.0
Andre Brown,5053,HB,1,DEN,2,0,2,0.50,0,0,0.0
Michael Clayton,1736,WR,6,NYG,0,2,2,,0,0,0.0
Mike Vrabel,268,ED,8,KC,0,1,1,,0,0,0.0
Chase Daniel,5214,QB,2,NO,1,0,1,3.00,0,0,0.0
Hank Baskett,3220,WR,5,MIN,0,1,1,,0,0,0.0
Carlton Mitchell,5700,WR,3,CLV,1,0,1,3.00,0,0,0.0
Caleb Hanie,4674,QB,2,CHI,1,0,1,0.00,0,0,0.0
Jehuu Caulcrick,4703,HB,1,BUF,1,0,1,2.00,0,0,0.0
Mike McGlynn,4423,C,16,PHI,0,1,1,,1,1,200.0
Matt Willis,4283,WR,2,DEN,0,1,1,,0,0,0.0
Donald Penn,3459,T,16,TB,0,1,1,,3,1,400.0
Andrew Whitworth,3000,T,16,CIN,0,1,1,,3,0,300.0
Leonard Weaver,2835,HB,1,PHI,1,0,1,0.00,0,0,0.0
Ernest Wilford,1841,TE,2,JAX,0,1,1,,0,0,0.0
Kyle Williams,5729,WR,2,SF,0,1,1,,0,0,0.0
Ben Hartsock,1789,TE,16,NYJ,0,1,1,,0,0,0.0
Gary Banks,4862,WR,2,SD,0,1,1,,0,0,0.0
Tory Humphrey,2644,TE,5,NO,0,1,1,,0,1,100.0
Erik Lorig,5775,FB,6,TB,0,1,1,,1,0,100.0
Todd Herremans,2343,G,15,PHI,0,1,1,,0,0,0.0
Alex Smith,2288,TE,2,CLV,0,1,1,,0,0,0.0
Yamon Figurs,3690,WR,1,CLV,1,0,1,0.00,0,0,0.0
Shaun Smith,1702,DI,4,KC,1,0,1,1.00,0,0,0.0
Luke McCown,1827,QB,1,JAX,1,0,1,1.00,0,0,0.0
Richard Quinn,4987,TE,13,DEN,0,1,1,,1,0,100.0
Duke Calhoun,5824,WR,4,NYG,0,1,1,,0,0,0.0
Jeff Cumberland,5861,TE,1,NYJ,0,1,1,,0,0,0.0
Antone Smith,5440,HB,6,ATL,1,0,1,0.00,0,0,0.0
Manuel Johnson,5153,WR,2,DAL,0,1,1,,0,0,0.0
Max Hall,5878,QB,6,ARZ,1,0,1,0.00,0,0,0.0
Scott Chandler,3745,TE,4,BUF,0,1,1,,0,0,0.0
David Clowney,3773,WR,3,NYJ,0,1,1,,0,0,0.0
Sam Aiken,1439,WR,3,CLV,0,1,1,,0,0,0.0
Richard Goodman,6039,WR,2,SD,0,1,1,,0,0,0.0
Thomas Clayton,3802,HB,1,CLV,1,0,1,0.00,0,0,0.0
Brock Bolen,5264,FB,4,JAX,0,1,1,,0,0,0.0
Desmond Clark,529,TE,3,CHI,0,1,1,,0,0,0.0
Chris Redman,635,QB,2,ATL,1,0,1,0.00,0,0,0.0
Dennis Pitta,5638,TE,7,BLT,0,1,1,,0,0,0.0
Lex Hilliard,4518,FB,12,MIA,0,1,1,,0,0,0.0
Paul Hubbard,4505,WR,1,BUF,0,1,1,,0,0,0.0
Mike Gibson,4498,G,10,SEA,0,1,1,,0,0,0.0
Korey Hall,3807,FB,12,GB,0,1,1,,2,0,200.0
Kellen Davis,4472,TE,16,CHI,0,1,1,,0,0,0.0
David Reed,5679,WR,3,BLT,1,0,1,6.00,0,0,0.0
Chris Williams,4328,G,13,CHI,0,1,1,,2,0,200.0
