player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Seneca Wallace,1422,QB,6,CLV,7,1,8,2.71,1,2,101.8
Sam Hurd,3362,WR,12,CHI,0,8,8,,1,0,12.5
Julian Edelman,5156,WR,12,NE,4,4,8,0.25,0,2,6.3
Brit Miller,5340,FB,12,STR,5,3,8,2.20,0,1,27.5
Terrance Copper,2016,WR,14,KC,0,8,8,,0,0,0.0
Steve Slaton,4403,HB,3,HST,7,1,8,2.43,0,0,0.0
Tyler Clutts,6124,FB,16,CHI,0,8,8,,4,0,50.0
Cameron Morrah,5172,TE,9,SEA,1,6,7,2.00,1,0,28.6
Owen Schmitt,4477,FB,16,PHI,4,3,7,0.75,0,3,32.1
Jake O'Connell,5161,TE,8,KC,0,7,7,,0,0,0.0
Bernard Berrian,1799,WR,5,MIN,0,7,7,,0,1,14.3
Matt Spaeth,3693,TE,15,CHI,0,7,7,,1,0,14.3
Rock Cartwright,1211,HB,7,OAK,3,4,7,2.00,0,0,0.0
Ruvell Martin,2111,WR,10,BUF,0,7,7,,0,1,14.3
Josh Vaughan,5289,HB,2,CAR,7,0,7,2.29,5,0,163.3
Bryant Johnson,1333,WR,15,HST,1,6,7,1.00,1,1,28.6
Tony Fiammetta,5052,FB,10,DAL,4,3,7,0.75,2,0,21.4
Jesse Holley,3965,WR,9,DAL,0,7,7,,0,0,0.0
Michael Hoomanawanui,5655,TE,8,STR,0,7,7,,1,0,14.3
Tashard Choice,4436,HB,1,WAS,6,1,7,1.50,0,0,0.0
Kellen Clemens,2994,QB,3,STR,7,0,7,3.86,1,1,110.2
Luke McCown,1827,QB,4,JAX,7,0,7,2.57,0,0,0.0
Da'Rel Scott,6373,HB,6,NYG,5,2,7,1.40,0,0,0.0
Dante Rosario,3771,TE,13,DEN,0,7,7,,0,0,0.0
Chad Hall,5523,WR,7,PHI,3,3,6,1.00,0,2,33.3
Kyle Orton,2323,QB,4,KC,6,0,6,0.00,0,1,0.0
Dan Orlovsky,2362,QB,8,IND,6,0,6,0.67,0,0,0.0
Erik Lorig,5775,FB,16,TB,0,6,6,,0,0,0.0
Marc Mariani,5745,WR,16,TEN,1,5,6,1.00,0,1,16.7
Greg Jones II,1776,FB,16,JAX,2,4,6,2.50,0,0,0.0
David Anderson,3196,WR,4,WAS,0,6,6,,0,1,16.7
Derrick Mason,271,WR,7,HST,0,6,6,,0,0,0.0
Will Heller,1623,TE,16,DET,0,6,6,,0,0,0.0
Ovie Mughelli,1445,FB,7,ATL,2,4,6,1.50,0,1,25.0
Deon Butler,5014,WR,5,SEA,0,6,6,,0,2,33.3
Jordan Cameron,6254,TE,6,CLV,0,6,6,,0,0,0.0
Richard Brockel,6037,FB,10,CAR,3,3,6,1.00,0,1,16.7
Tom Crabtree,5458,TE,16,GB,0,6,6,,2,0,33.3
Kassim Osgood,1676,WR,11,JAX,0,5,5,,1,1,40.0
Chris Redman,635,QB,5,ATL,5,0,5,0.00,0,1,0.0
Billy Volek,768,QB,2,SD,5,0,5,0.00,0,0,0.0
Jerheme Urban,1709,WR,6,KC,1,4,5,5.00,0,0,0.0
Dave Thomas,3031,TE,5,NO,0,5,5,,0,0,0.0
Lawrence Vickers,3125,FB,10,HST,1,4,5,1.00,2,0,40.0
Tyler Palko,4031,QB,6,KC,5,0,5,0.20,0,3,12.0
Jerome Felton,4460,FB,9,CAR,3,2,5,1.33,1,0,26.7
Matthew Mulligan,4701,TE,16,NYJ,0,5,5,,1,0,20.0
Danny Amendola,4717,WR,1,STR,0,5,5,,0,0,0.0
Travis Beckum,5023,TE,13,NYG,0,5,5,,0,1,20.0
Zach Potter,5302,TE,15,JAX,0,5,5,,0,0,0.0
Mike Caussin,5987,TE,5,BUF,0,5,5,,0,0,0.0
Allen Bradford,6339,HB,1,TB,5,0,5,1.20,0,0,0.0
Colin Cochart,6712,TE,10,CIN,0,5,5,,1,0,20.0
Rashied Davis,2554,WR,9,DET,0,4,4,,0,1,25.0
Ryan Whalen,6319,WR,4,CIN,0,4,4,,0,0,0.0
Lee Smith,6311,TE,9,BUF,0,4,4,,0,0,0.0
Zack Pianalto,6681,TE,11,TB,0,4,4,,0,0,0.0
Lee Evans,1734,WR,9,BLT,0,4,4,,0,1,25.0
Domenik Hixon,3075,WR,2,NYG,0,4,4,,0,0,0.0
Alex Green,6248,HB,2,GB,3,1,4,0.67,0,0,0.0
Kyle Orton,2323,QB,5,DEN,4,0,4,0.00,0,0,0.0
Chansi Stuckey,3851,WR,9,ARZ,0,4,4,,0,0,0.0
Charlie Whitehurst,3026,QB,3,SEA,4,0,4,0.50,0,1,12.5
Sammie Stroughter,5157,WR,6,TB,0,4,4,,0,1,25.0
Manase Tonga,5922,FB,9,OAK,1,3,4,3.00,0,0,0.0
LaQuan Williams,6511,WR,8,BLT,0,4,4,,0,1,25.0
Jordan Shipley,5608,WR,2,CIN,0,4,4,,0,0,0.0
Weslye Saunders,6496,TE,16,PIT,0,4,4,,1,1,50.0
Zach Miller,5104,TE,3,JAX,0,4,4,,0,0,0.0
Stephen McGee,5024,QB,1,DAL,4,0,4,0.50,0,0,0.0
Colin Cloherty,5308,TE,4,JAX,0,4,4,,0,1,25.0
Brian Hoyer,5277,QB,3,NE,4,0,4,0.00,0,0,0.0
Brock Bolen,5264,FB,13,JAX,2,2,4,3.50,1,0,87.5
Devin Thomas,4348,WR,10,NYG,0,3,3,,0,0,0.0
Eddie Williams,5145,FB,2,SEA,2,1,3,2.00,0,1,66.7
Josh Baker,6514,FB,8,NYJ,0,3,3,,0,0,0.0
Chris Ogbonnaya,5135,HB,2,HST,3,0,3,1.67,0,0,0.0
Charlie Batch,367,QB,4,PIT,3,0,3,0.00,0,1,0.0
Donnie Avery,4347,WR,8,TEN,0,3,3,,0,0,0.0
Chauncey Washington,4527,HB,1,DAL,1,2,3,2.00,0,1,66.7
John Gilmore,1176,TE,14,NO,0,3,3,,1,0,33.3
A.J. Feeley,893,QB,5,STR,3,0,3,0.00,0,1,0.0
Cedric Peerman,5109,HB,3,CIN,3,0,3,2.67,0,0,0.0
Mike Kafka,5645,QB,4,PHI,3,0,3,0.00,0,0,0.0
Virgil Green,6356,TE,15,DEN,0,3,3,,0,0,0.0
Jon Kitna,217,QB,3,DAL,3,0,3,0.00,0,0,0.0
Quinn Johnson,5069,FB,4,TEN,0,3,3,,0,0,0.0
Armond Smith,6824,HB,2,CLV,3,0,3,3.67,0,0,0.0
Niles Paul,6307,WR,13,WAS,1,2,3,2.00,0,0,0.0
DeMarco Sampson,6401,WR,9,ARZ,0,3,3,,0,0,0.0
Bryan Walters,6139,WR,2,SD,0,3,3,,0,0,0.0
Mark Clayton,2239,WR,2,STR,0,3,3,,0,1,33.3
Bruce Gradkowski,3139,QB,2,CIN,3,0,3,0.33,0,0,0.0
David Ausberry,6393,TE,9,OAK,1,2,3,5.00,1,0,166.7
Chase Daniel,5214,QB,3,NO,3,0,3,0.00,0,0,0.0
Chris Pressley,5347,FB,15,CIN,0,3,3,,2,0,66.7
Brian Robiskie,4959,WR,6,CLV,0,3,3,,0,0,0.0
Anthony Allen,6377,HB,1,BLT,3,0,3,1.67,0,0,0.0
Kris Durham,6259,WR,3,SEA,0,3,3,,0,0,0.0
Clyde Gates,6263,WR,15,MIA,1,2,3,2.00,1,0,66.7
Carlton Mitchell,5700,WR,6,CLV,0,3,3,,0,1,33.3
Anthony Becht,602,TE,9,KC,0,3,3,,1,0,33.3
Tiquan Underwood,5177,WR,6,NE,0,3,3,,0,0,0.0
Andrew Quarless,5677,TE,10,GB,0,3,3,,0,0,0.0
Brandon Banks,6053,WR,4,WAS,1,1,2,44.00,0,0,0.0
Taylor Price,5614,WR,2,JAX,0,2,2,,0,0,0.0
Javier Arenas,5575,CB,3,KC,2,0,2,0.00,0,0,0.0
Jim Dray,5756,TE,7,ARZ,0,2,2,,0,0,0.0
Ryan D'Imperio,5760,FB,12,MIN,0,2,2,,3,0,150.0
Kevin Brock,5328,TE,2,BUF,0,2,2,,0,0,0.0
Jeff Cumberland,5861,TE,3,NYJ,0,2,2,,0,0,0.0
Aaron Brown,5116,HB,1,DET,1,1,2,1.00,0,0,0.0
Anthony Hill,5046,TE,7,IND,0,2,2,,0,0,0.0
Patrick Peterson,6157,CB,3,ARZ,1,1,2,0.00,0,0,0.0
Mike Cox,4716,FB,9,ATL,0,2,2,,0,0,0.0
Adrian Arrington,4551,WR,4,NO,0,2,2,,0,0,0.0
Brett Swain,4531,WR,5,SF,0,2,2,,0,0,0.0
Colin Kaepernick,6188,QB,3,SF,2,0,2,0.00,0,0,0.0
Jerome Felton,4460,FB,5,IND,0,2,2,,0,0,0.0
Micheal Spurlock,3517,WR,9,TB,0,2,2,,0,0,0.0
Cecil Shorts,6266,WR,10,JAX,0,2,2,,0,0,0.0
Stephen Spach,2789,TE,9,STR,0,2,2,,1,0,50.0
Derek Anderson,2430,QB,2,CAR,2,0,2,0.00,0,0,0.0
D.J. Williams Jr.,6293,TE,9,GB,0,2,2,,0,0,0.0
J.P. Losman,1743,QB,2,MIA,2,0,2,4.00,0,1,200.0
Kerry Collins,115,QB,3,IND,2,0,2,0.00,0,0,0.0
Stephen Burton,6388,WR,3,MIN,0,2,2,,0,0,0.0
Daniel Graham,1028,TE,16,TEN,0,2,2,,0,0,0.0
Ricardo Lockette,6622,WR,2,SEA,0,2,2,,1,0,50.0
David Anderson,3196,WR,2,HST,0,1,1,,0,0,0.0
Eugene Amano,1953,C,16,TEN,0,1,1,,3,1,400.0
Mike Higgins,6689,TE,1,NO,0,1,1,,0,0,0.0
Isaac Sopoaga,1825,DI,9,SF,0,1,1,,0,0,0.0
Kory Sperry,5369,TE,15,SD,0,1,1,,0,0,0.0
Donald Penn,3459,T,16,TB,0,1,1,,0,0,0.0
Michael Sellers,432,FB,7,WAS,0,1,1,,0,0,0.0
Larry Johnson,1343,HB,1,MIA,1,0,1,3.00,0,0,0.0
Joe Staley,3644,T,16,SF,0,1,1,,3,0,300.0
Mike Sims-Walker,3695,WR,2,JAX,0,1,1,,0,0,0.0
Reagan Mauia,3797,FB,3,ARZ,0,1,1,,0,1,100.0
Corey McIntyre,1278,FB,15,BUF,0,1,1,,0,0,0.0
Shaun Hill,1255,QB,2,DET,1,0,1,0.00,0,0,0.0
Tyrod Taylor,6332,QB,3,BLT,1,0,1,7.00,0,1,700.0
Richard Gordon,6333,FB,7,OAK,0,1,1,,0,0,0.0
Tyler Thigpen,3833,QB,3,BUF,1,0,1,0.00,0,0,0.0
Richard Bartel,3884,QB,2,ARZ,1,0,1,0.00,0,0,0.0
Matthew Slater,4467,WR,7,NE,0,1,1,,0,0,0.0
Ryan Taylor,6370,TE,3,GB,0,1,1,,0,0,0.0
Shaun Chapas,6372,FB,1,DAL,0,1,1,,0,0,0.0
Justin Peelle,1104,TE,14,SF,0,1,1,,0,0,0.0
B.J. Raji,4932,DI,2,GB,1,0,1,0.00,0,0,0.0
Armanti Edwards,5613,WR,6,CAR,1,0,1,1.00,0,0,0.0
Mike Goodson,5034,HB,2,CAR,0,1,1,,0,0,0.0
Emmanuel Arceneaux,6129,WR,3,MIN,0,1,1,,0,0,0.0
David Reed,5679,WR,4,BLT,1,0,1,5.00,0,0,0.0
Seyi Ajirotutu,6035,WR,11,CAR,0,1,1,,0,0,0.0
Allen Reisner,6493,TE,5,MIN,0,1,1,,1,0,100.0
Steve Maneri,6028,T,4,KC,0,1,1,,0,0,0.0
Matt Slauson,5117,G,16,NYJ,0,1,1,,1,1,200.0
Jeron Mastrud,5948,TE,14,MIA,0,1,1,,0,0,0.0
Nick Miller,5206,WR,1,STR,0,1,1,,0,0,0.0
Brandon Stokley,498,WR,2,NYG,0,1,1,,0,0,0.0
Jim Kleinsasser,469,FB,16,MIN,0,1,1,,0,0,0.0
Garrett Graham,5642,TE,6,HST,0,1,1,,0,0,0.0
Antonio Cromartie,2964,CB,5,NYJ,1,0,1,9.00,0,0,0.0
Ryan Mahaffey,6660,FB,5,IND,0,1,1,,0,0,0.0
Matt Leinart,2955,QB,2,HST,1,0,1,0.00,0,0,0.0
Reggie Kelly,468,TE,16,ATL,0,1,1,,0,0,0.0
Maurice Stovall,3035,WR,12,DET,0,1,1,,0,0,0.0
Jeremy Horne,5852,WR,3,KC,1,0,1,4.00,0,0,0.0
Guy Whimper,3074,T,15,JAX,0,1,1,,1,1,200.0
Julius Thomas,6281,TE,4,DEN,0,1,1,,0,1,100.0
Roscoe Parrish,2272,WR,2,BUF,0,1,1,,0,0,0.0
