player,player_id,position,player_game_count,team_name,attempts,receptions,total_attempts,yco_attempt,rush_tackles_avoided,rec_tackles_avoided,elusive
Javon Ringer,5097,HB,2,TEN,8,0,8,4.88,2,0,121.9
Deshawn Wynn,3844,HB,4,GB,6,2,8,2.67,0,0,0.0
David Carr,1009,QB,6,NYG,8,0,8,2.50,0,0,0.0
Kevin Ogletree,5387,WR,9,DAL,1,7,8,5.00,0,1,62.5
Billy Bajema,2466,TE,16,STR,0,8,8,,0,0,0.0
Derek Hagan,3027,WR,8,NYG,0,8,8,,0,0,0.0
Brett Favre,14,QB,16,MIN,7,1,8,0.00,0,7,0.0
Demetrius Williams,3056,WR,12,BLT,0,8,8,,0,1,12.5
Lawrence Vickers,3125,FB,16,CLV,0,8,8,,0,2,25.0
Tom Santi,4510,TE,3,IND,0,8,8,,0,0,0.0
Todd Watkins,3163,WR,12,OAK,0,8,8,,0,0,0.0
Brandon Lloyd,1436,WR,2,DEN,0,8,8,,0,0,0.0
Greg Lewis,1650,WR,13,MIN,0,8,8,,0,1,12.5
Mike Karney,1875,FB,14,STR,2,6,8,1.50,0,0,0.0
Marc Bulger,684,QB,9,STR,7,0,7,0.43,0,0,0.0
Joey Galloway,117,WR,3,NE,0,7,7,,0,0,0.0
Craig Davis,3646,WR,1,SD,1,6,7,1.00,0,0,0.0
Lavelle Hawkins,4440,WR,9,TEN,0,7,7,,0,1,14.3
Derrick Williams,5005,WR,9,DET,1,6,7,2.00,0,0,0.0
John Phillips,5132,FB,16,DAL,0,7,7,,0,1,14.3
Anthony Becht,602,TE,16,ARZ,0,7,7,,4,0,57.1
Spencer Havner,3345,TE,16,GB,0,7,7,,0,1,14.3
Luke Lawton,2099,FB,11,OAK,0,7,7,,0,1,14.3
Brian Robiskie,4959,WR,10,CLV,0,7,7,,0,1,14.3
Sam Hurd,3362,WR,15,DAL,0,7,7,,0,2,28.6
Ruvell Martin,2111,WR,8,STR,0,6,6,,0,0,0.0
Kenneth Moore,4450,WR,12,CAR,0,6,6,,0,0,0.0
Brian Clark,3271,WR,13,TB,0,6,6,,0,0,0.0
Chris Redman,635,QB,6,ATL,6,0,6,0.17,0,0,0.0
Javarris Williams,5136,HB,4,KC,6,0,6,2.00,0,0,0.0
Owen Schmitt,4477,FB,15,SEA,0,6,6,,1,0,16.7
James Casey,5076,TE,12,HST,0,6,6,,0,0,0.0
Jarett Dillard,5068,WR,6,JAX,0,6,6,,0,0,0.0
Andre' Davis,1054,WR,12,HST,0,6,6,,0,1,16.7
Kevin Curtis,1389,WR,3,PHI,0,6,6,,0,0,0.0
Arnaz Battle,1499,WR,6,SF,0,5,5,,0,0,0.0
Bobby Engram,177,WR,5,KC,0,5,5,,0,0,0.0
Xavier Omon,4493,HB,3,BUF,5,0,5,3.40,0,0,0.0
Roscoe Parrish,2272,WR,7,BUF,2,3,5,0.50,1,0,10.0
Brandon Manumaleuna,876,TE,16,SD,0,5,5,,0,0,0.0
Michael Gaines,1946,TE,9,CLV,0,5,5,,1,1,40.0
Clifton Smith,4854,HB,5,TB,3,2,5,1.00,0,0,0.0
Matt Lawrence,4887,HB,1,BLT,4,1,5,1.00,0,0,0.0
Nate Hughes,4902,WR,7,JAX,0,5,5,,0,0,0.0
Matt Spaeth,3693,TE,16,PIT,0,5,5,,2,0,40.0
Jason McKie,1279,FB,16,CHI,0,5,5,,1,0,20.0
Jonathan Stupar,4601,TE,12,BUF,0,5,5,,0,0,0.0
Darcy Johnson,3377,TE,13,NYG,0,5,5,,1,1,40.0
Rashied Davis,2554,WR,13,CHI,0,5,5,,0,0,0.0
Matt Flynn,4523,QB,5,GB,5,0,5,0.00,0,0,0.0
Korey Hall,3807,FB,10,GB,0,5,5,,0,0,0.0
Quan Cosby,5342,WR,6,CIN,1,4,5,2.00,0,0,0.0
Darnell Dinkins,1236,TE,11,NO,0,5,5,,0,0,0.0
Jalen Parmele,4490,HB,3,BLT,5,0,5,2.60,0,0,0.0
Kyle Eckel,2574,FB,6,NO,2,2,4,2.00,0,0,0.0
Brandon Myers,5126,TE,7,OAK,0,4,4,,0,0,0.0
Stephen Spach,2789,TE,7,ARZ,0,4,4,,0,0,0.0
Hank Baskett,3220,WR,6,IND,0,4,4,,1,1,50.0
Madison Hedgecock,2468,FB,16,NYG,0,4,4,,0,1,25.0
Greg Estandia,3597,TE,4,CLV,0,4,4,,0,0,0.0
Keith Null,5120,QB,4,STR,4,0,4,1.25,0,1,31.3
Dan Kreider,749,FB,14,ARZ,0,4,4,,1,0,25.0
Todd Yoder,772,TE,11,WAS,0,4,4,,0,0,0.0
Charlie Frye,2284,QB,3,OAK,4,0,4,1.25,0,0,0.0
Marko Mitchell,5167,WR,10,WAS,0,4,4,,0,0,0.0
Terrance Copper,2016,WR,8,KC,0,4,4,,0,0,0.0
Kris Wilson,1782,TE,15,SD,0,4,4,,0,0,0.0
Byron Leftwich,1323,QB,3,TB,4,0,4,1.25,0,1,31.3
Ben Obomanu,3194,WR,12,SEA,0,4,4,,0,0,0.0
Troy Williamson,2224,WR,2,JAX,0,3,3,,0,0,0.0
Isaiah Stanback,3719,WR,5,NE,0,3,3,,0,0,0.0
J.T. O'Sullivan,1169,QB,3,CIN,3,0,3,0.67,0,0,0.0
Rex Grossman,1338,QB,1,HST,3,0,3,0.00,0,0,0.0
Kory Sperry,5369,TE,8,MIA,0,3,3,,0,0,0.0
Mark Brunell,51,QB,3,NO,3,0,3,0.00,0,0,0.0
John Owens,1133,TE,16,SEA,0,3,3,,0,0,0.0
John Gilmore,1176,TE,13,TB,0,3,3,,1,0,33.3
Alex Smith,2288,TE,16,PHI,0,3,3,,0,0,0.0
Jeff Garcia,550,QB,1,PHI,3,0,3,0.00,0,0,0.0
Curtis Painter,5125,QB,2,IND,3,0,3,8.00,1,0,266.7
Chris Simms,1411,QB,3,DEN,3,0,3,0.00,0,0,0.0
B.J. Askew,1400,FB,5,TB,1,2,3,0.00,0,0,0.0
Jacob Tamme,4441,TE,9,IND,0,3,3,,0,0,0.0
Quinten Lawrence,5099,WR,4,KC,2,1,3,1.50,1,0,50.0
Verron Haynes,1156,FB,7,ATL,0,3,3,,0,0,0.0
Kevin Kolb,3652,QB,5,PHI,3,0,3,0.67,0,1,22.2
Brian Brohm,4370,QB,2,BUF,3,0,3,0.00,0,0,0.0
Dennis Dixon,4470,QB,1,PIT,3,0,3,0.00,0,0,0.0
David Johnson,5165,FB,15,PIT,0,2,2,,0,0,0.0
Yamon Figurs,3690,WR,3,DET,1,1,2,0.00,0,0,0.0
Wallace Wright,3563,WR,7,NYJ,0,2,2,,0,0,0.0
Montell Owens,3452,FB,4,JAX,2,0,2,0.50,0,0,0.0
Steve Johnson,4538,WR,4,BUF,0,2,2,,0,0,0.0
Marcel Reece,4702,FB,2,OAK,0,2,2,,0,3,150.0
Carey Davis,2029,FB,2,PIT,2,0,2,5.50,0,0,0.0
L.J. Smith,1376,TE,11,BLT,0,2,2,,0,0,0.0
Quinn Johnson,5069,FB,9,GB,0,2,2,,0,0,0.0
Terrelle Smith,651,FB,7,DET,0,2,2,,0,0,0.0
Jake O'Connell,5161,TE,4,KC,0,2,2,,0,0,0.0
Chad Pennington,596,QB,3,MIA,2,0,2,1.00,0,0,0.0
Chris Pressley,5347,FB,7,TB,1,1,2,0.00,1,0,0.0
Jake Nordin,4245,FB,4,DET,0,2,2,,1,0,50.0
Jordan Kent,3826,WR,3,STR,0,1,1,,0,0,0.0
Ben Hartsock,1789,TE,16,NYJ,0,1,1,,0,0,0.0
Mark Jones,1922,WR,1,TEN,0,1,1,,0,0,0.0
John Standeford,2183,WR,2,DET,0,1,1,,0,0,0.0
Stefan Logan,4909,WR,5,PIT,0,1,1,,0,0,0.0
Bear Pascoe,5108,TE,3,NYG,0,1,1,,0,0,0.0
Antrel Rolle,2225,S,1,ARZ,1,0,1,20.00,1,1,4000.0
Courtney Roby,2285,WR,6,NO,0,1,1,,0,0,0.0
Brandon Jones,2313,WR,6,SF,0,1,1,,0,0,0.0
Matthew Mulligan,4701,TE,3,NYJ,0,1,1,,0,0,0.0
Tory Humphrey,2644,TE,1,NO,0,1,1,,0,0,0.0
Sinorice Moss,2989,WR,7,NYG,0,1,1,,0,0,0.0
Joe Klopfenstein,2991,TE,1,BUF,0,1,1,,0,0,0.0
Mark Tauscher,705,T,8,GB,0,1,1,,0,0,0.0
Jaymar Johnson,4507,WR,3,MIN,0,1,1,,0,0,0.0
Matthew Slater,4467,WR,6,NE,1,0,1,3.00,1,0,300.0
Kory Sheets,5378,HB,1,MIA,1,0,1,3.00,0,0,0.0
Hank Baskett,3220,WR,1,PHI,0,1,1,,0,0,0.0
Edgar Jones,4280,TE,5,BLT,0,1,1,,0,0,0.0
Donald Penn,3459,T,16,TB,0,1,1,,0,1,100.0
Tyler Thigpen,3833,QB,1,MIA,1,0,1,0.00,0,0,0.0
Oren O'Neal,3791,FB,4,OAK,1,0,1,2.00,1,0,200.0
Cameron Morrah,5172,TE,2,SEA,0,1,1,,0,0,0.0
James Hardy,4355,WR,2,BUF,0,1,1,,0,0,0.0
Dan Gronkowski,5179,TE,2,DET,0,1,1,,0,0,0.0
Tyler Grisham,5230,WR,2,PIT,0,1,1,,0,0,0.0
Limas Sweed,4367,WR,5,PIT,0,1,1,,0,0,0.0
Mike Vrabel,268,ED,4,KC,0,1,1,,0,0,0.0
Zach Potter,5302,TE,1,JAX,0,1,1,,0,0,0.0
Colin Cloherty,5308,TE,1,IND,0,1,1,,0,0,0.0
Deon Anderson,3811,FB,16,DAL,0,1,1,,0,0,0.0
Tyler Thigpen,3833,QB,1,KC,1,0,1,1.00,0,0,0.0
Charly Martin,5366,WR,4,CAR,0,1,1,,0,0,0.0
Anthony Hill,5046,TE,4,HST,0,1,1,,0,1,100.0
Ramses Barden,5008,WR,2,NYG,0,1,1,,0,0,0.0
Brandon Tate,5006,WR,2,NE,1,0,1,4.00,0,0,0.0
Kassim Osgood,1676,WR,7,SD,0,1,1,,0,1,100.0
Tim Carter,1053,WR,2,STR,0,1,1,,0,0,0.0
Michael Oher,4946,T,16,BLT,0,1,1,,0,0,0.0
