pos,raw_year_exp,outcome,events,n,rate,ci95_low,ci95_high,avg_pred_ppg,avg_raw_year_exp
TE,14.0,next_ppg_cliff_30,0,2,0.0,0.0,0.6576280471103807,8.211511223077427,14.0
TE,14.0,next_no_useful,1,2,0.5,0.09452865480086614,0.9054713451991339,8.211511223077427,14.0
TE,15.0,current_ppg_cliff_30,0,1,0.0,0.0,0.7934567085261071,12.74375,15.0
TE,15.0,current_ppg_cliff_50,0,1,0.0,0.0,0.7934567085261071,12.74375,15.0
TE,15.0,extended_absence_8,0,1,0.0,0.0,0.7934567085261071,12.74375,15.0
TE,15.0,current_any_bust,0,1,0.0,0.0,0.7934567085261071,12.74375,15.0
TE,15.0,next_no_appearance,0,1,0.0,0.0,0.7934567085261071,12.74375,15.0
TE,15.0,next_ppg_cliff_30,0,1,0.0,0.0,0.7934567085261071,12.74375,15.0
TE,15.0,next_no_useful,0,1,0.0,0.0,0.7934567085261071,12.74375,15.0
TE,16.0,current_ppg_cliff_30,0,2,0.0,0.0,0.6576280471103807,9.443912651930622,16.0
TE,16.0,current_ppg_cliff_50,0,2,0.0,0.0,0.6576280471103807,9.443912651930622,16.0
TE,16.0,extended_absence_8,0,2,0.0,0.0,0.6576280471103807,9.443912651930622,16.0
TE,16.0,current_any_bust,0,2,0.0,0.0,0.6576280471103807,9.443912651930622,16.0
TE,16.0,next_no_appearance,1,2,0.5,0.09452865480086614,0.9054713451991339,9.443912651930622,16.0
TE,16.0,next_ppg_cliff_30,1,2,0.5,0.09452865480086614,0.9054713451991339,9.443912651930622,16.0
TE,16.0,next_no_useful,2,2,1.0,0.34237195288961925,1.0,9.443912651930622,16.0
TE,17.0,current_ppg_cliff_30,1,1,1.0,0.20654329147389294,1.0,4.025001159438183,17.0
TE,17.0,current_ppg_cliff_50,0,1,0.0,0.0,0.7934567085261071,4.025001159438183,17.0
TE,17.0,extended_absence_8,0,1,0.0,0.0,0.7934567085261071,4.025001159438183,17.0
TE,17.0,current_any_bust,1,1,1.0,0.20654329147389294,1.0,4.025001159438183,17.0
TE,17.0,next_no_appearance,1,1,1.0,0.20654329147389294,1.0,4.025001159438183,17.0
TE,17.0,next_ppg_cliff_30,0,1,0.0,0.0,0.7934567085261071,4.025001159438183,17.0
TE,17.0,next_no_useful,1,1,1.0,0.20654329147389294,1.0,4.025001159438183,17.0
WR,0.0,current_ppg_cliff_30,49,190,0.2578947368421053,0.2009195661331359,0.32446610959384936,7.013764510875784,0.0
WR,0.0,current_ppg_cliff_50,17,190,0.08947368421052632,0.0566126613093191,0.13860652796687342,7.013764510875784,0.0
WR,0.0,extended_absence_8,41,231,0.1774891774891775,0.1336128564689019,0.23191693041723757,6.7207028490890055,0.0
