threshold_label,projection_scope,model_spec,pos,threshold,outcome,n,events,above_threshold_n,above_threshold_events,status,excess_year_log_odds,cluster_se,odds_ratio_per_excess_year,or_ci95_low,or_ci95_high,p_value,avg_marginal_risk_pp_per_year
primary_-1,all,ppg_plus_season,RB,6,next_no_appearance,1330,212,165,44,ok,0.08584637296659911,0.06386368850948079,1.0896389174516752,0.961436790607625,1.2349360686258748,0.17887965751225676,1.5552629996007108
primary_-1,all,ppg_plus_season,RB,6,next_ppg_cliff_30,1330,240,165,35,ok,-0.008619658467648504,0.07180288015052269,0.9914173842800497,0.8612647732268397,1.141238397769483,0.9044465992708145,-0.12538149122634848
primary_-1,all,ppg_plus_season,RB,6,next_no_useful,1330,595,165,98,ok,0.07526866162841374,0.0831113664486053,1.0781737758996717,0.9161001221620544,1.2689210086494465,0.3651284446166254,1.7599037062532699
primary_-1,all,ppg_plus_season,WR,8,current_ppg_cliff_30,1667,300,144,32,ok,0.23862487095820817,0.08136416461203826,1.2695022200979709,1.0823678645018184,1.4889908871929274,0.003359195576680366,3.9888364469760456
primary_-1,all,ppg_plus_season,WR,8,current_ppg_cliff_50,1667,96,144,11,ok,0.33591270468431506,0.10591021965534583,1.399216874400666,1.1369266196960954,1.7220177869798656,0.001515629692129434,2.4413580176024636
primary_-1,all,ppg_plus_season,WR,8,extended_absence_8,2015,348,169,25,ok,0.013026602757514771,0.0834477030756082,1.0131118185693642,0.8602511519046578,1.1931347661115135,0.8759502660475369,0.15481099659173506
primary_-1,all,ppg_plus_season,WR,8,current_any_bust,2015,648,169,57,ok,0.15594036504951353,0.07780934281734972,1.1687565022754436,1.0034399562432195,1.3613089184979912,0.045055686720583105,3.3556614598703933
primary_-1,all,ppg_plus_season,WR,8,next_no_appearance,1888,262,157,46,ok,0.23131194585905812,0.06357530614143532,1.2602523086269375,1.1126052594537503,1.427492695998303,0.0002743446151257349,4.356125856115459
primary_-1,all,ppg_plus_season,WR,8,next_ppg_cliff_30,1888,256,157,32,ok,0.06808603397204713,0.08087676455444327,1.0704574002192566,0.9135360644215815,1.25433367144591,0.39987240693968273,1.056695984302775
primary_-1,all,ppg_plus_season,WR,8,next_no_useful,1888,685,157,89,ok,0.2671807970996925,0.08994907402486148,1.3062765960023766,1.0951382510998675,1.558121582868491,0.002974545495029654,5.825395460083644
primary_-1,all,ppg_plus_season,TE,7,current_ppg_cliff_30,654,138,96,21,ok,-0.003014894579751619,0.08154240025537558,0.9969896456509935,0.8497288341175571,1.1697712418662947,0.9705062658236597,-0.04989208228610643
primary_-1,all,ppg_plus_season,TE,7,current_ppg_cliff_50,654,33,96,3,ok,-0.46418006071111106,0.2526711373855502,0.6286503490465905,0.38311675612174895,1.0315426173393754,0.06619635260457989,-0.9414290233137471
primary_-1,all,ppg_plus_season,TE,7,extended_absence_8,776,122,111,15,ok,-0.05195386855050553,0.09398646116545754,0.9493726617697179,0.7896485290660432,1.1414045841150895,0.5804138280186181,-0.5826250941317924
primary_-1,all,ppg_plus_season,TE,7,current_any_bust,776,260,111,36,ok,-0.028130558461339657,0.05505977450777945,0.9722614215593208,0.8728009844898811,1.0830559184176891,0.609414471983502,-0.6012014891870133
primary_-1,all,ppg_plus_season,TE,7,next_no_appearance,727,80,101,28,ok,0.25193920817533866,0.0685512009538512,1.2865178251414855,1.1247703194296252,1.4715254179591963,0.00023766541095816582,4.345588466219223
primary_-1,all,ppg_plus_season,TE,7,next_ppg_cliff_30,727,114,101,13,ok,-0.1651818095120921,0.12956015614645178,0.8477395629598559,0.6576254625551927,1.0928140826771167,0.2023294304815848,-1.7209181145385273
primary_-1,all,ppg_plus_season,TE,7,next_no_useful,727,240,101,47,ok,0.10208221352650412,0.06555481300029982,1.1074745173708769,0.9739403495721474,1.2593171719034528,0.11942207166275821,2.4026851565700116
primary_+1,all,ppg_plus_season,RB,8,current_ppg_cliff_30,1131,232,53,13,ok,0.0031174270603402552,0.1532164888353379,1.0031222912893916,0.7429051570569415,1.3544855917651848,0.9837669213613399,0.04904200150284523
primary_+1,all,ppg_plus_season,RB,8,current_ppg_cliff_50,1131,92,53,3,ok,-0.20041724275544837,0.28235625624143607,0.8183892148597258,0.47055825854902844,1.4233325944887965,0.47782647320167737,-0.9056376239137582
primary_+1,all,ppg_plus_season,RB,8,extended_absence_8,1415,284,64,11,ok,0.1465720935118912,0.1667665078378568,1.1578584018880238,0.8350277995173649,1.6054987386019466,0.3794522153449684,2.1653737449266846
primary_+1,all,ppg_plus_season,RB,8,current_any_bust,1415,516,64,24,ok,0.07676531950905628,0.15427958717582194,1.0797886413271687,0.7980191603510861,1.4610470122374248,0.6187852096306603,1.6869685479847074
primary_+1,all,ppg_plus_season,RB,8,next_no_appearance,1330,212,63,20,ok,0.0625337818136265,0.09322750004096521,1.0645304200786903,0.8867500594670004,1.2779531314089352,0.5023699893853619,1.3031477860696183
primary_+1,all,ppg_plus_season,RB,8,next_ppg_cliff_30,1330,240,63,10,ok,-0.09757068450080057,0.14765337194114206,0.9070382257456375,0.6791105895312692,1.2114644590237427,0.5087347780137594,-1.2458617800148215
primary_+1,all,ppg_plus_season,RB,8,next_no_useful,1330,595,63,38,ok,0.03989641313342536,0.14316419404525166,1.040702965449474,0.7860731637800888,1.3778140664248977,0.7804935456563397,0.9146519493358054
primary_+1,all,ppg_plus_season,WR,10,current_ppg_cliff_30,1667,300,57,15,ok,0.3349735724862333,0.14923929370833672,1.3979034416218574,1.0433790750437508,1.8728898047109992,0.024797674762163067,6.280125108371277
primary_+1,all,ppg_plus_season,WR,10,current_ppg_cliff_50,1667,96,57,6,ok,0.4653489214821725,0.17395047608883915,1.5925697737596392,1.1324755495583614,2.239587852719572,0.007468902606308102,4.292655568897398
primary_+1,all,ppg_plus_season,WR,10,extended_absence_8,2015,348,70,13,ok,-0.014070195932058275,0.14046292270388658,0.9860283266560677,0.7487294883651586,1.298535553997031,0.920209221627394,-0.16408523105687997
primary_+1,all,ppg_plus_season,WR,10,current_any_bust,2015,648,70,28,ok,0.2189850865161311,0.15243645863635963,1.244812712054799,0.923309877324575,1.6782650398837882,0.15084125166017495,4.89749431075541
primary_+1,all,ppg_plus_season,WR,10,next_no_appearance,1888,262,64,25,ok,0.29012604945793674,0.1054066320141807,1.3365959546032469,1.0871167963490909,1.6433273332372411,0.005915192350936513,6.009795648428529
primary_+1,all,ppg_plus_season,WR,10,next_ppg_cliff_30,1888,256,64,14,ok,0.019446396666983543,0.12841243128030833,1.0196367094696688,0.7927542784208736,1.3114517923120919,0.879630983892628,0.30348840693187545
primary_+1,all,ppg_plus_season,WR,10,next_no_useful,1888,685,64,44,ok,0.38474565865178895,0.19656894663791685,1.4692405852835726,0.9994706633895547,2.159811164565468,0.050311454696998006,7.194411959930716
primary_+1,all,ppg_plus_season,TE,9,current_ppg_cliff_30,654,138,41,7,ok,0.031034878197111804,0.128890398403696,1.0315214808686477,0.8012435644444363,1.3279814187727377,0.8097217341498959,0.5010392212180445
primary_+1,all,ppg_plus_season,TE,9,current_ppg_cliff_50,654,33,41,0,ok,-18.590416061523054,8.905784905760206e-22,8.43888149404396e-09,8.43888149404396e-09,8.43888149404396e-09,0.0,-4.346471263826608e-09
primary_+1,all,ppg_plus_season,TE,9,extended_absence_8,776,122,49,8,ok,-0.058572524945448706,0.14269837313702785,0.9431098389296697,0.7130089284371341,1.2474684857531495,0.681465709783279,-0.6666352336272133
primary_+1,all,ppg_plus_season,TE,9,current_any_bust,776,260,49,15,ok,-0.01290071316027823,0.08395192191966619,0.987182144350031,0.8374058159928707,1.1637470955083768,0.8778716185661489,-0.2743540628957478
primary_+1,all,ppg_plus_season,TE,9,next_no_appearance,727,80,47,14,ok,0.25960236809576126,0.09669416669574842,1.2964144884016997,1.0725959174834485,1.5669372765105416,0.007257800403564699,5.061653393167948
primary_+1,all,ppg_plus_season,TE,9,next_ppg_cliff_30,727,114,47,3,ok,-0.18412892428432961,0.23876157168509318,0.8318285540122565,0.5209497949212131,1.3282253875822496,0.440598322359284,-1.6322362462016435
primary_+1,all,ppg_plus_season,TE,9,next_no_useful,727,240,47,22,ok,0.13679246223997035,0.10864527399523818,1.146590163071653,0.9266750865602962,1.4186946656055786,0.20800352964733926,3.162025091811571
