policy,period,comparisons,roster_changed_rate,roster_jaccard,mean_forecast_ev_effect,mcse_forecast_ev_effect,mean_forecast_p10_effect,mcse_forecast_p10_effect,mean_forecast_p90_effect,mcse_forecast_p90_effect,mean_actual_points_effect,mcse_actual_points_effect,mean_actual_playoff_points_effect,mcse_actual_playoff_points_effect,mean_actual_waiver_starts_effect,mcse_actual_waiver_starts_effect,mean_actual_cap_feasible_effect,mcse_actual_cap_feasible_effect,mean_actual_cap_overage_effect,mcse_actual_cap_overage_effect,mean_forecast_salary_spend_effect,mcse_forecast_salary_spend_effect,mean_starter_forecast_spend_effect,mcse_starter_forecast_spend_effect,mean_bench_forecast_spend_effect,mcse_bench_forecast_spend_effect,mean_bench_mean_price_effect,mcse_bench_mean_price_effect,mean_bench_le5_effect,mcse_bench_le5_effect,mean_bench_le10_effect,mcse_bench_le10_effect,mean_top3_spend_share_effect,mcse_top3_spend_share_effect,mean_stars_ge40_effect,mcse_stars_ge40_effect,mean_bench_actual_max4_ppg_effect,mcse_bench_actual_max4_ppg_effect,mean_predicted_keeper_option_top2_effect,mcse_predicted_keeper_option_top2_effect,mean_identified_keeper_count_effect,mcse_identified_keeper_count_effect,mean_identified_nominal_bench_count_effect,mcse_identified_nominal_bench_count_effect,mean_identified_young_count_effect,mcse_identified_young_count_effect,mean_future_outcome_years_effect,mcse_future_outcome_years_effect,mean_realized_next_keeper_surplus_effect,mcse_realized_next_keeper_surplus_effect,mean_realized_available_contract_surplus_effect,mcse_realized_available_contract_surplus_effect,mean_realized_contract_surplus_per_year_effect,mcse_realized_contract_surplus_per_year_effect,mean_realized_next_ppg_max_effect,mcse_realized_next_ppg_max_effect,mean_realized_next_market_value_max_effect,mcse_realized_next_market_value_max_effect,mean_realized_next_keeper_hits_effect,mcse_realized_next_keeper_hits_effect,mean_roster_oracle_next_keeper_surplus_effect,mcse_roster_oracle_next_keeper_surplus_effect,mean_keeper_identification_regret_effect,mcse_keeper_identification_regret_effect,mean_actual_keeper_cost_coverage_effect,mcse_actual_keeper_cost_coverage_effect
keeper_10p0,current_development_2022_2024,750,1.0,0.4465721013246387,9.603283365885417,0.7451299380874543,9.302333333333333,0.7970889552566632,9.218577962239584,0.9817213256756677,13.086351236979167,3.578310370311636,4.770293395996093,1.6571570175923414,-0.328,0.3039549775763073,-0.021333333333333333,0.008402287041812303,5.286666666666667,0.8414319778374241,-0.02312284342447977,0.10377919098765548,0.2469567871093759,0.48456306231497087,-0.2700783576965332,0.474273248749275,-0.0540156618754069,0.09485464932060234,-0.07066666666666667,0.0399210316777026,0.012,0.038366559389587544,0.004443994720776875,0.0020188431132618324,0.0013333333333333333,0.021801330853848385,-0.30584002873102833,0.12145521247238533,32.021327339172366,0.7837976313572061,0.0,0.0,0.0,0.0,0.336,0.02672872174437299,0.0,0.0,-3.208558749660268,1.61620523820268,-1.3054313214293936,2.769981679725119,1.731986996405366,1.539073168173957,0.10458609120051066,0.17175429714668328,-0.0553856230651157,1.7146816691439235,-0.018893387314439947,0.030369437841673477,1.7297036684236997,1.4004436093250958,4.623098963975991,1.5071216072214648,-0.058666666666666666,0.012474712591289494
keeper_10p0,current_temporal_2025,250,0.996,0.46753719593100396,11.734353515625,1.634266167852846,12.42396435546875,1.6272060744607364,13.787531738281247,2.0875633509620255,31.19222998046875,5.496899835399995,-0.9660809326171864,2.2261329773323486,1.492,0.5487112904991888,-0.04,0.017744279014685383,4.512,1.2054658917050525,-0.16529516601562408,0.16873339210131716,10.545165405273439,0.7400085998783218,-10.710460571289062,0.7213467342832743,-2.142092124938965,0.14426934677026892,0.588,0.046493770364758796,0.808,0.058465518619694797,0.027443509936332704,0.0026264599077486126,0.204,0.03686423588724173,-0.3615065648078919,0.1358077482497277,32.228189826965334,1.2214310931511614,0.0,0.0,0.0,0.0,0.212,0.02770005726872714,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
keeper_10p0,keeper_development_2022_2023,500,1.0,0.42514233302779536,9.893657958984376,0.9288134503070408,9.624043701171875,0.9821954621431691,9.390046630859375,1.242941791472935,17.3302861328125,4.283455315608633,3.921321258544921,1.9546122391087686,-1.388,0.3607869821556564,-0.032,0.011585354585931474,7.472,1.0491959093097079,0.02240551757812352,0.13143123695273634,-3.5241910095214837,0.5905015178985681,3.546598247528076,0.5729160675657056,0.7093196697235108,0.11458321280828394,-0.372,0.047998329964267686,-0.176,0.04637185242574195,-0.0017541270852088927,0.0026000647372917992,-0.048,0.02662347872158101,0.07416330976486199,0.1623492478133774,36.63297895812988,0.9932942986979639,0.0,0.0,0.0,0.0,0.374,0.03697271918493223,0.0,0.0,-5.587416824833145,1.9512787889977454,-2.715283577747446,3.9196592428654635,1.8686817450948285,1.8129874884025274,0.6115853145122528,0.2010068798199023,-0.6408868324929663,1.9504967824288517,-0.032586558044806514,0.03950515931915898,-5.389614176590671,1.54974300915588,-0.408327657458419,1.8250859872495429,0.121,0.011043637256252823
keeper_10p0,keeper_temporal_2024,250,1.0,0.4894316379183252,9.0225341796875,1.245233979895397,8.65891259765625,1.3654276262909675,8.875640625000004,1.5825548521916524,4.5984814453125,6.447786647876183,6.468237670898439,3.0743465623695734,1.792,0.5337927338686091,0.0,0.00981761387347632,0.916,1.3645378816735314,-0.11417956542968637,0.16704858281861817,7.789252380371094,0.6153154615768434,-7.903431568145752,0.602707164295969,-1.5806863250732421,0.12054143088602229,0.532,0.05440351984832921,0.388,0.061750111783063874,0.016840238332748413,0.0029594606857060364,0.1,0.03727677873598692,-1.0658467057228087,0.1549108617124382,22.798024101257326,1.0377509640162201,0.0,0.0,0.0,0.0,0.26,0.030550504633038933,0.0,0.0,1.4635185099792631,2.8568248455847693,1.4635185099792631,2.8568248455847693,1.4635185099792631,2.8568248455847693,-0.9094123554229735,0.3131663384559199,1.1156167957905816,3.3578976420670212,0.008,0.045695693293155856,15.968339358452436,2.6174448341589467,14.504820848473173,2.557846482538053,-0.418,0.011732630501038357
keeper_10p0,keeper_unrealized_2025,250,0.996,0.46753719593100396,11.734353515625,1.634266167852846,12.42396435546875,1.6272060744607364,13.787531738281247,2.0875633509620255,31.19222998046875,5.496899835399995,-0.9660809326171864,2.2261329773323486,1.492,0.5487112904991888,-0.04,0.017744279014685383,4.512,1.2054658917050525,-0.16529516601562408,0.16873339210131716,10.545165405273439,0.7400085998783218,-10.710460571289062,0.7213467342832743,-2.142092124938965,0.14426934677026892,0.588,0.046493770364758796,0.808,0.058465518619694797,0.027443509936332704,0.0026264599077486126,0.204,0.03686423588724173,-0.3615065648078919,0.1358077482497277,32.228189826965334,1.2214310931511614,0.0,0.0,0.0,0.0,0.212,0.02770005726872714,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
keeper_1p0,current_development_2022_2024,750,0.9973333333333333,0.4801545704725271,9.583551920572917,0.7139921898067112,8.80025732421875,0.7536578606148264,10.016810058593748,0.9425313497154788,10.99255615234375,3.4545558142482533,3.9940010579427083,1.6151586236854734,-0.08533333333333333,0.26957428624000807,0.0013333333333333333,0.009894743486938095,3.7186666666666666,0.8187235266100357,0.009061035156249621,0.09598352583338218,3.1829550170898444,0.41240500114678463,-3.173893140157064,0.40173804815410036,-0.6347786186536153,0.08034760977067842,0.124,0.03725011387276018,0.228,0.03489476837311123,0.010480666120847068,0.0018523075193306324,0.048,0.021607495114585488,-0.4018289094924927,0.1174271117149025,30.057034034729003,0.777713878638332,0.0,0.0,0.0,0.0,0.42533333333333334,0.024649520737142844,0.0,0.0,-2.5310338127746146,1.6221060123682471,-1.635573681169158,2.819363098972548,2.1663317150536643,1.5475589393565983,0.15731938346227012,0.16975644635260423,0.9170875680857098,1.7106009394914683,-0.048582995951417005,0.029034474597463028,1.7090088452357568,1.3866828926596484,4.059506655556012,1.414140785626995,-0.07266666666666667,0.012357936225220825
keeper_1p0,current_temporal_2025,250,0.996,0.4635865175416259,13.2301513671875,1.6770872601363185,14.77865869140625,1.712973625666015,14.080090820312488,2.047887460655373,18.92175048828125,5.663296598666043,-5.992320556640626,2.2819807529216907,0.872,0.5441459761621821,-0.04,0.019470913328949256,4.748,1.35886276572149,-0.24111926269531114,0.16654117805273858,10.183343750000002,0.7174048901752281,-10.424461013793945,0.7112083563969225,-2.084892207145691,0.14224167069000956,0.632,0.04501565992578823,0.76,0.05690829655566463,0.022846383690834044,0.002306805647270275,0.168,0.03779972588668381,-0.2991131957054139,0.14202215020147127,32.21979021453858,1.2214578284798732,0.0,0.0,0.0,0.0,0.212,0.02770005726872714,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
keeper_1p0,keeper_development_2022_2023,500,0.996,0.4690957654832268,9.854297607421875,0.9064563250951323,8.4382822265625,0.9479508494620306,10.529334716796873,1.1976876229420261,19.340315673828126,4.143535129132457,6.108641845703124,1.9376815114878805,-0.948,0.32803934462690065,0.0,0.013870283686323006,5.068,1.0038955945363335,0.04830078124999954,0.11860622133172713,1.0559132690429704,0.5153643004867633,-1.0076110515594483,0.4988273033460923,-0.2015221951007843,0.09976546134779196,-0.132,0.04526864810221313,0.168,0.04348947768528241,0.007902737677097321,0.002423684179798198,-0.002,0.02555970651620219,0.024906647872924792,0.15580543849742207,33.85226145172119,1.0040411881062044,0.0,0.0,0.0,0.0,0.508,0.03307657963333695,0.0,0.0,-6.415215523780023,1.9865337043829685,-5.06381846162189,4.010739501266484,0.6738839795209037,1.8669667560690983,0.4380596444606781,0.20597843880548927,-1.6474662608121735,1.982233015419864,-0.1079429735234216,0.03721904310258337,-2.8771032305196864,1.5374205523605322,3.181590528493577,1.7879757579239879,0.1,0.011413173136428107
keeper_1p0,keeper_temporal_2024,250,1.0,0.5022721804511279,9.042060546875,1.142510075561014,9.52420751953125,1.233235592685187,8.9917607421875,1.5036690209821253,-5.702962890625001,6.099227258493719,-0.23528051757812546,2.895712269550918,1.64,0.45447529213881216,0.004,0.010601204750813687,1.02,1.4020461238252235,-0.06941845703125023,0.16345548066648846,7.437038513183592,0.6010366093875013,-7.506457317352295,0.588249780957413,-1.5012914657592773,0.11764995422948059,0.636,0.0522391780841509,0.348,0.057626968251674654,0.01563652300834656,0.0026940236890678846,0.148,0.03917297650617596,-1.2553000242233274,0.1508312174282917,22.46657920074463,1.0346757826005581,0.0,0.0,0.0,0.0,0.26,0.030550504633038933,0.0,0.0,5.097499067640005,2.7518727615141003,5.097499067640005,2.7518727615141003,5.097499067640005,2.7518727615141003,-0.4041611385345458,0.2968185360322291,6.046195225881473,3.2401972801690544,0.068,0.04460338381097961,10.881232996746643,2.7151245341241714,5.7837339291066385,2.2895381357318554,-0.418,0.011732630501038356
keeper_1p0,keeper_unrealized_2025,250,0.996,0.4635865175416259,13.2301513671875,1.6770872601363185,14.77865869140625,1.712973625666015,14.080090820312488,2.047887460655373,18.92175048828125,5.663296598666043,-5.992320556640626,2.2819807529216907,0.872,0.5441459761621821,-0.04,0.019470913328949256,4.748,1.35886276572149,-0.24111926269531114,0.16654117805273858,10.183343750000002,0.7174048901752281,-10.424461013793945,0.7112083563969225,-2.084892207145691,0.14224167069000956,0.632,0.04501565992578823,0.76,0.05690829655566463,0.022846383690834044,0.002306805647270275,0.168,0.03779972588668381,-0.2991131957054139,0.14202215020147127,32.21979021453858,1.2214578284798732,0.0,0.0,0.0,0.0,0.212,0.02770005726872714,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
keeper_engine0,current_development_2022_2024,750,0.868,0.6104533162972792,0.9332796223958333,0.662875574312732,0.24501253255208333,0.7193394725973561,1.8004208984375,0.8875468211176071,-0.013757975260417577,3.0383637169237945,1.3914948730468732,1.4014558250579157,0.7373333333333333,0.24338239106531626,0.017333333333333333,0.009507186204486399,-0.976,0.7154864808763802,0.02792675781249924,0.09116439159736126,1.753983988444011,0.37330230662830205,-1.7260560315450033,0.35999782669520186,-0.345211199760437,0.07199956509207067,0.136,0.032191239855797624,0.116,0.029501359596949692,0.007012050946553548,0.0017803216198234559,0.008,0.020055641337132616,-0.21311555913289376,0.09062434833557648,-0.4451206054687504,0.587326572091019,0.0,0.0,0.0,0.0,0.013333333333333334,0.019143505868599586,0.0,0.0,-1.757697416178606,1.1877668244982458,-2.035928387650961,1.826834711617704,-1.1729707269633665,1.0987196300787079,-0.30630382617314655,0.13341423229681576,-1.8549201983552905,1.2086444285167675,-0.04477611940298507,0.020208596902301257,-0.7173609446787765,1.1566066033291318,0.8512340814631003,1.0704452359112446,-0.004666666666666667,0.006635485603069884
keeper_engine0,current_temporal_2025,250,0.82,0.63019391124871,1.13646630859375,1.384287210005316,0.40618994140625,1.3571006413446633,2.7997617187499992,1.8371887684559227,11.56366943359375,5.096976003637877,1.9119982910156255,1.9028017036229428,0.296,0.48680741761746976,-0.024,0.017859784084646734,3.256,1.0483386435911757,0.19572814941406272,0.13405293009738123,1.7960026245117207,0.6527066977087983,-1.600273406982422,0.6427918235247009,-0.3200547094345092,0.12855836266882492,0.096,0.045645042222765796,0.056,0.049934253963341654,0.006908228397369385,0.0020731627561212202,0.06,0.031584653891499004,-0.14233333177566518,0.12370985767480823,2.7714882678985595,0.9759649982412566,0.0,0.0,0.0,0.0,0.02,0.025632559615648982,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
keeper_engine0,keeper_development_2022_2023,500,0.876,0.603639220600521,1.227345703125,0.8155532946833993,0.28308203125,0.871865007879122,2.156004150390625,1.0970201054239597,-0.057317626953126366,3.57049361873199,2.710601806640624,1.6295695977467528,0.538,0.29385338457000365,0.012,0.01265037802313656,-0.628,0.9158519539768457,0.07400506591796761,0.11479760938632201,1.8389907531738288,0.490144850256003,-1.7649832038879396,0.46990448779227395,-0.3529966316223144,0.09398089772975407,0.144,0.04178540462984845,0.132,0.036876438866666264,0.00801573532819748,0.002406862318189113,-0.006,0.025083587716781885,-0.25511667523384085,0.12001504107812674,-0.6941594638824461,0.7254958238625802,0.0,0.0,0.0,0.0,0.008,0.02500244477024153,0.0,0.0,-1.6875620470677273,1.3463967683178537,-2.108622059336979,2.4956059700555824,-0.8026676529165337,1.1598949554889573,-0.4350868046283722,0.16157695660306914,-1.8017680745619487,1.3327199917216601,-0.049281314168377825,0.02439188207834487,-1.6361392912159836,1.25866433023719,-0.25928069376232904,1.2939135011456289,-0.001,0.009336613127327207
keeper_engine0,keeper_temporal_2024,250,0.852,0.6240815076907955,0.3451474609375,1.1389861577868692,0.16887353515625,1.2738827446803889,1.08925439453125,1.510665561207135,0.073361328125,5.6754907056698825,-1.246718994140628,2.6530711861073453,1.136,0.4330034456395734,0.028,0.013174150178729818,-1.672,1.1201914925224519,-0.0642298583984375,0.14875416938083366,1.5839704589843755,0.5426580656621143,-1.648201686859131,0.5333458261990928,-0.32964033603668214,0.10666916313518394,0.12,0.048495435134821324,0.084,0.04896289883010798,0.005004682183265688,0.002315066101049867,0.036,0.033214889969148634,-0.12911332693099972,0.12782883267715173,0.052957111358641444,1.0008924701288728,0.0,0.0,0.0,0.0,0.024,0.028300169582417246,0.0,0.0,-1.894321115206597,2.3239531182985758,-1.894321115206597,2.3239531182985758,-1.894321115206597,2.3239531182985758,-0.048737869262695355,0.23576541178256763,-1.9612244459419734,2.462455709083395,-0.036,0.036,1.12019574839564,2.387859870580997,3.0145168636022373,1.8949135847404641,-0.012,0.006900323023694275
