league,method,match_rank,player,season_template,template_distance,template_sample_prob,historical_pred_fp_per_game,played_games
dk,ppg225_both025_wr,9,Xavier Worthy,2025,0.6034333466808162,0.027124291995623204,13.065127724816552,13.0
dk,ppg225_both025_wr,10,Brandin Cooks,2016,0.6092989488046876,0.0158847882039898,14.416875,14.0
dk,ppg225_both025_wr,11,Jeremy Maclin,2011,0.6104130791840756,0.011865852602863367,12.40625,12.0
dk,ppg225_both025_wr,12,Cooper Kupp,2020,0.6119913330461333,0.019874520784983352,14.191703013968334,15.0
dk,ppg225_both050_wr,1,Keenan Allen,2015,0.30912511546536325,0.0379008307261257,13.1525,8.0
dk,ppg225_both050_wr,2,Terrelle Pryor,2017,0.3356853721028105,0.039597171575330485,13.376996722832896,8.0
dk,ppg225_both050_wr,3,Chris Godwin,2019,0.44121616418771364,0.03353186280903197,13.148164196942776,14.0
dk,ppg225_both050_wr,4,Kenny Golladay,2019,0.48237848604145683,0.03009059994740309,13.226447591974608,15.0
dk,ppg225_both050_wr,5,Ty Hilton,2014,0.49221243373377876,0.021970155896418507,13.54375,14.0
dk,ppg225_both050_wr,6,Greg Jennings,2008,0.6077265839669351,0.011542971989821236,13.7375,15.0
dk,ppg225_both050_wr,7,Zay Flowers,2025,0.607829313214129,0.030808039052128096,12.626147990477588,15.0
dk,ppg225_both050_wr,8,Jeremy Maclin,2011,0.6348407940187671,0.012821899487988968,12.40625,12.0
dk,ppg225_both050_wr,9,Cooper Kupp,2020,0.6524524173138543,0.020636409466356132,14.191703013968334,15.0
dk,ppg225_both050_wr,10,Brandin Cooks,2016,0.657753844011712,0.016164718918994847,14.416875,14.0
dk,ppg225_both050_wr,11,Xavier Worthy,2025,0.6616106611296977,0.026926785664613973,13.065127724816552,13.0
dk,ppg225_both050_wr,12,Juju Smith Schuster,2020,0.671013367981153,0.019708263375030843,13.802713100630097,15.0
