player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Bilal Powell,6278,HB,16,NYJ,222,176,697,4.0,1,64.8,65.1,79.4,65.0,383,2.2,39,35,17,1,1,1
Giovani Bernard,7818,HB,16,CIN,193,170,700,4.1,5,78.8,72.5,80.1,72.3,384,2.3,35,32,18,1,0,0
Joique Bell,5797,HB,16,DET,186,166,653,3.9,8,76.1,69.9,49.3,58.1,395,2.4,20,42,28,4,0,0
Rashad Jennings,5174,HB,14,OAK,201,163,733,4.5,6,78.4,74.0,90.7,59.9,456,2.8,80,35,11,0,2,2
Steven Jackson,1745,HB,12,ATL,158,157,543,3.5,6,70.5,72.1,90.4,61.2,319,2.0,50,26,15,0,1,0
Trent Richardson,7009,HB,14,IND,173,157,458,2.9,3,64.5,62.4,67.2,66.5,299,1.9,22,26,19,2,0,0
LeGarrette Blount,5863,HB,16,NE,172,153,769,5.0,7,82.5,79.5,51.4,57.2,417,2.7,40,35,15,3,0,0
Bernard Pierce,7085,HB,16,BLT,171,152,436,2.9,2,68.2,66.6,75.6,59.2,266,1.8,28,20,9,1,0,0
Pierre Thomas,4080,HB,16,NO,171,147,549,3.7,2,79.6,76.8,79.6,63.3,323,2.2,18,31,12,0,0,0
Andre Brown,5053,HB,8,NYG,146,139,494,3.6,3,64.6,68.4,28.6,58.9,285,2.1,23,31,6,3,1,0
Willis McGahee,1339,HB,11,CLV,149,138,377,2.7,2,66.2,65.6,72.2,58.9,243,1.8,16,28,9,1,0,0
Bobby Rainey Jr.,7511,HB,8,TB,146,137,532,3.9,5,81.1,79.9,77.3,57.8,394,2.9,80,23,13,1,0,0
Doug Martin,7035,HB,6,TB,133,127,456,3.6,1,61.9,65.5,71.7,60.8,274,2.2,28,16,5,1,0,0
Arian Foster,5398,HB,7,HST,122,121,542,4.5,1,74.0,78.4,89.9,60.2,249,2.1,23,31,5,0,0,0
Montee Ball,7839,HB,16,DEN,139,120,559,4.7,4,73.1,78.4,33.5,67.9,306,2.6,45,35,16,2,0,0
Andre Ellington,7968,HB,14,ARZ,145,118,652,5.5,3,84.5,89.0,73.4,67.2,372,3.2,80,27,15,1,0,0
Darren McFadden,4318,HB,10,OAK,143,114,379,3.3,5,56.4,60.3,75.5,61.6,221,1.9,30,17,7,1,0,0
Daniel Thomas,6214,HB,15,MIA,122,109,406,3.7,4,75.0,76.9,88.8,59.4,220,2.0,55,17,16,0,0,0
Danny Woodhead,4914,HB,15,SD,111,106,429,4.0,2,80.5,70.9,78.3,60.5,197,1.9,14,26,8,1,0,0
Donald Brown,4950,HB,15,IND,112,102,537,5.3,6,76.5,77.5,88.7,58.6,335,3.3,51,20,15,0,0,0
Mike Tolbert,4740,FB,16,CAR,240,101,361,3.6,5,72.8,65.5,88.7,71.1,204,2.0,22,31,9,0,2,0
Jacquizz Rodgers,6297,HB,15,ATL,103,96,332,3.5,2,75.0,65.7,90.6,67.9,193,2.0,19,19,13,0,0,0
James Starks,5716,HB,12,GB,95,89,493,5.5,3,79.0,80.3,63.3,58.6,267,3.0,41,27,15,1,0,0
Kendall Hunter,6267,HB,16,SF,97,78,358,4.6,3,68.1,72.3,61.7,57.4,201,2.6,45,18,8,1,0,0
Mark Ingram II,6180,HB,11,NO,92,78,386,4.9,1,80.8,84.8,86.1,58.6,188,2.4,34,18,16,0,2,0
Shonn Greene,4988,HB,11,TEN,80,77,295,3.8,4,65.5,69.4,86.4,59.7,164,2.1,29,18,4,0,1,0
Robert Turbin,7106,HB,15,SEA,98,77,264,3.4,0,67.0,69.2,62.7,56.7,166,2.2,15,9,7,0,0,0
Jordan Todman,6335,HB,15,JAX,82,76,256,3.4,2,58.1,62.5,89.6,58.0,116,1.5,33,16,3,0,2,0
Bryce Brown,7213,HB,15,PHI,89,75,314,4.2,2,67.0,66.4,86.1,57.9,219,2.9,65,16,8,0,1,0
Peyton Hillis,4541,HB,7,NYG,79,73,247,3.4,2,57.9,54.6,33.9,68.5,155,2.1,27,12,5,1,0,0
Cam Newton,6153,QB,16,CAR,430,73,219,3.0,4,73.5,66.7,89.3,61.3,137,1.9,19,26,4,2,1,0
Knile Davis,7878,HB,13,KC,79,70,242,3.5,4,54.4,56.3,26.9,57.5,134,1.9,20,10,5,1,0,0
Daryl Richardson,7233,HB,7,STR,72,69,215,3.1,0,57.2,57.0,85.8,69.4,111,1.6,14,12,1,0,0,0
Michael Bush,3716,HB,15,CHI,77,63,197,3.1,3,56.9,60.2,84.6,56.3,135,2.1,40,10,4,0,0,0
Roy Helu,6257,HB,15,WAS,80,62,274,4.4,4,60.6,64.1,26.6,77.2,133,2.1,24,19,9,1,0,0
Mike James,7970,HB,7,TB,63,60,295,4.9,0,87.8,90.0,85.1,73.0,186,3.1,24,14,3,0,1,0
Brandon Jacobs,2327,HB,7,NYG,58,58,238,4.1,4,62.5,65.4,49.6,60.0,118,2.0,37,16,3,1,0,0
Ronnie Hillman,7069,HB,9,DEN,62,55,218,4.0,1,62.3,57.1,27.1,67.4,105,1.9,19,13,2,2,0,0
Brandon Bolden,7469,HB,10,NE,57,55,271,4.9,3,57.4,64.4,84.8,60.6,99,1.8,46,14,3,0,1,0
Joseph Randle,7933,HB,5,DAL,59,54,164,3.0,2,53.1,58.9,86.3,68.8,121,2.2,19,7,4,0,0,0
Khiry Robinson,8514,HB,10,NO,63,54,224,4.1,1,71.5,69.5,83.3,58.0,122,2.3,25,12,8,0,0,0
Darren Sproles,2347,HB,14,NO,59,53,220,4.2,2,83.7,65.4,76.1,60.2,83,1.6,38,12,4,1,0,0
Robert Griffin III,7008,QB,13,WAS,343,50,211,4.2,0,65.7,58.1,76.8,60.0,59,1.2,23,14,5,3,6,0
Terrelle Pryor,6944,QB,11,OAK,231,49,268,5.5,2,54.0,71.8,46.2,61.1,70,1.4,93,13,6,2,8,0
Jonathan Dwyer,5711,HB,14,PIT,56,49,197,4.0,0,81.4,81.4,90.2,67.5,102,2.1,30,16,3,0,0,0
Dennis Johnson,8070,HB,8,HST,49,49,183,3.7,0,59.3,61.7,84.7,60.0,105,2.1,29,8,6,0,1,1
Chris Ogbonnaya,5135,HB,15,CLV,94,49,240,4.9,0,59.4,61.2,36.7,59.9,107,2.2,43,14,4,1,0,0
Felix Jones,4336,HB,14,PIT,50,48,184,3.8,0,58.2,59.5,58.6,60.0,90,1.9,14,9,4,1,0,0
Jonathan Stewart,4327,HB,6,CAR,52,48,180,3.8,0,66.7,63.1,46.8,60.0,123,2.6,16,7,7,1,0,0
Benny Cunningham,8283,HB,12,STR,60,47,261,5.6,1,55.4,57.3,29.5,56.4,94,2.0,56,12,6,2,1,0
Brian Leonard,3668,HB,13,TB,55,47,182,3.9,0,79.6,76.8,84.6,60.6,98,2.1,24,12,3,0,1,0
Marcel Reece,4702,FB,16,OAK,182,46,218,4.7,2,66.6,68.8,84.5,66.3,146,3.2,63,8,5,0,3,0
Ronnie Brown,2219,HB,12,SD,52,45,157,3.5,1,57.1,51.2,84.2,58.0,82,1.8,13,8,1,0,0,0
Russell Wilson,7077,QB,16,SEA,431,45,105,2.3,1,83.8,73.8,56.4,60.0,20,0.4,17,8,1,2,9,0
Matt Asiata,6432,HB,3,MIN,51,44,166,3.8,3,61.3,64.3,44.4,55.3,112,2.5,39,12,1,1,0,0
Jason Snelling,3860,HB,11,ATL,59,44,164,3.7,1,70.2,67.8,88.5,55.1,97,2.2,17,9,2,0,0,0
David Wilson,7036,HB,5,NYG,45,44,146,3.3,1,64.4,66.6,27.3,63.5,104,2.4,18,10,9,2,1,0
Shane Vereen,6208,HB,8,NE,51,44,209,4.8,1,75.7,64.6,60.1,71.6,91,2.1,21,11,6,1,0,0
Edwin Baker,7231,HB,3,CLV,44,43,171,4.0,2,70.3,67.8,82.6,60.0,98,2.3,20,11,2,0,0,0
Colin Kaepernick,6188,QB,16,SF,437,43,108,2.5,4,67.5,55.2,55.7,60.0,18,0.4,20,11,0,3,8,1
Ahmad Bradshaw,3866,HB,3,IND,44,41,186,4.5,2,66.8,63.8,82.0,59.2,75,1.8,27,11,2,0,0,0
Geno Smith,7820,QB,16,NYJ,433,40,114,2.9,4,60.8,58.8,69.7,63.0,37,0.9,12,10,1,3,6,1
Nick Foles,7089,QB,12,PHI,305,40,63,1.6,3,76.3,40.8,75.9,60.3,11,0.3,11,7,0,2,4,0
Toby Gerhart,5576,HB,10,MIN,42,36,283,7.9,2,71.8,77.6,74.5,64.5,136,3.8,41,13,10,1,0,0
Andy Dalton,6187,QB,16,CIN,440,36,48,1.3,1,73.8,44.5,87.9,60.4,8,0.2,9,8,0,1,3,0
Jackie Battle,3885,HB,7,TEN,44,36,142,3.9,1,57.8,55.8,81.0,54.2,108,3.0,37,7,4,0,1,0
Stepfan Taylor,7922,HB,12,ARZ,59,36,117,3.3,0,77.1,64.4,81.3,63.5,56,1.6,15,6,3,0,0,0
Tashard Choice,4436,HB,9,BUF,43,35,126,3.6,0,63.2,68.0,85.5,58.8,71,2.0,20,7,3,0,0,0
Peyton Manning,327,QB,16,DEN,429,32,-31,-1.0,1,92.5,27.8,84.4,60.0,0,0.0,1,1,0,4,3,0
Trent Richardson,7009,HB,2,CLV,31,31,105,3.4,0,64.5,62.4,67.2,66.5,75,2.4,10,3,9,0,0,0
Lance Dunbar,7332,HB,7,DAL,30,30,150,5.0,0,72.6,75.5,34.2,60.0,113,3.8,45,8,5,0,0,0
Alex Smith,2218,QB,15,KC,338,29,86,3.0,1,68.9,53.4,74.0,60.1,16,0.6,22,6,0,2,6,0
Tom Brady,698,QB,16,NE,467,28,-7,-0.3,0,78.4,28.4,63.8,60.0,7,0.3,5,3,0,2,2,0
Fozzy Whittaker,8547,HB,8,CLV,36,28,79,2.8,0,59.2,63.8,59.5,57.9,45,1.6,11,3,1,0,0,0
Anthony Dixon,5696,HB,12,SF,66,28,56,2.0,2,52.4,50.1,84.0,60.4,41,1.5,9,5,1,0,0,0
E.J. Manuel,7797,QB,10,BUF,301,28,41,1.5,1,53.1,36.3,47.5,60.0,4,0.1,19,6,0,3,2,0
Matthew Stafford,4924,QB,16,DET,430,26,2,0.1,2,80.1,29.5,61.7,60.0,14,0.5,7,7,0,7,6,0
Ryan Tannehill,7014,QB,16,MIA,333,25,80,3.2,1,80.5,49.8,66.0,60.0,23,0.9,48,6,1,1,2,0
Drew Brees,802,QB,16,NO,363,23,-36,-1.6,1,85.6,41.5,75.6,60.0,1,0.0,1,1,0,0,10,0
Michael Cox,8036,HB,3,NYG,24,22,43,2.0,0,64.5,61.5,84.0,60.0,28,1.3,9,1,2,0,0,0
Michael Vick,773,QB,7,PHI,144,21,132,6.3,2,61.3,67.5,29.1,60.0,54,2.6,61,8,2,3,2,0
Jonathan Grimes,7585,HB,2,HST,22,21,73,3.5,1,62.8,66.1,27.5,60.0,26,1.2,12,6,0,0,0,0
Carson Palmer,1317,QB,16,ARZ,414,21,-22,-1.0,0,68.0,33.9,90.8,60.0,0,0.0,0,0,0,0,4,0
Da'Rel Scott,6373,HB,5,NYG,21,20,73,3.7,0,58.6,48.5,78.9,60.0,37,1.9,16,3,0,0,0,0
Denard Robinson,7917,HB,11,JAX,23,20,66,3.3,0,29.6,31.4,16.4,59.6,48,2.4,24,3,1,3,0,0
Andrew Luck,7007,QB,16,IND,354,20,0,0.0,1,76.8,75.8,76.0,60.0,1,0.1,6,5,0,0,0,0
Johnathan Franklin,7907,HB,4,GB,20,19,107,5.6,1,53.4,45.7,20.7,60.0,82,4.3,51,7,5,2,0,0
Alfonso Smith,5877,HB,9,ARZ,28,18,54,3.0,1,52.0,39.9,20.7,57.0,46,2.6,21,6,1,2,0,0
Christine Michael,7843,HB,3,SEA,20,18,82,4.6,0,82.4,81.4,76.5,59.2,45,2.5,13,6,4,0,0,0
Tommy Bohanon,7997,FB,16,NYJ,194,17,62,3.6,0,59.3,56.8,78.0,57.5,34,2.0,8,4,3,0,0,0
Chad Henne,4371,QB,14,JAX,309,17,15,0.9,0,58.6,39.7,84.1,60.1,4,0.2,11,4,0,2,7,0
Alshon Jeffery,7048,WR,16,CHI,315,16,105,6.6,0,86.6,72.4,27.9,88.6,42,2.6,38,6,2,0,5,2
Thaddeus Lewis,5817,QB,6,BUF,165,15,23,1.5,1,61.1,29.5,26.1,60.0,1,0.1,8,3,0,2,0,0
Jed Collins,4743,FB,16,NO,256,15,45,3.0,1,64.5,57.9,77.9,71.0,26,1.7,12,9,4,0,2,0
Mike Glennon,7854,QB,13,TB,322,15,-32,-2.1,0,63.9,40.2,80.4,60.0,3,0.2,3,1,0,3,6,1
Ben Roethlisberger,1732,QB,16,PIT,380,14,-4,-0.3,0,83.3,41.5,50.6,60.9,2,0.1,6,1,0,1,3,0
Kellen Clemens,2994,QB,9,STR,261,14,1,0.1,0,62.7,29.5,44.9,60.0,4,0.3,7,1,0,2,1,0
Ryan Fitzpatrick,2467,QB,11,TEN,251,14,12,0.9,2,68.1,55.9,39.2,60.0,2,0.1,12,4,1,1,2,0
Joshua Cribbs,2544,WR,5,NYJ,20,13,55,4.2,0,67.0,64.7,85.2,60.5,31,2.4,9,2,1,0,0,0
Vick Ballard,7162,HB,1,IND,13,13,63,4.8,0,65.0,63.3,74.9,60.0,26,2.0,12,4,0,0,0,0
Aaron Rodgers,2241,QB,9,GB,228,13,4,0.3,0,85.1,61.3,87.0,60.0,2,0.2,6,1,0,0,1,0
Bobby Rainey Jr.,7511,HB,4,CLV,16,13,34,2.6,0,81.1,79.9,77.3,57.8,20,1.5,7,0,3,0,0,0
Tony Romo,1693,QB,15,DAL,302,12,-10,-0.8,0,78.1,28.3,87.6,60.0,0,0.0,0,0,0,1,4,0
Deji Karim,5703,HB,2,HST,12,12,51,4.3,0,77.1,79.2,77.0,60.0,24,2.0,14,3,2,0,0,0
Darrel Young,5438,FB,13,WAS,141,12,41,3.4,3,62.2,66.2,75.2,71.3,19,1.6,19,7,2,0,2,0
Frank Summers,5093,FB,13,BUF,166,12,46,3.8,1,66.0,67.3,75.9,61.5,32,2.7,16,3,5,0,1,0
LaMichael James,7063,HB,6,SF,14,12,59,4.9,0,62.9,64.5,90.2,58.3,19,1.6,21,2,1,0,0,0
Philip Rivers,1725,QB,16,SD,455,12,-9,-0.8,0,87.1,34.4,90.7,60.0,0,0.0,0,0,0,2,6,1
Joe Flacco,4332,QB,16,BLT,404,12,-1,-0.1,1,67.5,50.2,78.7,60.7,2,0.2,2,3,0,0,1,0
Eli Manning,1722,QB,16,NYG,352,12,-10,-0.8,0,68.8,46.1,67.2,60.0,0,0.0,0,0,0,3,12,0
Le'Ron McClain,3753,FB,16,SD,116,11,32,2.9,0,69.9,61.9,74.4,67.3,18,1.6,7,7,1,0,0,0
Tashard Choice,4436,HB,3,IND,15,11,44,4.0,0,63.2,68.0,85.5,58.8,16,1.5,8,1,0,0,0,0
Alex Green,6248,HB,7,NYJ,21,11,35,3.2,0,60.8,61.6,74.4,56.7,20,1.8,9,2,0,0,0,0
Cordarrelle Patterson,7810,WR,16,MIN,135,11,108,9.8,2,80.3,95.1,87.8,64.4,76,6.9,35,6,11,0,1,0
Chris Polk,7532,HB,8,PHI,21,11,98,8.9,3,70.2,75.0,81.6,58.2,79,7.2,38,5,2,0,0,0
Vonta Leach,2100,FB,16,BLT,160,11,23,2.1,0,56.0,48.9,81.7,60.5,9,0.8,6,3,0,0,1,0
Jake Locker,6160,QB,7,TEN,167,10,15,1.5,1,70.3,50.8,47.4,60.0,2,0.2,8,2,0,3,2,0
Isaac Redman,5233,HB,3,PIT,13,10,12,1.2,0,49.4,39.8,22.9,58.8,12,1.2,8,0,2,1,0,0
John Kuhn,2686,FB,14,GB,128,10,38,3.8,1,74.5,61.0,81.6,77.5,13,1.3,12,7,1,0,0,0
Jay Cutler,2956,QB,11,CHI,224,10,-4,-0.4,0,82.2,71.8,57.5,60.0,0,0.0,12,1,0,0,4,0
Christian Ponder,6164,QB,9,MIN,207,9,-9,-1.0,1,56.9,54.5,80.2,60.2,1,0.1,6,1,0,2,1,0
Cyrus Gray,7655,HB,5,KC,17,9,24,2.7,0,57.1,48.8,74.8,77.6,20,2.2,9,1,2,0,0,0
Matt Ryan,4317,QB,16,ATL,309,9,-18,-2.0,0,76.6,40.6,89.2,60.0,0,0.0,0,0,0,1,2,0
Theo Riddick,7980,HB,7,DET,15,9,25,2.8,1,66.9,65.2,74.6,59.1,17,1.9,7,2,2,0,0,0
Tavon Austin,7789,WR,12,STR,99,9,151,16.8,1,70.0,91.0,43.1,66.4,19,2.1,65,3,2,0,0,0
Chase Daniel,5214,QB,5,KC,52,9,-1,-0.1,0,61.1,62.7,81.6,60.0,0,0.0,5,0,0,0,0,0
Michael Hill,8302,HB,3,TB,9,9,23,2.6,0,57.8,55.0,74.1,,16,1.8,10,1,1,0,0,0
Case Keenum,7323,QB,8,HST,176,9,15,1.7,1,61.0,58.9,38.8,60.0,3,0.3,7,4,0,0,2,0
Phillip Tanner,6420,HB,6,DAL,11,9,12,1.3,1,53.5,44.6,21.9,59.1,7,0.8,9,2,1,1,0,0
Marvin Jones Jr.,7158,WR,16,CIN,148,8,65,8.1,0,86.5,75.7,80.7,53.4,25,3.1,34,3,5,0,2,0
Cedric Peerman,5109,HB,5,CIN,20,8,17,2.1,0,67.8,66.0,73.0,58.2,15,1.9,5,0,2,0,0,0
Sam Bradford,5526,QB,7,STR,148,8,-8,-1.0,0,72.6,34.7,55.4,60.0,0,0.0,0,0,0,0,0,0
Dexter McCluster,5561,WR,15,KC,130,8,5,0.6,0,67.4,53.5,72.1,62.4,15,1.9,5,0,1,0,1,0
Matt McGloin,8374,QB,7,OAK,141,8,-5,-0.6,0,59.8,30.3,34.0,61.5,1,0.1,0,0,0,3,1,0
Matt Cassel,2447,QB,9,MIN,165,7,1,0.1,1,64.2,45.1,56.5,60.0,0,0.0,6,1,0,1,0,0
Stanley Havili,6392,FB,13,IND,166,7,7,1.0,0,64.5,51.4,76.5,60.2,9,1.3,4,1,3,0,0,0
Bruce Miller,6363,FB,14,SF,303,7,13,1.9,0,68.2,53.6,28.8,77.6,5,0.7,4,3,2,0,2,0
C.J. Anderson,8101,HB,4,DEN,10,7,38,5.4,0,73.9,85.6,71.4,60.0,22,3.1,11,3,1,0,0,0
Isaiah Pead,7053,HB,2,STR,8,7,21,3.0,0,65.2,57.4,77.5,60.0,20,2.9,11,2,0,0,0,0
Antonio Brown,5718,WR,16,PIT,318,7,4,0.6,0,89.3,52.1,89.5,65.1,7,1.0,10,2,1,0,4,1
Mike Goodson,5034,HB,2,NYJ,13,7,61,8.7,0,80.5,82.4,72.3,60.6,41,5.9,26,2,2,0,0,0
Charles Clay,6326,TE,16,MIA,263,7,15,2.1,1,76.3,59.3,86.6,63.4,11,1.6,13,2,2,0,3,0
Mike Gillislee,7946,HB,1,MIA,6,6,21,3.5,0,74.8,73.4,70.6,,10,1.7,6,1,0,0,0,0
Kenjon Barner,7963,HB,5,CAR,13,6,7,1.2,0,44.4,50.5,71.6,59.0,11,1.8,2,0,2,0,0,0
Justin Forsett,4547,HB,6,JAX,7,6,31,5.2,0,64.4,66.8,25.7,77.7,15,2.5,10,1,0,0,0,0
LaRod Stephens-Howling,5164,HB,1,PIT,6,6,19,3.2,0,37.2,46.4,72.5,,11,1.8,5,0,0,0,0,0
Josh Johnson,4474,QB,2,CIN,14,6,8,1.3,0,43.5,45.8,22.0,60.0,5,0.8,5,1,0,1,0,0
Marcus Thigpen,5488,HB,4,MIA,9,6,18,3.0,0,61.8,52.0,90.3,58.4,9,1.5,9,1,0,0,0,0
MarQueis Gray,8286,TE,11,CLV,57,6,43,7.2,0,52.6,62.0,71.6,60.1,17,2.8,18,3,0,0,0,0
Matt Flynn,4523,QB,5,GB,112,6,-5,-0.8,0,53.2,26.6,37.5,60.4,0,0.0,0,0,0,1,0,0
Colt McCoy,5609,QB,4,SF,21,6,-6,-1.0,0,56.2,55.0,71.2,60.0,0,0.0,0,0,0,0,0,0
Charlie Whitehurst,3026,QB,2,SD,12,6,-5,-0.8,0,56.1,56.4,70.6,60.0,0,0.0,0,0,0,0,0,0
Derek Anderson,2430,QB,4,CAR,15,5,0,0.0,0,55.2,55.2,69.7,60.0,1,0.2,2,1,0,0,0,0
Brandon Weeden,7028,QB,8,CLV,135,5,2,0.4,0,62.7,45.6,63.4,60.8,0,0.0,2,2,0,0,5,0
Dan Herron,7179,HB,2,IND,6,5,33,6.6,0,68.4,62.0,90.5,60.0,15,3.0,22,2,0,0,0,0
Josh Gordon,7618,WR,14,CLV,263,5,88,17.6,0,82.5,86.0,83.1,66.2,49,9.8,34,4,1,0,2,0
Taiwan Jones,6277,CB,3,OAK,7,5,23,4.6,0,80.9,49.8,25.1,60.1,24,4.8,19,1,0,0,0,0
Jacoby Ford,5632,WR,14,OAK,117,5,15,3.0,0,55.8,58.2,19.8,65.1,23,4.6,4,0,1,0,0,0
Tyrod Taylor,6332,QB,3,BLT,11,5,25,5.0,0,61.1,63.7,73.5,60.0,1,0.2,18,3,0,0,0,0
Antone Smith,5440,HB,5,ATL,7,5,145,29.0,2,68.8,85.6,70.9,59.0,12,2.4,50,4,2,0,0,0
Josh McCown,1085,QB,7,CHI,159,5,-6,-1.2,0,86.5,69.6,90.4,60.0,0,0.0,0,0,0,1,1,0
Randall Cobb,6216,WR,6,GB,109,4,78,19.5,0,78.2,59.4,79.2,85.0,11,2.8,67,1,4,0,1,0
Sheldon Richardson,7794,DI,16,NYJ,330,4,4,1.0,2,46.8,52.0,68.6,60.0,2,0.5,1,2,0,0,4,0
T.J. Graham,7071,WR,16,BUF,323,4,14,3.5,0,57.2,59.2,27.7,65.0,10,2.5,14,2,0,0,3,1
Mohamed Sanu,7084,WR,16,CIN,258,4,16,4.0,0,63.0,52.0,40.4,71.1,9,2.3,9,0,0,0,1,0
Patrick Peterson,6157,CB,16,ARZ,356,4,21,5.3,0,75.6,61.9,47.7,60.2,8,2.0,12,2,0,0,6,0
Ray Graham,8380,HB,1,HST,4,4,8,2.0,0,63.8,61.7,69.4,,7,1.8,4,0,0,0,0,0
Jeremy Kerley,6305,WR,12,NYJ,224,4,11,2.8,0,73.3,57.4,83.2,59.4,6,1.5,8,0,0,0,0,0
James Develin,6142,FB,16,NE,177,4,10,2.5,1,65.4,72.0,71.1,68.0,5,1.3,4,4,3,0,0,0
Brian Hoyer,5277,QB,3,CLV,47,4,-3,-0.8,0,73.6,53.7,85.6,60.3,0,0.0,0,0,0,0,1,0
Shaun Draughn,6440,HB,1,BLT,4,4,2,0.5,0,53.1,52.8,71.3,60.0,3,0.8,3,1,0,0,0,0
Armond Smith,6824,HB,2,CAR,8,4,5,1.3,0,49.8,53.3,70.1,58.0,5,1.3,5,0,0,0,0,0
Bernard Scott,5133,HB,2,BLT,5,4,14,3.5,0,56.7,54.4,70.0,60.0,9,2.3,9,0,1,0,0,0
Tarvaris Jackson,3009,QB,3,SEA,26,4,1,0.3,1,87.5,61.2,74.7,60.0,3,0.8,5,1,0,0,0,0
Ted Ginn Jr.,3625,WR,16,CAR,134,4,29,7.3,0,73.1,69.2,90.2,68.8,6,1.5,14,2,0,0,2,0
Marquise Goodwin,7859,WR,12,BUF,109,3,13,4.3,0,68.5,59.5,38.8,75.4,1,0.3,17,1,0,0,1,0
Mike Wallace,5007,WR,16,MIA,284,3,33,11.0,0,69.9,80.4,81.9,72.2,22,7.3,13,2,2,0,4,1
Golden Tate,5585,WR,16,SEA,288,3,31,10.3,0,81.9,76.7,57.6,62.0,25,8.3,20,1,3,0,5,0
Santana Moss,786,WR,16,WAS,81,3,25,8.3,0,58.1,63.5,51.1,83.5,8,2.7,18,1,0,0,2,0
Josh Freeman,4940,QB,3,TB,78,3,-5,-1.7,0,52.6,59.9,68.7,60.0,1,0.3,2,0,0,0,4,1
Curtis Painter,5125,QB,1,NYG,22,3,-2,-0.7,0,28.5,28.3,16.8,60.0,0,0.0,0,0,0,2,0,0
