player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Jerome Harrison,3090,HB,8,PHI,43,40,240,6.0,1,53.0,50.0,40.6,61.2,126,3.2,50,9,5,1,0,0
Michael Vick,773,QB,12,PHI,225,40,101,2.5,7,79.0,84.9,48.9,60.3,64,1.6,16,15,3,1,4,1
Joe McKnight,5636,HB,3,NYJ,50,39,189,4.8,0,60.8,58.8,81.5,60.3,102,2.6,18,7,1,0,0,0
Brad Smith,3048,WR,16,NYJ,167,38,299,7.9,1,56.9,71.1,40.9,67.3,118,3.1,53,12,6,1,0,0
Dominic Rhodes,979,HB,3,IND,41,37,172,4.6,0,50.4,53.8,34.0,58.5,84,2.3,15,8,4,1,0,0
Marshawn Lynch,3628,HB,4,BUF,42,37,164,4.4,0,64.0,68.7,56.2,59.0,104,2.8,17,9,5,1,1,0
Reggie Bush,2947,HB,8,NO,48,36,156,4.3,0,64.7,65.5,83.3,59.1,77,2.1,23,7,5,1,0,0
Laurence Maroney,2966,HB,4,DEN,42,36,74,2.1,0,46.2,51.4,39.1,61.0,64,1.8,13,1,1,1,0,0
Dimitri Nance,5783,HB,9,GB,39,36,95,2.6,0,56.1,56.6,80.9,59.7,67,1.9,11,4,0,0,1,0
Deji Karim,5703,HB,6,JAX,37,35,160,4.6,0,50.1,53.3,33.7,60.0,90,2.6,15,8,1,1,0,0
Kevin Smith,4378,HB,6,DET,39,34,133,3.9,0,66.6,63.9,81.5,69.7,65,1.9,15,5,0,1,1,0
Kenneth Darby,3862,HB,10,STR,36,34,107,3.1,2,56.8,52.4,81.3,58.8,71,2.1,13,7,1,0,1,0
Mewelde Moore,1840,HB,13,PIT,48,33,99,3.0,0,72.6,67.9,83.0,67.7,96,2.9,18,4,4,0,0,0
Mike Bell,3225,HB,8,CLV,32,31,71,2.3,0,44.7,49.3,32.5,62.9,60,1.9,11,6,0,1,0,0
Joe Flacco,4332,QB,16,BLT,474,31,2,0.1,1,74.4,30.0,72.9,60.0,9,0.3,9,4,0,1,4,0
Tim Tebow,5550,QB,9,DEN,102,31,144,4.6,5,73.7,67.0,87.8,60.6,66,2.1,40,8,3,1,0,0
Jerome Harrison,3090,HB,4,CLV,36,31,91,2.9,0,53.0,50.0,40.6,61.2,87,2.8,39,3,3,1,0,0
Marcel Reece,4702,FB,16,OAK,312,30,122,4.1,1,65.5,52.3,44.4,70.1,55,1.8,31,9,2,1,5,1
James Starks,5716,HB,3,GB,31,29,101,3.5,0,69.1,65.6,80.1,60.0,77,2.7,16,5,2,0,0,0
Le'Ron McClain,3753,FB,15,BLT,334,28,85,3.0,0,64.2,54.2,81.2,74.6,48,1.7,16,15,1,0,3,0
Leon Washington,3062,HB,12,SEA,37,27,100,3.7,1,67.1,63.2,80.5,79.0,67,2.5,21,5,1,0,0,0
Lousaka Polite,2152,FB,16,MIA,296,26,62,2.4,1,69.0,69.3,80.0,64.2,38,1.5,4,15,5,0,1,0
Josh Freeman,4940,QB,16,TB,379,26,10,0.4,0,78.5,66.6,69.9,60.2,20,0.8,4,9,0,2,5,0
Jacob Hester,4383,FB,15,SD,261,26,60,2.3,0,64.2,51.7,81.6,65.2,41,1.6,6,9,1,0,0,0
Tom Brady,698,QB,16,NE,406,25,9,0.4,1,84.9,29.8,86.2,60.0,13,0.5,5,8,0,1,2,0
Matt Ryan,4317,QB,16,ATL,464,24,-9,-0.4,0,86.2,44.1,87.3,60.0,5,0.2,2,5,0,0,2,0
LaRod Stephens-Howling,5164,HB,9,ARZ,27,23,113,4.9,1,71.5,80.7,80.1,57.4,40,1.7,30,5,1,0,0,0
Carson Palmer,1317,QB,16,CIN,417,22,-1,0.0,0,72.1,27.8,74.7,60.0,7,0.3,4,5,0,2,4,0
Jerome Felton,4460,FB,16,DET,107,22,76,3.5,0,43.6,45.0,29.1,66.9,60,2.7,9,3,1,1,1,0
Joshua Cribbs,2544,WR,13,CLV,162,21,67,3.2,0,62.2,41.7,26.2,73.5,36,1.7,19,5,2,2,2,1
Jason Campbell,2242,QB,13,OAK,355,21,-1,0.0,1,66.1,40.4,38.6,61.0,4,0.2,9,4,0,1,3,0
Jay Cutler,2956,QB,15,CHI,334,21,-20,-1.0,0,71.8,60.2,49.0,60.8,1,0.0,2,1,0,1,6,0
Eldra Buckley,3900,HB,7,PHI,26,21,67,3.2,0,51.2,57.5,26.4,58.9,43,2.0,13,4,0,0,0,0
Aaron Rodgers,2241,QB,15,GB,310,20,-10,-0.5,2,89.7,49.7,84.3,60.0,5,0.3,1,2,0,1,5,0
Eli Manning,1722,QB,16,NYG,451,20,-19,-1.0,0,81.3,39.2,79.6,60.0,1,0.1,2,2,0,0,4,0
Earnest Graham,1613,FB,12,TB,149,20,99,5.0,1,54.5,55.6,29.9,53.9,37,1.9,61,5,2,1,0,0
Jackie Battle,3885,HB,9,KC,29,20,50,2.5,1,58.5,62.9,77.3,57.0,39,2.0,7,7,0,0,0,0
Danny Ware,4095,HB,5,NYG,25,20,73,3.7,0,66.2,63.2,78.1,57.6,32,1.6,14,7,2,0,0,0
Ben Roethlisberger,1732,QB,12,PIT,327,20,9,0.5,1,87.0,44.3,40.4,60.2,11,0.6,8,5,0,2,2,0
Sammy Morris,678,FB,13,NE,79,20,56,2.8,0,56.5,58.0,78.1,61.8,34,1.7,9,6,1,0,0,0
Steve Slaton,4403,HB,5,HST,19,19,93,4.9,0,66.2,66.2,77.3,60.0,38,2.0,23,4,1,0,0,0
Keith Toston,5821,HB,4,STR,19,19,54,2.8,0,52.3,52.6,77.7,60.0,41,2.2,10,2,0,0,0,0
Dexter McCluster,5561,WR,11,KC,162,18,71,3.9,0,59.3,61.6,32.8,67.6,46,2.6,20,6,4,1,1,1
Percy Harvin,4945,WR,14,MIN,232,18,107,5.9,1,87.5,81.6,83.7,73.1,46,2.6,17,8,2,0,5,0
Aaron Brown,5116,HB,3,DET,17,17,58,3.4,0,50.2,54.9,77.5,60.0,29,1.7,9,2,0,0,0,0
Philip Rivers,1725,QB,16,SD,424,17,-22,-1.3,0,91.4,28.8,67.0,60.3,3,0.2,3,2,0,3,13,0
Peyton Manning,327,QB,16,IND,392,17,10,0.6,0,90.5,41.2,91.1,60.0,0,0.0,27,1,0,0,3,0
Mike Bell,3225,HB,5,PHI,29,16,28,1.8,0,44.7,49.3,32.5,62.9,25,1.6,9,0,0,0,0,0
Matt Schaub,1811,QB,16,HST,416,16,-12,-0.8,0,84.5,43.1,73.6,60.0,3,0.2,2,5,0,1,1,0
Drew Brees,802,QB,16,NO,368,16,-12,-0.8,0,87.9,33.2,80.8,60.0,4,0.3,3,1,0,0,4,0
DeSean Jackson,4363,WR,14,PHI,218,16,104,6.5,1,61.6,59.2,57.0,69.4,39,2.4,31,5,2,0,3,0
Chad Henne,4371,QB,15,MIA,353,16,-36,-2.3,0,68.4,41.3,80.2,62.1,0,0.0,2,1,0,3,1,0
Stefan Logan,4909,WR,10,DET,27,15,95,6.3,0,64.3,74.2,75.7,59.8,40,2.7,21,5,2,0,0,0
James Davis,5119,HB,2,WAS,15,15,51,3.4,0,46.7,52.0,77.5,,34,2.3,14,1,1,0,0,0
Mark Sanchez,4928,QB,16,NYJ,459,15,4,0.3,2,70.2,49.6,69.9,63.4,2,0.1,7,4,0,1,3,0
Jon Kitna,217,QB,10,DAL,226,14,-2,-0.1,1,60.5,33.6,43.4,60.0,3,0.2,29,1,0,3,2,0
Donovan McNabb,438,QB,13,WAS,276,14,-9,-0.6,0,65.2,42.9,47.9,60.3,5,0.4,5,2,0,1,4,0
Matt Hasselbeck,408,QB,14,SEA,288,14,5,0.4,0,70.7,56.1,74.5,60.5,2,0.1,12,3,0,0,3,0
Brett Favre,14,QB,13,MIN,310,13,-10,-0.8,0,59.7,27.6,48.4,60.0,0,0.0,2,0,0,2,9,0
Ovie Mughelli,1445,FB,16,ATL,276,13,36,2.8,0,76.7,59.0,77.2,81.6,26,2.0,6,7,0,0,2,0
Tyrell Sutton,5395,HB,5,CAR,17,13,71,5.5,0,64.4,56.8,77.1,55.9,53,4.1,32,2,1,0,0,0
Albert Young,4665,HB,2,MIN,13,13,29,2.2,0,58.4,56.2,75.4,,27,2.1,6,1,0,0,0,0
Michael Robinson,3045,FB,11,SEA,120,12,77,6.4,0,60.0,56.0,76.4,68.8,43,3.6,17,9,1,0,1,0
Julius Jones,1764,HB,2,SEA,12,12,30,2.5,0,54.2,53.7,56.9,60.0,14,1.2,6,0,0,0,1,0
Matt Cassel,2447,QB,15,KC,512,12,2,0.2,0,69.5,62.6,81.7,60.2,2,0.2,8,1,0,1,6,0
Vince Young,2948,QB,9,TEN,184,12,14,1.2,0,66.0,37.6,26.0,60.0,10,0.8,20,1,1,1,2,0
Mike Thomas,5030,WR,16,JAX,279,12,114,9.5,0,74.0,64.7,82.6,74.9,25,2.1,33,5,1,0,2,0
Colt McCoy,5609,QB,8,CLV,178,12,2,0.2,0,75.4,68.1,83.6,60.8,6,0.5,3,4,0,0,2,0
Drew Stanton,3659,QB,6,DET,104,11,46,4.2,1,58.3,61.6,50.6,60.0,24,2.2,17,6,1,0,1,0
Sam Bradford,5526,QB,16,STR,413,11,-10,-0.9,1,66.2,36.6,74.7,60.0,1,0.1,1,1,0,1,2,0
Ryan Fitzpatrick,2467,QB,13,BUF,304,10,30,3.0,0,66.9,38.1,79.8,60.2,5,0.5,18,3,0,2,2,0
Alex Smith,2218,QB,11,SF,207,10,7,0.7,0,61.1,49.2,67.3,60.2,0,0.0,9,1,0,0,10,1
Jacoby Ford,5632,WR,16,OAK,225,10,155,15.5,2,66.6,72.5,78.7,75.2,21,2.1,71,7,1,0,3,0
Gartrell Johnson,5058,HB,6,ATL,18,10,36,3.6,0,51.4,62.2,22.5,57.4,40,4.0,23,2,0,0,0,0
Quinton Ganther,3191,HB,4,BUF,10,9,18,2.0,0,51.1,52.1,73.9,49.0,18,2.0,11,1,0,0,1,0
Jonathan Dwyer,5711,HB,1,PIT,9,9,28,3.1,0,56.1,57.6,72.7,,26,2.9,7,0,0,0,0,0
Charlie Whitehurst,3026,QB,6,SEA,77,9,-5,-0.6,0,55.7,44.9,87.0,60.0,1,0.1,2,1,0,0,0,0
Kerry Collins,115,QB,9,TEN,186,9,-18,-2.0,0,68.0,27.5,59.7,60.2,0,0.0,2,1,0,2,2,0
Brian Hoyer,5277,QB,5,NE,42,9,-9,-1.0,0,60.6,53.5,77.2,60.0,0,0.0,0,0,0,0,1,0
Chad Hall,5523,WR,6,PHI,52,9,29,3.2,0,66.0,61.3,75.7,69.5,14,1.6,8,3,0,0,0,0
Bruce Gradkowski,3139,QB,6,OAK,98,8,2,0.3,0,57.2,48.3,45.4,60.3,2,0.3,5,1,0,0,3,0
Kyle Orton,2323,QB,13,DEN,285,8,-2,-0.3,0,68.2,33.8,85.9,62.0,0,0.0,2,3,0,0,7,0
Rock Cartwright,1211,HB,5,OAK,18,8,20,2.5,0,49.7,61.2,72.5,75.7,15,1.9,10,1,0,0,0,0
Brian Leonard,3668,HB,7,CIN,11,8,19,2.4,0,58.3,45.6,77.0,59.1,9,1.1,6,3,0,0,1,0
Troy Smith,3790,QB,6,SF,159,8,7,0.9,1,71.6,34.5,28.5,60.0,2,0.3,10,2,0,1,2,0
Kevin Faulk,470,HB,2,NE,8,8,45,5.6,0,63.4,60.0,74.1,,15,1.9,11,1,0,0,0,0
Kevin Kolb,3652,QB,7,PHI,136,8,0,0.0,0,54.1,64.7,48.1,60.9,3,0.4,3,2,0,0,1,0
John Conner,5662,FB,14,NYJ,101,8,44,5.5,1,50.6,48.1,72.9,60.0,29,3.6,16,2,2,0,1,0
Ryan Grant,2609,HB,1,GB,8,8,45,5.6,0,48.4,52.1,72.1,,21,2.6,18,2,0,0,0,0
Miles Austin,3211,WR,16,DAL,353,7,93,13.3,1,68.1,68.1,82.3,70.3,62,8.9,60,3,2,0,7,0
Danny Amendola,4717,WR,16,STR,191,7,81,11.6,0,72.0,68.3,57.3,72.3,14,2.0,30,4,0,0,3,0
Jake Delhomme,303,QB,5,CLV,108,7,-3,-0.4,0,53.0,28.8,55.3,60.8,1,0.1,2,1,0,1,2,0
Tyler Thigpen,3833,QB,4,MIA,30,7,19,2.7,0,68.8,71.1,84.1,60.3,7,1.0,9,2,1,0,0,0
Nate Burleson,1386,WR,14,DET,303,7,81,11.6,0,65.8,77.4,26.8,71.0,46,6.6,25,5,3,0,3,0
Devin Hester,3002,WR,16,CHI,177,7,30,4.3,0,61.5,77.7,79.4,62.8,18,2.6,11,2,1,0,3,0
Tony Fiammetta,5052,FB,14,CAR,194,7,22,3.1,0,70.1,62.6,73.3,72.1,10,1.4,11,4,1,0,0,0
Shaun Hill,1255,QB,11,DET,215,6,-2,-0.3,0,80.8,62.1,88.1,60.3,1,0.2,3,2,0,2,3,0
Jason Wright,2212,HB,10,ARZ,23,6,28,4.7,0,61.9,70.2,74.0,55.5,16,2.7,10,3,0,0,0,0
Mike Karney,1875,FB,12,STR,115,6,12,2.0,0,47.8,50.4,72.8,53.3,9,1.5,4,3,0,0,1,0
Thomas Clayton,3802,HB,1,NE,8,6,17,2.8,0,66.7,65.8,71.4,59.8,11,1.8,5,1,0,0,0,0
Billy Volek,768,QB,3,SD,22,6,-5,-0.8,0,57.9,56.4,71.2,60.0,0,0.0,0,0,0,0,0,0
Jimmy Clausen,5573,QB,12,CAR,276,6,-13,-2.2,0,60.6,41.0,87.2,60.2,0,0.0,0,0,0,6,2,0
Eddie Royal,4356,WR,16,DEN,140,6,61,10.2,0,70.5,62.3,29.1,89.0,21,3.5,20,4,0,1,3,2
Arrelious Benn,5564,WR,15,TB,174,6,35,5.8,0,81.0,71.3,28.0,90.1,20,3.3,17,2,1,0,1,0
Lawrence Vickers,3125,FB,16,CLV,252,5,11,2.2,0,56.8,61.9,71.8,71.8,8,1.6,3,2,2,0,2,1
Larry Johnson,1343,HB,2,WAS,5,5,2,0.4,0,53.8,54.4,70.6,,10,2.0,7,0,1,0,0,0
Charlie Batch,367,QB,3,PIT,80,5,-1,-0.2,0,52.6,37.0,25.6,60.0,1,0.2,2,1,0,2,1,0
Donte' Stallworth,1020,WR,8,BLT,35,5,45,9.0,0,63.2,45.2,18.6,59.4,16,3.2,19,3,0,1,0,0
Tim Castille,3906,FB,10,KC,150,5,3,0.6,0,59.8,52.3,73.9,56.4,6,1.2,3,0,0,0,1,0
Tony Richardson,110,FB,16,NYJ,229,5,13,2.6,0,64.9,61.7,72.6,64.5,7,1.4,4,3,1,0,1,0
Mike Wallace,5007,WR,16,PIT,397,5,39,7.8,0,79.5,69.3,81.2,60.9,12,2.4,19,2,1,0,0,0
Kyle Boller,1335,QB,5,OAK,18,5,10,2.0,0,37.6,52.8,73.0,60.0,1,0.2,15,1,0,0,0,0
Brandon Tate,5006,WR,16,NE,177,5,62,12.4,0,60.5,70.4,27.5,61.9,24,4.8,22,3,3,0,1,0
Chris Gronkowski,5926,FB,14,DAL,204,5,17,3.4,0,80.4,73.0,72.9,84.6,9,1.8,8,2,1,0,0,0
Santana Moss,786,WR,16,WAS,295,5,-6,-1.2,0,76.0,51.3,27.2,75.0,11,2.2,7,0,1,0,2,0
Trent Edwards,3708,QB,3,JAX,49,4,7,1.8,0,52.0,43.6,87.0,60.0,0,0.0,2,4,0,0,1,0
Jerricho Cotchery,1829,WR,14,NYJ,292,4,-3,-0.8,0,60.1,47.2,79.0,75.7,13,3.3,4,0,0,0,0,0
Matt Flynn,4523,QB,6,GB,63,4,-3,-0.8,0,56.4,58.8,84.1,60.0,2,0.5,3,1,0,0,0,0
Darrius Heyward-Bey,4930,WR,15,OAK,307,4,48,12.0,0,53.0,51.4,27.7,72.0,15,3.8,30,2,0,1,2,1
Darrel Young,5438,FB,2,WAS,4,4,19,4.8,0,50.2,52.4,69.4,,3,0.8,16,1,0,0,0,0
Kareem Huggins,5414,HB,3,TB,6,4,11,2.8,0,64.3,58.2,69.4,60.0,7,1.8,7,0,0,0,0,0
Robert Meachem,3643,WR,16,NO,210,4,14,3.5,0,72.9,66.2,79.3,66.7,11,2.8,8,1,0,0,0,0
Michael Sellers,432,FB,16,WAS,167,4,2,0.5,0,60.6,57.6,76.0,66.3,5,1.3,1,1,0,0,0,0
Seneca Wallace,1422,QB,8,CLV,104,4,-1,-0.3,0,66.2,51.1,86.4,63.6,0,0.0,2,1,0,1,1,0
Corey McIntyre,1278,FB,16,BUF,171,4,5,1.3,1,60.7,63.1,19.2,73.2,4,1.0,2,3,1,0,2,0
James Davis,5119,HB,1,CLV,4,4,9,2.3,0,46.7,52.0,77.5,,10,2.5,4,0,1,0,0,0
Calvin Johnson,3618,WR,15,DET,335,4,32,8.0,0,83.2,59.0,54.2,73.0,10,2.5,15,2,1,0,1,0
Roscoe Parrish,2272,WR,8,BUF,124,4,30,7.5,0,65.7,59.1,78.1,67.7,9,2.3,13,2,0,0,1,1
Garrett Wolfe,3709,HB,1,CHI,4,4,8,2.0,0,54.2,55.6,68.6,,5,1.3,7,0,0,0,0,0
Patrick Cobbs,3272,HB,7,MIA,11,3,-1,-0.3,0,68.8,47.1,72.5,69.6,5,1.7,4,0,0,0,0,0
Steve Breaston,3758,WR,13,ARZ,176,3,35,11.7,0,65.6,63.5,79.7,74.9,4,1.3,17,2,2,0,4,0
Legedu Naanee,3788,WR,10,SD,190,3,-2,-0.7,0,67.6,62.6,26.8,74.0,3,1.0,5,0,0,0,2,0
Chansi Stuckey,3851,WR,14,CLV,88,3,9,3.0,1,61.9,58.9,23.8,63.7,6,2.0,11,1,0,0,1,0
Delanie Walker,3120,TE,13,SF,161,3,18,6.0,0,69.5,63.9,28.1,73.9,20,6.7,10,1,4,0,3,0
