player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Christine Michael,7843,HB,10,SEA,50,34,175,5.1,0,66.3,65.7,30.8,58.0,105,3.1,45,11,4,1,0,0
Bilal Powell,6278,HB,15,NYJ,51,33,141,4.3,1,63.0,58.8,81.7,68.1,61,1.8,15,7,3,0,0,0
Jordan Todman,6335,HB,15,JAX,46,32,186,5.8,1,69.1,77.3,88.5,62.0,123,3.8,62,5,6,0,0,0
Fozzy Whittaker,8547,HB,8,CAR,34,32,145,4.5,1,77.4,75.3,85.7,60.1,70,2.2,17,8,3,0,0,0
Joe Flacco,4332,QB,16,BLT,433,31,16,0.5,2,74.7,29.8,71.4,60.0,3,0.1,10,11,0,2,2,0
Darrin Reaves,9006,HB,4,CAR,51,31,78,2.5,0,52.9,53.5,80.7,57.7,47,1.5,9,3,4,0,0,0
Knowshon Moreno,4935,HB,3,MIA,35,31,148,4.8,1,60.1,63.1,79.8,59.6,79,2.5,15,8,2,0,0,0
Storm Johnson,8856,HB,5,JAX,31,29,86,3.0,2,59.0,62.2,79.8,59.9,51,1.8,20,5,1,0,0,0
Lance Dunbar,7332,HB,10,DAL,34,29,99,3.4,0,72.7,65.9,81.6,59.3,55,1.9,14,5,3,0,0,0
Geno Smith,7820,QB,14,NYJ,355,28,52,1.9,0,56.4,38.0,41.0,62.3,19,0.7,11,6,3,4,3,1
Brandon Bolden,7469,HB,8,NE,32,28,89,3.2,1,60.0,61.0,79.5,59.9,48,1.7,17,4,5,0,0,0
Andrew Luck,7007,QB,16,IND,345,27,-20,-0.7,0,75.8,57.0,56.6,60.0,4,0.1,3,4,0,4,3,0
Tom Brady,698,QB,16,NE,395,27,-2,-0.1,0,80.8,33.9,80.1,60.0,7,0.3,4,7,0,1,2,0
Matthew Stafford,4924,QB,16,DET,378,26,-8,-0.3,0,66.7,37.7,76.9,60.0,1,0.0,7,3,0,2,3,0
Peyton Hillis,4541,HB,6,NYG,26,26,116,4.5,0,57.2,57.0,79.8,60.0,60,2.3,16,4,3,0,0,0
Ben Roethlisberger,1732,QB,16,PIT,407,25,-6,-0.2,0,84.4,27.3,54.1,60.0,1,0.0,5,3,0,4,3,0
Peyton Manning,327,QB,16,DEN,418,24,-30,-1.3,0,77.2,34.6,92.2,60.0,0,0.0,0,0,0,3,5,2
John Kuhn,2686,FB,16,GB,134,24,85,3.5,1,71.9,64.2,78.8,76.2,60,2.5,11,4,1,0,2,0
Antone Smith,5440,HB,9,ATL,29,23,144,6.3,2,80.2,68.0,29.7,74.9,75,3.3,48,7,3,1,0,0
Mark Sanchez,4928,QB,9,PHI,263,23,22,1.0,1,57.6,37.1,54.3,60.0,7,0.3,15,3,0,4,3,0
Percy Harvin,4945,WR,8,NYJ,158,22,125,5.7,0,75.9,75.5,29.0,57.9,105,4.8,21,7,5,0,1,0
Marcel Reece,4702,FB,15,OAK,126,21,85,4.0,0,53.8,52.7,45.0,54.0,50,2.4,11,5,0,1,4,1
Joe Banyard,7361,HB,6,MIN,26,21,88,4.2,0,71.3,69.7,82.9,58.9,41,2.0,16,4,0,0,0,0
Adrian Peterson,3623,HB,1,MIN,24,21,78,3.7,0,60.5,58.8,78.2,60.0,34,1.6,17,3,2,0,0,0
Theo Riddick,7980,HB,10,DET,24,20,51,2.6,0,80.2,79.9,81.4,58.2,46,2.3,9,2,5,0,0,0
Jay Cutler,2956,QB,15,CHI,296,20,-1,-0.1,0,62.5,52.0,43.2,60.0,2,0.1,15,3,0,3,5,0
Robert Griffin III,7008,QB,8,WAS,172,20,70,3.5,0,46.9,36.3,25.7,60.0,14,0.7,12,5,0,3,3,0
Mike James,7970,HB,7,TB,25,19,37,1.9,0,60.1,71.3,26.0,70.3,35,1.8,9,4,1,0,0,0
George Winn,8123,HB,5,DET,23,19,73,3.8,0,57.3,70.7,87.7,58.5,52,2.7,16,4,1,0,0,0
Ryan Fitzpatrick,2467,QB,12,HST,328,18,-8,-0.4,1,72.9,50.0,60.6,60.0,5,0.3,4,3,0,0,4,0
Derek Carr,8671,QB,16,OAK,314,17,36,2.1,0,49.3,26.3,45.5,60.7,2,0.1,41,6,0,6,10,1
Philip Rivers,1725,QB,16,SD,366,17,-14,-0.8,0,75.5,32.1,72.5,60.0,0,0.0,0,0,0,4,2,0
Tony Romo,1693,QB,15,DAL,453,16,-15,-0.9,0,81.3,46.1,63.1,60.0,0,0.0,0,0,0,2,7,0
DuJuan Harris,6595,HB,8,GB,32,16,64,4.0,0,62.9,64.2,82.8,57.0,36,2.3,12,5,3,0,0,0
Brian Hoyer,5277,QB,14,CLV,405,16,-21,-1.3,0,57.7,29.6,83.4,60.0,3,0.2,2,4,0,2,2,0
Silas Redd,8900,HB,6,WAS,17,16,75,4.7,1,69.0,58.3,30.8,60.0,26,1.6,14,7,0,1,0,0
Jonathan Dwyer,5711,HB,2,ARZ,19,16,51,3.2,1,52.6,51.4,76.9,57.5,29,1.8,20,3,0,0,0,0
Danny Woodhead,4914,HB,3,SD,19,15,38,2.5,0,59.0,55.4,76.5,57.6,27,1.8,13,2,2,0,0,0
Marion Grice,8835,HB,5,ARZ,18,15,41,2.7,1,70.8,69.2,77.1,58.4,34,2.3,8,3,1,0,0,0
Alex Smith,2218,QB,15,KC,351,14,4,0.3,1,71.8,42.7,78.1,60.0,2,0.1,8,2,0,1,2,0
Aaron Rodgers,2241,QB,16,GB,360,14,-5,-0.4,1,92.6,72.7,61.0,60.0,1,0.1,8,2,0,2,5,0
Ronnie Brown,2219,HB,6,SD,14,14,59,4.2,0,62.2,61.2,78.0,,23,1.6,11,5,1,0,0,0
Teddy Bridgewater,8667,QB,13,MIN,288,14,10,0.7,0,74.6,58.7,89.8,60.0,4,0.3,9,1,0,0,5,0
Drew Stanton,3659,QB,9,ARZ,169,14,-16,-1.1,0,48.3,46.2,80.9,60.0,1,0.1,2,1,0,0,3,1
Chris Ogbonnaya,5135,HB,4,CAR,17,14,50,3.6,1,56.4,64.5,75.1,59.0,28,2.0,9,3,1,0,0,0
Cedric Peerman,5109,HB,4,CIN,17,14,43,3.1,0,59.8,56.2,75.8,60.0,26,1.9,21,2,0,0,0,0
De'Anthony Thomas,8759,HB,12,KC,78,14,93,6.6,0,73.4,74.7,89.0,62.9,22,1.6,26,3,3,0,0,0
Ben Tate,5583,HB,3,MIN,13,13,38,2.9,0,50.6,51.7,89.3,59.6,27,2.1,9,3,2,0,1,0
Drew Brees,802,QB,16,NO,392,13,-24,-1.8,1,87.9,39.6,70.3,60.0,1,0.1,2,2,0,2,3,0
Leon Washington,3062,HB,7,TEN,13,13,57,4.4,0,61.4,57.6,29.6,60.0,25,1.9,16,1,1,0,2,1
Michael Vick,773,QB,9,NYJ,112,12,21,1.8,0,34.1,49.3,23.8,61.4,11,0.9,13,1,0,2,5,0
Colt McCoy,5609,QB,5,WAS,76,11,45,4.1,1,60.8,56.8,48.3,60.0,22,2.0,20,4,1,2,3,0
Percy Harvin,4945,WR,5,SEA,65,11,92,8.4,1,75.9,75.5,29.0,57.9,42,3.8,51,4,3,0,1,0
Randall Cobb,6216,WR,16,GB,302,11,37,3.4,0,82.3,55.5,64.2,53.1,19,1.7,12,1,0,0,0,0
Matt Flynn,4523,QB,7,GB,46,10,-10,-1.0,0,44.2,55.0,33.3,60.0,0,0.0,0,0,0,0,0,0
Kyle Orton,2323,QB,12,BUF,283,10,-9,-0.9,1,56.3,36.2,71.5,60.0,0,0.0,1,1,0,0,3,0
Cordarrelle Patterson,7810,WR,14,MIN,176,10,117,11.7,1,66.9,83.4,58.1,66.7,90,9.0,67,4,9,0,2,0
Shaun Draughn,6440,HB,1,SD,10,10,19,1.9,0,49.5,51.0,77.8,,12,1.2,6,0,0,0,0,0
Travaris Cadet,7457,HB,8,NO,12,10,32,3.2,0,60.2,41.5,27.9,59.8,19,1.9,8,1,0,1,0,0
Dri Archer,8732,HB,7,PIT,12,10,40,4.0,0,55.6,65.3,79.4,60.0,12,1.2,15,2,0,0,0,0
Zurlon Tipton,9164,HB,2,IND,14,10,18,1.8,0,58.6,45.6,75.2,58.9,14,1.4,9,0,0,0,0,0
Julian Edelman,5156,WR,14,NE,244,10,94,9.4,0,75.5,66.3,47.6,60.7,29,2.9,25,7,1,0,1,0
Rex Burkhead,7971,HB,4,CIN,10,9,27,3.0,1,59.1,50.2,74.8,60.0,16,1.8,10,1,0,0,0,0
Darrel Young,5438,FB,16,WAS,133,9,22,2.4,3,79.5,65.9,81.3,68.3,11,1.2,14,6,0,0,0,0
Austin Davis,7305,QB,10,STR,210,9,-8,-0.9,0,58.4,40.9,74.1,60.0,0,0.0,0,0,0,0,3,0
James White,8765,HB,2,NE,11,9,38,4.2,0,54.2,49.7,74.3,60.0,11,1.2,11,1,0,0,0,0
Nick Foles,7089,QB,8,PHI,185,9,17,1.9,0,64.5,41.0,72.0,60.0,2,0.2,6,3,1,0,0,0
Josh Harris,9076,HB,3,PIT,15,9,16,1.8,0,63.5,63.7,72.7,58.2,13,1.4,4,1,0,0,0,0
Cyrus Gray,7655,HB,3,KC,10,8,31,3.9,1,59.9,64.9,73.3,60.1,15,1.9,6,1,1,0,0,0
Jimmy Garoppolo,8697,QB,6,NE,32,8,-4,-0.5,0,51.9,58.1,80.2,60.3,1,0.1,4,1,0,0,0,0
Matt Hasselbeck,408,QB,4,IND,33,8,-11,-1.4,0,65.5,52.1,81.6,60.0,0,0.0,0,0,0,0,1,0
Jed Collins,4743,FB,16,DET,146,8,19,2.4,0,59.3,60.5,73.5,66.8,12,1.5,3,5,1,0,2,0
Austin Johnson,8438,FB,7,NO,70,8,22,2.8,0,70.1,61.1,72.9,66.4,14,1.8,8,5,0,0,0,0
Corey Brown,8986,WR,12,CAR,110,8,95,11.9,0,69.1,72.2,27.4,66.9,14,1.8,28,3,1,0,1,0
Emmanuel Sanders,5606,WR,16,DEN,372,8,44,5.5,0,87.2,60.2,61.8,53.8,12,1.5,13,3,2,0,5,0
Mohamed Sanu,7084,WR,16,CIN,415,7,51,7.3,0,67.1,58.2,81.8,66.4,13,1.9,26,2,1,0,2,0
Shaun Hill,1255,QB,9,STR,176,7,-4,-0.6,0,59.0,37.1,36.1,60.0,0,0.0,0,0,0,2,2,0
Brandin Cooks,8655,WR,10,NO,153,7,73,10.4,1,68.8,62.0,51.3,62.6,4,0.6,28,4,0,0,0,0
Charlie Whitehurst,3026,QB,7,TEN,126,7,-3,-0.4,0,67.0,51.0,90.2,60.0,0,0.0,1,0,0,1,3,0
Robert Hughes,6564,HB,15,ARZ,77,7,11,1.6,0,63.8,67.4,74.7,57.6,7,1.0,5,3,1,0,0,0
Alfonso Smith,5877,HB,3,SF,12,7,19,2.7,0,52.4,54.6,72.7,59.5,7,1.0,12,1,0,0,0,0
Henry Hynoski,6666,FB,16,NYG,168,7,13,1.9,0,78.3,58.0,71.9,77.5,7,1.0,4,4,0,0,0,0
Trey Watts,8950,HB,2,STR,9,7,30,4.3,0,62.5,56.6,72.7,60.0,17,2.4,9,2,1,0,0,0
John Conner,5662,FB,12,NYJ,98,6,20,3.3,0,66.4,58.4,81.3,65.0,15,2.5,13,1,1,0,0,0
Devin Hester,3002,WR,14,ATL,68,6,36,6.0,1,64.2,56.0,70.6,49.4,10,1.7,20,1,0,0,2,0
Odell Beckham Jr.,8647,WR,12,NYG,263,6,35,5.8,0,90.7,61.8,87.3,63.8,11,1.8,13,2,2,0,2,0
Bruce Miller,6363,FB,16,SF,263,6,9,1.5,0,78.3,32.8,26.9,79.8,2,0.3,4,2,1,1,1,0
Josh McCown,1085,QB,11,TB,214,6,0,0.0,1,54.3,68.5,52.7,60.2,1,0.2,3,2,0,0,2,0
Frank Summers,5093,FB,10,BUF,76,6,17,2.8,1,48.3,63.5,73.6,47.3,11,1.8,4,4,0,0,0,0
Alshon Jeffery,7048,WR,16,CHI,282,6,33,5.5,0,76.6,35.0,57.0,88.4,29,4.8,12,1,1,1,6,0
Brock Osweiler,7059,QB,4,DEN,22,6,-6,-1.0,0,56.5,46.9,75.5,60.0,0,0.0,0,0,0,0,1,0
Kirk Cousins,7102,QB,6,WAS,128,6,16,2.7,0,57.6,41.8,75.5,60.0,1,0.2,12,3,0,0,4,0
Eli Manning,1722,QB,16,NYG,429,6,-7,-1.2,0,70.5,50.4,66.2,60.0,0,0.0,0,0,0,0,4,0
Bruce Ellington,8741,WR,12,SF,37,6,28,4.7,1,67.0,64.4,89.6,71.8,16,2.7,15,2,2,0,0,0
Jeremy Stewart,7534,HB,3,DEN,7,6,22,3.7,0,54.5,55.4,71.4,60.0,6,1.0,16,1,0,0,0,0
Fitzgerald Toussaint,9244,HB,2,BLT,6,6,12,2.0,0,59.0,55.2,73.7,60.0,-1,-0.2,12,1,0,0,0,0
E.J. Manuel,7797,QB,5,BUF,104,6,1,0.2,1,53.4,35.8,66.9,60.0,1,0.2,4,1,0,0,1,0
Ronnie Brown,2219,HB,2,HST,6,6,4,0.7,0,62.2,61.2,78.0,,4,0.7,2,0,0,0,0,0
Jackie Battle,3885,FB,16,TEN,75,5,9,1.8,1,72.7,63.4,80.8,66.4,8,1.6,5,4,0,0,0,0
Ryan Mallett,6226,QB,3,HST,77,5,-2,-0.4,0,49.6,48.8,84.0,60.0,1,0.2,2,2,0,0,0,0
Case Keenum,7323,QB,2,HST,72,5,4,0.8,0,53.0,44.5,84.7,61.7,0,0.0,3,2,0,0,0,0
Damaris Johnson,7530,WR,16,HST,216,5,19,3.8,0,55.2,48.5,44.5,63.5,3,0.6,12,1,0,0,2,1
Golden Tate,5585,WR,16,DET,251,5,30,6.0,0,78.6,55.7,59.8,49.1,7,1.4,13,1,1,0,1,0
Orleans Darkwa,9173,HB,2,NYG,10,5,21,4.2,1,68.3,68.8,74.7,58.0,23,4.6,12,1,1,0,0,0
Jarius Wright,7118,WR,16,MIN,132,5,71,14.2,0,70.8,64.1,79.4,63.0,14,2.8,27,3,1,0,0,0
Tom Savage,8770,QB,2,HST,34,5,-6,-1.2,0,51.4,30.3,19.3,60.0,0,0.0,1,0,0,1,0,0
Trey Burton,9185,TE,1,PHI,5,5,10,2.0,0,58.7,59.1,69.7,,4,0.8,4,0,0,0,0,0
Jeremy Kerley,6305,WR,16,NYJ,285,5,86,17.2,0,61.1,76.2,85.6,72.7,11,2.2,37,2,1,0,1,1
Connor Shaw,9036,QB,1,CLV,27,5,1,0.2,0,40.0,38.2,29.0,60.0,0,0.0,2,1,0,1,1,0
Jake Locker,6160,QB,7,TEN,107,5,-4,-0.8,0,47.2,61.0,71.1,60.0,0,0.0,0,0,0,1,1,0
Derek Anderson,2430,QB,5,CAR,71,5,4,0.8,0,68.8,28.4,31.0,60.0,3,0.6,3,2,0,2,1,0
Matt Ryan,4317,QB,16,ATL,335,5,-4,-0.8,0,84.5,60.2,74.1,60.0,0,0.0,0,0,0,1,1,0
Matt Cassel,2447,QB,3,MIN,52,5,-4,-0.8,0,47.1,56.8,28.4,60.0,0,0.0,0,0,0,0,0,0
Antonio Brown,5718,WR,16,PIT,380,4,13,3.3,0,91.0,71.9,72.4,59.8,22,5.5,9,0,3,0,4,1
Carson Palmer,1317,QB,6,ARZ,151,4,-6,-1.5,0,71.6,58.1,77.1,60.2,0,0.0,0,0,0,0,4,1
