player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Donald Brown,4950,HB,9,IND,114,108,417,3.9,1,63.9,71.1,88.8,60.2,259,2.4,19,20,12,0,0,0
Bernard Pierce,7085,HB,16,BLT,123,108,532,4.9,1,83.1,83.3,88.6,59.6,376,3.5,78,22,17,0,1,0
Pierre Thomas,4080,HB,15,NO,110,105,473,4.5,1,82.5,78.5,89.5,59.6,292,2.8,48,16,16,0,0,0
Rashad Jennings,5174,HB,10,JAX,109,101,283,2.8,2,59.6,56.3,29.7,59.4,195,1.9,21,16,4,3,0,0
Daryl Richardson,7233,HB,16,STR,104,98,475,4.8,0,57.0,61.5,29.6,60.3,272,2.8,53,19,10,2,1,0
Jackie Battle,3885,HB,14,SD,108,95,311,3.3,3,58.2,51.4,87.9,57.6,208,2.2,52,19,5,0,0,0
Jacquizz Rodgers,6297,HB,16,ATL,111,94,362,3.9,1,69.3,60.0,89.1,71.1,256,2.7,43,17,11,0,1,1
Cam Newton,6153,QB,16,CAR,424,93,450,4.8,7,72.4,75.4,72.2,61.2,185,2.0,72,35,8,3,3,0
Jonathan Stewart,4327,HB,9,CAR,125,93,336,3.6,1,69.3,65.1,43.0,78.4,235,2.5,21,14,12,1,0,0
Daniel Thomas,6214,HB,12,MIA,109,91,325,3.6,4,56.5,58.7,28.1,58.3,212,2.3,20,15,9,3,0,0
Beanie Wells,4954,HB,8,ARZ,92,88,234,2.7,5,57.6,59.6,61.8,60.3,120,1.4,31,11,2,1,0,0
Maurice Jones-Drew,3005,HB,6,JAX,94,86,414,4.8,1,65.8,66.9,64.0,59.8,196,2.3,59,21,11,1,0,0
Peyton Hillis,4541,HB,13,KC,104,85,309,3.6,1,72.6,71.5,38.2,71.8,206,2.4,18,19,5,2,1,0
Ronnie Hillman,7069,HB,14,DEN,100,85,330,3.9,1,56.7,58.5,61.9,56.6,157,1.8,31,19,4,2,0,0
Joique Bell,5797,HB,16,DET,88,82,414,5.0,3,72.6,73.5,68.3,59.4,245,3.0,67,16,8,1,2,0
Robert Turbin,7106,HB,15,SEA,101,80,354,4.4,0,73.9,75.0,86.8,56.1,179,2.2,26,15,8,0,0,0
Danny Woodhead,4914,HB,14,NE,80,76,301,4.0,4,67.4,66.6,65.5,60.7,129,1.7,19,20,3,0,0,0
Robert Griffin III,7008,QB,15,WAS,435,74,411,5.6,7,83.7,55.3,27.0,60.1,133,1.8,46,26,5,9,6,0
Andre Brown,5053,HB,8,NYG,77,73,385,5.3,8,74.2,77.6,86.1,59.9,245,3.4,31,25,7,0,1,0
Kendall Hunter,6267,HB,11,SF,89,72,371,5.2,2,82.3,82.2,86.0,66.9,203,2.8,26,18,10,0,0,0
James Starks,5716,HB,6,GB,74,71,255,3.6,1,60.2,65.8,56.7,60.0,158,2.2,22,12,6,1,0,0
David Wilson,7036,HB,13,NYG,78,71,358,5.0,4,66.0,68.8,55.9,57.7,189,2.7,52,17,6,1,0,0
Cedric Benson,2221,HB,5,GB,82,71,248,3.5,1,61.5,58.3,59.3,58.6,156,2.2,11,10,4,1,0,0
Montario Hardesty,5584,HB,11,CLV,71,65,271,4.2,1,52.6,55.4,28.4,59.0,136,2.1,25,12,3,2,0,0
Ben Tate,5583,HB,11,HST,73,65,279,4.3,2,80.9,79.1,56.6,59.4,171,2.6,25,17,5,1,0,0
Justin Forsett,4547,HB,12,HST,71,63,374,5.9,1,90.5,87.2,84.4,57.7,259,4.1,81,14,6,0,1,0
Shane Vereen,6208,HB,10,NE,67,62,251,4.0,3,67.4,68.1,53.6,59.2,133,2.1,16,15,3,0,0,0
William Powell,6939,HB,12,ARZ,65,60,217,3.6,0,71.1,73.2,84.9,61.2,135,2.3,17,10,7,0,1,0
Marcel Reece,4702,FB,16,OAK,200,59,271,4.6,0,80.4,75.9,64.2,88.1,200,3.4,17,16,8,1,3,0
Shaun Draughn,6440,HB,13,KC,62,59,233,3.9,2,54.3,61.6,58.4,60.8,107,1.8,25,16,3,1,1,0
Ryan Williams,6190,HB,5,ARZ,62,58,164,2.8,0,59.8,58.6,26.9,60.3,136,2.3,25,7,5,2,0,0
Brandon Bolden,7469,HB,8,NE,62,56,274,4.9,2,74.4,74.6,83.7,58.3,162,2.9,27,18,10,0,0,0
Mike Tolbert,4740,FB,16,CAR,159,54,183,3.4,7,76.8,72.1,84.8,66.1,139,2.6,13,24,3,0,0,0
Rashard Mendenhall,4337,HB,6,PIT,52,51,182,3.6,0,54.2,49.3,23.2,60.0,122,2.4,20,8,5,3,0,0
Lamar Miller,7097,HB,9,MIA,66,51,250,4.9,1,66.0,68.4,83.4,56.0,140,2.7,28,12,4,0,0,0
Toby Gerhart,5576,HB,14,MIN,66,50,169,3.4,1,55.2,51.0,28.4,65.0,95,1.9,22,10,2,2,0,0
Darren Sproles,2347,HB,12,NO,57,48,244,5.1,1,65.7,67.3,86.8,59.5,90,1.9,47,9,5,0,0,0
Tashard Choice,4436,HB,9,BUF,57,47,193,4.1,1,62.6,66.9,82.8,54.9,92,2.0,22,9,3,0,0,0
Ronnie Brown,2219,HB,12,SD,46,46,220,4.8,0,70.5,64.4,85.3,61.4,115,2.5,21,12,3,0,0,0
Russell Wilson,7077,QB,16,SEA,457,43,155,3.6,2,89.6,76.1,74.9,60.0,34,0.8,19,13,2,2,6,0
Montell Owens,3452,HB,9,JAX,57,42,209,5.0,1,75.2,75.6,82.7,79.7,91,2.2,32,10,4,0,0,0
Lance Ball,4808,HB,10,DEN,46,42,158,3.8,1,58.6,69.1,43.2,59.2,89,2.1,22,10,4,0,0,0
LeGarrette Blount,5863,HB,10,TB,43,41,151,3.7,2,63.0,63.7,82.0,60.0,75,1.8,35,7,0,0,0,0
Chris Ivory,6007,HB,6,NO,44,40,217,5.4,2,90.3,88.4,81.6,59.3,189,4.7,56,7,12,0,0,0
Jalen Parmele,4490,HB,8,JAX,50,40,143,3.6,0,56.5,56.2,81.8,52.1,86,2.2,28,8,3,0,0,0
Curtis Brinkley,5514,HB,6,SD,46,39,115,2.9,0,56.5,47.8,45.2,60.6,76,1.9,13,8,1,1,0,0
Kevin Smith,4378,HB,7,DET,42,37,134,3.6,1,63.4,62.6,81.8,71.6,72,1.9,19,4,1,0,0,0
Colin Kaepernick,6188,QB,13,SF,246,36,212,5.9,6,73.4,42.1,22.8,60.4,34,0.9,50,13,2,7,5,0
Ryan Tannehill,7014,QB,16,MIA,393,36,75,2.1,1,68.5,42.8,71.2,60.0,36,1.0,31,9,2,3,1,0
Mike Goodson,5034,HB,10,OAK,36,35,221,6.3,0,83.5,82.2,82.2,60.0,171,4.9,43,6,8,0,1,0
Cedric Peerman,5109,HB,9,CIN,36,34,178,5.2,1,71.5,71.1,81.1,60.0,115,3.4,31,8,4,0,2,1
DuJuan Harris,6595,HB,4,GB,35,34,157,4.6,2,65.9,64.9,80.6,60.0,96,2.8,21,8,4,0,0,0
Brian Leonard,3668,HB,10,CIN,43,33,106,3.2,0,58.5,64.9,81.1,67.7,64,1.9,11,7,0,0,1,0
Delone Carter,6271,HB,7,IND,33,32,122,3.8,3,72.6,82.6,29.6,60.0,83,2.6,20,11,3,0,0,0
Ryan Grant,2609,HB,4,GB,34,31,127,4.1,2,62.8,62.2,29.4,59.2,53,1.7,18,8,2,1,0,0
Joe McKnight,5636,HB,12,NYJ,38,30,179,6.0,0,60.9,64.8,28.9,60.9,140,4.7,61,7,5,1,0,0
Kahlil Bell,5243,HB,4,CHI,36,29,76,2.6,0,47.8,56.0,28.8,58.5,62,2.1,18,4,3,0,2,1
Tim Tebow,5550,QB,12,NYJ,46,29,88,3.0,0,53.4,55.0,80.7,60.1,71,2.4,22,7,1,0,1,0
Andy Dalton,6187,QB,16,CIN,391,28,7,0.3,3,64.5,56.1,90.7,60.2,15,0.5,6,8,0,0,6,0
Joe Flacco,4332,QB,16,BLT,382,27,-6,-0.2,2,68.1,28.4,65.0,60.1,8,0.3,5,8,0,2,2,0
LaMichael James,7063,HB,4,SF,33,27,125,4.6,0,66.1,63.2,28.8,59.4,91,3.4,26,8,4,1,0,0
Andrew Luck,7007,QB,16,IND,405,27,5,0.2,3,66.0,68.3,78.8,60.0,8,0.3,7,6,0,1,4,0
Armando Allen,6723,HB,9,CHI,30,27,124,4.6,1,70.8,69.4,79.1,59.2,74,2.7,46,6,2,0,0,0
Chris Rainey,7152,HB,11,PIT,35,26,102,3.9,2,50.9,73.6,19.7,71.6,65,2.5,19,5,4,0,0,0
Baron Batch,6384,HB,8,PIT,27,25,49,2.0,1,57.4,54.8,78.9,60.0,45,1.8,10,4,0,0,0,0
Phillip Tanner,6420,HB,4,DAL,25,25,61,2.4,0,58.1,57.9,78.9,60.0,36,1.4,9,3,4,0,0,0
Jeremy Stewart,7534,HB,4,OAK,26,25,101,4.0,0,73.7,69.0,79.4,60.0,73,2.9,14,3,0,0,0,0
Richard Murphy,6602,HB,5,JAX,25,23,92,4.0,0,61.9,63.1,78.2,71.4,56,2.4,14,3,1,0,0,0
Evan Royster,6329,HB,14,WAS,43,23,88,3.8,2,56.4,63.0,79.7,74.3,62,2.7,12,8,4,0,0,0
Leon Washington,3062,HB,9,SEA,24,23,83,3.6,1,62.8,72.2,78.9,60.3,63,2.7,14,3,2,0,0,0
Percy Harvin,4945,WR,9,MIN,138,22,96,4.4,1,90.8,48.1,29.4,66.6,45,2.0,20,6,5,2,1,0
Michael Vick,773,QB,10,PHI,226,22,35,1.6,1,57.9,46.7,29.7,60.0,10,0.5,12,4,0,4,2,0
John Kuhn,2686,FB,14,GB,139,22,58,2.6,1,63.4,56.3,79.7,55.7,30,1.4,9,3,1,0,2,0
Lance Dunbar,7332,HB,5,DAL,22,21,75,3.6,0,61.6,63.0,78.5,60.0,41,2.0,18,5,5,0,0,0
Anthony Dixon,5696,HB,8,SF,27,21,78,3.7,2,68.2,68.3,77.4,56.8,38,1.8,9,3,3,0,0,0
Tony Romo,1693,QB,16,DAL,346,21,-16,-0.8,1,73.9,51.9,82.5,60.0,1,0.0,8,1,0,2,7,0
Christian Ponder,6164,QB,16,MIN,443,20,-23,-1.2,0,57.0,64.0,76.1,60.1,1,0.1,1,0,0,2,1,0
Josh Freeman,4940,QB,16,TB,392,20,-8,-0.4,0,61.9,50.3,82.9,60.1,6,0.3,4,7,0,2,6,0
Matt Schaub,1811,QB,16,HST,494,19,-19,-1.0,0,75.7,29.7,85.0,60.0,0,0.0,0,0,0,1,3,0
Tom Brady,698,QB,16,NE,501,19,10,0.5,3,90.3,58.0,91.1,60.0,8,0.4,5,8,0,0,3,0
Jamie Harper,6282,HB,6,TEN,21,19,30,1.6,3,64.5,67.7,77.0,59.7,21,1.1,13,4,1,0,0,0
Aaron Rodgers,2241,QB,16,GB,369,18,-2,-0.1,0,90.1,65.7,81.0,60.0,14,0.8,10,3,1,0,4,0
Jason Snelling,3860,HB,13,ATL,63,18,63,3.5,0,64.0,61.6,41.8,63.2,53,2.9,11,3,4,0,1,0
Peyton Manning,327,QB,16,DEN,448,18,-22,-1.2,0,91.9,42.9,88.9,60.0,0,0.0,0,0,0,0,3,0
Jay Cutler,2956,QB,15,CHI,383,17,-15,-0.9,0,72.7,68.7,56.1,60.0,0,0.0,0,0,0,1,4,0
Jacob Hester,4383,FB,3,DEN,24,17,81,4.8,2,65.3,65.3,76.7,57.5,42,2.5,18,5,1,0,0,0
Sam Bradford,5526,QB,16,STR,385,17,-12,-0.7,1,70.3,47.5,71.3,60.0,0,0.0,1,1,0,2,9,0
Keith Toston,5821,HB,1,JAX,18,17,74,4.4,0,67.7,65.5,76.7,60.0,56,3.3,14,2,2,0,0,0
Philip Rivers,1725,QB,16,SD,398,16,-16,-1.0,0,64.2,43.9,72.0,60.1,0,0.0,0,0,0,0,11,0
Alex Smith,2218,QB,10,SF,211,16,23,1.4,0,68.1,63.8,83.5,60.2,5,0.3,17,2,0,1,4,0
Darius Reynaud,4661,HB,9,TEN,21,16,33,2.1,0,59.2,56.3,77.1,59.2,28,1.8,11,1,2,0,0,0
Anthony Allen,6377,HB,4,BLT,20,16,61,3.8,1,54.6,60.8,76.2,58.6,32,2.0,20,4,0,0,0,0
Ryan Fitzpatrick,2467,QB,16,BUF,402,15,9,0.6,1,54.1,60.8,59.9,63.1,5,0.3,5,3,0,0,2,0
Darrel Young,5438,FB,16,WAS,212,14,60,4.3,0,73.2,74.4,77.0,69.4,26,1.9,16,7,1,0,1,0
Brad Smith,3048,WR,14,BUF,122,14,116,8.3,1,64.4,68.6,77.8,64.8,46,3.3,35,7,1,1,0,0
Le'Ron McClain,3753,FB,16,SD,234,14,42,3.0,0,55.7,53.2,76.7,54.2,27,1.9,17,2,1,0,0,0
Carson Palmer,1317,QB,15,OAK,316,14,11,0.8,1,65.8,40.8,70.3,60.0,9,0.6,3,7,0,2,4,0
Matt Ryan,4317,QB,16,ATL,348,14,-7,-0.5,0,84.6,43.2,88.1,60.0,1,0.1,3,1,0,1,1,0
Matthew Stafford,4924,QB,16,DET,366,13,15,1.2,3,73.6,62.9,77.9,60.0,6,0.5,11,4,0,3,2,0
Mark Sanchez,4928,QB,15,NYJ,404,13,-10,-0.8,0,46.0,26.8,26.4,61.8,0,0.0,1,1,0,4,2,1
Dion Lewis,6301,HB,6,PHI,13,13,69,5.3,1,75.2,78.0,75.5,,38,2.9,17,5,3,0,0,0
Jorvorskie Lane,7002,FB,16,MIA,212,13,13,1.0,2,55.8,45.2,19.7,64.9,10,0.8,4,5,0,1,2,1
Brandon Weeden,7028,QB,15,CLV,342,13,8,0.6,0,50.2,40.2,83.8,60.6,5,0.4,3,6,0,2,2,0
Mewelde Moore,1840,HB,6,IND,15,13,20,1.5,0,53.4,43.8,24.7,76.7,11,0.8,6,1,0,1,2,0
Drew Brees,802,QB,16,NO,357,12,-10,-0.8,1,85.1,41.6,88.8,60.0,0,0.0,1,1,0,0,6,0
Dexter McCluster,5561,WR,16,KC,177,12,70,5.8,0,62.0,59.4,46.3,69.0,16,1.3,19,4,0,0,1,0
Ben Roethlisberger,1732,QB,13,PIT,310,12,-4,-0.3,0,85.8,54.3,66.3,60.0,1,0.1,5,1,0,1,3,0
Michael Robinson,3045,FB,16,SEA,228,11,20,1.8,0,69.4,76.3,76.7,56.8,12,1.1,6,9,0,0,0,0
Matt Cassel,2447,QB,9,KC,247,11,9,0.8,1,56.7,43.1,44.8,60.8,3,0.3,5,4,0,3,4,0
Danny Ware,4095,HB,10,TB,12,11,51,4.6,0,63.1,65.1,76.8,58.6,20,1.8,17,5,0,0,0,0
Eli Manning,1722,QB,16,NYG,389,11,-11,-1.0,0,78.8,38.1,85.0,60.1,0,0.0,0,0,0,1,5,0
Isaiah Pead,7053,HB,4,STR,11,10,54,5.4,0,55.0,70.0,22.5,60.0,33,3.3,19,2,3,0,0,0
Jake Locker,6160,QB,11,TEN,198,10,18,1.8,1,70.9,77.4,50.1,60.0,7,0.7,13,2,0,1,6,0
Randall Cobb,6216,WR,14,GB,175,10,132,13.2,0,82.9,82.8,83.5,66.4,89,8.9,28,7,3,0,0,0
Blaine Gabbert,6162,QB,10,JAX,171,9,6,0.7,0,58.4,41.6,74.2,60.0,5,0.6,2,5,0,1,1,0
Kregg Lumpkin,4714,HB,1,NYG,9,9,42,4.7,0,46.2,52.6,20.9,,30,3.3,22,3,1,1,0,0
Kevin Kolb,3652,QB,6,ARZ,118,9,11,1.2,1,68.2,75.1,75.5,60.0,2,0.2,6,4,0,0,2,0
Vonta Leach,2100,FB,16,BLT,273,9,32,3.6,1,83.3,66.8,77.7,86.5,15,1.7,6,3,0,0,1,0
Brock Osweiler,7059,QB,5,DEN,28,8,-13,-1.6,0,59.4,55.1,73.7,60.0,0,0.0,0,0,0,0,0,0
Brandon Jackson,3679,HB,1,CLV,8,8,54,6.8,0,81.6,89.4,72.9,60.0,33,4.1,25,2,4,0,0,0
Johnny White,6285,HB,3,BUF,9,8,34,4.3,0,60.9,61.4,72.1,60.0,14,1.8,9,1,1,0,0,0
Lex Hilliard,4518,FB,12,NYJ,183,8,31,3.9,0,41.3,53.9,74.0,52.3,15,1.9,9,4,1,0,0,0
Bernard Scott,5133,HB,2,CIN,9,8,35,4.4,0,77.8,77.7,72.1,60.0,36,4.5,29,2,4,0,0,0
Chris Ogbonnaya,5135,HB,9,CLV,10,8,30,3.8,0,61.3,62.1,28.1,57.8,16,2.0,9,1,0,0,1,0
Tyrod Taylor,6332,QB,5,BLT,50,8,14,1.8,0,68.3,78.9,80.7,60.0,11,1.4,5,2,0,0,0,0
Ryan Mallett,6226,QB,4,NE,18,8,-9,-1.1,0,48.0,54.6,74.0,60.0,0,0.0,0,0,0,0,0,0
Nate Burleson,1386,WR,6,DET,102,8,48,6.0,0,63.4,70.2,78.2,57.7,22,2.8,16,2,3,0,1,0
Cyrus Gray,7655,HB,3,KC,8,7,44,6.3,0,59.9,74.5,73.4,60.0,13,1.9,15,3,0,0,0,0
Antonio Brown,5718,WR,13,PIT,190,7,24,3.4,0,79.9,57.4,27.6,64.0,16,2.3,13,2,0,0,2,0
Brandon Banks,6053,WR,5,WAS,30,7,36,5.1,0,60.9,71.1,22.9,56.1,9,1.3,21,2,3,0,0,0
Chad Henne,4371,QB,9,JAX,165,7,6,0.9,0,53.1,28.6,62.1,60.5,1,0.1,8,1,0,3,1,0
Matt Hasselbeck,408,QB,8,TEN,141,7,-7,-1.0,0,64.8,44.2,47.0,60.0,0,0.0,0,0,0,1,4,0
Mike Thomas,5030,WR,9,DET,91,6,58,9.7,0,47.4,61.0,76.4,63.0,12,2.0,22,3,0,0,0,0
Julio Jones,6158,WR,16,ATL,228,6,30,5.0,0,82.4,64.4,82.7,64.1,34,5.7,18,3,4,0,4,0
Da'Rel Scott,6373,HB,1,NYG,6,6,9,1.5,0,60.9,60.0,70.6,,9,1.5,5,1,1,0,0,0
Joshua Cribbs,2544,WR,12,CLV,20,6,42,7.0,0,69.4,71.8,72.9,90.7,16,2.7,16,2,3,1,1,0
Brady Quinn,3638,QB,10,KC,225,6,-2,-0.3,0,51.0,65.2,76.7,60.0,2,0.3,1,0,0,0,1,0
Travis Benjamin,7100,WR,14,CLV,71,6,66,11.0,0,65.8,62.0,26.5,72.9,54,9.0,35,3,0,0,0,0
Andrew Hawkins,6125,WR,14,CIN,112,6,30,5.0,0,67.9,75.0,53.6,64.9,6,1.0,11,2,1,0,1,0
Stanley Havili,6392,FB,14,PHI,88,6,22,3.7,1,59.9,65.4,73.5,68.9,14,2.3,8,1,1,0,0,0
Taiwan Jones,6277,HB,4,OAK,8,6,21,3.5,0,58.8,63.2,71.1,60.0,10,1.7,7,2,0,0,0,0
Brandon Jacobs,2327,HB,2,SF,5,5,7,1.4,0,60.4,60.5,70.6,,10,2.0,3,1,0,0,0,0
Mike Wallace,5007,WR,15,PIT,250,5,7,1.4,0,67.1,54.4,27.3,61.9,12,2.4,13,1,0,0,4,1
Mohamed Sanu,7084,WR,9,CIN,84,5,15,3.0,0,71.6,61.3,25.5,59.1,10,2.0,7,2,0,0,0,0
Nate Eachus,7722,FB,10,KC,96,5,18,3.6,0,59.4,63.5,70.3,67.3,11,2.2,7,0,1,0,0,0
Greg Jones II,1776,FB,12,JAX,116,5,8,1.6,0,67.3,67.4,74.1,75.1,8,1.6,4,3,2,0,1,0
Collin Mooney,7256,FB,1,TEN,6,5,19,3.8,0,71.3,69.3,70.6,60.0,15,3.0,8,2,0,0,0,0
Henry Hynoski,6666,FB,16,NYG,242,5,20,4.0,0,75.5,54.4,74.1,76.5,11,2.2,5,0,0,0,0,0
T.Y. Hilton,7092,WR,15,IND,155,5,29,5.8,0,66.3,58.4,80.3,62.8,15,3.0,19,2,2,0,0,0
Bruce Miller,6363,FB,16,SF,264,5,18,3.6,0,77.8,65.9,74.8,84.7,8,1.6,9,2,1,0,0,0
Jeremy Kerley,6305,WR,16,NYJ,191,5,8,1.6,0,67.4,47.1,26.2,58.9,7,1.4,5,0,0,0,0,0
Matt Moore,4018,QB,2,MIA,31,4,-4,-1.0,0,74.4,48.7,77.1,60.0,0,0.0,0,0,0,0,1,0
Keshawn Martin,7121,WR,14,HST,94,4,53,13.3,0,51.5,67.2,73.4,75.7,2,0.5,21,3,1,0,1,0
Kyle Williams,5729,WR,11,SF,88,4,21,5.3,0,60.3,51.7,23.8,68.4,8,2.0,9,0,1,0,1,0
Nick Foles,7089,QB,7,PHI,137,4,3,0.8,0,56.5,48.9,29.8,60.3,0,0.0,3,1,0,3,3,0
A.J. Green,6156,WR,16,CIN,336,4,38,9.5,0,89.2,65.7,33.0,81.3,5,1.3,20,2,0,0,4,0
Matt Flynn,4523,QB,3,SEA,26,4,-5,-1.3,0,74.2,56.9,73.8,60.0,0,0.0,0,0,0,0,0,0
Julian Edelman,5156,WR,9,NE,103,4,45,11.3,0,63.9,47.4,26.6,77.9,19,4.8,47,2,2,1,2,0
Graham Harrell,5519,QB,4,GB,27,4,-3,-0.8,0,33.5,32.1,18.4,60.0,0,0.0,0,0,0,1,0,0
Andre Roberts,5612,WR,15,ARZ,207,4,29,7.3,0,61.6,70.7,48.5,61.8,20,5.0,15,2,2,0,3,0
Terrelle Pryor,6944,QB,3,OAK,26,4,9,2.3,1,56.5,41.2,30.6,60.0,9,2.3,5,1,2,0,1,0
Bruce Gradkowski,3139,QB,2,CIN,17,4,-2,-0.5,0,47.3,48.5,74.7,60.0,0,0.0,0,0,0,0,0,0
Donnie Avery,4347,WR,16,IND,325,4,9,2.3,0,62.2,46.4,46.3,57.5,3,0.8,7,0,0,0,2,0
Dan Herron,7179,HB,2,CIN,10,4,5,1.3,0,72.9,72.0,68.6,58.1,16,4.0,6,0,0,0,0,0
Quinn Johnson,5069,FB,16,TEN,159,4,5,1.3,0,60.7,64.7,71.6,63.5,4,1.0,3,2,0,0,1,1
Dwayne Allen,7066,TE,16,IND,379,3,5,1.7,0,83.7,65.8,36.9,82.9,2,0.7,3,2,1,0,4,0
Steve Smith,837,WR,16,CAR,346,3,27,9.0,0,80.8,34.3,51.8,70.6,24,8.0,15,2,0,1,5,0
Ryan Lindley,7174,QB,6,ARZ,108,3,-1,-0.3,0,37.2,62.2,77.1,60.0,0,0.0,1,1,0,0,0,0
Marvin Jones Jr.,7158,WR,9,CIN,122,3,47,15.7,0,62.5,76.5,75.3,73.7,10,3.3,37,2,0,0,2,0
