player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Laurence Maroney,2966,HB,15,NE,224,194,757,3.9,9,44.3,45.2,39.6,58.4,456,2.4,45,44,17,3,0,0
Jerome Harrison,3090,HB,13,CLV,226,194,869,4.5,5,47.8,48.2,67.7,67.2,496,2.6,71,38,11,2,0,0
Jamaal Charles,4387,HB,15,KC,220,190,1120,5.9,7,80.0,84.4,68.7,69.1,687,3.6,76,56,18,4,0,0
Michael Turner,1873,HB,11,ATL,188,178,875,4.9,10,59.7,58.7,37.2,58.6,594,3.3,58,43,22,4,0,0
Julius Jones,1764,HB,14,SEA,187,177,673,3.8,2,59.5,59.8,90.6,60.8,444,2.5,62,32,7,1,0,0
Beanie Wells,4954,HB,16,ARZ,185,176,821,4.7,7,66.2,64.3,29.0,60.6,544,3.1,34,42,16,7,1,0
Mike Bell,3225,HB,13,NO,185,172,653,3.8,5,44.7,48.2,61.0,59.6,386,2.2,35,33,7,2,1,0
Ahmad Bradshaw,3866,HB,15,NYG,169,163,777,4.8,7,56.6,56.7,46.7,61.0,480,2.9,38,47,17,4,2,0
LeSean McCoy,4976,HB,16,PHI,196,155,637,4.1,4,53.3,51.9,63.4,63.3,348,2.2,66,29,7,3,1,0
Pierre Thomas,4080,HB,13,NO,166,147,793,5.4,6,77.5,77.3,62.3,56.9,445,3.0,34,37,13,1,1,0
Ronnie Brown,2219,HB,9,MIA,192,147,648,4.4,8,60.8,56.2,75.6,72.4,444,3.0,45,32,18,2,0,0
Jamal Lewis,583,HB,9,CLV,176,143,500,3.5,0,48.8,48.9,90.1,67.3,335,2.3,18,18,5,1,0,0
Jason Snelling,3860,HB,14,ATL,197,142,613,4.3,4,61.7,59.5,59.7,59.8,458,3.2,31,38,16,1,1,1
Tim Hightower,4463,HB,16,ARZ,160,142,597,4.2,8,53.1,49.4,50.7,57.0,426,3.0,50,33,11,4,0,0
Larry Johnson,1343,HB,7,KC,147,132,380,2.9,0,47.9,47.7,64.2,60.6,294,2.2,19,17,3,2,0,0
Steve Slaton,4403,HB,11,HST,143,131,450,3.4,3,60.7,54.8,22.9,59.5,278,2.1,32,26,10,5,0,0
Justin Fargas,1410,HB,12,OAK,146,129,491,3.8,3,57.9,58.6,72.4,59.9,339,2.6,35,23,5,1,2,0
Clinton Portis,1058,HB,8,WAS,135,124,502,4.0,1,57.9,57.3,71.0,51.3,357,2.9,78,20,4,1,1,0
Michael Bush,3716,HB,15,OAK,134,123,591,4.8,3,57.4,56.3,53.9,60.1,423,3.4,60,22,7,1,0,0
Marshawn Lynch,3628,HB,13,BUF,142,120,450,3.8,2,58.6,58.8,54.7,76.4,339,2.8,47,18,9,2,2,0
Correll Buckhalter,869,HB,14,DEN,127,120,642,5.4,1,60.4,62.1,37.8,71.9,314,2.6,45,31,7,3,1,1
Felix Jones,4336,HB,14,DAL,136,116,685,5.9,3,66.1,62.8,57.9,58.2,387,3.3,56,24,13,2,1,0
Derrick Ward,1949,HB,14,TB,124,114,409,3.6,1,58.1,56.2,70.1,59.8,253,2.2,28,13,1,1,3,0
Justin Forsett,4547,HB,15,SEA,125,114,623,5.5,4,69.3,66.9,73.2,60.2,364,3.2,35,29,19,1,0,0
Willis McGahee,1339,HB,16,BLT,134,109,544,5.0,12,65.2,64.4,68.9,49.4,285,2.6,77,29,6,1,1,0
Shonn Greene,4988,HB,13,NYJ,120,108,542,5.0,2,48.7,52.0,25.3,60.5,346,3.2,33,25,9,3,0,0
Darren McFadden,4318,HB,12,OAK,125,104,364,3.5,1,52.8,41.6,24.2,62.0,250,2.4,28,14,5,4,0,0
Ryan Moats,2294,HB,8,HST,113,101,390,3.9,4,59.0,55.6,28.8,58.3,260,2.6,17,25,3,2,0,0
Willie Parker,2142,HB,13,PIT,105,98,389,4.0,0,55.4,54.0,65.3,59.3,242,2.5,34,21,3,1,0,0
Darren Sproles,2347,HB,15,SD,103,93,343,3.7,3,60.3,50.2,89.0,60.9,193,2.1,21,15,5,0,2,2
Maurice Morris,1061,HB,13,DET,107,93,384,4.1,2,52.8,52.2,73.6,60.7,243,2.6,64,14,2,1,1,0
Chester Taylor,1182,HB,16,MIN,106,93,332,3.6,1,48.8,36.3,55.8,75.4,203,2.2,25,12,2,2,0,0
Glen Coffee,4997,HB,10,SF,94,83,226,2.7,1,41.7,43.4,86.7,59.4,184,2.2,17,8,3,0,0,0
Chris Brown,1407,HB,13,HST,87,79,267,3.4,3,53.4,54.5,62.3,59.2,207,2.6,13,15,2,1,0,0
Donald Brown,4950,HB,11,IND,87,78,281,3.6,3,53.9,49.0,62.2,67.4,189,2.4,45,14,9,1,1,0
Jerious Norwood,3024,HB,10,ATL,100,76,254,3.3,0,55.2,53.3,62.5,56.8,158,2.1,21,11,3,0,0,0
Bernard Scott,5133,HB,9,CIN,81,74,325,4.4,0,68.6,65.5,58.4,59.9,251,3.4,61,16,5,1,0,0
Sammy Morris,678,HB,11,NE,134,73,319,4.4,2,61.7,55.9,36.0,68.3,224,3.1,55,19,5,2,0,0
Leon Washington,3062,HB,7,NYJ,75,71,330,4.6,0,61.2,63.3,59.5,60.5,210,3.0,33,9,5,1,1,0
Reggie Bush,2947,HB,14,NO,87,70,396,5.7,5,66.7,54.8,44.7,60.9,146,2.1,55,18,4,2,0,0
Leonard Weaver,2835,FB,16,PHI,208,70,323,4.6,2,63.8,61.1,85.7,68.9,194,2.8,41,17,7,0,2,0
Tashard Choice,4436,HB,15,DAL,72,64,349,5.5,3,63.9,64.6,85.7,59.6,124,1.9,66,20,3,0,0,0
LenDale White,2990,HB,13,TEN,71,64,222,3.5,2,39.4,41.6,52.8,59.8,133,2.1,11,11,5,1,0,0
Rock Cartwright,1211,HB,10,WAS,67,64,228,3.6,0,61.9,54.0,85.8,60.3,152,2.4,34,12,2,0,0,0
Chris Jennings,5480,HB,9,CLV,72,63,220,3.5,1,56.2,55.7,84.9,59.9,167,2.7,16,10,7,0,0,0
Fred Taylor,333,HB,6,NE,72,63,274,4.3,4,49.7,52.0,52.0,59.5,161,2.6,19,13,6,1,0,0
Kevin Faulk,470,HB,15,NE,73,62,335,5.4,2,63.1,64.5,86.4,74.0,183,3.0,29,18,3,0,1,0
Quinton Ganther,3191,HB,8,WAS,64,62,199,3.2,3,66.2,66.3,84.8,59.3,160,2.6,13,12,6,0,0,0
Brian Westbrook,1094,HB,8,PHI,73,61,274,4.5,1,60.7,60.4,85.4,73.5,126,2.1,25,13,3,0,0,0
Ladell Betts,1063,HB,10,WAS,61,56,210,3.8,2,64.0,59.5,84.5,69.2,133,2.4,18,7,1,0,0,0
Joshua Cribbs,2544,WR,16,CLV,227,55,381,6.9,1,63.8,74.5,26.3,90.5,214,3.9,37,21,8,1,0,0
Arian Foster,5398,HB,4,HST,59,54,257,4.8,3,64.8,68.0,49.5,58.6,136,2.5,24,15,1,0,0,0
Larry Johnson,1343,HB,7,CIN,50,46,204,4.4,0,47.9,47.7,64.2,60.6,142,3.1,27,11,2,0,0,0
Le'Ron McClain,3753,FB,16,BLT,347,46,180,3.9,2,64.4,51.4,83.7,75.2,85,1.8,20,22,0,0,0,0
Edgerrin James,439,HB,7,SEA,49,46,125,2.7,0,30.1,30.1,55.2,59.2,95,2.1,10,6,1,1,0,0
Ahman Green,374,HB,8,GB,50,41,160,3.9,1,58.6,60.5,81.7,58.5,119,2.9,26,8,4,0,0,0
David Garrard,1109,QB,16,JAX,409,41,74,1.8,0,68.6,44.8,46.5,60.2,23,0.6,30,17,0,1,3,0
Kahlil Bell,5243,HB,6,CHI,41,40,220,5.5,0,49.6,54.0,81.5,59.8,84,2.1,72,9,0,0,0,0
Rashad Jennings,5174,HB,15,JAX,51,39,202,5.2,1,59.9,54.3,82.4,58.3,109,2.8,28,8,3,0,0,0
Brandon Jackson,3679,HB,11,GB,45,37,112,3.0,2,55.4,39.3,57.6,58.7,70,1.9,9,5,0,1,0,0
Lousaka Polite,2152,FB,16,MIA,372,37,123,3.3,0,77.1,60.6,42.8,84.6,75,2.0,13,20,2,1,1,0
Mewelde Moore,1840,HB,13,PIT,43,35,118,3.4,0,58.6,50.5,82.5,45.3,86,2.5,15,7,0,0,1,0
Lynell Hamilton,4770,HB,6,NO,41,35,125,3.6,2,59.0,57.7,81.1,60.2,100,2.9,19,12,1,0,0,0
Marcus Mason,4256,HB,9,WAS,38,32,127,4.0,0,55.0,53.7,80.6,60.4,97,3.0,20,4,0,0,0,0
Matt Schaub,1811,QB,16,HST,398,29,-17,-0.6,0,84.4,26.9,83.9,60.0,4,0.1,2,6,0,3,0,0
Ben Roethlisberger,1732,QB,15,PIT,378,29,-4,-0.1,2,85.3,40.4,80.3,60.0,4,0.1,3,9,0,2,1,0
Mike Hart,4516,HB,4,IND,33,26,70,2.7,1,54.3,52.8,79.2,55.4,60,2.3,15,4,1,0,0,0
Brian Leonard,3668,HB,10,CIN,39,26,79,3.0,0,63.1,53.8,44.4,57.7,63,2.4,11,5,3,0,0,0
Aaron Brown,5116,HB,12,DET,38,26,143,5.5,0,63.6,63.7,80.0,60.1,78,3.0,19,7,0,0,0,0
BenJarvus Green-Ellis,4599,HB,9,NE,53,26,114,4.4,0,37.0,42.3,79.1,75.6,53,2.0,29,6,0,0,0,0
Kenneth Darby,3862,HB,9,STR,28,26,101,3.9,0,56.6,56.8,80.7,60.0,58,2.2,13,4,1,0,1,0
Lamont Jordan,819,HB,6,DEN,31,25,86,3.4,0,31.1,35.1,78.4,59.5,50,2.0,13,4,0,0,0,0
Mike Tolbert,4740,FB,15,SD,165,25,148,5.9,1,59.7,57.0,35.2,67.4,117,4.7,32,10,6,0,0,0
Aaron Rodgers,2241,QB,16,GB,368,23,2,0.1,3,88.1,58.5,55.5,60.0,0,0.0,5,7,0,1,4,0
Michael Bennett,797,HB,3,SD,26,23,65,2.8,0,56.7,51.0,78.7,59.8,49,2.1,14,2,0,0,0,0
Tom Brady,698,QB,16,NE,429,23,9,0.4,1,77.8,29.1,91.1,60.1,6,0.3,5,8,0,0,7,0
Lex Hilliard,4518,HB,8,MIA,44,23,89,3.9,1,69.8,71.1,80.5,64.7,67,2.9,18,5,3,0,0,0
Michael Vick,773,QB,11,PHI,43,22,79,3.6,2,56.4,55.3,79.8,61.3,34,1.5,34,6,2,0,0,0
Mike Goodson,5034,HB,4,CAR,27,22,49,2.2,0,37.5,34.6,27.0,58.5,56,2.5,11,1,3,1,0,0
Jacob Hester,4383,FB,14,SD,164,21,74,3.5,0,42.9,33.4,28.5,57.2,46,2.2,15,6,0,1,2,0
Vince Young,2948,QB,12,TEN,308,21,44,2.1,2,72.9,64.1,57.6,60.0,6,0.3,14,5,0,3,1,0
Tony Romo,1693,QB,16,DAL,423,21,-1,0.0,1,70.1,39.7,70.3,62.4,3,0.1,10,2,0,2,4,0
Garrett Wolfe,3709,HB,6,CHI,24,21,116,5.5,1,43.9,46.0,77.9,59.2,54,2.6,36,6,2,0,0,0
Brad Hoover,740,FB,11,CAR,231,20,52,2.6,1,64.2,41.2,77.5,84.6,36,1.8,18,6,0,1,0,0
Donovan McNabb,438,QB,14,PHI,265,19,-8,-0.4,0,74.7,53.7,65.2,61.5,2,0.1,2,3,0,1,2,0
Pat White,4967,QB,12,MIA,42,19,64,3.4,0,31.0,39.7,34.0,60.3,40,2.1,33,3,0,1,0,0
Carson Palmer,1317,QB,16,CIN,459,19,0,0.0,2,68.1,41.5,90.7,60.1,4,0.2,2,7,0,0,10,0
Jay Cutler,2956,QB,16,CHI,349,19,1,0.1,0,63.5,39.9,75.9,60.3,3,0.2,2,7,0,4,4,0
Joe Flacco,4332,QB,16,BLT,433,18,6,0.3,0,81.6,39.1,70.8,60.3,4,0.2,2,6,0,1,5,0
Matt Ryan,4317,QB,14,ATL,365,18,1,0.1,0,66.3,31.8,81.7,60.5,5,0.3,4,5,0,0,1,0
Brad Smith,3048,WR,13,NYJ,107,17,195,11.5,1,63.8,75.9,77.4,59.7,146,8.6,57,9,8,0,2,0
Drew Brees,802,QB,15,NO,414,17,-3,-0.2,2,89.3,47.6,69.6,60.0,4,0.2,5,4,0,0,3,0
Mark Sanchez,4928,QB,15,NYJ,499,17,6,0.4,2,49.2,51.4,50.2,61.7,2,0.1,6,8,0,1,8,0
Kurt Warner,112,QB,15,ARZ,289,16,-15,-0.9,0,75.3,29.6,59.6,60.2,0,0.0,0,0,0,1,3,0
Peyton Manning,327,QB,16,IND,348,16,-18,-1.1,0,87.0,30.0,90.6,60.0,0,0.0,0,0,0,1,4,0
Jason Campbell,2242,QB,16,WAS,350,16,-2,-0.1,1,62.9,49.8,44.1,60.0,5,0.3,4,3,0,4,6,1
Tarvaris Jackson,3009,QB,8,MIN,57,16,-16,-1.0,0,44.5,33.4,80.1,60.0,0,0.0,0,0,0,0,1,0
Percy Harvin,4945,WR,15,MIN,141,15,135,9.0,0,86.3,73.8,82.6,70.3,65,4.3,35,8,3,0,4,0
Eldra Buckley,3900,HB,8,PHI,22,15,44,2.9,1,46.5,49.0,75.8,57.1,36,2.4,9,4,0,0,0,0
Philip Rivers,1725,QB,16,SD,376,15,-5,-0.3,0,91.1,39.1,85.3,61.3,1,0.1,2,2,0,0,6,0
Jerome Felton,4460,FB,13,DET,150,15,46,3.1,0,73.4,60.0,77.9,75.1,35,2.3,10,7,1,0,1,0
Danny Woodhead,4914,HB,5,NYJ,25,15,64,4.3,0,53.3,42.9,77.3,57.6,44,2.9,16,2,1,0,0,0
Brady Quinn,3638,QB,9,CLV,239,15,55,3.7,1,54.5,47.4,80.8,63.5,18,1.2,24,9,1,1,2,0
Kolby Smith,3764,HB,4,KC,19,15,33,2.2,0,58.6,55.4,76.2,67.7,29,1.9,12,1,0,0,0,0
Chad Simpson,4692,HB,8,IND,22,15,102,6.8,2,74.4,76.8,76.4,57.1,56,3.7,31,5,3,0,0,0
Earnest Graham,1613,FB,13,TB,120,14,66,4.7,0,70.5,70.1,77.7,74.5,60,4.3,17,5,3,0,0,0
Moran Norris,865,FB,16,SF,211,14,41,2.9,1,55.2,51.6,76.8,59.7,20,1.4,15,6,0,0,0,0
Tim Castille,3906,FB,6,KC,39,14,55,3.9,0,41.1,41.6,25.0,64.6,38,2.7,16,3,1,1,0,0
Sam Gado,2599,HB,9,STR,15,14,26,1.9,0,44.7,39.3,76.0,60.0,25,1.8,11,4,0,0,0,0
Kyle Orton,2323,QB,16,DEN,406,13,4,0.3,0,64.2,31.2,81.9,61.0,4,0.3,3,3,0,1,2,0
Danny Ware,4095,HB,4,NYG,14,13,73,5.6,1,47.6,39.6,23.7,60.0,34,2.6,14,5,1,1,0,0
Matt Cassel,2447,QB,15,KC,381,13,-2,-0.2,0,59.8,30.0,66.5,60.3,9,0.7,6,3,0,5,8,0
Alex Smith,2218,QB,11,SF,225,13,-10,-0.8,0,71.0,46.5,76.7,60.5,0,0.0,1,1,0,0,6,0
Peyton Hillis,4541,FB,10,DEN,57,13,54,4.2,1,48.2,54.7,75.6,57.4,42,3.2,13,4,2,0,1,0
Gartrell Johnson,5058,HB,3,NYG,18,13,43,3.3,0,31.2,40.5,75.5,58.1,35,2.7,11,2,0,1,0,0
Albert Young,4665,HB,5,MIN,23,12,53,4.4,0,39.2,42.4,74.3,57.1,30,2.5,10,3,0,0,0,0
Tyrell Sutton,5395,HB,6,CAR,32,12,68,5.7,0,70.2,66.5,75.7,74.5,44,3.7,20,3,1,0,0,0
Ryan Fitzpatrick,2467,QB,10,BUF,233,12,22,1.8,0,61.4,56.1,79.7,61.3,11,0.9,8,7,0,0,1,0
Mike Thomas,5030,WR,14,JAX,116,11,85,7.7,0,70.2,64.4,81.1,56.7,48,4.4,22,5,2,0,3,0
DeSean Jackson,4363,WR,15,PHI,231,11,137,12.5,1,71.6,71.5,27.9,68.1,28,2.5,67,5,1,1,3,0
Chris Ogbonnaya,5135,HB,2,STR,11,11,50,4.5,0,59.2,56.2,74.1,60.0,30,2.7,18,2,1,0,0,0
JaMarcus Russell,3617,QB,12,OAK,230,11,1,0.1,0,43.0,45.0,33.5,60.0,4,0.4,3,4,0,0,0,0
Dantrell Savage,4822,HB,4,KC,11,10,45,4.5,0,45.7,47.2,75.2,60.0,22,2.2,11,1,1,0,0,0
James Davis,5119,HB,2,CLV,11,9,15,1.7,0,56.2,57.6,74.0,60.0,13,1.4,5,0,0,0,1,0
Billy Volek,768,QB,4,SD,40,9,-9,-1.0,0,51.5,39.1,79.7,60.0,0,0.0,0,0,0,0,0,0
Matt Moore,4018,QB,7,CAR,196,9,-9,-1.0,0,59.3,48.5,88.8,60.6,0,0.0,0,0,0,0,2,0
Jake Delhomme,303,QB,11,CAR,319,9,4,0.4,0,56.0,61.8,79.7,61.0,9,1.0,9,2,0,2,2,0
Kellen Clemens,2994,QB,5,NYJ,72,9,-6,-0.7,0,47.4,44.0,79.6,60.0,3,0.3,2,1,0,1,1,0
Matt Leinart,2955,QB,7,ARZ,67,9,-6,-0.7,0,53.5,40.6,84.6,60.0,0,0.0,1,0,0,0,0,0
Seneca Wallace,1422,QB,9,SEA,77,8,-9,-1.1,0,52.4,33.4,56.5,60.6,1,0.1,10,1,0,3,2,0
Eric Weems,4097,WR,12,ATL,37,8,53,6.6,0,59.8,61.6,74.1,93.4,12,1.5,31,2,1,0,1,0
Javon Ringer,5097,HB,2,TEN,11,8,48,6.0,0,47.4,49.9,72.1,59.7,39,4.9,32,2,2,0,0,0
Kerry Collins,115,QB,7,TEN,159,8,2,0.3,0,60.6,28.3,64.8,60.0,2,0.3,3,1,0,2,2,0
Eli Manning,1722,QB,16,NYG,391,8,-2,-0.3,0,77.5,33.3,61.5,60.0,3,0.4,3,1,0,2,4,0
Derek Anderson,2430,QB,8,CLV,251,8,7,0.9,1,49.5,43.5,73.4,64.3,1,0.1,3,5,0,1,1,0
Louis Rankin,4590,HB,2,SEA,10,8,36,4.5,0,38.0,31.9,22.3,60.0,17,2.1,12,3,1,1,0,0
John Kuhn,2686,FB,12,GB,135,8,18,2.3,1,59.7,51.3,74.4,58.6,14,1.8,5,2,0,0,1,0
Jackie Battle,3885,HB,4,KC,10,7,21,3.0,0,63.4,62.3,72.3,60.3,23,3.3,12,3,0,0,0,0
Calvin Johnson,3618,WR,14,DET,295,7,73,10.4,0,73.7,76.6,23.8,69.5,27,3.9,19,5,1,0,4,1
Ted Ginn Jr.,3625,WR,16,MIA,176,7,48,6.9,0,61.2,60.4,79.3,66.1,18,2.6,22,2,0,0,2,0
Brandon Marshall,3064,WR,15,DEN,333,7,39,5.6,0,80.9,49.1,84.4,75.1,9,1.3,14,1,1,0,4,0
Josh Freeman,4940,QB,10,TB,223,7,0,0.0,0,52.0,54.3,42.3,60.0,1,0.1,2,3,0,5,3,0
Tony Richardson,110,FB,16,NYJ,356,7,48,6.9,0,59.3,62.0,72.7,61.1,21,3.0,19,3,5,0,2,0
Chad Henne,4371,QB,14,MIA,342,7,-8,-1.1,1,70.2,36.3,85.9,63.4,0,0.0,1,1,0,2,2,0
Adrian Peterson,1177,HB,3,CHI,8,7,51,7.3,0,51.0,56.8,72.3,60.0,18,2.6,15,3,0,0,0,0
Troy Smith,3790,QB,3,BLT,21,7,24,3.4,1,50.9,46.8,75.1,60.0,8,1.1,15,2,1,0,0,0
Brian Hoyer,5277,QB,5,NE,28,7,-9,-1.3,1,56.3,50.6,79.8,60.0,2,0.3,1,1,0,0,0,0
Brett Favre,14,QB,16,MIN,405,6,0,0.0,0,91.5,39.5,90.4,60.0,0,0.0,4,1,0,0,10,0
Louis Murphy,5048,WR,16,OAK,227,6,31,5.2,0,62.7,58.3,78.9,78.2,14,2.3,13,2,1,0,6,0
LaRod Stephens-Howling,5164,HB,7,ARZ,11,6,15,2.5,0,55.2,57.9,27.2,58.8,16,2.7,5,0,1,0,0,0
Patrick Cobbs,3272,HB,4,MIA,37,6,36,6.0,0,58.5,52.6,72.0,90.0,23,3.8,19,3,2,0,0,0
Javarris Williams,5136,HB,3,KC,7,6,6,1.0,0,43.8,48.6,70.6,60.0,12,2.0,5,0,0,0,0,0
Deshawn Wynn,3844,HB,3,GB,10,6,19,3.2,0,47.0,61.4,71.6,58.2,16,2.7,6,0,0,0,0,0
Bruce Gradkowski,3139,QB,6,OAK,100,6,6,1.0,0,68.7,55.9,33.9,60.0,1,0.2,2,2,0,2,2,0
Robert Meachem,3643,WR,16,NO,235,6,82,13.7,0,80.2,74.7,24.8,77.8,9,1.5,41,4,0,0,1,0
Terrell Owens,188,WR,16,BUF,364,6,54,9.0,1,66.1,76.0,81.2,73.4,26,4.3,29,2,2,0,3,0
Devin Hester,3002,WR,13,CHI,166,6,-1,-0.2,0,71.8,50.3,31.8,57.3,2,0.3,7,0,1,1,3,0
Jalen Parmele,4490,HB,3,BLT,13,5,17,3.4,0,37.3,41.3,69.7,58.3,13,2.6,7,0,0,0,0,0
Daunte Culpepper,446,QB,7,DET,101,5,4,0.8,0,45.6,58.1,77.2,60.0,4,0.8,3,1,0,2,2,0
Xavier Omon,4493,HB,3,BUF,5,5,22,4.4,0,69.4,68.9,69.7,,17,3.4,7,1,0,0,0,0
Chris Redman,635,QB,6,ATL,73,5,-1,-0.2,0,53.1,41.7,64.4,60.7,1,0.2,2,1,0,0,0,0
Matt Flynn,4523,QB,4,GB,36,5,-5,-1.0,0,50.0,44.2,75.4,60.0,0,0.0,0,0,0,0,1,0
Wes Welker,2204,WR,14,NE,227,5,36,7.2,0,90.6,58.5,85.3,64.3,4,0.8,11,3,1,0,0,0
Matthew Stafford,4924,QB,10,DET,233,5,-5,-1.0,1,45.3,51.1,72.7,60.0,1,0.2,1,2,0,0,2,0
Aaron Stecker,572,HB,3,ATL,10,5,15,3.0,0,56.7,49.7,72.2,57.9,6,1.2,6,0,0,0,0,0
Mike Wallace,5007,WR,16,PIT,149,5,48,9.6,0,68.7,56.5,33.3,78.0,16,3.2,21,2,2,0,2,0
Kyle Boller,1335,QB,6,STR,141,5,3,0.6,0,51.6,66.8,73.5,60.2,3,0.6,2,2,0,0,0,0
Corey McIntyre,1278,FB,9,BUF,83,5,34,6.8,0,61.8,45.8,73.5,64.9,28,5.6,25,1,2,0,1,0
Josh Morgan,4488,WR,16,SF,296,5,61,12.2,0,59.4,56.1,80.5,81.6,10,2.0,20,3,0,0,6,0
Heath Evans,843,FB,6,NO,149,5,16,3.2,1,64.6,64.4,74.3,66.6,9,1.8,6,1,0,0,1,0
Steve Smith,837,WR,15,CAR,427,5,22,4.4,0,78.2,58.4,49.7,72.3,16,3.2,17,2,3,0,4,0
Justin Griffith,1433,FB,13,SEA,127,4,6,1.5,0,64.5,64.7,25.7,75.6,2,0.5,3,2,0,0,0,0
Matt Hasselbeck,408,QB,14,SEA,299,4,20,5.0,0,60.7,41.0,51.5,60.6,0,0.0,19,2,0,3,1,0
David Carr,1009,QB,4,NYG,40,4,-4,-1.0,0,54.2,54.0,80.1,60.0,0,0.0,0,0,0,0,1,0
Jeremi Johnson,1430,FB,16,CIN,232,4,8,2.0,0,70.3,34.2,21.5,83.2,5,1.3,4,1,1,1,1,0
Ovie Mughelli,1445,FB,14,ATL,219,4,10,2.5,0,81.2,54.6,72.9,84.0,7,1.8,4,2,1,0,1,0
Kevin Walter,1549,WR,14,HST,258,4,26,6.5,0,68.3,59.3,80.3,74.3,5,1.3,13,2,1,0,3,0
Devery Henderson,1771,WR,16,NO,271,4,13,3.3,0,64.2,54.4,80.2,62.2,13,3.3,13,1,1,0,3,0
Greg Jones II,1776,FB,13,JAX,209,4,23,5.8,0,56.6,59.3,71.6,57.5,10,2.5,11,1,0,0,1,0
Patrick Crayton,1932,WR,16,DAL,138,4,41,10.3,0,66.6,58.4,32.3,81.6,7,1.8,20,2,1,1,0,0
Mark Clayton,2239,WR,14,BLT,324,4,28,7.0,0,63.7,51.2,29.9,77.0,7,1.8,12,1,1,0,3,0
Donnie Avery,4347,WR,16,STR,304,4,30,7.5,0,61.2,44.1,39.7,78.5,11,2.8,15,1,0,0,3,0
Matt Lawrence,4887,HB,1,BLT,6,4,0,0.0,0,45.3,46.3,69.4,59.7,4,1.0,4,0,0,0,0,0
Brian Hartline,5031,WR,16,MIA,139,4,29,7.3,1,74.0,62.2,77.8,67.8,9,2.3,16,2,0,0,3,0
Mike Cox,4716,FB,16,KC,199,3,5,1.7,1,61.0,63.5,72.9,62.1,3,1.0,2,2,1,0,0,0
