variant,slice_type,slice_value,n_rows,base_rmse,variant_rmse,delta_variant_minus_base
feature_team_receiving_yard_share,position,RB,1016,3.5341047348252035,3.522508854335647,-0.01159588048955662
feature_team_receiving_yard_share,position,TE,802,2.316663889789086,2.3121181221278855,-0.004545767661200628
feature_team_receiving_yard_share,position,WR,1503,3.1397589461348736,3.1428451069968606,0.0030861608619869862
feature_team_receiving_yard_share,season,2017,407,3.0876701968213047,3.100568126820352,0.012897929999047264
feature_team_receiving_yard_share,season,2018,405,3.3567385278368245,3.3511093074485725,-0.0056292203882519765
feature_team_receiving_yard_share,season,2019,387,3.231893696301381,3.232608746666454,0.0007150503650730222
feature_team_receiving_yard_share,season,2020,420,3.21654205391773,3.208047500010175,-0.008494553907554714
feature_team_receiving_yard_share,season,2021,417,3.119162868251882,3.0999584820289066,-0.0192043862229756
feature_team_receiving_yard_share,season,2022,426,2.912494131926024,2.884031953740571,-0.028462178185452824
feature_team_receiving_yard_share,season,2023,415,3.2511888372285926,3.2444125118858005,-0.0067763253427921555
feature_team_receiving_yard_share,season,2024,408,3.1651174604479353,3.1908563552692515,0.025738894821316194
feature_team_receiving_yard_share,season,2025,416,2.956132799760705,2.957458495392833,0.0013256956321279212
feature_team_receiving_yard_share,history_depth,other_no_history,27,2.683229893444979,2.7051146536799453,0.021884760234966105
feature_team_receiving_yard_share,history_depth,rookie,532,3.470501815737368,3.4645014420957856,-0.006000373641582346
feature_team_receiving_yard_share,history_depth,second_year,568,3.258843318101201,3.2509549806195017,-0.00788833748169937
feature_team_receiving_yard_share,history_depth,veteran_with_history,2574,3.052062651537221,3.050524380756066,-0.0015382707811548713
feature_team_receiving_yard_share,provider_depth,one,119,2.8932176885280905,2.8863964646601215,-0.006821223867969017
feature_team_receiving_yard_share,provider_depth,three_plus,3047,3.2706088405011813,3.269625396624623,-0.0009834438765583542
feature_team_receiving_yard_share,provider_depth,two,535,2.3765663836214497,2.3576168042134134,-0.01894957940803632
feature_team_receiving_yard_share,provider_era,2017_2019,1199,3.227010522814891,3.2294624329397617,0.002451910124870782
feature_team_receiving_yard_share,provider_era,2020_2022,1263,3.0844595250220497,3.066049928406244,-0.018409596615805768
feature_team_receiving_yard_share,provider_era,2023_plus,1239,3.126249113214146,3.1329210450550855,0.0066719318409393935
feature_team_reception_share,position,QB,380,3.5542832746901687,3.580537431641369,0.026254156951200258
feature_team_reception_share,position,RB,1016,3.5341047348252035,3.54917158225004,0.01506684742483655
feature_team_reception_share,position,TE,802,2.316663889789086,2.3189848973431864,0.0023210075541002517
feature_team_reception_share,position,WR,1503,3.1397589461348736,3.138884931455718,-0.0008740146791557102
feature_team_reception_share,season,2017,407,3.0876701968213047,3.1133451751560157,0.025674978334710996
feature_team_reception_share,season,2018,405,3.3567385278368245,3.331860132645997,-0.02487839519082735
feature_team_reception_share,season,2019,387,3.231893696301381,3.2484756913767563,0.01658199507537539
feature_team_reception_share,season,2020,420,3.21654205391773,3.226079367320763,0.00953731340303321
feature_team_reception_share,season,2021,417,3.119162868251882,3.128391518279818,0.009228650027935714
feature_team_reception_share,season,2022,426,2.912494131926024,2.9059976406657833,-0.0064964912602407665
feature_team_reception_share,season,2023,415,3.2511888372285926,3.2666420534842513,0.015453216255658653
feature_team_reception_share,season,2024,408,3.1651174604479353,3.1735355183857434,0.008418057937808143
feature_team_reception_share,season,2025,416,2.956132799760705,2.9738407450707602,0.017707945310055262
feature_team_reception_share,history_depth,other_no_history,27,2.683229893444979,2.6938189693334826,0.01058907588850344
feature_team_reception_share,history_depth,rookie,532,3.470501815737368,3.4883272394975586,0.017825423760190695
feature_team_reception_share,history_depth,second_year,568,3.258843318101201,3.258234206483811,-0.0006091116173903011
feature_team_reception_share,history_depth,veteran_with_history,2574,3.052062651537221,3.0593552544838802,0.007292602946659343
feature_team_reception_share,provider_depth,one,119,2.8932176885280905,2.9164346735739333,0.023216985045842797
feature_team_reception_share,provider_depth,three_plus,3047,3.2706088405011813,3.280360585700281,0.009751745199099826
feature_team_reception_share,provider_depth,two,535,2.3765663836214497,2.3644583996590676,-0.012107983962382107
feature_team_reception_share,provider_era,2017_2019,1199,3.227010522814891,3.2320454120485937,0.005034889233702877
feature_team_reception_share,provider_era,2020_2022,1263,3.0844595250220497,3.0887878427003503,0.004328317678300664
feature_team_reception_share,provider_era,2023_plus,1239,3.126249113214146,3.1400633394474897,0.013814226233343607
feature_team_rush_attempt_share,position,QB,380,3.5542832746901687,3.5549226118603396,0.0006393371701709505
feature_team_rush_attempt_share,position,RB,1016,3.5341047348252035,3.527289377951306,-0.00681535687389756
feature_team_rush_attempt_share,position,TE,802,2.316663889789086,2.3158307346519176,-0.0008331551371685286
feature_team_rush_attempt_share,position,WR,1503,3.1397589461348736,3.1426506128051317,0.002891666670258086
feature_team_rush_attempt_share,season,2017,407,3.0876701968213047,3.1015338526788216,0.013863655857516921
feature_team_rush_attempt_share,season,2018,405,3.3567385278368245,3.373410149052053,0.016671621215228694
feature_team_rush_attempt_share,season,2019,387,3.231893696301381,3.2329256982415187,0.00103200194013775
feature_team_rush_attempt_share,season,2020,420,3.21654205391773,3.220110399991191,0.003568346073461015
feature_team_rush_attempt_share,season,2021,417,3.119162868251882,3.1043223145628827,-0.014840553688999503
feature_team_rush_attempt_share,season,2022,426,2.912494131926024,2.878277679119834,-0.03421645280619012
feature_team_rush_attempt_share,season,2023,415,3.2511888372285926,3.2388172121823464,-0.012371625046246226
feature_team_rush_attempt_share,season,2024,408,3.1651174604479353,3.1790337080175193,0.013916247569583984
feature_team_rush_attempt_share,season,2025,416,2.956132799760705,2.9580304630950365,0.0018976633343315008
feature_team_rush_attempt_share,history_depth,other_no_history,27,2.683229893444979,2.6873657760290217,0.004135882584042516
feature_team_rush_attempt_share,history_depth,rookie,532,3.470501815737368,3.4766229075330037,0.006121091795635802
feature_team_rush_attempt_share,history_depth,second_year,568,3.258843318101201,3.2537440679581544,-0.005099250143046685
feature_team_rush_attempt_share,history_depth,veteran_with_history,2574,3.052062651537221,3.05032340388387,-0.0017392476533508727
feature_team_rush_attempt_share,provider_depth,one,119,2.8932176885280905,2.900115111034535,0.006897422506444428
feature_team_rush_attempt_share,provider_depth,three_plus,3047,3.2706088405011813,3.269222120725156,-0.0013867197760251138
feature_team_rush_attempt_share,provider_depth,two,535,2.3765663836214497,2.3765341939228524,-3.2189698597306915e-05
feature_team_rush_attempt_share,provider_era,2017_2019,1199,3.227010522814891,3.2377116492605857,0.010701126445694875
feature_team_rush_attempt_share,provider_era,2020_2022,1263,3.0844595250220497,3.0698865354691636,-0.014572989552886106
feature_team_rush_attempt_share,provider_era,2023_plus,1239,3.126249113214146,3.127200151087508,0.0009510378733619262
feature_team_target_share,position,QB,380,3.5542832746901687,3.5542944566689414,1.1181978772700774e-05
feature_team_target_share,position,RB,1016,3.5341047348252035,3.5341494710367787,4.4736211575191476e-05
feature_team_target_share,position,TE,802,2.316663889789086,2.31667601075111,1.212096202385382e-05
feature_team_target_share,position,WR,1503,3.1397589461348736,3.1397739082718314,1.496213695784121e-05
feature_team_target_share,season,2017,407,3.0876701968213047,3.0876701968213047,0.0
feature_team_target_share,season,2018,405,3.3567385278368245,3.3567385278368245,0.0
feature_team_target_share,season,2019,387,3.231893696301381,3.231893696301381,0.0
feature_team_target_share,season,2020,420,3.21654205391773,3.21654205391773,0.0
feature_team_target_share,season,2021,417,3.119162868251882,3.119162868251882,0.0
feature_team_target_share,season,2022,426,2.912494131926024,2.912494131926024,0.0
feature_team_target_share,season,2023,415,3.2511888372285926,3.2511888372285926,0.0
feature_team_target_share,season,2024,408,3.1651174604479353,3.1651174604479353,0.0
feature_team_target_share,season,2025,416,2.956132799760705,2.9563514241509026,0.00021862439019759705
feature_team_target_share,history_depth,other_no_history,27,2.683229893444979,2.683229893444979,0.0
feature_team_target_share,history_depth,rookie,532,3.470501815737368,3.470544004841154,4.218910378606111e-05
feature_team_target_share,history_depth,second_year,568,3.258843318101201,3.2588740588898846,3.074078868348096e-05
feature_team_target_share,history_depth,veteran_with_history,2574,3.052062651537221,3.052079717008155,1.706547093416333e-05
feature_team_target_share,provider_depth,one,119,2.8932176885280905,2.8932176885280905,0.0
feature_team_target_share,provider_depth,three_plus,3047,3.2706088405011813,3.270635819702524,2.697920134275833e-05
feature_team_target_share,provider_depth,two,535,2.3765663836214497,2.3765663836214497,0.0
feature_team_target_share,provider_era,2017_2019,1199,3.227010522814891,3.227010522814891,0.0
feature_team_target_share,provider_era,2020_2022,1263,3.0844595250220497,3.0844595250220497,0.0
feature_team_target_share,provider_era,2023_plus,1239,3.126249113214146,3.1263185248423455,6.941162819940061e-05
