player,actual_salary,is_keeper
"Jason Myers Sea, K",1,
"Dalton Schultz Hou, TE",2,
"Brett Maher FA, K",1,
"Cowboys D/ST Dal, D/ST",2,
"Odell Beckham Jr. Bal, WR",1,
"Adam Thielen Car, WR",1,
"Ezekiel Elliott NE, RB",1,
"Allen Lazard NYJ, WR",1,
"Kadarius Toney KC, WR",1,
"Tyler Boyd Cin, WR",1,
,,
PLAYER,OFFER AMOUNT,
"A.J. Brown Phi, WR",52,1
"Ja'Marr Chase Cin, WR",31,1
"49ers D/ST SF, D/ST",5,
"George Pickens Pit, WR",17,
"Joe Mixon Cin, RB",45,
"Najee Harris Pit, RB",43,
"Aaron Rodgers NYJ, QB",46,
"Jared Goff Det, QB",33,
"Harrison Butker KC, K",3,
"Skyy Moore KC, WR",4,
"Zach Charbonnet Sea, RB",3,
"Jakobi Meyers LV, WR",3,
"Samaje Perine Den, RB",2,
"Zay Flowers Bal, WR",3,
"Tyler Higbee LAR, TE",1,
,,
PLAYER,OFFER AMOUNT,
"Jalen Hurts Phi, QB",26,1
"Josh Jacobs LV, RB",63,1
"Jonathan Taylor Ind, RB",28,
"Keenan Allen LAC, WR",24,
"T.J. Hockenson Min, TE",18,
"Kyle Pitts Atl, TE",11,
"Elijah Moore Cle, WR",22,
"Christian Kirk Jax, WR",4,
"Isiah Pacheco KC, RB",21,
"Marquise Brown Ari, WR",9,
"J.K. Dobbins Bal, RB",20,
"Brandin Cooks Dal, WR",5,
"Jets D/ST NYJ, D/ST",2,
"Evan McPherson Cin, K",4,
"Sam Howell Wsh, QB",11,
,,
PLAYER,OFFER AMOUNT,
"DeAndre Hopkins Ten, WR",19,1
"Trevor Lawrence Jax, QB",19,1
"Bijan Robinson Atl, RB",89,
"Tony Pollard Dal, RB",74,
"Cam Akers LAR, RB",13,
"Chris Godwin TB, WR",12,
"Terry McLaurin Wsh, WR",9,
"Kenny Pickett Pit, QB",28,
"George Kittle SF, TE",10,
"Dolphins D/ST Mia, D/ST",1,
"Jaylen Warren Pit, RB",7,
"Courtland Sutton Den, WR",6,
"Graham Gano NYG, K",1,
"Treylon Burks Ten, WR",3,
"Jeff Wilson Jr. Mia, RB",3,
