player,actual_salary,is_keeper
"Deebo Samuel SF, WR",$2 ,
"Kenyan Drake LV, RB",$5 ,
"Ronald Jones II TB, RB",$2 ,
"Devin Singletary Buf, RB",$1 ,
"Steelers D/ST Pit, D/ST",$1 ,
"Graham Gano NYG, K",,
"Tyreek Hill KC, WR",$75 ,
"Jonathan Taylor Ind, RB",$85 ,
"Antonio Gibson Wsh, RB",$79 ,
"Justin Herbert LAC, QB",$23 ,
"Justin Fields Chi, QB",$3 ,
"Trevor Lawrence Jax, QB",$5 ,
"Logan Thomas Wsh, TE",$14 ,
"Laviska Shenault Jr. Jax, WR",$6 ,
"DJ Chark Jr. Jax, WR",$2 ,
"Jaylen Waddle Mia, WR",$1 ,
"Ravens D/ST Bal, D/ST",$1 ,
"Jamaal Williams Det, RB",$2 ,
"Mason Crosby GB, K",$1 ,
"Nyheim Hines Ind, RB",$2 ,
"Trey Lance SF, QB",$1 ,
"Clyde Edwards-Helaire KC, RB",$50 ,
"Najee Harris Pit, RB",$69 ,
"Cooper Kupp LAR, WR",$32 ,
"DJ Moore Car, WR",$31 ,
"Brandon Aiyuk SF, WR",$18 ,
"Damien Harris NE, RB",$16 ,
"Ryan Tannehill Ten, QB",$20 ,
"Brandin Cooks Hou, WR",$9 ,
"Matt Ryan Atl, QB",$16 ,
"Jerry Jeudy Den, WR",$2 ,
"Justin Tucker Bal, K",$2 ,
"Corey Davis NYJ, WR",$8 ,
"Trey Sermon SF, RB",$7 ,
"Tyler Higbee LAR, TE",$5 ,
"Rams D/ST LAR, D/ST",$15 ,
"Aaron Jones GB, RB",$82 ,
"George Kittle SF, TE",$35 ,
"Terry McLaurin Wsh, WR",$40 ,
"Robert Woods LAR, WR",$40 ,
"Amari Cooper Dal, WR",$40 ,
"Tee Higgins Cin, WR",$22 ,
"Adam Thielen Min, WR",$33 ,
"Zack Moss Buf, RB",$1 ,
"Michael Carter NYJ, RB",$1 ,
"Cole Beasley Buf, WR",$1 ,
"Derek Carr LV, QB",$1 ,
"Jared Goff Det, QB",$1 ,
"Ryan Succop TB, K",$1 ,
"Colts D/ST Ind, D/ST",$1 ,
"Nelson Agholor NE, WR",$1 ,
"Patrick Mahomes KC, QB",$56 ,
"Ezekiel Elliott Dal, RB",$103 ,
"Aaron Rodgers GB, QB",$42 ,
"CeeDee Lamb Dal, WR",$41 ,
"Darrell Henderson Jr. LAR, RB",$12 ,
"Chase Edmonds Ari, RB",$20 ,
"T.J. Hockenson Det, TE",$10 ,
"Chad Henne KC, QB",$1 ,
"Rob Gronkowski TB, TE",$2 ,
"DeVonta Smith Phi, WR",$2 ,
"Melvin Gordon III Den, RB",$6 ,
"James Conner Ari, RB",$2 ,
"Browns D/ST Cle, D/ST",$1 ,
"Brandon McManus Den, K",$1 ,
"Tony Pollard Dal, RB",$1 ,
"Alvin Kamara NO, RB",$113 ,
"Stefon Diggs Buf, WR",$76 ,
"Allen Robinson II Chi, WR",$41 ,
"Josh Jacobs LV, RB",$25 ,
"Javonte Williams Den, RB",$16 ,
"Leonard Fournette TB, RB",$5 ,
"Ryan Fitzpatrick Wsh, QB",$3 ,
"Jameis Winston NO, QB",$5 ,
"Ja'Marr Chase Cin, WR",$6 ,
"Mac Jones NE, QB",$1 ,
"Jonnu Smith NE, TE",$1 ,
"Baker Mayfield Cle, QB",$2 ,
"Henry Ruggs III LV, WR",$1 ,
"Greg Zuerlein Dal, K",$4 ,
"49ers D/ST SF, D/ST",$1 ,
"Josh Allen Buf, QB",$38 ,
"James Robinson Jax, RB",$39 ,
"Chris Carson Sea, RB",$43 ,
"Tyler Lockett Sea, WR",$30 ,
"Diontae Johnson Pit, WR",$27 ,
"Russell Wilson Sea, QB",$36 ,
"Gus Edwards Bal, RB",$25 ,
"Kareem Hunt Cle, RB",$11 ,
"Sony Michel LAR, RB",$6 ,
"Raheem Mostert SF, RB",$11 ,
"Tyler Boyd Cin, WR",$10 ,
"Jalen Hurts Phi, QB",$1 ,
"Robert Tonyan GB, TE",$6 ,
"Washington D/ST Wsh, D/ST",$4 ,
"Harrison Butker KC, K",$13 ,
,,
"Derrick Henry Ten, RB",$95 ,
"Joe Mixon Cin, RB",$70 ,
"Julio Jones Ten, WR",$35 ,
"Mike Davis Atl, RB",$15 ,
"Matthew Stafford LAR, QB",$17 ,
"Odell Beckham Jr. Cle, WR",$16 ,
"Robby Anderson Car, WR",$16 ,
"Carson Wentz Ind, QB",$2 ,
"Noah Fant Den, TE",$3 ,
"Joe Burrow Cin, QB",$1 ,
"Marquise Brown Bal, WR",$2 ,
"Michael Thomas NO, WR",$3 ,
"AJ Dillon GB, RB",$1 ,
"Buccaneers D/ST TB, D/ST",$16 ,
"Jason Myers Sea, K",$1 ,
