player,actual_salary,is_keeper
"Alexander Mattison Min, RB",$1 ,
"Austin Hooper Cle, TE",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Courtland Sutton Den, WR",$11 ,1
"Miles Sanders Phi, RB",$31 ,1
"Josh Jacobs LV, RB",$94 ,
"Calvin Ridley Atl, WR",$65 ,
"Kyler Murray Ari, QB",$11 ,
"Cooper Kupp LAR, WR",$32 ,
"Tyler Higbee LAR, TE",$2 ,
"Tyler Boyd Cin, WR",$14 ,
"Tarik Cohen Chi, RB",$9 ,
"Marvin Jones Jr. Det, WR",$13 ,
"James White NE, RB",$8 ,
"Matt Breida Mia, RB",$4 ,
"Ravens D/ST Bal, D/ST",$2 ,
"Anthony Miller Chi, WR",$3 ,
"Jake Elliott Phi, K",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Tyler Lockett Sea, WR",$32 ,
"Amari Cooper Dal, WR",$42 ,
"Leonard Fournette TB, RB",$26 ,
"Jonathan Taylor Ind, RB",$51 ,
"Tom Brady TB, QB",$10 ,
"Evan Engram NYG, TE",$15 ,
"Le'Veon Bell NYJ, RB",$58 ,
"A.J. Brown Ten, WR",$32 ,
"Stefon Diggs Buf, WR",$17 ,
"Russell Wilson Sea, QB",$4 ,
"Robby Anderson Car, WR",$2 ,
"John Brown Buf, WR",$8 ,
"Carson Wentz Phi, QB",$1 ,
"Broncos D/ST Den, D/ST",$1 ,
"Mason Crosby GB, K",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Terry McLaurin Wsh, WR",$11 ,1
"Kenyan Drake Ari, RB",$23 ,1
"Ezekiel Elliott Dal, RB",$126 ,
"Michael Thomas NO, WR",$101 ,
"Dwayne Haskins Jr. Wsh, QB",$1 ,
"Jamison Crowder NYJ, WR",$7 ,
"Hunter Henry LAC, TE",$5 ,
"CeeDee Lamb Dal, WR",$14 ,
"Cam Newton NE, QB",$4 ,
"Hayden Hurst Atl, TE",$1 ,
"Curtis Samuel Car, WR",$2 ,
"Vikings D/ST Min, D/ST",$1 ,
"Breshad Perriman NYJ, WR",$2 ,
"Tony Pollard Dal, RB",$1 ,
"Zane Gonzalez Ari, K",$1 ,
,,
,,
PLAYER,OFFER AMOUNT,
"Adrian Peterson Det, RB",$26 ,1
"Mohamed Sanu Sr. FA, WR",$12 ,1
"Joe Mixon Cin, RB",$68 ,
"Chris Carson Sea, RB",$67 ,
"Zach Ertz Phi, TE",$24 ,
"Robert Woods LAR, WR",$30 ,
"Jarvis Landry Cle, WR",$21 ,
"David Montgomery Chi, RB",$14 ,
"Dak Prescott Dal, QB",$9 ,
"DeVante Parker Mia, WR",$13 ,
"Deebo Samuel SF, WR",$10 ,
"Steelers D/ST Pit, D/ST",$2 ,
"Wil Lutz NO, K",$2 ,
"Steven Sims Jr. Wsh, WR",$1 ,
"Joe Burrow Cin, QB",$1 ,
,,
,,
PLAYER,OFFER AMOUNT,
"James Conner Pit, RB",$26 ,1
"Allen Robinson II Chi, WR",$31 ,1
"Adam Thielen Min, WR",$42 ,
"Deshaun Watson Hou, QB",$14 ,
"Odell Beckham Jr. Cle, WR",$46 ,
"Cam Akers LAR, RB",$42 ,
"Devin Singletary Buf, RB",$29 ,
"Brandin Cooks Hou, WR",$10 ,
"Sterling Shepard NYG, WR",$10 ,
"Marlon Mack Ind, RB",$15 ,
"Jared Cook NO, TE",$8 ,
"49ers D/ST SF, D/ST",$6 ,
"Darrell Henderson Jr. LAR, RB",$3 ,
"Harrison Butker KC, K",$2 ,
"Preston Williams Mia, WR",$11 ,
,,
PLAYER,OFFER AMOUNT,
"Saquon Barkley NYG, RB",$126 ,1
"DJ Chark Jr. Jax, WR",$35 ,1
"JuJu Smith-Schuster Pit, WR",$65 ,
"Zack Moss Buf, RB",$27 ,
"Will Fuller V Hou, WR",$24 ,
"Ronald Jones II TB, RB",$6 ,
"Aaron Rodgers GB, QB",$2 ,
"Blake Jarwin Dal, TE",$1 ,
"Golden Tate NYG, WR",$5 ,
"Saints D/ST NO, D/ST",$1 ,
"Chris Boswell Pit, K",$1 ,
"Jonnu Smith Ten, TE",$1 ,
"DeSean Jackson Phi, WR",$2 ,
"Sony Michel NE, RB",$2 ,
"Dion Lewis NYG, RB",$1 ,
,,
,,
PLAYER,OFFER AMOUNT,
"Tyreek Hill KC, WR",$56 ,1
"Chris Godwin TB, WR",$26 ,1
"Aaron Jones GB, RB",$90 ,
"Mike Evans TB, WR",$55 ,
"Todd Gurley II Atl, RB",$57 ,
"Josh Allen Buf, QB",$3 ,
"Patriots D/ST NE, D/ST",$2 ,
"Justin Jefferson Min, WR",$4 ,
"Noah Fant Den, TE",$1 ,
"T.J. Hockenson Det, TE",$1 ,
"Chase Edmonds Ari, RB",$1 ,
"Antonio Brown FA, WR",$1 ,
"Larry Fitzgerald Ari, WR",$1 ,
"Damien Harris NE, RB",$1 ,
"Austin Seibert Cin, K",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Kareem Hunt Cle, RB",$16 ,1
"George Kittle SF, TE",$48 ,1
"J.K. Dobbins Bal, RB",$31 ,
"DeAndre Hopkins Ari, WR",$68 ,
"Melvin Gordon III Den, RB",$45 ,
"Antonio Gibson Wsh, RB",$40 ,
"DK Metcalf Sea, WR",$24 ,
"Drew Brees NO, QB",$6 ,
"Colts D/ST Ind, D/ST",$2 ,
"Henry Ruggs III LV, WR",$5 ,
"Matt Prater Det, K",$1 ,
"Tevin Coleman SF, RB",$5 ,
"O.J. Howard TB, TE",$1 ,
"Jerick McKinnon SF, RB",$2 ,
"Matthew Stafford Det, QB",$1 ,
,,
