player,actual_salary,is_keeper
"Jalen Coker CAR, WR",$1 ,
"Tyler Loop BAL, K",$1 ,
"Tank Bigsby PHI, RB",$1 ,
,,
Player,OFFER AMOUNT,
"Ja'Marr Chase CIN, WR",$98 ,
"Derrick Henry BAL, RB",$81 ,
"DeVonta Smith PHI, WR",$46 ,
"Joe Burrow CIN, QB",$8 ,
"DK Metcalf PIT, WR",$13 ,
"Chuba Hubbard CAR, RB",$6 ,
"Rico Dowdle PIT, RB",$16 ,
"Tucker Kraft GB, TE",$14 ,
"Makai Lemon PHI, WR",$5 ,
"KC Concepcion CLE, WR",$3 ,
"Dalton Kincaid BUF, TE",$1 ,
"Rachaad White WSH, RB",$3 ,
"Malachi Fields NYG, WR",$1 ,
"Jake Bates DET, K",$1 ,
"Vikings D/ST MIN, D/ST",$1 ,
,,
Player,OFFER AMOUNT,
"Puka Nacua LAR, WR",$75 ,1
"James Cook III BUF, RB",$67 ,1
"Josh Allen BUF, QB",$54 ,
"Michael Pittman Jr. PIT, WR",$12 ,
"Sam LaPorta DET, TE",$16 ,
"Jaylen Warren PIT, RB",$17 ,
"Matthew Golden GB, WR",$6 ,
"Jakobi Meyers JAX, WR",$2 ,
"Isaiah Likely NYG, TE",$5 ,
"Wan'Dale Robinson TEN, WR",$9 ,
"Cameron Dicker LAC, K",$2 ,
"Alec Pierce IND, WR",$13 ,
"Blake Corum LAR, RB",$17 ,
"Broncos D/ST DEN, D/ST",$3 ,
"Dylan Sampson CLE, RB",$1 ,
