player,actual_salary,is_keeper
"Josh Jacobs GB, RB",$47 ,
"D'Andre Swift Chi, RB",$32 ,
"DeVonta Smith Phi, WR",$40 ,
"Mark Andrews Bal, TE",$28 ,
"Austin Ekeler Wsh, RB",$7 ,
"Jordan Addison Min, WR",$5 ,
"Ka'imi Fairbairn Hou, K",$2 ,
"Curtis Samuel Buf, WR",$2 ,
"Lions D/ST Det, D/ST",$1 ,
"Antonio Gibson NE, RB",$1 ,
"Darnell Mooney Atl, WR",$1 ,
"Justin Herbert LAC, QB",$1 ,
,,
PLAYER,OFFER AMOUNT,
"George Pickens Pit, WR",$12 ,1
"Brandon Aiyuk SF, WR",$24 ,1
"Christian McCaffrey SF, RB",$108 ,
"Alvin Kamara NO, RB",$46 ,
"Travis Kelce KC, TE",$46 ,
"Jalen Hurts Phi, QB",$27 ,
"Zack Moss Cin, RB",$14 ,
"Jakobi Meyers LV, WR",$3 ,
"Jerome Ford Cle, RB",$14 ,
"T.J. Hockenson Min, TE",$1 ,
"Xavier Legette Car, WR",$1 ,
"MarShawn Lloyd GB, RB",$1 ,
"Jaleel McLaughlin Den, RB",$1 ,
"Eagles D/ST Phi, D/ST",$1 ,
"Matt Gay Ind, K",$1 ,
,,
PLAYER,OFFER AMOUNT,
"James Conner Ari, RB",$48 ,1
"Garrett Wilson NYJ, WR",$34 ,1
"Saquon Barkley Phi, RB",$97 ,
"Jaylen Wright Mia, RB",$1 ,
"Davante Adams LV, WR",$39 ,
"Trey Benson Ari, RB",$9 ,
"Stefon Diggs Hou, WR",$37 ,
"Cameron Dicker LAC, K",$1 ,
"Evan Engram Jax, TE",$9 ,
"Diontae Johnson Car, WR",$8 ,
"Aaron Rodgers NYJ, QB",$3 ,
"Jayden Reed GB, WR",$8 ,
"Jonathon Brooks Car, RB",$3 ,
"Dolphins D/ST Mia, D/ST",$1 ,
"Adam Thielen Car, WR",$2 ,
,,
PLAYER,OFFER AMOUNT,
"Travis Etienne Jr. Jax, RB",$79 ,1
"Kenneth Walker III Sea, RB",$42 ,1
"Rashee Rice KC, WR",$26 ,
"Joe Mixon Hou, RB",$52 ,
"Jaxon Smith-Njigba Sea, WR",$17 ,
"Chris Godwin TB, WR",$10 ,
"Kyler Murray Ari, QB",$13 ,
"Tee Higgins Cin, WR",$40 ,
"Jake Ferguson Dal, TE",$8 ,
"Browns D/ST Cle, D/ST",$3 ,
"Younghoe Koo Atl, K",$2 ,
"Zach Charbonnet Sea, RB",$3 ,
"Jerry Jeudy Cle, WR",$3 ,
"Miles Sanders Car, RB",$1 ,
"Khalil Herbert Chi, RB",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Sam LaPorta Det, TE",$11 ,1
"Michael Pittman Jr. Ind, WR",$20 ,1
"Tyreek Hill Mia, WR",$104 ,
"Patrick Mahomes KC, QB",$33 ,
"Derrick Henry Bal, RB",$78 ,
"Ezekiel Elliott Dal, RB",$8 ,
"Xavier Worthy KC, WR",$26 ,
"J.K. Dobbins LAC, RB",$7 ,
"Marquise Brown KC, WR",$2 ,
"Justice Hill Bal, RB",$4 ,
"Brian Thomas Jr. Jax, WR",$3 ,
"Greg Zuerlein NYJ, K",$1 ,
"Bears D/ST Chi, D/ST",$1 ,
"Rashid Shaheed NO, WR",$1 ,
"Brandin Cooks Dal, WR",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Tyjae Spears Ten, RB",$25 ,
"Jonathan Taylor Ind, RB",$102 ,
"David Montgomery Det, RB",$37 ,
"C.J. Stroud Hou, QB",$21 ,
"Deebo Samuel Sr. SF, WR",$55 ,
"Keenan Allen Chi, WR",$19 ,
"Christian Kirk Jax, WR",$11 ,
"Kyle Pitts Atl, TE",$10 ,
"Courtland Sutton Den, WR",$4 ,
"Steelers D/ST Pit, D/ST",$2 ,
"Gus Edwards LAC, RB",$7 ,
"Joshua Palmer LAC, WR",$2 ,
"Mike Williams NYJ, WR",$1 ,
"Jake Moody SF, K",$1 ,
"Cole Kmet Chi, TE",$2 ,
,,
PLAYER,OFFER AMOUNT,
"Breece Hall NYJ, RB",$44 ,1
"Dalton Kincaid Buf, TE",$15 ,1
"Lamar Jackson Bal, QB",$39 ,
"Mike Evans TB, WR",$44 ,
"Harrison Butker KC, K",$2 ,
"Zay Flowers Bal, WR",$25 ,
"Joe Burrow Cin, QB",$17 ,
"Calvin Ridley Ten, WR",$28 ,
"Keon Coleman Buf, WR",$11 ,
"Javonte Williams Den, RB",$17 ,
"Nick Chubb Cle, RB",$10 ,
"Blake Corum LAR, RB",$9 ,
"Jaylen Warren Pit, RB",$11 ,
"Tyler Lockett Sea, WR",$2 ,
"Cowboys D/ST Dal, D/ST",$3 ,
