player,actual_salary,is_keeper
"Omarion Hampton LAC, RB",$63 ,1
"Jaxon Smith-Njigba SEA, WR",$55 ,1
"Justin Herbert LAC, QB",$41 ,
"Kenneth Walker III KC, RB",$57 ,
"Josh Jacobs GB, RB",$35 ,
"Zay Flowers BAL, WR",$37 ,
"Travis Kelce KC, TE",$2 ,
"Romeo Doubs NE, WR",$1 ,
"Jacoby Brissett ARI, QB",$2 ,
"Ravens D/ST BAL, D/ST",$2 ,
"Kirk Cousins LV, QB",$1 ,
"Cam Little JAX, K",$1 ,
"Chris Rodriguez Jr. JAX, RB",$1 ,
"Stefon Diggs WSH, WR",$1 ,
"Aaron Rodgers PIT, QB",$1 ,
,,
Player,OFFER AMOUNT,
"Caleb Williams CHI, QB",$21 ,1
"Travis Etienne Jr. NO, RB",$14 ,1
"James Cook III BUF, RB",$80 ,
"Amon-Ra St. Brown DET, WR",$78 ,
"George Pickens DAL, WR",$26 ,
"Ladd McConkey LAC, WR",$23 ,
"Jared Goff DET, QB",$30 ,
"Kyle Pitts Sr. ATL, TE",$9 ,
"Rhamondre Stevenson NE, RB",$6 ,
"Chuba Hubbard CAR, RB",$4 ,
"Matthew Golden GB, WR",$4 ,
"Khalil Shakir BUF, WR",$2 ,
"T.J. Hockenson MIN, TE",$1 ,
"Eagles D/ST PHI, D/ST",$1 ,
"Harrison Butker KC, K",$1 ,
,,
Player,OFFER AMOUNT,
"Patrick Mahomes KC, QB",$11 ,1
"Joe Burrow CIN, QB",$10 ,1
"Drake London ATL, WR",$60 ,
"Saquon Barkley PHI, RB",$59 ,
"Derrick Henry BAL, RB",$63 ,
"Tetairoa McMillan CAR, WR",$24 ,
"A.J. Brown NE, WR",$40 ,
"Bucky Irving TB, RB",$20 ,
"Dallas Goedert PHI, TE",$2 ,
"Brian Thomas Jr. JAX, WR",$4 ,
"Caleb Douglas MIA, WR",$2 ,
"RJ Harvey DEN, RB",$2 ,
"Tyler Loop BAL, K",$1 ,
"De'Zhaun Stribling SF, WR",$1 ,
"Saints D/ST NO, D/ST",$1 ,
,,
,,
Player,OFFER AMOUNT,
"Javonte Williams DAL, RB",$14 ,1
"Brock Bowers LV, TE",$26 ,1
"Dak Prescott DAL, QB",$45 ,
"Jalen Hurts PHI, QB",$77 ,
"Luther Burden III CHI, WR",$20 ,
"Jadarian Price SEA, RB",$8 ,
"Jaylen Waddle DEN, WR",$18 ,
"TreVeyon Henderson NE, RB",$9 ,
"DJ Moore BUF, WR",$12 ,
"Mike Evans SF, WR",$11 ,
"Tony Pollard TEN, RB",$4 ,
"Texans D/ST HOU, D/ST",$2 ,
"Jordan Love GB, QB",$23 ,
"J.K. Dobbins DEN, RB",$3 ,
"Brandon Aubrey DAL, K",$28 ,
,,
Player,OFFER AMOUNT,
"Quinshon Judkins CLE, RB",$12 ,1
"Tucker Kraft GB, TE",$0 ,1
"Puka Nacua LAR, WR",$94 ,
"Justin Jefferson MIN, WR",$76 ,
"Brock Purdy SF, QB",$36 ,
"Kyler Murray MIN, QB",$34 ,
"Bhayshul Tuten JAX, RB",$20 ,
"Cam Skattebo NYG, RB",$18 ,
"Jayden Reed GB, WR",$2 ,
"Seahawks D/ST SEA, D/ST",$3 ,
"Jason Myers SEA, K",$1 ,
"Makai Lemon PHI, WR",$1 ,
"Zach Charbonnet SEA, RB",$1 ,
"Samaje Perine CIN, RB",$1 ,
"Tyjae Spears TEN, RB",$1 ,
,,
,,
Player,OFFER AMOUNT,
"Lamar Jackson BAL, QB",$83 ,1
"CeeDee Lamb DAL, WR",$71 ,
"Kyren Williams LAR, RB",$36 ,
"D'Andre Swift CHI, RB",$13 ,
"Davante Adams LAR, WR",$19 ,
"David Montgomery HOU, RB",$14 ,
"Jaylen Warren PIT, RB",$8 ,
"Courtland Sutton DEN, WR",$9 ,
"Michael Wilson ARI, WR",$4 ,
"Chris Godwin Jr. TB, WR",$1 ,
"Sam Darnold SEA, QB",$10 ,
"Isaiah Likely NYG, TE",$4 ,
"Broncos D/ST DEN, D/ST",$3 ,
"Ka'imi Fairbairn HOU, K",$3 ,
"Mike Washington Jr. LV, RB",$22 ,
,,
Player,OFFER AMOUNT,
"Josh Allen BUF, QB",$109 ,
"Jayden Daniels WSH, QB",$100 ,
"Ashton Jeanty LV, RB",$47 ,
"Garrett Wilson NYJ, WR",$33 ,
"Quentin Johnston LAC, WR",$1 ,
"Dalton Kincaid BUF, TE",$1 ,
"Jordan Mason MIN, RB",$1 ,
"Woody Marks HOU, RB",$1 ,
"Jalen Coker CAR, WR",$1 ,
"Rashid Shaheed SEA, WR",$1 ,
"Alvin Kamara NO, RB",$1 ,
"Lions D/ST DET, D/ST",$1 ,
"Geno Smith NYJ, QB",$1 ,
"Will Reichard MIN, K",$1 ,
"Brian Robinson Jr. ATL, RB",$1 ,
,,
Player,OFFER AMOUNT,
"Chase Brown CIN, RB",$38 ,1
"Jaxson Dart NYG, QB",$10 ,1
"Jahmyr Gibbs DET, RB",$111 ,
"Breece Hall NYJ, RB",$37 ,
"Malik Nabers NYG, WR",$41 ,
"Tyler Warren IND, TE",$12 ,
"Tee Higgins CIN, WR",$15 ,
"Marvin Harrison Jr. ARI, WR",$5 ,
"Daniel Jones IND, QB",$6 ,
"Bryce Young CAR, QB",$4 ,
"Kyle Monangai CHI, RB",$3 ,
"Mark Andrews BAL, TE",$3 ,
"Deebo Samuel Sr. SF, WR",$3 ,
"Rams D/ST LAR, D/ST",$1 ,
"Harrison Mevis LAR, K",$2 ,
,,
Player,OFFER AMOUNT,
"DeVonta Smith PHI, WR",$24 ,1
"Jonathan Taylor IND, RB",$95 ,
"Christian McCaffrey SF, RB",$92 ,
"C.J. Stroud HOU, QB",$11 ,
"Baker Mayfield TB, QB",$22 ,
"Terry McLaurin WSH, WR",$19 ,
"Jameson Williams DET, WR",$14 ,
"Carnell Tate TEN, WR",$6 ,
"Rico Dowdle PIT, RB",$5 ,
"George Kittle SF, TE",$5 ,
"Jakobi Meyers JAX, WR",$1 ,
"Wan'Dale Robinson TEN, WR",$2 ,
"Jordan Addison MIN, WR",$2 ,
"Steelers D/ST PIT, D/ST",$1 ,
"Eddy Pineiro SF, K",$1 ,
