player,actual_salary,is_keeper
PLAYER,OFFER AMOUNT,
"Justin Jefferson Min, WR",$66 ,1
"Deebo Samuel SF, WR",$12 ,1
"Tyreek Hill Mia, WR",$54 ,
"Justin Herbert LAC, QB",$49 ,
"J.K. Dobbins Bal, RB",$35 ,
"George Kittle SF, TE",$18 ,
"Derek Carr LV, QB",$21 ,
"Chase Edmonds Mia, RB",$13 ,
"Tony Pollard Dal, RB",$6 ,
"Chase Claypool Pit, WR",$3 ,
"Kadarius Toney NYG, WR",$4 ,
"Mac Jones NE, QB",$6 ,
"Chris Olave NO, WR",$10 ,
"Bengals D/ST Cin, D/ST",$1 ,
"Tyler Bass Buf, K",,
,,
PLAYER,OFFER AMOUNT,
"Michael Pittman Jr. Ind, WR",$13 ,1
"Christian McCaffrey Car, RB",$50 ,1
"Kyle Pitts Atl, TE",$45 ,
"Aaron Rodgers GB, QB",$47 ,
"Brandin Cooks Hou, WR",$19 ,
"Amon-Ra St. Brown Det, WR",$36 ,
"Elijah Mitchell SF, RB",$24 ,
"Dameon Pierce Hou, RB",$22 ,
"Robert Woods Ten, WR",$6 ,
"Rashaad Penny Sea, RB",$17 ,
"Allen Lazard GB, WR",$12 ,
"Wil Lutz NO, K",$1 ,
"Kenneth Walker III Sea, RB",$3 ,
"Marcus Mariota Atl, QB",$4 ,
"Chargers D/ST LAC, D/ST",,
,,
PLAYER,OFFER AMOUNT,
"Najee Harris Pit, RB",$79 ,1
"Cooper Kupp LAR, WR",$42 ,1
"Saquon Barkley NYG, RB",$59 ,
"Trey Lance SF, QB",$31 ,
"Kirk Cousins Min, QB",$21 ,
"Gabe Davis Buf, WR",$14 ,
"Rashod Bateman Bal, WR",$11 ,
"Drake London Atl, WR",$8 ,
"Cole Kmet Chi, TE",$1 ,
"Daniel Jones NYG, QB",$8 ,
"Pat Freiermuth Pit, TE",$2 ,
"Brian Robinson Wsh, RB",$3 ,
"Harrison Butker KC, K",$7 ,
"Darrell Henderson Jr. LAR, RB",$3 ,
"Saints D/ST NO, D/ST",,
,,
PLAYER,OFFER AMOUNT,
"Tee Higgins Cin, WR",$32 ,1
"Derrick Henry Ten, RB",$99 ,
"Stefon Diggs Buf, WR",$79 ,
"Justin Tucker Bal, K",$3 ,
"Jerry Jeudy Den, WR",$30 ,
"Matt Ryan Ind, QB",$8 ,
"Justin Fields Chi, QB",$20 ,
"Baker Mayfield Car, QB",$5 ,
"David Njoku Cle, TE",$4 ,
"Antonio Gibson Wsh, RB",$14 ,
"Ravens D/ST Bal, D/ST",$2 ,
"Noah Fant Sea, TE",$1 ,
"Treylon Burks Ten, WR",$1 ,
"Rachaad White TB, RB",$1 ,
"Tyler Allgeier Atl, RB",,
,,
PLAYER,OFFER AMOUNT,
"Dalvin Cook Min, RB",$84 ,
"Aaron Jones GB, RB",$73 ,
"Kyler Murray Ari, QB",$49 ,
"Tom Brady TB, QB",$26 ,
"Adam Thielen Min, WR",$20 ,
"Allen Robinson II LAR, WR",$18 ,
"Devin Singletary Buf, RB",$19 ,
"Brandon Aiyuk SF, WR",$3 ,
"Matt Gay LAR, K",$2 ,
"Cowboys D/ST Dal, D/ST",$1 ,
"Dawson Knox Buf, TE",$1 ,
"Alexander Mattison Min, RB",$1 ,
"Davis Mills Hou, QB",$1 ,
"A.J. Green Ari, WR",$1 ,
"Michael Gallup Dal, WR",,
,,
PLAYER,OFFER AMOUNT,
"Ja'Marr Chase Cin, WR",$16 ,1
"Javonte Williams Den, RB",$26 ,1
"Mike Evans TB, WR",$51 ,
"Kareem Hunt Cle, RB",$6 ,
"A.J. Brown Phi, WR",$42 ,
"Joe Burrow Cin, QB",$30 ,
"Dak Prescott Dal, QB",$29 ,
"Hunter Renfrow LV, WR",$14 ,
"Clyde Edwards-Helaire KC, RB",$19 ,
"JuJu Smith-Schuster KC, WR",$15 ,
"Dalton Schultz Dal, TE",$10 ,
"T.J. Hockenson Det, TE",$17 ,
"Damien Harris NE, RB",$17 ,
"Packers D/ST GB, D/ST",$1 ,
"Daniel Carlson LV, K",$2 ,
,,
PLAYER,OFFER AMOUNT,
"Josh Allen Buf, QB",$48 ,1
"Jalen Hurts Phi, QB",$11 ,1
"Alvin Kamara NO, RB",$82 ,
"Chris Godwin TB, WR",$26 ,
"Marquise Brown Ari, WR",$15 ,
"Michael Thomas NO, WR",$23 ,
"Josh Jacobs LV, RB",$53 ,
"Cordarrelle Patterson Atl, RB",$10 ,
"Hunter Henry NE, TE",$1 ,
"Bills D/ST Buf, D/ST",$4 ,
"Marvin Jones Jr. Jax, WR",$3 ,
"Irv Smith Jr. Min, TE",$1 ,
"Melvin Gordon III Den, RB",$3 ,
"Marquez Valdes-Scantling KC, WR",$1 ,
"Matt Prater Ari, K",,
,,
PLAYER,OFFER AMOUNT,
"Joe Mixon Cin, RB",$80 ,1
"AJ Dillon GB, RB",$11 ,1
"Ezekiel Elliott Dal, RB",$42 ,
"Terry McLaurin Wsh, WR",$33 ,
"DJ Moore Car, WR",$39 ,
"Diontae Johnson Pit, WR",$23 ,
"Jameis Winston NO, QB",$5 ,
"Ryan Tannehill Ten, QB",$2 ,
"Miles Sanders Phi, RB",$22 ,
"DeAndre Hopkins Ari, WR",$9 ,
"Zach Ertz Ari, TE",$6 ,
"Trevor Lawrence Jax, QB",$9 ,
"James Robinson Jax, RB",$3 ,
"49ers D/ST SF, D/ST",$3 ,
"Evan McPherson Cin, K",,
