player,actual_salary,is_keeper
"Eagles D/ST Phi, D/ST",$1 ,
"Larry Fitzgerald Ari, WR",$1 ,
"Latavius Murray NO, RB",$10 ,
"Albert Wilson Mia, WR",$1 ,
PLAYER,OFFER AMOUNT,
"David Johnson Ari, RB",$83 ,
"Devonta Freeman Atl, RB",$50 ,
"Amari Cooper Dal, WR",$51 ,
"Drew Brees NO, QB",$10 ,
"T.Y. Hilton Ind, WR",$22 ,
"Mark Ingram II Bal, RB",$33 ,
"Evan Engram NYG, TE",$10 ,
"Ben Roethlisberger Pit, QB",$10 ,
"Greg Olsen Sea, TE",$2 ,
"Philip Rivers LAC, QB",$8 ,
"Dante Pettis SF, WR",$1 ,
"Jamison Crowder NYJ, WR",$2 ,
"Jordan Howard Phi, RB",$1 ,
"Wil Lutz NO, K",$3 ,
"Browns D/ST Cle, D/ST",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Alvin Kamara NO, RB",$112 ,
"Patrick Mahomes KC, QB",$43 ,
"Duke Johnson Hou, RB",$21 ,
"Chris Godwin TB, WR",$22 ,
"Phillip Lindsay Den, RB",$16 ,
"A.J. Green Cin, WR",$14 ,
"Calvin Ridley Atl, WR",$15 ,
"Jaguars D/ST Jax, D/ST",$3 ,
"Bills D/ST Buf, D/ST",$2 ,
"Jared Cook NO, TE",$7 ,
"Jarvis Landry Cle, WR",$4 ,
"Emmanuel Sanders SF, WR",$13 ,
"Matt Breida SF, RB",$10 ,
"Justin Tucker Bal, K",$10 ,
"Kareem Hunt Cle, RB",$4 ,
,,
PLAYER,OFFER AMOUNT,
"Greg Zuerlein LAR, K",$1 ,
"Todd Gurley II LAR, RB",$69 ,
"Nick Chubb Cle, RB",$72 ,
"Tyreek Hill KC, WR",$80 ,
"Robert Woods LAR, WR",$26 ,
"Dak Prescott Dal, QB",$8 ,
"Sony Michel NE, RB",$17 ,
"Jared Goff LAR, QB",$16 ,
"Vance McDonald Pit, TE",$2 ,
"Matthew Stafford Det, QB",$1 ,
"Michael Gallup Dal, WR",$1 ,
"Darrell Henderson Jr. LAR, RB",$1 ,
"Malcolm Brown LAR, RB",$1 ,
"Dontrell Hilliard Cle, RB",$4 ,
"Cowboys D/ST Dal, D/ST",$1 ,
PLAYER,OFFER AMOUNT,
"Joe Mixon Cin, RB",$67 ,
"Antonio Brown FA, WR",$62 ,
"Cooper Kupp LAR, WR",$28 ,
"Julian Edelman NE, WR",$34 ,
"Baker Mayfield Cle, QB",$16 ,
"Tom Brady NE, QB",$6 ,
"DJ Moore Car, WR",$10 ,
"Mike Williams LAC, WR",$18 ,
"Kyler Murray Ari, QB",$9 ,
"Tevin Coleman SF, RB",$11 ,
"Miles Sanders Phi, RB",$18 ,
"Hunter Henry LAC, TE",$6 ,
"Broncos D/ST Den, D/ST",$3 ,
"Mitchell Trubisky Chi, QB",$3 ,
"Matt Bryant FA, K",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Leonard Fournette Jax, RB",$74 ,
"George Kittle SF, TE",$46 ,
"David Montgomery Chi, RB",$47 ,
"Josh Gordon Sea, WR",$21 ,
"Derrick Henry Ten, RB",$28 ,
"Kenny Golladay Det, WR",$25 ,
"Alshon Jeffery Phi, WR",$13 ,
"Devin Singletary Buf, RB",$17 ,
"Josh Allen Buf, QB",$15 ,
"Jimmy Garoppolo SF, QB",$9 ,
"Ka'imi Fairbairn Hou, K",$1 ,
"Titans D/ST Ten, D/ST",$1 ,
"DK Metcalf Sea, WR",$1 ,
"Jimmy Graham GB, TE",$1 ,
"Giovani Bernard Cin, RB",$1 ,
,,
PLAYER,OFFER AMOUNT,
"Davante Adams GB, WR",$80 ,
"Keenan Allen LAC, WR",$53 ,
"Aaron Jones GB, RB",$51 ,
"Chris Carson Sea, RB",$40 ,
"James White NE, RB",$22 ,
"Robby Anderson NYJ, WR",$9 ,
"O.J. Howard TB, TE",$12 ,
"Jameis Winston TB, QB",$9 ,
"Vikings D/ST Min, D/ST",$2 ,
"Kirk Cousins Min, QB",$1 ,
"Will Fuller V Hou, WR",$7 ,
"Sam Darnold NYJ, QB",$2 ,
"LeSean McCoy KC, RB",$1 ,
"Nick Foles Jax, QB",$6 ,
"Robbie Gould SF, K",$1 ,
