league,method,match_rank,player,season_template,template_distance,template_sample_prob,historical_pred_fp_per_game,played_games
beta,three_year_w050_wr,8,Cooper Kupp,2019,0.6687355642115483,0.018647312421158618,11.442291050608773,15.0
beta,three_year_w050_wr,9,Stefon Diggs,2017,0.6839731929273094,0.016025332649569814,11.823189665647813,13.0
beta,three_year_w050_wr,10,Percy Harvin,2011,0.687774567246946,0.011230766496749431,11.84375,15.0
beta,three_year_w050_wr,11,Diontae Johnson,2021,0.6996032213144483,0.019464097034489817,12.792722752163899,14.0
beta,three_year_w050_wr,12,Ty Hilton,2014,0.701178601312764,0.012943040974954032,13.54375,14.0
beta,both_w025_wr,1,Zay Flowers,2025,0.45692930802076054,0.05000000000000002,11.285747111762042,15.0
beta,both_w025_wr,2,Keenan Allen,2015,0.5317731623025435,0.023397293797123683,13.1525,8.0
beta,both_w025_wr,3,Gabriel Davis,2022,0.6945350199994234,0.023475807722140408,11.635011971204257,14.0
beta,both_w025_wr,4,Juju Smith Schuster,2020,0.71625637276582,0.019865998103661724,12.182249060212655,15.0
beta,both_w025_wr,5,Terrelle Pryor,2017,0.7162629704281541,0.016704986998075568,11.688733230279823,8.0
beta,both_w025_wr,6,Jerry Jeudy,2022,0.7195733089916522,0.022125441915664207,11.369407888708215,13.0
beta,both_w025_wr,7,Jordan Matthews,2016,0.725927169679489,0.01541341378094444,11.6875,14.0
beta,both_w025_wr,8,Kenny Golladay,2019,0.733577973460668,0.01800461865197715,11.908842647033422,15.0
beta,both_w025_wr,9,Percy Harvin,2011,0.7340709655439986,0.011329154371493965,11.84375,15.0
beta,both_w025_wr,10,Desean Jackson,2011,0.7417971574637809,0.011127100454419265,12.725,14.0
beta,both_w025_wr,11,Terry Mclaurin,2022,0.7483798753328987,0.02068676993075919,12.000697580472266,15.0
beta,both_w025_wr,12,Cooper Kupp,2019,0.7509332301867425,0.017292925450328813,11.442291050608773,15.0
beta,both_w050_wr,1,Zay Flowers,2025,0.608688520663923,0.0475598022114789,11.285747111762042,15.0
beta,both_w050_wr,2,Keenan Allen,2015,0.6291031976358803,0.025365663003166075,13.1525,8.0
beta,both_w050_wr,3,Jordan Matthews,2016,0.7442195965671465,0.0203162423730339,11.6875,14.0
beta,both_w050_wr,4,Juju Smith Schuster,2020,0.7519793917242426,0.025131673035186146,12.182249060212655,15.0
beta,both_w050_wr,5,Terry Mclaurin,2022,0.7768570746183372,0.026611286702761028,12.000697580472266,15.0
beta,both_w050_wr,6,Desean Jackson,2011,0.7791704452322186,0.014021133112876427,12.725,14.0
beta,both_w050_wr,7,Jarvis Landry,2017,0.8224013162473732,0.017952989113871685,11.811151361356327,15.0
beta,both_w050_wr,8,Greg Jennings,2008,0.8662654999438647,0.009675548970294373,13.7375,15.0
beta,both_w050_wr,9,Percy Harvin,2011,0.8868020655702189,0.010998983200738477,11.84375,15.0
beta,both_w050_wr,10,Jerry Jeudy,2022,0.8880017270703822,0.02070909683912253,11.369407888708215,13.0
beta,both_w050_wr,11,Ty Hilton,2014,0.955300230311563,0.011305793978838227,13.54375,14.0
beta,both_w050_wr,12,Jerry Jeudy,2023,0.9629162594537208,0.018716880451556565,10.630128937512282,14.0
beta,full_w025_wr,1,Zay Flowers,2025,0.45692930802076054,0.05,11.285747111762042,15.0
beta,full_w025_wr,2,Keenan Allen,2015,0.5317731623025435,0.025896431069420987,13.1525,8.0
beta,full_w025_wr,3,Gabriel Davis,2022,0.6945350199994234,0.025810536372299995,11.635011971204257,14.0
beta,full_w025_wr,4,Jerry Jeudy,2022,0.7195733089916522,0.024295784784288805,11.369407888708215,13.0
beta,full_w025_wr,5,Jordan Matthews,2016,0.725927169679489,0.016919879875379195,11.6875,14.0
beta,full_w025_wr,6,Kenny Golladay,2019,0.733577973460668,0.019756540280944555,11.908842647033422,15.0
beta,full_w025_wr,7,Percy Harvin,2011,0.7340709655439986,0.012431207860225458,11.84375,15.0
beta,full_w025_wr,8,Cooper Kupp,2019,0.7509332301867425,0.018958209634386835,11.442291050608773,15.0
beta,full_w025_wr,9,Chris Godwin,2019,0.7548628669160139,0.018782879581636214,11.510304758180384,14.0
beta,full_w025_wr,10,Stefon Diggs,2017,0.7598063320320856,0.016539617293358278,11.823189665647813,13.0
beta,full_w025_wr,11,Diontae Johnson,2021,0.7761642520741895,0.02005388231160331,12.792722752163899,14.0
beta,full_w025_wr,12,Jeremy Maclin,2011,0.7823649895898999,0.011093221479021555,12.40625,12.0
beta,full_w050_wr,1,Zay Flowers,2025,0.608688520663923,0.05000000000000002,11.285747111762042,15.0
beta,full_w050_wr,2,Keenan Allen,2015,0.6291031976358803,0.028865454654537277,13.1525,8.0
beta,full_w050_wr,3,Jordan Matthews,2016,0.7442195965671465,0.02298203176791502,11.6875,14.0
beta,full_w050_wr,4,Juju Smith Schuster,2020,0.8353127250575759,0.02332138093655837,12.182249060212655,15.0
beta,full_w050_wr,5,Terry Mclaurin,2022,0.8601904079516706,0.024717740452556824,12.000697580472266,15.0
beta,full_w050_wr,6,Desean Jackson,2011,0.8625037785655519,0.013024620143702453,12.725,14.0
beta,full_w050_wr,7,Percy Harvin,2011,0.8868020655702189,0.01232529650815663,11.84375,15.0
beta,full_w050_wr,8,Jerry Jeudy,2022,0.8880017270703822,0.023204226922299204,11.369407888708215,13.0
beta,full_w050_wr,9,Jarvis Landry,2017,0.9057346495807066,0.01670621247767792,11.811151361356327,15.0
beta,full_w050_wr,10,Torrey Smith,2013,0.9676357945400662,0.011582937150912286,13.525,15.0
beta,full_w050_wr,11,Gabriel Davis,2022,0.9879008035982406,0.018660094451124494,11.635011971204257,14.0
beta,full_w050_wr,12,Cooper Kupp,2019,0.994386439158198,0.015478826209215021,11.442291050608773,15.0
