"Luke Willson, TE OAK Note",59.80%,1.7,5.50%,7,17
"Delanie Walker, TE TEN Note",59.10%,2.4,5.40%,3,73
"Eric Ebron, TE IND Note",59.10%,1.2,5.40%,5,108
"Charles Clay, TE ARI Note",58%,2,5.30%,5,33
"George Kittle, TE SF Note",56.80%,2.6,5.10%,10,136
"Maxx Williams, TE ARI Note",56.70%,1.6,5.10%,2,18
"Vernon Davis, TE WAS Note",56.40%,1.4,5.10%,10,44
"Dwayne Allen, TE MIA Note",55.80%,1.2,5%,3,18
"Zach Ertz, TE PHI Note",55.10%,2.1,4.90%,10,139
"Marcedes Lewis, TE GB Note",54.90%,1.4,4.90%,5,9
"Dallas Goedert, TE PHI Note",53%,1,4.60%,17,62
"Travis Kelce, TE KC Note",52.30%,1,4.50%,6,173
"Kahale Warring, TE HOU Note",52.20%,1,4.50%,0,26
"Benjamin Watson, TE NE Note",52.10%,1.3,4.50%,4,41
"Mark Andrews, TE BAL Note",51.30%,1.5,4.40%,22,87
"Caleb Wilson, TE ARI Note",51.30%,1.6,4.40%,0,7
"Greg Olsen, TE CAR Note",51.10%,2.3,4.40%,7,66
"Hunter Henry, TE LAC Note",51%,1.2,4.40%,1,119
"Trey Burton, TE CHI Note",50.90%,1.7,4.30%,13,94
"Jared Cook, TE NO Note",50.40%,1.2,4.30%,10,108
"Kyle Rudolph, TE MIN Note",49.80%,0.7,4.20%,4,86
"Jimmy Graham, TE GB Note",48%,1,4%,19,84
"Virgil Green, TE LAC Note",47.90%,0.7,4%,9,19
"Hayden Hurst, TE BAL Note",47.90%,1.1,4%,3,52
"David Njoku, TE CLE Note",46.70%,1,3.90%,32,102
"Mike Gesicki, TE MIA Note",45%,0.8,3.70%,21,68
"Austin Hooper, TE ATL Note",44.80%,0.5,3.60%,25,91
"Jason Witten, TE DAL Note",44%,1.7,3.60%,127,68
"Jack Doyle, TE IND Note",43.80%,0.6,3.50%,5,69
"Ed Dickson, TE SEA Note",43.20%,1,3.50%,15,16
"T.J. Hockenson, TE DET Note",39.80%,0.2,3.10%,5,77
"Noah Fant, TE DEN Note",36.40%,0,2.80%,5,71
"Cameron Brate, TE TB Note",35.50%,0.3,2.70%,48,44
"Jace Sternberger, TE GB Note",35.20%,0,2.70%,5,32
"Jesse James, TE DET Note",33.90%,0.5,2.50%,127,32
"Lance Kendricks, TE NE Note",33.90%,0.1,2.50%,127,7
"Irv Smith, TE MIN Note",33.40%,0,2.50%,5,31
"Foster Moreau, TE OAK Note",33.40%,0,2.50%,5,7
"Dawson Knox, TE BUF Note",32.60%,0.1,2.40%,5,23
