method,slice_type,slice_value,n_rows,rmse,mae,bias,spearman
qb_direct_total_lasso,window,2023-2025,121,3.7957587376213824,2.9762787040400402,0.4653980384603839,0.508359300907736
qb_component_sum_lasso,window,2023-2025,121,4.0268553491758095,3.1618585733455493,1.103935839766243,0.48344397778078835
qb_direct_total_random_forest,window,2023-2025,121,3.7291296241890968,2.9519764504017965,0.32931886832049917,0.5372036309443163
qb_component_sum_random_forest,window,2023-2025,121,3.9229418464002843,3.039642120509387,0.8084185729408662,0.51156347378404
qb_direct_total_lightgbm,window,2023-2025,121,3.776077556456994,3.03855622058889,0.2403740663967262,0.5163189269746645
qb_component_sum_lightgbm,window,2023-2025,121,3.9619927884573074,3.0698881009592554,0.6908484572319044,0.4840265546673891
qb_direct_total_blend,window,2023-2025,121,3.7400687993369677,2.9595347387371835,0.34503032439253656,0.5284040102967077
qb_component_sum_blend,window,2023-2025,121,3.9134602748431995,3.0356055856473234,0.8677342899796714,0.5077699498712911
qb_component_sum_plus_prior_other,window,2023-2025,121,3.843227509587454,3.001550732634185,0.4554422670328344,0.5077902723208236
expert_direct_team_game,season,2017,37,6.875890427671125,4.750837831366589,-2.702646868327844,0.47605500237079174
expert_component_sum,season,2017,37,6.904328270471949,4.771123530897389,-2.7086480694125235,0.4646752015173068
expert_component_sum_plus_prior_other,season,2017,37,7.085406597875254,4.8288938873236535,-3.1416575489235266,0.4646752015173068
expert_recalibrated,season,2017,37,3.9905693741386536,3.2332755069759678,-0.18249757423347637,0.47605500237079174
conditional_ppg_primary_blend,season,2017,37,3.9192244818580018,3.0786934324354727,-0.0888989954479761,0.5296348980559505
qb_direct_total_lasso,season,2017,37,3.7799122309077524,2.8942208654826107,0.1017670202651771,0.5182550972024655
qb_component_sum_lasso,season,2017,37,3.819171014424794,3.051357915484466,0.4350315866190125,0.5220483641536273
qb_direct_total_random_forest,season,2017,37,3.7788099999267564,3.084082050589866,0.5764771269640069,0.5490753911806543
qb_component_sum_random_forest,season,2017,37,3.8169677131303814,3.180617815564655,0.8301853900356982,0.5464675201517306
qb_direct_total_lightgbm,season,2017,37,3.681638804832435,3.090346318866194,0.8562737787511178,0.5589473070099774
qb_component_sum_lightgbm,season,2017,37,3.6902276595645436,3.0523600257573356,1.0968623580834178,0.5642484589853012
qb_direct_total_blend,season,2017,37,3.702875372525664,2.9915606917364475,0.5115059753267677,0.5495495495495495
qb_component_sum_blend,season,2017,37,3.7219109277623,3.0768387013547396,0.7873597782460425,0.5561877667140824
qb_component_sum_plus_prior_other,season,2017,37,3.6548939338933466,2.9212990202059967,0.3543502987350391,0.5561877667140824
expert_direct_team_game,season,2018,37,7.349278804233457,5.146571973187695,-3.8097243977902298,0.5395922238027501
expert_component_sum,season,2018,37,7.343459258174678,5.136871917034211,-3.834398238586554,0.5457562825983878
expert_component_sum_plus_prior_other,season,2018,37,7.578821297962208,5.303937239367154,-4.26787397213763,0.5457562825983878
expert_recalibrated,season,2018,37,4.410447633940717,3.4173001652951154,-1.614120010708485,0.5395922238027501
conditional_ppg_primary_blend,season,2018,37,4.281075660034988,3.0574861603358423,-1.4345807346455326,0.48719772403982925
qb_direct_total_lasso,season,2018,37,3.9753144643705225,2.9901794199230847,-0.9639911804262048,0.4805595068752963
qb_component_sum_lasso,season,2018,37,3.987502024988824,3.01197299489587,-0.8545142322590518,0.49928876244665715
qb_direct_total_random_forest,season,2018,37,3.7901064305127994,2.7550205574288342,-0.864844410067419,0.5564248458985301
qb_component_sum_random_forest,season,2018,37,3.6816787626678833,2.779960828055067,-0.3382536871224513,0.592460881934566
qb_direct_total_lightgbm,season,2018,37,3.794843510172895,2.775870083762114,-0.7702524669359196,0.5343764817449027
qb_component_sum_lightgbm,season,2018,37,3.7704047501479634,2.805480542738172,-0.1497174117933008,0.5289236605026079
qb_direct_total_blend,season,2018,37,3.8227419338839934,2.792234053121682,-0.8663626858098479,0.5459933617828354
qb_component_sum_blend,season,2018,37,3.7455599982019727,2.7836687856191933,-0.44749511039160117,0.5279753437648174
qb_component_sum_plus_prior_other,season,2018,37,3.8216589923989095,2.8236191286818877,-0.8809708439426777,0.5279753437648174
expert_direct_team_game,season,2019,37,7.158206122889688,4.747508838797905,-3.2314360925914714,0.5521574205784732
expert_component_sum,season,2019,37,7.141958799085885,4.7238135289564545,-3.271659710336336,0.5737316263632052
expert_component_sum_plus_prior_other,season,2019,37,7.350997412202989,4.792954910719894,-3.7058527664510335,0.5737316263632052
expert_recalibrated,season,2019,37,4.622764341344162,3.5171808122051593,-0.9465207970490118,0.5521574205784732
conditional_ppg_primary_blend,season,2019,37,4.250115733025814,3.418512022609498,-0.6044051153078456,0.5808440018966334
qb_direct_total_lasso,season,2019,37,4.780664556483209,3.5831219065647795,-0.661915925408521,0.5455192034139402
qb_component_sum_lasso,season,2019,37,4.671211179857521,3.610440731956125,-0.1972062550515589,0.5697012802275959
qb_direct_total_random_forest,season,2019,37,4.452234747590893,3.4641496679303385,-0.5026873501255493,0.5341394025604551
qb_component_sum_random_forest,season,2019,37,4.364949582627706,3.418472217151706,0.015973806446349853,0.5035561877667141
qb_direct_total_lightgbm,season,2019,37,4.54284723176661,3.4739501756687687,-0.6496560904491349,0.4938359412043622
qb_component_sum_lightgbm,season,2019,37,4.337652868809995,3.3935922752215575,0.18328023989488368,0.5490753911806543
qb_direct_total_blend,season,2019,37,4.544614142554663,3.489164602947686,-0.6047531219944017,0.5156472261735419
qb_component_sum_blend,season,2019,37,4.3792018329161415,3.44521320369236,0.0006825970965581244,0.5291607396870555
qb_component_sum_plus_prior_other,season,2019,37,4.400606724709151,3.406902025138116,-0.43351045901813934,0.5291607396870555
expert_direct_team_game,season,2020,37,7.097410249606289,5.291180432733121,-3.972088576391265,0.5903271692745375
expert_component_sum,season,2020,37,7.168573338813408,5.349552548519713,-4.070738643545828,0.5796586059743953
expert_component_sum_plus_prior_other,season,2020,37,7.419293607726582,5.57753263775265,-4.497597917529247,0.5796586059743953
expert_recalibrated,season,2020,37,5.362403817882932,4.161852542523486,-2.1993875605500426,0.5903271692745375
conditional_ppg_primary_blend,season,2020,37,4.856001639536559,3.703773556734144,-1.588316570821237,0.5832147937411095
qb_direct_total_lasso,season,2020,37,4.714581595229292,3.7203268326664296,-1.5854730459292774,0.6379800853485064
qb_component_sum_lasso,season,2020,37,4.51951578799417,3.614799484468942,-1.1574320204752016,0.6514935988620199
qb_direct_total_random_forest,season,2020,37,4.99686289341991,3.945822866462826,-1.8117110667644405,0.5509720246562352
qb_component_sum_random_forest,season,2020,37,4.52970923806306,3.5569110509133206,-1.2294415193678006,0.6137980085348506
qb_direct_total_lightgbm,season,2020,37,5.061385223101647,4.008705926116912,-1.6483018708040427,0.5116168800379327
qb_component_sum_lightgbm,season,2020,37,4.481852619019292,3.5405037152193324,-1.207531756830237,0.621384542437174
qb_direct_total_blend,season,2020,37,4.90458981468905,3.866273843190733,-1.68182866116592,0.5689900426742531
qb_component_sum_blend,season,2020,37,4.47150151260641,3.533038452687751,-1.1981350988910795,0.6450924608819345
qb_component_sum_plus_prior_other,season,2020,37,4.604281135413048,3.6667371797921993,-1.6249943728744995,0.6450924608819345
expert_direct_team_game,season,2021,35,4.898684552708169,3.7981459567156426,-0.9862334693132084,0.7487394957983193
expert_component_sum,season,2021,35,4.88429902301832,3.7947967472290647,-1.0301326345305362,0.7470588235294118
expert_component_sum_plus_prior_other,season,2021,35,4.989896990565854,3.8382548998928576,-1.4504717422015765,0.7470588235294118
expert_recalibrated,season,2021,35,3.6297607177149254,3.1658746199428767,0.30468756537502856,0.7487394957983193
conditional_ppg_primary_blend,season,2021,35,3.324617903885386,2.728179199115885,1.0470601496174754,0.7131652661064426
qb_direct_total_lasso,season,2021,35,3.221118521515999,2.734370640148292,1.0874180614762772,0.8033613445378153
qb_component_sum_lasso,season,2021,35,3.7624768287121584,3.1074575161686555,1.726593411767814,0.6621848739495799
qb_direct_total_random_forest,season,2021,35,3.3500053680855,2.7719441861306984,1.2240450334483066,0.6957983193277312
qb_component_sum_random_forest,season,2021,35,3.9580043869143737,3.1295770137560184,1.9928353213345449,0.6095238095238096
qb_direct_total_lightgbm,season,2021,35,3.442116232715426,2.9328675683463157,1.110484182221511,0.6924369747899161
qb_component_sum_lightgbm,season,2021,35,3.7745444011123572,3.008220711101863,1.7521193601070637,0.6221288515406164
qb_direct_total_blend,season,2021,35,3.303786303085443,2.769363256451626,1.140649092382031,0.7439775910364146
qb_component_sum_blend,season,2021,35,3.771030729878047,2.9846362898687575,1.8238493644031406,0.6442577030812324
qb_component_sum_plus_prior_other,season,2021,35,3.5866540539063734,2.9079420069807047,1.4035102567321003,0.6442577030812324
expert_direct_team_game,season,2022,39,6.5640105490087075,5.236095892384677,-2.455751861525598,0.5872469635627531
expert_component_sum,season,2022,39,6.576764400428129,5.252271797176679,-2.477904552917255,0.5868421052631579
expert_component_sum_plus_prior_other,season,2022,39,6.744705177733001,5.327017392875909,-2.8943443003844003,0.5868421052631579
expert_recalibrated,season,2022,39,4.187895382690569,3.4425845213676305,0.15432507277596003,0.5872469635627531
conditional_ppg_primary_blend,season,2022,39,3.844816082989058,3.3660889673072973,0.7045956765226459,0.6163967611336032
qb_direct_total_lasso,season,2022,39,4.201335326297378,3.686695719652321,1.079979772068222,0.48097165991902835
qb_component_sum_lasso,season,2022,39,4.142552341614613,3.6535067149271425,1.4364215025513873,0.5390688259109312
qb_direct_total_random_forest,season,2022,39,4.294073594099195,3.844884156160398,1.1239316810215092,0.5066801619433199
qb_component_sum_random_forest,season,2022,39,4.314995750512848,3.808464955404,1.6250732169358562,0.4961538461538462
qb_direct_total_lightgbm,season,2022,39,4.333038032080001,3.901902131350873,1.017894670613611,0.45991902834008097
qb_component_sum_lightgbm,season,2022,39,4.161853211543549,3.677294774833313,1.4885139952441744,0.5734817813765183
qb_direct_total_blend,season,2022,39,4.250722858449104,3.811160669054531,1.0739353745677813,0.48097165991902835
qb_component_sum_blend,season,2022,39,4.167027250108809,3.691690351904914,1.5166695715771392,0.5773279352226721
qb_component_sum_plus_prior_other,season,2022,39,4.034146152491568,3.5742329872346943,1.1002298241099946,0.5773279352226721
expert_direct_team_game,season,2023,36,6.013774057001703,4.747312416839184,-1.8097522976197533,0.5642213642213643
expert_component_sum,season,2023,36,6.02782959198758,4.747362432115988,-1.8025738505059519,0.5644787644787645
expert_component_sum_plus_prior_other,season,2023,36,6.163115681092516,4.838626922900176,-2.213264059034796,0.5644787644787645
expert_recalibrated,season,2023,36,4.01809940023816,3.0652806284792273,0.6128811368916439,0.5642213642213643
conditional_ppg_primary_blend,season,2023,36,3.655685223461186,2.82818183045144,0.7338786464711453,0.6316602316602318
qb_direct_total_lasso,season,2023,36,3.7962995454085284,2.8096371449755186,1.0414476578530416,0.5855855855855856
qb_component_sum_lasso,season,2023,36,4.2102313751821425,3.142381027229484,1.7659202070913105,0.5431145431145432
qb_direct_total_random_forest,season,2023,36,3.801265412626979,2.927119142553029,1.0115809698220188,0.5662805662805663
qb_component_sum_random_forest,season,2023,36,4.150223919201169,3.079181229745509,1.404574417952416,0.4797940797940798
qb_direct_total_lightgbm,season,2023,36,3.8117703649900307,3.048442304497603,0.8038584204852047,0.5284427284427285
qb_component_sum_lightgbm,season,2023,36,4.048606620921034,3.001188773741263,1.1222783726853018,0.5166023166023166
qb_direct_total_blend,season,2023,36,3.7709344684222343,2.9057976255548073,0.9522956827200881,0.5933075933075934
qb_component_sum_blend,season,2023,36,4.054569513636413,2.9938694094873703,1.4309243325763426,0.5196911196911197
qb_component_sum_plus_prior_other,season,2023,36,3.928468806446315,2.9713539351075156,1.020234124047498,0.5196911196911197
expert_direct_team_game,season,2024,43,6.797363426831026,5.19456003561283,-3.220501813959794,0.49803684687405614
expert_component_sum,season,2024,43,6.7846799715359865,5.191528411534282,-3.1866474434502687,0.49969797644216246
expert_component_sum_plus_prior_other,season,2024,43,6.988168031311867,5.277966502126522,-3.5996294318354134,0.49969797644216246
expert_recalibrated,season,2024,43,4.219547436312421,3.4140811249253034,-0.21267250149550346,0.49803684687405614
conditional_ppg_primary_blend,season,2024,43,4.062837386368321,3.285845146185983,-0.0631941745700015,0.49078828148595594
qb_direct_total_lasso,season,2024,43,4.111207857531427,3.291231272092983,0.5050819502000952,0.5045303533675626
qb_component_sum_lasso,season,2024,43,4.0891863406745435,3.27522035121548,1.0382859886565372,0.48776804590758077
qb_direct_total_random_forest,season,2024,43,3.963365867456775,3.191035263080101,0.23583176029831876,0.5341286620356388
qb_component_sum_random_forest,season,2024,43,4.1854286944921135,3.3274359213395903,0.8738797871414457,0.494412564180006
qb_direct_total_lightgbm,season,2024,43,4.116031118722457,3.3265588858041717,0.27993991505106497,0.4910903050437935
qb_component_sum_lightgbm,season,2024,43,4.303248071422284,3.4580009685675805,0.649623457332859,0.42041679250981573
qb_direct_total_blend,season,2024,43,4.0438791588149945,3.2346326728840524,0.34028454184982654,0.5090607067351253
qb_component_sum_blend,season,2024,43,4.143924530589994,3.312353332700273,0.8539297443769474,0.47976442162488675
qb_component_sum_plus_prior_other,season,2024,43,4.078890710770274,3.259930354866824,0.4409477559918026,0.47976442162488675
expert_direct_team_game,season,2025,42,7.469966981482421,5.71920835746932,-3.8178798550784654,0.4483429219674257
expert_component_sum,season,2025,42,7.415194511711893,5.673092145825831,-3.753881134496526,0.4399157280609351
expert_component_sum_plus_prior_other,season,2025,42,7.632564415743075,5.8304097128912975,-4.166839748043375,0.4399157280609351
expert_recalibrated,season,2025,42,3.801160334252828,3.043072893998619,-0.7515453728655345,0.4502876590227696
conditional_ppg_primary_blend,season,2025,42,3.671703294206282,2.8477051130859734,-0.33606276383233824,0.4836723118061746
qb_direct_total_lasso,season,2025,42,3.4424747848446233,2.7966628873744748,-0.06898754494302645,0.4402398509034925
qb_component_sum_lasso,season,2025,42,3.7951202254511265,3.06249274505439,0.6037336105761216,0.40620695243497285
qb_direct_total_random_forest,season,2025,42,3.405295234817321,2.7285320251015217,-0.15976422713428554,0.5237014828620047
qb_component_sum_random_forest,season,2025,42,3.4114070451360403,2.711105421266553,0.23040803410656352,0.5348837209302325
qb_direct_total_lightgbm,season,2025,42,3.3585398773313346,2.7352225628514923,-0.28312041549188793,0.502309375253221
qb_component_sum_lightgbm,season,2025,42,3.494991172871769,2.7314195884042496,0.3632579343589673,0.47427274937201197
qb_direct_total_blend,season,2025,42,3.371683781473486,2.723947236505046,-0.17062406252306658,0.4916133214488291
qb_component_sum_blend,season,2025,42,3.528495416666804,2.7880424718016448,0.39913319301388467,0.4873997244955839
qb_component_sum_plus_prior_other,season,2025,42,3.5058756027454967,2.7629021839426753,-0.013825420532963973,0.4873997244955839
expert_direct_team_game,experience_group,other_no_history,1,13.104499999999998,13.104499999999998,-13.104499999999998,
expert_component_sum,experience_group,other_no_history,1,13.104499999999998,13.104499999999998,-13.104499999999998,
expert_component_sum_plus_prior_other,experience_group,other_no_history,1,13.537975733551075,13.537975733551075,-13.537975733551075,
expert_recalibrated,experience_group,other_no_history,1,2.5403755468759748,2.5403755468759748,-2.5403755468759748,
conditional_ppg_primary_blend,experience_group,other_no_history,1,1.4842246132507686,1.4842246132507686,-1.4842246132507686,
qb_direct_total_lasso,experience_group,other_no_history,1,1.7022280159559724,1.7022280159559724,1.7022280159559724,
qb_component_sum_lasso,experience_group,other_no_history,1,1.6221365272884043,1.6221365272884043,1.6221365272884043,
qb_direct_total_random_forest,experience_group,other_no_history,1,1.4038074734110477,1.4038074734110477,1.4038074734110477,
qb_component_sum_random_forest,experience_group,other_no_history,1,1.9364159963458345,1.9364159963458345,1.9364159963458345,
qb_direct_total_lightgbm,experience_group,other_no_history,1,1.829225573909726,1.829225573909726,1.829225573909726,
qb_component_sum_lightgbm,experience_group,other_no_history,1,2.862221349401583,2.862221349401583,2.862221349401583,
qb_direct_total_blend,experience_group,other_no_history,1,1.6450870210922481,1.6450870210922481,1.6450870210922481,
qb_component_sum_blend,experience_group,other_no_history,1,2.1402579576786085,2.1402579576786085,2.1402579576786085,
qb_component_sum_plus_prior_other,experience_group,other_no_history,1,1.706782224127533,1.706782224127533,1.706782224127533,
expert_direct_team_game,experience_group,rookie,36,9.75858915031344,7.902079365543053,-6.235772355448441,-0.05328185328185329
expert_component_sum,experience_group,rookie,36,9.768977985759104,7.901045543899269,-6.2557396714019955,-0.046589446589446595
expert_component_sum_plus_prior_other,experience_group,rookie,36,10.04743934563295,8.144348080966322,-6.679000470727118,-0.046589446589446595
expert_recalibrated,experience_group,rookie,36,5.3053786653584565,4.204195461414694,-0.6521811383137227,-0.047876447876447875
conditional_ppg_primary_blend,experience_group,rookie,36,5.402465007892017,4.382778651627323,-0.928313640169239,0.014671814671814673
qb_direct_total_lasso,experience_group,rookie,36,5.0990319249048195,4.080204373710771,-0.4540534670723151,0.02496782496782497
qb_component_sum_lasso,experience_group,rookie,36,5.298054374236228,4.349384661552593,0.3944267912022476,0.027541827541827543
qb_direct_total_random_forest,experience_group,rookie,36,4.984115352719101,3.98021249457873,-0.48597446810143197,0.043243243243243246
qb_component_sum_random_forest,experience_group,rookie,36,4.990800322450851,4.024382770202424,0.16607443627334056,0.08751608751608753
qb_direct_total_lightgbm,experience_group,rookie,36,4.847166745790032,3.8900096189349025,-0.1900840460393174,0.07606667111446072
qb_component_sum_lightgbm,experience_group,rookie,36,4.658014550009397,3.787233662790103,0.5583184950440274,0.31608751608751606
qb_direct_total_blend,experience_group,rookie,36,4.9420843518965265,3.9577456471260977,-0.37670399373768815,0.05585585585585586
qb_component_sum_blend,experience_group,rookie,36,4.923070914065457,4.0228477905609585,0.3729399075065387,0.12149292149292151
qb_component_sum_plus_prior_other,experience_group,rookie,36,4.912042418229774,3.994019613099553,-0.05032089181858246,0.12149292149292151
expert_direct_team_game,experience_group,second_year,44,5.8642684459175465,4.481768191305364,-2.2515475864649215,0.5935165609584214
expert_component_sum,experience_group,second_year,44,5.881223654035188,4.507317664753197,-2.262658764622175,0.5943622269203664
expert_component_sum_plus_prior_other,experience_group,second_year,44,6.058363247424902,4.6107693971521195,-2.6841363220485475,0.5943622269203664
expert_recalibrated,experience_group,second_year,44,4.840433212035333,3.866300864216285,-0.12054875393018817,0.5572938689217759
conditional_ppg_primary_blend,experience_group,second_year,44,4.616720774772944,3.528249503887837,-0.09942016499407695,0.5822410147991542
qb_direct_total_lasso,experience_group,second_year,44,4.712259964394082,3.5995399927138805,-0.3819567500241232,0.5699788583509514
qb_component_sum_lasso,experience_group,second_year,44,4.605864669737366,3.5402932848700277,0.2607628356510791,0.5930937279774489
qb_direct_total_random_forest,experience_group,second_year,44,4.781192412076718,3.6519321659170596,-0.13738008231617627,0.5773079633544749
qb_component_sum_random_forest,experience_group,second_year,44,4.740832395361967,3.5620716294490546,0.36501388594132167,0.5732205778717406
qb_direct_total_lightgbm,experience_group,second_year,44,4.883716979446139,3.7366258106685155,-0.27045017485448547,0.5508104298801972
qb_component_sum_lightgbm,experience_group,second_year,44,4.69654161562925,3.51613788877556,0.381927702531917,0.5698379140239604
qb_direct_total_blend,experience_group,second_year,44,4.776120849313224,3.630223074150329,-0.263262335731595,0.57646229739253
qb_component_sum_blend,experience_group,second_year,44,4.627273753338445,3.462406030142077,0.3359014747081059,0.5909795630725863
qb_component_sum_plus_prior_other,experience_group,second_year,44,4.618131158939258,3.4557811343067413,-0.08557608271826624,0.5937984496124031
expert_direct_team_game,experience_group,veteran_with_history,262,6.3447002869867015,4.635410061364482,-2.5385643498147634,0.5923889971026741
expert_component_sum,experience_group,veteran_with_history,262,6.341778983998128,4.631730477978303,-2.5502586442119464,0.5953669008632702
expert_component_sum_plus_prior_other,experience_group,veteran_with_history,262,6.522424448333808,4.721860181044671,-2.972179887559976,0.5955487244740169
expert_recalibrated,experience_group,veteran_with_history,262,4.009397084800172,3.1916715434808736,-0.5859304497904229,0.5849092074642511
conditional_ppg_primary_blend,experience_group,veteran_with_history,262,3.663851456806149,2.9218672547757816,-0.09353995104834094,0.5970753755616807
qb_direct_total_lasso,experience_group,veteran_with_history,262,3.7377500825832723,2.979369837492697,0.2018553963751491,0.5823803579790037
qb_component_sum_lasso,experience_group,veteran_with_history,262,3.8439887156128707,3.0974691035771373,0.5995797891629946,0.5605912169854691
qb_direct_total_random_forest,experience_group,veteran_with_history,262,3.7117530388799724,3.0114388808934747,0.1998326751820854,0.5739761037068577
qb_component_sum_random_forest,experience_group,veteran_with_history,262,3.784223933193826,3.057050643651896,0.6880656487753606,0.5710502448697047
qb_direct_total_lightgbm,experience_group,veteran_with_history,262,3.7677904689851482,3.0920497169633494,0.1630612683724634,0.5566414743659647
qb_component_sum_lightgbm,experience_group,veteran_with_history,262,3.79984327061802,3.051708525525997,0.6120207539964344,0.5625095394841726
qb_direct_total_blend,experience_group,veteran_with_history,262,3.7046572408654064,2.9998647555067137,0.1882497799765661,0.5833868934535408
qb_component_sum_blend,experience_group,veteran_with_history,262,3.7527748792899236,3.0208851690572502,0.6332220639782632,0.5770077204974174
qb_component_sum_plus_prior_other,experience_group,veteran_with_history,262,3.705668261065397,2.9813032796995396,0.2113008206302334,0.5770357446869637
expert_direct_team_game,qb_style,balanced,95,6.3008698156496505,4.820672875363914,-2.5567485718354166,0.4681690929451288
expert_component_sum,qb_style,balanced,95,6.2991301721033786,4.822724075035658,-2.578610919643573,0.47021276595744677
expert_component_sum_plus_prior_other,qb_style,balanced,95,6.484482714185637,4.94237438160499,-3.000371417156309,0.4716685330347144
expert_recalibrated,qb_style,balanced,95,4.367090252970436,3.4399414611918653,0.0027663322742214583,0.46864501679731246
conditional_ppg_primary_blend,qb_style,balanced,95,4.117406643041506,3.224312000744142,-0.056572991100790844,0.458006718924972
qb_direct_total_lasso,qb_style,balanced,95,4.140588020184819,3.2705145247042626,0.18050359962852233,0.44524076147816344
qb_component_sum_lasso,qb_style,balanced,95,4.3692184934856515,3.4712645997254867,0.8029739789192822,0.4076567749160135
qb_direct_total_random_forest,qb_style,balanced,95,4.051190655699097,3.194037790486733,0.10963562458420277,0.448488241881299
qb_component_sum_random_forest,qb_style,balanced,95,4.164730800759826,3.3026027929495236,0.7992118021946353,0.4191629339305712
qb_direct_total_lightgbm,qb_style,balanced,95,4.137888746760282,3.2913237359616234,0.22545506796623693,0.4169092945128779
qb_component_sum_lightgbm,qb_style,balanced,95,4.085663912150737,3.193858673630659,0.8576131524321717,0.4658314669652855
qb_direct_total_blend,qb_style,balanced,95,4.086100595064127,3.2197234244366655,0.17186476405965428,0.45075587905935055
qb_component_sum_blend,qb_style,balanced,95,4.1598759433527,3.2788606594351832,0.8199329778486967,0.4406215005599104
qb_component_sum_plus_prior_other,qb_style,balanced,95,4.099759915916715,3.2525414405708912,0.39817248033596114,0.44034154535274356
expert_direct_team_game,qb_style,high_rush,57,7.957142048910516,5.966792797285049,-4.597200041334952,0.6408478091781178
expert_component_sum,qb_style,high_rush,57,7.953178834993449,5.965715499903251,-4.572673052912211,0.6383199377754732
expert_component_sum_plus_prior_other,qb_style,high_rush,57,8.201173807517069,6.143536573568185,-4.990661182586571,0.6383199377754732
expert_recalibrated,qb_style,high_rush,57,5.009900475051284,3.9731607943777445,-2.6595602983546485,0.6100596318382162
conditional_ppg_primary_blend,qb_style,high_rush,57,4.609259289661986,3.4670988603796546,-1.3505192578516978,0.5405755768732176
qb_direct_total_lasso,qb_style,high_rush,57,4.554011374327745,3.4304178705735744,-1.2147630076073226,0.5373347161005964
qb_component_sum_lasso,qb_style,high_rush,57,4.439633422595033,3.4160392298888977,0.11446920737991266,0.5725304640912627
qb_direct_total_random_forest,qb_style,high_rush,57,4.58965042070994,3.519113574630076,-1.248213560553631,0.5336401348198082
qb_component_sum_random_forest,qb_style,high_rush,57,4.4619234914612145,3.2847838293590015,-0.20358237099154702,0.5252138968109931
qb_direct_total_lightgbm,qb_style,high_rush,57,4.620604410607665,3.6355068448480625,-1.4537996664147257,0.5266398755509463
qb_component_sum_lightgbm,qb_style,high_rush,57,4.368743976200848,3.2739350995705476,-0.2967318345176594,0.5267695099818512
qb_direct_total_blend,qb_style,high_rush,57,4.5603348061101325,3.5146613068560018,-1.305592078191893,0.5338345864661654
qb_component_sum_blend,qb_style,high_rush,57,4.345114390704598,3.2004394034758428,-0.128614999376431,0.553020482240083
qb_component_sum_plus_prior_other,qb_style,high_rush,57,4.380272017285993,3.278496120211563,-0.5466031290507928,0.553020482240083
expert_direct_team_game,qb_style,pass_heavy,191,6.583897984303131,4.77059414162126,-2.6012185422597462,0.5320318958390741
expert_component_sum,qb_style,pass_heavy,191,6.588680369907663,4.770538908046896,-2.620028676519592,0.5348976990906585
expert_component_sum_plus_prior_other,qb_style,pass_heavy,191,6.7684604429835105,4.8535527571250014,-3.0434143945198597,0.5344860843207495
expert_recalibrated,qb_style,pass_heavy,191,3.9763293055219866,3.1778114684950354,-0.1754171942619114,0.5188464453017361
conditional_ppg_primary_blend,qb_style,pass_heavy,191,3.7502257905862644,3.016241779485969,0.09721760082918235,0.5428888812344999
qb_direct_total_lasso,qb_style,pass_heavy,191,3.805090289390243,3.0436206497510074,0.3849736624056965,0.5417039818131716
qb_component_sum_lasso,qb_style,pass_heavy,191,3.8836989927395256,3.14672995255018,0.5318204069211232,0.5224097547533756
qb_direct_total_random_forest,qb_style,pass_heavy,191,3.7957284322493936,3.0908397671336774,0.47619346865765366,0.5361721548635988
qb_component_sum_random_forest,qb_style,pass_heavy,191,3.8687374122903564,3.1597522117933012,0.732607228276317,0.5282291953706255
qb_direct_total_lightgbm,qb_style,pass_heavy,191,3.8112967531677966,3.1230287345376158,0.4568418537451788,0.5268479608707632
